,Concept_ID,fa,ab
1356,rufen::V,صدا کردن,азҿыҭра
1357,prahlen::V,پز آمدن,аҽхəара
1358,übersetzen::V,ترجمه کردن,аиҭагара
1359,denken::V,فکر کردن,азхəыцра
1360,glauben::V,باور کردن,ахаҵара
1361,glauben::V,عقیده داشتن,ахаҵара
1362,bemerken::V,متوجه شدن,агəаҭара
1363,erkennen::V,شناختن,адырра
1364,erkennen::V,تشخیص دادن,адырра
1365,begreifen::V,فهمیدن,аилкаара
1366,begreifen::V,درک کردن,аилкаара
1367,verstehen::V,فهمیدن,аҳара
1368,lernen::V,آموختن,аҵара
1369,lernen::V,یاد گرفتن,аҵара
1370,wissen::V,دانستن,адырра
1371,sich erinnern an::V,به یاد آوردن,агəаларшəара
1372,vergessen::V,فراموش کردن,ахашҭра
1373,messen::V,اندازه گرفتن,ашəара
1374,zählen::V,شمردن,аҧхьаӡара
1375,rechnen::V,حساب کردن,аҳасабра
1376,lesen::V,خواندن,аҧхьара
1377,malen::V,نقاشی کردن,
1378,zeichnen::V,کشیدن,
1379,zeichnen::V,رسم کردن,
1380,schreiben::V,نوشتن,
1381,besitzen::V,داشتن,амазаара
1382,kaufen::V,خریدن,Аахəара
1383,kaufen::V,خرید کردن,Аахəара
1384,verkaufen::V,فروختن,аҭира
1385,bezahlen::V,پرداختن,ахҭынҵара
1386,bezahlen::V,پرداختن,ашəара
1387,zahlen::V,پرداخت کردن,ашəара
1388,beherrschen::V,مسلط بودن,
1389,ertragen::V,تحمل کردن,ачҳара
