,Concept_ID,os,pt
1449,reifen::V,сцæттæ уын,amadurecer
1450,zubereiten::V,сцӕттӕ кӕнын,preparar
1451,kochen::V,фыцын,cozer
1452,backen::V,фыцын,cozer
1453,braten::V,цурын,assar
1454,braten::V,цурын,fritar
1455,umrühren::V,ахæццæ кæнын,remexer
1456,umrühren::V,азмæнтын,remexer
1457,umrühren::V,астауын,remexer
1458,stricken::V,кæнын,tricotar
1459,stricken::V,кæнын,fazer malha
1460,stricken::V,бийын,tricotar
1461,stricken::V,бийын,fazer malha
1462,nähen::V,хуыйын,coser
1463,nähen::V,хуыйын,costurar
1464,färben::V,ахорын,tingir
1465,färben::V,ахорын,colorir
1466,reinigen::V,ссыгъдæг кæнын,limpar
1467,reinigen::V,ссыгъдæг кæнын,purificar
1468,reinigen::V,ныссыгъдæг кæнын,limpar
1469,reinigen::V,ныссыгъдæг кæнын,purificar
1470,reinigen::V,ныссæрфын,limpar
1471,reinigen::V,ныссæрфын,purificar
1472,waschen::V,ӕхсын,lavar
1473,abwischen::V,сӕрфын,limpar
1474,abwischen::V,сӕрфын,esfregar
1475,spülen::V,æнхъæвзын,lavar
1476,spülen::V,æнхъæвзын,enxaguar
1477,fegen::V,мӕрзын,varrer
1478,kehren::V,мӕрзын,varrer
1479,baden::V,хи найын,banhar
1480,baden::V,хи найын,tomar banho
1481,sich waschen::V,хи æхсын,lavar-se
1482,ausziehen::V,ласын,despir
1483,anziehen::V,скæнын,vestir
1484,sich anziehen::V,дзаума скæнын,vestir-se
1485,sich anziehen::V,дарæс скæнын,vestir-se
1486,kämmen::V,ныффасын,pentear
1487,kämmen::V,æрфасын,pentear
1488,schmücken::V,фӕлындын,adornar
1489,sagen::V,зæгъын,dizer
1490,sprechen::V,дзурын,falar
1491,reden::V,ныхас кӕнын,falar
1492,sich unterhalten::V,ныхас кæнын,conversar
1493,fragen::V,фӕрсын,perguntar
1494,bitten::V,курын,pedir
1495,erzählen::V,радзурын,contar
1496,erzählen::V,ратаурæгъ кæнын,contar
1497,mitteilen::V,фехъусын кæнын,comunicar
1498,mitteilen::V,фехъусын кæнын,participar
1499,nennen::V,хонын,nomear
1500,nennen::V,хонын,apelidar
1501,rufen::V,сидын,chamar
1502,prahlen::V,ӕппӕлын,gabar-se
1503,prahlen::V,ӕппӕлын,vangloriar-se
1504,übersetzen::V,ратæлмац кæнын,traduzir
1505,denken::V,ӕнхъӕлын,pensar
1506,denken::V,хъуыды кӕнын,pensar
1507,glauben::V,уырнын,crer
1508,bemerken::V,фенын,notar
1509,bemerken::V,фенын,observar
1510,erkennen::V,базонын,reconhecer
1511,begreifen::V,ӕмбарын,apreender
1512,begreifen::V,ӕмбарын,compreender
1513,begreifen::V,бамбарын,apreender
1514,begreifen::V,бамбарын,compreender
1515,lernen::V,ахуыр кӕнын,aprender
1516,wissen::V,зонын,saber
1517,sich erinnern an::V,зæрдыл æрлæууын,lembrar-se de
1518,sich erinnern an::V,зæрдыл æрлæууын,recordar-se de
1519,sich erinnern an::V,æрымысын,lembrar-se de
1520,sich erinnern an::V,æрымысын,recordar-se de
1521,sich erinnern an::V,æрбаймысын,lembrar-se de
1522,sich erinnern an::V,æрбаймысын,recordar-se de
1523,sich erinnern an::V,æрхъуыды кæнын,lembrar-se de
1524,sich erinnern an::V,æрхъуыды кæнын,recordar-se de
1525,vergessen::V,ферох кæнын,esquecer
1526,vergessen::V,айрох кæнын,esquecer
1527,messen::V,барын,medir
1528,zählen::V,нымайын,contar
1529,rechnen::V,хынцын,calcular
1530,lesen::V,кӕсын,ler
1531,lesen::V,фӕрсын,ler
1532,malen::V,ныв кӕнын,pintar
1533,zeichnen::V,ныв кӕнын,desenhar
1534,schreiben::V,фыссын,escrever
1535,besitzen::V,хицау уын,possuir
1536,kaufen::V,балхӕнын,comprar
1537,verkaufen::V,уӕй кӕнын,vender
1538,bezahlen::V,бафидын,pagar
1539,zahlen::V,фидын,pagar
1540,beherrschen::V,æлдариуæг кæнын,imperar
1541,ertragen::V,бавзарын,suportar
1542,Leine::N,,trela
1543,rauschen::V,,murmurar
1544,rauschen::V,,rumorejar
1545,treten::V,,pisar
1546,verstehen::V,,entender
1547,verstehen::V,,compreender
