,Concept_ID,he,en
86,Hitze::N,חם,heat
87,Raureif::N,כפור,hoarfrost
88,Regenbogen::N,קשת,rainbow
89,Donner::N,רעם,thunder
90,Strömung::N,זרימה,current
91,Tropfen::N,טפה,drop
92,Schaum::N,קצף,foam
93,Schmutz::N,לכלוך,dirt
94,See::N,אגם,lake
95,Sumpf::N,בצה,swamp
96,Moor::N,בצה,moor
97,Wiese::N,מרעה,meadow
98,Wald::N,יער,forest
99,Hügel::N,תל,hill
100,Anhöhe::N,מעלה,elevation
101,Berg::N,הר,mountain
102,Gipfel::N,פסגה,summit
103,Höhle::N,מערה,cave
104,Abhang::N,מדרון,slope
105,Abhang::N,שפוע,slope
106,Quelle::N,מעין,source
107,Bach::N,נחל,brook
108,Fluss::N,נהר,river
109,Ufer::N,גדה,shore
110,Küste::N,חוף,coast
111,Festland::N,יבשה,land
112,Meer::N,ים,sea
113,Bucht::N,מפרץ,cove
114,Insel::N,אי,island
115,Blume::N,פרח,flower
116,Gras::N,דשא,grass
117,Wurzel::N,שרש,root
118,Baum::N,עץ,tree
119,Stamm::N,גזע,trunk
120,Rinde::N,קלפת עץ,bark
121,Ast::N,ענף,limb
122,Zweig::N,ענף,branch
123,Blatt::N,עלה,leaf
124,Birke::N,שדר,birch
125,Kiefer[Baum]::N,ארן,pine
126,Weide[Baum]::N,ערבה,willow
127,Tanne::N,אשוח,fir
128,Horn::N,קרן,horn
129,Feder::N,נוצה,feather
130,Fell::N,פרוה,fur
131,Flügel::N,כנף,wing
132,Klaue::N,טלף,claw
133,Kralle::N,טפר,claw
134,Schwanz::N,זנב,tail
135,Ei::N,ביצה,egg
136,Nest::N,קן,nest
137,Bau::N,מחלה,lair
138,Tier::N,חיה,animal
139,Herde::N,עדר,flock
140,Kuh::N,פרה,cow
141,Bulle::N,פר,bull
142,Pferd::N,סוס,horse
143,Schaf::N,כבשה,sheep
144,Schwein::N,חזיר,pig
145,Hund::N,כלב,dog
146,Katze::N,חתול,cat
147,Bär::N,דב,bear
148,Eichhörnchen::N,סנאי,squirrel
149,Elch::N,דישון,elk
150,Fuchs::N,שועל,fox
151,Hase::N,ארנב,hare
152,Maus::N,עכבר,mouse
153,Wolf::N,זאב,wolf
154,Vogel::N,צפור,bird
155,Schwarm::N,נחיל,swarm
156,Schwarm::N,להקה,swarm
157,Huhn::N,תרנגלת,chicken
158,Hahn::N,תרנגול,cock
159,Gans::N,אוז,goose
160,Adler::N,עיט,eagle
161,Ente::N,ברוז,duck
162,Eule::N,ינשוף,owl
163,Kranich::N,עגור,crane
164,Kranich::N,כרוכיה,crane
165,Krähe::N,עורב,crow
166,Kuckuck::N,קוקיה,cuckoo
167,Schwan::N,ברבור,swan
168,Fisch::N,דג,fish
169,Barsch::N,אוקונוס,perch
170,Hecht::N,זאב הים,pike
171,Schlange[Tier]::N,נחש,snake
172,Wurm::N,תולעת,worm
173,Spinne::N,עכביש,spider
174,Ameise::N,נמלה,ant
175,Laus::N,כנה,louse
176,Mücke::N,יתוש,midge
177,Fliege::N,זבוב,fly
178,Schmetterling::N,פרפר,butterfly
179,Beere::N,ענבה,berry
180,Apfel::N,תפוח,apple
181,Pilz::N,פטריה,mushroom
182,Zwiebel::N,בצל,onion
183,Saat::N,זרעים,seed
184,Korn::N,גרעין,grain
185,Heu::N,חציר,hay
186,Schale::N,קלפה,husk
187,Grube::N,בור,pit
188,Grube::N,שוחה,pit
189,Falle::N,מלכדת,trap
190,Schlinge::N,לולאה,noose
191,Spur::N,עקבה,track
192,Asche::N,אפר,ashes
193,Dreck::N,זהמה,filth
194,Eisen::N,ברזל,iron
195,Gold::N,זהב,gold
196,Silber::N,כסף,silver
197,Kohle::N,פחם,coal
198,Glas::N,זכוכית,glass
199,Lehm::N,חרסית,clay
200,Sand::N,חול,sand
201,Mensch::N,אדם,human
202,Mann::N,איש,man
203,Mann::N,גבר,man
204,Frau::N,אשה,woman
205,Frau::N,גברת,woman
206,Kind::N,ילד,child
207,Junge::N,ילד,boy
208,Mädchen::N,נערה,girl
209,Familie::N,משפחה,family
210,Großvater::N,סבא,grandfather
211,Großmutter::N,סבתא,grandmother
212,Eltern::N,הורים,parents
213,Vater::N,אב,father
214,Mutter::N,אם,mother
215,Sohn::N,בן,son
216,Tochter::N,בת,daughter
217,Bruder::N,אח,brother
218,Schwester::N,אחות,sister
219,Onkel::N,דוד,uncle
220,Tante::N,דודה,aunt
221,Ehemann::N,איש,husband
222,Ehemann::N,בעל,husband
223,Ehefrau::N,אשה,wife
224,Freude::N,שמחה,joy
225,Gelächter::N,צחוק,laughter
226,Glück::N,אשר,happiness
227,Kummer::N,יגון,grief
228,Kummer::N,עגמה,grief
229,Wunsch::N,אחול,wish
230,Wunsch::N,משאלה,wish
231,Lust::N,חשק,desire
232,Lust::N,תשוקה,desire
233,Geist::N,רוח,spirit
234,Gedanke::N,מחשבה,thought
235,Gedächtnis::N,זכרון,memory
236,Verstand::N,שכל,mind
237,Sinn::N,מובן,meaning
238,Sinn::N,משמעות,meaning
239,Grund::N,סבה,reason
240,Wahrheit::N,אמת,truth
241,Gespräch::N,דיון,talk
242,Märchen::N,אגדה,fairy tale
243,Erzählung::N,ספור,story
244,Nachricht::N,ידיעה,message
245,Neuigkeit::N,חדשה,news
246,Name::N,שם,name
247,Rätsel::N,תעלומה,puzzle
248,Rede::N,נאום,speech
249,Sprache::N,לשון,language
250,Stimme::N,קול,voice
251,Wort::N,מלה,word
252,Zeichen::N,סימן,sign
253,Ruf::N,קריאה,call
254,Lärm::N,רעש,noise
255,Laut::N,הגה,sound
256,Ton::N,צליל,tone
257,Lied::N,שיר,song
258,Ruhe::N,שלוה,calm
259,Leute::N,אנשים,people
260,Volk::N,עם,nation
261,Arbeit::N,עבודה,work
262,Gast::N,אורח,guest
263,Geschenk::N,מתנה,gift
264,Spiel::N,משחק,game
265,Gesellschaft::N,חברה,company
266,Hilfe::N,עזרה,help
267,Freund::N,חבר,friend
268,Freund::N,ידיד,friend
269,Kamerad::N,רע,companion
270,Angelegenheit::N,ענין,matter
271,Anzahl::N,מספר,count
272,Art::N,סוג,sort
273,Stück::N,חתיכה,piece
274,Teil::N,פרק,part
275,Hälfte::N,חצי,half
276,Kreis::N,מעגל,circle
277,Kreuz::N,צלב,cross
278,Linie::N,קו,line
279,Strich::N,קו קצר,stroke
280,Abstand::N,מרחק,gap
281,Entfernung::N,מרחק,distance
282,Gegend::N,נוף,area
283,Platz::N,שטח,space
284,Ort::N,אתר,place
285,Ort::N,מקום,place
286,Seite::N,צד,side
287,Mitte::N,אמצע,middle
288,Gegenstand::N,אוביקט,item
289,Sache::N,דבר,thing
290,Rand::N,פרור,fringe
291,Kante::N,קצה,edge
292,Ecke::N,פנה,corner
293,Spitze::N,קצה,tip
294,Ende::N,סוף,end
295,Loch::N,חר,hole
296,Winkel::N,פנה,angle
297,Muster::N,תבנית,pattern
298,Größe::N,גדל,size
299,Länge::N,ארך,length
300,Höhe::N,קומה,height
301,Höhe::N,גבה,height
302,Gewicht::N,משקל,weight
303,Menge::N,כמות,amount
304,Haufen::N,ערמה,heap
305,Reihe::N,רצף,row
306,Boot::N,סירה,boat
307,Ruder::N,משוט,oar
308,Schlitten::N,מזחלת,sleigh
309,Ski::N,מגלשים,ski
310,Lagerfeuer::N,מדורה,campfire
311,Last::N,משא,load
312,Gang::N,הליכה,walk
313,Schritt::N,צעד,step
314,Norden::N,צפון,north
315,Süden::N,דרום,south
316,Westen::N,מערב,west
317,Osten::N,מזרח,east
318,Holz::N,עץ,wood
319,Brett::N,קרש,board
320,Platte::N,לוח,slab
321,Stütze::N,משען,bracket
322,Stange::N,מוט,pole
323,Stock::N,מקל,stick
324,Stab::N,מוט,staff
325,Rohr::N,צנור,pipe
326,Haus::N,בית,house
327,Heim::N,בית,home
328,Ofen::N,תנור,stove
329,Fußboden::N,רצפה,floor
330,Tisch::N,שלחן,table
331,Stuhl::N,כסא,chair
332,Wiege::N,ערש,cradle
333,Bett::N,מטה,bed
334,Regal::N,מדף,shelf
335,Kiste::N,תבה,box
336,Kiste::N,ארגז,box
337,Fenster::N,חלון,window
338,Tür::N,דלת,door
339,Tor::N,שער,gate
340,Zaun::N,גדר,fence
341,Dach::N,גג,roof
342,Leiter::N,סלם,ladder
343,Besen::N,מטאטא,broom
344,Spaten::N,את,spade
345,Schaufel::N,את,shovel
346,Gabel::N,מזלג,fork
347,Löffel::N,כף,spoon
348,Messer::N,סכין,knife
349,Nagel::N,מסמר,nail
350,Netz::N,רשת,net
351,Haken::N,וו,hook
352,Haken::N,קרס,hook
353,Griff::N,ידית,handle
354,Schloss::N,מנעול,lock
355,Bild::N,תמונה,picture
356,Figur::N,פסל,figure
357,Puppe::N,בבה,doll
358,Beutel::N,שק,pouch
359,Bündel::N,צרור,bundle
360,Tasche::N,שקית,bag
361,Eimer::N,דלי,bucket
362,Deckel::N,מכסה,cover
363,Geschirr::N,כלים,dishes
364,Sack::N,שק,sack
365,Tasse::N,ספל,cup
366,Topf::N,סיר,pot
367,Kessel::N,קנקן,kettle
368,Essen::N,אכל,meal
369,Essen::N,ארוחה,meal
370,Nahrung::N,הזנה,food
371,Nahrung::N,תזונה,food
372,Speise::N,מאכל,dish
373,Speise::N,ארוחה,dish
374,Fleisch::N,בשר,meat
375,Getreide::N,דגן,corn
376,Brei::N,מחית,mush
377,Brot::N,לחם,bread
378,Scheibe::N,עגול,slice
379,Scheibe::N,פרוסה,slice
380,Fett::N,שמן,fat
381,Butter::N,חמאה,butter
382,Öl::N,שמן,oil
383,Salz::N,מלח,salt
384,Suppe::N,מרק,soup
385,Honig::N,דבש,honey
386,Milch::N,חלב,milk
387,Tee::N,תה,tea
388,Leder::N,עור,leather
389,Wolle::N,צמר,wool
390,Stoff::N,בד,cloth
391,Stoff::N,אריג,cloth
392,Nadel::N,מחט,needle
393,Faden::N,חוט,thread
394,Knopf::N,כפתור,button
395,Knoten::N,קשר,knot
396,Farbe::N,צבע,paint
397,Kleidung::N,בגדים,clothes
398,Hemd::N,חלצה,shirt
399,Kragen::N,צוארון,collar
400,Ärmel::N,שרוול,sleeve
401,Hose::N,מכנסים,trousers
402,Gürtel::N,חגורה,belt
403,Mütze::N,כובע,cap
404,Schuh::N,נעל,shoe
405,Stiefel::N,מגף,boot
406,Ring::N,טבעת,ring
407,Band::N,סרט,ribbon
408,Kamm::N,מסרק,comb
409,Spiegel::N,מראה,mirror
410,Riemen::N,רצועה,strap
411,Schnur::N,חבל,string
412,Leine::N,מושכות,leash
413,Decke::N,שמיכה,blanket
414,Kissen::N,כרית,pillow
415,Tuch::N,צעיף,scarf
416,Handtuch::N,מגבת,towel
417,Kraft::N,כוח,force
418,Stärke::N,און,strength
419,Gesundheit::N,בריאות,health
420,Krankheit::N,מחלה,illness
421,Schmerz::N,כאב,pain
422,Wunde::N,פציעה,wound
423,Fieber::N,חם,fever
424,Arznei::N,תרופה,medicine
425,Brücke::N,גשר,bridge
426,Brunnen::N,באר,well
427,Weide::N,אחו,pasture
428,Weide::N,מרעה,pasture
429,Pfad::N,שביל,path
430,Pfad::N,מדרכה,path
431,Weg::N,דרך,way
432,Straße::N,כביש,road
433,Dorf::N,כפר,village
434,Stadt::N,עיר,town
435,Brief::N,מכתב,letter
436,Buch::N,ספר,book
437,Buchstabe::N,אות,character
438,Zeitung::N,עתון,newspaper
439,Leben::N,חיים,life
440,Tod::N,מות,death
441,Grab::N,קבר,grave
442,Kirche::N,כנסיה,church
443,Sünde::N,חטא,sin
444,Gott::N,אל,god
445,Arbeiter::N,פועל,worker
446,Chef::N,ראש,boss
447,Chef::N,מנהל,boss
448,Meister::N,ממחה,master
449,Arzt::N,רופא,doctor
450,Lehrer::N,מורה,teacher
451,Geld::N,כסף,money
452,Geschäft::N,עסקה,business
453,Laden::N,חנות,shop
454,Preis::N,מחיר,price
455,Ware::N,סחורה,ware
456,Nutzen::N,תועלת,profit
457,Reichtum::N,עשר,wealth
458,Welt::N,עולם,world
459,Land::N,ארץ,country
460,Staat::N,מדינה,state
461,König::N,מלך,king
462,Macht::N,כוח,power
463,Grenze::N,גבול,border
464,Krieg::N,מלחמה,war
465,Feind::N,אויב,enemy
466,Gewalt::N,אלימות,violence
467,Kampf::N,קרב,fight
468,Kampf::N,לחימה,fight
469,Bogen[Waffe]::N,קשת,bow
470,Pfeil::N,חץ,arrow
471,Gewehr::N,רובה,gun
472,Fehler::N,טעות,mistake
473,Lüge::N,שקר,lie
474,Schaden::N,נזק,damage
475,Unglück::N,מזל רע,misfortune
476,Schuld::N,אשמה,fault
477,Alter::N,גיל,age
478,Schluss::N,סיום,conclusion
479,Zeit::N,זמן,time
480,Tag::N,יום,day
481,Morgen::N,בקר,morning
482,Mittag::N,צהרים,noon
483,Abend::N,ערב,evening
484,Nacht::N,לילה,night
485,Woche::N,שבוע,week
486,Monat::N,חדש,month
487,Jahr::N,שנה,year
488,Frühling::N,אביב,spring
489,Sommer::N,קיץ,summer
490,Herbst::N,סתו,autumn
491,Winter::N,חרף,winter
492,Januar::N,ינואר,January
493,Februar::N,פברואר,February
494,März::N,מרץ,March
495,April::N,אפריל,April
496,Mai::N,מאי,May
497,Juni::N,יוני,June
498,Juli::N,יולי,July
499,August::N,אוגוסט,August
500,September::N,ספטמבר,September
501,Oktober::N,אוקטובר,October
502,November::N,נובמבר,November
503,Dezember::N,דצמבר,December
504,Montag::N,יום שני,Monday
505,Dienstag::N,יום שלישי,Tuesday
506,Mittwoch::N,יום רביעי,Wednesday
507,Donnerstag::N,יום חמישי,Thursday
508,Freitag::N,יום ששי,Friday
509,Samstag::N,יום שבת,Saturday
510,Sonntag::N,יום ראשון,Sunday
511,groß::A,גדול,big
512,klein::A,קטן,little
513,lang::A,ארך,long
514,kurz::A,קצר,short
515,breit::A,רחב,wide
516,schmal::A,צר,narrow
517,dicht::A,צפוף,dense
518,dick[Gegenstand]::A,עבה,thick
519,dünn::A,דק,thin
520,fein::A,מעדן,delicate
521,fest::A,מוצק,firm
522,flach::A,שטוח,flat
523,glatt::A,חלק,smooth
524,hart::A,קשיח,hard
525,weich::A,רך,soft
526,rund::A,עגל,round
527,spitz::A,חד,pointed
528,scharf::A,חד,sharp
529,stumpf::A,קהה,blunt
530,schwer::A,כבד,heavy
531,schön::A,יפה,beautiful
532,heiß::A,חם,hot
533,warm::A,חם,warm
534,kalt::A,קר,cold
535,kühl::A,צונן,cool
536,frisch::A,טרי,fresh
537,feucht::A,לח,damp
538,nass::A,רטוב,wet
539,trocken::A,יבש,dry
540,voll::A,מלא,full
541,leer::A,ריק,empty
542,offen::A,פתוח,open
543,geschlossen::A,סגור,closed
544,sauber::A,נקי,clean
545,schmutzig::A,מלכלך,dirty
546,roh::A,חי,raw
547,reif::A,בשל,ripe
548,lecker::A,טעים,delicious
549,süß::A,מתוק,sweet
550,bitter::A,מר,bitter
551,sauer::A,חמוץ,sour
552,hell::A,בהיר,bright
553,dunkel::A,עמום,dark
554,schwarz::A,שחר,black
555,weiß::A,לבן,white
556,rot::A,אדם,red
557,gelb::A,צהב,yellow
558,blau::A,כחל,blue
559,grün::A,ירק,green
560,grau::A,אפר,grey
561,bunt::A,צבעוני,colourful
562,bunt::A,צבעוני,colorful
563,billig::A,זול,cheap
564,teuer::A,יקר,dear
565,wertvoll::A,יקר ערך,precious
566,blind::A,עור,blind
567,taub::A,חרש,deaf
568,kräftig::A,חסן,powerful
569,stark::A,חזק,strong
570,schwach::A,חלש,weak
571,fett::A,שמן,fat
572,schlank::A,רזה,slim
573,hübsch::A,יפה תאר,pretty
574,böse::A,רשע,evil
575,dumm::A,טפש,stupid
576,faul::A,עצלן,lazy
577,fleißig::A,חרוץ,diligent
578,geizig::A,קמצן,stingy
579,klug::A,נבון,clever
580,klug::A,פקח,clever
581,geschickt::A,מימן,skilful
582,geschickt::A,מימן,skillful
583,lieb::A,יקר,dear
584,lieb::A,אהוב,dear
585,lustig::A,עליז,merry
586,sanft::A,עדין,gentle
587,hungrig::A,רעב,hungry
588,krank::A,חולה,sick
589,nackt::A,ערום,naked
590,traurig::A,עצוב,sad
591,lebendig::A,חי,living
592,gut::A,טוב,good
593,schlecht::A,גרוע,bad
594,richtig::A,נכון,correct
595,schlimm::A,רע,nasty
596,wahr::A,אמתי,true
597,alt::A,ישן,old
598,neu::A,חדש,new
599,ehemalig::A,לשעבר,former
600,alt[Lebewesen]::A,זקן,aged
601,jung::A,צעיר,young
602,arm::A,עני,poor
603,reich::A,עשיר,rich
604,bekannt::A,ידוע,familiar
605,berühmt::A,מפרסם,famous
606,fremd::A,זר,foreign
607,verschieden::A,שונה,different
608,nah::A,קרוב,near
609,fern::A,רחוק,far
610,linker::A,שמאלי,left
611,rechter::A,ימין,right
612,anderer::A,אחר,other
613,erster::A,ראשון,first
614,zweiter::A,שני,second
615,dritter::A,שלישי,third
616,letzter::A,אחרון,last
617,allein::ADV,לבד,alone
618,auf einmal::ADV,בו-זמנית,at once
619,zusammen::ADV,ביחד,together
620,lange::ADV,הרבה זמן,long
621,plötzlich::ADV,לפתע,suddenly
622,plötzlich::ADV,פתאום,suddenly
623,sofort::ADV,מיד,instantly
624,später::ADV,לאחר זמן,later
625,später::ADV,יותר מאחר,later
626,jetzt::ADV,עכשיו,now
627,heute::ADV,היום,today
628,morgen::ADV,מחר,tomorrow
629,bald::ADV,בקרוב,soon
630,dann::ADV,אחר-כך,then
631,gestern::ADV,אתמול,yesterday
632,einst::ADV,לפנים,once
633,damals::ADV,אז,at that time
634,danach::ADV,אחר-כך,afterwards
635,vorher::ADV,לפני זה,before
636,zuerst::ADV,קדם,at first
637,einmal::ADV,פעם,once
638,manchmal::ADV,לפעמים,sometimes
639,oft::ADV,לעתים קרובות,often
640,immer::ADV,תמיד,always
641,niemals::ADV,אף פעם,never
642,hier::ADV,כאן,here
643,hierhin::ADV,פה,hither
644,hierhin::ADV,פה,to here
645,hierhin::ADV,פה,here
646,von hier::ADV,מפה,hence
647,dort::ADV,שם,there
648,dorthin::ADV,שם,thither
649,dorthin::ADV,שם,there
650,dorthin::ADV,שם,to there
651,geradeaus::ADV,ישר,ahead
652,vorwärts::ADV,קדימה,forward
653,rückwärts::ADV,לאחור,backward
654,zurück::ADV,בחזרה,back
655,zurück::ADV,אחורנית,back
656,unten::ADV,למטה,below
657,hinab::ADV,למטה,down
658,oben::ADV,מעל,above
659,oben::ADV,למעלה,above
660,hinauf::ADV,למעלה,up
661,überall::ADV,בכל מקום,everywhere
662,nicht::ADV,לא,not
663,ein wenig::ADV,קצת,a little
664,kaum::ADV,בקשי,hardly
665,sehr::ADV,מאוד,very
666,so::ADV,כך,so
667,so::ADV,ככה,so
668,noch::ADV,עוד,still
669,noch::ADV,עדין,still
670,nur::ADV,רק,only
671,schon::ADV,כבר,already
672,wieder::ADV,שוב,again
673,vergebens::ADV,לריק,in vain
674,vergebens::ADV,לשוא,in vain
675,vor::PRP,מול,in front of
676,hinter::PRP,מאחורי,behind
677,unter::PRP,מתחת,under
678,durch::PRP,דרך,through
679,neben::PRP,ליד,next to
680,neben::PRP,על-יד,next to
681,zwischen::PRP,בין,between
682,wegen::PRP,בשל,because of
683,wegen::PRP,בגלל,because of
684,dies::PRN,זה,this
685,das::PRN,זה,that
686,alles::PRN,הכל,everything
687,ich::PRN,אני,I
688,du::PRN,את,you
689,du::PRN,את,thou
690,du::PRN,אתה,you
691,du::PRN,אתה,thou
692,er::PRN,הוא,he
693,wir::PRN,אנחנו,we
694,ihr::PRN,לה,you
695,sie::PRN,הם,they
696,was::FPRN,מה,what
697,wer::FPRN,מי,who
698,wo::FADV,איפה,where
699,wohin::FADV,לאן,where ... to
700,wohin::FADV,לאן,where to
701,wohin::FADV,לאן,where
702,wie::FADV,איך,how
703,warum::FADV,למה,why
704,wieviel::FNUM,כמה,how much
705,eins::NUM,אחד,one
706,zwei::NUM,שתים,two
707,drei::NUM,שלושה,three
708,vier::NUM,ארבעה,four
709,fünf::NUM,חמשה,five
710,sechs::NUM,ששה,six
711,sieben::NUM,שבעה,seven
712,acht::NUM,שמונה,eight
713,neun::NUM,תשעה,nine
714,zehn::NUM,עשרה,ten
715,elf::NUM,אחת עשרה,eleven
716,zwölf::NUM,שתים עשרה,twelve
717,zwanzig::NUM,עשרים,twenty
718,dreißig::NUM,שלושים,thirty
719,vierzig::NUM,ארבעים,forty
720,fünfzig::NUM,חמשים,fifty
721,sechzig::NUM,ששים,sixty
722,siebzig::NUM,שבעים,seventy
723,achtzig::NUM,שמונים,eighty
724,neunzig::NUM,תשעים,ninety
725,hundert::NUM,מאה,a hundred
726,tausend::NUM,אלף,a thousand
727,und::CNJ,ו,and
728,oder::CNJ,או,or
729,stehen::V,עמד,stand
730,sitzen::V,ישב,sit
731,liegen::V,שכב,lie
732,hängen::V,היה תלוי,hang
733,werden::V,הפך ל,become
734,passieren::V,קרה,happen
735,beginnen::V,התחיל,begin
736,enden::V,הסתים,end
737,wechseln::V,השתנה,change
738,aufgehen[Sonne]::V,זרח,rise
739,untergehen[Sonne]::V,שקע,set
740,scheinen[Sonne]::V,בהק,shine
741,donnern::V,רעם,thunder
742,wehen::V,נשב,blow
743,strömen::V,זרם,stream
744,fließen::V,זרם,flow
745,sich drehen::V,הסתובב,revolve
746,schwanken::V,התנודד,sway
747,schwingen::V,התנענע,swing
748,fallen::V,נפל,fall
749,brennen::V,בער,burn
750,rauchen::V,עשן,smoke
751,regnen::V,ירד גשם,rain
752,gefrieren::V,קפא,freeze
753,tauen::V,נמס,thaw
754,schmelzen::V,התיך,melt
755,trocknen::V,התיבש,dry
756,sieden::V,רתח,boil
757,faulen::V,רקב,rot
758,verfaulen::V,רקב,decay
759,reißen::V,נקרע,snap
760,versinken::V,טבע,sink
761,vergehen::V,עבר,pass
762,erscheinen::V,נגלה,appear
763,erscheinen::V,הופיע,appear
764,verschwinden::V,נעלם,disappear
765,sinken::V,ירד,drop
766,abnehmen::V,הפחית,decrease
767,zunehmen::V,רבה,increase
768,steigen::V,עלה,rise
769,wachsen::V,גדל,grow
770,glänzen::V,נצץ,shine
771,glänzen::V,בהק,shine
772,funkeln::V,נצנץ,sparkle
773,lärmen::V,רעש,be noisy
774,läuten::V,צלצל,chime
775,klingeln::V,צלצל,ring
776,klirren::V,קרקש,tinkle
777,brausen::V,געש,roar
778,rauschen::V,רשרש,rustle
779,klingen::V,נשמע,sound
780,bellen::V,נבח,bark
781,heulen::V,ילל,howl
782,blasen::V,נשף,blow
783,pfeifen::V,שרק,whistle
784,schreien::V,צעק,shout
785,stöhnen::V,נאנק,groan
786,zittern::V,רעד,tremble
787,leben::V,חי,be alive
788,geboren werden::V,נולד,be born
789,atmen::V,נשם,breathe
790,trinken::V,שתה,drink
791,essen::V,אכל,eat
792,schlucken::V,בלע,swallow
793,müde werden::V,התעיף,get tired
794,einschlafen::V,נרדם,fall asleep
795,schlafen::V,ישן,sleep
796,aufwachen::V,התעורר,wake up
797,aufstehen::V,קם,get up
798,sich erholen::V,נפש,relax
799,krank werden::V,חלה,fall ill
800,krank sein::V,היה חולה,be ill
801,schmerzen::V,כאב,ache
802,husten::V,השתעל,cough
803,genesen::V,הבריא,recover
804,sterben::V,מת,die
805,umkommen::V,נספה,perish
806,sich bewegen::V,נע,move
807,sich rühren::V,זז,budge
808,sich erheben::V,קם,stand up
809,sich setzen::V,התישב,sit down
810,hinfallen::V,נפל,tumble
811,laufen::V,הלך ברגל,walk
812,schreiten::V,פסע,pace
813,spazierengehen::V,טיל,go for a walk
814,eilen::V,אץ,rush
815,eilen::V,מהר,rush
816,sich beeilen::V,מהר,hurry
817,sausen::V,אץ,dash
818,rennen::V,רץ,run
819,springen::V,קפץ,jump
820,klettern::V,טפס,climb
821,schaukeln::V,התנדנד,seesaw
822,kriechen::V,זחל,creep
823,schwimmen::V,שחה,swim
824,tauchen::V,צלל,dive
825,rudern::V,חתר,row
826,fahren::V,נסע,drive
827,fliegen::V,עף,fly
828,gehen::V,הלך,go
829,weggehen::V,עזב,go away
830,abfahren::V,יצא,depart
831,anhalten::V,עצר,stop
832,hineingehen::V,נכנס,go in
833,eintreten::V,נכנס,enter
834,kommen::V,בא,come
835,ankommen::V,הגיע,arrive
836,zurückkommen::V,שב,come back
837,zurückkommen::V,חזר,come back
838,bleiben::V,נשאר,stay
839,warten::V,חכה,wait
840,warten::V,המתין,wait
841,erwarten::V,צפה,wait for
842,suchen::V,חפש,seek
843,suchen::V,חפש,look for
844,finden::V,מצא,find
845,versuchen::V,נסה,try
846,vorbereiten::V,הכין,prepare
847,lieben::V,אהב,love
848,mögen::V,אהב,like
849,lachen::V,צחק,laugh
850,rühren::V,נגע ללב,move
851,weinen::V,בכה,weep
852,schimpfen::V,גער,grumble
853,sich ärgern::V,זעם,be annoyed
854,sich ärgern::V,כעס,be annoyed
855,sich fürchten::V,פחד,be afraid
856,sich fürchten::V,חשש,be afraid
857,fürchten::V,פחד מ,be afraid of
858,fürchten::V,חשש מ,be afraid of
