,Concept_ID,sq,mhr
132,Küste::N,anëdet,вӱдтӱ́р
133,Küste::N,bregdet,вӱдтӱ́р
134,Festland::N,kontinent,мла́нде
135,Meer::N,det,те́ҥыз
136,Bucht::N,gji deti,икса́
137,Insel::N,ishull,отро́
138,Insel::N,ujdhesë,отро́
139,Blume::N,lule,пеле́дыш
140,Gras::N,bar,шу́до
141,Wurzel::N,rrënjë,вож
142,Baum::N,pemë,пуше́ҥге
143,Stamm::N,trung,йы́тыр
144,Rinde::N,lëvore,шӱм
145,Ast::N,degë,укш
146,Zweig::N,bisk,торма́к
147,Blatt::N,fletë,лышта́ш
148,Blatt::N,gjethe,лышта́ш
149,Birke::N,mështekën,куэ́
150,Kiefer[Baum]::N,pishë,пӱ́нчӧ
151,Weide[Baum]::N,shelg,уа́
152,Tanne::N,bredh,кож
153,Horn::N,bri,шур
154,Feder::N,pupël,пы́стыл
155,Fell::N,lëkurë,кова́ште
156,Flügel::N,krah,шу́лдыр
157,Flügel::N,fletë,шу́лдыр
158,Klaue::N,kthetër,кӱч
159,Kralle::N,thua,ла́па
160,Kralle::N,thua,копа́
161,Kralle::N,kthetër,ла́па
162,Kralle::N,kthetër,копа́
163,Schwanz::N,bisht,поч
164,Ei::N,vezë,му́но
165,Nest::N,fole,пыжа́ш
166,Bau::N,strofkë,пыжа́ш
167,Tier::N,kafshë,я́нлык
168,Tier::N,kafshë,живо́тный
169,Herde::N,kope,кӱ́тӱ
170,Herde::N,kope,тӱшка́
171,Herde::N,grigjë,кӱ́тӱ
172,Herde::N,grigjë,тӱшка́
173,Kuh::N,lopë,ушка́л
174,Bulle::N,dem,ӱ́шкыж
175,Pferd::N,kalë,и́мне
176,Schaf::N,dele,шо́рык
177,Schwein::N,derr,сӧсна́
178,Hund::N,qen,пий
179,Katze::N,mace,пы́рыс
180,Bär::N,ari,маска́
181,Eichhörnchen::N,ketër,ур
182,Elch::N,dre brilopatë,шо́рдо
183,Fuchs::N,dhelpër,ры́выж
184,Hase::N,lepur,мера́ҥ
185,Maus::N,mi,коля́
186,Wolf::N,ujk,пи́ре
187,Vogel::N,zog,ка́йык
188,Vogel::N,shpend,ка́йык
189,Schwarm::N,luzmë,каша́к
190,Huhn::N,pulë,чы́ве
191,Hahn::N,gjel,агыта́н
192,Hahn::N,këndes,агыта́н
193,Gans::N,patë,ко́мбо
194,Adler::N,shqiponjë,карагу́ш
195,Ente::N,rosë,лу́до
196,Eule::N,buf,тумна́
197,Kranich::N,lejlek,турня́
198,Kranich::N,kurrillë,турня́
199,Krähe::N,sorrë,кора́к
200,Kuckuck::N,qyqe,куку́
201,Schwan::N,mjellmë,йӱ́ксӧ
202,Fisch::N,peshk,кол
203,Barsch::N,purtekë,ола́ҥге
204,Hecht::N,mlysh,нуж
205,Hecht::N,mlysh,чорта́н
206,Schlange[Tier]::N,gjarpër,ки́шке
207,Wurm::N,krimb,шукш
208,Spinne::N,marimangë,эҥыре́мыш
209,Ameise::N,thnegël,ку́тко
210,Ameise::N,milingonë,ку́тко
211,Laus::N,morr,тий
212,Mücke::N,kunup,шыҥа́
213,Mücke::N,mushkonjë,шыҥа́
214,Fliege::N,mizë,ка́рме
215,Schmetterling::N,flutur,лы́ве
216,Beere::N,frutë,мӧр
217,Beere::N,manaferrë,мӧр
218,Apfel::N,mollë,олма́
219,Pilz::N,kërpudhë,по́ҥго
220,Zwiebel::N,qepë,шога́н
221,Saat::N,farë,нӧ́шмӧ
222,Saat::N,farë,туш
223,Korn::N,grurë,шу́рно
224,Korn::N,kokërr,шу́рно
225,Heu::N,sanë,шу́до
226,Schale::N,lëkurë,шӱм
227,Grube::N,gropë,выне́м
228,Falle::N,kurth,лӧ́дӧ
229,Falle::N,grackë,лӧ́дӧ
230,Schlinge::N,nyjë,о́птыш
231,Schlinge::N,nyjë,шӧрга́лтыш
232,Spur::N,gjurmë,кыша́
233,Asche::N,hi,ло́мыж
234,Dreck::N,baltë,лавыра́
235,Eisen::N,hekur,кӱ́ртньӧ
236,Gold::N,ar,шӧ́ртньӧ
237,Gold::N,flori,шӧ́ртньӧ
238,Silber::N,argjend,ший
239,Kohle::N,qymyr,мландышӱ́й
240,Glas::N,qelq,янда́
241,Lehm::N,argjilë,шун
242,Sand::N,rërë,ошма́
243,Mensch::N,njeri,еҥ
244,Mensch::N,njeri,айде́ме
245,Mann::N,burrë,пӧръе́ҥ
246,Mann::N,mashkull,пӧръе́ҥ
247,Frau::N,grua,ӱдырама́ш
248,Frau::N,femër,ӱдырама́ш
249,Kind::N,kalama,аза́
250,Junge::N,djalë,рве́зе
251,Mädchen::N,gocë,ӱдыра́ш
252,Mädchen::N,vajzë,ӱдыра́ш
253,Familie::N,familje,еш
254,Großvater::N,gjysh,коча́
255,Großmutter::N,gjyshe,кова́
256,Eltern::N,prindër,ача́-ава́
257,Vater::N,atë,ача́
258,Mutter::N,nënë,ава́
259,Sohn::N,bir,э́рге
260,Tochter::N,bijë,ӱ́дыр
261,Bruder::N,vëlla,иза́
262,Bruder::N,vëlla,шо́льо
263,Schwester::N,motër,ака́
264,Onkel::N,dajë,иза́
265,Onkel::N,xhaxha,иза́
266,Tante::N,teze,кока́
267,Tante::N,hallë,кока́
268,Ehemann::N,burrë,мари́й
269,Ehemann::N,bashkëshort,мари́й
270,Ehefrau::N,grua,ва́те
271,Ehefrau::N,bashkëshorte,ва́те
272,Freude::N,gaz,куа́н
273,Freude::N,gaz,куаныма́ш
274,Freude::N,gëzim,куа́н
275,Freude::N,gëzim,куаныма́ш
276,Gelächter::N,qeshje,во́штылтыш
277,Glück::N,lumturi,пиа́л
278,Kummer::N,brengë,о́йго
279,Kummer::N,pikëllim,о́йго
280,Wunsch::N,dëshirë,ку́мыл
281,Lust::N,epsh,ку́мыл
282,Lust::N,dashuri,ку́мыл
283,Geist::N,frymë,ӧрт
284,Geist::N,frymë,чон
285,Geist::N,shpirt,ӧрт
286,Geist::N,shpirt,чон
287,Gedanke::N,ide,ой
288,Gedanke::N,ide,шоныма́ш
289,Gedanke::N,mendim,ой
290,Gedanke::N,mendim,шоныма́ш
291,Gedächtnis::N,kujtesë,шарныма́ш
292,Verstand::N,mend,уш
293,Sinn::N,kuptim,смысл
294,Grund::N,arsye,ама́л
295,Wahrheit::N,vërtetë,чын
296,Gespräch::N,bisedim,мутланыма́ш
297,Märchen::N,përrallë,йома́к
298,Erzählung::N,tregim,ойлыма́ш
299,Nachricht::N,lajm,увертарыма́ш
300,Neuigkeit::N,risi,уве́р
301,Name::N,emër,лӱм
302,Rätsel::N,gjëzë,ту́што
303,Rätsel::N,gjëegjëzë,ту́што
304,Rede::N,fjalim,ойлыма́ш
305,Sprache::N,gjuhë,йы́лме
306,Stimme::N,zë,йӱк
307,Wort::N,fjalë,ой
308,Wort::N,fjalë,мут
309,Zeichen::N,shenjë,ти́ште
310,Zeichen::N,shenjë,знак
311,Ruf::N,thirrmë,ӱжма́ш
312,Lärm::N,zhurmë,лӱшкыма́ш
313,Lärm::N,zhurmë,йӱк-йӱа́н
314,Laut::N,tingull,йӱк
315,Ton::N,ton,йӱксе́м
316,Lied::N,këngë,му́ро
317,Ruhe::N,qetësi,ты́мык
318,Leute::N,botë,еҥ-влак
319,Leute::N,njerëz,еҥ-влак
320,Volk::N,popull,ка́лык
321,Arbeit::N,punë,паша́
322,Gast::N,mik,уна́
323,Gast::N,mysafir,уна́
324,Geschenk::N,dhuratë,пӧле́к
325,Geschenk::N,peshqesh,пӧле́к
326,Spiel::N,lojë,мо́дыш
327,Spiel::N,lojë,модма́ш
328,Gesellschaft::N,shoqëri,тӱшка́
329,Hilfe::N,ndihmë,по́лыш
330,Freund::N,mik,таҥ
331,Freund::N,mik,йолта́ш
332,Kamerad::N,shok,таҥ
333,Angelegenheit::N,punë,паша́
334,Anzahl::N,sasi,чот
335,Art::N,lloj,вид
336,Stück::N,copë,ка́тыш
337,Stück::N,copë,ла́стык
338,Teil::N,pjesë,ужа́ш
339,Hälfte::N,gjysmë,пел
340,Hälfte::N,gjysmë,пе́ле
341,Kreis::N,qark,ты́ртыш
342,Kreis::N,rreth,ты́ртыш
343,Kreuz::N,kryq,ыре́с
344,Linie::N,vijë,ли́ний
345,Strich::N,vizë,коре́ш
346,Abstand::N,distancë,кокла́
347,Entfernung::N,largim,тора́
348,Entfernung::N,largim,ку́жыт
349,Gegend::N,vise,кунде́м
350,Gegend::N,krahinë,кунде́м
351,Platz::N,shesh,ку́мдык
352,Ort::N,vend,вер
353,Ort::N,vend,о́лмо
354,Seite::N,anë,ӧ́рдыж
355,Mitte::N,mes,покше́л
356,Gegenstand::N,send,наста́
357,Sache::N,gjë,наста́
358,Sache::N,send,наста́
359,Rand::N,qoshe,тӱр
360,Kante::N,teh,тӱр
361,Ecke::N,qoshe,лук
362,Spitze::N,majë,вуй
363,Ende::N,skaj,муча́ш
364,Ende::N,bisht,муча́ш
365,Loch::N,vrimë,рож
366,Winkel::N,kënd,лук
367,Muster::N,mostër,пеза́к
368,Muster::N,mostër,узо́р
369,Muster::N,mostër,ӱ́лгӧ
370,Größe::N,madhësi,кӱ́кшыт
371,Länge::N,gjatësi,ку́тыш
372,Höhe::N,lartësi,кӱ́кшыт
373,Gewicht::N,peshë,не́лыт
374,Menge::N,sasi,чот
375,Haufen::N,grumbull,кы́шыл
376,Reihe::N,radhë,рада́м
377,Reihe::N,rresht,рада́м
378,Boot::N,barkë,пуш
379,Boot::N,lundër,пуш
380,Ruder::N,rrem,эшка́к
381,Schlitten::N,sajë,тер
382,Schlitten::N,sajë,изде́р
383,Ski::N,ski,е́че
384,Lagerfeuer::N,flakadan,туло́то
385,Lagerfeuer::N,zjarr i madh,туло́то
386,Last::N,barrë,нӧ́лтыш
387,Gang::N,ecje,ошкылма́ш
388,Schritt::N,hap,о́шкыл
389,Norden::N,veri,йӱдйыма́л
390,Süden::N,jug,кечывалве́л
391,Westen::N,perëndim,касве́л
392,Osten::N,lindje,эрве́л
393,Holz::N,dru,пу
394,Brett::N,dërrasë,оҥа́
395,Platte::N,pllakë,аста́р
396,Stütze::N,shtyllë,чара́к
397,Stütze::N,mbështetesë,чара́к
398,Stange::N,shufër,лома́ш
399,Stock::N,dajak,тоя́
400,Stab::N,shkop,вара́
401,Stab::N,shkop,кашта́
402,Rohr::N,tub,пуч
403,Haus::N,shtëpi,пӧрт
404,Heim::N,konak,мӧ́ҥгӧ
405,Heim::N,shtëpi,мӧ́ҥгӧ
406,Ofen::N,sobë,комака́
407,Ofen::N,stufë,комака́
408,Fußboden::N,dysheme,кӱва́р
409,Tisch::N,tryezë,ӱсте́л
410,Stuhl::N,karrige,пӱке́н
411,Wiege::N,djep,шепка́
412,Bett::N,shtrat,ва́кшыш
413,Regal::N,raft,шӧ́рлык
414,Kiste::N,kuti,шо́ндык
415,Kiste::N,kuti,я́шлык
416,Fenster::N,dritare,окна́
417,Tür::N,derë,омса́
418,Tor::N,portë,капка́
419,Zaun::N,gardh,сава́р
420,Dach::N,çati,леве́дыш
421,Leiter::N,shkallë,тошка́лтыш
422,Besen::N,fshesë,ӱштерво́штыр
423,Spaten::N,lopatë,ко́льмо
424,Schaufel::N,qyrek,сово́к
425,Schaufel::N,qyrek,су́ско
426,Gabel::N,pirun,ви́лке
427,Löffel::N,lugë,па́не
428,Löffel::N,lugë,совла́
429,Messer::N,thikë,кӱ́зӧ
430,Nagel::N,gozhdë,пуда́
431,Netz::N,rrjetë,вапш
432,Haken::N,grep,са́гыле
433,Haken::N,grremç,са́гыле
434,Griff::N,dorak,кыл
435,Griff::N,dorezë,кыл
436,Schloss::N,bravë,кӧгӧ́н
437,Bild::N,tablo,сӱре́т
438,Bild::N,pikturë,сӱре́т
439,Figur::N,figurë,фигу́р
440,Puppe::N,kukull,курча́к
441,Beutel::N,qese,меша́к
442,Beutel::N,trastë,меша́к
443,Bündel::N,deng,арша́ш
444,Tasche::N,çantë,сумка́
445,Eimer::N,kovë,ведра́
446,Deckel::N,kapak,ко́мдыш
447,Deckel::N,mbulesë,ко́мдыш
448,Geschirr::N,enë,а́те
449,Sack::N,thes,куль
450,Sack::N,thes,меша́к
451,Sack::N,torbë,куль
452,Sack::N,torbë,меша́к
453,Tasse::N,filxhan,чу́кыр
454,Tasse::N,filxhan,чашка́
455,Topf::N,kusi,ми́ске
456,Topf::N,tenxhere,ми́ске
457,Kessel::N,kazan,под
458,Essen::N,ngrënie,ко́чкыш
459,Nahrung::N,ushqim,ку́рго
460,Speise::N,gatesë,ко́чкыш
461,Fleisch::N,mish,шыл
462,Getreide::N,drithë,шу́рно
463,Brei::N,qull,пу́чымыш
464,Brot::N,bukë,ки́нде
465,Scheibe::N,fetë,ка́тыш
466,Fett::N,lyrë,коя́
467,Fett::N,yndyrë,коя́
468,Butter::N,gjalpë,ӱй
469,Öl::N,vaj,ӱй
470,Salz::N,kripë,шинча́л
471,Suppe::N,supë,шӱр
472,Suppe::N,çorbë,шӱр
473,Honig::N,mjaltë,мӱй
474,Milch::N,qumësht,шӧр
475,Tee::N,çaj,чай
476,Leder::N,lëkurë,сура́н
477,Leder::N,lëkurë,шӱ́штӧ
478,Wolle::N,lesh,пун
479,Stoff::N,pëlhurë,куэ́м
480,Stoff::N,pëlhurë,посто́
481,Nadel::N,gjilpërë,и́ме
482,Faden::N,pe,шӱ́ртӧ
483,Faden::N,fije,шӱ́ртӧ
484,Knopf::N,kopsë,по́лдыш
485,Knoten::N,komb,пышке́м
486,Farbe::N,bojë,чия́
487,Kleidung::N,veshje,чие́м
488,Kleidung::N,veshje,вурге́м
489,Hemd::N,këmishë,ту́выр
490,Kragen::N,jakë,сога́
491,Ärmel::N,mëngë,шокш
492,Hose::N,brekë,йола́ш
493,Gürtel::N,rrip,ӱ́штӧ
494,Mütze::N,kësulë,упш
495,Schuh::N,këpucë,боти́нке
496,Stiefel::N,çizme,кем
497,Ring::N,unazë,шерга́ш
498,Band::N,shirit,тасма́
499,Band::N,shirit,ле́нте
500,Kamm::N,krehër,шерге́
501,Spiegel::N,pasqyrë,вошто́нчыш
502,Riemen::N,rrip,кӱзанӱ́штӧ
503,Schnur::N,litar,кере́м
504,Schnur::N,litar,кандыра́
505,Schnur::N,cikomë,кере́м
506,Schnur::N,cikomë,кандыра́
507,Leine::N,rrip,вӱра́ҥ
508,Decke::N,batanije,леве́дыш
509,Decke::N,batanije,одея́л
510,Kissen::N,jastëk,кӱ́пчык
511,Tuch::N,shami,шо́выч
512,Handtuch::N,peshqir,со́лык
513,Kraft::N,forcë,вий
514,Kraft::N,forcë,куа́т
515,Stärke::N,koll,куа́т
516,Stärke::N,koll,карма́н
517,Gesundheit::N,shëndet,таза́лык
518,Krankheit::N,sëmundje,чер
519,Schmerz::N,dhimbje,ко́рштыш
520,Wunde::N,plagë,су́сыр
521,Fieber::N,ethe,йӱштыму́ж
522,Fieber::N,ethe,лихора́дке
523,Arznei::N,ilaç,эм
524,Brücke::N,urë,кӱва́р
525,Brunnen::N,pus,вӱдвыне́м
526,Weide::N,kullotë,нурше́р
527,Pfad::N,ravë,йолго́рно
528,Pfad::N,ravë,сокма́к
529,Pfad::N,shteg,йолго́рно
530,Pfad::N,shteg,сокма́к
531,Weg::N,udhë,ко́рно
532,Weg::N,shteg,ко́рно
533,Straße::N,rrugë,ко́рно
534,Dorf::N,fshat,ял
535,Dorf::N,katund,ял
536,Stadt::N,qytet,ола́
537,Brief::N,letër,се́рыш
538,Buch::N,libër,книга́
539,Buchstabe::N,shkronjë,буква́
540,Zeitung::N,gazetë,газе́т
541,Leben::N,jetë,и́лыш
542,Tod::N,mortje,колыма́ш
543,Grab::N,varr,шӱга́р
544,Kirche::N,kishë,че́рке
545,Sünde::N,mëkat,су́лык
546,Sünde::N,gjynah,су́лык
547,Gott::N,hy,ю́мо
548,Gott::N,zot,ю́мо
549,Arbeiter::N,punëtor,паша́зе
550,Chef::N,shef,тӧра́
551,Chef::N,drejtues,тӧра́
552,Meister::N,mjeshtër,маста́р
553,Arzt::N,mjek,врач
554,Arzt::N,doktor,врач
555,Lehrer::N,mësues,ту́ныктышо
556,Lehrer::N,arsimtar,ту́ныктышо
557,Geld::N,para,окса́
558,Geld::N,holla,окса́
559,Geschäft::N,ujdi,сатулыма́ш
560,Geschäft::N,biznes,сатулыма́ш
561,Laden::N,dyqan,ке́выт
562,Preis::N,çmim,ак
563,Ware::N,mall,сату́
564,Nutzen::N,dobi,пайда́
565,Nutzen::N,leverdi,пайда́
566,Reichtum::N,kamje,поя́нлык
567,Reichtum::N,pasuri,поя́нлык
568,Welt::N,botë,тӱня́
569,Land::N,vend,эл
570,Staat::N,shtet,кугыжа́ныш
571,König::N,mbret,кугыжа́
572,Macht::N,fuqi,власть
573,Macht::N,pushtet,власть
574,Grenze::N,kufi,грани́ца
575,Krieg::N,luftë,сар
576,Feind::N,armik,тушма́н
577,Gewalt::N,dhunë,виешлыма́ш
578,Kampf::N,luftim,кредалма́ш
579,Bogen[Waffe]::N,hark,юҥе́ж
580,Pfeil::N,shigjetë,пикш
581,Gewehr::N,pushkë,пыча́л
582,Fehler::N,gafë,йо́ҥылыш
583,Fehler::N,gabim,йо́ҥылыш
584,Lüge::N,gënjeshtër,шоя́к
585,Schaden::N,dëm,зия́н
586,Schaden::N,zarar,зия́н
587,Unglück::N,fatkeqësi,эҥге́к
588,Schuld::N,faj,тита́к
589,Schuld::N,faj,йола́
590,Alter::N,moshë,ийго́т
591,Schluss::N,fund,муча́ш
592,Zeit::N,kohë,жап
593,Zeit::N,kohë,па́гыт
594,Tag::N,ditë,ке́че
595,Morgen::N,mëngjes,эр
596,Mittag::N,mesditë,кечыва́л
597,Abend::N,mbrëmje,кас
598,Nacht::N,natë,йӱд
599,Woche::N,javë,арня́
600,Monat::N,muaj,ты́лзе
601,Jahr::N,vit,ий
602,Frühling::N,pranverë,шо́шо
603,Sommer::N,verë,кеҥе́ж
604,Herbst::N,vjeshtë,шы́же
605,Winter::N,dimër,те́ле
606,Januar::N,janar,шоркыйол
607,Januar::N,janar,идалыкву́й
608,Januar::N,janar,янва́рь
609,Februar::N,shkurt,пургыж
610,Februar::N,shkurt,февра́ль
611,März::N,mars,ӱярня
612,März::N,mars,март
613,April::N,prill,апре́ль
614,Mai::N,maj,ага
615,Mai::N,maj,май
616,Juni::N,qershor,пеледыш
617,Juni::N,qershor,ию́нь
618,Juli::N,korrik,сӱрем
619,Juli::N,korrik,ию́ль
620,August::N,gusht,сорла
621,August::N,gusht,агарма́н
622,August::N,gusht,а́вгуст
623,September::N,shtator,идым
624,September::N,shtator,сентя́брь
625,Oktober::N,tetor,шыжа
626,Oktober::N,tetor,октя́брь
627,November::N,nëntor,кылме тылзе
628,November::N,nëntor,ноя́брь
629,Dezember::N,dhjetor,дека́брь
630,Montag::N,hënë,шо́чмо
631,Dienstag::N,martë,ку́шкыжмо
632,Mittwoch::N,mërkurë,вӱрге́че
633,Donnerstag::N,enjte,изарня́
634,Freitag::N,premte,кугарня́
635,Samstag::N,shtunë,шуматке́че
636,Sonntag::N,diel,рушарня́
637,groß::A,madh,кугу́
638,klein::A,vogël,изи́
639,lang::A,gjatë,кужу́
640,kurz::A,shkurtër,кӱ́чык
641,breit::A,gjerë,кумда́
642,schmal::A,ngushtë,а́ҥысыр
643,dicht::A,dendur,ну́гыдо
644,dick[Gegenstand]::A,trashë,кӱ́жгӧ
645,dünn::A,hollë,ви́чкыж
646,fein::A,imët,ты́гыде
647,fest::A,fortë,чо́ткыдо
648,flach::A,sheshtë,лапка́
649,glatt::A,rrafshët,яклака́
650,hart::A,fortë,пе́ҥгыде
651,weich::A,butë,пу́шкыдо
652,rund::A,rrumbullakët,йырге́шке
653,spitz::A,majëmprehtë,коша́р
654,scharf::A,mprehtë,пӱ́сӧ
655,stumpf::A,topitur,токма́к
656,schwer::A,rëndë,не́ле
657,schön::A,bukur,сы́лне
658,heiß::A,nxehtë,шо́кшо
659,warm::A,ngrohtë,ле́ве
660,kalt::A,ftohtë,йӱ́штӧ
661,kühl::A,freskët,юа́лге
662,kühl::A,freskët,южгата́
663,frisch::A,pastër,свежа́
664,feucht::A,lagësht,вӱ́дыжгӧ
665,nass::A,lagur,нӧ́рӧ
666,trocken::A,thatë,ку́кшо
667,voll::A,plotë,тич
668,leer::A,bosh,яра́
669,leer::A,zbrazët,яра́
670,offen::A,hapur,виш
671,geschlossen::A,mbyllur,пе́тырыме
672,geschlossen::A,mbyllur,тӱ́чмӧ
673,sauber::A,dëlirë,ару́
674,sauber::A,dëlirë,янда́р
675,schmutzig::A,ndyrë,лавыра́н
676,schmutzig::A,ndyrë,ла́выргыше
677,roh::A,gjallë,кӱ́чымӧ
678,reif::A,arrirë,лӧза́
679,lecker::A,shijshëm,ту́тло
680,süß::A,ëmbël,ше́ре
681,bitter::A,hidhur,ко́чо
682,sauer::A,thartë,шо́по
683,hell::A,me dritë,во́лгыдо
684,dunkel::A,errët,пычке́мыш
685,schwarz::A,i zi,шола́
686,weiß::A,bardhë,ош
687,rot::A,kuq,йошка́р
688,gelb::A,verdhë,сар
689,blau::A,blu,ка́нде
690,blau::A,kaltër,ка́нде
691,grün::A,blertë,ужа́р
692,grün::A,gjelbër,ужа́р
693,grau::A,hirtë,сур
694,grau::A,bojë hiri,сур
695,bunt::A,shumëngjyrëshëm,олача́
696,billig::A,lirë,шу́лдо
697,teuer::A,shtrenjtë,ше́рге
698,wertvoll::A,çmuar,шергака́н
699,wertvoll::A,vlershëm,шергака́н
700,blind::A,qorr,со́кыр
701,blind::A,verbër,со́кыр
702,taub::A,shurdhër,соҥгыра́
703,kräftig::A,fuqishëm,куа́тле
704,stark::A,fortë,вия́н
705,schwach::A,dobët,а́лдыме
706,fett::A,dhjamur,коя́
707,schlank::A,hollë,йоштката́
708,schlank::A,hollë,яжу́
709,hübsch::A,bukur,чеве́р
710,hübsch::A,hijshëm,чеве́р
711,böse::A,keq,шы́де
712,dumm::A,teveqel,аҥыра́
713,faul::A,dembel,його
714,fleißig::A,zellshëm,ты́ршыше
715,geizig::A,kurnac,чаҥга́
716,geizig::A,dorështrënguar,чаҥга́
717,klug::A,mençur,уша́н
718,geschickt::A,aftë,уста́
719,lieb::A,dashur,ала́л
720,lustig::A,gëzuar,весела́
721,sanft::A,butë,ны́жылге
722,hungrig::A,uritur,шу́жышо
723,krank::A,sëmurë,че́рле
724,nackt::A,lakuriq,чарама́т
725,nackt::A,zhveshur,чарама́т
726,traurig::A,trishtuar,ойга́н
727,lebendig::A,gjallë,и́лыше
728,gut::A,mirë,сай
729,schlecht::A,keq,уда́
730,schlecht::A,keq,шӱ́кшӧ
731,richtig::A,drejtë,чы́нле
