,Concept_ID,en,mhr
787,sitzen::V,sit,шинча́ш
788,liegen::V,lie,кия́ш
789,hängen::V,hang,кеча́ш
790,werden::V,become,лия́ш
791,passieren::V,happen,лия́ш
792,beginnen::V,begin,тӱҥгала́ш
793,enden::V,end,пыта́ш
794,wechseln::V,change,вашталта́ш
795,aufgehen[Sonne]::V,rise,лекта́ш
796,untergehen[Sonne]::V,set,шинча́ш
797,scheinen[Sonne]::V,shine,волгалта́ш
798,donnern::V,thunder,кӱдырта́ш
799,donnern::V,thunder,сургалта́ш
800,wehen::V,blow,пуа́ш
801,strömen::V,stream,шийалтара́ш
802,fließen::V,flow,йога́ш
803,sich drehen::V,revolve,пӧрда́ш
804,schwanken::V,sway,лӱҥга́ш
805,schwanken::V,sway,тайныла́ш
806,schwingen::V,swing,рӱпшалта́ш
807,fallen::V,fall,воза́ш
808,fallen::V,fall,йӧрла́ш
809,brennen::V,burn,йӱла́ш
810,rauchen::V,smoke,шикша́ш
811,regnen::V,rain,йӱра́ш
812,gefrieren::V,freeze,кылма́ш
813,gefrieren::V,freeze,ияҥа́ш
814,tauen::V,thaw,шула́ш
815,schmelzen::V,melt,лева́ш
816,trocknen::V,dry,кошка́ш
817,sieden::V,boil,шола́ш
818,faulen::V,rot,шӱя́ш
819,verfaulen::V,decay,шӱйы́н шуа́ш
820,reißen::V,snap,кӱрла́ш
821,versinken::V,sink,пуре́н кая́ш
822,vergehen::V,pass,эрте́н кая́ш
823,erscheinen::V,appear,толы́н лекта́ш
824,verschwinden::V,disappear,йома́ш
825,sinken::V,drop,пуча́ш
826,abnehmen::V,decrease,пуча́ш
827,zunehmen::V,increase,шукема́ш
828,steigen::V,rise,нӧлталта́ш
829,wachsen::V,grow,кушка́ш
830,glänzen::V,shine,йылгыжа́ш
831,funkeln::V,sparkle,чолга́ш
832,lärmen::V,be noisy,рӱшка́ш
833,läuten::V,chime,мура́ш
834,klingeln::V,ring,йыҥгырта́ш
835,klirren::V,tinkle,чылдыртата́ш
836,brausen::V,roar,лӱшка́ш
837,rauschen::V,rustle,лыжга́ш
838,klingen::V,sound,йоҥга́ш
839,bellen::V,bark,опта́ш
840,heulen::V,howl,урмыжа́ш
841,blasen::V,blow,пуала́ш
842,pfeifen::V,whistle,шӱ́шкаш
843,schreien::V,shout,кычкыра́ш
844,stöhnen::V,groan,йыҥыса́ш
845,zittern::V,tremble,чытыра́ш
846,leben::V,be alive,ила́ш
847,geboren werden::V,be born,шоча́ш
848,atmen::V,breathe,шӱла́ш
849,trinken::V,drink,йӱа́ш
850,essen::V,eat,кочка́ш
851,schlucken::V,swallow,нела́ш
852,müde werden::V,get tired,ноя́ш
853,einschlafen::V,fall asleep,мале́н колта́ш
854,schlafen::V,sleep,мала́ш
855,aufwachen::V,wake up,помыжалта́ш
856,aufstehen::V,get up,кынела́ш
857,sich erholen::V,relax,кана́ш
858,krank werden::V,fall ill,черлане́н воза́ш
859,krank sein::V,be ill,черлане́н кия́ш
860,schmerzen::V,ache,коршта́ш
861,husten::V,cough,кокыра́ш
862,genesen::V,recover,тӱрла́ш
863,genesen::V,recover,тазаҥа́ш
864,sterben::V,die,кола́ш
865,umkommen::V,perish,вуй йома́ш
866,sich bewegen::V,move,кошта́ш
867,sich rühren::V,budge,тарвана́ш
868,sich erheben::V,stand up,кынела́ш
869,sich setzen::V,sit down,шинча́ш
870,hinfallen::V,tumble,йӧрла́ш
871,laufen::V,walk,кошта́ш
872,schreiten::V,pace,ошкыла́ш
873,spazierengehen::V,go for a walk,гуля́яш
874,eilen::V,rush,вашка́ш
875,sich beeilen::V,hurry,вашкешта́ш
876,sausen::V,dash,юлтка́ш
877,rennen::V,run,куржтала́ш
878,springen::V,jump,тӧршта́ш
879,klettern::V,climb,кӱза́ш
880,schaukeln::V,seesaw,лӱҥгалта́ш
881,kriechen::V,creep,нушка́ш
882,schwimmen::V,swim,ия́ш
883,tauchen::V,dive,шуҥгалта́ш
884,rudern::V,row,удыра́ш
885,fahren::V,drive,кудала́ш
886,fliegen::V,fly,чоҥешта́ш
887,gehen::V,go,кая́ш
888,weggehen::V,go away,кораҥа́ш
889,abfahren::V,depart,лекта́ш
890,anhalten::V,stop,чарна́ш
891,hineingehen::V,go in,пура́ш
892,eintreten::V,enter,пура́ш
893,kommen::V,come,тола́ш
894,ankommen::V,arrive,шуа́ш
895,zurückkommen::V,come back,пӧртыла́ш
896,bleiben::V,stay,кода́ш
897,warten::V,wait,вуча́ш
898,erwarten::V,wait for,вуча́ш
899,suchen::V,seek,кычала́ш
900,suchen::V,look for,кычала́ш
901,finden::V,find,муа́ш
902,versuchen::V,try,толаша́ш
903,vorbereiten::V,prepare,ямдыла́ш
904,lieben::V,love,йӧрата́ш
905,mögen::V,like,йӧрата́ш
906,lachen::V,laugh,воштыла́ш
907,rühren::V,move,ку́мыл тарвата́ш
908,weinen::V,weep,шорта́ш
909,schimpfen::V,grumble,каргаша́ш
910,sich ärgern::V,be annoyed,сыра́ш
911,sich fürchten::V,be afraid,лӱда́ш
912,fürchten::V,be afraid of,лӱда́ш
913,fliehen::V,flee,куржа́ш
914,flüchten::V,escape,куржа́ш
915,sehen::V,see,ужа́ш
916,anschauen::V,look at,онча́ш
917,ansehen::V,watch,эскера́ш
918,hören::V,hear,кола́ш
919,zuhören::V,listen,колышта́ш
920,probieren::V,taste,тамла́ш
921,riechen::V,smell,ӱпшынча́ш
922,fühlen::V,feel,шижа́ш
923,scheinen::V,seem,чуча́ш
924,zu sehen sein::V,show,коя́ш
925,vernehmen::V,hear,кола́ш
926,frieren::V,be cold,кылма́ш
927,tun::V,do,ышта́ш
928,können::V,can,мошта́ш
929,wollen::V,want,тӱна́ш
930,anfangen::V,start,тӱҥала́ш
931,beenden::V,finish,пытара́ш
932,aufhören::V,stop,чарна́ш
933,gelingen::V,succeed,сай лекта́ш
934,geraten::V,turn out,лекта́ш
935,öffnen::V,open,поча́ш
936,schließen::V,close,петыра́ш
937,stellen::V,put,шында́ш
938,setzen::V,place,шында́ш
939,legen::V,lay,опта́ш
940,legen::V,lay,пышта́ш
941,berühren::V,touch,тӱка́ш
942,verbinden::V,connect,пида́ш
943,bedecken::V,cover,леведа́ш
944,aufhängen::V,hang up,сака́ш
945,anzünden::V,light,чӱкта́ш
946,aufheben::V,pick up,нӧлтала́ш
947,zurücklassen::V,leave,кода́ш
948,verlieren::V,lose,йомдара́ш
949,fallen lassen::V,drop,воза́ш
950,machen::V,make,ышта́ш
951,herstellen::V,produce,ямдыла́ш
952,bauen::V,build,чоҥа́ш
953,reparieren::V,mend,ачала́ш
954,verbessern::V,improve,саемда́ш
955,ändern::V,alter,весемда́ш
956,graben::V,dig,кӱнча́ш
957,beugen::V,bow,пӱгырта́ш
958,biegen::V,bend,лывырта́ш
959,drehen::V,spin,пӱтыра́ш
960,wenden::V,turn,ирала́ш
961,umdrehen::V,turn around,савырала́ш
962,heben::V,raise,нӧлта́ш
963,hochheben::V,lift,нӧлта́ш
964,ergreifen::V,seize,руалта́ш
965,halten::V,hold,куча́ш
966,drücken::V,press,иша́ш
967,drücken::V,press,темда́ш
968,schieben::V,push,шӱкала́ш
969,kratzen::V,scrape,удыра́ш
970,lecken::V,lick,нула́ш
971,beißen::V,bite,пура́ш
972,abreißen::V,tear off,кӱрла́ш
973,abschneiden::V,cut off,пӱчка́ш
974,binden::V,tie,кылда́ш
975,stecken::V,stick,шуралта́ш
976,brechen::V,break,тодышта́ш
977,klopfen::V,knock,кыра́ш
978,hauen::V,hit,тӱя́ш
979,kleben::V,glue,клеитла́ш
980,reiben::V,rub,йыга́ш
981,reiben::V,rub,туржала́ш
982,streichen::V,spread,шӱра́ш
983,schleifen::V,grind,шума́ш
984,schleifen::V,grind,яна́ш
985,schneiden::V,cut,пӱчка́ш
986,rütteln::V,jolt,рӱза́ш
987,schütteln::V,shake,почка́ш
988,schwenken::V,swing,рӱза́ш
989,schütten::V,pour,опта́ш
990,füllen::V,fill,тема́ш
991,einwickeln::V,wrap,вӱдыла́ш
992,tragen::V,carry,нумала́ш
993,schleppen::V,drag,шӱдыра́ш
994,ziehen::V,pull,шупша́ш
995,aufbewahren::V,keep,арала́ш
996,werfen::V,throw,шуа́ш
997,werfen::V,throw,кышка́ш
998,fangen::V,catch,куча́ш
999,packen::V,grab,руалта́ш
1000,verstecken::V,hide,тоя́ш
1001,teilen::V,divide,пӧла́ш
1002,schicken::V,send,колта́ш
1003,bringen::V,bring,конда́ш
1004,hinzufügen::V,add,ешара́ш
1005,bekommen::V,get,нала́ш
1006,erhalten::V,receive,нала́ш
1007,nehmen::V,take,нала́ш
1008,wählen::V,choose,сайла́ш
1009,auswählen::V,select,таҥгла́ш
1010,bewahren::V,preserve,сакла́ш
1011,behindern::V,hinder,чаракла́ш
1012,verderben::V,spoil,пужа́ш
1013,beschädigen::V,damage,пужа́ш
1014,zerbrechen::V,break,пудырта́ш
1015,zerreißen::V,tear,кӱрла́ш
1016,zerstören::V,destroy,шалата́ш
1017,verbrennen::V,burn,йӱлата́ш
1018,geben::V,give,пуа́ш
1019,reichen::V,hand,пуа́ш
1020,schenken::V,give,пӧлекла́ш
1021,versprechen::V,promise,сӧра́ш
1022,wünschen::V,wish,тылана́ш
1023,loben::V,praise,мокта́ш
1024,küssen::V,kiss,шупшала́ш
1025,wiegen::V,rock,рӱпша́ш
1026,zudecken::V,cover,леведа́ш
1027,wecken::V,wake,помыжалтара́ш
1028,zeigen::V,show,ончыкта́ш
1029,führen::V,guide,вӱда́ш
1030,lehren::V,teach,туныкта́ш
1031,unterrichten::V,instruct,туныкта́ш
1032,aufziehen::V,bring up,орышта́ш
1033,leiten::V,lead,вӱда́ш
1034,leiten::V,lead,вуйлата́ш
1035,antreiben::V,urge,поктыла́ш
1036,lassen::V,let,-та́ш
1037,einladen::V,invite,ӱжа́ш
1038,vereinigen::V,unite,иктешла́ш
1039,besuchen::V,visit,то́лын кая́ш
1040,treffen::V,meet,вашлия́ш
1041,sich versammeln::V,assemble,погына́ш
1042,sich versammeln::V,assemble,чумырга́ш
1043,spielen::V,play,мода́ш
1044,singen::V,sing,мура́ш
1045,tanzen::V,dance,кушта́ш
1046,sich trennen::V,separate,ойырла́ш
1047,verlassen::V,leave,кудалта́ш
1048,retten::V,rescue,утара́ш
1049,bewachen::V,guard,орола́ш
1050,schützen::V,protect,арала́ш
1051,verteidigen::V,defend,арала́ш
1052,sich schlagen::V,brawl,кредала́ш
1053,schießen::V,shoot,лӱя́ш
1054,siegen::V,win,сеҥа́ш
1055,ärgern::V,annoy,сырыкта́ш
1056,schlagen::V,beat,пера́ш
1057,treten::V,kick,тошка́ш
1058,stechen::V,sting,кера́ш
1059,stoßen::V,shove,шӱкала́ш
1060,stehlen::V,steal,шолышта́ш
1061,stören::V,disturb,мешая́ш
1062,belästigen::V,bother,толаштара́ш
1063,verbergen::V,conceal,шылта́ш
1064,täuschen::V,deceive,ондала́ш
1065,betrügen::V,cheat,ондала́ш
1066,töten::V,kill,пушта́ш
1067,wohnen::V,dwell,ила́ш
1068,arbeiten::V,work,пашалана́ш
1069,arbeiten::V,work,паша́м ышта́ш
1070,sammeln::V,gather,пога́ш
1071,pflücken::V,pick,кӱра́ш
1072,jagen::V,hunt,сонарла́ш
1073,fischen::V,fish,кол куча́ш
1074,fassen::V,catch,куча́ш
1075,hüten::V,herd,кӱта́ш
1076,treiben::V,drive,покта́ш
1077,anbinden::V,tie up,йолышта́ш
1078,füttern::V,feed,пукша́ш
1079,melken::V,milk,лӱшта́ш
1080,hacken::V,chop,руа́ш
1081,gießen::V,water,шава́ш
1082,reifen::V,ripen,кӱа́ш
1083,zubereiten::V,cook,ямдыла́ш
1084,kochen::V,boil,шолта́ш
1085,backen::V,bake,кӱкташ
1086,braten::V,fry,пуштыла́ш
1087,braten::V,fry,жаритла́ш
1088,umrühren::V,stir,луга́ш
1089,stricken::V,knit,пида́ш
1090,nähen::V,sew,урга́ш
1091,färben::V,dye,чиялта́ш
1092,reinigen::V,clean,эрыкта́ш
1093,waschen::V,wash,мушка́ш
1094,abwischen::V,wipe,ӱшта́ш
1095,spülen::V,rinse,шӱалта́ш
1096,fegen::V,sweep,ӱшта́ш
1097,kehren::V,sweep,ӱшта́ш
1098,baden::V,bath,йӱштыла́ш
1099,sich waschen::V,wash,мушкылта́ш
1100,ausziehen::V,take off,кудаша́ш
1101,anziehen::V,put on,чия́ш
1102,sich anziehen::V,get dressed,чия́ш
1103,kämmen::V,comb,шера́ш
1104,schmücken::V,decorate,тӱзата́ш
1105,schmücken::V,decorate,чеверта́ш
1106,sagen::V,say,ойла́ш
1107,sagen::V,say,каласа́ш
1108,sprechen::V,speak,кутыра́ш
1109,reden::V,talk,мутлана́ш
1110,sich unterhalten::V,chat,кутыра́ш
1111,fragen::V,ask,йода́ш
1112,bitten::V,request,йода́ш
1113,erzählen::V,tell,ойла́ш
1114,mitteilen::V,convey,увертара́ш
1115,nennen::V,name,лӱмда́ш
1116,rufen::V,call,ӱжа́ш
1117,prahlen::V,brag,моктана́ш
1118,übersetzen::V,translate,кусара́ш
1119,denken::V,think,шона́ш
1120,glauben::V,believe,ӱшана́ш
1121,bemerken::V,notice,шижа́ш
1122,erkennen::V,recognize,пала́ш
1123,begreifen::V,grasp,ыҥла́ш
1124,verstehen::V,understand,умыла́ш
1125,lernen::V,learn,тунема́ш
1126,wissen::V,know,шинча́ш
1127,sich erinnern an::V,remember,шарна́ш
1128,vergessen::V,forget,монда́ш
1129,messen::V,measure,виса́ш
1130,zählen::V,count,шотла́ш
1131,rechnen::V,calculate,шотла́ш
1132,lesen::V,read,луда́ш
1133,malen::V,paint,сӱретла́ш
1134,zeichnen::V,draw,сӱретла́ш
1135,schreiben::V,write,воза́ш
1136,besitzen::V,own,лия́ш
1137,kaufen::V,buy,нала́ш
1138,verkaufen::V,sell,ужала́ш
1139,bezahlen::V,pay for,тӱла́ш
1140,zahlen::V,pay,тӱла́ш
1141,beherrschen::V,rule,куча́ш
1142,ertragen::V,endure,турка́ш
