,Concept_ID,uk,de
808,laufen::V,ходити,laufen
809,schreiten::V,крокувати,schreiten
810,spazierengehen::V,гуляти,spazierengehen
811,eilen::V,спішити,eilen
812,sich beeilen::V,поспішати,sich beeilen
813,sausen::V,мчатися,sausen
814,rennen::V,бігати,rennen
815,springen::V,скакати,springen
816,springen::V,стрибати,springen
817,klettern::V,лазити,klettern
818,schaukeln::V,гойдатися,schaukeln
819,kriechen::V,повзати,kriechen
820,schwimmen::V,пливти,schwimmen
821,schwimmen::V,плавати,schwimmen
822,tauchen::V,пірнати,tauchen
823,rudern::V,гребти,rudern
824,rudern::V,веслувати,rudern
825,fahren::V,їхати,fahren
826,fliegen::V,літати,fliegen
827,gehen::V,іти,gehen
828,weggehen::V,піти,weggehen
829,abfahren::V,від’їхати,abfahren
830,abfahren::V,відправитися,abfahren
831,anhalten::V,зупинитися,anhalten
832,hineingehen::V,входити,hineingehen
833,eintreten::V,увійти,eintreten
834,kommen::V,прийти,kommen
835,ankommen::V,прибути,ankommen
836,zurückkommen::V,повернутися,zurückkommen
837,bleiben::V,залишитися,bleiben
838,warten::V,чекати,warten
839,erwarten::V,чекати,erwarten
840,suchen::V,шукати,suchen
841,finden::V,знайти,finden
842,versuchen::V,випробовувати,versuchen
843,vorbereiten::V,підготувати,vorbereiten
844,lieben::V,любити,lieben
845,mögen::V,любити,mögen
846,mögen::V,подобатися,mögen
847,lachen::V,сміятися,lachen
848,rühren::V,розчулити,rühren
849,weinen::V,плакати,weinen
850,schimpfen::V,лаятися,schimpfen
851,sich ärgern::V,сердитися,sich ärgern
852,sich fürchten::V,боятися,sich fürchten
853,fürchten::V,боятися,fürchten
854,fliehen::V,тікати,fliehen
855,flüchten::V,утекти,flüchten
856,sehen::V,бачити,sehen
857,anschauen::V,поглянути,anschauen
858,ansehen::V,дивитися на,ansehen
859,hören::V,чути,hören
860,zuhören::V,слухати,zuhören
861,probieren::V,покуштувати,probieren
862,riechen::V,нюхати,riechen
863,fühlen::V,відчувати,fühlen
864,scheinen::V,здаватися,scheinen
865,zu sehen sein::V,виднітися,zu sehen sein
866,vernehmen::V,почути,vernehmen
867,frieren::V,мерзнути,frieren
868,tun::V,робити,tun
869,können::V,могти,können
870,wollen::V,хотіти,wollen
871,anfangen::V,почати,anfangen
872,beenden::V,закінчити,beenden
873,aufhören::V,перестати,aufhören
874,gelingen::V,вдатися,gelingen
875,geraten::V,опинитися,geraten
876,öffnen::V,відкрити,öffnen
877,schließen::V,закрити,schließen
878,stellen::V,поставити,stellen
879,setzen::V,посадити,setzen
880,legen::V,класти,legen
881,berühren::V,чіпати,berühren
882,verbinden::V,зв’язати,verbinden
883,bedecken::V,покрити,bedecken
884,aufhängen::V,повісити,aufhängen
885,anzünden::V,запалити,anzünden
886,aufheben::V,підняти,aufheben
887,zurücklassen::V,залишити,zurücklassen
888,verlieren::V,загубити,verlieren
889,fallen lassen::V,упустити,fallen lassen
890,machen::V,зробити,machen
891,herstellen::V,виготовити,herstellen
892,bauen::V,будувати,bauen
893,reparieren::V,лагодити,reparieren
894,verbessern::V,поліпшити,verbessern
895,ändern::V,змінити,ändern
896,graben::V,копати,graben
897,beugen::V,зігнути,beugen
898,biegen::V,погнути,biegen
899,drehen::V,вертіти,drehen
900,wenden::V,повернути,wenden
901,umdrehen::V,перевернути,umdrehen
902,heben::V,піднімати,heben
903,hochheben::V,підняти,hochheben
904,ergreifen::V,схопити,ergreifen
905,halten::V,тримати,halten
906,drücken::V,натискати,drücken
907,schieben::V,пхати,schieben
908,schieben::V,штовхати,schieben
909,kratzen::V,шкребти,kratzen
910,lecken::V,лизати,lecken
911,beißen::V,кусати,beißen
912,abreißen::V,відірвати,abreißen
913,abschneiden::V,відрізати,abschneiden
914,binden::V,в’язати,binden
915,stecken::V,увіткнути,stecken
916,brechen::V,зламати,brechen
917,klopfen::V,стукати,klopfen
918,hauen::V,бити,hauen
919,kleben::V,клеїти,kleben
920,reiben::V,терти,reiben
921,streichen::V,намазати,streichen
922,schleifen::V,точити,schleifen
923,schneiden::V,різати,schneiden
924,rütteln::V,хитати,rütteln
925,schütteln::V,трясти,schütteln
926,schwenken::V,махати,schwenken
927,schütten::V,налити,schütten
928,füllen::V,наповнити,füllen
929,einwickeln::V,загорнути,einwickeln
930,tragen::V,нести,tragen
931,schleppen::V,тягти,schleppen
932,ziehen::V,тягнути,ziehen
933,aufbewahren::V,зберігати,aufbewahren
934,werfen::V,кидати,werfen
935,fangen::V,ловити,fangen
936,packen::V,схопити,packen
937,verstecken::V,сховати,verstecken
938,teilen::V,розділити,teilen
939,schicken::V,посилати,schicken
940,bringen::V,принести,bringen
941,hinzufügen::V,додати,hinzufügen
942,bekommen::V,дістати,bekommen
943,erhalten::V,одержати,erhalten
944,nehmen::V,взяти,nehmen
945,wählen::V,вибрати,wählen
946,auswählen::V,відібрати,auswählen
947,bewahren::V,зберегти,bewahren
948,behindern::V,перешкоджати,behindern
949,verderben::V,зіпсувати,verderben
950,beschädigen::V,зашкодити,beschädigen
951,zerbrechen::V,розбити,zerbrechen
952,zerreißen::V,розірвати,zerreißen
953,zerstören::V,зруйнувати,zerstören
954,verbrennen::V,спалити,verbrennen
955,geben::V,дати,geben
956,reichen::V,передати,reichen
957,schenken::V,дарувати,schenken
958,versprechen::V,обіцяти,versprechen
959,wünschen::V,бажати,wünschen
960,loben::V,хвалити,loben
961,küssen::V,цілувати,küssen
962,wiegen::V,качати,wiegen
963,zudecken::V,накрити,zudecken
964,wecken::V,розбудити,wecken
965,zeigen::V,показати,zeigen
966,führen::V,вести,führen
967,lehren::V,вчити,lehren
968,unterrichten::V,викладати,unterrichten
969,aufziehen::V,виховати,aufziehen
970,leiten::V,керувати,leiten
971,antreiben::V,підганяти,antreiben
972,lassen::V,змусити,lassen
973,einladen::V,запросити,einladen
974,vereinigen::V,об’єднати,vereinigen
975,besuchen::V,завітати,besuchen
976,besuchen::V,відвідати,besuchen
977,treffen::V,зустріти,treffen
978,sich versammeln::V,зібратися,sich versammeln
979,spielen::V,грати,spielen
980,singen::V,співати,singen
981,tanzen::V,танцювати,tanzen
982,sich trennen::V,розлучитися,sich trennen
983,verlassen::V,покинути,verlassen
984,retten::V,врятувати,retten
985,bewachen::V,охороняти,bewachen
986,schützen::V,уберігати,schützen
987,verteidigen::V,захистити,verteidigen
988,sich schlagen::V,битися,sich schlagen
989,sich schlagen::V,дратися,sich schlagen
990,schießen::V,стріляти,schießen
991,siegen::V,перемогти,siegen
992,ärgern::V,сердити,ärgern
993,schlagen::V,ударити,schlagen
994,treten::V,штовхати,treten
995,stechen::V,вколоти,stechen
996,stoßen::V,штовхнути,stoßen
997,stehlen::V,украсти,stehlen
998,stören::V,перешкодити,stören
999,belästigen::V,докучати,belästigen
1000,verbergen::V,сховати,verbergen
1001,täuschen::V,обдурити,täuschen
1002,betrügen::V,зшахраювати,betrügen
1003,töten::V,убити,töten
1004,wohnen::V,жити,wohnen
1005,wohnen::V,мешкати,wohnen
1006,arbeiten::V,працювати,arbeiten
1007,sammeln::V,зібрати,sammeln
1008,pflücken::V,зривати,pflücken
1009,jagen::V,полювати,jagen
1010,fischen::V,рибалити,fischen
1011,fassen::V,піймати,fassen
1012,hüten::V,пасти,hüten
1013,treiben::V,гнати,treiben
1014,anbinden::V,прив’язати,anbinden
1015,füttern::V,годувати,füttern
1016,füttern::V,харчувати,füttern
1017,melken::V,доїти,melken
1018,hacken::V,рубати,hacken
1019,gießen::V,полити,gießen
1020,reifen::V,дозріти,reifen
1021,zubereiten::V,зготовити,zubereiten
1022,zubereiten::V,приготувати,zubereiten
1023,kochen::V,варити,kochen
1024,kochen::V,готувати,kochen
1025,backen::V,пекти,backen
1026,braten::V,смажити,braten
1027,umrühren::V,переміщати,umrühren
1028,stricken::V,в’язати,stricken
1029,nähen::V,шити,nähen
1030,färben::V,пофарбувати,färben
1031,reinigen::V,очистити,reinigen
1032,waschen::V,мити,waschen
1033,abwischen::V,витерти,abwischen
1034,spülen::V,полоскати,spülen
1035,fegen::V,підмітати,fegen
1036,kehren::V,мести,kehren
1037,baden::V,купатися,baden
1038,sich waschen::V,митися,sich waschen
1039,ausziehen::V,зняти,ausziehen
1040,anziehen::V,надіти,anziehen
1041,sich anziehen::V,одягтися,sich anziehen
1042,sich anziehen::V,одягнутися,sich anziehen
1043,kämmen::V,зачесати,kämmen
1044,schmücken::V,оздобити,schmücken
1045,sagen::V,сказати,sagen
1046,sprechen::V,говорити,sprechen
1047,reden::V,розмовляти,reden
1048,sich unterhalten::V,бесідувати,sich unterhalten
1049,fragen::V,запитати,fragen
1050,bitten::V,просити,bitten
1051,erzählen::V,розповісти,erzählen
1052,mitteilen::V,повідомити,mitteilen
1053,nennen::V,назвати,nennen
1054,rufen::V,кликати,rufen
1055,prahlen::V,хвалитися,prahlen
1056,übersetzen::V,перекласти,übersetzen
1057,denken::V,думати,denken
1058,denken::V,мислити,denken
1059,glauben::V,вірити,glauben
1060,bemerken::V,помітити,bemerken
1061,erkennen::V,пізнати,erkennen
1062,begreifen::V,осягнути,begreifen
1063,verstehen::V,почути,verstehen
1064,lernen::V,навчатися,lernen
1065,wissen::V,знати,wissen
1066,sich erinnern an::V,пам’ятати,sich erinnern an
1067,vergessen::V,забути,vergessen
1068,messen::V,міряти,messen
1069,zählen::V,лічити,zählen
1070,rechnen::V,рахувати,rechnen
1071,lesen::V,читати,lesen
1072,malen::V,малювати,malen
1073,zeichnen::V,рисувати,zeichnen
1074,schreiben::V,писати,schreiben
1075,besitzen::V,мати,besitzen
1076,kaufen::V,купити,kaufen
1077,verkaufen::V,продати,verkaufen
1078,bezahlen::V,заплатити,bezahlen
1079,zahlen::V,платити,zahlen
1080,beherrschen::V,володіти,beherrschen
1081,ertragen::V,витерпіти,ertragen
