,Concept_ID,fa,tr
1474,mitteilen::V,خبر دادن,bildirmek
1475,nennen::V,نامیدن,adlandırmak
1476,rufen::V,صدا کردن,çağırmak
1477,prahlen::V,پز آمدن,övünmek
1478,übersetzen::V,ترجمه کردن,çevirmek
1479,übersetzen::V,ترجمه کردن,tercüme etmek
1480,denken::V,فکر کردن,düşünmek
1481,glauben::V,باور کردن,inanmak
1482,glauben::V,باور کردن,zannetmek
1483,glauben::V,عقیده داشتن,inanmak
1484,glauben::V,عقیده داشتن,zannetmek
1485,bemerken::V,متوجه شدن,farkına varmak
1486,erkennen::V,شناختن,tanımak
1487,erkennen::V,تشخیص دادن,tanımak
1488,begreifen::V,فهمیدن,anlamak
1489,begreifen::V,فهمیدن,kavramak
1490,begreifen::V,درک کردن,anlamak
1491,begreifen::V,درک کردن,kavramak
1492,verstehen::V,فهمیدن,duymak
1493,verstehen::V,فهمیدن,anlamak
1494,lernen::V,آموختن,öğrenmek
1495,lernen::V,یاد گرفتن,öğrenmek
1496,wissen::V,دانستن,bilmek
1497,sich erinnern an::V,به یاد آوردن,hatırlamak
1498,vergessen::V,فراموش کردن,unutmak
1499,messen::V,اندازه گرفتن,ölçmek
1500,zählen::V,شمردن,saymak
1501,rechnen::V,حساب کردن,hesap etmek
1502,lesen::V,خواندن,okumak
1503,malen::V,نقاشی کردن,resmini yapmak
1504,zeichnen::V,کشیدن,çizmek
1505,zeichnen::V,رسم کردن,çizmek
1506,schreiben::V,نوشتن,yazmak
1507,besitzen::V,داشتن,haiz olmak
1508,besitzen::V,داشتن,sahip olmak
1509,kaufen::V,خریدن,almak
1510,kaufen::V,خرید کردن,almak
1511,verkaufen::V,فروختن,satmak
1512,bezahlen::V,پرداختن,ödemek
1513,zahlen::V,پرداخت کردن,ödemek
1514,beherrschen::V,مسلط بودن,hâkim olmak
1515,ertragen::V,تحمل کردن,dayanmak
1516,ertragen::V,تحمل کردن,katlanmak
