,Concept_ID,fa,tr
264,Eltern::N,والدین,ebeveyn
265,Eltern::N,والدین,ana baba
266,Eltern::N,پدر‌و‌مادر,ebeveyn
267,Eltern::N,پدر‌و‌مادر,ana baba
268,Vater::N,پدر,ata
269,Vater::N,پدر,baba
270,Mutter::N,مادر,ana
271,Mutter::N,مادر,anne
272,Sohn::N,پسر,oğul
273,Tochter::N,دختر,kız
274,Tochter::N,دختر,kız evlât
275,Bruder::N,برادر,abi
276,Bruder::N,برادر,erkek kardeş
277,Schwester::N,خواهر,abla
278,Schwester::N,خواهر,kız kardeş
279,Onkel::N,عمو,dayı
280,Onkel::N,دایی,dayı
281,Tante::N,عمه,hala
282,Tante::N,عمه,teyze
283,Tante::N,خاله,hala
284,Tante::N,خاله,teyze
285,Ehemann::N,همسر,koca
286,Ehefrau::N,همسر,karı
287,Freude::N,شادی,neşe
288,Freude::N,شادی,sevinç
289,Gelächter::N,خنده,gülme
290,Gelächter::N,خنده,kahkaha
291,Gelächter::N,قاه‌قاه,gülme
292,Gelächter::N,قاه‌قاه,kahkaha
293,Glück::N,اقبال,mutluluk
294,Kummer::N,غم,dert
295,Kummer::N,غم,keder
296,Kummer::N,غصه,dert
297,Kummer::N,غصه,keder
298,Wunsch::N,آرزو,arzu
299,Wunsch::N,آرزو,istek
300,Lust::N,هوس,arzu
301,Lust::N,هوس,heves
302,Geist::N,روح,tin
303,Gedanke::N,فکر,fikir
304,Gedanke::N,فکر,düşünce
305,Gedächtnis::N,حافظه,bellek
306,Verstand::N,هوش,zekâ
307,Sinn::N,معنا,anlam
308,Sinn::N,مفهوم,anlam
309,Grund::N,سبب,sebep
310,Grund::N,دلیل,sebep
311,Wahrheit::N,حقیقت,doğruluk
312,Wahrheit::N,حقیقت,gerçeklik
313,Gespräch::N,صحبت,görüşme
314,Gespräch::N,گفتگو,görüşme
315,Märchen::N,قصه,masal
316,Märchen::N,افسانه,masal
317,Erzählung::N,داستان,öykü
318,Erzählung::N,داستان,hikâye
319,Nachricht::N,خبر,haber
320,Neuigkeit::N,خبر تازه,haber
321,Name::N,اسم,ad
322,Name::N,اسم,isim
323,Rätsel::N,معما,bilmece
324,Rede::N,سخن,söylev
325,Rede::N,سخن,konuşma
326,Sprache::N,زبان,dil
327,Sprache::N,زبان,lisan
328,Stimme::N,صدا,ses
329,Wort::N,کلمه,kelime
330,Zeichen::N,نشان,işaret
331,Zeichen::N,علامت,işaret
332,Ruf::N,صدا,çağırma
333,Lärm::N,هیاهو,şamata
334,Lärm::N,هیاهو,gürültü
335,Laut::N,صدا,ses
336,Ton::N,آهنگ,ses
337,Lied::N,آواز,türkü
338,Lied::N,ترانه,türkü
339,Ruhe::N,آرامش,sakinlik
340,Leute::N,مردم,halk
341,Leute::N,مردم,insanlar
342,Volk::N,خلق,ulus
343,Volk::N,خلق,millet
344,Arbeit::N,کار,iş
345,Arbeit::N,کار,çalışma
346,Gast::N,مهمان,konuk
347,Gast::N,مهمان,misafir
348,Geschenk::N,هدیه,hediye
349,Geschenk::N,هدیه,armağan
350,Spiel::N,بازی,oyun
351,Gesellschaft::N,جمعیت,çevre
352,Gesellschaft::N,جمعیت,arkadaşlık
353,Hilfe::N,کمک,yardım
354,Freund::N,دوست,dost
355,Freund::N,دوست,arkadaş
356,Kamerad::N,رفیق,arkadaş
357,Angelegenheit::N,امر,iş
358,Angelegenheit::N,امر,husus
359,Angelegenheit::N,قضیه,iş
360,Angelegenheit::N,قضیه,husus
361,Anzahl::N,عده,sayı
362,Anzahl::N,شمار,sayı
363,Art::N,نوع,çeşit
364,Stück::N,تکه,tane
365,Stück::N,تکه,parça
366,Stück::N,قطعه,tane
367,Stück::N,قطعه,parça
368,Teil::N,بخش,kısım
369,Teil::N,قسمت,kısım
370,Hälfte::N,نیم,yarı
371,Kreis::N,حلقه,daire
372,Kreis::N,دایره,daire
373,Kreuz::N,صلیب,haç
374,Linie::N,خط,hat
375,Linie::N,خط,çizgi
376,Linie::N,سطر,hat
377,Linie::N,سطر,çizgi
378,Strich::N,خط,çizgi
379,Abstand::N,فاصله,aralık
380,Entfernung::N,مسافت,mesafe
381,Entfernung::N,مسافت,uzaklık
382,Gegend::N,منطقه,yöre
383,Platz::N,گنجایش,yer
384,Ort::N,جا,yer
385,Ort::N,محل,yer
386,Ort::N,مکان,yer
387,Seite::N,طرف,yan
388,Seite::N,طرف,taraf
389,Mitte::N,وسط,orta
390,Mitte::N,وسط,merkez
391,Mitte::N,میان,orta
392,Mitte::N,میان,merkez
393,Gegenstand::N,چیز,şey
394,Sache::N,چیز,iş
395,Sache::N,چیز,şey
396,Rand::N,کنار,kenar
397,Rand::N,حاشیه,kenar
398,Kante::N,لبه,kenar
399,Ecke::N,گوشه,köşe
400,Spitze::N,سر,uç
401,Spitze::N,سر,baş
402,Spitze::N,نوک,uç
403,Spitze::N,نوک,baş
404,Ende::N,ته,uç
405,Ende::N,آخر,uç
406,Loch::N,سوراخ,oyuk
407,Loch::N,سوراخ,delik
408,Winkel::N,کنج,köşe
409,Muster::N,نقش,örnek
410,Größe::N,قد,büyüklük
411,Größe::N,بزرگی,büyüklük
412,Länge::N,طول,uzunluk
413,Höhe::N,بلندی,yükseklik
414,Gewicht::N,وزن,ağırlık
415,Menge::N,مقدار,miktar
416,Menge::N,اندازه,miktar
417,Haufen::N,توده,küme
418,Haufen::N,توده,yığın
419,Reihe::N,ردیف,sıra
420,Boot::N,قایق,kayık
421,Boot::N,قایق,sandal
422,Ruder::N,پارو,kürek
423,Schlitten::N,سورتمه,kızak
424,Ski::N,اسکی,kayak
425,Lagerfeuer::N,آتش,kamp ateşi
426,Last::N,بار,yük
427,Last::N,سنگینی,yük
428,Gang::N,راه رفتن,gidiş
429,Gang::N,راه رفتن,yürüyüş
430,Schritt::N,قدم,adım
431,Norden::N,شمال,kuzey
432,Süden::N,جنوب,güney
433,Westen::N,غرب,batı
434,Osten::N,شرق,doğu
435,Holz::N,چوب,ağaç
436,Holz::N,چوب,tahta
437,Brett::N,تخته,tahta
438,Platte::N,صفحه,levha
439,Stütze::N,تکیه,dayak
440,Stütze::N,تکیه,destek
441,Stange::N,میله,çubuk
442,Stock::N,چوب,sopa
443,Stock::N,چوب,değnek
444,Stab::N,عصا,sırık
445,Stab::N,عصا,baston
446,Rohr::N,لوله,boru
447,Haus::N,منزل,ev
448,Heim::N,خانه,ev
449,Heim::N,خانه,yurt
450,Heim::N,کاشانه,ev
451,Heim::N,کاشانه,yurt
452,Ofen::N,بخاری,soba
453,Fußboden::N,کف اتاق,taban
454,Fußboden::N,کف اتاق,döşeme
455,Tisch::N,میز,masa
456,Stuhl::N,صندلی,iskemle
457,Stuhl::N,صندلی,sandalye
458,Wiege::N,گهواره,beşik
459,Bett::N,تختخواب,yatak
460,Regal::N,قفسه,raf
461,Kiste::N,صندوق,sandık
462,Fenster::N,پنجره,pencere
463,Tür::N,در,kapı
464,Tür::N,درب,kapı
465,Tor::N,دروازه,kapı
466,Zaun::N,حصار,çit
467,Dach::N,بام,dam
468,Dach::N,بام,çatı
469,Leiter::N,نردبان,merdiven
470,Besen::N,جارو,süpürge
471,Spaten::N,بیل,bel
472,Schaufel::N,بیل,kürek
473,Schaufel::N,پارو,kürek
474,Gabel::N,چنگال,çatal
475,Löffel::N,قاشق,kaşık
476,Messer::N,کارد,bıçak
477,Nagel::N,میخ,çivi
478,Netz::N,تور,ağ
479,Netz::N,شبکه,ağ
480,Haken::N,قلاب,çengel
481,Griff::N,دسته,kulp
482,Griff::N,دسته,tutamak
483,Schloss::N,قفل,kilit
484,Bild::N,عکس,imaj
485,Bild::N,عکس,resim
486,Bild::N,تصویر,imaj
487,Bild::N,تصویر,resim
488,Figur::N,تندیس,şekil
489,Figur::N,تندیس,heykel
490,Puppe::N,عروسک,kukla
491,Beutel::N,کیسه,kese
492,Beutel::N,کیسه,torba
493,Bündel::N,بسته,deste
494,Tasche::N,کیف,çanta
495,Eimer::N,سطل,kova
496,Deckel::N,در,kapak
497,Geschirr::N,ظرف,kap kacak
498,Sack::N,گونی,torba
499,Tasse::N,فنجان,fincan
500,Topf::N,دیگ,tencere
501,Topf::N,قابلمه,tencere
502,Kessel::N,دیگ,kazan
503,Essen::N,خوراک,yemek
504,Nahrung::N,غذا,gıda
505,Nahrung::N,غذا,besin
506,Speise::N,خوراک,yemek
507,Fleisch::N,گوشت,et
508,Getreide::N,غله,tahıl
509,Getreide::N,غله,hububat
510,Brei::N,فرنی,ezme
511,Brei::N,حریره,ezme
512,Brot::N,نان,ekmek
513,Scheibe::N,قاچ,dilim
514,Scheibe::N,لزگه,dilim
515,Fett::N,چربی,yağ
516,Butter::N,کره,tereyağı
517,Öl::N,روغن,yağ
518,Öl::N,روغن,akar yağ
519,Salz::N,نمک,tuz
520,Suppe::N,آش,çorba
521,Suppe::N,سوپ,çorba
522,Honig::N,عسل,bal
523,Milch::N,شیر,süt
524,Tee::N,چای,çay
525,Leder::N,چرم,deri
526,Leder::N,چرم,meşin
527,Wolle::N,پشم,yün
528,Stoff::N,پارچه,kumaş
529,Nadel::N,سوزن,iğne
530,Faden::N,نخ,tire
531,Faden::N,نخ,iplik
532,Knopf::N,دکمه,düğme
533,Knoten::N,گره,düğüm
534,Farbe::N,رنگ,boya
535,Kleidung::N,لباس,giyim
536,Kleidung::N,پوشاک,giyim
537,Hemd::N,پیراهن,gömlek
538,Kragen::N,یقه,yaka
539,Ärmel::N,آستین,yen
540,Ärmel::N,آستین,elbise kolu
541,Hose::N,شلوار,pantolon
542,Gürtel::N,کمر‌بند,kuşak
543,Mütze::N,کلاه,bere
544,Mütze::N,کلاه,kasket
545,Schuh::N,کفش,kundura
546,Schuh::N,کفش,ayakkabı
547,Stiefel::N,چکمه,çizme
548,Ring::N,حلقه,yüzük
549,Ring::N,انگشتر,yüzük
550,Band::N,نوار,bağ
551,Band::N,نوار,şerit
552,Band::N,روبان,bağ
553,Band::N,روبان,şerit
554,Kamm::N,شانه,tarak
555,Spiegel::N,آینه,ayna
556,Riemen::N,تسمه,kayış
557,Schnur::N,ریسمان,ip
558,Schnur::N,ریسمان,sicim
559,Leine::N,قلاده,kayış
560,Decke::N,پتو,örtü
561,Decke::N,پتو,yorgan
562,Kissen::N,بالش,yastık
563,Tuch::N,شال,bez
564,Handtuch::N,حوله,havlu
565,Kraft::N,نیرو,güç
566,Kraft::N,نیرو,kuvvet
567,Stärke::N,زور,kuvvet
568,Gesundheit::N,سلامتی,sağlık
569,Gesundheit::N,تندرستی,sağlık
570,Krankheit::N,بیماری,hastalık
571,Schmerz::N,درد,ağrı
572,Schmerz::N,درد,sancı
573,Wunde::N,زخم,yara
574,Fieber::N,تب,ateş
575,Arznei::N,دارو,ilâç
576,Brücke::N,پل,köprü
577,Brunnen::N,چاه,kuyu
578,Brunnen::N,چاه,çeşme
579,Weide::N,چراگاه,otlak
580,Pfad::N,راه,patika
581,Pfad::N,راه,keçiyolu
582,Weg::N,راه,yol
583,Weg::N,طریق,yol
584,Straße::N,راه,yol
585,Straße::N,راه,cadde
586,Straße::N,جاده,yol
587,Straße::N,جاده,cadde
588,Dorf::N,ده,köy
589,Dorf::N,روستا,köy
590,Stadt::N,شهر,kent
591,Stadt::N,شهر,şehir
592,Brief::N,نامه,mektup
593,Buch::N,کتاب,kitap
594,Buchstabe::N,حرف,harf
595,Zeitung::N,روزنامه,gazete
596,Leben::N,عمر,hayat
597,Leben::N,زندگی,hayat
598,Tod::N,مرگ,ölüm
599,Grab::N,گور,kabir
600,Grab::N,مزار,kabir
601,Kirche::N,کلیسا,kilise
602,Sünde::N,بزه,günah
603,Sünde::N,گناه,günah
604,Gott::N,خدا,tanrı
605,Arbeiter::N,کارگر,işçi
606,Chef::N,رئیس,şef
607,Chef::N,رئیس,müdür
608,Meister::N,استاد,usta
609,Arzt::N,پزشک,hekim
610,Arzt::N,پزشک,doktor
611,Lehrer::N,معلم,hoca
612,Lehrer::N,معلم,öğretmen
613,Lehrer::N,آموزگار,hoca
614,Lehrer::N,آموزگار,öğretmen
615,Geld::N,پول,para
616,Geschäft::N,کار,ticaret
617,Geschäft::N,بیزنس,ticaret
618,Laden::N,دکان,dükkân
619,Laden::N,مغازه,dükkân
620,Preis::N,بها,fiyat
621,Preis::N,قیمت,fiyat
622,Ware::N,جنس,mal
623,Ware::N,کالا,mal
624,Nutzen::N,مزیت,fayda
625,Nutzen::N,امتیاز,fayda
626,Reichtum::N,مال,servet
627,Reichtum::N,مال,zenginlik
628,Reichtum::N,ثروت,servet
629,Reichtum::N,ثروت,zenginlik
630,Welt::N,دنیا,dünya
631,Land::N,کشور,ülke
632,Land::N,مملکت,ülke
633,Staat::N,دولت,devlet
634,König::N,شاه,kral
635,König::N,پادشاه,kral
636,Macht::N,قدرت,kudret
637,Macht::N,قدرت,iktidar
638,Macht::N,اختیار,kudret
639,Macht::N,اختیار,iktidar
640,Grenze::N,مرز,had
641,Grenze::N,مرز,sınır
642,Krieg::N,جنگ,savaş
643,Feind::N,دشمن,düşman
644,Gewalt::N,زور,zor
645,Gewalt::N,زور,cebir
646,Gewalt::N,خشونت,zor
647,Gewalt::N,خشونت,cebir
648,Kampf::N,نبرد,savaş
649,Kampf::N,مبارزه,savaş
650,Bogen[Waffe]::N,کمان,yay
651,Pfeil::N,تیر,ok
652,Gewehr::N,تفنگ,tüfek
653,Fehler::N,غلط,hata
654,Fehler::N,غلط,yanlış
655,Fehler::N,اشتباه,hata
656,Fehler::N,اشتباه,yanlış
657,Lüge::N,دروغ,yalan
658,Schaden::N,آسیب,zarar
659,Schaden::N,خسارت,zarar
660,Unglück::N,بلا,felâket
661,Unglück::N,بلا,talihsizlik
662,Schuld::N,گناه,suç
663,Schuld::N,گناه,kabahat
664,Schuld::N,تقصیر,suç
665,Schuld::N,تقصیر,kabahat
666,Alter::N,سن,yaş
667,Alter::N,عمر,yaş
668,Schluss::N,انتها,son
669,Zeit::N,وقت,zaman
670,Zeit::N,زمان,zaman
671,Tag::N,روز,gün
672,Morgen::N,صبح,sabah
673,Mittag::N,ظهر,öğle
674,Abend::N,شب,akşam
675,Abend::N,عصر,akşam
676,Nacht::N,شب,gece
677,Woche::N,هفته,hafta
678,Monat::N,ماه,ay
679,Jahr::N,سال,yıl
680,Jahr::N,سال,sene
681,Frühling::N,بهار,ilkbahar
682,Sommer::N,تابستان,yaz
683,Herbst::N,پاییز,güz
684,Herbst::N,پاییز,sonbahar
685,Winter::N,زمستان,kış
686,Januar::N,ژانویه,ocak
687,Februar::N,فوریه,şubat
688,März::N,مارس,mart
689,April::N,آوریل,nisan
690,Mai::N,مه,mayıs
691,Juni::N,ژوئن,haziran
692,Juli::N,ژویه,temmuz
693,August::N,اوت,ağustos
694,September::N,سپتامبر,eylül
695,Oktober::N,اکتبر,ekim
696,November::N,نوامبر,kasım
697,Dezember::N,دسامبر,aralık
698,Montag::N,دو‌شنبه,pazartesi
699,Dienstag::N,سه‌شنبه,salı
700,Mittwoch::N,چهار‌شنبه,çarşamba
701,Donnerstag::N,پنج شنبه,perşembe
702,Freitag::N,جمعه,cuma
703,Samstag::N,شنبه,cumartesi
704,Sonntag::N,یکشنبه,pazar
705,groß::A,بزرگ,büyük
706,klein::A,کوچک,ufak
707,klein::A,کوچک,küçük
708,lang::A,بلند,uzun
709,kurz::A,کوتاه,kısa
710,breit::A,پهن,enli
711,breit::A,پهن,geniş
712,schmal::A,تنگ,dar
713,schmal::A,نازک,dar
714,dicht::A,چگال,sık
715,dicht::A,چگال,yoğun
716,dicht::A,انبوه,sık
717,dicht::A,انبوه,yoğun
718,dick[Gegenstand]::A,ضخیم,kalın
719,dick[Gegenstand]::A,ضخیم,iri
720,dünn::A,نازک,ince
721,fein::A,ریز,ince
722,fein::A,ریز,narin
723,fein::A,باریک,ince
724,fein::A,باریک,narin
725,fest::A,محکم,sabit
726,fest::A,محکم,sağlam
727,flach::A,صاف,düz
728,flach::A,صاف,yassı
729,flach::A,مسطح,düz
730,flach::A,مسطح,yassı
731,glatt::A,لیز,düz
732,hart::A,سفت,katı
733,weich::A,نرم,yumuşak
734,weich::A,ملایم,yumuşak
735,rund::A,گرد,yuvarlak
736,spitz::A,تیز,sivri
737,spitz::A,نوک‌تیز,sivri
738,scharf::A,تیز,keskin
739,scharf::A,برنده,keskin
740,stumpf::A,کند,kör
741,schwer::A,سنگین,ağır
742,schön::A,زیبا,güzel
743,heiß::A,داغ,kızgın
744,warm::A,گرم,sıcak
745,kalt::A,سرد,soğuk
746,kühl::A,خنک,serin
747,frisch::A,تازه,taze
748,feucht::A,مرطوب,nemli
749,feucht::A,مرطوب,rutubetli
750,nass::A,تر,yaş
751,nass::A,تر,ıslak
752,nass::A,خیش,yaş
753,nass::A,خیش,ıslak
754,trocken::A,خشک,kuru
755,voll::A,پر,dolu
756,voll::A,پر,dolmuş
757,leer::A,خالی,boş
758,offen::A,باز,açık
759,geschlossen::A,بسته,kapalı
760,sauber::A,پاک,pak
761,sauber::A,پاک,temiz
762,sauber::A,تمیز,pak
763,sauber::A,تمیز,temiz
764,schmutzig::A,کثیف,pis
765,schmutzig::A,کثیف,kirli
766,schmutzig::A,آلوده,pis
767,schmutzig::A,آلوده,kirli
768,roh::A,خام,çiğ
769,reif::A,رسیده,olgun
770,lecker::A,لذیذ,lezzetli
771,lecker::A,خوشمزه,lezzetli
772,süß::A,شیرین,tatlı
773,süß::A,شیرین,şekerli
774,bitter::A,تلخ,acı
775,sauer::A,ترش,ekşi
776,hell::A,روشن,aydınlık
777,dunkel::A,تاریک,karanlık
778,schwarz::A,سیاه,kara
779,schwarz::A,سیاه,siyah
780,weiß::A,سفید,ak
781,weiß::A,سفید,beyaz
782,rot::A,سرخ,kırmızı
783,rot::A,قرمز,kırmızı
784,gelb::A,زرد,sarı
785,blau::A,آبی,mavi
786,grün::A,سبز,yeşil
787,grau::A,طوسی,boz
788,grau::A,خاکستری,boz
789,bunt::A,رنگارنگ,renkli
790,billig::A,ارزان,ucuz
791,teuer::A,گران,pahalı
792,wertvoll::A,قیمتی,değerli
793,wertvoll::A,گرانبها,değerli
794,blind::A,کور,kör
795,blind::A,نابینا,kör
796,taub::A,کر,sağır
797,taub::A,ناشنوا,sağır
798,kräftig::A,قوی,dinç
799,kräftig::A,قوی,kuvvetli
800,stark::A,قوی,güçlü
801,stark::A,قوی,kuvvetli
802,stark::A,نیرومند,güçlü
803,stark::A,نیرومند,kuvvetli
804,schwach::A,ضعیف,zayıf
805,schwach::A,ضعیف,güçsüz
806,fett::A,چرب,şişman
807,schlank::A,باریک‌اندام,narin
808,hübsch::A,قشنگ,güzel
