,Concept_ID,xal,bn
63,Wind::N,салькн,বাতাস
64,Welle::N,дольган,ঢেউ
65,Welle::N,дольган,তরঙ্গ
66,Wasser::N,усн,জল
67,Stein::N,чолун,ঢিল
68,Stein::N,чолун,প্রস্তর
69,Boden::N,Һазр,ভূতল
70,Erde::N,Һазр,ভূমি
71,Staub::N,тоосн,ধুলা
72,Rauch::N,утан,ধোঁয়া
73,Funke::N,очн,স্ফুলিঙ্গ
74,Feuer::N,һал,অগ্নি
75,Licht::N,герл,আলো
76,Schatten::N,сүүдр,ছায়া
77,Wetter::N,теңгр,আবহাওয়া
78,Nebel::N,будн,কুহেলিকা
79,Wolke::N,үүлн,মেঘ
80,Regen::N,хур,বৃষ্টি
81,Schnee::N,цасн,তুষার
82,Eis::N,мөсн,বরফ
83,Frost::N,киитн,তুষার
84,Kälte::N,киитн,শৈত্য
85,Hitze::N,халун,তাপ
86,Raureif::N,цаң,তুহিন
87,Raureif::N,кирү,তুহিন
88,Regenbogen::N,солңһ,রামধনু
89,Donner::N,оһтрһун дун,বজ্রধ্বনি
90,Strömung::N,урсхл,স্রোত
91,Tropfen::N,дусал,ফোঁটা
92,Schaum::N,көөсн,ফেনা
93,Schmutz::N,кир,ধুলা
94,See::N,нур,হ্রদ
95,Sumpf::N,унул,জলা
96,Moor::N,улм,মাঠ
97,Wiese::N,хадлһн,তৃণভূমি
98,Wald::N,ө-модн,বন
99,Hügel::N,толһа,পাহাড়
100,Anhöhe::N,хамр,টিলা
101,Berg::N,уул,পর্বত
102,Gipfel::N,ора,শীর্ষ
103,Höhle::N,хадин көндә,গুহা
104,Abhang::N,ташу,ঢাল
105,Quelle::N,булг,উৎস
106,Bach::N,һооҗур,ক্ষুদ্র নদী
107,Fluss::N,һол,নদী
108,Ufer::N,көвә,উপকূল
109,Küste::N,көвә,তীর
110,Küste::N,теңгсин көвә,তীর
111,Festland::N,хүүрә һазр,ভূমি
112,Meer::N,теңгс,সমুদ্র
113,Bucht::N,цекә,উপসাগর
114,Bucht::N,теңгсин цекә,উপসাগর
115,Insel::N,арл,দ্বীপ
116,Blume::N,цецг,ফুল
117,Gras::N,ноһан,ঘাস
118,Wurzel::N,уңг,শিকড়
119,Baum::N,модн,গাছ
120,Stamm::N,шилв,স্কন্ধ
121,Stamm::N,һол модн,স্কন্ধ
122,Rinde::N,көрсн,বল্কল
123,Ast::N,ац,শাখা
124,Zweig::N,ац,ডাল
125,Blatt::N,хамтхасн,পর্ণ
126,Birke::N,хусм модн,ভুর্জ
127,Kiefer[Baum]::N,шар харһа,পাইন গাছ
128,Weide[Baum]::N,удн,উইলো
129,Tanne::N,җөөлн цаһан модн,দেবদারূ গাছ
130,Horn::N,өвр,শিং
131,Feder::N,өрвлг,পালক
132,Fell::N,арсн,রোম
133,Flügel::N,җивр,ডানা
134,Klaue::N,хумсн,নখর
135,Kralle::N,тавг,নখর
136,Schwanz::N,сүл,লেজ
137,Ei::N,өндгн,ডিম
138,Nest::N,үр,কুলায়
139,Bau::N,нүкн,ডেরা
140,Tier::N,мал,জন্তু
141,Herde::N,сүрг мал,ঝাঁক
142,Kuh::N,үкр,গোরু
143,Bulle::N,бух,বৃষ
144,Pferd::N,мөрн,ঘোড়া
145,Schaf::N,хөн,ভেড়া
146,Schwein::N,һаха,শূকর
147,Hund::N,ноха,কুকুর
148,Katze::N,мис,বেড়াল
149,Bär::N,аю,ভল্লুক
150,Eichhörnchen::N,кермн,কাঠবিড়াল
151,Elch::N,хандһа,হরিণবিশেষ
152,Fuchs::N,арат,পাঁতিশিয়াল
153,Hase::N,туула,শশক
154,Maus::N,хулһн,নেংটি ইঁদুর
155,Wolf::N,чон,নেকড়ে
156,Vogel::N,шовун,পক্ষী
157,Schwarm::N,зел,ঝাঁক
158,Huhn::N,така,মোরগ
159,Hahn::N,эр така,কুক্কুট
160,Gans::N,һалун,হংসী
161,Adler::N,һәрд,ইগল
162,Ente::N,нуһсн,হংসী
163,Eule::N,һурвлһ,পেচক
164,Kranich::N,тоһрун,সারস
165,Krähe::N,шаазһа,কাক
166,Kuckuck::N,эргин хуцдг,কোকিল
167,Schwan::N,хун,মরাল
168,Fisch::N,заһсн,মাছ
169,Barsch::N,шүрг,মৎন্যবিশেষ
170,Hecht::N,цурх,বানমাছ
171,Schlange[Tier]::N,моһа,সর্প
172,Wurm::N,өтн,কীট
173,Spinne::N,аралҗн,মাকড়সা
174,Ameise::N,шорһлҗн,পিপীলিকা
175,Laus::N,бөөсн,উকুন
176,Mücke::N,бөкүн,মশা
177,Fliege::N,батхн,মাছি
178,Schmetterling::N,эрвәкә,প্রজাপতি
179,Beere::N,бөөлҗрһн,বেরি
180,Apfel::N,альмн,আপেল
181,Pilz::N,теңгрин ки,ছত্রক
182,Zwiebel::N,мәңгрснә толһа,পিয়াজ
183,Saat::N,буудян экн,বীজ
184,Korn::N,экн,শস্য
185,Heu::N,өвсн,খড়
186,Schale::N,хальсн,খোসা
187,Grube::N,нүкн,গর্ত
188,Falle::N,урх,ফাঁদ
189,Falle::N,хавх,ফাঁদ
190,Schlinge::N,бүтү,পাশ
191,Spur::N,мөр,চিহ্ন
192,Asche::N,үмсн,ভস্ম
193,Dreck::N,бальчг,ময়লা
194,Eisen::N,төмр,লোহা
195,Gold::N,алтн,স্বর্ণ
196,Silber::N,мөңгн,রৌপ্য
197,Silber::N,цаһан мөңгн,রৌপ্য
198,Kohle::N,нүүрсн,অঙ্গার
199,Glas::N,шил,কাচ
200,Lehm::N,шавр,মৃত্তিকা
201,Sand::N,элсн,বালি
202,Mensch::N,күн,নর
203,Mensch::N,күн,মানুষ
204,Mensch::N,күмн,নর
205,Mensch::N,күмн,মানুষ
206,Mann::N,эр,মানুষ
207,Frau::N,күүкд күн,নারী
208,Kind::N,үрн,বাচ্চা
209,Junge::N,көвүн,ছেলে
210,Mädchen::N,бичкн күүкн,মেয়ে
211,Familie::N,бүл,পরিবার
212,Großvater::N,өвк эцк,মাতামহ
213,Großvater::N,наһц эцк,মাতামহ
214,Großmutter::N,эмг эк,মাতামহী
215,Großmutter::N,наһц эк,মাতামহী
216,Eltern::N,эк эцк хойр,মাতাপিতা
217,Vater::N,эцк,পিতা
218,Mutter::N,эк,মাতা
219,Sohn::N,көвүн,ছেলে
220,Tochter::N,күүкн,মেয়ে
221,Bruder::N,дү көвүн,দাদা
222,Schwester::N,эгч,বোন
223,Schwester::N,эгч,দিদি
224,Schwester::N,дү күүкн,বোন
225,Schwester::N,дү күүкн,দিদি
226,Onkel::N,авһ,মামা
227,Onkel::N,наһцх,মামা
228,Tante::N,наһц эгч,মাসী
229,Ehemann::N,залу,স্বামী
230,Ehefrau::N,гергн,পত্নী
231,Freude::N,байр,উল্লাস
232,Gelächter::N,инәдн,হাসি
233,Glück::N,җирһл,সুখ
234,Glück::N,сәәхн җирһл,সুখ
235,Kummer::N,зовлң,দুঃখ
236,Wunsch::N,дурн,আকাঙ্ক্ষা
237,Lust::N,җилвтлһн,বাসনা
238,Geist::N,зөрг,আত্না
239,Gedanke::N,ухан,চিন্তা
240,Gedächtnis::N,чееҗин тодлвр,স্মরণশক্তি
241,Verstand::N,ухан,মন
242,Sinn::N,учр-утх,পদার্থ
243,Grund::N,учр,কারণ
244,Grund::N,шалтан,কারণ
245,Wahrheit::N,үнн,সত্য
246,Gespräch::N,күүндвүр,কথাবার্তা
247,Märchen::N,тууль,রূপকথা
248,Erzählung::N,келвр,গল্প
249,Nachricht::N,медүллһн,তথ্য
250,Neuigkeit::N,зәңг,খবরাখবর
251,Name::N,нерн,নাম
252,Rätsel::N,тәәлвртә тууль,ধাঁধা
253,Rede::N,келлһн,বক্তৃতা
254,Sprache::N,келн,ভাষা
255,Stimme::N,дун,স্বর
256,Wort::N,үг,শব্দ
257,Zeichen::N,темдг,প্রতীক
258,Ruf::N,дуудлһн,ডাক
259,Lärm::N,шууган,হৈচৈ
260,Laut::N,ә,ধ্বনি
261,Ton::N,дун,স্বর
262,Lied::N,дун,গান
263,Ruhe::N,амулң,শান্তি
264,Leute::N,әмтн,প্রজাপুঞ্জ
265,Volk::N,улс,জাতি
266,Arbeit::N,көдлмш,চাকরি
267,Gast::N,гиич,অতিথি
268,Geschenk::N,белг,উপহার
269,Spiel::N,наадн,খেলা
270,Gesellschaft::N,олн,সঙ্গিগণ
271,Hilfe::N,нөкд,সাহায্য
272,Freund::N,иньг,বন্ধু
273,Kamerad::N,үр,সঙ্গী
274,Angelegenheit::N,керг,বিষয়
275,Anzahl::N,то,পরিমাণ
276,Art::N,зүүл,রকম
277,Stück::N,хусг,টুকরো
278,Teil::N,хүв,অংশ
279,Hälfte::N,өрәл,অর্ধেক
280,Kreis::N,төгрг,বৃত্ত
281,Kreuz::N,кирс,ক্রুশ
282,Linie::N,зурасн,রেখা
283,Strich::N,татасн,কষি
284,Abstand::N,зә,ফাঁক
285,Entfernung::N,һазр,ব্যবধান
286,Gegend::N,һазр,ক্ষেত্র
287,Platz::N,зә,জায়গা
288,Ort::N,бәәрн,স্থান
289,Seite::N,тал,পার্শ্ব
290,Seite::N,хаҗу,পার্শ্ব
291,Seite::N,хәврһ,পার্শ্ব
292,Mitte::N,дунд,মধ্য
293,Gegenstand::N,юмн,জিনিস
294,Sache::N,юмн,বস্তু
295,Rand::N,зах,কানা
296,Kante::N,ирмәг,ধার
297,Ecke::N,өнцг,কোণ
298,Spitze::N,үзүр,ডগা
299,Ende::N,үзүр,প্রান্ত
300,Loch::N,хаһрха,গর্ত
301,Winkel::N,булң,কোণ
302,Muster::N,намч,নমুন্
303,Größe::N,кемҗән,আয়তন
304,Länge::N,ут,দৈর্ঘ্য
305,Höhe::N,өндр,উচ্চতা
306,Gewicht::N,күнд,ওজন
307,Gewicht::N,чиңнүр,ওজন
308,Menge::N,ик,পরিমাণ
309,Haufen::N,ова,পুঞ্জ
310,Reihe::N,зерг,শ্রেণী
311,Reihe::N,зерглән,শ্রেণী
312,Boot::N,оңһц,নৌকা
313,Ruder::N,хәәв,দাঁড়
314,Schlitten::N,цан,স্নেজ্-গাড়ি
315,Ski::N,лыҗ,শী
316,Lagerfeuer::N,костёр,অগ্নি
317,Last::N,күнд,বোঝা
318,Gang::N,йовлһн,হণ্টন
319,Schritt::N,ишкм,পদ
320,Norden::N,ар үзг,উত্তরদিক্
321,Süden::N,өмн,দক্ষিণদিক
322,Süden::N,өмн үзг,দক্ষিণদিক
323,Westen::N,барун,পশ্চিমদিক্
324,Westen::N,барун үзг,পশ্চিমদিক্
325,Osten::N,зүн,পূর্বদিক
326,Osten::N,зүн үзг,পূর্বদিক
327,Holz::N,модн,কাঠ
328,Brett::N,харһа,তক্তা
329,Platte::N,хавтха чолун,ফলক
330,Stütze::N,тулг,নাগদণ্ড
331,Stange::N,уньн,দণ্ড
332,Stock::N,модн,ছড়ি
333,Stab::N,шуург,যষ্টি
334,Rohr::N,турва,নল
335,Haus::N,гер,ঘর
336,Heim::N,гер-бул,বাসা
337,Ofen::N,беш,স্টোভ্
338,Fußboden::N,девскр,গহতল
339,Tisch::N,ширә,মেজ
340,Tisch::N,ширә,টেবিল
341,Stuhl::N,стул,চেয়ার
342,Stuhl::N,стул,কেদারা
343,Wiege::N,өлгә,দোলনা
344,Wiege::N,дүүҗң,দোলনা
345,Bett::N,орн,শয্যা
346,Bett::N,орндг,শয্যা
347,Regal::N,таг,তাক
348,Regal::N,тәвц,তাক
349,Kiste::N,яршг,বাক্স
350,Fenster::N,терз,জানালা
351,Tür::N,үүдн,দ্বার
352,Tor::N,үүдн,দ্বার
353,Tor::N,өргн үүдн,দ্বার
354,Tor::N,хашан үүдн,দ্বার
355,Zaun::N,хаша,বেড়া
356,Dach::N,деевр,ছাদ
357,Leiter::N,шат,মই
358,Leiter::N,давшур,মই
359,Besen::N,сәвүр,গুল্মবিশেষ
360,Spaten::N,күрз,কোদাল
361,Schaufel::N,совг,বেলচা
362,Gabel::N,серә,কাঁটা
363,Löffel::N,ухр,চামচ
364,Messer::N,утх,ছুরি
365,Nagel::N,хадасн,পেরেক
366,Netz::N,гөлм,জাল
367,Haken::N,дегә,কাচি
368,Griff::N,иш,হাতল
369,Griff::N,бәрүл,হাতল
370,Schloss::N,оньс,তালা
371,Bild::N,зург,ছবি
372,Bild::N,зург,চিত্র
373,Figur::N,фигур,আকার
374,Puppe::N,наадһа,পুতুল
375,Beutel::N,мишг,বটুয়া
376,Bündel::N,багла,আঁটি
377,Bündel::N,боодһа,আঁটি
378,Tasche::N,сумк,থলি
379,Eimer::N,суулһ,বাল্তি
380,Deckel::N,бүркәсн,আবরণ
381,Geschirr::N,сав,থালা-বাসন
382,Geschirr::N,сав-сарх,থালা-বাসন
383,Sack::N,мишг,বস্তা
384,Tasse::N,ааһ,কাপ
385,Topf::N,кастрюль,পাত্র
386,Kessel::N,хәәсн,কেটলি
387,Essen::N,зоогллһн,আহার
388,Nahrung::N,теҗәл,খাদ্য
389,Speise::N,хот,খাদ্য
390,Fleisch::N,махн,মাংস
391,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,শস্য
392,Brei::N,хаш,মণ্ড
393,Brot::N,өдмг,রুটি
394,Scheibe::N,зүсм,ফালি
395,Fett::N,өөкн,মেদ
396,Butter::N,тосн,মাখন
397,Öl::N,тосн,তৈল
398,Salz::N,давсн,নুন
399,Suppe::N,шөлн,শুরুয়া
400,Honig::N,бал,মধু
401,Milch::N,үсн,দুধ
402,Tee::N,цә,চা
403,Leder::N,арсн,পাকা চামড়া
404,Wolle::N,утцн,পশম
405,Wolle::N,эд,পশম
406,Stoff::N,эд,বস্ত্র
407,Nadel::N,зүн,সুচ
408,Faden::N,утцн,সূত্র
409,Knopf::N,товч,বোতাম
410,Knoten::N,зәңгдә,গিঁট
411,Farbe::N,будг,রং
412,Kleidung::N,хувцн,কাপড়
413,Kleidung::N,хувц-хунр,কাপড়
414,Hemd::N,киилг,শার্ট
415,Kragen::N,зах,গলবন্ধ
416,Ärmel::N,ханцн,আস্তিন্
417,Hose::N,шалвур,ট্রাউজার
418,Gürtel::N,бүс,কটিবন্ধ
419,Mütze::N,махла,টুপি
420,Schuh::N,башмгуд,জুতো
421,Stiefel::N,һосн,বুট
422,Ring::N,билцг,আংটি
423,Band::N,лент,ফিতা
424,Kamm::N,сам,চিরুনি
425,Spiegel::N,толь,আয়না
426,Riemen::N,бүс,চাবুক
427,Schnur::N,деесн,দড়ি
428,Leine::N,бурнтг,শিকল
429,Leine::N,нохан көтлвр,শিকল
430,Decke::N,көнҗл,কম্বল
431,Kissen::N,дер,উপাধান
432,Tuch::N,альчур,বস্ত্র
433,Handtuch::N,полотенц,তোয়ালে
434,Handtuch::N,һар-нүүрин альчур,তোয়ালে
435,Kraft::N,күчн,জোর
436,Stärke::N,чидл,শক্তি
437,Gesundheit::N,эрүл-менд,স্বাস্থ্য
438,Krankheit::N,өвчн,অসুখ
439,Krankheit::N,өвчн,ব্যামো
440,Schmerz::N,өвдлһн,যন্ত্রণা
441,Wunde::N,шав,ক্ষত
442,Fieber::N,безг,জ্বর
443,Arznei::N,эм,ঔষধ
444,Brücke::N,тагт,সেতু
445,Brunnen::N,худг,কূপ
446,Weide::N,малын идг,পশুচারণভূমি
447,Pfad::N,цувг,পথ
448,Weg::N,хаалһ,পথ
449,Straße::N,зам,রাস্তা
450,Dorf::N,хотн,গ্রাম
451,Stadt::N,балһсн,শহর
452,Brief::N,бичг,চিঠি
453,Buch::N,дегтр,বই
454,Buchstabe::N,үзг,অক্ষর
455,Zeitung::N,газет,সংবাদপত্র
456,Leben::N,җирһл,জীবন
457,Tod::N,үкл,মৃত্যু
458,Tod::N,өңгрлһн,মৃত্যু
459,Grab::N,оршалһна нүкн,কবর
460,Kirche::N,чонҗ,গির্জা
461,Sünde::N,нүл,পাপ
462,Sünde::N,килнц,পাপ
463,Gott::N,бурхн,দেবতা
464,Arbeiter::N,көдлмшч,শ্রমিক
465,Chef::N,толһач,নেতা
466,Meister::N,урн,ব্যক্তি
467,Arzt::N,эмч,চিকিৎসক
468,Lehrer::N,багш,অধ্যাপক
469,Geld::N,мөңгн,মুদ্রা
470,Geld::N,мөңгн,টাকাপয়সা
471,Geschäft::N,көдлмш,ব্যস্ততা
472,Laden::N,лавк,দোকান
473,Preis::N,үн,মূল্য
474,Ware::N,эд-тавр,পণ্যদ্রব্য
475,Nutzen::N,олз,সুবিধা
476,Reichtum::N,зөөр,ধনদৌলত
477,Welt::N,орчлң,জগৎ
478,Welt::N,делкә,জগৎ
479,Land::N,орн-нутг,খেত
480,Staat::N,государств,রাষ্ট্র
481,König::N,хан,রাজা
482,Macht::N,йосн,প্রভাব
483,Grenze::N,меҗә,সীমা
484,Krieg::N,дән,যুদ্ধ
485,Feind::N,дәәсн,শত্রু
486,Gewalt::N,күч һарһлһн,জোর
487,Kampf::N,ноолдан,লড়াই
488,Kampf::N,бәрлдлһн,লড়াই
489,Bogen[Waffe]::N,саадг,ধনুক
490,Pfeil::N,сумн,বাণ
491,Gewehr::N,бу,বন্দুক
492,Fehler::N,алдг,ভুল
493,Lüge::N,худл,মিথ্যা
494,Schaden::N,хорлт,ক্ষতি
495,Unglück::N,гүрм,দুর্ভাগ্য
496,Schuld::N,гем,অপরাধ
497,Schuld::N,буру,অপরাধ
498,Alter::N,насн,আয়ু
499,Schluss::N,чилгч,শেষ
500,Zeit::N,цаг,সময়
501,Tag::N,өдр,দিন
502,Morgen::N,өрүн,সকাল
503,Mittag::N,үд,মধ্যাহু
504,Abend::N,асхн,সন্ধ্যা
505,Nacht::N,сө,রাত্রি
506,Woche::N,долан хонг,সপ্তাহ
507,Monat::N,сар,মাস
508,Jahr::N,җил,সৌরবর্ষ
509,Frühling::N,хавр,বসন্তকাল
510,Sommer::N,зун,গ্রীষ্মকাল
511,Herbst::N,намр,শরংঋতু
512,Winter::N,үвл,শীতকাল
513,Januar::N,январь,জানুয়ারী
514,Februar::N,февраль,ফেব্রুয়ারী
515,März::N,март,মার্চ
516,März::N,моһа сар,মার্চ
517,April::N,апрель,এপ্রিল
518,Mai::N,май,মে
519,Juni::N,июнь,জুন
520,Juni::N,мөчн сар,জুন
521,Juli::N,июль,জুলাই
522,August::N,август,অগাস্ট
523,September::N,һаха сар,সেপ্টেম্বর
524,Oktober::N,октябрь,অক্টোবর
525,November::N,ноябрь,নভেম্বর
526,November::N,үкр сар,নভেম্বর
527,Dezember::N,бар сар,ডিসেম্বর
528,Montag::N,понедельник,সোমবার
529,Dienstag::N,вторник,মঙ্গলবার
530,Mittwoch::N,среда,বুধবার
531,Mittwoch::N,үлмҗ өдр,বুধবার
532,Donnerstag::N,четверг,বৃহম্পতিবার
533,Donnerstag::N,пүрвә өдр,বৃহম্পতিবার
534,Freitag::N,пятниц,শুক্রবার
535,Samstag::N,суббот,শনিবার
536,Sonntag::N,нарн өдр,রবিবার
537,Sonntag::N,воскресень,রবিবার
538,groß::A,ик,বৃহৎ
539,klein::A,бичкн,ছোট
540,lang::A,ут,দীর্ঘ
541,kurz::A,оһтр,খর্ব
542,kurz::A,оһтр,হ্রস্ব
543,breit::A,өргн,চওড়া
544,schmal::A,уутьхн,সরু
545,dicht::A,нигт,ঘন
546,dick[Gegenstand]::A,зузан,পুরু
547,dünn::A,нимгн,কৃশ
548,fein::A,нәрхн,সূক্ষ্ম
549,fest::A,бат,দৃঢ়
550,flach::A,хавтха,সমতল
551,glatt::A,тегш,মসৃণ
552,glatt::A,тиньгр,মসৃণ
553,hart::A,хату,শক্ত
554,weich::A,җөөлн,নরম
555,weich::A,җөөлкн,নরম
556,rund::A,төгрг,গোলাকার
557,spitz::A,шовһр,তীক্ষ্ন
558,scharf::A,хурц,শাণিত
559,stumpf::A,мука,ভোঁতা
560,schwer::A,күнд,ভারী
561,schön::A,сәәхн,সুন্দর
562,heiß::A,халун,গরম
563,warm::A,дулан,ঈষদুষ্ণ
564,kalt::A,киитн,ঠাণ্ডা
565,kühl::A,серүн,শীতল
566,frisch::A,серүн,তাজা
567,feucht::A,чиигтә,ভিজা
568,nass::A,чиигтә,ভিজা
569,trocken::A,хагсу,শুষ্ক
570,voll::A,дүүрң,পূর্ণ
571,leer::A,сул,খালি
572,leer::A,хоосн,খালি
573,offen::A,секәтә,খোলা
574,geschlossen::A,хаалһата,বন্ধ
575,sauber::A,цевр,নির্মল
576,schmutzig::A,киртә,নোংরা
577,roh::A,түүкә,কাঁচা
578,reif::A,болсн,পাকা
579,lecker::A,әмтәхн,সুস্বাদ
580,süß::A,әмтәхн,মিষ্ট
581,bitter::A,һашун,তিক্ত
582,bitter::A,һашута,তিক্ত
583,sauer::A,ишклң,টক
584,hell::A,герлтә,উজ্জ্বল
585,dunkel::A,харңһу,অন্ধকারময়
586,schwarz::A,хар,কালো
587,weiß::A,цаһан,সাদা
588,rot::A,улан,লাল
589,gelb::A,шар,হলদে
590,blau::A,көк,নীল
591,grün::A,көк,সবুজ
592,grau::A,бор,ছাই-রঙা
593,bunt::A,алг,রঙিন
594,bunt::A,эрәтә,রঙিন
595,billig::A,кимд,সস্তা
596,teuer::A,үнтә,আক্রা
597,wertvoll::A,үнтә,মহার্ঘ
598,wertvoll::A,эрднь,মহার্ঘ
599,blind::A,сохр,কানা
600,taub::A,дүлә,বধির
601,kräftig::A,күчтә,বিশাল
602,stark::A,чаңһ,শক্তিশালী
603,schwach::A,күчн тату,দুর্বল
604,fett::A,тарһн,মোটা
605,schlank::A,эццн,কৃশ
606,hübsch::A,көркхн,সুন্দর
607,böse::A,уурта,খারাপ
608,dumm::A,тенг,মূর্খ
609,faul::A,залху,শ্রমবিমুখ
610,fleißig::A,кинән,পরিশ্রমী
611,fleißig::A,кинмһә,পরিশ্রমী
612,geizig::A,ховдг,ব্যয়কুণ্ঠ
613,klug::A,ухата,দক্ষ
614,geschickt::A,чадмг,পটু
615,lieb::A,эңкр,প্রেয়
616,lustig::A,сергмҗтә,প্রফুল্ল
617,lustig::A,җирһлтә,প্রফুল্ল
618,sanft::A,номһн,নম্র
619,hungrig::A,өлн,ক্ষুধার্ত
620,hungrig::A,харһнсн,ক্ষুধার্ত
621,krank::A,өвчтә,অসুস্থ
622,krank::A,шалтгта,অসুস্থ
623,nackt::A,нүцкн,উলঙ্গ
624,traurig::A,һундлта,দুঃখিত
625,lebendig::A,әмд,জীবিত
626,gut::A,сән,ভালো
627,schlecht::A,му,মন্দ
628,richtig::A,зөвтә,ঠিক
629,schlimm::A,җигшүртә,কদর্য
630,wahr::A,үнн,বাস্তব
631,wahr::A,мөн,বাস্তব
632,alt::A,хуучн,পুরাতন
633,neu::A,шин,নব
634,neu::A,шин,নূতন
635,ehemalig::A,хуучн,পূর্বকালীন
636,alt[Lebewesen]::A,көгшн,বৃদ্ধ
637,jung::A,баһ,তরুণ
638,arm::A,угатя,ক্ষুদ্র
639,reich::A,байн,ধনবান্
640,bekannt::A,таньл,সুপরিচিত
641,bekannt::A,таньдг,সুপরিচিত
642,berühmt::A,туурсн,বিখ্যাত
643,fremd::A,күүнә,বিদেশি
644,verschieden::A,әдл биш,বিসদৃশ
645,verschieden::A,йилһәтә,বিসদৃশ
646,nah::A,өөрхн,নিকটবতী
647,fern::A,хол,দুরবতী
648,linker::A,зүн,বাম
649,rechter::A,барун,ডান
650,rechter::A,барун,ডাইন
651,anderer::A,талдан,অন্যতর
652,erster::A,негдгч,প্রথম
653,zweiter::A,хойрдгч,দ্বিতীয়
654,dritter::A,һурвдгч,তৃতীয়
655,letzter::A,отхн,সর্বশেষ
656,allein::ADV,һанцарн,একক
657,auf einmal::ADV,нег дәкҗ,জলদি
658,zusammen::ADV,хамдан,একসঙ্গে
659,lange::ADV,удан,লম্বা
660,plötzlich::ADV,генткн,হঠাৎ
661,sofort::ADV,дарунь,মুহ্ণর্তমধ্যে
662,später::ADV,сүүлд,পশ্চাতে
663,jetzt::ADV,ода,এখন
664,heute::ADV,эндр,আজ
665,morgen::ADV,маңһдур,আগামিকাল
666,bald::ADV,дарунь,অস্পকালমধ্যে
667,dann::ADV,дәкәд,তখন
668,gestern::ADV,өцклдүр,গতকাল
669,einst::ADV,нег саамд,একবার মাত্র
670,damals::ADV,тиигхд,তখন
671,danach::ADV,тегәд,পরে
672,vorher::ADV,урд,আগে
673,zuerst::ADV,түрүләд,আগে
674,einmal::ADV,нег дәкҗ,একবার
675,manchmal::ADV,зәрмдән,কখনও কখনও
676,oft::ADV,хара биш,ঘনঘন
677,oft::ADV,хатяр биш,ঘনঘন
678,oft::ADV,дару-дарунь,ঘনঘন
679,immer::ADV,оньдинд,সর্বদা
680,niemals::ADV,кезә чмгн биш,কখলও নহে
681,hier::ADV,энд,এখানে
682,hier::ADV,энүнд,এখানে
683,hierhin::ADV,нааран,এখানে
684,von hier::ADV,эндәс,ত্রই স্তান হইতে
685,dort::ADV,тенд,ওখানে
686,dorthin::ADV,тиигән,ওখানে
687,geradeaus::ADV,шуд,অগ্রগামী
688,vorwärts::ADV,уралан,সন্মুখিকে
689,rückwärts::ADV,гедргән,খিরিয়া
690,zurück::ADV,хәрү,পিঠ
691,unten::ADV,дор,নীচে
692,hinab::ADV,дор,নিম্নগামী
693,hinab::ADV,доракшан,নিম্নগামী
