,Concept_ID,bg,ar
310,Angelegenheit::N,работа,شأن
311,Anzahl::N,брой,عدد
312,Anzahl::N,количество,عدد
313,Art::N,вид,نوع
314,Stück::N,къс,قطعة
315,Stück::N,парче,قطعة
316,Teil::N,дял,قسم
317,Teil::N,част,قسم
318,Hälfte::N,половина,نصف
319,Kreis::N,кръг,دائرة
320,Kreuz::N,кръст,صليب
321,Linie::N,черта,خط
322,Strich::N,щрих,شرطة
323,Strich::N,черта,شرطة
324,Abstand::N,дистанция,مسافة
325,Abstand::N,разстояние,مسافة
326,Entfernung::N,разстояние,بعد
327,Gegend::N,местност,ناحية
328,Platz::N,място,فراغ
329,Ort::N,място,مكان
330,Seite::N,страна,جانب
331,Mitte::N,среда,وسط
332,Gegenstand::N,предмет,موضوع
333,Sache::N,вещ,شيء
334,Rand::N,ръб,حافة
335,Kante::N,ръб,حافة
336,Kante::N,кант,حافة
337,Ecke::N,ъгъл,ركن
338,Spitze::N,връх,سن
339,Spitze::N,острие,سن
340,Ende::N,край,طرف
341,Loch::N,дупка,ثقب
342,Winkel::N,кът,زاوية
343,Winkel::N,ъгъл,زاوية
344,Muster::N,десен,عينة
345,Muster::N,образец,عينة
346,Größe::N,големина,حجم
347,Länge::N,дължина,طول
348,Höhe::N,висота,علو
349,Höhe::N,висота,ارتفاع
350,Höhe::N,височина,علو
351,Höhe::N,височина,ارتفاع
352,Gewicht::N,тегло,وزن
353,Gewicht::N,тежест,وزن
354,Menge::N,количество,كمية
355,Haufen::N,куп,كوم
356,Haufen::N,грамада,كوم
357,Reihe::N,ред,صف
358,Reihe::N,редица,صف
359,Boot::N,лодка,قارب
360,Boot::N,лодка,زورق
361,Ruder::N,весло,مجذاف
362,Ruder::N,гребло,مجذاف
363,Schlitten::N,шейна,مزلقة
364,Ski::N,ски,زلاجة
365,Lagerfeuer::N,огнище,نار المخيم
366,Last::N,товар,حمل
367,Gang::N,ход,مشية
368,Gang::N,вървеж,مشية
369,Schritt::N,стъпка,خطوة
370,Norden::N,север,شمال
371,Süden::N,юг,جنوب
372,Westen::N,запад,غرب
373,Osten::N,изток,شرق
374,Holz::N,дърво,خشب
375,Brett::N,дъска,لوح
376,Stange::N,прът,عود
377,Stange::N,върлина,عود
378,Stock::N,прът,عصا
379,Stock::N,тояга,عصا
380,Stab::N,прът,قضيب
381,Rohr::N,цев,أنبوبة
382,Rohr::N,тръба,أنبوبة
383,Haus::N,къща,دار
384,Haus::N,къща,بيت
385,Heim::N,дом,بيت
386,Heim::N,дом,مسكن
387,Ofen::N,печка,مدفأة
388,Fußboden::N,под,أرضية
389,Tisch::N,маса,مائدة
390,Stuhl::N,стол,كرسي
391,Wiege::N,люлка,مهد
392,Bett::N,легло,سرير
393,Bett::N,креват,سرير
394,Regal::N,рафт,رف
395,Regal::N,етажерка,رف
396,Kiste::N,кутия,صندوق
397,Kiste::N,сандък,صندوق
398,Fenster::N,прозорец,شباك
399,Fenster::N,прозорец,نافذة
400,Tür::N,врата,باب
401,Tor::N,врата,بوابة
402,Zaun::N,ограда,سياج
403,Dach::N,покрив,سطح
404,Leiter::N,стълба,سلم
405,Besen::N,метла,مكنسة
406,Spaten::N,лопата,مسحاة
407,Schaufel::N,лопата,مجرفة
408,Gabel::N,вилица,شوكة
409,Löffel::N,лъжица,ملعقة
410,Messer::N,нож,سكين
411,Nagel::N,гвоздей,مسمار
412,Netz::N,мрежа,شبكة
413,Haken::N,кука,خطاف
414,Haken::N,кука,صنارة
415,Haken::N,закачалка,خطاف
416,Haken::N,закачалка,صنارة
417,Griff::N,ръчка,قبضة
418,Griff::N,дръжка,قبضة
419,Schloss::N,брава,قفل
420,Schloss::N,ключалка,قفل
421,Bild::N,картина,صورة
422,Figur::N,фигура,تمثال
423,Puppe::N,кукла,دمية
424,Beutel::N,кесия,كيس
425,Bündel::N,връзка,ربطة
426,Tasche::N,чанта,شنطة
427,Tasche::N,чанта,محفظة
428,Eimer::N,кофа,سطل
429,Eimer::N,кофа,جردل
430,Deckel::N,капак,سداد
431,Deckel::N,похлупак,سداد
432,Geschirr::N,съдове,أوان
433,Sack::N,чувал,زكيبة
434,Tasse::N,чаша,فنجان
435,Topf::N,гърне,قدر
436,Topf::N,гърне,طنجرة
437,Topf::N,тенджера,قدر
438,Topf::N,тенджера,طنجرة
439,Kessel::N,котел,قدر
440,Kessel::N,котел,غلاية
441,Essen::N,ядене,طعام
442,Nahrung::N,храна,غذاء
443,Speise::N,ястие,أكل
444,Fleisch::N,месо,لحم
445,Getreide::N,зърнено храни,حبوب
446,Brei::N,каша,عصيدة
447,Brot::N,хляб,خبز
448,Scheibe::N,резен,شريحة
449,Fett::N,мазнина,سمن
450,Butter::N,масло,زبدة
451,Öl::N,олио,زيت
452,Öl::N,оливия,زيت
453,Salz::N,сол,ملح
454,Suppe::N,супа,حساء
455,Suppe::N,супа,شربة
456,Honig::N,мед,عسل
457,Milch::N,мляко,حليب
458,Tee::N,чай,شاي
459,Leder::N,кожа,جلد
460,Wolle::N,вълна,صوف
461,Stoff::N,плат,قماش
462,Stoff::N,материал,قماش
463,Nadel::N,игла,إبرة
464,Faden::N,конец,خيط
465,Knopf::N,копче,زر
466,Knoten::N,възел,عقدة
467,Farbe::N,боя,صبغة
468,Kleidung::N,дрехи,ملابس
469,Kleidung::N,облекло,ملابس
470,Hemd::N,риза,قميص
471,Kragen::N,яка,ياقة
472,Ärmel::N,ръкав,كم
473,Hose::N,панталони,سروال
474,Hose::N,панталони,بنطلون
475,Gürtel::N,пояс,حزام
476,Gürtel::N,колан,حزام
477,Mütze::N,каскет,طاقية
478,Mütze::N,фуражка,طاقية
479,Schuh::N,обувка,حذاء
480,Stiefel::N,ботуш,جزمة
481,Stiefel::N,ботуш,حذاء طويل
482,Ring::N,пръстен,حلقة
483,Band::N,лента,شريط
484,Band::N,връзка,شريط
485,Kamm::N,гребен,مشط
486,Spiegel::N,огледало,مرآة
487,Riemen::N,каиш,سير
488,Riemen::N,ремък,سير
489,Schnur::N,връв,حبل
490,Schnur::N,връв,دوبارة
491,Leine::N,връв,قيد
492,Leine::N,въже,قيد
493,Decke::N,покривка,بطانية
494,Kissen::N,възглавница,وسادة
495,Tuch::N,сукно,منديل
496,Handtuch::N,пешкир,فوطة
497,Handtuch::N,пешкир,منشفة
498,Handtuch::N,кърпа за лице,فوطة
499,Handtuch::N,кърпа за лице,منشفة
500,Kraft::N,мощ,قدرة
501,Kraft::N,сила,قدرة
502,Stärke::N,сила,قوة
503,Gesundheit::N,здраве,صحة
504,Krankheit::N,болест,مرض
505,Schmerz::N,болка,ألم
506,Schmerz::N,болка,وجع
507,Wunde::N,рана,جرح
508,Fieber::N,треска,حمى
509,Fieber::N,температура,حمى
510,Arznei::N,лек,دواء
511,Arznei::N,лекарство,دواء
512,Brücke::N,мост,جسر
513,Brunnen::N,чешма,بئر
514,Brunnen::N,кладенец,بئر
515,Weide::N,паша,مرعى
516,Weide::N,пасище,مرعى
517,Pfad::N,пътека,درب
518,Weg::N,път,سكة
519,Straße::N,шосе,طريق
520,Dorf::N,село,قرية
521,Stadt::N,град,مدينة
522,Brief::N,писмо,خطاب
523,Brief::N,писмо,مكتوب
524,Buch::N,книга,كتاب
525,Buchstabe::N,буква,حرف
526,Zeitung::N,вестник,جريدة
527,Leben::N,живот,عيش
528,Leben::N,живот,حياة
529,Tod::N,смърт,موت
530,Tod::N,смърт,وفاة
531,Grab::N,гроб,قبر
532,Kirche::N,църква,كنيسة
533,Sünde::N,грях,خطيئة
534,Gott::N,бог,إله
535,Arbeiter::N,работник,عامل
536,Chef::N,шеф,رئيس
537,Chef::N,началник,رئيس
538,Meister::N,майстор,أسطى
539,Arzt::N,лекар,طبيب
540,Lehrer::N,учител,مدرس
541,Geld::N,пари,نقود
542,Geschäft::N,сделка,صفقة
543,Laden::N,дюкян,دكان
544,Laden::N,магазин,دكان
545,Preis::N,цена,سعر
546,Ware::N,стока,بضاعة
547,Nutzen::N,полза,فائدة
548,Nutzen::N,облага,فائدة
549,Reichtum::N,богатство,غنى
550,Reichtum::N,богатство,ثروة
551,Welt::N,свят,عالم
552,Welt::N,свят,دنيا
553,Land::N,страна,بلد
554,Staat::N,щат,دولة
555,Staat::N,държава,دولة
556,König::N,крал,ملك
557,Macht::N,мощ,سلطة
558,Macht::N,власт,سلطة
559,Grenze::N,граница,حدود
560,Krieg::N,война,حرب
561,Feind::N,враг,عدو
562,Feind::N,неприятел,عدو
563,Gewalt::N,сила,عنف
564,Gewalt::N,насилие,عنف
565,Kampf::N,борба,قتال
566,Kampf::N,сражение,قتال
567,Bogen[Waffe]::N,лък,قوس
568,Pfeil::N,стрела,سهم
569,Gewehr::N,пушка,بندقية
570,Fehler::N,грешка,خطأ
571,Lüge::N,лъжа,كذب
572,Schaden::N,повреда,تلف
573,Unglück::N,нещастие,نحس
574,Schuld::N,вина,ذنب
575,Alter::N,възраст,سن
576,Alter::N,възраст,عمر
577,Schluss::N,край,ختام
578,Schluss::N,край,نهاية
579,Zeit::N,време,وقت
580,Tag::N,ден,يوم
581,Morgen::N,утро,صباح
582,Morgen::N,сутрин,صباح
583,Mittag::N,обед,ظهر
584,Mittag::N,пладне,ظهر
585,Abend::N,вечер,مساء
586,Nacht::N,нощ,ليلة
587,Woche::N,седмица,أسبوع
588,Monat::N,месец,شهر
589,Jahr::N,година,عام
590,Jahr::N,година,سنة
591,Frühling::N,пролет,ربيع
592,Sommer::N,лято,صيف
593,Herbst::N,есен,خريف
594,Winter::N,зима,شتاء
595,Januar::N,януари,يناير
596,Januar::N,януари,كانون الثاني
597,Februar::N,февруари,شباط
598,Februar::N,февруари,فبراير
599,März::N,март,آذار
600,März::N,март,مارس
601,April::N,април,نيسان
602,Mai::N,май,مايو
603,Juni::N,юни,يونيو
604,Juni::N,юни,حزيران
605,Juli::N,юли,تموز
606,Juli::N,юли,يوليو
607,August::N,август,آب
608,August::N,август,أغسطس
609,September::N,септември,أيلول
610,September::N,септември,سبتمبر
611,Oktober::N,октомври,أكتوبر
612,Oktober::N,октомври,تشرين الأول
613,November::N,ноември,نوفمبر
614,November::N,ноември,تشرين الثاني
615,Dezember::N,декември,ديسمبر
616,Dezember::N,декември,كانون الأول
617,Montag::N,понеделник,يوم الاثنين
618,Dienstag::N,вторник,يوم الثلاثاء
619,Mittwoch::N,сряда,يوم الأربعاء
620,Donnerstag::N,четвъртък,يوم الخميس
621,Freitag::N,петък,يوم الجمعة
622,Samstag::N,събота,يوم السبت
623,Sonntag::N,неделя,يوم الأحد
624,groß::A,едър,كبير
625,groß::A,голям,كبير
626,klein::A,малък,صغير
627,klein::A,дребен,صغير
628,lang::A,дълъг,طويل
629,kurz::A,къс,قصير
630,breit::A,широк,واسع
631,schmal::A,тесен,ضيق
632,dicht::A,гъст,كث
633,dicht::A,гъст,كثيف
634,dick[Gegenstand]::A,дебел,غليظ
635,dünn::A,тънък,رفيع
636,fein::A,фин,رقيق
637,fein::A,тънък,رقيق
638,fest::A,твърд,متين
639,fest::A,плътен,متين
640,flach::A,равен,سهل
641,flach::A,равен,منبسط
642,flach::A,плосък,سهل
643,flach::A,плосък,منبسط
644,glatt::A,гладък,ناعم
645,hart::A,твърд,صلب
646,hart::A,твърд,جامد
647,hart::A,корав,صلب
648,hart::A,корав,جامد
649,weich::A,мек,لين
650,rund::A,кръгъл,مستدير
651,spitz::A,островръх,مدبب
652,scharf::A,остър,حاد
653,stumpf::A,тъп,ثالم
654,schwer::A,тежък,ثقيل
655,schön::A,хубав,جميل
656,schön::A,красив,جميل
657,heiß::A,жарък,حار
658,heiß::A,жарък,ساخن
659,warm::A,топъл,دافئ
660,kalt::A,студен,بارد
661,kühl::A,хладен,قر
662,frisch::A,свеж,طازج
663,feucht::A,влажен,رطب
664,nass::A,мокър,مبلول
665,trocken::A,сух,جاف
666,voll::A,пълен,ملء
667,leer::A,празен,خال
668,leer::A,празен,فارغ
669,offen::A,откровен,مفتوح
670,geschlossen::A,закрит,مغلق
671,geschlossen::A,затворен,مغلق
672,sauber::A,чист,نظيف
673,schmutzig::A,мръсен,قذر
674,roh::A,суров,نيء
675,reif::A,зрял,ناضج
676,lecker::A,вкусен,لذيذ
677,süß::A,сладък,حلو
678,bitter::A,горчив,مر
679,sauer::A,кисел,حامض
680,hell::A,ясен,نير
681,hell::A,светъл,نير
682,dunkel::A,тъмен,مظلم
683,schwarz::A,черен,أسود
684,weiß::A,бял,أبيض
685,rot::A,червен,أحمر
686,gelb::A,жълт,أصفر
687,blau::A,син,أزرق
688,grün::A,зелен,أخضر
689,grau::A,сив,رمادي
690,bunt::A,шарен,ملوب
691,bunt::A,пъстър,ملوب
692,billig::A,евтин,رخيص
693,teuer::A,скъп,غال
694,wertvoll::A,ценен,ثمين
695,blind::A,сляп,أعمى
696,taub::A,глух,أصم
697,taub::A,глух,أطرش
698,kräftig::A,силен,قوي
699,stark::A,здрав,قوي
700,stark::A,силен,قوي
701,schwach::A,слаб,ضعيف
702,fett::A,тлъст,سمين
703,schlank::A,тънък,أهيف
704,schlank::A,строен,أهيف
705,hübsch::A,хубав,جميل
706,böse::A,зъл,رديء
707,dumm::A,глупав,أبله
708,dumm::A,глупав,أحمق
709,faul::A,ленив,كسلان
710,faul::A,мързелив,كسلان
711,fleißig::A,прилежен,مجتهد
712,geizig::A,скъпернически,بخيل
713,klug::A,умен,ذكي
714,klug::A,умен,عاقل
715,klug::A,разумен,ذكي
716,klug::A,разумен,عاقل
717,geschickt::A,умел,ماهر
718,geschickt::A,сръчен,ماهر
719,lieb::A,мил,عزيز
720,lieb::A,драг,عزيز
721,lustig::A,весел,مرح
722,sanft::A,нежен,حليم
723,sanft::A,кротък,حليم
724,hungrig::A,гладен,جائع
725,krank::A,болен,مريض
726,nackt::A,гол,عار
727,traurig::A,тъжен,حزين
728,traurig::A,печален,حزين
729,lebendig::A,жив,حي
730,gut::A,добър,جيد
731,schlecht::A,лош,سيء
732,richtig::A,правилен,صحيح
733,schlimm::A,лош,خبيث
734,wahr::A,верен,حق
735,wahr::A,истински,حق
736,alt::A,стар,قديم
737,alt::A,древен,قديم
738,neu::A,нов,جديد
739,ehemalig::A,бивш,سابق
740,alt[Lebewesen]::A,стар,مسن
741,jung::A,млад,شاب
742,jung::A,млад,صغير
743,arm::A,беден,فقير
744,reich::A,богат,غني
745,bekannt::A,познат,معلوم
746,bekannt::A,известен,معلوم
747,berühmt::A,почут,مشهور
748,berühmt::A,известен,مشهور
749,fremd::A,чужд,أجنبي
750,verschieden::A,разен,مختلف
751,verschieden::A,различен,مختلف
752,nah::A,близък,قريب
753,fern::A,далечен,بعيد
754,linker::A,ляв,يسار
755,rechter::A,прав,يمين
756,anderer::A,друг,آخر
757,erster::A,пръв,أول
758,erster::A,първи,أول
759,zweiter::A,втори,ثان
760,dritter::A,трети,ثالث
761,letzter::A,последен,أخير
762,allein::ADV,само,وحده
763,auf einmal::ADV,същевременно,بالمرة
764,zusammen::ADV,заедно,معا
765,lange::ADV,дълго,مدة طويلة
766,plötzlich::ADV,изведнъж,فجأة
767,sofort::ADV,веднага,حالا
768,sofort::ADV,веднага,فورا
769,später::ADV,по-късно,فيما بعد
770,jetzt::ADV,сега,الآن
771,jetzt::ADV,сега,حاليا
772,heute::ADV,днес,اليوم
773,morgen::ADV,утре,غدا
774,bald::ADV,скоро,قريبا
775,dann::ADV,после,ثم
776,dann::ADV,тогава,ثم
777,gestern::ADV,вчера,أمس
778,gestern::ADV,вчера,البارحة
779,einst::ADV,някога,قديما
780,damals::ADV,тогава,حينئذ
781,danach::ADV,после,ثم
782,danach::ADV,после,بعد ذلك
783,danach::ADV,след това,ثم
784,danach::ADV,след това,بعد ذلك
785,vorher::ADV,преди,من قبل
786,vorher::ADV,преди,قبل ذلك
787,vorher::ADV,преди това,من قبل
788,vorher::ADV,преди това,قبل ذلك
789,zuerst::ADV,най-напред,أولا
790,einmal::ADV,веднъж,مرة
791,einmal::ADV,един път,مرة
792,manchmal::ADV,понякога,أحيانا
793,oft::ADV,често,كثيرا
794,immer::ADV,винаги,دائما
795,niemals::ADV,никога,لا أبدا
796,hier::ADV,тук,هنا
797,hier::ADV,тука,هنا
798,hierhin::ADV,насам,إلى هنا
799,von hier::ADV,оттук,من هنا
800,von hier::ADV,оттука,من هنا
801,dort::ADV,там,هناك
802,dorthin::ADV,натам,إلى هناك
803,dorthin::ADV,нататък,إلى هناك
804,geradeaus::ADV,направо,إلى الأمام
805,vorwärts::ADV,напред,إلى الأمام
806,rückwärts::ADV,назад,إلى الوراء
807,zurück::ADV,обратно,عودا
808,zurück::ADV,обратно,إلى الخلف
809,unten::ADV,долу,تحت
810,unten::ADV,долу,في الأسفل
811,hinab::ADV,надолу,إلى تحت
812,oben::ADV,горе,فوق
813,oben::ADV,горе,في الأعلى
814,hinauf::ADV,нагоре,إلى فوق
815,hinauf::ADV,нагоре,إلى الأعلى
816,überall::ADV,навсякъде,في كل مكان
817,nicht::ADV,не,لا
818,nicht::ADV,не,لم
819,ein wenig::ADV,малко,قليلا
820,kaum::ADV,едва,كاد لا
821,kaum::ADV,едвам,كاد لا
822,sehr::ADV,много,جدا
823,sehr::ADV,много,كثيرا
824,sehr::ADV,твърде,جدا
825,sehr::ADV,твърде,كثيرا
826,so::ADV,тъй,كذا
