,Concept_ID,sk,tr
72,Boden::N,zem,yer
73,Boden::N,zem,zemin
74,Boden::N,pôda,yer
75,Boden::N,pôda,zemin
76,Erde::N,zem,toprak
77,Staub::N,prach,toz
78,Rauch::N,dym,duman
79,Funke::N,iskra,kıvılcım
80,Feuer::N,oheň,ateş
81,Licht::N,svetlo,ışık
82,Schatten::N,tieň,gölge
83,Wetter::N,počasie,hava
84,Nebel::N,hmla,pus
85,Wolke::N,oblak,bulut
86,Wolke::N,mračno,bulut
87,Regen::N,dážď,yağmur
88,Schnee::N,sneh,kar
89,Eis::N,ľad,buz
90,Frost::N,mráz,don
91,Kälte::N,zima,soğukluk
92,Kälte::N,chlad,soğukluk
93,Hitze::N,horúčava,sıcaklık
94,Raureif::N,srieň,kırç
95,Raureif::N,inovať,kırç
96,Regenbogen::N,dúha,gökkuşağı
97,Donner::N,hrom,gök gürlemesi
98,Strömung::N,prúdenie,akıntı
99,Strömung::N,prúdenie,cereyan
100,Tropfen::N,kvapka,damla
101,Schaum::N,pena,köpük
102,Schmutz::N,špina,çamur
103,Schmutz::N,špina,pislik
104,Schmutz::N,nečistota,çamur
105,Schmutz::N,nečistota,pislik
106,See::N,jazero,göl
107,Sumpf::N,bahno,batak
108,Moor::N,močiar,cılgıt
109,Wiese::N,lúka,çimen
110,Wald::N,les,koru
111,Wald::N,les,orman
112,Wald::N,hora,koru
113,Wald::N,hora,orman
114,Hügel::N,vŕšok,tepe
115,Anhöhe::N,výšina,tümsek
116,Anhöhe::N,výšina,yükseklik
117,Anhöhe::N,vyvýšenina,tümsek
118,Anhöhe::N,vyvýšenina,yükseklik
119,Berg::N,hora,dağ
120,Gipfel::N,vrchol,zirve
121,Höhle::N,jaskyňa,in
122,Höhle::N,jaskyňa,mağara
123,Abhang::N,úbočie,bayır
124,Quelle::N,prameň,pınar
125,Quelle::N,prameň,kaynak
126,Bach::N,potok,çay
127,Bach::N,potok,dere
128,Fluss::N,rieka,nehir
129,Ufer::N,breh,kıyı
130,Ufer::N,breh,sahil
131,Küste::N,pobrežie,kıyı
132,Küste::N,pobrežie,sahil
133,Festland::N,pevnina,kara
134,Meer::N,more,deniz
135,Bucht::N,záliv,koy
136,Bucht::N,záliv,körfez
137,Bucht::N,zátoka,koy
138,Bucht::N,zátoka,körfez
139,Insel::N,ostrov,ada
140,Blume::N,kvet,çiçek
141,Blume::N,kvetina,çiçek
142,Gras::N,tráva,ot
143,Gras::N,tráva,çim
144,Wurzel::N,koreň,kök
145,Baum::N,strom,ağaç
146,Stamm::N,kmeň,gövde
147,Rinde::N,kôra,kabuk
148,Ast::N,konár,dal
149,Ast::N,konár,budak
150,Zweig::N,vetva,dal
151,Blatt::N,list,yaprak
152,Birke::N,breza,huş
153,Kiefer[Baum]::N,sosna,çam
154,Kiefer[Baum]::N,borovica,çam
155,Weide[Baum]::N,vŕba,söğüt
156,Tanne::N,jedľa,çam
157,Tanne::N,jedľa,köknar
158,Horn::N,roh,boynuz
159,Feder::N,pero,tüy
160,Fell::N,koža,post
161,Fell::N,kožušina,post
162,Flügel::N,krídlo,kanat
163,Klaue::N,paznecht,pençe
164,Kralle::N,pazúr,tırnak
165,Schwanz::N,chvost,kuyruk
166,Ei::N,vajce,yumurta
167,Ei::N,vajíčko,yumurta
168,Nest::N,hniezdo,yuva
169,Bau::N,nora,in
170,Tier::N,zviera,hayvan
171,Herde::N,stádo,sürü
172,Kuh::N,krava,inek
173,Bulle::N,býk,boğa
174,Pferd::N,kôň,at
175,Pferd::N,kôň,beygir
176,Schaf::N,ovca,koyun
177,Schwein::N,sviňa,domuz
178,Hund::N,pes,it
179,Hund::N,pes,köpek
180,Katze::N,mačka,kedi
181,Bär::N,medveď,ayı
182,Eichhörnchen::N,veverička,sincap
183,Elch::N,los,büyük kuzey geyiği
184,Fuchs::N,líška,tilki
185,Hase::N,zajac,tavşan
186,Maus::N,myš,fare
187,Maus::N,myš,sıçan
188,Wolf::N,vlk,kurt
189,Vogel::N,vták,kuş
190,Schwarm::N,roj,sürü
191,Huhn::N,kurča,tavuk
192,Huhn::N,sliepka,tavuk
193,Hahn::N,kohút,horoz
194,Gans::N,hus,kaz
195,Adler::N,orol,kartal
196,Adler::N,orol,karakuş
197,Ente::N,kačka,ördek
198,Ente::N,kačica,ördek
199,Eule::N,sova,baykuş
200,Kranich::N,žeriav,turna
201,Krähe::N,vrana,karga
202,Kuckuck::N,kukučka,guguk
203,Schwan::N,labuť,kuğu
204,Fisch::N,ryba,balık
205,Barsch::N,ostriež,hani
206,Barsch::N,ostriež,levrek
207,Hecht::N,šťuka,turnabalığı
208,Schlange[Tier]::N,had,yılan
209,Wurm::N,červ,kurt
210,Wurm::N,červ,solucan
211,Spinne::N,pavúk,örümcek
212,Ameise::N,mravec,karınca
213,Laus::N,voš,bit
214,Mücke::N,komár,sivrisinek
215,Fliege::N,mucha,sinek
216,Schmetterling::N,motýľ,kelebek
217,Beere::N,bobuľa,tane
218,Apfel::N,jablko,elma
219,Pilz::N,hríb,mantar
220,Zwiebel::N,cibuľa,soğan
221,Saat::N,osivo,ekin
222,Korn::N,zrno,tane
223,Heu::N,seno,kuru ot
224,Schale::N,šupa,kabuk
225,Schale::N,škrupina,kabuk
226,Grube::N,jama,çukur
227,Falle::N,pasca,tuzak
228,Falle::N,klepec,tuzak
229,Schlinge::N,slučka,ilmik
230,Spur::N,stopa,iz
231,Asche::N,popol,kül
232,Dreck::N,kal,pislik
233,Dreck::N,blato,pislik
234,Eisen::N,železo,demir
235,Gold::N,zlato,altın
236,Silber::N,striebro,gümüş
237,Kohle::N,uhlie,kömür
238,Glas::N,sklo,cam
239,Lehm::N,íl,balçık
240,Lehm::N,hlina,balçık
241,Sand::N,piesok,kum
242,Mensch::N,človek,insan
243,Mann::N,muž,adam
244,Mann::N,muž,erkek
245,Mann::N,chlap,adam
246,Mann::N,chlap,erkek
247,Frau::N,žena,bayan
248,Kind::N,dieťa,çocuk
249,Junge::N,chlapec,erkek çocuk
250,Mädchen::N,dievka,kız
251,Familie::N,rodina,aile
252,Großvater::N,dedo,dede
253,Großvater::N,dedo,büyükbaba
254,Großvater::N,starý otec,dede
255,Großvater::N,starý otec,büyükbaba
256,Großmutter::N,babička,nine
257,Großmutter::N,babička,büyükanne
258,Großmutter::N,stará mať,nine
259,Großmutter::N,stará mať,büyükanne
260,Eltern::N,rodičia,ebeveyn
261,Eltern::N,rodičia,ana baba
262,Vater::N,otec,ata
263,Vater::N,otec,baba
264,Mutter::N,mať,ana
265,Mutter::N,mať,anne
266,Mutter::N,matka,ana
267,Mutter::N,matka,anne
268,Sohn::N,syn,oğul
269,Tochter::N,dcéra,kız
270,Tochter::N,dcéra,kız evlât
271,Bruder::N,brat,abi
272,Bruder::N,brat,erkek kardeş
273,Schwester::N,sestra,abla
274,Schwester::N,sestra,kız kardeş
275,Onkel::N,ujo,dayı
276,Onkel::N,strýko,dayı
277,Tante::N,teta,hala
278,Tante::N,teta,teyze
279,Tante::N,tetka,hala
280,Tante::N,tetka,teyze
281,Ehemann::N,muž,koca
282,Ehemann::N,manžel,koca
283,Ehefrau::N,žena,karı
284,Ehefrau::N,manželka,karı
285,Freude::N,radosť,neşe
286,Freude::N,radosť,sevinç
287,Gelächter::N,smiech,gülme
288,Gelächter::N,smiech,kahkaha
289,Glück::N,šťastie,mutluluk
290,Kummer::N,žiaľ,dert
291,Kummer::N,žiaľ,keder
292,Kummer::N,zármutok,dert
293,Kummer::N,zármutok,keder
294,Wunsch::N,prianie,arzu
295,Wunsch::N,prianie,istek
296,Lust::N,chuť,arzu
297,Lust::N,chuť,heves
298,Geist::N,duch,tin
299,Gedanke::N,myšlienka,fikir
300,Gedanke::N,myšlienka,düşünce
301,Gedächtnis::N,pamäť,bellek
302,Verstand::N,rozum,zekâ
303,Sinn::N,zmysel,anlam
304,Grund::N,dôvod,sebep
305,Grund::N,príčina,sebep
306,Wahrheit::N,pravda,doğruluk
307,Wahrheit::N,pravda,gerçeklik
308,Gespräch::N,reč,görüşme
309,Gespräch::N,rozhovor,görüşme
310,Märchen::N,rozprávka,masal
311,Erzählung::N,poviedka,öykü
312,Erzählung::N,poviedka,hikâye
313,Nachricht::N,správa,haber
314,Neuigkeit::N,novinka,haber
315,Name::N,meno,ad
316,Name::N,meno,isim
317,Rätsel::N,záhada,bilmece
318,Rätsel::N,hádanka,bilmece
319,Rede::N,reč,söylev
320,Rede::N,reč,konuşma
321,Sprache::N,reč,dil
322,Sprache::N,reč,lisan
323,Sprache::N,jazyk,dil
324,Sprache::N,jazyk,lisan
325,Stimme::N,hlas,ses
326,Wort::N,slovo,kelime
327,Zeichen::N,znak,işaret
328,Ruf::N,volanie,çağırma
329,Ruf::N,zavolanie,çağırma
330,Lärm::N,hluk,şamata
331,Lärm::N,hluk,gürültü
332,Lärm::N,hurhaj,şamata
333,Lärm::N,hurhaj,gürültü
334,Laut::N,zvuk,ses
335,Ton::N,tón,ses
336,Ton::N,zvuk,ses
337,Lied::N,pieseň,türkü
338,Ruhe::N,pokoj,sakinlik
339,Leute::N,ľudia,halk
340,Leute::N,ľudia,insanlar
341,Volk::N,ľud,ulus
342,Volk::N,ľud,millet
343,Volk::N,národ,ulus
344,Volk::N,národ,millet
345,Arbeit::N,práca,iş
346,Arbeit::N,práca,çalışma
347,Arbeit::N,robota,iş
348,Arbeit::N,robota,çalışma
349,Gast::N,hosť,konuk
350,Gast::N,hosť,misafir
351,Geschenk::N,dar,hediye
352,Geschenk::N,dar,armağan
353,Spiel::N,hra,oyun
354,Gesellschaft::N,spoločnosť,çevre
355,Gesellschaft::N,spoločnosť,arkadaşlık
356,Hilfe::N,pomoc,yardım
357,Freund::N,priateľ,dost
358,Freund::N,priateľ,arkadaş
359,Kamerad::N,kamarát,arkadaş
360,Angelegenheit::N,vec,iş
361,Angelegenheit::N,vec,husus
362,Angelegenheit::N,záležitosť,iş
363,Angelegenheit::N,záležitosť,husus
364,Anzahl::N,počet,sayı
365,Anzahl::N,množstvo,sayı
366,Art::N,druh,çeşit
367,Stück::N,kus,tane
368,Stück::N,kus,parça
369,Stück::N,kúsok,tane
370,Stück::N,kúsok,parça
371,Teil::N,časť,kısım
372,Hälfte::N,polka,yarı
373,Hälfte::N,polovica,yarı
374,Kreis::N,kruh,daire
375,Kreuz::N,kríž,haç
376,Linie::N,línia,hat
377,Linie::N,línia,çizgi
378,Strich::N,čiara,çizgi
379,Abstand::N,vzdialenosť,aralık
380,Entfernung::N,vzdialenosť,mesafe
381,Entfernung::N,vzdialenosť,uzaklık
382,Gegend::N,kraj,yöre
383,Gegend::N,krajina,yöre
384,Platz::N,miesto,yer
385,Ort::N,miesto,yer
386,Seite::N,bok,yan
387,Seite::N,bok,taraf
388,Seite::N,strana,yan
389,Seite::N,strana,taraf
390,Mitte::N,stred,orta
391,Mitte::N,stred,merkez
392,Gegenstand::N,predmet,şey
393,Sache::N,vec,iş
394,Sache::N,vec,şey
395,Rand::N,kraj,kenar
396,Rand::N,okraj,kenar
397,Kante::N,hrana,kenar
398,Ecke::N,roh,köşe
399,Spitze::N,hrot,uç
400,Spitze::N,hrot,baş
401,Spitze::N,špička,uç
402,Spitze::N,špička,baş
403,Ende::N,koniec,uç
404,Loch::N,diera,oyuk
405,Loch::N,diera,delik
406,Winkel::N,kút,köşe
407,Muster::N,vzor,örnek
408,Muster::N,vzorka,örnek
409,Größe::N,veľkosť,büyüklük
410,Länge::N,dĺžka,uzunluk
411,Höhe::N,výška,yükseklik
412,Gewicht::N,váha,ağırlık
413,Menge::N,množstvo,miktar
414,Haufen::N,hŕba,küme
415,Haufen::N,hŕba,yığın
416,Reihe::N,rad,sıra
417,Boot::N,čln,kayık
418,Boot::N,čln,sandal
419,Ruder::N,veslo,kürek
420,Schlitten::N,sane,kızak
421,Ski::N,lyža,kayak
422,Lagerfeuer::N,táborák,kamp ateşi
423,Last::N,ťarcha,yük
424,Last::N,bremeno,yük
425,Gang::N,chôdza,gidiş
426,Gang::N,chôdza,yürüyüş
427,Schritt::N,krok,adım
428,Norden::N,sever,kuzey
429,Süden::N,juh,güney
430,Westen::N,západ,batı
431,Osten::N,východ,doğu
432,Holz::N,drevo,ağaç
433,Holz::N,drevo,tahta
434,Brett::N,doska,tahta
435,Platte::N,doska,levha
436,Platte::N,platňa,levha
437,Stütze::N,opora,dayak
438,Stütze::N,opora,destek
439,Stange::N,tyč,çubuk
440,Stock::N,palica,sopa
441,Stock::N,palica,değnek
442,Stab::N,palica,sırık
443,Stab::N,palica,baston
444,Rohr::N,rúra,boru
445,Haus::N,dom,ev
446,Heim::N,domov,ev
447,Heim::N,domov,yurt
448,Ofen::N,pec,soba
449,Ofen::N,kachle,soba
450,Fußboden::N,dlážka,taban
451,Fußboden::N,dlážka,döşeme
452,Fußboden::N,podlaha,taban
453,Fußboden::N,podlaha,döşeme
454,Tisch::N,stôl,masa
455,Stuhl::N,stolička,iskemle
456,Stuhl::N,stolička,sandalye
457,Wiege::N,kolíska,beşik
458,Bett::N,lôžko,yatak
459,Bett::N,posteľ,yatak
460,Regal::N,regál,raf
461,Regal::N,polica,raf
462,Kiste::N,debna,sandık
463,Fenster::N,okno,pencere
464,Fenster::N,oblok,pencere
465,Tür::N,dvere,kapı
466,Tor::N,vráta,kapı
467,Zaun::N,plot,çit
468,Zaun::N,ohrada,çit
469,Dach::N,krov,dam
470,Dach::N,krov,çatı
471,Dach::N,strecha,dam
472,Dach::N,strecha,çatı
473,Leiter::N,rebrík,merdiven
474,Leiter::N,rebrina,merdiven
475,Besen::N,metla,süpürge
476,Spaten::N,rýľ,bel
477,Schaufel::N,lopata,kürek
478,Gabel::N,vidlička,çatal
479,Löffel::N,lyžica,kaşık
480,Messer::N,nôž,bıçak
481,Nagel::N,klinec,çivi
482,Netz::N,sieť,ağ
483,Haken::N,hák,çengel
484,Haken::N,háčik,çengel
485,Griff::N,rukoväť,kulp
486,Griff::N,rukoväť,tutamak
487,Schloss::N,zámka,kilit
488,Bild::N,obraz,imaj
489,Bild::N,obraz,resim
490,Figur::N,figúra,şekil
491,Figur::N,figúra,heykel
492,Puppe::N,bábka,kukla
493,Puppe::N,bábika,kukla
494,Beutel::N,vrece,kese
495,Beutel::N,vrece,torba
496,Beutel::N,vrecko,kese
497,Beutel::N,vrecko,torba
498,Bündel::N,uzlík,deste
499,Bündel::N,zväzok,deste
500,Tasche::N,taška,çanta
501,Tasche::N,kabelka,çanta
502,Eimer::N,vedro,kova
503,Deckel::N,vrchnák,kapak
504,Deckel::N,pokrývka,kapak
505,Geschirr::N,nádoba,kap kacak
506,Sack::N,mech,torba
507,Sack::N,vrece,torba
508,Tasse::N,šálka,fincan
509,Topf::N,hrniec,tencere
510,Kessel::N,kotol,kazan
511,Essen::N,jedlo,yemek
512,Nahrung::N,strava,gıda
513,Nahrung::N,strava,besin
514,Nahrung::N,potrava,gıda
515,Nahrung::N,potrava,besin
516,Speise::N,jedlo,yemek
517,Fleisch::N,mäso,et
518,Getreide::N,obilie,tahıl
519,Getreide::N,obilie,hububat
520,Brei::N,kaša,ezme
521,Brot::N,chlieb,ekmek
522,Scheibe::N,kotúč,dilim
523,Scheibe::N,krajec,dilim
524,Fett::N,tuk,yağ
525,Fett::N,masť,yağ
526,Butter::N,maslo,tereyağı
527,Öl::N,olej,yağ
528,Öl::N,olej,akar yağ
529,Salz::N,soľ,tuz
530,Suppe::N,polievka,çorba
531,Honig::N,med,bal
532,Milch::N,mlieko,süt
533,Tee::N,čaj,çay
534,Leder::N,koža,deri
535,Leder::N,koža,meşin
536,Wolle::N,vlna,yün
537,Stoff::N,súkno,kumaş
538,Nadel::N,ihla,iğne
539,Faden::N,niť,tire
540,Faden::N,niť,iplik
541,Faden::N,vlákno,tire
542,Faden::N,vlákno,iplik
543,Knopf::N,gombík,düğme
544,Knoten::N,uzol,düğüm
545,Farbe::N,farba,boya
546,Kleidung::N,šaty,giyim
547,Kleidung::N,šatstvo,giyim
548,Hemd::N,košeľa,gömlek
549,Kragen::N,golier,yaka
550,Ärmel::N,rukáv,yen
551,Ärmel::N,rukáv,elbise kolu
552,Hose::N,nohavice,pantolon
553,Gürtel::N,pás,kuşak
554,Gürtel::N,opasok,kuşak
555,Mütze::N,čiapka,bere
556,Mütze::N,čiapka,kasket
557,Schuh::N,obuv,kundura
558,Schuh::N,obuv,ayakkabı
559,Schuh::N,topánka,kundura
560,Schuh::N,topánka,ayakkabı
561,Stiefel::N,čižma,çizme
562,Ring::N,prsteň,yüzük
563,Band::N,stuha,bağ
564,Band::N,stuha,şerit
565,Kamm::N,hrebeň,tarak
566,Spiegel::N,zrkadlo,ayna
567,Riemen::N,remeň,kayış
568,Schnur::N,šnúra,ip
569,Schnur::N,šnúra,sicim
570,Leine::N,vodidlo,kayış
571,Decke::N,deka,örtü
572,Decke::N,deka,yorgan
573,Decke::N,prikrývka,örtü
574,Decke::N,prikrývka,yorgan
575,Kissen::N,poduška,yastık
576,Tuch::N,šatka,bez
577,Handtuch::N,uterák,havlu
578,Kraft::N,moc,güç
579,Kraft::N,moc,kuvvet
580,Stärke::N,sila,kuvvet
581,Gesundheit::N,zdravie,sağlık
582,Krankheit::N,nemoc,hastalık
583,Krankheit::N,choroba,hastalık
584,Schmerz::N,bolesť,ağrı
585,Schmerz::N,bolesť,sancı
586,Wunde::N,rana,yara
587,Fieber::N,horúčka,ateş
588,Arznei::N,liek,ilâç
589,Brücke::N,most,köprü
590,Brunnen::N,studňa,kuyu
591,Brunnen::N,studňa,çeşme
592,Weide::N,pastva,otlak
593,Pfad::N,chodník,patika
594,Pfad::N,chodník,keçiyolu
595,Weg::N,cesta,yol
596,Straße::N,hradská,yol
597,Straße::N,hradská,cadde
598,Dorf::N,dedina,köy
599,Stadt::N,mesto,kent
600,Stadt::N,mesto,şehir
601,Brief::N,list,mektup
602,Buch::N,kniha,kitap
603,Buchstabe::N,litera,harf
604,Buchstabe::N,písmeno,harf
605,Zeitung::N,noviny,gazete
606,Leben::N,život,hayat
607,Tod::N,smrť,ölüm
608,Grab::N,hrob,kabir
609,Kirche::N,kostol,kilise
610,Sünde::N,hriech,günah
611,Gott::N,boh,tanrı
612,Arbeiter::N,robotník,işçi
613,Arbeiter::N,pracnovík,işçi
614,Chef::N,šéf,şef
615,Chef::N,šéf,müdür
616,Chef::N,riaditeľ,şef
617,Chef::N,riaditeľ,müdür
618,Meister::N,majster,usta
619,Arzt::N,lekár,hekim
620,Arzt::N,lekár,doktor
621,Lehrer::N,učiteľ,hoca
622,Lehrer::N,učiteľ,öğretmen
623,Geld::N,peniaze,para
624,Geschäft::N,obchod,ticaret
625,Laden::N,obchod,dükkân
626,Preis::N,cena,fiyat
627,Ware::N,tovar,mal
628,Nutzen::N,osoh,fayda
629,Nutzen::N,úžitok,fayda
630,Reichtum::N,bohatstvo,servet
631,Reichtum::N,bohatstvo,zenginlik
632,Welt::N,svet,dünya
633,Land::N,územie,ülke
634,Land::N,krajina,ülke
635,Staat::N,štát,devlet
636,König::N,kráľ,kral
637,Macht::N,moc,kudret
638,Macht::N,moc,iktidar
639,Macht::N,mocnosť,kudret
640,Macht::N,mocnosť,iktidar
641,Grenze::N,hranica,had
642,Grenze::N,hranica,sınır
643,Krieg::N,vojna,savaş
644,Feind::N,nepriateľ,düşman
645,Gewalt::N,násilie,zor
646,Gewalt::N,násilie,cebir
647,Kampf::N,boj,savaş
648,Bogen[Waffe]::N,luk,yay
649,Pfeil::N,šíp,ok
650,Pfeil::N,strela,ok
651,Gewehr::N,puška,tüfek
652,Fehler::N,omyl,hata
653,Fehler::N,omyl,yanlış
654,Fehler::N,chyba,hata
655,Fehler::N,chyba,yanlış
656,Lüge::N,lož,yalan
657,Schaden::N,ujma,zarar
658,Schaden::N,škoda,zarar
659,Unglück::N,nešťastie,felâket
660,Unglück::N,nešťastie,talihsizlik
661,Schuld::N,vina,suç
662,Schuld::N,vina,kabahat
663,Schuld::N,previnenie,suç
664,Schuld::N,previnenie,kabahat
665,Alter::N,vek,yaş
666,Schluss::N,záver,son
667,Schluss::N,koniec,son
668,Zeit::N,čas,zaman
669,Tag::N,deň,gün
670,Morgen::N,ráno,sabah
671,Mittag::N,poludnie,öğle
672,Abend::N,večer,akşam
673,Nacht::N,noc,gece
674,Woche::N,týždeň,hafta
675,Monat::N,mesiac,ay
676,Jahr::N,rok,yıl
677,Jahr::N,rok,sene
678,Frühling::N,jar,ilkbahar
679,Sommer::N,leto,yaz
680,Herbst::N,jeseň,güz
681,Herbst::N,jeseň,sonbahar
682,Winter::N,zima,kış
683,Januar::N,január,ocak
684,Februar::N,február,şubat
685,März::N,marec,mart
686,April::N,apríl,nisan
687,Mai::N,máj,mayıs
688,Juni::N,jún,haziran
689,Juli::N,júl,temmuz
690,August::N,august,ağustos
691,September::N,september,eylül
692,Oktober::N,október,ekim
693,November::N,november,kasım
694,Dezember::N,december,aralık
695,Montag::N,pondelok,pazartesi
696,Dienstag::N,utorok,salı
697,Mittwoch::N,streda,çarşamba
698,Donnerstag::N,štvrtok,perşembe
699,Freitag::N,piatok,cuma
700,Samstag::N,sobota,cumartesi
701,Sonntag::N,nedeľa,pazar
702,groß::A,veľký,büyük
703,klein::A,malý,ufak
704,klein::A,malý,küçük
705,lang::A,dlhý,uzun
706,kurz::A,krátky,kısa
707,breit::A,široký,enli
708,breit::A,široký,geniş
709,schmal::A,úzky,dar
710,dicht::A,hustý,sık
711,dicht::A,hustý,yoğun
712,dick[Gegenstand]::A,tlstý,kalın
713,dick[Gegenstand]::A,tlstý,iri
714,dünn::A,tenký,ince
715,fein::A,jemný,ince
716,fein::A,jemný,narin
717,fest::A,pevný,sabit
718,fest::A,pevný,sağlam
719,flach::A,rovný,düz
720,flach::A,rovný,yassı
721,flach::A,plochý,düz
722,flach::A,plochý,yassı
723,glatt::A,hladký,düz
724,hart::A,tvrdý,katı
725,weich::A,mäkký,yumuşak
726,rund::A,guľatý,yuvarlak
727,rund::A,okrúhly,yuvarlak
728,spitz::A,končitý,sivri
729,scharf::A,ostrý,keskin
730,stumpf::A,tupý,kör
731,schwer::A,ťažký,ağır
732,schön::A,pekný,güzel
733,schön::A,krásny,güzel
734,heiß::A,horúci,kızgın
735,warm::A,teplý,sıcak
736,kalt::A,studený,soğuk
737,kühl::A,chladný,serin
738,frisch::A,svieži,taze
739,feucht::A,vlhký,nemli
740,feucht::A,vlhký,rutubetli
741,feucht::A,zvlhnutý,nemli
742,feucht::A,zvlhnutý,rutubetli
743,nass::A,mokrý,yaş
744,nass::A,mokrý,ıslak
745,trocken::A,suchý,kuru
746,voll::A,plný,dolu
747,voll::A,plný,dolmuş
748,leer::A,prázdny,boş
749,offen::A,otvorený,açık
750,geschlossen::A,zavretý,kapalı
751,sauber::A,čistý,pak
752,sauber::A,čistý,temiz
753,schmutzig::A,špinavý,pis
754,schmutzig::A,špinavý,kirli
755,roh::A,surový,çiğ
756,reif::A,zrelý,olgun
757,lecker::A,chutný,lezzetli
758,süß::A,sladký,tatlı
759,süß::A,sladký,şekerli
760,bitter::A,horký,acı
761,sauer::A,kyslý,ekşi
762,hell::A,jasný,aydınlık
763,hell::A,svetlý,aydınlık
764,dunkel::A,temný,karanlık
765,schwarz::A,čierny,kara
766,schwarz::A,čierny,siyah
767,weiß::A,biely,ak
768,weiß::A,biely,beyaz
769,rot::A,červený,kırmızı
770,gelb::A,žltý,sarı
771,blau::A,modrý,mavi
772,blau::A,belasý,mavi
773,grün::A,zelený,yeşil
774,grau::A,šedý,boz
775,bunt::A,pestrý,renkli
776,billig::A,lacný,ucuz
777,teuer::A,drahý,pahalı
778,wertvoll::A,cenný,değerli
779,blind::A,slepý,kör
780,taub::A,hluchý,sağır
781,kräftig::A,silný,dinç
782,kräftig::A,silný,kuvvetli
783,stark::A,silný,güçlü
784,stark::A,silný,kuvvetli
785,schwach::A,slabý,zayıf
786,schwach::A,slabý,güçsüz
787,schwach::A,bezvládny,zayıf
788,schwach::A,bezvládny,güçsüz
789,fett::A,tučný,şişman
790,schlank::A,štíhly,narin
791,hübsch::A,šumný,güzel
792,hübsch::A,šumný,sevimli
793,hübsch::A,švárny,güzel
794,hübsch::A,švárny,sevimli
795,böse::A,zlý,kötü
796,dumm::A,hlúpy,aptal
797,faul::A,lenivý,tembel
798,fleißig::A,snaživý,çalışkan
799,fleißig::A,usilovný,çalışkan
800,geizig::A,skupý,cimri
801,geizig::A,lakomý,cimri
802,klug::A,múdry,zekî
803,klug::A,múdry,akıllı
804,klug::A,bystrý,zekî
805,klug::A,bystrý,akıllı
806,geschickt::A,zručný,becerikli
807,geschickt::A,šikovný,becerikli
808,lieb::A,milý,sevimli
809,lustig::A,veselý,neşeli
810,sanft::A,nežný,nazik
811,hungrig::A,lačný,aç
812,hungrig::A,hladný,aç
813,krank::A,chorý,hasta
814,krank::A,chorý,rahatsız
815,krank::A,nemocný,hasta
816,krank::A,nemocný,rahatsız
817,nackt::A,nahý,çıplak
818,traurig::A,smutný,kederli
819,traurig::A,smutný,üzüntülü
820,lebendig::A,živý,canlı
821,gut::A,dobrý,iyi
822,schlecht::A,zlý,kötü
823,richtig::A,správny,doğru
824,schlimm::A,zlý,kötü
825,schlimm::A,nepríjemný,kötü
826,wahr::A,pravý,doğru
827,wahr::A,pravý,gerçek
