,Concept_ID,fi,br
130,Wurzel::N,juuri,gwrizienn
131,Baum::N,puu,gwezenn
132,Stamm::N,runko,kef
133,Rinde::N,kuori,rusk
134,Rinde::N,parkki,rusk
135,Ast::N,oksa,barr
136,Zweig::N,haara,bod
137,Blatt::N,lehti,delienn
138,Birke::N,koivu,bezvenn
139,Kiefer[Baum]::N,mänty,pinenn
140,Kiefer[Baum]::N,petäjä,pinenn
141,Weide[Baum]::N,paju,halegenn
142,Tanne::N,kuusi,sapenn
143,Horn::N,sarvi,korn
144,Feder::N,sulka,pluñv
145,Feder::N,höyhen,pluñv
146,Fell::N,talja,kreoñ
147,Flügel::N,siipi,askell
148,Klaue::N,kynsi,skilf
149,Kralle::N,kynsi,skilf
150,Schwanz::N,häntä,lost
151,Schwanz::N,pyrstö,lost
152,Ei::N,muna,vi
153,Nest::N,pesä,neizh
154,Bau::N,pesä,douarenn
155,Tier::N,eläin,loen
156,Herde::N,lauma,tropell
157,Kuh::N,lehmä,buoc'h
158,Bulle::N,sonni,tarv
159,Pferd::N,hevonen,marc'h
160,Schaf::N,lammas,dañvad
161,Schwein::N,sika,pemoc'h
162,Hund::N,koira,ki
163,Katze::N,kissa,kazh
164,Bär::N,karhu,arzh
165,Eichhörnchen::N,orava,gwiñver
166,Elch::N,hirvi,karv-dour
167,Fuchs::N,kettu,louarn
168,Hase::N,jänis,gad
169,Maus::N,hiiri,logodenn
170,Wolf::N,susi,bleiz
171,Vogel::N,lintu,labous
172,Schwarm::N,parvi,nijad
173,Huhn::N,kana,yar
174,Hahn::N,kukko,kilhog
175,Gans::N,hanhi,gwazenn
176,Adler::N,kotka,erer
177,Ente::N,ankka,houad
178,Eule::N,pöllö,toud
179,Kranich::N,kurki,garan
180,Krähe::N,varis,bran
181,Kuckuck::N,käki,koukoug
182,Schwan::N,joutsen,alarc'h
183,Fisch::N,kala,pesk
184,Barsch::N,ahven,brell
185,Hecht::N,hauki,beked
186,Schlange[Tier]::N,käärme,naer
187,Wurm::N,mato,preñv
188,Spinne::N,hämähäkki,kevnidenn
189,Ameise::N,muurahainen,merion
190,Laus::N,täi,laouenn
191,Mücke::N,sääski,moustik
192,Mücke::N,hyttynen,moustik
193,Fliege::N,kärpänen,kelienenn
194,Schmetterling::N,perhonen,balafenn
195,Beere::N,marja,hog
196,Apfel::N,omena,aval
197,Pilz::N,sieni,kabell-touseg
198,Zwiebel::N,sipuli,ognonenn
199,Saat::N,siemenet,had
200,Korn::N,jyvä,ed
201,Korn::N,vilja,ed
202,Heu::N,heinä,foenn
203,Schale::N,kuori,peliadur
204,Grube::N,kuoppa,
205,Falle::N,loukku,pech
206,Schlinge::N,ansa,krouglas
207,Spur::N,jälki,
208,Asche::N,tuhka,ludu
209,Dreck::N,lika,fank
210,Eisen::N,rauta,houarn
211,Gold::N,kulta,aour
212,Silber::N,hopea,arc'hant
213,Kohle::N,hiili,glaou
214,Glas::N,lasi,gwer
215,Lehm::N,savi,
216,Sand::N,hiekka,traezh
217,Mensch::N,ihminen,den
218,Mann::N,mies,den
219,Frau::N,nainen,maouez
220,Kind::N,lapsi,bugel
221,Junge::N,poika,paotr
222,Mädchen::N,tyttö,plac'h
223,Familie::N,perhe,familh
224,Großvater::N,isoisä,tad-kozh
225,Großmutter::N,isoäiti,mamm-gozh
226,Eltern::N,vanhemmat,kerent
227,Vater::N,isä,tad
228,Mutter::N,äiti,mamm
229,Sohn::N,poika,mab
230,Tochter::N,tytär,merc'h
231,Bruder::N,veli,breur
232,Schwester::N,sisko,c'hoar
233,Onkel::N,eno,eontr
234,Onkel::N,setä,eontr
235,Tante::N,täti,moereb
236,Ehemann::N,mies,gwaz
237,Ehemann::N,aviomies,gwaz
238,Ehefrau::N,vaimo,gwreg
239,Ehefrau::N,aviovaimo,gwreg
240,Freude::N,ilo,levenez
241,Freude::N,riemu,levenez
242,Gelächter::N,nauru,c'hoarzherezh
243,Glück::N,onni,chañs
244,Kummer::N,suru,doan
245,Kummer::N,murhe,doan
246,Wunsch::N,toive,c'hoant
247,Wunsch::N,toivomus,c'hoant
248,Lust::N,himo,c'hoant
249,Geist::N,henki,spered
250,Gedanke::N,aate,soñj
251,Gedanke::N,ajatus,soñj
252,Gedächtnis::N,muisti,eñvor
253,Verstand::N,äly,skiant
254,Verstand::N,järki,skiant
255,Verstand::N,ymmärrys,skiant
256,Sinn::N,merkitys,ster
257,Grund::N,syy,kaoz
258,Grund::N,peruste,kaoz
259,Wahrheit::N,tosi,gwirionez
260,Wahrheit::N,totuus,gwirionez
261,Gespräch::N,puhelu,kaozeadenn
262,Gespräch::N,keskustelu,kaozeadenn
263,Märchen::N,satu,kaoz korriganez
264,Erzählung::N,tarina,kontadenn
265,Erzählung::N,kertomus,kontadenn
266,Nachricht::N,tieto,keloù
267,Nachricht::N,ilmoitus,keloù
268,Neuigkeit::N,uutinen,kelaouenn
269,Name::N,nimi,anv
270,Rätsel::N,arvoitus,divinatez
271,Rede::N,puhe,diskour
272,Sprache::N,kieli,yezh
273,Stimme::N,ääni,mouezh
274,Wort::N,sana,ger
275,Zeichen::N,merkki,sin
276,Ruf::N,kutsu,galv
277,Lärm::N,melu,trouz
278,Lärm::N,hälinä,trouz
279,Laut::N,ääni,
280,Ton::N,sävel,ton
281,Lied::N,laulu,kanaouenn
282,Ruhe::N,lepo,sioulded
283,Ruhe::N,rauha,sioulded
284,Leute::N,väki,tud
285,Leute::N,ihmiset,tud
286,Volk::N,kansa,pobl
287,Arbeit::N,työ,labour
288,Gast::N,vieras,kouviad
289,Geschenk::N,lahja,prof
290,Spiel::N,peli,c'hoari
291,Spiel::N,leikki,c'hoari
292,Gesellschaft::N,seura,kompagnunezh
293,Gesellschaft::N,seura,kavandad
294,Hilfe::N,apu,sikour
295,Freund::N,ystävä,mignon
296,Kamerad::N,toveri,kamarad
297,Angelegenheit::N,asia,afer
298,Anzahl::N,lukumäärä,niver
299,Art::N,laji,sort
300,Stück::N,pala,tamm
301,Stück::N,kappale,tamm
302,Teil::N,osa,pezh
303,Hälfte::N,puoli,hanterenn
304,Kreis::N,ympyrä,kelc'h
305,Kreuz::N,risti,kroaz
306,Linie::N,viiva,linenn
307,Strich::N,piirto,tenn
308,Abstand::N,väli,distok
309,Abstand::N,väljyys,distok
310,Entfernung::N,etäisyys,keid
311,Entfernung::N,etäisyys,kehid
312,Gegend::N,seutu,korn-bro
313,Platz::N,tila,plasenn
314,Ort::N,kohta,lec'h
315,Ort::N,paikka,lec'h
316,Seite::N,sivu,tu
317,Seite::N,kylki,tu
318,Mitte::N,keskus,kreiz
319,Mitte::N,puoliväli,kreiz
320,Gegenstand::N,kalu,tra
321,Gegenstand::N,esine,tra
322,Sache::N,asia,tra
323,Rand::N,ääri,kantenn
324,Rand::N,syrjä,kantenn
325,Kante::N,särmä,kantenn
326,Ecke::N,nurkka,korn
327,Spitze::N,terä,begell
328,Spitze::N,kärki,begell
329,Ende::N,pää,dibenn
330,Ende::N,perä,dibenn
331,Loch::N,kolo,toull
332,Loch::N,reikä,toull
333,Winkel::N,kulma,
334,Muster::N,kuvio,tresadenn
335,Größe::N,koko,ment
336,Größe::N,suuruus,ment
337,Länge::N,pituus,hirder
338,Höhe::N,korkeus,uhelder
339,Gewicht::N,paino,pouez
340,Menge::N,määrä,bern
341,Haufen::N,kasa,bern
342,Reihe::N,rivi,steud
343,Boot::N,vene,bag
344,Ruder::N,airo,roeñv
345,Schlitten::N,reki,trainell
346,Schlitten::N,kelkka,trainell
347,Ski::N,suksi,ski
348,Lagerfeuer::N,nuotio,
349,Last::N,kuorma,karg
350,Gang::N,kulku,kerzh
351,Gang::N,käynti,kerzh
352,Schritt::N,askel,paz
353,Norden::N,pohjoinen,norzh
354,Norden::N,pohjoinen,hanternoz
355,Süden::N,etelä,su
356,Süden::N,etelä,kreisteiz
357,Westen::N,länsi,kuzh-heol
358,Osten::N,itä,reter
359,Osten::N,itä,sav-heol
360,Holz::N,puu,koad
361,Brett::N,lauta,plankenn
362,Platte::N,levy,plakenn
363,Stütze::N,noja,harp
364,Stange::N,tanko,sparl
365,Stock::N,keppi,bazh
366,Stab::N,sauva,bazh
367,Stab::N,seiväs,bazh
368,Rohr::N,putki,tub
369,Rohr::N,putki,korz
370,Haus::N,talo,ti
371,Heim::N,koti,kêr
372,Ofen::N,uuni,forn
373,Fußboden::N,lattia,plañchod
374,Tisch::N,pöytä,taol
375,Stuhl::N,tuoli,kador
376,Wiege::N,kehto,kavell
377,Bett::N,sänky,gwele
378,Regal::N,hylly,estajerenn
379,Kiste::N,arkku,kased
380,Kiste::N,kirstu,kased
381,Kiste::N,laatikko,kased
382,Fenster::N,ikkuna,prenestr
383,Tür::N,ovi,dor
384,Tor::N,portti,portal
385,Zaun::N,aita,sklotur
386,Dach::N,katto,toenn
387,Leiter::N,tikkaat,skeul
388,Leiter::N,tikapuut,skeul
389,Besen::N,luuta,skubell
390,Spaten::N,lapio,pal
391,Schaufel::N,lapio,pal
392,Gabel::N,haarukka,fourchetez
393,Löffel::N,lusikka,loa
394,Messer::N,veitsi,kontell
395,Nagel::N,naula,tach
396,Netz::N,verkko,roued
397,Haken::N,haka,krog
398,Haken::N,koukku,krog
399,Griff::N,ripa,kemer
400,Griff::N,kahva,kemer
401,Schloss::N,lukko,potenn
402,Bild::N,kuva,skeudenn
403,Figur::N,kuvio,skeud
404,Figur::N,kuvio,figur
405,Puppe::N,nukke,merc'hodenn
406,Beutel::N,pussi,sac'h
407,Bündel::N,nippu,feskenn
408,Bündel::N,kimppu,feskenn
409,Tasche::N,laukku,sac'h
410,Eimer::N,sanko,sailh
411,Eimer::N,ämpäri,sailh
412,Deckel::N,kansi,pallenn
413,Geschirr::N,astia,listriaj
414,Sack::N,säkki,sac'h
415,Tasse::N,kuppi,tas
416,Topf::N,pata,pod
417,Kessel::N,kattila,chaodouron
418,Essen::N,syönti,pred
419,Nahrung::N,ruoka,boued
420,Nahrung::N,ravinto,boued
421,Speise::N,ruoka,meuz
422,Fleisch::N,liha,kig
423,Getreide::N,vilja,ed
424,Brei::N,puuro,yod
425,Brot::N,leipä,bara
426,Scheibe::N,viipale,tailhenn
427,Fett::N,rasva,lard
428,Butter::N,voi,amann
429,Öl::N,öljy,eoul
430,Salz::N,suola,holen
431,Suppe::N,keitto,soubenn
432,Honig::N,hunaja,mel
433,Milch::N,maito,laezh
434,Tee::N,tee,te
435,Leder::N,nahka,lêr
436,Wolle::N,villa,gloan
437,Stoff::N,kangas,danvez
438,Nadel::N,neula,nadoz
439,Faden::N,lanka,neudenn
440,Knopf::N,nappi,bouton
441,Knoten::N,solmu,skoulm
442,Farbe::N,maali,liv
443,Kleidung::N,vaatteet,dilhad
444,Hemd::N,paita,roc'hed
445,Kragen::N,kaulus,gouzoug
446,Ärmel::N,hiha,milgin
447,Hose::N,housut,bragoù
448,Gürtel::N,vyö,gouriz
449,Mütze::N,lakki,boned
450,Schuh::N,kenkä,botez
451,Stiefel::N,saapas,botez
452,Ring::N,sormus,gwalenn
453,Band::N,nauha,bagad
454,Kamm::N,kampa,krib
455,Spiegel::N,peili,melezour
456,Riemen::N,hihna,lerenn
457,Schnur::N,naru,kordenn
458,Schnur::N,nuora,kordenn
459,Leine::N,talutushihna,roll
460,Decke::N,peite,golo
461,Kissen::N,tyyny,goubenner
462,Kissen::N,pielus,goubenner
463,Tuch::N,huivi,mezher
464,Handtuch::N,pyyheliina,toailhon
465,Kraft::N,väki,nerzh
466,Kraft::N,voima,nerzh
467,Stärke::N,vahvuus,nerzhder
468,Gesundheit::N,terveys,yec'hed
469,Krankheit::N,tauti,klañved
470,Krankheit::N,sairaus,klañved
471,Schmerz::N,kipu,poan
472,Schmerz::N,kipu,droug
473,Schmerz::N,särky,poan
474,Schmerz::N,särky,droug
475,Wunde::N,haava,gloazadenn
476,Fieber::N,kuume,terzhienn
477,Arznei::N,lääke,louzoù
478,Brücke::N,silta,pont
479,Brunnen::N,kaivo,puñs
480,Weide::N,laidun,prad
481,Pfad::N,polku,gwenodenn
482,Weg::N,tie,hent
483,Straße::N,katu,ru
484,Straße::N,katu,hent
485,Dorf::N,kylä,kêr
486,Dorf::N,kylä,kêriadenn
487,Stadt::N,kaupunki,kêr
488,Brief::N,kirje,lizher
489,Buch::N,kirja,levr
490,Buchstabe::N,kirjain,lizherenn
491,Zeitung::N,lehti,kazetenn
492,Zeitung::N,sanomalehti,kazetenn
493,Leben::N,elo,buhez
494,Leben::N,elämä,buhez
495,Tod::N,kuolema,marv
496,Grab::N,hauta,bez
497,Kirche::N,kirkko,iliz
498,Sünde::N,synti,pec'hed
499,Gott::N,jumala,doue
500,Arbeiter::N,työläinen,labourer
501,Arbeiter::N,työläinen,micherour
502,Chef::N,päällikkö,penn
503,Meister::N,mestari,mestr
504,Arzt::N,lääkäri,mezeg
505,Arzt::N,lääkäri,medisin
506,Lehrer::N,opettaja,skolaer
507,Lehrer::N,opettaja,kelenner
508,Geld::N,raha,arc'hant
509,Geschäft::N,liike,stal
510,Laden::N,puoti,stal
511,Laden::N,kauppa,stal
512,Preis::N,hinta,priz
513,Ware::N,tavara,marc'hadourezh
514,Nutzen::N,hyöty,gounidegezh
515,Nutzen::N,hyöty,lañs
516,Nutzen::N,hyöty,profit
517,Nutzen::N,hyöty,spleit
518,Reichtum::N,rikkaus,pinvidigezh
519,Welt::N,maailma,douar
520,Land::N,maa,bro
521,Staat::N,valtio,stad
522,König::N,kuningas,roue
523,Macht::N,mahti,galloud
524,Grenze::N,raja,harzoù
525,Krieg::N,sota,brezel
526,Feind::N,vihollinen,eneber
527,Gewalt::N,väkivalta,tâerder
528,Kampf::N,taistelu,kann
529,Bogen[Waffe]::N,jousi,gwareg
530,Pfeil::N,nuoli,saezh
531,Gewehr::N,kivääri,fuzuilh
532,Fehler::N,vika,fazi
533,Fehler::N,virhe,fazi
534,Lüge::N,valhe,gaou
535,Schaden::N,vaurio,gwall
536,Schaden::N,vahinko,gwall
537,Unglück::N,vahinko,gwalleur
538,Unglück::N,onnettomuus,gwalleur
539,Schuld::N,syy,kablusted
540,Schuld::N,syy,pec'hedigezh
541,Alter::N,ikä,oad
542,Schluss::N,loppu,diwezh
543,Zeit::N,aika,amzer
544,Tag::N,päivä,deizh
545,Morgen::N,aamu,beure
546,Morgen::N,aamu,mintin
547,Morgen::N,huomen,beure
548,Morgen::N,huomen,mintin
549,Mittag::N,keskipäivä,kreisteiz
550,Abend::N,ilta,abardaez
551,Nacht::N,yö,noz
552,Woche::N,viikko,sizhun
553,Monat::N,kuukausi,miz
554,Jahr::N,vuosi,bloaz
555,Frühling::N,kevät,nevezamzer
556,Sommer::N,kesä,hañv
557,Herbst::N,syksy,diskaramzer
558,Winter::N,talvi,goañv
559,Januar::N,tammikuu,Genver
560,Februar::N,helmikuu,C'hwevrer
561,März::N,maaliskuu,Meurzh
562,April::N,huhtikuu,Ebrel
563,Mai::N,toukokuu,Mae
564,Juni::N,kesäkuu,Mezheven
565,Juli::N,heinäkuu,Gouhere
566,August::N,elokuu,Eost
567,September::N,syyskuu,Gwengolo
568,Oktober::N,lokakuu,Here
569,November::N,marraskuu,Du
570,Dezember::N,joulukuu,Kerzu
571,Montag::N,maanantai,Lun
572,Dienstag::N,tiistai,Meurzh
573,Mittwoch::N,keskiviikko,Merc'her
574,Donnerstag::N,torstai,Yaou
575,Freitag::N,perjantai,Gwener
576,Samstag::N,lauantai,Sadorn
577,Sonntag::N,sunnuntai,Sul
578,groß::A,iso,bras
579,groß::A,suuri,bras
580,klein::A,pieni,bihan
581,lang::A,pitkä,hir
582,kurz::A,lyhyt,berr
583,breit::A,leveä,ledan
584,schmal::A,kapea,strizh
585,dicht::A,taaja,stank
586,dick[Gegenstand]::A,paksu,tev
587,dünn::A,ohut,moan
588,fein::A,hieno,munut
589,fest::A,luja,start
590,flach::A,litteä,plaen
591,flach::A,tasainen,plaen
592,glatt::A,sileä,lintr
593,glatt::A,sileä,levn
594,glatt::A,siloinen,lintr
595,glatt::A,siloinen,levn
596,hart::A,kova,kalet
597,weich::A,pehmeä,blot
598,rund::A,pyöreä,ront
599,spitz::A,terävä,poentet
600,scharf::A,terävä,dremm
601,stumpf::A,tylsä,talsoc'h
602,schwer::A,raskas,pounner
603,schwer::A,painava,pounner
604,schön::A,kaunis,kaer
605,heiß::A,kuuma,tomm
606,warm::A,lämmin,tomm
607,kalt::A,kylmä,yen
608,kalt::A,viluinen,yen
609,kühl::A,viileä,yen
610,frisch::A,tuore,fresk
611,feucht::A,kostea,gleb
612,nass::A,märkä,gleb
613,trocken::A,kuiva,sec'h
614,voll::A,täysi,leun
615,leer::A,tyhjä,goullo
616,offen::A,avonainen,digor
617,geschlossen::A,suljettu,serr
618,sauber::A,puhdas,naet
619,schmutzig::A,likainen,lous
620,roh::A,raaka,kriz
621,reif::A,kypsä,darev
622,lecker::A,herkullinen,lipous
623,lecker::A,herkullinen,saourus
624,süß::A,makea,dous
625,bitter::A,karvas,c'hwerv
626,bitter::A,kitkerä,c'hwerv
627,sauer::A,hapan,trenk
628,hell::A,kirkas,sklaer
629,hell::A,valoisa,sklaer
630,dunkel::A,pimeä,teñval
631,schwarz::A,musta,du
632,weiß::A,valkea,gwenn
633,rot::A,punainen,ruz
634,gelb::A,keltainen,melen
635,blau::A,sininen,glas
636,grün::A,vihreä,gwer
637,grau::A,harmaa,louet
638,bunt::A,kirjava,liesliv
639,billig::A,halpa,marc'had-mat
640,billig::A,huokea,marc'had-mat
641,teuer::A,kallis,ker
642,wertvoll::A,arvokas,prizius
643,blind::A,sokea,dall
644,taub::A,kuuro,bouzar
645,kräftig::A,väkevä,start
646,kräftig::A,voimakas,start
647,stark::A,vahva,kreñv
648,schwach::A,heikko,gwan
649,fett::A,lihava,lard
650,schlank::A,hoikka,sinkl
651,schlank::A,solakka,sinkl
652,hübsch::A,soma,koant
653,hübsch::A,sievä,koant
654,böse::A,paha,gwall
655,böse::A,häijy,gwall
656,dumm::A,tyhmä,glep
657,dumm::A,typerä,glep
658,faul::A,laiska,lezirek
659,fleißig::A,ahkera,studius
660,geizig::A,saita,tost
661,klug::A,älykäs,speredek
662,geschickt::A,taitava,dornet
663,lieb::A,rakas,koant
664,lustig::A,hauska,laouen
665,lustig::A,iloinen,laouen
666,sanft::A,lauha,flour
667,sanft::A,lempeä,flour
668,hungrig::A,nälkäinen,marnaon
669,krank::A,sairas,klañv
670,nackt::A,alaston,noazh
671,traurig::A,surullinen,trist
672,traurig::A,murheellinen,trist
673,lebendig::A,elävä,bev
674,gut::A,hyvä,mad
675,schlecht::A,paha,fall
676,schlecht::A,paha,gwall
677,schlecht::A,huono,fall
678,schlecht::A,huono,gwall
679,richtig::A,oikea,reizh
680,schlimm::A,paha,gwall
681,wahr::A,tosi,gwir
682,alt::A,vanha,kozh
683,neu::A,uusi,nevez
684,ehemalig::A,entinen,kozh
685,ehemalig::A,muinainen,kozh
686,alt[Lebewesen]::A,vanha,kozh
687,jung::A,nuori,yaouank
688,arm::A,köyhä,paour
689,reich::A,rikas,pinvidik
690,bekannt::A,tuttu,anavezet
691,bekannt::A,tunnettu,anavezet
692,berühmt::A,kuuluisa,brudet
693,fremd::A,vieras,dizanav
694,verschieden::A,eri,disheñel
695,verschieden::A,erilainen,disheñel
696,nah::A,läheinen,nes
697,fern::A,etäinen,diabell
698,linker::A,vasen,kleiz
699,rechter::A,oikea,dehoù
700,anderer::A,muu,all
701,anderer::A,toinen,all
702,erster::A,ensimmäinen,kentañ
703,zweiter::A,toinen,eil
704,dritter::A,kolmas,trede
705,letzter::A,viimeinen,diwezhañ
706,allein::ADV,yksin,e-unan
707,auf einmal::ADV,yhdellä kertaa,ar un dro
708,zusammen::ADV,yhdessä,asambles
709,lange::ADV,kauan,pell
710,lange::ADV,pitkään,pell
711,plötzlich::ADV,äkkiä,en un taol
712,sofort::ADV,heti,diouzhtu
713,später::ADV,myöhemmin,diwezhatoc'h
714,jetzt::ADV,nyt,bremañ
715,heute::ADV,tänään,hiziv
716,morgen::ADV,huomenna,arc'hoazh
717,bald::ADV,pian,hepdale
718,dann::ADV,sitten,a-c'houde
719,gestern::ADV,eilen,dec'h
720,einst::ADV,aikanaan,gwechall
721,damals::ADV,silloin,neuze
722,damals::ADV,siihen aikaan,neuze
723,danach::ADV,sen jälkeen,goude
724,vorher::ADV,ennen,diagent
725,zuerst::ADV,ensin,da gentañ
726,zuerst::ADV,ensiksi,da gentañ
727,einmal::ADV,kerran,ur wech
728,manchmal::ADV,joskus,a-wechoù
729,oft::ADV,usein,alies
730,immer::ADV,aina,atav
731,immer::ADV,aina,bepred
732,niemals::ADV,ei koskaan,gwech ebet
733,hier::ADV,tässä,amañ
734,hier::ADV,täällä,amañ
735,hierhin::ADV,tähän,dre amañ
736,von hier::ADV,tästä,alemañ
737,von hier::ADV,täältä,alemañ
738,dort::ADV,siinä,aze
739,dort::ADV,siinä,ahont
740,dort::ADV,siellä,aze
741,dort::ADV,siellä,ahont
742,dorthin::ADV,sinne,di
743,dorthin::ADV,sinne,aze
744,dorthin::ADV,sinne,ahont
745,dorthin::ADV,tuonne,di
746,dorthin::ADV,tuonne,aze
747,dorthin::ADV,tuonne,ahont
748,geradeaus::ADV,suoraan,war-eeun
749,vorwärts::ADV,eteenpäin,war-raok
750,rückwärts::ADV,taaksepäin,war-lerc'h
751,zurück::ADV,takaisin,war-dreñv
752,unten::ADV,alhaalla,en traoñ
753,hinab::ADV,alas,a-izel
754,oben::ADV,ylhäällä,en nec'h
755,hinauf::ADV,ylös,e-krec'h
756,überall::ADV,kaikkialla,dre-holl
757,nicht::ADV,ei,ne ... ket
758,ein wenig::ADV,vähän,un tammig
759,kaum::ADV,tuskin,a-boan
760,sehr::ADV,kovin,-tre
761,sehr::ADV,kovin,-kenañ
762,sehr::ADV,oikein,-tre
763,sehr::ADV,oikein,-kenañ
764,so::ADV,näin,evel-se
765,noch::ADV,vielä,c'hoazh
766,nur::ADV,vain,hepken
767,nur::ADV,ainoastaan,hepken
768,schon::ADV,jo,dija
769,wieder::ADV,taas,adarre
770,wieder::ADV,jälleen,adarre
771,vergebens::ADV,turhaan,
772,vor::PRP,edessä,dirak
773,hinter::PRP,takana,a-drek
774,hinter::PRP,takana,a-dreñv
775,unter::PRP,alla,dindan
776,durch::PRP,läpi,dre
777,durch::PRP,kautta,dre
778,neben::PRP,vieressä,e-kichen
779,zwischen::PRP,välillä,etre
780,wegen::PRP,takia,abalamour da
781,wegen::PRP,vuoksi,abalamour da
782,dies::PRN,tämä,hemañ
783,das::PRN,se,se
784,das::PRN,se,hennezh
785,alles::PRN,kaikki,pep tra
786,ich::PRN,minä,me
787,du::PRN,sinä,te
788,er::PRN,hän,eñ
789,wir::PRN,me,ni
790,ihr::PRN,te,c'hwi
791,sie::PRN,he,int
792,was::FPRN,mikä,petra
793,wer::FPRN,ken,piv
794,wer::FPRN,kuka,piv
795,wo::FADV,missä,pelec'h
796,wohin::FADV,mihin,da belec'h
797,wie::FADV,miten,penaos
798,wie::FADV,kuinka,penaos
799,warum::FADV,miksi,perak
800,wieviel::FNUM,paljonko,pet
801,wieviel::FNUM,kuinka paljon,pet
802,eins::NUM,yksi,unan
803,zwei::NUM,kaksi,daou
804,drei::NUM,kolme,tri
805,vier::NUM,neljä,pevar
806,fünf::NUM,viisi,pemp
