,Concept_ID,kn,ca
1122,vergessen::V,ಮರೆತುವಿಡು,oblidar
1123,messen::V,ಅಳೆ,mesurar
1124,zählen::V,ಗಣಿಸು,comptar
1125,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,calcular
1126,lesen::V,ಓದು,llegir
1127,malen::V,ಬಿಡಿಸು,pintar
1128,zeichnen::V,ಬಿಡಿಸು,dibuixar
1129,schreiben::V,ಬರೆ,escrīure
1130,besitzen::V,ಒಡೆಯನಾಗಿರು,posseir
1131,kaufen::V,ಕೊಳ್ಳು,comprar
1132,verkaufen::V,ಕೊಡು,vendre
1133,bezahlen::V,ಬೆಲೆತೆರು,pagar
1134,zahlen::V,ಹಣವನ್ನುಕೊಡು,pagar per
1135,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,dominar
1136,ertragen::V,ಸಹಿಸು,aguantar
