,Concept_ID,kn,ca
491,Land::N,ದೇಶ,país
492,Staat::N,ರಾಜ್ಯ,estat
493,König::N,ರಾಜ,rei
494,Macht::N,ಅಧಿಕಾರ,poder
495,Macht::N,ಅಧಿಕಾರ,potència
496,Grenze::N,ಗಡಿ,frontera
497,Krieg::N,ಯುದ್ಧ,guerra
498,Feind::N,ಶತ್ರು,enemic
499,Gewalt::N,ಹಿಂಸೆ,violència
500,Kampf::N,ಹೋರಾಟ,lluita
501,Bogen[Waffe]::N,ಬಿಲ್ಲು,arc
502,Pfeil::N,ಅಂಬು,fletxa
503,Gewehr::N,ಬಂದೂಕು,fusell
504,Gewehr::N,ಬಂದೂಕು,escopeta
505,Fehler::N,ತಪ್ಪು,falta
506,Lüge::N,ಸುಳ್ಳು,mentida
507,Schaden::N,ಹಾನಿ,dany
508,Unglück::N,ಅಪಾಯ,desgràcia
509,Schuld::N,ದೋಷ,culpa
510,Alter::N,ಮುಪ್ಪು,edat
511,Schluss::N,ಮುಕ್ತಾಯ,fi
512,Schluss::N,ಮುಕ್ತಾಯ,final
513,Zeit::N,ಕಾಲ,temps
514,Tag::N,ದಿನ,dia
515,Morgen::N,ಮುಂಜಾನೆ,matí
516,Mittag::N,ನಡುಹಗಲು,migdia
517,Abend::N,ಸಂಜೆ,vespre
518,Nacht::N,ರಾತ್ರಿ,nit
519,Woche::N,ವಾರ,setmana
520,Monat::N,ತಿಂಗಳು,mes
521,Jahr::N,ಸಂವತ್ಸರ,any
522,Frühling::N,ವಸಂತ,primavera
523,Sommer::N,ಬಿಸಿಲುಕಾಲ,estīu
524,Herbst::N,ಶರತ್ಕಾಲ,tardor
525,Winter::N,ಚಳಿಗಾಲ,hivērn
526,Januar::N,ನಾಲ್ಚಳಿ,gener
527,Februar::N,ಅಯ್ಚಳಿ,febrer
528,März::N,ಮೊಬ್ಬೇಸಿಗೆ,març
529,April::N,ಇಬ್ಬೇಸಿಗೆ,abril
530,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maig
531,Juni::N,ಮೊಮ್ಮಳೆ,juny
532,Juli::N,ಇಮ್ಮಳೆ,juliol
533,August::N,ಮುಮ್ಮಳೆ,agost
534,September::N,ನಾಲ್ಮಳೆ,setembre
535,Oktober::N,ಮೊಚ್ಚಳಿ,octubre
536,November::N,ಇಚ್ಚಳಿ,novembre
537,Dezember::N,ಮುಚ್ಚಳಿ,desembre
538,Montag::N,ಸೋಮುವಾರ,dilluns
539,Dienstag::N,ಮಂಗಳವಾರ,dimarts
540,Mittwoch::N,ಬುಧವಾರ,dimecres
541,Donnerstag::N,ಗುರುವಾರ,dijous
542,Freitag::N,ಶುಕ್ರವಾರ,divendres
543,Samstag::N,ಶನಿವಾರ,dissabte
544,Sonntag::N,ಭಾನುವಾರ,diumenge
545,groß::A,ದೊಡ್ಡ,gros
546,klein::A,ಪುಟ್ಟ,petīt
547,lang::A,ದೀರ್ಘ,llarg
548,kurz::A,ಚಕ್ಕ,curt
549,breit::A,ಅಗಲವಾದ,ample
550,schmal::A,ಇಕ್ಕಟ್ಟಾದ,estret
551,dicht::A,ದಟ್ಟ,dens
552,dick[Gegenstand]::A,ದಟ್ಟ,gruixūt
553,dünn::A,ತೆಳು,prim
554,fein::A,ಕೋಮಲ,fi
555,fest::A,ಘನ,ferm
556,fest::A,ಘನ,sòlid
557,flach::A,ಚಪ್ಪಟೆ,pla
558,glatt::A,ನಯ,llis
559,hart::A,ಗಟ್ಟಿ,dur
560,weich::A,ಮೃದುವಾದ,tou
561,rund::A,ವರ್ತುಳ,rodó
562,spitz::A,ಮೊನಚಾದ,punxegut
563,scharf::A,ತೀಕ್ಷ್ಣ,agut
564,stumpf::A,ಮೊಂಡು,rom
565,stumpf::A,ಮೊಂಡು,esmussat
566,schwer::A,ಭಾರಿ,pesāt
567,schön::A,ಸುಂದರ,bonīc
568,heiß::A,ಬಿಸಿ,calēnt
569,warm::A,ಬಿಸಿ,càlid
570,kalt::A,ತಣ್ಣನೆಯ,fred
571,kühl::A,ತಂಪಾದ,fresc
572,frisch::A,ನಿರ್ಮಲ,fresc
573,feucht::A,ಒದ್ದೆಯಾದ,humit
574,nass::A,ಒದ್ದೆಯಾದ,mullat
575,trocken::A,ಶುಷ್ಕ,sec
576,voll::A,ತುಂಬಿದ,ple
577,leer::A,ಖಾಲಿ,buit
578,offen::A,ಮುಚ್ಚಲ್ಲದ,obert
579,geschlossen::A,ಮುಚ್ಚಿದ,tancat
