,Concept_ID,la,ce
64,Wind::N,ventus,мох
65,Welle::N,unda,тулгӏе
66,Wasser::N,aqua,хи
67,Stein::N,lapis,тӏулг
68,Boden::N,solum,цӏенкъа
69,Erde::N,terra,латта
70,Staub::N,pulvis,чан
71,Rauch::N,fumus,кӏур
72,Funke::N,scintilla,суй
73,Feuer::N,ignis,цӏе
74,Licht::N,lux,серло
75,Licht::N,lumen,серло
76,Schatten::N,umbra,ӏиндагӏ
77,Wetter::N,caelum,хенан хӏоттам
78,Wetter::N,tempestas,хенан хӏоттам
79,Nebel::N,nebula,дохк
80,Wolke::N,nubes,марха
81,Regen::N,imber,догӏа
82,Regen::N,pluvia,догӏа
83,Schnee::N,nix,ло
84,Eis::N,glacies,ша
85,Frost::N,gelu,шело
86,Kälte::N,frigus,шело
87,Hitze::N,calor,йовхо
88,Hitze::N,aestus,йовхо
89,Raureif::N,pruina,йис
90,Regenbogen::N,arcus,стелаӏад
91,Donner::N,tonitrus,ткъес
92,Strömung::N,fluctus,дӏаэхар
93,Strömung::N,fluctus,дӏасалелар
94,Tropfen::N,gutta,тӏадам
95,Schaum::N,spuma,чопа
96,Schmutz::N,sordes,хатт
97,Schmutz::N,squalor,хатт
98,See::N,lacus,ӏам
99,Sumpf::N,palus,уьшал
100,Moor::N,palus,уьшал
101,Wiese::N,pratum,бай
102,Wald::N,silva,хьун
103,Hügel::N,collis,гу
104,Hügel::N,collis,шу
105,Hügel::N,collis,барз
106,Anhöhe::N,specula,акъари
107,Berg::N,mons,лам
108,Gipfel::N,vertex,бохь
109,Höhle::N,caverna,хьех
110,Höhle::N,spelunca,хьех
111,Abhang::N,declivum,басе
112,Quelle::N,fons,шовда
113,Bach::N,rivus,татол
114,Fluss::N,flumen,хи
115,Ufer::N,ripa,хийист
116,Küste::N,litus,йист
117,Festland::N,continens,латта
118,Meer::N,mare,xӏорд
119,Bucht::N,sinus,чож
120,Insel::N,insula,гӏайре
121,Blume::N,flos,зезаг
122,Gras::N,herba,буц
123,Gras::N,gramen,буц
124,Wurzel::N,radix,орам
125,Baum::N,arbor,дитт
126,Stamm::N,truncus,гӏад
127,Stamm::N,truncus,тайпа
128,Rinde::N,cortex,кевстиг
129,Ast::N,ramus,га
130,Zweig::N,ramus,га
131,Blatt::N,folium,гӏа
132,Birke::N,betulla,дакх
133,Kiefer[Baum]::N,pinus,бага
134,Weide[Baum]::N,salix,дак
135,Tanne::N,abies,база
136,Horn::N,cornu,маӏа
137,Feder::N,penna,пелаг
138,Fell::N,pellis,цӏока
139,Flügel::N,ala,тӏам
140,Klaue::N,unguis,мӏара
141,Kralle::N,unguis,тlод
142,Schwanz::N,cauda,цӏога
143,Ei::N,ovum,xӏoa
144,Nest::N,nidus,бен
145,Bau::N,cavum,lуьрг
146,Bau::N,latibulum,lуьрг
147,Tier::N,bestia,дийнат
148,Herde::N,grex,жа
149,Kuh::N,vacca,етт
150,Bulle::N,taurus,сту
151,Pferd::N,equus,говр
152,Schaf::N,ovis,жий
153,Schaf::N,ovis,уьстагӏ
154,Schwein::N,sus,хьакха
155,Schwein::N,porcus,хьакха
156,Hund::N,canis,жӏаьла
157,Katze::N,felis,цициг
158,Bär::N,ursus,ча
159,Eichhörnchen::N,sciurus,тарсал
160,Elch::N,alces,сай
161,Fuchs::N,vulpes,цхьогал
162,Hase::N,lepus,пхьагал
163,Maus::N,mus,дахка
164,Wolf::N,lupus,борз
165,Vogel::N,avis,олхазар
166,Schwarm::N,examen,
167,Huhn::N,gallina,котам
168,Hahn::N,gallus,нӏаьна
169,Hahn::N,gallus,боргӏал
170,Gans::N,anser,гӏаз
171,Adler::N,aquila,aьрзу
172,Ente::N,anas,бад
173,Eule::N,ulula,бухӏа
174,Eule::N,noctua,бухӏа
175,Kranich::N,grus,гӏаргӏули
176,Krähe::N,cornix,къиг
177,Kuckuck::N,cuculus,aттйокх
178,Schwan::N,olor,гӏургӏаз
179,Schwan::N,cycnus,гӏургӏаз
180,Fisch::N,piscis,чӏара
181,Barsch::N,perca,окунь
182,Hecht::N,esox,гӏазкхийн чӏара
183,Schlange[Tier]::N,serpens,лаьхьа
184,Wurm::N,vermis,нӏаьна
185,Spinne::N,aranea,гезг
186,Ameise::N,formica,зингат
187,Laus::N,pediculus,меза
188,Laus::N,pediculus,гӏениг
189,Mücke::N,culex,чуьрк
190,Fliege::N,musca,моза
191,Schmetterling::N,papilio,полла
192,Beere::N,baca,цӏазам
193,Apfel::N,malum,ӏаж
194,Pilz::N,fungus,жӏаьлин нускал
195,Zwiebel::N,cepa,xох
196,Saat::N,seges,чlу
197,Korn::N,granum,буьртиг
198,Heu::N,faenum,йол
199,Schale::N,putamen,пардо
200,Grube::N,fovea,ор
201,Falle::N,pedica,кӏело
202,Schlinge::N,laqueus,
203,Spur::N,vestigium,лар
204,Asche::N,cinis,чим
205,Dreck::N,lutum,мода
206,Eisen::N,ferrum,эчиг
207,Gold::N,aurum,деши
208,Silber::N,argentum,дети
209,Kohle::N,carbo,кӏора
210,Glas::N,vitrum,aнгали
211,Lehm::N,lutum,поппар
212,Sand::N,arena,гӏум
213,Mensch::N,homo,адам
214,Mann::N,vir,майра
215,Frau::N,mulier,зуда
216,Kind::N,puer,бер
217,Kind::N,infans,бер
218,Junge::N,puer,жимха
219,Mädchen::N,puella,жима йоӏ
220,Familie::N,familia,доьзал
221,Großvater::N,avus,ненада
222,Großmutter::N,avia,денана
223,Eltern::N,parentes,да-нана
224,Vater::N,pater,да
225,Mutter::N,mater,нана
226,Sohn::N,filius,кӏант
227,Tochter::N,filia,йоӏ
228,Bruder::N,frater,ваша
229,Schwester::N,soror,йиша
230,Onkel::N,patruus,деваша
231,Onkel::N,avunculus,деваша
232,Tante::N,amita,дейиша
233,Ehemann::N,maritus,майра
234,Ehefrau::N,uxor,зуда
235,Freude::N,gaudium,самукъа
236,Freude::N,gaudium,хазахетар
237,Freude::N,laetitia,самукъа
238,Freude::N,laetitia,хазахетар
239,Gelächter::N,risus,белам
240,Glück::N,felicitas,ирс
241,Kummer::N,aegritudo,бала
242,Wunsch::N,voluntas,лаам
243,Wunsch::N,desiderium,лаам
244,Lust::N,libido,лаам
245,Lust::N,voluptas,лаам
246,Geist::N,mens,са
247,Geist::N,animus,са
248,Gedanke::N,sententia,ойла
249,Gedächtnis::N,memoria,диццадалар
250,Verstand::N,ratio,хьекъал
251,Verstand::N,ingenium,хьекъал
252,Sinn::N,sensus,маьӏна
253,Grund::N,causa,бахьана
254,Wahrheit::N,veritas,бакъдерг
255,Gespräch::N,sermo,къамел
256,Märchen::N,fabula,туьйра
257,Erzählung::N,fabula,дийцар
258,Erzählung::N,narratio,дийцар
259,Nachricht::N,nuntius,хаам
260,Neuigkeit::N,novitas,керланиг
261,Name::N,nomen,цӏе
262,Rätsel::N,aenigma,хӏетал-метал
263,Rede::N,oratio,къамел
264,Sprache::N,lingua,мотт
265,Stimme::N,vox,aз
266,Wort::N,verbum,дош
267,Wort::N,vocabulum,дош
268,Zeichen::N,signum,билгало
269,Ruf::N,clamor,кхайкхар
270,Lärm::N,strepitus,гӏовгӏа
271,Laut::N,sonus,аз
272,Ton::N,sonus,aз
273,Lied::N,carmen,илли
274,Ruhe::N,quies,тийналла
275,Leute::N,homines,нах
276,Volk::N,populus,халкъ
277,Arbeit::N,labor,болх
278,Gast::N,hospes,хьаша
279,Gast::N,conviva,хьаша
280,Geschenk::N,munus,совгӏат
281,Spiel::N,ludus,ловзар
282,Gesellschaft::N,societas,юкъаралла
283,Hilfe::N,auxilium,гӏо
284,Hilfe::N,subsidium,гӏо
285,Freund::N,amicus,доттагl
286,Kamerad::N,socius,накъост
287,Angelegenheit::N,res,гӏуллакх
288,Anzahl::N,numerus,терахь
289,Art::N,genus,
290,Stück::N,frustum,юьхк
291,Stück::N,fragmentum,юьхк
292,Teil::N,pars,дакъа
293,Hälfte::N,dimidium,ах
294,Kreis::N,orbis,го
295,Kreis::N,circus,го
296,Kreuz::N,crux,жӏара
297,Linie::N,linea,сиз
298,Strich::N,lineamentum,сиз
299,Abstand::N,intervallum,юкъ
300,Entfernung::N,spatium,
301,Gegend::N,loca,мeттиг
302,Gegend::N,regio,мeттиг
303,Platz::N,locus,майда
304,Ort::N,locus,меттиг
305,Seite::N,latus,aгӏo
306,Mitte::N,medium,юкъ
307,Gegenstand::N,res,хӏума
308,Sache::N,res,хӏума
309,Rand::N,margo,йист
310,Kante::N,angulus,йист
311,Ecke::N,angulus,са
312,Spitze::N,cacumen,ралла
313,Ende::N,caput,юьхьиг
314,Loch::N,foramen,ӏуьрг
315,Winkel::N,angulus,са
316,Muster::N,exemplum,дагар
317,Muster::N,exemplum,тӏамар
318,Größe::N,magnitudo,барам
319,Länge::N,longitudo,йохалла
320,Höhe::N,altitudo,локхалла
321,Gewicht::N,pondus,йозалла
322,Menge::N,copia,дукхалла
323,Haufen::N,acervus,сал
324,Haufen::N,acervus,оьла
325,Reihe::N,ordo,рагӏ
326,Reihe::N,ordo,могӏа
327,Boot::N,navicula,кема
328,Ruder::N,remus,пийсиг
329,Schlitten::N,sclodia,салаз
330,Ski::N,narta,когсалаз
331,Lagerfeuer::N,ignis,цӏе
332,Last::N,onus,дукъ
333,Gang::N,cursus,лелар
334,Schritt::N,gradus,гӏулч
335,Norden::N,septentriones,къилбаседе
336,Süden::N,meridies,къилбе
337,Westen::N,occidens,малхбузе
338,Osten::N,oriens,малхбале
339,Holz::N,lignum,дечиг
340,Brett::N,tabula,у
341,Platte::N,lamina,у
342,Stütze::N,adminiculum,гӏopтоp
343,Stange::N,pertica,гӏуркх
344,Stock::N,baculum,ӏаса
345,Stab::N,scipio,гӏаж
346,Rohr::N,tubus,биргӏа
347,Haus::N,aedes,цӏа
348,Heim::N,domicilium,кхерч
349,Ofen::N,fornax,кхерч
350,Fußboden::N,solum,цӏенкъа
351,Tisch::N,mensa,шун
352,Stuhl::N,sella,гӏант
353,Wiege::N,cunae,ага
354,Bett::N,lectus,маьнга
355,Regal::N,foruli,терхи
356,Kiste::N,cista,яьшка
357,Fenster::N,fenestra,кор
358,Tür::N,ianua,неӏ
359,Tor::N,porta,ков
360,Zaun::N,saepes,керт
361,Dach::N,tectum,тхов
362,Leiter::N,scalae,лами
363,Besen::N,scopae,нуй
364,Spaten::N,pala,бел
365,Schaufel::N,pala,аьшкал
366,Gabel::N,fuscinula,мӏара
367,Löffel::N,coclear,ӏайг
368,Messer::N,culter,урс
369,Nagel::N,clavus,хьостам
370,Netz::N,rete,бой
371,Haken::N,hamus,мӏара
372,Griff::N,manubrium,
373,Schloss::N,claustra,чӏега
374,Bild::N,tabula,сурт
375,Bild::N,pictura,сурт
376,Figur::N,statunculum,
377,Puppe::N,pupa,тайниг
378,Beutel::N,sacculus,гали
379,Bündel::N,fascis,кочар
380,Tasche::N,sacculus,тӏоьрмиг
381,Eimer::N,situla,чийлик
382,Deckel::N,operculum,негӏар
383,Geschirr::N,vasa,пхьегӏа
384,Sack::N,saccus,гали
385,Tasse::N,pocillum,кад
386,Topf::N,olla,яй
387,Kessel::N,aenum,яй
388,Essen::N,cena,юург
389,Nahrung::N,cibus,кхача
390,Nahrung::N,alimenta,кхача
391,Speise::N,cibus,юург
392,Fleisch::N,caro,жижиг
393,Getreide::N,frumentum,буьртиг
394,Brei::N,puls,xудар
395,Brot::N,panis,бепиг
396,Brot::N,panis,кхаллар
397,Scheibe::N,frustum,цастар
398,Fett::N,pingue,мохь
399,Butter::N,butȳrum,налха
400,Öl::N,oleum,даьтта
401,Salz::N,sal,туьха
402,Suppe::N,ius,чорпа
403,Honig::N,mel,моз
404,Milch::N,lac,шура
405,Tee::N,thea,чай
406,Leder::N,corium,цӏока
407,Wolle::N,lana,тӏapгӏa
408,Stoff::N,textum,кӏади
409,Nadel::N,acus,маха
410,Faden::N,filum,тай
411,Knopf::N,bulla,нуьйда
412,Knoten::N,nodus,шад
413,Farbe::N,pigmentum,сир
414,Farbe::N,pigmentum,басар
415,Kleidung::N,vestimenta,бедар
416,Hemd::N,tunica,коч
417,Kragen::N,collare,кач
418,Ärmel::N,manica,пхьош
419,Hose::N,bracae,хеча
420,Gürtel::N,cingulum,доьхка
421,Mütze::N,pilleus,куй
422,Schuh::N,calceus,мача
423,Stiefel::N,pero,этка
424,Stiefel::N,caliga,этка
425,Ring::N,anulus,чӏуг
426,Band::N,redimiculum,лента
427,Kamm::N,pecten,ехк
428,Spiegel::N,speculum,куьзга
429,Riemen::N,lorum,доьхка
430,Schnur::N,linum,муш
431,Leine::N,retinaculum,кочатосу доьхка
432,Decke::N,lodix,юргӏа
433,Kissen::N,pulvinus,гIайба
434,Tuch::N,velum,исхар
435,Handtuch::N,mantele,гата
436,Kraft::N,vis,гӏора
437,Stärke::N,robur,гӏап
438,Gesundheit::N,valetudo,могашалла
439,Krankheit::N,morbus,цамгар
440,Schmerz::N,dolor,лазар
441,Wunde::N,vulnus,чов
442,Fieber::N,febris,xорша
443,Arznei::N,remedium,молха
444,Brücke::N,pons,тӏай
445,Brunnen::N,puteus,гӏу
446,Weide::N,pascua,дак
447,Pfad::N,semita,тача
448,Weg::N,iter,некъ
449,Straße::N,via,урам
450,Dorf::N,vicus,юрт
451,Stadt::N,urbs,гӏала
452,Stadt::N,oppidum,гӏала
453,Brief::N,epistula,кехат
454,Buch::N,liber,жайна
455,Buchstabe::N,littera,элп
456,Zeitung::N,diurnum,газет
457,Leben::N,vita,дахар
458,Tod::N,mors,далар
459,Tod::N,mors,ӏожалла
460,Grab::N,sepulcrum,каш
461,Kirche::N,ecclesia,килс
462,Sünde::N,peccatum,къа
463,Gott::N,deus,дела
464,Arbeiter::N,operarius,белхало
465,Chef::N,praefectus,хьаькам
466,Meister::N,magister,говзанча
467,Arzt::N,medicus,лор
468,Lehrer::N,magister,хьехархо
469,Geld::N,aes,aхча
470,Geld::N,pecunia,aхча
471,Geschäft::N,negotium,туька
472,Laden::N,taberna,туька
473,Preis::N,pretium,мах
474,Ware::N,merx,хlума
475,Nutzen::N,utilitas,пайда
476,Reichtum::N,opes,хьал
477,Reichtum::N,divitiae,хьал
478,Welt::N,mundus,дуьне
479,Land::N,terra,мохк
480,Staat::N,res publica,пачхьалкх
481,König::N,rex,паччахь
482,Macht::N,potestas,ӏедал
483,Grenze::N,limes,доза
484,Krieg::N,bellum,тӏом
485,Feind::N,inimicus,мостагӏ
486,Gewalt::N,vis,гӏело
487,Kampf::N,pugna,къийсам
488,Bogen[Waffe]::N,arcus,
489,Pfeil::N,sagitta,пха
490,Gewehr::N,sclopetum,топ
491,Fehler::N,error,гӏалат
492,Lüge::N,mendacium,аьшпаш
493,Schaden::N,damnum,зен
494,Schaden::N,detrimentum,зен
495,Unglück::N,miseria,бала
496,Unglück::N,calamitas,бала
497,Schuld::N,culpa,бехк
498,Alter::N,aetas,хан
499,Schluss::N,finis,чакхе
500,Zeit::N,tempus,хан
501,Tag::N,dies,де
502,Morgen::N,mane,ӏуьйре
503,Mittag::N,meridies,делкъе
504,Abend::N,vesper,суьйре
505,Nacht::N,nox,буьйса
506,Woche::N,septimana,кӏира
507,Monat::N,mensis,бутт
508,Jahr::N,annus,шо
509,Frühling::N,ver,бӏаьсте
510,Sommer::N,aestas,аьхке
511,Herbst::N,autumnus,гуьйре
512,Winter::N,hiems,ӏа
513,Januar::N,Ianuarius,январь
514,Februar::N,Februarius,февраль
515,März::N,Martius,март
516,April::N,Aprilis,апрель
517,Mai::N,Maius,май
518,Juni::N,Iunius,июнь
519,Juli::N,Iulius,июль
520,August::N,Augustus,август
521,September::N,September,сентябрь
522,Oktober::N,Octobris,октябрь
523,November::N,Novembris,ноябрь
524,Dezember::N,December,декабрь
525,Montag::N,dies lunae,оршот
526,Dienstag::N,dies Martis ,шинара
527,Mittwoch::N,dies Mercurii,кхаара
528,Donnerstag::N,dies Iovis,еара
529,Freitag::N,dies Veneris,пӏераска
530,Samstag::N,dies Saturni,шот
531,Sonntag::N,dominicus,кӏиранде
532,Sonntag::N,dies solis,кӏиранде
533,groß::A,magnus,доккха
534,klein::A,parvus,кегий
535,lang::A,longus,еха
536,kurz::A,brevis,доца
537,breit::A,latus,шуьйра
538,schmal::A,angustus,готта
539,dicht::A,densus,луьста
540,dick[Gegenstand]::A,crassus,стомма
541,dünn::A,tenuis,дуткъа
542,fein::A,subtilis,ховха
543,fest::A,solidus,чӏогӏа
544,fest::A,stabilis,чӏогӏа
545,flach::A,planus,чӏапа
546,glatt::A,levis,шера
547,hart::A,durus,чӏогӏa
548,weich::A,mollis,кӏеда
549,rund::A,rotundus,горга
550,spitz::A,acutus,ира
551,scharf::A,acer,ира
552,stumpf::A,hebes,аьртa
553,schwer::A,gravis,деза
554,schön::A,pulcher,хаза
555,schön::A,formosus,хаза
556,heiß::A,fervidus,довха
557,warm::A,calidus,довха
558,kalt::A,frigidus,шийла
559,kühl::A,frigidus,шийла
560,frisch::A,recens,керла
561,feucht::A,umidus,тӏуьна
562,nass::A,madidus,тӏеда
563,trocken::A,aridus,eкъа
564,voll::A,plenus,дуьзна
565,leer::A,vacuus,яьсса
566,offen::A,apertus,диллина
567,geschlossen::A,clausus,дӏакъевлина
568,geschlossen::A,clausus,дӏачӏагӏдина
569,sauber::A,lautus,цӏена
570,schmutzig::A,sordidus,боьха
571,roh::A,crudus,буьйда
572,reif::A,maturus,хилла
573,lecker::A,delicatus,чоме
574,süß::A,dulcis,мерза
575,bitter::A,amarus,къаьхьа
576,bitter::A,acerbus,къаьхьа
577,sauer::A,acidus,муьста
578,hell::A,clarus,сирла
579,dunkel::A,obscurus,бодане
580,schwarz::A,niger,ӏаьржа
581,weiß::A,albus,кӏайн
582,rot::A,ruber,цӏен
583,gelb::A,flavus,можа
584,blau::A,caeruleus,сийна
585,grün::A,viridis,баьццара
586,grau::A,canus,cира
587,grau::A,canus,мокха
588,bunt::A,varius,къорза
589,billig::A,vilis,дораха
590,teuer::A,carus,деза
591,wertvoll::A,pretiosus,мехала
592,blind::A,caecus,бӏаьрзе
593,taub::A,surdus,къора
594,kräftig::A,robustus,нуьцкъала
595,stark::A,firmus,зоьртала
596,stark::A,firmus,нуьцкъала
597,stark::A,validus,зоьртала
598,stark::A,validus,нуьцкъала
599,schwach::A,debilis,гӏорасиза
600,schwach::A,infirmus,гӏорасиза
601,fett::A,crassus,дерстана
602,schlank::A,procerus,куц долу
603,hübsch::A,pulcher,хаза
604,böse::A,improbus,вон
605,dumm::A,stultus,сонта
606,dumm::A,stupidus,сонта
607,faul::A,piger,мало ен
608,fleißig::A,sedulus,тӏера
609,geizig::A,avarus,пис
610,geizig::A,avarus,сутара
611,klug::A,prudens,хьекъале
612,geschickt::A,sollers,тӏахъаьлла
613,lieb::A,carus,хьоме
614,lustig::A,iocosus,самукъане
615,sanft::A,clemens,кlеда
616,hungrig::A,impastus,меца
617,krank::A,aeger,цомгуш долу
618,nackt::A,nudus,дерзана
619,traurig::A,maestus,самукъане воцу
620,lebendig::A,vivus,дийна
621,gut::A,bonus,дика
622,schlecht::A,malus,вон
623,richtig::A,rectus,нийса
624,schlimm::A,malus,вон
625,wahr::A,verus,бакъдолу
626,alt::A,antiquus,къена
627,neu::A,novus,керла
628,ehemalig::A,pristinus,хилла
629,alt[Lebewesen]::A,vetus,къена
630,jung::A,iuvenis,къона
631,arm::A,pauper,къен
632,reich::A,dives,хьоле
633,bekannt::A,notus,девзаш долу
634,berühmt::A,celeber,цӏеяхана
635,berühmt::A,illustris,цӏеяхана
636,fremd::A,peregrinus,нехан
637,verschieden::A,varius,тайп-тайпанара
638,nah::A,propinquus,гергара
639,fern::A,longinquus,гена
640,fern::A,longinquus,генара
641,linker::A,sinister,аьрру
642,rechter::A,dexter,аьтту
643,anderer::A,alius,кхин
644,erster::A,primus,хьалхара
645,zweiter::A,secundus,шолгIа
646,dritter::A,tertius,кхоалгӏа
647,letzter::A,ultimus,тӏаьххьара
648,allein::ADV,solum,цхьаъ
649,auf einmal::ADV,simul,цу сохьтта
650,zusammen::ADV,una,цхьана
651,lange::ADV,diu,дукха
652,plötzlich::ADV,subito,цIеххьана
653,plötzlich::ADV,repente,цIеххьана
654,sofort::ADV,statim,цу сохьтта
655,später::ADV,postea,тӏаьхьо
656,jetzt::ADV,nunc,хӏинца
657,heute::ADV,hodie,тахана
658,morgen::ADV,cras,кхана
659,bald::ADV,mox,кеста
660,dann::ADV,deinde,тӏаккха
661,gestern::ADV,heri,селхана
662,einst::ADV,olim,цкъа
663,damals::ADV,tum,хӏетахьь
664,danach::ADV,postea,тӏаккха
665,vorher::ADV,antea,хьалхa
666,zuerst::ADV,primo,хьалха
667,einmal::ADV,semel,цкъа
668,manchmal::ADV,interdum,цкъаццкъа
669,oft::ADV,saepe,кест-кеста
670,immer::ADV,semper,даим
671,niemals::ADV,numquam,цкъа а
672,hier::ADV,hic,кхузахь
673,hierhin::ADV,huc,кхуза
674,von hier::ADV,hinc,кхузара
675,dort::ADV,ibi,цигахь
676,dorthin::ADV,eo,цига
677,geradeaus::ADV,recte,нийса дӏа
678,vorwärts::ADV,porro,хьалха
679,rückwärts::ADV,retro,юха
680,zurück::ADV,retro,юха
681,unten::ADV,infra,лахахь
682,hinab::ADV,pessum,охьа
683,oben::ADV,supra,лакхахь
684,hinauf::ADV,sursum,хьала
685,überall::ADV,ubique,массанхьа
686,nicht::ADV,non,ца
687,ein wenig::ADV,paulum,кӏеззиг
688,kaum::ADV,vix,халла
689,kaum::ADV,aegre,халла
690,sehr::ADV,valde,вуно
691,sehr::ADV,magnopere,вуно
692,so::ADV,ita,
693,noch::ADV,etiam,кхин
694,nur::ADV,solum,бен ...ца
695,nur::ADV,tantum,бен ...ца
696,schon::ADV,iam,хӏинцале
697,wieder::ADV,rursus,юха а
698,vergebens::ADV,frustra,эрна
699,vor::PRP,ante,хьалха
700,hinter::PRP,post,тӏехьа
701,unter::PRP,sub,кIелахь
702,durch::PRP,per,чекх
703,neben::PRP,iuxta,юххе
704,zwischen::PRP,inter,юккъехь
705,wegen::PRP,propter,дуьхьа
706,dies::PRN,hoc,и
707,dies::PRN,hoc,иза
708,das::PRN,id,и
709,das::PRN,id,иза
710,alles::PRN,omnia,дерриг
711,ich::PRN,ego,cо
712,du::PRN,tu,хьо
713,er::PRN,is,и
714,er::PRN,is,иза
715,er::PRN,ille,и
716,er::PRN,ille,иза
717,wir::PRN,nos,тхо
718,wir::PRN,nos,вай
719,ihr::PRN,vos,шу
720,sie::PRN,ii,уьш
721,sie::PRN,illi,уьш
722,was::FPRN,quid,хӏун
723,wer::FPRN,quis,мила
724,wo::FADV,ubi,мичaхь
725,wohin::FADV,quo,мича
726,wie::FADV,quomodo,муха
727,warum::FADV,cur,хӏунда
728,wieviel::FNUM,quantum,мел
729,wieviel::FNUM,quantum,маса
730,eins::NUM,unus,цхьаъ
731,zwei::NUM,duo,шиъ
732,drei::NUM,tres,кхоъ
733,vier::NUM,quattuor,диъ
734,fünf::NUM,quinque,пхиъ
735,sechs::NUM,sex,ялх
736,sieben::NUM,septem,ворхӏ
737,acht::NUM,octo,бархӏ
738,neun::NUM,novem,исс
739,zehn::NUM,decem,итт
740,elf::NUM,undecim,цхьайтта
741,zwölf::NUM,duodecim,шийтта
742,zwanzig::NUM,viginti,ткъа
743,dreißig::NUM,triginta,ткъе итт
744,vierzig::NUM,quadraginta,шовзткъа
745,fünfzig::NUM,quinquaginta,шовзткъе итт
746,sechzig::NUM,sexaginta,кхузткъа
747,siebzig::NUM,septuaginta,кхузткъе итт
748,achtzig::NUM,octoginta,дезткъа
749,neunzig::NUM,nonaginta,дезткъе итт
750,hundert::NUM,centum,бӏе
751,tausend::NUM,mille,эзар
752,und::CNJ,et,a
753,und::CNJ,-que,a
754,oder::CNJ,vel,я
755,stehen::V,stare,латта
756,sitzen::V,sedere,хиъна ӏан
757,liegen::V,iacere,ӏилла
758,hängen::V,pendere,кхаза
759,werden::V,fieri,хила
760,passieren::V,accidere,хила
761,beginnen::V,incipere,доло
762,enden::V,finem habere,дӏадерза
763,wechseln::V,mutari,хийца
764,aufgehen[Sonne]::V,oriri,кхета
765,untergehen[Sonne]::V,occidere,чубуза
766,scheinen[Sonne]::V,lucere,серло яла
767,donnern::V,tonare,къекъа
768,wehen::V,flare,хьекха
769,strömen::V,fluere,эха
770,fließen::V,manare,охьаэха
771,sich drehen::V,torqueri,хьийза
772,schwanken::V,vacillare,леста
773,schwingen::V,vibrare,лесто
774,fallen::V,cadere,охьакхета
775,brennen::V,ardere,дага
776,rauchen::V,fumare,оза
777,regnen::V,pluere,догlа догlу
778,gefrieren::V,congelari,гӏоро
779,tauen::V,rorare,даша
780,schmelzen::V,liquescere,лала
781,trocknen::V,arescere,дакъо
782,sieden::V,fervere,кхехка
783,faulen::V,putescere,дахкадала
784,verfaulen::V,putescere,дахкадала
785,reißen::V,scindi,хеда
786,versinken::V,mergi,хичудаха
787,vergehen::V,praeterire,дlаэха
788,erscheinen::V,apparere,схьадала
789,erscheinen::V,apparere,ӏоттадала
790,verschwinden::V,discedere,къайладала
791,sinken::V,labi,лахдала
792,abnehmen::V,deminui,
793,zunehmen::V,augeri,лакхадала
794,steigen::V,augescere,хьаладала
795,wachsen::V,crescere,кхиа
796,glänzen::V,splendere,лепа
797,funkeln::V,micare,къега
798,lärmen::V,strepere,гӏовгӏаян
799,läuten::V,sonare,детта
800,klingeln::V,tinnire,дека
801,klirren::V,crepare,дека
802,brausen::V,saevire,хьаьдда даха
803,rauschen::V,crepare,леста
