,Concept_ID,mhr,be
147,Flügel::N,шу́лдыр,крыло
148,Klaue::N,кӱч,кіпцюр
149,Kralle::N,ла́па,лапа
150,Kralle::N,копа́,лапа
151,Schwanz::N,поч,хвост
152,Ei::N,му́но,яйка
153,Nest::N,пыжа́ш,гняздо
154,Bau::N,пыжа́ш,нара
155,Tier::N,я́нлык,жывёла
156,Tier::N,живо́тный,жывёла
157,Herde::N,кӱ́тӱ,статак
158,Herde::N,тӱшка́,статак
159,Kuh::N,ушка́л,карова
160,Bulle::N,ӱ́шкыж,бык
161,Pferd::N,и́мне,конь
162,Schaf::N,шо́рык,авечка
163,Schwein::N,сӧсна́,свіння
164,Hund::N,пий,сабака
165,Katze::N,пы́рыс,кошка
166,Bär::N,маска́,мядзведзь
167,Eichhörnchen::N,ур,вавёрка
168,Elch::N,шо́рдо,лось
169,Fuchs::N,ры́выж,ліса
170,Hase::N,мера́ҥ,заяц
171,Maus::N,коля́,мыш
172,Wolf::N,пи́ре,воўк
173,Vogel::N,ка́йык,птах
174,Vogel::N,ка́йык,птушка
175,Schwarm::N,каша́к,чарада
176,Huhn::N,чы́ве,курыца
177,Hahn::N,агыта́н,певень
178,Gans::N,ко́мбо,гусь
179,Adler::N,карагу́ш,арол
180,Ente::N,лу́до,качка
181,Eule::N,тумна́,сава
182,Kranich::N,турня́,жораў
183,Kranich::N,турня́,журавель
184,Krähe::N,кора́к,варона
185,Kuckuck::N,куку́,зязюля
186,Schwan::N,йӱ́ксӧ,лебедзь
187,Fisch::N,кол,рыба
188,Barsch::N,ола́ҥге,акунь
189,Hecht::N,нуж,шчупак
190,Hecht::N,чорта́н,шчупак
191,Schlange[Tier]::N,ки́шке,змяя
192,Wurm::N,шукш,чарвяк
193,Spinne::N,эҥыре́мыш,павук
194,Ameise::N,ку́тко,мурашка
195,Laus::N,тий,вош
196,Mücke::N,шыҥа́,камар
197,Fliege::N,ка́рме,муха
198,Schmetterling::N,лы́ве,матыль
199,Beere::N,мӧр,ягада
200,Apfel::N,олма́,яблык
201,Pilz::N,по́ҥго,грыб
202,Zwiebel::N,шога́н,цыбуля
203,Saat::N,нӧ́шмӧ,семя
204,Saat::N,туш,семя
205,Korn::N,шу́рно,зерне
206,Heu::N,шу́до,сена
207,Schale::N,шӱм,шалупінне
208,Grube::N,выне́м,яма
209,Falle::N,лӧ́дӧ,пастка
210,Schlinge::N,о́птыш,сіло
211,Schlinge::N,шӧрга́лтыш,сіло
212,Spur::N,кыша́,след
213,Asche::N,ло́мыж,попел
214,Dreck::N,лавыра́,бруд
215,Eisen::N,кӱ́ртньӧ,жалеза
216,Gold::N,шӧ́ртньӧ,золата
217,Silber::N,ший,сребра
218,Kohle::N,мландышӱ́й,вугаль
219,Glas::N,янда́,шкло
220,Lehm::N,шун,гліна
221,Sand::N,ошма́,пясок
222,Mensch::N,еҥ,чалавек
223,Mensch::N,айде́ме,чалавек
224,Mann::N,пӧръе́ҥ,мужчына
225,Frau::N,ӱдырама́ш,жанчына
226,Kind::N,аза́,дзіця
227,Junge::N,рве́зе,хлопчык
228,Mädchen::N,ӱдыра́ш,дзяўчынка
229,Familie::N,еш,сямʼя
230,Großvater::N,коча́,дзядуля
231,Großmutter::N,кова́,бабуля
232,Eltern::N,ача́-ава́,бацькі
233,Vater::N,ача́,бацька
234,Mutter::N,ава́,маці
235,Sohn::N,э́рге,сын
236,Tochter::N,ӱ́дыр,дачка
237,Bruder::N,иза́,брат
238,Bruder::N,шо́льо,брат
239,Schwester::N,ака́,сястра
240,Onkel::N,иза́,дзядзька
241,Tante::N,кока́,цётка
242,Ehemann::N,мари́й,муж
243,Ehefrau::N,ва́те,жонка
244,Freude::N,куа́н,радасць
245,Freude::N,куаныма́ш,радасць
246,Gelächter::N,во́штылтыш,смех
247,Glück::N,пиа́л,шчасце
248,Kummer::N,о́йго,гора
249,Wunsch::N,ку́мыл,жаданне
250,Lust::N,ку́мыл,цяга
251,Geist::N,ӧрт,дух
252,Geist::N,чон,дух
253,Gedanke::N,ой,думка
254,Gedanke::N,шоныма́ш,думка
255,Gedächtnis::N,шарныма́ш,памяць
256,Verstand::N,уш,розум
257,Sinn::N,смысл,сэнс
258,Grund::N,ама́л,зачэпка
259,Wahrheit::N,чын,праўда
260,Gespräch::N,мутланыма́ш,размова
261,Märchen::N,йома́к,казка
262,Erzählung::N,ойлыма́ш,расказ
263,Erzählung::N,ойлыма́ш,апавяданне
264,Nachricht::N,увертарыма́ш,вестка
265,Nachricht::N,увертарыма́ш,паведамленне
266,Neuigkeit::N,уве́р,навіна
267,Name::N,лӱм,імя
268,Rätsel::N,ту́што,загадка
269,Rede::N,ойлыма́ш,прамова
270,Sprache::N,йы́лме,мова
271,Stimme::N,йӱк,голас
272,Wort::N,ой,слова
273,Wort::N,мут,слова
274,Zeichen::N,ти́ште,знак
275,Zeichen::N,знак,знак
276,Ruf::N,ӱжма́ш,кліч
277,Lärm::N,лӱшкыма́ш,шум
278,Lärm::N,йӱк-йӱа́н,шум
279,Laut::N,йӱк,гук
280,Ton::N,йӱксе́м,гучанне
281,Lied::N,му́ро,песня
282,Ruhe::N,ты́мык,спакой
283,Leute::N,еҥ-влак,людзі
284,Volk::N,ка́лык,народ
285,Arbeit::N,паша́,праца
286,Arbeit::N,паша́,работа
287,Gast::N,уна́,госць
288,Geschenk::N,пӧле́к,падарунак
289,Spiel::N,мо́дыш,гульня
290,Spiel::N,модма́ш,гульня
291,Gesellschaft::N,тӱшка́,таварыства
292,Hilfe::N,по́лыш,дапамога
293,Freund::N,таҥ,друг
294,Freund::N,таҥ,сябар
295,Freund::N,йолта́ш,друг
296,Freund::N,йолта́ш,сябар
297,Kamerad::N,таҥ,прыяцель
298,Angelegenheit::N,паша́,справа
299,Anzahl::N,чот,колькасць
300,Art::N,вид,від
301,Stück::N,ка́тыш,кусок
302,Stück::N,ка́тыш,кавалак
303,Stück::N,ла́стык,кусок
304,Stück::N,ла́стык,кавалак
305,Teil::N,ужа́ш,частка
306,Hälfte::N,пел,палова
307,Hälfte::N,пел,палавіна
308,Hälfte::N,пе́ле,палова
309,Hälfte::N,пе́ле,палавіна
310,Kreis::N,ты́ртыш,круг
311,Kreuz::N,ыре́с,крыж
312,Linie::N,ли́ний,лінія
313,Strich::N,коре́ш,рыса
314,Abstand::N,кокла́,прамежак
315,Entfernung::N,тора́,адлегласць
316,Entfernung::N,ку́жыт,адлегласць
317,Gegend::N,кунде́м,мясцовасць
318,Platz::N,ку́мдык,месца
319,Ort::N,вер,месца
320,Ort::N,о́лмо,месца
321,Seite::N,ӧ́рдыж,бок
322,Mitte::N,покше́л,сярэдзіна
323,Gegenstand::N,наста́,прадмет
324,Sache::N,наста́,рэч
325,Rand::N,тӱр,край
326,Kante::N,тӱр,руб
327,Kante::N,тӱр,кант
328,Ecke::N,лук,вугал
329,Spitze::N,вуй,кончык
330,Ende::N,муча́ш,канец
331,Loch::N,рож,дзірка
332,Winkel::N,лук,вугал
333,Muster::N,пеза́к,узор
334,Muster::N,узо́р,узор
335,Muster::N,ӱ́лгӧ,узор
336,Größe::N,кӱ́кшыт,памер
337,Länge::N,ку́тыш,даўжыня
338,Höhe::N,кӱ́кшыт,вышыня
339,Gewicht::N,не́лыт,вага
340,Menge::N,чот,колькасць
341,Haufen::N,кы́шыл,куча
342,Reihe::N,рада́м,рад
343,Boot::N,пуш,лодка
344,Ruder::N,эшка́к,вясло
345,Schlitten::N,тер,сані
346,Schlitten::N,изде́р,сані
347,Ski::N,е́че,лыжа
348,Lagerfeuer::N,туло́то,вогнішча
349,Last::N,нӧ́лтыш,цяжар
350,Gang::N,ошкылма́ш,ход
351,Schritt::N,о́шкыл,шаг
352,Schritt::N,о́шкыл,крок
353,Norden::N,йӱдйыма́л,поўнач
354,Süden::N,кечывалве́л,поўдзень
355,Westen::N,касве́л,захад
356,Osten::N,эрве́л,усход
357,Holz::N,пу,дрэва
358,Holz::N,пу,драўніна
359,Brett::N,оҥа́,дошка
360,Platte::N,аста́р,пліта
361,Stütze::N,чара́к,падпорка
362,Stange::N,лома́ш,жэрдка
363,Stock::N,тоя́,палка
364,Stab::N,вара́,шост
365,Stab::N,кашта́,шост
366,Rohr::N,пуч,труба
367,Haus::N,пӧрт,дом
368,Heim::N,мӧ́ҥгӧ,дом
369,Heim::N,мӧ́ҥгӧ,хата
370,Ofen::N,комака́,печ
371,Fußboden::N,кӱва́р,падлога
372,Tisch::N,ӱсте́л,стол
373,Stuhl::N,пӱке́н,стул
374,Stuhl::N,пӱке́н,крэсла
375,Wiege::N,шепка́,калыска
376,Bett::N,ва́кшыш,ложак
377,Bett::N,ва́кшыш,пасцель
378,Regal::N,шӧ́рлык,паліца
379,Kiste::N,шо́ндык,скрынка
380,Kiste::N,я́шлык,скрынка
381,Fenster::N,окна́,акно
382,Tür::N,омса́,дзверы
383,Tor::N,капка́,вароты
384,Zaun::N,сава́р,агароджа
385,Dach::N,леве́дыш,дах
386,Leiter::N,тошка́лтыш,лесвіца
387,Besen::N,ӱштерво́штыр,мятла
388,Spaten::N,ко́льмо,лапата
389,Spaten::N,ко́льмо,жалязняк
390,Schaufel::N,сово́к,шуфлік
391,Schaufel::N,сово́к,лапатка
392,Schaufel::N,су́ско,шуфлік
393,Schaufel::N,су́ско,лапатка
394,Gabel::N,ви́лке,відэлец
395,Löffel::N,па́не,лыжка
396,Löffel::N,совла́,лыжка
397,Messer::N,кӱ́зӧ,нож
398,Nagel::N,пуда́,цвік
399,Netz::N,вапш,сетка
400,Haken::N,са́гыле,крук
401,Griff::N,кыл,ручка
402,Schloss::N,кӧгӧ́н,замок
403,Bild::N,сӱре́т,карціна
404,Figur::N,фигу́р,фігура
405,Puppe::N,курча́к,лялька
406,Beutel::N,меша́к,мяшок
407,Bündel::N,арша́ш,вязка
408,Tasche::N,сумка́,торба
409,Eimer::N,ведра́,вядро
410,Deckel::N,ко́мдыш,накрыўка
411,Geschirr::N,а́те,пасуда
412,Sack::N,куль,мех
413,Sack::N,меша́к,мех
414,Tasse::N,чу́кыр,кубак
415,Tasse::N,чашка́,кубак
416,Topf::N,ми́ске,каструля
417,Kessel::N,под,кацёл
418,Essen::N,ко́чкыш,ежа
419,Nahrung::N,ку́рго,харч
420,Speise::N,ко́чкыш,страва
421,Fleisch::N,шыл,мяса
422,Getreide::N,шу́рно,збожжа
423,Brei::N,пу́чымыш,каша
424,Brot::N,ки́нде,хлеб
425,Scheibe::N,ка́тыш,луста
426,Scheibe::N,ка́тыш,скібка
427,Fett::N,коя́,тлушч
428,Butter::N,ӱй,масла
429,Öl::N,ӱй,алей
430,Salz::N,шинча́л,соль
431,Suppe::N,шӱр,суп
432,Honig::N,мӱй,мёд
433,Milch::N,шӧр,малако
434,Tee::N,чай,чай
435,Tee::N,чай,гарбата
436,Leder::N,сура́н,скура
437,Leder::N,шӱ́штӧ,скура
438,Wolle::N,пун,воўна
439,Stoff::N,куэ́м,тканіна
440,Stoff::N,посто́,тканіна
441,Nadel::N,и́ме,іголка
442,Faden::N,шӱ́ртӧ,нітка
443,Knopf::N,по́лдыш,гузік
444,Knoten::N,пышке́м,вузел
445,Farbe::N,чия́,фарба
446,Kleidung::N,чие́м,адзенне
447,Kleidung::N,вурге́м,адзенне
448,Hemd::N,ту́выр,кашуля
449,Kragen::N,сога́,каўнер
450,Ärmel::N,шокш,рукаў
451,Hose::N,йола́ш,штаны
452,Gürtel::N,ӱ́штӧ,пояс
453,Mütze::N,упш,шапка
454,Schuh::N,боти́нке,чаравік
455,Stiefel::N,кем,бот
456,Ring::N,шерга́ш,кольца
457,Band::N,тасма́,стужка
458,Band::N,ле́нте,стужка
459,Kamm::N,шерге́,расчоска
460,Spiegel::N,вошто́нчыш,люстра
461,Riemen::N,кӱзанӱ́штӧ,рэмень
462,Schnur::N,кере́м,вяроўка
463,Schnur::N,кандыра́,вяроўка
464,Leine::N,вӱра́ҥ,павадок
465,Decke::N,леве́дыш,коўдра
466,Decke::N,одея́л,коўдра
467,Kissen::N,кӱ́пчык,падушка
468,Tuch::N,шо́выч,хустка
469,Handtuch::N,со́лык,ручнік
470,Kraft::N,вий,сіла
471,Kraft::N,куа́т,сіла
472,Stärke::N,куа́т,моц
473,Stärke::N,карма́н,моц
474,Gesundheit::N,таза́лык,здароўе
475,Krankheit::N,чер,хвароба
476,Schmerz::N,ко́рштыш,боль
477,Wunde::N,су́сыр,рана
478,Fieber::N,йӱштыму́ж,гарачка
479,Fieber::N,йӱштыму́ж,ліхаманка
480,Fieber::N,лихора́дке,гарачка
481,Fieber::N,лихора́дке,ліхаманка
482,Arznei::N,эм,лекі
483,Brücke::N,кӱва́р,мост
484,Brunnen::N,вӱдвыне́м,калодзеж
485,Weide::N,нурше́р,паша
486,Pfad::N,йолго́рно,сцежка
487,Pfad::N,сокма́к,сцежка
488,Weg::N,ко́рно,шлях
489,Weg::N,ко́рно,дарога
490,Straße::N,ко́рно,вуліца
491,Dorf::N,ял,вёска
492,Stadt::N,ола́,горад
493,Brief::N,се́рыш,ліст
494,Brief::N,се́рыш,пісьмо
495,Buch::N,книга́,кніга
496,Buchstabe::N,буква́,літара
497,Zeitung::N,газе́т,газета
498,Leben::N,и́лыш,жыццё
499,Tod::N,колыма́ш,смерць
500,Grab::N,шӱга́р,магіла
501,Kirche::N,че́рке,касцёл
502,Kirche::N,че́рке,царква
503,Sünde::N,су́лык,грэх
504,Gott::N,ю́мо,бог
505,Arbeiter::N,паша́зе,рабочы
506,Chef::N,тӧра́,начальнік
507,Meister::N,маста́р,майстар
508,Arzt::N,врач,урач
509,Lehrer::N,ту́ныктышо,настаўнік
510,Geld::N,окса́,грошы
511,Geschäft::N,сатулыма́ш,заняцце
512,Laden::N,ке́выт,крама
513,Laden::N,ке́выт,магазін
514,Preis::N,ак,цана
515,Ware::N,сату́,тавар
516,Nutzen::N,пайда́,выгада
517,Reichtum::N,поя́нлык,багацце
518,Welt::N,тӱня́,свет
519,Land::N,эл,краіна
520,Staat::N,кугыжа́ныш,дзяржава
521,König::N,кугыжа́,кароль
522,Macht::N,власть,улада
523,Grenze::N,грани́ца,граніца
524,Krieg::N,сар,вайна
525,Feind::N,тушма́н,вораг
526,Gewalt::N,виешлыма́ш,насілле
527,Kampf::N,кредалма́ш,барацьба
528,Bogen[Waffe]::N,юҥе́ж,лук
529,Pfeil::N,пикш,страла
530,Gewehr::N,пыча́л,ружжо
531,Fehler::N,йо́ҥылыш,памылка
532,Lüge::N,шоя́к,хлусня
533,Schaden::N,зия́н,шкода
534,Unglück::N,эҥге́к,ліха
535,Unglück::N,эҥге́к,бядота
536,Schuld::N,тита́к,віна
537,Schuld::N,йола́,віна
538,Alter::N,ийго́т,узрост
539,Schluss::N,муча́ш,канец
540,Zeit::N,жап,час
541,Zeit::N,па́гыт,час
542,Tag::N,ке́че,дзень
543,Morgen::N,эр,ранак
544,Morgen::N,эр,раніца
545,Mittag::N,кечыва́л,паўдня
546,Mittag::N,кечыва́л,поўдзень
547,Abend::N,кас,вечар
548,Nacht::N,йӱд,ноч
549,Woche::N,арня́,тыдзень
550,Monat::N,ты́лзе,месяц
551,Jahr::N,ий,год
552,Frühling::N,шо́шо,вясна
553,Sommer::N,кеҥе́ж,лета
554,Herbst::N,шы́же,восень
555,Winter::N,те́ле,зіма
556,Januar::N,шоркыйол,студзень
557,Januar::N,идалыкву́й,студзень
558,Januar::N,янва́рь,студзень
559,Februar::N,пургыж,люты
560,Februar::N,февра́ль,люты
561,März::N,ӱярня,сакавік
562,März::N,март,сакавік
563,April::N,апре́ль,красавік
564,Mai::N,ага,май
565,Mai::N,ага,травень
566,Mai::N,май,май
567,Mai::N,май,травень
568,Juni::N,пеледыш,чэрвень
569,Juni::N,ию́нь,чэрвень
570,Juli::N,сӱрем,ліпень
571,Juli::N,ию́ль,ліпень
572,August::N,сорла,жнівень
573,August::N,агарма́н,жнівень
574,August::N,а́вгуст,жнівень
575,September::N,идым,верасень
576,September::N,сентя́брь,верасень
577,Oktober::N,шыжа,кастрычнік
578,Oktober::N,октя́брь,кастрычнік
579,November::N,кылме тылзе,лістапад
580,November::N,ноя́брь,лістапад
581,Dezember::N,дека́брь,снежань
582,Montag::N,шо́чмо,панядзелак
583,Dienstag::N,ку́шкыжмо,аўторак
584,Mittwoch::N,вӱрге́че,серада
585,Donnerstag::N,изарня́,чацвер
586,Freitag::N,кугарня́,пятніца
587,Samstag::N,шуматке́че,субота
588,Sonntag::N,рушарня́,нядзеля
589,groß::A,кугу́,вялікі
590,klein::A,изи́,маленькі
591,lang::A,кужу́,доўгі
592,kurz::A,кӱ́чык,кароткі
593,breit::A,кумда́,шырокі
594,schmal::A,а́ҥысыр,вузкі
595,dicht::A,ну́гыдо,густы
596,dick[Gegenstand]::A,кӱ́жгӧ,тоўсты
597,dünn::A,ви́чкыж,тонкі
598,fein::A,ты́гыде,тонкі
599,fest::A,чо́ткыдо,моцны
600,flach::A,лапка́,плоскі
601,glatt::A,яклака́,гладкі
602,hart::A,пе́ҥгыде,цвёрды
603,weich::A,пу́шкыдо,мяккі
604,rund::A,йырге́шке,круглы
605,spitz::A,коша́р,спічасты
606,spitz::A,коша́р,востраканцовы
607,scharf::A,пӱ́сӧ,востры
608,stumpf::A,токма́к,тупы
609,schwer::A,не́ле,цяжкі
610,schön::A,сы́лне,прыгожы
611,heiß::A,шо́кшо,гарачы
612,warm::A,ле́ве,цёплы
613,kalt::A,йӱ́штӧ,холадны
614,kühl::A,юа́лге,халаднаваты
615,kühl::A,южгата́,халаднаваты
616,frisch::A,свежа́,свежы
617,feucht::A,вӱ́дыжгӧ,вільготны
618,nass::A,нӧ́рӧ,мокры
619,trocken::A,ку́кшо,сухі
620,voll::A,тич,поўны
621,leer::A,яра́,пусты
622,offen::A,виш,адкрыты
623,offen::A,виш,адчынены
624,geschlossen::A,пе́тырыме,закрыты
625,geschlossen::A,пе́тырыме,зачынены
626,geschlossen::A,тӱ́чмӧ,закрыты
627,geschlossen::A,тӱ́чмӧ,зачынены
628,sauber::A,ару́,чысты
629,sauber::A,янда́р,чысты
630,schmutzig::A,лавыра́н,брудны
631,schmutzig::A,ла́выргыше,брудны
632,roh::A,кӱ́чымӧ,сыры
633,reif::A,лӧза́,спелы
634,lecker::A,ту́тло,смачны
635,süß::A,ше́ре,салодкі
636,bitter::A,ко́чо,горкі
637,sauer::A,шо́по,кіслы
638,hell::A,во́лгыдо,светлы
639,dunkel::A,пычке́мыш,цёмны
640,schwarz::A,шола́,чорны
641,weiß::A,ош,белы
642,rot::A,йошка́р,чырвоны
643,gelb::A,сар,жоўты
644,blau::A,ка́нде,сіні
645,grün::A,ужа́р,зялёны
646,grau::A,сур,шэры
647,bunt::A,олача́,пяресты
648,billig::A,шу́лдо,танны
649,teuer::A,ше́рге,дарагі
650,wertvoll::A,шергака́н,цэнны
651,wertvoll::A,шергака́н,каштоўны
652,blind::A,со́кыр,сляпы
653,taub::A,соҥгыра́,глухі
654,kräftig::A,куа́тле,магутны
655,stark::A,вия́н,сільны
656,schwach::A,а́лдыме,слабы
657,fett::A,коя́,тлусты
658,schlank::A,йоштката́,стройны
659,schlank::A,яжу́,стройны
660,hübsch::A,чеве́р,чароўны
661,böse::A,шы́де,злы
662,dumm::A,аҥыра́,дурны
663,faul::A,його,лянівы
664,fleißig::A,ты́ршыше,руплівы
665,geizig::A,чаҥга́,прагны
666,klug::A,уша́н,разумны
667,geschickt::A,уста́,умелы
668,lieb::A,ала́л,мілы
669,lustig::A,весела́,вясёлы
670,sanft::A,ны́жылге,ласкавы
671,hungrig::A,шу́жышо,галодны
672,krank::A,че́рле,хворы
673,nackt::A,чарама́т,голы
674,traurig::A,ойга́н,сумны
675,lebendig::A,и́лыше,жывы
676,gut::A,сай,добры
677,schlecht::A,уда́,кепскі
678,schlecht::A,шӱ́кшӧ,кепскі
679,richtig::A,чы́нле,правільны
680,schlimm::A,аля́к,агідны
681,schlimm::A,тыра́н,агідны
682,wahr::A,чы́нле,сапраўдны
683,wahr::A,настоя́щий,сапраўдны
684,alt::A,то́што,стары
685,neu::A,у,новы
686,ehemalig::A,о́нчычсо,былы
687,ehemalig::A,онда́кысе,былы
688,alt[Lebewesen]::A,шо́нто,стары
689,jung::A,са́мырык,малады
690,arm::A,нужна́,бедны
691,reich::A,поя́н,багаты
692,bekannt::A,па́лыме,знаёмы
693,berühmt::A,лӱ́млӧ,славуты
694,fremd::A,йот,чужы
695,verschieden::A,тӱ́рлӧ,розны
696,nah::A,ли́шыл,блізкі
697,fern::A,тора́,далёкі
698,fern::A,мӱ́ндыр,далёкі
699,linker::A,шола́,левы
700,rechter::A,пурла́,правы
701,anderer::A,вес,іншы
702,anderer::A,вес,другі
703,anderer::A,мо́ло,іншы
704,anderer::A,мо́ло,другі
705,erster::A,и́кымше,першы
706,zweiter::A,ко́кымшо,другі
707,dritter::A,ку́мшо,трэці
708,letzter::A,пыта́ртыш,апошні
709,allein::ADV,шкет,сам
710,allein::ADV,шкет,адзін
711,auf einmal::ADV,икана́ште,адразу
712,zusammen::ADV,пырля́,разам
713,lange::ADV,кужу́н,доўга
714,plötzlich::ADV,кенета́,раптам
715,sofort::ADV,кызыта́к,зараз
716,später::ADV,варара́к,пазней
717,jetzt::ADV,ы́нде,цяпер
718,jetzt::ADV,кы́зыт,цяпер
719,heute::ADV,та́че,сёння
720,morgen::ADV,эрла́,заўтра
721,bald::ADV,вашке́,хутка
722,bald::ADV,вашке́,неўзабаве
723,dann::ADV,вара́,потым
724,gestern::ADV,теҥге́че,учора
725,einst::ADV,икана́,аднойчы
726,damals::ADV,туна́м,тады
727,danach::ADV,вара́,затым
728,vorher::ADV,о́нчыч,раней
729,zuerst::ADV,онда́к,спярша
730,zuerst::ADV,онда́к,спачатку
731,einmal::ADV,икана́,адзін раз
732,manchmal::ADV,ка́шын,часам
733,manchmal::ADV,кокла́н,часам
734,oft::ADV,чӱ́чкыдын,часта
735,immer::ADV,эре́,заўсёды
736,immer::ADV,ту́тыш,заўсёды
737,niemals::ADV,ок нигуна́м,ніколі
738,hier::ADV,ты́ште,тут
739,hierhin::ADV,ты́шке,сюды
740,hierhin::ADV,тыш,сюды
