,Concept_ID,ko,ml
83,Eis::N,얼음,ഐസ്
84,Frost::N,혹한,മൂടൽമഞ്ഞ്
85,Kälte::N,추위,തണുപ്പ്
86,Kälte::N,차가움,തണുപ്പ്
87,Hitze::N,고온,ചൂട്
88,Hitze::N,더위,ചൂട്
89,Regenbogen::N,무지개,മഴവില്ല്
90,Donner::N,뇌명,ഇടി
91,Strömung::N,유동,പ്രവാഹം
92,Tropfen::N,물방울,തുള്ളി
93,Schaum::N,포말,നുര
94,Schmutz::N,때,അഴുക്ക്
95,See::N,호수,തടാകം
96,Sumpf::N,습지,ചതുപ്പുനിലം
97,Moor::N,저습지,പാഴ്നിലം
98,Wiese::N,목초지,പുൽത്തകിടി
99,Wald::N,숲,വനം
100,Wald::N,숲,കാട്
101,Hügel::N,언덕,കുന്ന്
102,Anhöhe::N,언덕,ഉയർന്ന ഭൂമി
103,Berg::N,산,പർവ്വതം
104,Gipfel::N,졀졍,ഉച്ചകോടി
105,Höhle::N,공동,ഗുഹ
106,Abhang::N,몰매,ചരിവ്
107,Quelle::N,근원,ഉറവിടം
108,Bach::N,내,അരുവി
109,Fluss::N,강,നദി
110,Ufer::N,강변,തീരം
111,Ufer::N,바닷가,തീരം
112,Küste::N,해변,കടൽത്തീരം
113,Küste::N,해변가,കടൽത്തീരം
114,Festland::N,본토,കര
115,Meer::N,바다,കടൽ
116,Bucht::N,협만,ഉൾക്കടല്
117,Insel::N,섬,ദ്വീപ്
118,Blume::N,꽃,പൂവ്
119,Gras::N,풀,പുല്ല്
120,Wurzel::N,뿌리,വേര്
121,Baum::N,나무,മരം
122,Stamm::N,대,തായ്ത്തടി
123,Rinde::N,나무껍질,പട്ട
124,Ast::N,가지,ശാഖ
125,Zweig::N,가지,ശാഖ
126,Blatt::N,잎,ഇല
127,Birke::N,자작나무,പൂവരശ്
128,Kiefer[Baum]::N,소나무,പൈൻമരം
129,Weide[Baum]::N,쉬양버들,വില്ലോ
130,Tanne::N,전나무,ദേവദാരു
131,Horn::N,뿔,മൃഗത്തിൻറെ കൊമ്പ്
132,Feder::N,깃털,തൂവൽ
133,Fell::N,피혁모피,മൃദുരോമം
134,Flügel::N,날개,ചിറക്
135,Klaue::N,갈고리 발톺,നഖം
136,Kralle::N,발툭,നഖം
137,Schwanz::N,꼬리,വാൽ
138,Ei::N,알,മുട്ട
139,Nest::N,보금자리,കൂട്
140,Bau::N,굴,മാളം
141,Tier::N,짐승,മൃഗം
142,Herde::N,가축의떼,കൂട്ടം
143,Kuh::N,암소,പശു
144,Bulle::N,황소,കാള
145,Pferd::N,말,കുതിര
146,Schaf::N,양,ആട്
147,Schwein::N,돼지,പന്നി
148,Hund::N,개,നായ്
149,Katze::N,고양이,പൂച്ച
150,Bär::N,콤,കരടി
151,Eichhörnchen::N,다람쥐,അണ്ണാൻ
152,Elch::N,고라니,കടമാന്
153,Fuchs::N,여우,കുറുക്കൻ
154,Hase::N,토끼,മുയൽ
155,Maus::N,쥐,ചുണ്ടലി
156,Wolf::N,늑대,ചെന്നായ
157,Vogel::N,새,പക്ഷി
158,Schwarm::N,뗴,കൂട്ടം
159,Huhn::N,암탉,കോഴി
160,Hahn::N,수탉,പൂവൻകോഴി
161,Gans::N,거위,അരയന്നം
162,Adler::N,수리,കഴുകൻ
163,Ente::N,오리,താറാവ്
164,Eule::N,부엉이,മൂങ്ങ
165,Kranich::N,두루미,കൊക്ക്
166,Krähe::N,까마귀,കാക്ക
167,Kuckuck::N,뻐꾸기,കുയിൽ
168,Schwan::N,배조,അരയന്നം
169,Fisch::N,물고기,മത്സ്യം
170,Barsch::N,농어,ഒരിനം മത്സ്യം
171,Hecht::N,에속스,ഒരു മത്സ്യം
172,Schlange[Tier]::N,뱀,പാമ്പ്
173,Wurm::N,벌레,വിര
174,Spinne::N,거미,ചിലന്തി
175,Ameise::N,개미,ഉറുമ്പ്
176,Laus::N,이,പേന്
177,Mücke::N,모기,മശകം
178,Fliege::N,날기,ഈച്ച
179,Schmetterling::N,나비,ചിത്രശലഭം
180,Beere::N,장과,ബെറി
181,Apfel::N,사과,ആപ്പിൾ
182,Pilz::N,고방이,കൂൺ
183,Zwiebel::N,양파,സവാള
184,Saat::N,씨,വിത്ത്
185,Korn::N,알맹이,ധാന്യം
186,Heu::N,건초,വയ്ക്കോൽ
187,Schale::N,피상,തൊലി
188,Falle::N,함정,കെണി
189,Schlinge::N,올가미,കുടുക്ക്
190,Schlinge::N,멜빵붕대,കുടുക്ക്
191,Spur::N,발지국,ചുവട്
192,Asche::N,재,ചാരം
193,Dreck::N,똥,അഴുക്ക്
194,Dreck::N,오물,അഴുക്ക്
195,Eisen::N,쇠,ഇരുമ്പ്
196,Eisen::N,철,ഇരുമ്പ്
197,Gold::N,항금,സ്വർണ്ണം
198,Silber::N,은,വെള്ളി
199,Kohle::N,슻,കൽക്കരി
200,Glas::N,유리,ഗ്ലാസ്
201,Lehm::N,찰흙,കളിമണ്ണ്
202,Sand::N,모래,മണൽ
203,Mensch::N,사람,മനുഷ്യർ
204,Mann::N,남자,പുരുഷൻ
205,Frau::N,여자,സ്ത്രീ
206,Kind::N,아이,കുഞ്ഞ്
207,Junge::N,소녁,ആൺകുട്ടി
208,Mädchen::N,소녀,പെൺകുട്ടി
209,Familie::N,가족,കുടുംബം
210,Großvater::N,할아버지,അപ്പൂപ്പൻ
211,Großmutter::N,할머니,അമ്മുമ്മ
212,Eltern::N,어버오,മാതാപിതാക്കള്
213,Vater::N,아버지,അച്ഛൻ
214,Mutter::N,어머니,അമ്മ
215,Sohn::N,아들,മകൻ
216,Tochter::N,딸기,മകൾ
217,Bruder::N,형제,ചേട്ടൻ
218,Bruder::N,형제,അനിയൻ
219,Schwester::N,누이,ചേച്ചി
220,Schwester::N,누이,അനിയത്തി
221,Onkel::N,백부,അമ്മാവൻ
222,Tante::N,아주머니,മാമി
223,Ehemann::N,남편,ഭർത്താവ്
224,Ehefrau::N,아내,ഭാര്യ
225,Freude::N,기쁨,ആഹ്ലാദം
226,Gelächter::N,웃음,ചിരിയുടെ ശബ്ദം
227,Glück::N,즐거움,സന്തോഷം
228,Glück::N,즐거움,സന്തുഷ്ടി
229,Kummer::N,슬픔,ശോകം
230,Wunsch::N,소망,ആഗ്രഹം
231,Geist::N,할기,ചുറുചുറുക്ക്
232,Gedanke::N,상념,ചിന്ത
233,Gedächtnis::N,기억,ഓർമ്മശക്തി
234,Verstand::N,분별,മനസ്സ്
235,Verstand::N,지능,മനസ്സ്
236,Sinn::N,센스,അർത്ഥം
237,Grund::N,까닭,കാരണം
238,Wahrheit::N,참,സത്യം
239,Wahrheit::N,진실,സത്യം
240,Gespräch::N,대화,സല്ലാപം
241,Märchen::N,동화,യക്ഷിക്കഥ
242,Erzählung::N,이야기,കഥ
243,Neuigkeit::N,뉴스,വാർത്ത
244,Name::N,이름,പേര്
245,Rätsel::N,수수께끼,പ്രഹേളിക
246,Rede::N,연설,സംസാരം
247,Sprache::N,말,ഭാഷ
248,Stimme::N,목소리,സ്വരം
249,Wort::N,낱말,വാക്ക്
250,Zeichen::N,신호,സംജ്ഞ
251,Ruf::N,부름,വിളി
252,Lärm::N,소동,ആരവം
253,Laut::N,음성,ശബ്ദം
254,Ton::N,목소리,സ്വരഭേദം
255,Lied::N,노래,പാട്ട്
256,Ruhe::N,쉼,നിശ്ചലത
257,Leute::N,사람들,ജനങ്ങൾ
258,Volk::N,국중,രാഷ്ടം
259,Arbeit::N,근로,ജോലി
260,Arbeit::N,너무,ജോലി
261,Gast::N,손님,അതിലി
262,Geschenk::N,행하,സമ്മാനം
263,Spiel::N,무리,കളി
264,Gesellschaft::N,교제,കൂട്ടായ്മ
265,Hilfe::N,거들음,സഹായം
266,Hilfe::N,보좌,സഹായം
267,Freund::N,친구,സുഹൃത്ത്
268,Kamerad::N,동실자,കൂട്ടാളി
269,Angelegenheit::N,용무,കാര്യം
270,Anzahl::N,어떤,എണ്ണം
271,Anzahl::N,수,എണ്ണം
272,Art::N,정류,തരം
273,Stück::N,일부분,കഷണം
274,Teil::N,몱,ഭാഗം
275,Teil::N,구훠,ഭാഗം
276,Hälfte::N,2분의,പകുതി
277,Kreis::N,고리,വൃത്തം
278,Kreuz::N,열십자,കുരിശടയാളം
279,Linie::N,선,വര
280,Linie::N,선,രേഖ
281,Strich::N,스침,പക്ഷാഘാതം
282,Abstand::N,거리,വിടവ്
283,Entfernung::N,거리,അകലം
284,Gegend::N,곳,പ്രദേശം
285,Gegend::N,부금,പ്രദേശം
286,Platz::N,장소,ഇടം
287,Ort::N,장소,സ്ഥലം
288,Seite::N,옆면,വശം
289,Mitte::N,궁간,മധ്യസ്ഥാനം
290,Gegenstand::N,항목,സാധനം
291,Sache::N,뭉에,വസ്തു
292,Rand::N,가,തൊങ്ങൽ
293,Kante::N,귀퉁,അറ്റം
294,Ecke::N,구석,മൂല
295,Spitze::N,끝,അഗ്രം
296,Spitze::N,참단,അഗ്രം
297,Ende::N,말당,അവസാനം
298,Loch::N,빙옷,ദ്വാരം
299,Winkel::N,각도,കോൺ
300,Muster::N,본,ക്രമം
301,Muster::N,견복,ക്രമം
302,Größe::N,신장,വലുപ്പം
303,Länge::N,길이긺,നീളം
304,Höhe::N,높이,ഉയരം
305,Gewicht::N,추,കട്ടി
306,Menge::N,수양,അളവ്
307,Haufen::N,퇴적,കൂമ്പാരം
308,Reihe::N,열,വരി
309,Boot::N,보트,ബോട്ട്
310,Ruder::N,노,പങ്കായം
311,Schlitten::N,썰매,ഉരുളില്ലാവണ്ടി
312,Ski::N,스키,ഹിമപാദുകം
313,Lagerfeuer::N,캠프의 모닥불,തീ
314,Last::N,무거운짐,ഭാരം
315,Gang::N,걸음,നടത്തം
316,Schritt::N,보조,ചുവട്
317,Norden::N,북쪽 ,വടക്ക്
318,Süden::N,남쪽,തെക്ക്
319,Westen::N,서쪽,പടിഞ്ഞാറ്
320,Osten::N,동쪽,കിഴക്ക്
321,Holz::N,목재,തടി
322,Brett::N,마루널,ബോർഡ്
323,Platte::N,탤,തകിട്
324,Platte::N,금속판,തകിട്
325,Stütze::N,버팀목,താങ്ങ്
326,Stange::N,장대,കമ്പ്
327,Stock::N,막대기,വടി
328,Stab::N,작대기,കുറുവടി
329,Rohr::N,갈대,കുഴൽ
330,Haus::N,집,വീട്
331,Heim::N,집,വീട്
332,Ofen::N,아궁이,സ്റ്റൌ
333,Fußboden::N,마루,തറ
334,Tisch::N,탁자,മേശ
335,Stuhl::N,의자,കസേര
336,Wiege::N,발상지,തൊട്ടിൽ
337,Bett::N,침대,കിടക്ക
338,Regal::N,서가,ഷെൽഫ്
339,Kiste::N,짐궤,പെട്ടി
340,Fenster::N,눔,ജനൽ
341,Tür::N,문,വാതിൽ
342,Tor::N,대문,കവാടം
343,Zaun::N,담장,വേലി
344,Dach::N,지붕,മേൽക്കുര
345,Leiter::N,사닥다리,ഏണി
346,Besen::N,비,ചൂല്
347,Spaten::N,가래,തൂമ്പ
348,Schaufel::N,삽,തൂമ്പ
349,Gabel::N,갈래,മുൾക്കത്തി
350,Löffel::N,숟가락,സ്പൂൺ
351,Messer::N,나이프,കത്തി
352,Nagel::N,발툽,ആണി
353,Netz::N,그물,വല
354,Haken::N,갈고리,കൊളുത്ത്
355,Griff::N,움켜쥠,കൈപ്പിടി
356,Schloss::N,자물쇠,പൂട്ട്
357,Bild::N,그림,ചിത്രം
358,Figur::N,몸메,കണക്ക്
359,Puppe::N,인형,പാവ
360,Beutel::N,클,ബാഗ്
361,Bündel::N,자근다발,കെട്ട്
362,Tasche::N,가방,ബാഗ്
363,Eimer::N,동이,ബക്കറ്റ്
364,Deckel::N,뚜껑,ഉറ
365,Geschirr::N,식시,പിഞ്ഞാണം
366,Sack::N,조갑,ചാക്ക്
367,Tasse::N,차잔,കപ്പ്
368,Topf::N,단지,പാത്രം
369,Kessel::N,주전자,കെറ്റ്ല്
370,Essen::N,먹기,ആഹാരസമയം
371,Nahrung::N,식료,ഭക്ഷണം
372,Speise::N,음식물,ഡിഷ്
373,Fleisch::N,고기,മാംസം
374,Getreide::N,곡물,ചോളം
375,Brei::N,젤리,കഞ്ഞി
376,Brot::N,빵,റോട്ടി
377,Scheibe::N,원반,തുണ്ട്
378,Fett::N,기름,കൊഴുപ്പ്
379,Butter::N,버터,വെണ്ണ
380,Öl::N,올리브유,എണ്ണ
381,Salz::N,소금,ഉപ്പ്
382,Suppe::N,국,സൂപ്പ്
383,Suppe::N,수프,സൂപ്പ്
384,Honig::N,감미,തേൻ
385,Milch::N,유즙,പാൽ
386,Tee::N,차,ചായ
387,Leder::N,가죽,തുകൽ
388,Wolle::N,양털,കമ്പിളി
389,Stoff::N,패료,തുണി
390,Nadel::N,바늘,സൂചി
391,Faden::N,콘실,നൂല്
392,Knopf::N,단추,ബട്ടൺ
393,Knoten::N,곁절,കുരുക്ക്
394,Farbe::N,색,പെയിൻറ്
395,Kleidung::N,옷입기,വസ്ത്രങ്ങൾ
396,Hemd::N,속옷,ഷർട്ട്
397,Kragen::N,깃,കുപ്പായക്കഴുത്ത്
398,Ärmel::N,소매,കുപ്പായക്കൈ
399,Hose::N,바지,ട്രൌസർ
400,Gürtel::N,밴드,ബെൽറ്റ്
401,Mütze::N,모자,തൊപ്പി
402,Schuh::N,구두,ഷൂ
403,Stiefel::N,장화,ബൂട്ട്
404,Ring::N,고리,മോതിരം
405,Band::N,리본,റിബൺ
406,Kamm::N,빗,ചീപ്പ്
407,Spiegel::N,거울,കണ്ണാടി
408,Riemen::N,가죽끈,സ്ട്രാപ്പ്
409,Schnur::N,밧줄,ചരട്
410,Leine::N,고삐줄,കെട്ടാനുള്ള തോൽവാർ
411,Decke::N,이부자리,പുതപ്പ്
412,Kissen::N,깔개,തലയിണ
413,Tuch::N,천,സ്കാർഫ്
414,Handtuch::N,수건,തോർത്ത്
415,Kraft::N,세력,ശക്തി
416,Stärke::N,힘,ശക്തി
417,Gesundheit::N,위생,ആരോഗ്യം
418,Krankheit::N,병,അസുഖം
419,Schmerz::N,아픔고통,വേദന
420,Wunde::N,상처,മുറിവ്
421,Fieber::N,열별,പനി
422,Arznei::N,약,മരുന്ന്
423,Brücke::N,교량,പാലം
424,Brunnen::N,원천,കിണർ
425,Weide::N,목장,മേച്ചൽ
426,Pfad::N,좁은길,വഴി
427,Weg::N,길,വഴി
428,Straße::N,길,റോഡ്
429,Dorf::N,촌,ഗ്രാമം
430,Dorf::N,촌락,ഗ്രാമം
431,Stadt::N,도시,നഗരം
432,Brief::N,서한,കത്ത്
433,Buch::N,책,പുസ്തകം
434,Buchstabe::N,문자,അക്ഷരം
435,Zeitung::N,신문,വർത്തമാനപത്രം
436,Leben::N,삶,ജീവൻ
437,Tod::N,죽음,മരണം
438,Grab::N,무덤,ശവക്കുഴി
439,Kirche::N,교회,പള്ളി
440,Sünde::N,부정,പാപം
441,Gott::N,하느님,ദൈവം
442,Arbeiter::N,일하는사람,ജോലിക്കാരൻ
443,Chef::N,사장,മേധാവി
444,Meister::N,명인,യജമാനൻ
445,Meister::N,대가,യജമാനൻ
446,Arzt::N,의사,ഡോക്ടർ
447,Lehrer::N,교사,അധ്യാപകൻ
448,Geld::N,돈,പണം
449,Geschäft::N,일,ബിസിനസ്
450,Laden::N,가게,കട
451,Preis::N,가격,വില
452,Ware::N,상품,ചരക്ക്
453,Nutzen::N,이익,ലാഭം
454,Reichtum::N,많음,ധനം
455,Welt::N,세상,ലോകം
456,Land::N,지방,രാജ്യം
457,Staat::N,국가,രാജ്യം
458,König::N,국왕,രാജാവ്
459,Macht::N,힘,അധികാരം
460,Grenze::N,국경,അതിർത്തി
461,Krieg::N,전쟁,യുദ്ധം
462,Feind::N,적,ശത്രു
463,Gewalt::N,권력,അക്രമം
464,Kampf::N,전투,പോരാട്ടം
465,Bogen[Waffe]::N,활,വില്ല്
466,Pfeil::N,화살,അമ്പ്
467,Gewehr::N,무기,തോക്ക്
468,Fehler::N,오류,പിശക്
469,Lüge::N,거짓말,കള്ളം
470,Schaden::N,손상,കേടുപാട്
471,Unglück::N,불행,ദൌർഭാഗ്യം
472,Schuld::N,부채,തെറ്റ്
473,Alter::N,연령,വയസ്സ്
474,Schluss::N,마감,നിഗമനം
475,Zeit::N,때,സമയം
476,Zeit::N,시간,സമയം
477,Tag::N,하루,ദിവസം
478,Morgen::N,이침,പ്രഭാതം
479,Mittag::N,대낮,ഉച്ച
480,Abend::N,저녁,സായാഹ്നം
481,Nacht::N,밤,രാത്രി
482,Woche::N,근무일,ആഴ്ച
483,Monat::N,달,മാസം
484,Jahr::N,해,വർഷം
485,Frühling::N,봄,വസന്തം
486,Sommer::N,여름,വേനൽ
487,Herbst::N,가을,ശരത്കാലം
488,Winter::N,겨울,ശൈത്യം
489,Januar::N,일월,ജനുവരി
490,Februar::N,이월,ഫെബ്രുവരി
491,März::N,삼월,മാർച്ച്
492,April::N,사월,ഏപ്രിൾ മാസം
493,Mai::N,오월,മെയ് മാസം
494,Juni::N,유월,ജൂൺ
495,Juli::N,칠월,ജൂലൈ
496,August::N,팔월,ആഗസ്റ്റ്
497,September::N,구월,സെപ്തംബർ
498,Oktober::N,시월,ഒക്ടോബർ
499,November::N,십일월,നവംബർ
500,Dezember::N,십이월,ഡിസംബർ
501,Montag::N,월요일,തിങ്കളാഴ്ച
502,Dienstag::N,화요일,ചൊവ്വ
503,Mittwoch::N,수요일,ബുധനാഴ്ച
504,Donnerstag::N,모교일,വ്യാഴാഴ്ച
505,Freitag::N,그묘일,വെള്ളിയാഴ്ച
506,Samstag::N,토요일,ശനിയാഴ്ച
507,Sonntag::N,일요일,ഞായറാഴ്ച
508,groß::A,큰,വലിയ
509,klein::A,자근,ചെറിയ
510,lang::A,긴,നീണ്ട
511,kurz::A,짧은,ഹ്രസ്വമായ
512,breit::A,넓은,വിശാലമായ
513,schmal::A,좁은,ഇടുങ്ങിയ
514,dicht::A,농밀한,നിബിഡമായ
515,dick[Gegenstand]::A,두꺼운,തടിച്ച
516,dünn::A,얇은,മെലിഞ്ഞ
517,fein::A,미세한,നേർത്ത
518,fest::A,굳은,ഉറപ്പുള്ള
519,flach::A,얕은,പരന്ന
520,glatt::A,반들반들한,മിനുസമുള്ള
521,hart::A,굳은,കട്ടിയുള്ള
522,weich::A,연한,മൃദുവായ
523,rund::A,둥근,വട്ടത്തിലുള്ള
524,spitz::A,뾰족한,മുനയുള്ള
525,scharf::A,날카로운,മൂർച്ചയുള്ള
526,stumpf::A,무딘,തുറന്നടിക്കുന്ന
527,schwer::A,무거운,ഭാരമുള്ള
528,schön::A,멋진,മനോഹരമായ
529,heiß::A,뜨거운,ചൂടുള്ള
530,warm::A,따뜻한,ചൂടുള്ള
531,kalt::A,찬,തണുത്ത
532,kühl::A,서늘한,തണുപ്പുള്ള
533,frisch::A,신선한,ശുദ്ധമായ
534,feucht::A,축축한,ഈറനുള്ള
535,nass::A,젖은,നനഞ്ഞ
536,trocken::A,마른,വരണ്ട
537,voll::A,완전한,നിറയെ
538,leer::A,빈,ഒഴിഞ്ഞ
539,offen::A,열린,തുറന്ന
540,geschlossen::A,닫힌,അടച്ച
541,sauber::A,깨끗한,വൃത്തിയുള്ള
542,schmutzig::A,더러운,അഴുക്കുനിറഞ്ഞ
543,roh::A,날게잇의,അസംസ്കൃതമായ
544,reif::A,이근,പഴുത്ത
545,lecker::A,맛있는,രുചികരമായ
546,süß::A,단,മധുരമുള്ള
547,bitter::A,찌르는듯한,കടുത്ത
548,sauer::A,산성의,പുളിപ്പുള്ള
549,hell::A,밝은,ജ്വലിക്കുന്ന
550,dunkel::A,어두운,ഇരുണ്ട
551,schwarz::A,검은,കറുത്ത
552,weiß::A,하얀,വെളുത്ത
553,rot::A,붉은,ചുവന്ന
554,gelb::A,황색,മഞ്ഞനിറമായ
555,blau::A,푸른,നീലനിറമുള്ള
556,grün::A,녹색의,പച്ചനിറമുള്ള
557,grau::A,회색의,ചാരനിറത്തിലുള്ള
558,bunt::A,알록달록한,വർണ്ണശബളമായ
559,billig::A,싼,വിലകുറഞ്ഞ
560,teuer::A,값비산,ചെലവേറിയ
561,wertvoll::A,가치가많은,വിലപിടിപ്പുള്ള
562,blind::A,눈먼,അന്ധനായ
563,taub::A,무감간한,കേൾവിക്കുറവുള്ള
564,kräftig::A,강장한,ശക്തിയുള്ള
565,stark::A,강한,ബലമുള്ള
566,schwach::A,약한,ക്ഷീണിച്ച
567,fett::A,실찐,കൊഴുപ്പുള്ള
568,schlank::A,호리호리한,മെലിഞ്ഞ
569,hübsch::A,예쁜,മനോഹരമായ
570,böse::A,나쁜,പാപിയായ
571,dumm::A,어리석은,വിവരംകെട്ട
572,faul::A,너덜너덜한,അലസനായ
573,fleißig::A,근면한,അദ്ധ്വാനശീലമുള്ള
574,geizig::A,인색한,പിശുക്കനായ
575,geschickt::A,교묘한,പ്രതിഭാശാലി
576,lieb::A,친애하는,പ്രിയപ്പെട്ട
577,lustig::A,유쾌한,ആനന്ദകരമായ
578,sanft::A,온화한,സൌമ്യമായ
579,hungrig::A,배고픈,വിശപ്പുള്ള
580,krank::A,병든,അസുഖമുള്ള
581,nackt::A,벌거벗은,നഡമായ
582,traurig::A,슬픈,വിഷമമുള്ള
583,lebendig::A,살아있는,ഉപജീവനം
584,gut::A,좋은,നല്ല
585,schlecht::A,나쁜,മോശമായ
586,richtig::A,바른,ശരിയായ
587,schlimm::A,못된,വൃത്തികെട്ട
588,wahr::A,참된,ശരിയായ
589,alt::A,늙은,പഴയ
590,neu::A,새,പുതിയ
591,ehemalig::A,전의,മുൻ
592,alt[Lebewesen]::A,낡은,വയസ്സുള്ള
593,jung::A,젊은,കൌമാരമായ
594,arm::A,가난한,പാവപ്പെട്ട
595,reich::A,풍부한,സമ്പന്നമായ
596,bekannt::A,저명한,പരിചിതമായ
597,berühmt::A,유명한,പ്രശസ്തനായ
598,fremd::A,타처이,വൈദേശികമായ
599,verschieden::A,따른,വ്യത്യസ്തമായ
600,nah::A,가까운,അരികത്തുള്ള
601,fern::A,먼,അകലെയുള്ള
602,linker::A,왼쭉의,അവശേഷിച്ച
603,rechter::A,오른쪽의,വലത്തേ
604,anderer::A,다른,മറ്റുള്ള
605,erster::A,첫째,ആദ്യത്തെ
606,zweiter::A,둘째,രണ്ടാം
607,dritter::A,셋째,മൂന്നാമത്
608,letzter::A,의후자의,അവസാനത്തെ
609,allein::ADV,훌로,തനിച്ചുള്ള
610,auf einmal::ADV,갑자기,ഉടന്
611,zusammen::ADV,모아서,ഒരുമിച്ച
612,lange::ADV,오래,നീണ്ട_കാലത്തേയ്ക്ക്
613,plötzlich::ADV,둘연한,പെട്ടെന്ന്
614,sofort::ADV,즉시,തത്ക്ഷണം
615,später::ADV,보다늦은,പിന്നീട്
616,jetzt::ADV,목하,ഇപ്പോൾ
617,heute::ADV,오늘,ഇന്ന്
618,morgen::ADV,내일,നാളെ
619,bald::ADV,곱,ഉടനെ
620,dann::ADV,그경우에,അപ്പോൾ
621,gestern::ADV,어제,ഇന്നലെ
622,einst::ADV,옛날에,പണ്ടൊരിക്കല്
623,damals::ADV,그때에,അപ്പോൾ
624,danach::ADV,그 뒤에,പിന്നീട്
625,vorher::ADV,미리,മുൻപ്
626,zuerst::ADV,최초로,ആദ്യം
627,einmal::ADV,한번,ഒരിക്കൽ
628,manchmal::ADV,땓대로,ചിലപ്പോൾ
629,oft::ADV,땓대로,പലപ്പോഴും
630,immer::ADV,늘,എപ്പോഴും
631,niemals::ADV,결코...(하지)않다,ഒരിക്കലും
632,hier::ADV,여기,ഇവിടെ
633,hierhin::ADV,여기로,ഇവിടേക്ക്
634,dort::ADV,거기,അവിടെ
635,dorthin::ADV,저기예,അവിടേക്ക്
636,geradeaus::ADV,곧장,മുമ്പിൽ
637,geradeaus::ADV,곧장,മുമന്നോട്ട്
638,vorwärts::ADV,앞으로,മുന്നോട്ട്
639,rückwärts::ADV,뒤로,തലതിരിച്ച്
640,zurück::ADV,제자리로,പുറകിലേക്ക്
641,unten::ADV,아래에,താഴെ
642,hinab::ADV,아래쪽으로,താഴേക്ക്
643,oben::ADV,위에,മുകളിൽ
644,hinauf::ADV,위쪽으로,മുകളിൽ
645,überall::ADV,도처에,എല്ലായിടത്തും
646,nicht::ADV,안,ഇല്ല
647,ein wenig::ADV,적음,കുറച്ച്
