,Concept_ID,br,uz
112,Wurzel::N,gwrizienn,tomir
113,Baum::N,gwezenn,daraxt
114,Stamm::N,kef,o'simta
115,Rinde::N,rusk,qobiq
116,Ast::N,barr,shox
117,Zweig::N,bod,butoq
118,Blatt::N,delienn,barg
119,Birke::N,bezvenn,qayin
120,Kiefer[Baum]::N,pinenn,qarag'ay
121,Weide[Baum]::N,halegenn,shum
122,Tanne::N,sapenn,archa
123,Horn::N,korn,mugiz
124,Feder::N,pluñv,par
125,Fell::N,kreoñ,mo'yna
126,Flügel::N,askell,qanot
127,Klaue::N,skilf,tirnoq
128,Kralle::N,skilf,tirnoq
129,Schwanz::N,lost,quyruq
130,Ei::N,vi,tuxum
131,Nest::N,neizh,oshyon
132,Bau::N,douarenn,o'pqon
133,Tier::N,loen,hayvon
134,Herde::N,tropell,gala
135,Kuh::N,buoc'h,inak
136,Bulle::N,tarv,ho'kiz
137,Pferd::N,marc'h,ot
138,Schaf::N,dañvad,qo'y
139,Schwein::N,pemoc'h,cho'chqa
140,Hund::N,ki,it
141,Katze::N,kazh,mushuk
142,Bär::N,arzh,ayiq
143,Eichhörnchen::N,gwiñver,tiyin
144,Elch::N,karv-dour,los
145,Fuchs::N,louarn,tulki
146,Hase::N,gad,kuyon
147,Maus::N,logodenn,sichqon
148,Wolf::N,bleiz,bo'ri
149,Vogel::N,labous,qush
150,Schwarm::N,nijad,to'da
151,Huhn::N,yar,tovuq
152,Hahn::N,kilhog,xo'roz
153,Gans::N,gwazenn,g'oz
154,Adler::N,erer,burgut
155,Ente::N,houad,o'rdak
156,Eule::N,toud,boyo'g'li
157,Kranich::N,garan,turna
158,Krähe::N,bran,qarg'a
159,Kuckuck::N,koukoug,kakku
160,Schwan::N,alarc'h,oqkush
161,Fisch::N,pesk,baliq
162,Barsch::N,brell,olabug'a
163,Hecht::N,beked,cho'rtan
164,Schlange[Tier]::N,naer,ilon
165,Wurm::N,preñv,qurt
166,Spinne::N,kevnidenn,o'rgimchak
167,Ameise::N,merion,chumoli
168,Laus::N,laouenn,bit
169,Mücke::N,moustik,chivin
170,Fliege::N,kelienenn,pashsha
171,Schmetterling::N,balafenn,kapalak
172,Beere::N,hog,meva
173,Apfel::N,aval,olma
174,Pilz::N,kabell-touseg,qo'ziqorin
175,Zwiebel::N,ognonenn,piyoz
176,Saat::N,had,äkin
177,Korn::N,ed,zarra
178,Heu::N,foenn,xashak
179,Schale::N,peliadur,po'choq
180,Falle::N,pech,qopqon
181,Schlinge::N,krouglas,sirtmoq
182,Asche::N,ludu,kul
183,Dreck::N,fank,kir
184,Eisen::N,houarn,temir
185,Gold::N,aour,tilla
186,Silber::N,arc'hant,kumush
187,Kohle::N,glaou,ko'mir
188,Glas::N,gwer,oyna
189,Sand::N,traezh,qum
190,Mensch::N,den,odam
191,Mann::N,den,ärkak
192,Frau::N,maouez,ayol
193,Kind::N,bugel,bola
194,Kind::N,bugel,kichkintoy
195,Junge::N,paotr,bola
196,Mädchen::N,plac'h,qiz
197,Familie::N,familh,oila
198,Großvater::N,tad-kozh,buva
199,Großvater::N,tad-kozh,katta ota
200,Großmutter::N,mamm-gozh,buvi
201,Großmutter::N,mamm-gozh,katta oyi
202,Eltern::N,kerent,ota-ona
203,Vater::N,tad,ota
204,Mutter::N,mamm,ona
205,Sohn::N,mab,o'g'il
206,Tochter::N,merc'h,qiz
207,Bruder::N,breur,og'a
208,Bruder::N,breur,uka
209,Schwester::N,c'hoar,opa
210,Schwester::N,c'hoar,singil
211,Onkel::N,eontr,amaki
212,Tante::N,moereb,amma
213,Tante::N,moereb,xola
214,Ehemann::N,gwaz,är
215,Ehefrau::N,gwreg,rafiqa
216,Freude::N,levenez,ayish
217,Gelächter::N,c'hoarzherezh,kulgi
218,Glück::N,chañs,saodat
219,Kummer::N,doan,g'am
220,Wunsch::N,c'hoant,orzu
221,Lust::N,c'hoant,rag'bat
222,Geist::N,spered,ruh
223,Gedanke::N,soñj,fikr
224,Gedächtnis::N,eñvor,äs
225,Verstand::N,skiant,aql
226,Sinn::N,ster,ma'ni
227,Grund::N,kaoz,sabab
228,Wahrheit::N,gwirionez,haq
229,Gespräch::N,kaozeadenn,gap
230,Märchen::N,kaoz korriganez,ärtak
231,Erzählung::N,kontadenn,rivoyat
232,Nachricht::N,keloù,xabar
233,Neuigkeit::N,kelaouenn,yangilik
234,Name::N,anv,ot
235,Rätsel::N,divinatez,topishmoq
236,Rede::N,diskour,nutq
237,Sprache::N,yezh,til
238,Stimme::N,mouezh,ovoz
239,Wort::N,ger,so'z
240,Zeichen::N,sin,alomat
241,Ruf::N,galv,chaqiriq
242,Lärm::N,trouz,taraq
243,Ton::N,ton,un
244,Lied::N,kanaouenn,ashula
245,Ruhe::N,sioulded,tinchlik
246,Leute::N,tud,xaloyiq
247,Volk::N,pobl,xalq
248,Arbeit::N,labour,ish
249,Gast::N,kouviad,mehmon
250,Geschenk::N,prof,hadya
251,Spiel::N,c'hoari,o'yin
252,Gesellschaft::N,kompagnunezh,jamiyat
253,Gesellschaft::N,kavandad,jamiyat
254,Hilfe::N,sikour,yordam
255,Freund::N,mignon,do'st
256,Kamerad::N,kamarad,yo'ldosh
257,Angelegenheit::N,afer,daxl
258,Anzahl::N,niver,son
259,Art::N,sort,tur
260,Stück::N,tamm,parcha
261,Teil::N,pezh,bo'lak
262,Hälfte::N,hanterenn,yarim
263,Kreis::N,kelc'h,aylana
264,Kreuz::N,kroaz,xoch
265,Linie::N,linenn,liniya
266,Strich::N,tenn,chiziq
267,Abstand::N,distok,oralik
268,Entfernung::N,keid,uzoqlik
269,Entfernung::N,kehid,uzoqlik
270,Gegend::N,korn-bro,yer
271,Platz::N,plasenn,oralig
272,Ort::N,lec'h,joy
273,Seite::N,tu,yon
274,Mitte::N,kreiz,o'rta
275,Gegenstand::N,tra,ashyo
276,Sache::N,tra,buyum
277,Rand::N,kantenn,chek
278,Kante::N,kantenn,tig'
279,Ecke::N,korn,burchak
280,Spitze::N,begell,uch
281,Ende::N,dibenn,oxir
282,Loch::N,toull,teshik
283,Muster::N,tresadenn,nusha
284,Größe::N,ment,kattalik
285,Länge::N,hirder,uzunlik
286,Höhe::N,uhelder,yuksaklik
287,Gewicht::N,pouez,solmoq
288,Menge::N,bern,miqdor
289,Haufen::N,bern,uyum
290,Reihe::N,steud,saf
291,Boot::N,bag,qayiq
292,Ruder::N,roeñv,äshkak
293,Schlitten::N,trainell,chana
294,Ski::N,ski,chang'i
295,Last::N,karg,yuk
296,Gang::N,kerzh,yurish
297,Schritt::N,paz,qadam
298,Norden::N,norzh,shimol
299,Norden::N,hanternoz,shimol
300,Süden::N,su,janub
301,Süden::N,kreisteiz,janub
302,Westen::N,kuzh-heol,g'arb
303,Osten::N,reter,sharq
304,Osten::N,sav-heol,sharq
305,Holz::N,koad,yog'och
306,Brett::N,plankenn,taxta
307,Platte::N,plakenn,tabaqa
308,Stütze::N,harp,tayanchi
309,Stange::N,sparl,qo'noq
310,Stock::N,bazh,tayoq
311,Stab::N,bazh,gavron
312,Rohr::N,tub,tarnov
313,Rohr::N,korz,tarnov
314,Haus::N,ti,uy
315,Heim::N,kêr,makon
316,Ofen::N,forn,pechka
317,Fußboden::N,plañchod,pol
318,Tisch::N,taol,mosa
319,Stuhl::N,kador,o'rindiq
320,Wiege::N,kavell,beshik
321,Bett::N,gwele,yotoq
322,Regal::N,estajerenn,tokcha
323,Kiste::N,kased,sandiq
324,Fenster::N,prenestr,deraza
325,Tür::N,dor,äshik
326,Tor::N,portal,darvoza
327,Zaun::N,sklotur,panjara
328,Dach::N,toenn,tom
329,Leiter::N,skeul,narvon
330,Besen::N,skubell,supurgi
331,Spaten::N,pal,bel
332,Schaufel::N,pal,kurak
333,Gabel::N,fourchetez,bilka
334,Löffel::N,loa,qoshiq
335,Messer::N,kontell,pichoq
336,Nagel::N,tach,mix
337,Netz::N,roued,to'r
338,Haken::N,krog,ilgak
339,Griff::N,kemer,sop
340,Griff::N,kemer,tutqich
341,Schloss::N,potenn,qulf
342,Bild::N,skeudenn,rasm
343,Figur::N,skeud,shakl
344,Figur::N,figur,shakl
345,Puppe::N,merc'hodenn,ko'g'irchoq
346,Beutel::N,sac'h,to'rva
347,Bündel::N,feskenn,bog'lam
348,Tasche::N,sac'h,kissa
349,Eimer::N,sailh,chelak
350,Deckel::N,pallenn,qopqoq
351,Geschirr::N,listriaj,idish
352,Sack::N,sac'h,qop
353,Tasse::N,tas,piyola
354,Topf::N,pod,tuvak
355,Kessel::N,chaodouron,qozon
356,Essen::N,pred,tomoq
357,Nahrung::N,boued,emak
358,Speise::N,meuz,taom
359,Fleisch::N,kig,go'sht
360,Getreide::N,ed,g'alla
361,Brei::N,yod,bo'tqa
362,Brot::N,bara,non
363,Scheibe::N,tailhenn,disk
364,Fett::N,lard,moy
365,Butter::N,amann,yog'
366,Öl::N,eoul,moy
367,Salz::N,holen,tuz
368,Suppe::N,soubenn,sho'rva
369,Honig::N,mel,asal
370,Milch::N,laezh,sut
371,Tee::N,te,choy
372,Leder::N,lêr,charm
373,Wolle::N,gloan,jun
374,Stoff::N,danvez,mato
375,Nadel::N,nadoz,igna
376,Faden::N,neudenn,ip
377,Knopf::N,bouton,tugma
378,Knoten::N,skoulm,tugun
379,Farbe::N,liv,bo'yok
380,Kleidung::N,dilhad,kiyim
381,Hemd::N,roc'hed,ko'ylak
382,Kragen::N,gouzoug,yoqa
383,Ärmel::N,milgin,yeng
384,Hose::N,bragoù,shim
385,Gürtel::N,gouriz,tasma
386,Mütze::N,boned,shapka
387,Schuh::N,botez,but
388,Stiefel::N,botez,botinka
389,Ring::N,gwalenn,yuzuk
390,Band::N,bagad,rishta
391,Kamm::N,krib,taroq
392,Spiegel::N,melezour,ko'zgu
393,Riemen::N,lerenn,qayish
394,Schnur::N,kordenn,bog'ich
395,Leine::N,roll,etak
396,Decke::N,golo,odyol
397,Kissen::N,goubenner,yostiq
398,Tuch::N,mezher,gazlama
399,Handtuch::N,toailhon,sochiq
400,Kraft::N,nerzh,kuch
401,Stärke::N,nerzhder,quvvat
402,Gesundheit::N,yec'hed,sog'lik
403,Krankheit::N,klañved,kasallik
404,Schmerz::N,poan,og'riq
405,Schmerz::N,droug,og'riq
406,Wunde::N,gloazadenn,yara
407,Fieber::N,terzhienn,bezgak
408,Arznei::N,louzoù,dori
409,Brücke::N,pont,ko'prik
410,Brunnen::N,puñs,buloq
411,Weide::N,prad,yaylov
412,Pfad::N,gwenodenn,dorojka
413,Weg::N,hent,yo'l
414,Straße::N,ru,ko'cha
415,Straße::N,hent,ko'cha
416,Dorf::N,kêr,ovul
417,Dorf::N,kêriadenn,ovul
418,Stadt::N,kêr,shahar
419,Brief::N,lizher,maktub
420,Buch::N,levr,kitob
421,Buchstabe::N,lizherenn,harf
422,Zeitung::N,kazetenn,gazet
423,Leben::N,buhez,hayot
424,Tod::N,marv,o'lim
425,Grab::N,bez,go'r
426,Kirche::N,iliz,cherkov
427,Sünde::N,pec'hed,gunoh
428,Gott::N,doue,olloh
429,Arbeiter::N,labourer,ishchi
430,Arbeiter::N,micherour,ishchi
431,Chef::N,penn,rais
432,Meister::N,mestr,usta
433,Arzt::N,mezeg,hakim
434,Arzt::N,medisin,hakim
435,Lehrer::N,skolaer,muallim
436,Lehrer::N,kelenner,muallim
437,Geld::N,arc'hant,pul
438,Geschäft::N,stal,savdo
439,Laden::N,stal,do'kon
440,Preis::N,priz,baho
441,Ware::N,marc'hadourezh,mol
442,Nutzen::N,gounidegezh,foyda
443,Nutzen::N,lañs,foyda
444,Nutzen::N,profit,foyda
445,Nutzen::N,spleit,foyda
446,Reichtum::N,pinvidigezh,boylik
447,Welt::N,douar,olam
448,Land::N,bro,o'lka
449,Staat::N,stad,davlat
450,König::N,roue,qirol
451,Macht::N,galloud,iqtidor
452,Grenze::N,harzoù,chegara
453,Krieg::N,brezel,harb
454,Feind::N,eneber,dushman
455,Gewalt::N,tâerder,zo'rlik
456,Kampf::N,kann,kurash
457,Bogen[Waffe]::N,gwareg,yoy
458,Pfeil::N,saezh,o'q
459,Gewehr::N,fuzuilh,vintovka
460,Fehler::N,fazi,xato
461,Lüge::N,gaou,yolg'on
462,Schaden::N,gwall,ziyon
463,Unglück::N,gwalleur,balo
464,Schuld::N,kablusted,ayb
465,Schuld::N,pec'hedigezh,ayb
466,Alter::N,oad,yosh
467,Schluss::N,diwezh,tamom
468,Zeit::N,amzer,vaqt
469,Tag::N,deizh,kun
470,Morgen::N,beure,saboh
471,Morgen::N,mintin,saboh
472,Mittag::N,kreisteiz,kun tushlik
473,Abend::N,abardaez,oqshom
474,Nacht::N,noz,tun
475,Woche::N,sizhun,hafta
476,Monat::N,miz,oy
477,Jahr::N,bloaz,yil
478,Frühling::N,nevezamzer,bahor
479,Sommer::N,hañv,yoz
480,Herbst::N,diskaramzer,kuz
481,Herbst::N,diskaramzer,xazon
482,Winter::N,goañv,qish
483,Januar::N,Genver,yanvar'
484,Februar::N,C'hwevrer,fevral'
485,März::N,Meurzh,mart
486,April::N,Ebrel,aprel'
487,Mai::N,Mae,may
488,Juni::N,Mezheven,iyun'
489,Juli::N,Gouhere,iyul'
490,August::N,Eost,avgust
491,September::N,Gwengolo,sentyabr'
492,Oktober::N,Here,oktyabr'
493,November::N,Du,noyabr'
494,Dezember::N,Kerzu,dekabr'
495,Montag::N,Lun,dushanba
496,Dienstag::N,Meurzh,seshanba
497,Mittwoch::N,Merc'her,chorshanba
498,Donnerstag::N,Yaou,payshanba
499,Freitag::N,Gwener,juma
500,Samstag::N,Sadorn,shanba
501,Sonntag::N,Sul,yakshanba
502,groß::A,bras,buyuk
503,klein::A,bihan,kichik
504,lang::A,hir,uzun
505,kurz::A,berr,qisqa
506,breit::A,ledan,keng
507,schmal::A,strizh,änsiz
508,dicht::A,stank,quyuq
509,dick[Gegenstand]::A,tev,qalin
510,dünn::A,moan,ingichka
511,fein::A,munut,mayin
512,fest::A,start,qattiq
513,flach::A,plaen,yalpoq
514,glatt::A,lintr,tekis
515,glatt::A,levn,tekis
516,hart::A,kalet,qattiq
517,weich::A,blot,yumshoq
518,rund::A,ront,yumaloq
519,spitz::A,poentet,uchli
520,scharf::A,dremm,keskir
521,stumpf::A,talsoc'h,to'mtoq
522,schwer::A,pounner,salmoqli
523,schön::A,kaer,go'zal
524,heiß::A,tomm,qiziq
525,warm::A,tomm,issiq
526,kalt::A,yen,sovuq
527,kühl::A,yen,salqin
528,frisch::A,fresk,toza
529,feucht::A,gleb,namli
530,nass::A,gleb,nam
531,trocken::A,sec'h,quruq
532,voll::A,leun,to'la
533,leer::A,goullo,puch
534,offen::A,digor,ochiq
535,geschlossen::A,serr,berk
536,sauber::A,naet,ozoda
537,schmutzig::A,lous,kir
538,roh::A,kriz,xom
539,reif::A,darev,pishiq
540,lecker::A,lipous,shirin
541,lecker::A,saourus,shirin
542,süß::A,dous,shirin
543,bitter::A,c'hwerv,achchiq
544,sauer::A,trenk,achchiq
545,hell::A,sklaer,yorug'
546,dunkel::A,teñval,qorong'i
547,schwarz::A,du,qora
548,weiß::A,gwenn,oq
549,rot::A,ruz,qizil
550,gelb::A,melen,sariq
551,blau::A,glas,zangori
552,grün::A,gwer,yashil
553,grau::A,louet,bo'z
554,bunt::A,liesliv,ola
555,billig::A,marc'had-mat,arzon
556,teuer::A,ker,qimmat
557,wertvoll::A,prizius,qimmat
558,blind::A,dall,ko'r
559,taub::A,bouzar,garang
560,kräftig::A,start,kuchli
561,stark::A,kreñv,quvvatli
562,schwach::A,gwan,kuchsiz
563,fett::A,lard,semiz
564,schlank::A,sinkl,ingichka
565,hübsch::A,koant,ko'rkam
566,böse::A,gwall,yovuz
567,dumm::A,glep,aqlsiz
568,faul::A,lezirek,ärinchak
569,fleißig::A,studius,ishchan
570,geizig::A,tost,qurumsoq
571,klug::A,speredek,oqil
572,geschickt::A,dornet,äpchil
573,lieb::A,koant,aziz
574,lustig::A,laouen,chaqchaq
575,sanft::A,flour,asta
576,hungrig::A,marnaon,och
577,krank::A,klañv,kasal
578,nackt::A,noazh,yalang
579,traurig::A,trist,xafa
580,lebendig::A,bev,hayotiy
581,gut::A,mad,soz
582,schlecht::A,fall,yomon
583,schlecht::A,gwall,yomon
584,richtig::A,reizh,rost
585,schlimm::A,gwall,yovuz
586,wahr::A,gwir,haqiqiy
587,alt::A,kozh,äski
588,neu::A,nevez,yangi
589,ehemalig::A,kozh,sobiq
590,alt[Lebewesen]::A,kozh,qari
591,jung::A,yaouank,navqiron
592,arm::A,paour,abgor
593,reich::A,pinvidik,boy
594,bekannt::A,anavezet,ma'lum
595,berühmt::A,brudet,mashhur
596,fremd::A,dizanav,yot
597,verschieden::A,disheñel,turli
598,nah::A,nes,yaqindagi
599,fern::A,diabell,uzoq
600,linker::A,kleiz,so'l
601,rechter::A,dehoù,o'ng
602,anderer::A,all,boshqa
603,erster::A,kentañ,birinchi
604,zweiter::A,eil,ikkinchi
605,dritter::A,trede,uchinchi
606,letzter::A,diwezhañ,oxirgi
607,allein::ADV,e-unan,o'zicha
608,auf einmal::ADV,ar un dro,varakay
609,zusammen::ADV,asambles,barobar
610,lange::ADV,pell,uzoq
611,plötzlich::ADV,en un taol,qo'qqisdan
612,sofort::ADV,diouzhtu,darrov
613,später::ADV,diwezhatoc'h,so'ngra
614,jetzt::ADV,bremañ,hozirgina
615,heute::ADV,hiziv,bugun
616,morgen::ADV,arc'hoazh,ärta
617,bald::ADV,hepdale,toz
618,dann::ADV,a-c'houde,keyin
619,gestern::ADV,dec'h,kecha
620,einst::ADV,gwechall,avvallari
621,damals::ADV,neuze,ugal
622,danach::ADV,goude,so'ngra
623,vorher::ADV,diagent,avval
624,zuerst::ADV,da gentañ,avval
625,einmal::ADV,ur wech,bir marta
626,manchmal::ADV,a-wechoù,onda-sonda
627,oft::ADV,alies,tez-tez
628,immer::ADV,atav,har vaqt
629,immer::ADV,bepred,har vaqt
630,niemals::ADV,gwech ebet,hargiz
631,hier::ADV,amañ,shu erda
632,hierhin::ADV,dre amañ,beri
633,von hier::ADV,alemañ,shu erdan
634,dort::ADV,aze,ana
635,dort::ADV,ahont,ana
636,dorthin::ADV,di,u yerga
637,dorthin::ADV,aze,u yerga
638,dorthin::ADV,ahont,u yerga
639,geradeaus::ADV,war-eeun,to'g'ri
640,vorwärts::ADV,war-raok,ilgari
641,rückwärts::ADV,war-lerc'h,qoloq
642,zurück::ADV,war-dreñv,orqada
643,unten::ADV,en traoñ,pastda
644,hinab::ADV,a-izel,tubanga
645,oben::ADV,en nec'h,ustida
646,hinauf::ADV,e-krec'h,yuqorida
647,überall::ADV,dre-holl,har erda
648,nicht::ADV,ne ... ket,ämas
649,ein wenig::ADV,un tammig,biroz
650,kaum::ADV,a-boan,arang
651,sehr::ADV,-tre,ancha
652,sehr::ADV,-kenañ,ancha
653,so::ADV,evel-se,shunday
654,noch::ADV,c'hoazh,hali
655,nur::ADV,hepken,yolg'iz
656,schon::ADV,dija,endi
657,wieder::ADV,adarre,yana
658,vor::PRP,dirak,burun
659,hinter::PRP,a-drek,ketida
660,hinter::PRP,a-dreñv,ketida
661,unter::PRP,dindan,ostida
662,durch::PRP,dre,bo'ylab
663,neben::PRP,e-kichen,yonida
664,zwischen::PRP,etre,orada
665,wegen::PRP,abalamour da,sababli
666,dies::PRN,hemañ,o'sha
667,das::PRN,se,narigi
668,das::PRN,hennezh,narigi
669,alles::PRN,pep tra,har nima
670,ich::PRN,me,men
671,du::PRN,te,sen
672,er::PRN,eñ,u
673,wir::PRN,ni,biz
674,ihr::PRN,c'hwi,siz
675,sie::PRN,int,ular
676,was::FPRN,petra,nima
677,wer::FPRN,piv,kim
678,wo::FADV,pelec'h,qaerda
679,wohin::FADV,da belec'h,qayerga
680,wie::FADV,penaos,qanday
681,warum::FADV,perak,nega
682,wieviel::FNUM,pet,qancha
683,eins::NUM,unan,bir
684,zwei::NUM,daou,ikki
685,drei::NUM,tri,uch
686,vier::NUM,pevar,to'rt
687,fünf::NUM,pemp,besh
688,sechs::NUM,c'hwec'h,olti
689,sieben::NUM,seizh,etti
690,acht::NUM,eizh,sakkiz
691,neun::NUM,nav,to'qqiz
692,zehn::NUM,dek,o'n
693,elf::NUM,unnek,o'n bir
694,zwölf::NUM,daouzek,o'n ikki
695,zwanzig::NUM,ugent,yigirma
696,dreißig::NUM,tregont,o'ttiz
697,vierzig::NUM,daou-ugent,qirq
698,fünfzig::NUM,hanter-kant,ällik
699,sechzig::NUM,tri-ugent,oltmish
700,siebzig::NUM,dek ha tri-ugent,etmish
701,achtzig::NUM,pevar-ugent,sakson
702,neunzig::NUM,dek ha pevar-ugent,to'qson
703,hundert::NUM,kant,yuz
704,tausend::NUM,mil,ming
705,und::CNJ,ha,va
706,oder::CNJ,pe,yo
707,stehen::V,bezañ a-sav,turmoq
708,sitzen::V,azezañ,o'tirmoq
709,sitzen::V,bezañ en e goazez,o'tirmoq
710,liegen::V,bezañ en e c'hourvez,yotmoq
711,hängen::V,krougañ,osilmoq
712,werden::V,dazonet,bo'lmoq
713,passieren::V,c'hoarvezout,bo'lib o'tmoq
714,beginnen::V,stagañ,boshlanmoq
715,enden::V,achuiñ,bitmoq
716,wechseln::V,cheñch,o'zgarmoq
717,aufgehen[Sonne]::V,dirouzañ,chiqmoq
718,scheinen[Sonne]::V,lugernañ,yaraqlamoq
719,donnern::V,taranal,gulduramoq
720,wehen::V,c'hwezhañ,elpimoq
721,strömen::V,deredek,oqmoq
722,fließen::V,redek,oqmoq
723,sich drehen::V,troiñ,aylanmoq
724,schwanken::V,trantellat,qoqilmoq
725,schwingen::V,froumal,lopillamoq
726,fallen::V,kouezhañ,tushmoq
727,brennen::V,deviñ,yonmoq
728,rauchen::V,divogedañ,tutamoq
729,regnen::V,glavañ,yomg'ir yog'moq
730,gefrieren::V,reviñ,muzlamoq
731,tauen::V,diskornañ,ärimoq
732,schmelzen::V,teuziñ,ärimoq
733,trocknen::V,sec'hañ,qurimoq
734,sieden::V,berviñ,qaynamoq
735,faulen::V,breinañ,chirimoq
736,verfaulen::V,breinañ,chirimoq
737,reißen::V,darnaouiñ,qayt qilmoq
738,versinken::V,sodellañ,g'arq bo'lmoq
739,vergehen::V,tremen,o'tmoq
740,erscheinen::V,donet war-wel,zuhur ätmoq
741,verschwinden::V,monet diwar wel,yo'qolmoq
742,sinken::V,en em izelat,pasaymoq
743,abnehmen::V,nebeutaat,kamaymoq
744,zunehmen::V,kreskiñ,urchimoq
745,steigen::V,sevel,oshmoq
746,wachsen::V,kreskiñ,o'smoq
747,glänzen::V,lugernañ,porlamoq
748,funkeln::V,elieniñ,yalt ätmoq
749,lärmen::V,rabotat,taraq ätmoq
750,klirren::V,diridignat,sharaqlamoq
751,klirren::V,sterlinkañ,sharaqlamoq
752,brausen::V,gwegal,vag'illamoq
753,rauschen::V,trouzal,shitirlamoq
754,klingen::V,seniñ,yangramoq
755,bellen::V,harzhal,hurmoq
756,heulen::V,yudal,uvlamoq
757,blasen::V,c'hwezhañ,puflamoq
758,pfeifen::V,c'hwitellat,xushtak chalmoq 
759,schreien::V,huchal,qiyqirmoq
760,stöhnen::V,hirvoudiñ,nola qilmoq
761,zittern::V,krenañ,titramoq
762,leben::V,bevañ,yashamoq
763,geboren werden::V,genel,tug'ilmoq
764,atmen::V,tennañ e anal,nafas chiqarmoq
765,trinken::V,evañ,ichmoq
766,essen::V,debriñ,emoq
767,schlucken::V,lonkañ,yutmoq
768,müde werden::V,skuizhañ,horimoq
769,einschlafen::V,menel kousket,uxlab qolmoq
770,schlafen::V,kousket,uxlamoq
771,aufwachen::V,dihuniñ,uyg'onmoq
772,aufstehen::V,sevel,qo'pmoq
773,sich erholen::V,diskuizhañ,dam olmoq
774,krank werden::V,klañviñ,kasallanmoq
775,krank sein::V,bezañ klañv,betob yotmoq
