,Concept_ID,os,kl
245,Gold::N,сыгъзӕрин,kuulti
246,Silber::N,ӕвзист,siilviuvoq
247,Kohle::N,ӕвзалы,aamarsuit aamaruutissat
248,Glas::N,авг,igalaaq
249,Glas::N,авг,imertarfik
250,Glas::N,авг,igalaamineq
251,Lehm::N,ӕлыг,marraq
252,Sand::N,змис,sioqqat
253,Mensch::N,лӕг,inuk
254,Mensch::N,лӕг,silamiu
255,Mensch::N,адӕймаг,inuk
256,Mensch::N,адӕймаг,silamiu
257,Mensch::N,удгоймаг,inuk
258,Mensch::N,удгоймаг,silamiu
259,Mann::N,лӕг,angut
260,Mann::N,нӕлгоймаг,angut
261,Frau::N,сылгоймаг,arnaq
262,Kind::N,сывӕллон,meeraq
263,Junge::N,лӕппу,nukappiaraq
264,Mädchen::N,чызг,arnannguaq
265,Familie::N,бинонтæ,ilaqutakka
266,Familie::N,бинонтæ,ilaqutariit
267,Großvater::N,фыдыфыд,aatak
268,Großvater::N,мадыфыд,aatak
269,Großmutter::N,фыды мад,aanaq
270,Großmutter::N,мады мад,aanaq
271,Eltern::N,ныййарджытæ,angajoqqaat
272,Vater::N,фыд,ataata
273,Vater::N,фыд,ataataq
274,Mutter::N,мад,anaana
275,Sohn::N,фырт,erneq
276,Tochter::N,чызг,panik
277,Bruder::N,ӕфсымӕр,ani
278,Bruder::N,ӕфсымӕр,aqqaluk
279,Bruder::N,ӕфсымӕр,qatanngut
280,Schwester::N,хо,naja
281,Schwester::N,хо,aleqa
282,Schwester::N,хо,qatanngut
283,Onkel::N,фыдыфсымӕр,akkak
284,Tante::N,мадыхо,aja
285,Tante::N,мадыхо,ajak
286,Tante::N,мадыхо,atsak
287,Ehemann::N,мой,ui
288,Ehefrau::N,ус,nuliaq
289,Freude::N,цин,tipaatsussuseq
290,Freude::N,циндзинад,tipaatsussuseq
291,Gelächter::N,худын,illaq
292,Gelächter::N,худт,illaq
293,Gelächter::N,худæг,illaq
294,Glück::N,амонд,usornaat
295,Glück::N,амонд,usornarsuseq
296,Kummer::N,хъыг,
297,Wunsch::N,бӕллиц,kissaat
298,Lust::N,монц,illigussuseq
299,Lust::N,монц,piummaseq
300,Geist::N,уд,anerneq
301,Geist::N,уд,toornaq
302,Gedanke::N,хъуыды,isumassaq
303,Gedächtnis::N,мысæн,eqqaamannissuseq
304,Gedächtnis::N,мысын,eqqaamannissuseq
305,Gedächtnis::N,зæрдылдарын,eqqaamannissuseq
306,Verstand::N,зонд,isuma
307,Verstand::N,зонд,sianissut
308,Verstand::N,зонд,misigissut
309,Verstand::N,зонд,sianissuseq
310,Verstand::N,зонд,silaqassuseq
311,Sinn::N,нысаниуæг,isuma
312,Grund::N,ӕфсон,patsit
313,Wahrheit::N,æцæг,sallusuissut
314,Gespräch::N,ныхас,
315,Märchen::N,аргъау,oqalualaarut
316,Märchen::N,аргъау,oqaluasaaq
317,Erzählung::N,радзырд,oqaluttuaq
318,Nachricht::N,уац,oqaassut
319,Nachricht::N,уац,oqqersuut
320,Neuigkeit::N,хабар,tusarnartaq
321,Name::N,ном,ateq
322,Rätsel::N,уыци-уыци,nalorsitsaarut
323,Rätsel::N,базон-базон,nalorsitsaarut
324,Rede::N,раныхас,oqaluuseq
325,Sprache::N,ӕвзаг,oqaatsit
326,Stimme::N,хъӕлӕс,erinaq
327,Stimme::N,хъӕлӕс,qarluuseq
328,Wort::N,дзырд,oqaasii
329,Zeichen::N,нысан,nalunaaqqut
330,Ruf::N,сидт,qaaqqussut
331,Lärm::N,уынæр,perpaluk
332,Laut::N,зӕл,torsukattak
333,Laut::N,мыр,torsukattak
334,Ton::N,мыр,erinaq
335,Lied::N,зарӕг,taalliaq
336,Lied::N,зарӕг,erinarsuut
337,Ruhe::N,æнцой,qatsunganeq
338,Leute::N,адӕм,inuiak
339,Leute::N,адӕм,inuiaqatigiit
340,Volk::N,адӕм,inuiaat
341,Arbeit::N,фӕллой,suliaq
342,Gast::N,уазӕг,qaaqqusaq
343,Geschenk::N,хуын,pajugut
344,Spiel::N,хъазт,
345,Gesellschaft::N,дзыллæ,
346,Gesellschaft::N,æхсæнад,
347,Hilfe::N,æххуыс,annertoqqut
348,Hilfe::N,ахъаз,annertoqqut
349,Freund::N,лымӕн,tiliaq
350,Freund::N,лымӕн,ikinngut
351,Kamerad::N,ӕмбал,tiliaq
352,Kamerad::N,ӕмбал,ikinngut
353,Angelegenheit::N,хъуыддаг,
354,Anzahl::N,бӕрц,
355,Art::N,хуыз,ileqquuseq
356,Art::N,хуызад,ileqquuseq
357,Stück::N,кæрдих,nakkaalaniku
358,Stück::N,комдзаг,nakkaalaniku
359,Teil::N,хай,tassiaasat
360,Hälfte::N,æрдæг,affaq
361,Hälfte::N,æмбис,affaq
362,Kreis::N,зиллакк,kaajaluinneq or kaajaluitsoq
363,Kreuz::N,дзуар,sanningasulik
364,Linie::N,хахх,tittaq
365,Linie::N,хахх,titarneq
366,Strich::N,хахх,
367,Abstand::N,æхсæнуат,aku
368,Abstand::N,æхсæнуат,ikiaq
369,Entfernung::N,дæрддзæг,asi
370,Entfernung::N,дардцæг,asi
371,Gegend::N,ран,nuna
372,Platz::N,бууат,ini
373,Platz::N,бууат,inissaq
374,Ort::N,ран,sumiiffik
375,Ort::N,бынат,sumiiffik
376,Seite::N,фахс,saneraq
377,Mitte::N,астӕу,qiteq
378,Gegenstand::N,дзаума,
379,Sache::N,дзаума,pigisaq
380,Rand::N,кӕрон,sini
381,Rand::N,кӕрон,akerfineq
382,Kante::N,фӕрск,akerfineq
383,Ecke::N,тигъ,teqeqqoq
384,Ecke::N,тигъ,tikeqqoq
385,Ecke::N,фисын,teqeqqoq
386,Ecke::N,фисын,tikeqqoq
387,Spitze::N,бырынкъ,inngik
388,Ende::N,кӕрон,isu
389,Loch::N,хуынкъ,putu
390,Winkel::N,къуым,teqeqqorissaat
391,Muster::N,нывæфтыд,ilisserut
392,Muster::N,кæдзист,ilisserut
393,Größe::N,ас,angissuseq
394,Länge::N,дӕргъ,takissuseq
395,Höhe::N,бæрзонд,
396,Höhe::N,бæрзæнд,
397,Höhe::N,бæрзонддзинад,
398,Gewicht::N,уӕз,oqimaalutaq
399,Menge::N,бӕрц,amerlassuseq
400,Haufen::N,кӕри,eqimattat
401,Reihe::N,рӕнхъ,allunaasaq
402,Boot::N,чема,qajaq
403,Boot::N,чема,angallat
404,Boot::N,чема,umiatsiaq
405,Ruder::N,къохар,iput
406,Schlitten::N,дзоныгъ,qamutit
407,Schlitten::N,дзоныгъ,qimusseq
408,Ski::N,къахдзоныгътæ,ataarut
409,Ski::N,лыжæтæ,ataarut
410,Lagerfeuer::N,арт,
411,Last::N,уаргъ,nammagaq
412,Gang::N,цыд,
413,Schritt::N,санчъех,allorneq
414,Schritt::N,къахдзӕф,allorneq
415,Norden::N,цæгат,avannaq
416,Süden::N,хуссар,qava
417,Süden::N,хуссар,kujat
418,Süden::N,хуссар,kujataa
419,Westen::N,ныгуылæн,kitaa
420,Osten::N,скæсæн,kangi
421,Holz::N,хъӕдӕрмӕг,qisuk
422,Brett::N,фæйнæг,salliligaq
423,Platte::N,къӕй,qaateq
424,Stütze::N,быцæу,ajagutaq
425,Stütze::N,быцæу,ajaagutaq
426,Stange::N,хъил,kaaviffik
427,Stock::N,лӕдзӕг,ajaappissat
428,Stab::N,хъил,ajaappissat
429,Rohr::N,хӕтӕл,sullulik
430,Haus::N,хӕдзар,illu
431,Heim::N,къона,
432,Ofen::N,пец,kissarsuut
433,Fußboden::N,астӕрд,nateq
434,Tisch::N,стъол,allattarfik
435,Stuhl::N,бандон,issiavik
436,Stuhl::N,бандон,issiaffik
437,Wiege::N,авдæн,uaasoq
438,Bett::N,сынтӕг,nallavik
439,Regal::N,тӕрхӕг,ilisivik
440,Regal::N,уӕлвӕйнӕг,ilisivik
441,Kiste::N,асыкк,sakissat
442,Kiste::N,асыкк,illerfiusaq
443,Fenster::N,рудзынг,aki
444,Fenster::N,рудзынг,igalaaq
445,Fenster::N,фæрссаг,aki
446,Fenster::N,фæрссаг,igalaaq
447,Tür::N,дуар,matu
448,Tor::N,кулдуар,isaaffik
449,Zaun::N,æмбонд,saputit
450,Zaun::N,быру,saputit
451,Zaun::N,гæрæн,saputit
452,Dach::N,уӕлхӕдзар,qaliaq
453,Leiter::N,асин,tummeqqat
454,Leiter::N,асин,majuartarfiit
455,Besen::N,уисой,saligutit
456,Spaten::N,бел,nivaataq
457,Schaufel::N,æвгæнæн,nivaataq
458,Schaufel::N,кæфой,nivaataq
459,Gabel::N,вилкæ,qilluaq
460,Gabel::N,вилкæ,ajassaatit
461,Löffel::N,уидыг,alussaat
462,Messer::N,кард,savik
463,Nagel::N,зӕгӕл,kukik
464,Netz::N,хыз,anguffaseq
465,Haken::N,хæдз,nissik
466,Haken::N,хæдз,qarsorsaq
467,Haken::N,хæдз,qarsorsartoq
468,Haken::N,хæбырæгъ,nissik
469,Haken::N,хæбырæгъ,qarsorsaq
470,Haken::N,хæбырæгъ,qarsorsartoq
471,Griff::N,фистон,ipi
472,Schloss::N,гуыдыр,illussaarsuaq
473,Bild::N,ныв,assiliaq
474,Figur::N,кæрдгæныв,kisitsit
475,Puppe::N,чындз,inuusaq
476,Beutel::N,дзӕкъул,
477,Bündel::N,баст,qilertaq
478,Tasche::N,хызын,pooqattaq
479,Tasche::N,дзæкъул,pooqattaq
480,Eimer::N,къæрта,
481,Eimer::N,чъыбыла,
482,Eimer::N,ведра,
483,Deckel::N,сæр,matu
484,Deckel::N,æмбæрзæн,matu
485,Geschirr::N,мигæнæн,anut
486,Geschirr::N,мигæнæнтæ,anut
487,Sack::N,голлаг,
488,Tasse::N,пиала,tiitorfik
489,Tasse::N,пиала,tiitorfiup ilorlia
490,Tasse::N,къус,tiitorfik
491,Tasse::N,къус,tiitorfiup ilorlia
492,Topf::N,аг,qoqqoq
493,Topf::N,чысыл аг,qoqqoq
494,Kessel::N,аг,uunnaavik
495,Essen::N,хӕрд,igaaq
496,Nahrung::N,хойраг,neqissaq
497,Speise::N,хӕринаг,nerisassat
498,Fleisch::N,дзидза,neqi
499,Fleisch::N,фыдызгъӕл,neqi
500,Getreide::N,халсар,maannineq
501,Brei::N,кас,
502,Brot::N,дзул,iffit
503,Brot::N,дзул,iffiaq
504,Scheibe::N,къӕбӕр,igalaassiaq
505,Fett::N,сой,tarnutissaq
506,Fett::N,сой,tarnutissiaq
507,Butter::N,нӕлхӕ,punneq
508,Öl::N,зети,uulia
509,Salz::N,цӕхх,taratsut
510,Suppe::N,бас,qajoq
511,Honig::N,мыд,tungusunnitsuut
512,Milch::N,ӕхсыр,immuk
513,Tee::N,цай,tii
514,Tee::N,цай,teeq
515,Leder::N,мæскуы,
516,Wolle::N,фӕсмын,nuersagassiaq
517,Stoff::N,хъуымац,milliaq
518,Stoff::N,хъуымац,qarlissiaq
519,Nadel::N,судзин,meqqut
520,Faden::N,ӕндах,ujalussiaq
521,Knopf::N,цӕппӕр,attat
522,Knoten::N,ӕлхынцъ,akeroq
523,Knoten::N,ӕлхынцъ,qilerneq
524,Farbe::N,ахорæн,qalipaat
525,Kleidung::N,дарӕс,atisat
526,Kleidung::N,дарӕс,annoraaq
527,Hemd::N,хӕдон,ilupaaq
528,Kragen::N,æфцæггот,qungasiinnaq
529,Ärmel::N,дыс,aaq
530,Hose::N,хæлаф,qarliit
531,Hose::N,æддаг хæлаф,qarliit
532,Hose::N,салбар,qarliit
533,Gürtel::N,рон,qiterut
534,Gürtel::N,рон,unngersaq
535,Mütze::N,худ,nasaq
536,Schuh::N,басмахъ,skuu
537,Schuh::N,басмахъ,ikernuk
538,Schuh::N,басмахъ,ateraasaq
539,Stiefel::N,цырыхъхъ,kamik
540,Ring::N,къухдарӕн,assammiu
541,Band::N,лент,qilerutissiaq
542,Kamm::N,сӕрвасӕн,illaagutit
543,Kamm::N,сӕрвасӕн,illaajaatit pl.
544,Spiegel::N,айдæн,tarrarsuut
545,Spiegel::N,кæсæн,tarrarsuut
546,Riemen::N,гӕрз,allunaaq
547,Schnur::N,бӕндӕн,kujaaq
548,Schnur::N,бӕндӕн,allunaasaq
549,Decke::N,хъӕццул,qipik
550,Kissen::N,баз,akit
551,Tuch::N,кæлмæрзæн,qarlissiaq
552,Tuch::N,кæрдæн,qarlissiaq
553,Handtuch::N,хисæрфæн,allarut
554,Handtuch::N,хисæрфæн,allarterut
555,Kraft::N,тых,pissak
556,Kraft::N,хъомыс,pissak
557,Stärke::N,тых,qerattarsaat
558,Stärke::N,æхсар,qerattarsaat
559,Gesundheit::N,æнæниздзинад,peqqisusseq
560,Krankheit::N,низ,nappaat
561,Krankheit::N,рын,nappaat
562,Schmerz::N,рис,anniaat
563,Wunde::N,цӕф,iki
564,Fieber::N,ризӕг,nappaat qanimanartoq
565,Fieber::N,тӕфсӕг,nappaat qanimanartoq
566,Arznei::N,хос,imigassaq
567,Brücke::N,хид,ikaartarfik
568,Brunnen::N,цъай,tissaluttuliaq
569,Weide::N,хизæн,masarsuk
570,Weide::N,хизæнуат,masarsuk
571,Weide::N,сæрвæт,masarsuk
572,Pfad::N,къахвæндаг,aqqut
573,Pfad::N,къахвæд,aqqut
574,Weg::N,фӕндаг,aggerfik
575,Straße::N,фӕндаг,aqqusineq
576,Dorf::N,хъӕу,nunaqarfik
577,Stadt::N,сахар,illorpaat
578,Stadt::N,сахар,illorpalik
579,Brief::N,фыстӕг,allagarsiaq
580,Buch::N,чиныг,atuakkat
581,Buch::N,чиныг,mappersagaq
582,Buchstabe::N,дамгъӕ,naqinneq
583,Zeitung::N,газет,aviisi
584,Leben::N,цард,inuussuseq
585,Leben::N,цӕрӕнбон,inuussuseq
586,Tod::N,мæлæт,toqu
587,Tod::N,мæлæт,toquneq
588,Tod::N,адзал,toqu
589,Tod::N,адзал,toquneq
590,Grab::N,ингӕн,iliveq
591,Grab::N,ингӕн,illissat
592,Kirche::N,аргъуан,oqaluffik
593,Sünde::N,тæригъæд,ajorti
594,Gott::N,хуыцау,
595,Arbeiter::N,кусæг,sulisoq
596,Chef::N,ӕмцег,ittoqut
597,Meister::N,мастер,naalagaq
598,Meister::N,дæсны,naalagaq
599,Arzt::N,хосгæнæг,katsorsaasoq
600,Arzt::N,дохтыр,katsorsaasoq
601,Lehrer::N,ахуыргæнæг,ilinniartitsisoq
602,Geld::N,ӕхца,aningaasat
603,Geschäft::N,бизнес,niuertarfik
604,Geschäft::N,хъуыддаг,niuertarfik
605,Laden::N,дукани,niuertarfik
606,Preis::N,аргъ,aki
607,Ware::N,базайраг,qaliata pii
608,Ware::N,базайраг,nioqqutissaq
609,Nutzen::N,пайда,iluaqut
610,Reichtum::N,хъæздыгдзинад,
611,Reichtum::N,исбон,
612,Reichtum::N,мулк,
613,Welt::N,дуне,nunarsuaq
614,Land::N,бӕстӕ,nuna
615,Staat::N,паддзахад,
616,König::N,къарол,kunngi
617,Macht::N,хицаудзинад,pissaassuseq
618,Grenze::N,арӕн,killik
619,Krieg::N,хӕст,sorsunneq
620,Feind::N,знаг,akeraq
621,Feind::N,знаг,akerartorti
622,Feind::N,знаг,qinngarsuisoq
623,Feind::N,фыдгул,akeraq
624,Feind::N,фыдгул,akerartorti
625,Feind::N,фыдгул,qinngarsuisoq
626,Feind::N,фыдзæрдæ,akeraq
627,Feind::N,фыдзæрдæ,akerartorti
628,Feind::N,фыдзæрдæ,qinngarsuisoq
629,Feind::N,сон,akeraq
630,Feind::N,сон,akerartorti
631,Feind::N,сон,qinngarsuisoq
632,Gewalt::N,тыхми,
633,Gewalt::N,тыхдзинад,
634,Kampf::N,хæст,sorsunneq
635,Kampf::N,хъæбысæйхæст,sorsunneq
636,Kampf::N,тох,sorsunneq
637,Bogen[Waffe]::N,ӕрдын,
638,Pfeil::N,фат,qalugiusaq
639,Gewehr::N,топп,aallaat
640,Fehler::N,рӕдыд,kukkuneq
641,Fehler::N,рӕдыд,paarlaappaa
642,Lüge::N,мӕнг,
643,Lüge::N,гӕдыдзинад,
644,Schaden::N,зиан,
645,Unglück::N,бæллæх,perluut
646,Schuld::N,азым,akiitsugaq
647,Schuld::N,азым,akiligassaq
648,Alter::N,кар,utoqqaq
649,Schluss::N,кæрон,isu
650,Zeit::N,рӕстӕг,ulloq
651,Zeit::N,рӕстӕг,akuttoqatigiinneq
652,Tag::N,бон,ulloq
653,Morgen::N,райсом,ullaaq
654,Mittag::N,æмбисбон,ulloqeqqa
655,Abend::N,изӕр,unnuk
656,Nacht::N,ӕхсӕв,unnuaq
657,Woche::N,къуыри,sapaatip akunnera
658,Monat::N,мӕй,qaammat
659,Jahr::N,аз,ukioq
660,Jahr::N,афӕдз,ukioq
661,Frühling::N,уалдзæг,upernaaq
662,Sommer::N,сӕрд,aasaq
663,Herbst::N,фæззæг,ukiaq
664,Winter::N,зымӕг,ukioq
665,Januar::N,январь,siulleeq
666,Januar::N,январь,qaammaliaq
667,Februar::N,февраль,aarlaat
668,März::N,мартъи,marsi
669,März::N,мартъи,martsi
670,April::N,апрель,
671,Mai::N,май,maaji
672,Juni::N,июнь,juuni
673,Juli::N,июль,juuli
674,August::N,август,aggusti
675,September::N,сентябрь,septembari
676,Oktober::N,октябрь,oktobari
677,November::N,ноябрь,novembari
678,Dezember::N,декабрь,detsembari
679,Montag::N,къуырисæр,ataasinngortoq
680,Dienstag::N,дыццæг,marlunngorneq
681,Mittwoch::N,æртыццæг,pingasunngorneq
682,Donnerstag::N,цыппæрæм,sisamanngorneq
683,Freitag::N,майрæмбон,tallimanngorneq
684,Samstag::N,сабат,arfininngorneq
685,Sonntag::N,хуыцаубон,sapaat
686,Sonntag::N,хуыцаубон,sapaati
687,groß::A,дынджыр,angivoq
688,klein::A,гыццыл,mikivoq
689,lang::A,даргъ,takisooq
690,kurz::A,цыбыр,naatsoq
691,breit::A,фӕтӕн,silippoq
692,schmal::A,нарӕг,amitsoq
693,schmal::A,уынгӕг,amitsoq
694,dicht::A,бæзджын,torsusooq
695,dicht::A,тар,torsusooq
696,dick[Gegenstand]::A,сӕвджын,issuvoq
697,dick[Gegenstand]::A,сӕвджын,issusooq
698,dünn::A,тæнæг,amitsoq
699,fein::A,лыстӕг,mamarpoq
