,Concept_ID,os,kl
1331,küssen::V,пъа кæнын,kunippaa
1332,küssen::V,пъа кæнын,kunissorpaa
1333,küssen::V,ба кæнын,kunippaa
1334,küssen::V,ба кæнын,kunissorpaa
1335,wiegen::V,узын,
1336,zudecken::V,бамбӕрзын,majorpaa
1337,wecken::V,райхъал кӕнын,itersarpaa
1338,zeigen::V,амонын,tikkuuppaa
1339,führen::V,кӕнын,tasissiuppaa
1340,führen::V,кӕнын,ilitsersorpaa
1341,führen::V,кӕнын,tasissersuuppaa
1342,führen::V,фæкæнын,tasissiuppaa
1343,führen::V,фæкæнын,ilitsersorpaa
1344,führen::V,фæкæнын,tasissersuuppaa
1345,lehren::V,ахуыр кæнын,ilinniartippaa
1346,unterrichten::V,ахуыр кæнын,ajoqerpaa
1347,unterrichten::V,ахуыр кæнын,ajoqersorpaa
1348,unterrichten::V,ахуыр кæнын,ilinniartitsivoq
1349,aufziehen::V,хъомыл кӕнын,inororsarpaa
1350,leiten::V,разамынд дӕттын,iluatsippaa
1351,antreiben::V,тагъд кæнын,ikusimmippaa
1352,antreiben::V,рог кæнын,ikusimmippaa
1353,lassen::V,кæнын,
1354,einladen::V,ӕрхонын,qaaqquaa
1355,einladen::V,ӕрхонын,qaasarpaa
1356,einladen::V,ӕрбахонын,qaaqquaa
1357,einladen::V,ӕрбахонын,qaasarpaa
1358,vereinigen::V,баиу кӕнын,taperserpaa
1359,besuchen::V,абæрæг кæнын,tikeraarpaa
1360,besuchen::V,бабæрæг кæнын,tikeraarpaa
1361,besuchen::V,бауайын,tikeraarpaa
1362,treffen::V,фембæлын,aporappaa
1363,sich versammeln::V,æрæмбырд уын,majorpoq
1364,spielen::V,хъазын,pinnguarpoq
1365,singen::V,зарын,erinarsorpoq
1366,tanzen::V,кафын,qitippoq
1367,sich trennen::V,фæйнæрдæм фæцæуын айхæлын,immikkoortippaa
1368,verlassen::V,ныууадзын,
1369,retten::V,фервӕзын кӕнын,annaappaa
1370,bewachen::V,хъахъхъӕнын,
1371,schützen::V,хъахъхъӕнын,eriagaa
1372,schützen::V,хъахъхъӕнын,pineqartaalivaa
1373,verteidigen::V,бахизын,
1374,sich schlagen::V,хыл кæнын,
1375,schießen::V,ӕхсын,aallaavaa
1376,schießen::V,ӕхсын,piseriuppaa
1377,siegen::V,басӕттын,
1378,siegen::V,фӕуӕлахиз уӕвын,
1379,ärgern::V,мӕсты кӕнын,ninngassarpaa
1380,ärgern::V,мӕсты кӕнын,ninngassaarpaa
1381,schlagen::V,ныццæвын,unatarpaa
1382,stechen::V,фæрæхойын,iguppaa
1383,stechen::V,фæрæхойын,qasilippoq
1384,stoßen::V,риуыгъын,ikuserpaa
1385,stoßen::V,риуыгъын,ikusimmippaa
1386,stehlen::V,давын,tillippaa
1387,stören::V,хъыгдарын,akornuserpaa
1388,belästigen::V,хъыгдарын,
1389,verbergen::V,бамбӕхсын,anngigaa
1390,verbergen::V,басусӕг кӕнын,anngigaa
1391,täuschen::V,фӕливын,
1392,täuschen::V,асайын,
1393,betrügen::V,асайын,peqquserluttuliorfigaa
1394,töten::V,амарын,maappaa
1395,töten::V,амарын,toquppaa
1396,wohnen::V,цӕрын,najugaqarpoq
1397,arbeiten::V,кусын,sulivoq
1398,sammeln::V,æртонын,katersorpai
1399,pflücken::V,тонын,
1400,jagen::V,цуан кæнын,piniarpoq
1401,fischen::V,кæсаг ахсын æнгуырæй,aalisarpoq
1402,fischen::V,æнгуыр дарын,aalisarpoq
1403,fassen::V,ӕрцахсын,
1404,hüten::V,хизын,
1405,treiben::V,скъӕрын,
1406,anbinden::V,бабæттын,qilerut
1407,anbinden::V,бабæттын,qilersorpaa
1408,anbinden::V,бабæттын,ungerlatserpaa
1409,anbinden::V,æрбæттын,qilerut
1410,anbinden::V,æрбæттын,qilersorpaa
1411,anbinden::V,æрбæттын,ungerlatserpaa
1412,füttern::V,холлаг дæттын,nerlerpaa
1413,füttern::V,холлаг æвæрын,nerlerpaa
1414,füttern::V,дарын,nerlerpaa
1415,melken::V,дуцын,
1416,hacken::V,кæрдын,
1417,hacken::V,лыгтæ кæнын,
1418,gießen::V,бакалын,imerterpaa
1419,reifen::V,срæгъæд уын,
1420,reifen::V,сцæттæ уын,
1421,zubereiten::V,сцӕттӕ кӕнын,
1422,kochen::V,фыцын,igavoq
1423,backen::V,фыцын,
1424,braten::V,цурын,siappaa
1425,umrühren::V,ахæццæ кæнын,qeerlerpaa
1426,umrühren::V,азмæнтын,qeerlerpaa
1427,umrühren::V,астауын,qeerlerpaa
1428,stricken::V,кæнын,
1429,stricken::V,бийын,
1430,nähen::V,хуыйын,
1431,färben::V,ахорын,misuppaa
1432,reinigen::V,ссыгъдæг кæнын,sanniarpaa
1433,reinigen::V,ныссыгъдæг кæнын,sanniarpaa
1434,reinigen::V,ныссæрфын,sanniarpaa
1435,waschen::V,ӕхсын,asappaa
1436,abwischen::V,сӕрфын,saligarpaa
1437,abwischen::V,сӕрфын,saligartorpaa
1438,spülen::V,æнхъæвзын,
1439,fegen::V,мӕрзын,sanngiarpaa
1440,kehren::V,мӕрзын,
1441,baden::V,хи найын,uffarpoq
1442,sich waschen::V,хи æхсын,uffarpoq
1443,ausziehen::V,ласын,annoraajarpaa
1444,anziehen::V,скæнын,ativaa
1445,anziehen::V,скæнын,atitippaa
1446,sich anziehen::V,дзаума скæнын,atisalersorpoq
1447,sich anziehen::V,дарæс скæнын,atisalersorpoq
1448,kämmen::V,ныффасын,
1449,kämmen::V,æрфасын,
1450,schmücken::V,фӕлындын,
1451,sagen::V,зæгъын,oqarpoq
1452,sprechen::V,дзурын,oqaluttarpoq
1453,reden::V,ныхас кӕнын,oqaluppoq
1454,sich unterhalten::V,ныхас кæнын,
1455,fragen::V,фӕрсын,aperaa
1456,bitten::V,курын,aperaa
1457,bitten::V,курын,qinnuigaa
1458,erzählen::V,радзурын,oqaluttuaraa
1459,erzählen::V,ратаурæгъ кæнын,oqaluttuaraa
1460,mitteilen::V,фехъусын кæнын,oqalualaarpoq
1461,nennen::V,хонын,
1462,rufen::V,сидын,qaaqquaa
1463,prahlen::V,ӕппӕлын,oqqartuvoq
1464,prahlen::V,ӕппӕлын,oqallortuvoq
1465,übersetzen::V,ратæлмац кæнын,ikaarpoq
1466,übersetzen::V,ратæлмац кæнын,nutserpaa
1467,denken::V,ӕнхъӕлын,isumaqarpoq
1468,denken::V,хъуыды кӕнын,isumaqarpoq
1469,glauben::V,уырнын,upperaa
1470,glauben::V,уырнын,isumaqarpoq
1471,bemerken::V,фенын,
1472,erkennen::V,базонын,ilisaraa
1473,begreifen::V,ӕмбарын,
1474,begreifen::V,бамбарын,
1475,lernen::V,ахуыр кӕнын,ilinniarpoq
1476,wissen::V,зонын,nalunngilaa
1477,sich erinnern an::V,зæрдыл æрлæууын,eqqaavaa
1478,sich erinnern an::V,æрымысын,eqqaavaa
1479,sich erinnern an::V,æрбаймысын,eqqaavaa
1480,sich erinnern an::V,æрхъуыды кæнын,eqqaavaa
1481,vergessen::V,ферох кæнын,puiorpaa
1482,vergessen::V,айрох кæнын,puiorpaa
1483,messen::V,барын,ussersarpaa
1484,zählen::V,нымайын,kisitsivoq
1485,rechnen::V,хынцын,kisitsivoq
1486,lesen::V,кӕсын,atuarpoq
1487,lesen::V,фӕрсын,atuarpoq
1488,malen::V,ныв кӕнын,qalipappaa
1489,zeichnen::V,ныв кӕнын,
1490,schreiben::V,фыссын,allappoq
1491,besitzen::V,хицау уын,
1492,kaufen::V,балхӕнын,pisiaraa
1493,verkaufen::V,уӕй кӕнын,akigaa
1494,bezahlen::V,бафидын,akilerpaa
1495,zahlen::V,фидын,
1496,beherrschen::V,æлдариуæг кæнын,inappaa
1497,ertragen::V,бавзарын,ernertaaraa
1498,Leine::N,,aleq
1499,treten::V,,tukerpoq
1500,verstehen::V,,paasivaa
