,Concept_ID,lbe,ba
72,Rauch::N,пуркӏу,төтөн
73,Funke::N,пиягь,осҡон
74,Feuer::N,цӏу,ут
75,Licht::N,чани,яҡтылыҡ
76,Schatten::N,ххют,күләгә
77,Wetter::N,гьава,һауа торошо
78,Nebel::N,шархь ттурлу,төман
79,Wolke::N,ттурлу,болот
80,Regen::N,гъарал,ямғыр
81,Schnee::N,марххала,ҡар
82,Eis::N,микӏ,боҙ
83,Frost::N,дяркъу,һалҡын
84,Frost::N,замгьар,һалҡын
85,Kälte::N,дяркъу,һыуыҡ
86,Hitze::N,кӏиришиву,томра
87,Hitze::N,кӏиришиву,эҫелек
88,Raureif::N,сил,ҡырау
89,Raureif::N,бурса,ҡырау
90,Regenbogen::N,ссурул ккуртта,йәйғор
91,Donner::N,къув,күк күкрәү
92,Strömung::N,экьинанаву,ағым
93,Tropfen::N,кӏунтӏ,тамсы
94,Schaum::N,хьама,күбек
95,Schmutz::N,кьяркьи,батҡаҡ
96,See::N,бяр,күл
97,Sumpf::N,кунцӏа,һаҙлык
98,Wiese::N,кьан,болон
99,Wald::N,вацӏа,урман
100,Hügel::N,бакӏу,түбә
101,Berg::N,зунтту,тау
102,Gipfel::N,мицӏ,түбә
103,Höhle::N,нух,мәмерйә
104,Abhang::N,сун,ипкен
105,Quelle::N,дайдихьу,шишмә
106,Quelle::N,бакӏ,шишмә
107,Bach::N,чӏрир нех,шишмә
108,Fluss::N,нех,йылға
109,Ufer::N,зума,яр
110,Küste::N,зумаинхалу,яр буйы
111,Küste::N,зуманицӏалу,яр буйы
112,Festland::N,кьири,ҡоро ер
113,Meer::N,хьхьири,диңгез
114,Insel::N,жазира,үтрау
115,Blume::N,тӏутӏи,сәскә
116,Gras::N,уртту,үлән
117,Wurzel::N,мархха,тамыр
118,Baum::N,мурхь,ағас
119,Stamm::N,ттарцӏ,олон
120,Stamm::N,ттарцӏ,көбәк
121,Rinde::N,ккамара,ҡабыҡ
122,Ast::N,матӏи,ботаҡ
123,Zweig::N,къяртта,ботаҡ
124,Zweig::N,къяртта,тармаҡ
125,Blatt::N,чӏапӏи,япраҡ
126,Birke::N,кӏялахӏи,ҡайын
127,Birke::N,кӏялахӏилул мурхь,ҡайын
128,Kiefer[Baum]::N,ттар,ҡарғай
129,Kiefer[Baum]::N,ттарлил мурхь,ҡарғай
130,Weide[Baum]::N,щавщи,тал
131,Tanne::N,ттарлил мурхь,шыршы
132,Horn::N,хъи,мөғөҙ
133,Feder::N,лелуххул тӏиму,ҡауырһын
134,Fell::N,бурчу,тире
135,Flügel::N,хъа,ҡанат
136,Flügel::N,ххурупӏайрал тӏиму,ҡанат
137,Klaue::N,михь,тырнаҡ
138,Kralle::N,ххяппа,аяҡ
139,Schwanz::N,магъ,ҡойроҡ
140,Ei::N,ккунук,йомортҡа
141,Nest::N,кюру,оя
142,Bau::N,цукъуккутӏ,оң
143,Tier::N,хӏайван,жайуан
144,Tier::N,хӏайван,йыртҡыс
145,Herde::N,газу,көтөү
146,Kuh::N,оьл,һыйыр
147,Bulle::N,ниц,үгеҙ
148,Pferd::N,чу,ат
149,Schaf::N,тта,һарыҡ
150,Schwein::N,дунгъуз,сусҡа
151,Hund::N,ккаччи,эт
152,Katze::N,ччиту,бесәй
153,Bär::N,цуша,айыу
154,Eichhörnchen::N,бюрхттукку,тейен
155,Elch::N,ниц-бюрин,мышы
156,Fuchs::N,цулчӏа,төлкө
157,Fuchs::N,куча цулчӏа,төлкө
158,Hase::N,бюрх,ҡуян
159,Maus::N,кӏулу,сысҡан
160,Wolf::N,барцӏ,бүре
161,Vogel::N,лелуххи,ҡош
162,Schwarm::N,гьухъала,көтөү
163,Huhn::N,аьнакӏи,тауыҡ
164,Hahn::N,ажари,әтәс
165,Gans::N,къаз,ҡаҙ
166,Adler::N,барзу,бөркөт
167,Ente::N,урдак,өйрәк
168,Eule::N,ису,өкө
169,Eule::N,ису,ябалаҡ
170,Eule::N,ччиккумяв,өкө
171,Eule::N,ччиккумяв,ябалаҡ
172,Kranich::N,кьурукь,торна
173,Krähe::N,хъатӏу,ҡарға
174,Kuckuck::N,ччикку,кәкүк
175,Schwan::N,урттил къаз,аҡҡош
176,Fisch::N,чавахъ,балыҡ
177,Schlange[Tier]::N,шатта,йылан
178,Wurm::N,кьюнукьай шатта,селяүсен
179,Spinne::N,ххялцу,үрмәксе
180,Ameise::N,митӏикьукьу,ҡырмыҫҡа
181,Mücke::N,мичӏак,серәкәй
182,Fliege::N,зимиз,себен
183,Schmetterling::N,чӏимучӏали,күбәләк
184,Beere::N,хӏаллил ахъулсса,еләк
185,Apfel::N,гьивч,алма
186,Pilz::N,ттуккул иис,бәшмәк
187,Zwiebel::N,лаччул чсмусул бакӏ,һуган
188,Saat::N,гьанна,орлоҡ
189,Korn::N,къама,иген
190,Heu::N,ххулув,бесән
191,Schale::N,ккиртту,ҡабыҡ
192,Grube::N,кӏаланг,соҡор
193,Falle::N,къатӏа,тоҙак
194,Falle::N,къатӏа,ҡапҡан
195,Schlinge::N,хӏатӏ,тоҙак
196,Spur::N,ша,әҫер
197,Asche::N,лах,көл
198,Dreck::N,кьяркьи,батҡаҡ
199,Dreck::N,венп,батҡаҡ
200,Eisen::N,мах,тимер
201,Gold::N,муси,алтын
202,Silber::N,арцу,көмөш
203,Kohle::N,кӏалаш,күмер
204,Kohle::N,хъуручӏ,күмер
205,Glas::N,пюрун,быяла
206,Lehm::N,сина аьрщи,балсыҡ
207,Sand::N,къун,ҡом
208,Mensch::N,инсан,кеше
209,Mann::N,чув,ир
210,Mann::N,адимина,ир
211,Frau::N,щарсса,ҡатын
212,Frau::N,хъамитайпа,ҡатын
213,Kind::N,чӏиви оьрчӏ,бала
214,Junge::N,оьрчӏ,малай
215,Junge::N,бурхьин оьрчӏ,малай
216,Mädchen::N,душ,ҡыҙ
217,Mädchen::N,душ,ҡыҙыҡай
218,Familie::N,кулпат,ғаилә
219,Großvater::N,ттатта,олатай
220,Großvater::N,ниттил ппу,олатай
221,Großmutter::N,буттал нину,әбәй
222,Eltern::N,нину-ппу,ата-әсә
223,Vater::N,ппу,атай
224,Mutter::N,нину,әсә
225,Sohn::N,арс,ул
226,Tochter::N,душ,ҡыҙ
227,Bruder::N,уссу,агай
228,Schwester::N,ссу,алай
229,Schwester::N,ссу,һеңле
230,Onkel::N,буттауссу,ағай
231,Tante::N,буттал ссу,апай
232,Ehemann::N,лас,ир
233,Ehefrau::N,щар,ҡатын
234,Ehefrau::N,щарсса,ҡатын
235,Freude::N,шадшиву,шатлыҡ
236,Freude::N,шадшиву,ҡыуаныс
237,Freude::N,ххаришиву,шатлыҡ
238,Freude::N,ххаришиву,ҡыуаныс
239,Gelächter::N,хъяхъаву,көлөү
240,Glück::N,талихӏ,бәхет
241,Kummer::N,дард,ҡайғы
242,Wunsch::N,мурад,теләк
243,Lust::N,гьавас,әүәҫлек
244,Lust::N,ччаву,әүәҫлек
245,Geist::N,рухӏ,аң
246,Geist::N,рухӏ,рух
247,Gedanke::N,пикри,уй
248,Gedanke::N,пикри,фекер
249,Gedächtnis::N,дакӏний личӏаву,хәтер
250,Verstand::N,аькьлу,аҡыл
251,Sinn::N,мяъна,мәғәня
252,Grund::N,багьана,сәбәп
253,Wahrheit::N,тӏайламур,дөрөҫлөк
254,Wahrheit::N,хӏакьмур,дөрөҫлөк
255,Gespräch::N,ихтилат,әңгәмә
256,Märchen::N,магьа,әкиәт
257,Erzählung::N,хавар,хикәйә
258,Nachricht::N,хавар,хәбәр
259,Neuigkeit::N,хавар,яңылыҡ
260,Name::N,цӏа,исем
261,Rätsel::N,ссигьа,йомаҡ
262,Rede::N,гъалгъа,телмәр
263,Sprache::N,маз,тел
264,Sprache::N,маз,телмәр
265,Stimme::N,чӏу,тауыш
266,Stimme::N,чӏукӏа,тауыш
267,Wort::N,махъ,һүҙ
268,Zeichen::N,лишан,билдә
269,Lärm::N,чӏу,шаулау
270,Laut::N,чӏу,тауыш
271,Ton::N,чӏу,яңғырау
272,Lied::N,балай,йыр
273,Ruhe::N,дигьалагру,ял
274,Ruhe::N,дигьалагру,тыныслыҡ
275,Leute::N,инсантал,кешеләр
276,Volk::N,ил,халҡ
277,Volk::N,халкь,халҡ
278,Arbeit::N,заву,эш
279,Gast::N,хъамаличу,ҡунаҡ
280,Geschenk::N,бухчакарши,бүләк
281,Geschenk::N,лажинккакку,бүләк
282,Spiel::N,тӏуркӏу,уйын
283,Gesellschaft::N,жямат,йәмғиәт
284,Gesellschaft::N,ккуран,йәмғиәт
285,Hilfe::N,кумаг,ярҙам
286,Freund::N,дус,дуҫ
287,Kamerad::N,хӏаласу,иптәш
288,Angelegenheit::N,иш,әш
289,Anzahl::N,аьдад,һан
290,Art::N,жинс,төр
291,Stück::N,касак,киҫәк
292,Teil::N,бутӏа,өлөш
293,Hälfte::N,дачӏи,ярты
294,Kreis::N,кюрщан,түңәрәк
295,Kreuz::N,ххач,тәре
296,Linie::N,щва,һыҙыҡ
297,Strich::N,щва,һыҙат
298,Abstand::N,манзил,ара
299,Entfernung::N,манзил,алыҫлыҡ
300,Gegend::N,кӏану,урын
301,Ort::N,кӏану,ерҙәр
302,Ort::N,кӏану,урындар
303,Ort::N,кӏану,эш урыны
304,Seite::N,чул,яҡ
305,Seite::N,чулухалу,яҡ
306,Mitte::N,дя,урталыҡ
307,Gegenstand::N,зат,нәмә
308,Sache::N,зат,нәмә
309,Sache::N,зат,әйбер
310,Rand::N,зума,сит
311,Ecke::N,мурцӏу,мөйөш
312,Spitze::N,мицӏ,ос
313,Ende::N,зума,аҙаҡ
314,Loch::N,ккутӏ,тишек
315,Winkel::N,мурцӏу,мөйөш
316,Muster::N,накьич,биҙәк
317,Länge::N,лахъишиву,оҙонлоҡ
318,Höhe::N,лахъшиву,бейеклек
319,Gewicht::N,дуццин,үлсәү
320,Gewicht::N,кӏушиву,үлсәү
321,Haufen::N,бакӏу,өйөм
322,Reihe::N,кьюкьа,рәт
323,Boot::N,луткка,кәмә
324,Ruder::N,весло,ишкәк
325,Ruder::N,чӏатӏа,ишкәк
326,Schlitten::N,чана,сана
327,Schlitten::N,санкка,сана
328,Ski::N,лижарду,саңгы
329,Lagerfeuer::N,къавтӏн,костер
330,Last::N,гьиву,ауырлыҡ
331,Gang::N,нанаву,барыу
332,Schritt::N,ша,аҙым
333,Norden::N,ухссав,төньяҡ
334,Norden::N,ухссавнил чулухалу,төньяҡ
335,Süden::N,кьилва,көньяҡ
336,Westen::N,баргълагавал,көнбайыш
337,Westen::N,баргълагавал чул,көнбайыш
338,Osten::N,баргъбуккай чулухалу,көнсығыш
339,Holz::N,тӏама,үағас
340,Brett::N,тахта,таҡта
341,Platte::N,гъуни,плита
342,Stütze::N,гьалакӏу,терәк
343,Stange::N,къазихъ,кәртә
344,Stock::N,ттархь,таяҡ
345,Stab::N,ччантӏакъу,ҡолға
346,Rohr::N,бургъу,торба
347,Haus::N,къатта,өй
348,Haus::N,къатта,йорт
349,Heim::N,къатта,өй
350,Ofen::N,пач,мейес
351,Fußboden::N,чӏанкъатта,енес
352,Tisch::N,усттул,өҫтәл
353,Stuhl::N,кӏану,ултырғыс
354,Wiege::N,оьрчӏал кӏану,бишек
355,Bett::N,тах,карауат
356,Regal::N,чӏаму,кәштә
357,Kiste::N,яшикӏ,йәшинк
358,Kiste::N,къурши,йәшинк
359,Fenster::N,чӏавахьулу,тәҙрә
360,Tür::N,нуз,ишек
361,Tür::N,нузкьун,ишек
362,Tor::N,къапу,ҡапҡа
363,Tor::N,дарваза,ҡапҡа
364,Zaun::N,дайгьузанну,ҡойма
365,Dach::N,магъи,түбә
366,Dach::N,магъи,ҡыйыҡ
367,Dach::N,цӏиялу,түбә
368,Dach::N,цӏиялу,ҡыйыҡ
369,Leiter::N,чуртту,баҫҡыс
370,Besen::N,чӏатлу,һепертке
371,Spaten::N,бил,көрәк
372,Schaufel::N,чӏатӏа,көрәк
373,Gabel::N,гьиссилу,сәнске
374,Löffel::N,къуса,ҡалаҡ
375,Messer::N,чӏила,бысаҡ
376,Nagel::N,мяр,сөй
377,Netz::N,къери,ау
378,Haken::N,къича,ыргаҡ
379,Griff::N,куяму,тотҡа
380,Schloss::N,кьункьула,йоҙаҡ
381,Bild::N,сурат,картина
382,Puppe::N,ссихьу,ҡурсаҡ
383,Beutel::N,чантай,тоҡ
384,Bündel::N,гьи,төргәк
385,Bündel::N,къар,төргәк
386,Eimer::N,бадра,биҙрә
387,Deckel::N,къапаза,ҡапҡас
388,Geschirr::N,пюрунчӏул,һауыт-һаба
389,Geschirr::N,тӏахӏникӏичӏу,һауыт-һаба
390,Sack::N,къап,тоҡ
391,Sack::N,дарваг,тоҡ
392,Tasse::N,пижан,сынаяҡ
393,Tasse::N,пинжан,сынаяҡ
394,Tasse::N,инкираччатӏи,сынаяҡ
395,Tasse::N,цинцилттал бушкъап,сынаяҡ
396,Topf::N,кӏункӏур,кәстрүл
397,Kessel::N,чаг,ҡаҙан
398,Kessel::N,кӏункӏур,ҡаҙан
399,Essen::N,дукия,ашау
400,Essen::N,дукин,ашау
401,Nahrung::N,дукра,аҙыҡ
402,Speise::N,дукра,аш
403,Fleisch::N,дикӏ,ит
404,Getreide::N,къама,иген
405,Getreide::N,къама,ашлыҡ
406,Brei::N,ккурч,бутҡа
407,Brot::N,ччатӏ,икмәк
408,Scheibe::N,парча,телем
409,Fett::N,аьгъушиву,май
410,Butter::N,нагь,май
411,Butter::N,лагаву,май
412,Salz::N,цӏву,тоҙ
413,Suppe::N,накь,һурпа
414,Honig::N,ницӏ,бал
415,Milch::N,накӏ,һөт
416,Tee::N,чяй,сәй
417,Leder::N,бурчу,күн
418,Wolle::N,ппал,йөн
419,Stoff::N,янна,туҡыма
420,Nadel::N,ххалаххи,энә
421,Faden::N,ххал,еп
422,Knopf::N,банд,төймә
423,Knoten::N,къурхъ,төйөн
424,Farbe::N,сир,буяу
425,Kleidung::N,янна,кейем
426,Kleidung::N,лаххия,кейем
427,Hemd::N,гьухъа,күлдәк
428,Kragen::N,дарвач,яға
429,Ärmel::N,кахха,ең
430,Hose::N,хӏажак,салбар
431,Gürtel::N,мухӏлу,ҡайыш
432,Mütze::N,кьяпа,бүрк
433,Stiefel::N,чакма,итек
434,Ring::N,кӏисса,йөҙөк
435,Ring::N,кӏисса,балдаҡ
436,Band::N,линт,таҫма
437,Kamm::N,ттарал,тараҡ
438,Spiegel::N,дагьани,көзгө
439,Riemen::N,эн,ҡайыш
440,Schnur::N,хьхьа,бау
441,Decke::N,виргъан,одеяд
442,Kissen::N,кӏаралу,мендәр
443,Tuch::N,карщи,яулыҡ
444,Handtuch::N,калихьу,таҫтамал
445,Handtuch::N,лажинлихьу,таҫтамал
446,Kraft::N,эллаж,көс
447,Stärke::N,гуж,көс
448,Gesundheit::N,цӏуллу-сагъшиву,һаулыҡ
449,Krankheit::N,къашайшиву,сир
450,Krankheit::N,къашайшиву,ауырыу
451,Schmerz::N,къюву,һыҙлау
452,Schmerz::N,къюву,әрнеү
453,Wunde::N,щаву,йәрәхәт
454,Fieber::N,кӏиришиву,тапма
455,Fieber::N,кӏиришиву,биҙгәк
456,Arznei::N,дару,дарыу
457,Brücke::N,ламу,күпер
458,Brunnen::N,къуй,ҡоҙоҡ
459,Weide::N,бизантту,көтөүлек
460,Pfad::N,жегъир ххуллу,һуҡмаҡ
461,Weg::N,ххуллу,юл
462,Straße::N,ххуллу,урам
463,Dorf::N,щар,ауыл
464,Dorf::N,шяравалу,ауыл
465,Stadt::N,шагьру,ҡала
466,Brief::N,чагъар,хат
467,Buch::N,лу,китап
468,Buch::N,лу,кенәгә
469,Buchstabe::N,хӏарп,хәреф
470,Zeitung::N,кказит,гәзит
471,Leben::N,оьрму,йәшәү
472,Tod::N,ажал,үлем
473,Tod::N,бивкӏу,үлем
474,Tod::N,ивчӏаву,үлем
475,Grab::N,гьав,ҡәбер
476,Kirche::N,килиса,сиркәү
477,Sünde::N,бунагъ,гөнаһ
478,Gott::N,зал,алла
479,Gott::N,зал,хоҙай
480,Arbeiter::N,зузала,эшсе
481,Chef::N,ялувма,башлыҡ
482,Meister::N,усттар,оҫта
483,Arzt::N,хӏакин,врач
484,Lehrer::N,учитель,уҡытыусы
485,Geld::N,арцу,аҡса
486,Geschäft::N,даву,эш
487,Laden::N,ттучан,магазин
488,Preis::N,багъа,хаҡ
489,Ware::N,хъус,тауар
490,Nutzen::N,хайр,файҙа
491,Nutzen::N,мюнпат,файҙа
492,Reichtum::N,давлат,байлыҡ
493,Reichtum::N,аваданшиву,байлыҡ
494,Welt::N,дуниял,донъя
495,Land::N,билаят,ил
496,Staat::N,паччахӏлугъ,дәүләт
497,Macht::N,власть,власть
498,Grenze::N,дазу,сик
499,Krieg::N,дяъви,һуғыш
500,Feind::N,душман,йылан
501,Gewalt::N,къия,көслөк
502,Kampf::N,лачӏуи уккаву,көрәш
503,Bogen[Waffe]::N,ккуртта,йәйә
504,Pfeil::N,чӏатӏаракӏ,уҡ
505,Gewehr::N,ттупанг,мылтыҡ
506,Fehler::N,гъалатӏ,хата
507,Lüge::N,щялмахъ,ялған
508,Schaden::N,зарал,зыян
509,Schaden::N,зарал,зарар
510,Unglück::N,бала,ҡаза
511,Schuld::N,тахсир,ғәйеп
512,Alter::N,оьрму,йәш
513,Schluss::N,ахир,һуң
514,Schluss::N,ахир,аҙаҡ
515,Zeit::N,чӏун,мәл
516,Zeit::N,чӏун,заман
517,Tag::N,кьини,көн
518,Morgen::N,кӏюрх,иртә
519,Morgen::N,кӏюрх,иртәнсәк
520,Mittag::N,ахттайн,төш
521,Mittag::N,дяахттайн,төш
522,Mittag::N,ахттайн чӏун,төш
523,Abend::N,маркӏачӏан,кис
524,Nacht::N,хьхьу,төн
525,Woche::N,нюжмар,аҙна
526,Monat::N,барз,ай
527,Jahr::N,шин,йыл
528,Frühling::N,инт,яҙ
529,Sommer::N,гъи,йәй
530,Herbst::N,ссут,көз
531,Winter::N,кӏи,ҡыш
532,Januar::N,цалчинмур барз,ғинуар
533,Februar::N,кӏилчинмур барз,февраль
534,März::N,шамилчинмур барз,март
535,April::N,апрель,апрель
536,April::N,мукьилчинмур барз,апрель
537,Mai::N,май,май
538,Mai::N,ххюлчинмур барз,май
539,Juni::N,июнь,июнь
540,Juni::N,ряххилчинмур барз,июнь
541,Juli::N,июль,июль
542,Juli::N,Арулчинмур барз,июль
543,August::N,мяйлчинмур барз,август
544,September::N,урчӏилчинмур барз,сентябрь
545,Oktober::N,ацӏилчинмур барз,октябрь
546,November::N,ацӏния цалчинмур барз,ноябрь
547,Dezember::N,ацӏния кӏилчинмур барз,декабрь
548,Montag::N,итин,дүшәмбе
549,Montag::N,итин кьини,дүшәмбе
550,Dienstag::N,тталат,шишәмбе
551,Dienstag::N,тталат кьини,шишәмбе
552,Mittwoch::N,арвахӏ,шаршамбы
553,Donnerstag::N,хамис,кесаҙна
554,Freitag::N,нюжмар,йома
555,Freitag::N,нюжмар кьини,йома
556,Samstag::N,ххуллун,шәмбе
557,Samstag::N,ххуллун кьини,шәмбе
558,Sonntag::N,алхӏат,йәкшәмбе
559,Sonntag::N,алхӏат кьини,йәкшәмбе
560,groß::A,бугъарасса,ҙур
561,klein::A,чӏивисса,бәләкәс
562,lang::A,лахъисса,оҙон
563,kurz::A,кутӏасса,ҡыҫҡа
564,breit::A,уттасса,киң
565,schmal::A,уттакӏюласса,тар
566,dicht::A,ццунсса,йыш
567,dicht::A,ццунсса,ҡуйы
568,dick[Gegenstand]::A,ганзсса,ҡалын
569,dünn::A,кӏюласса,йоҡа
570,dünn::A,кӏюласса,нәҙек
571,fest::A,цӏакьсса,ныҡ
572,fest::A,кьянкьасса,ныҡ
573,flach::A,баягъисса,яҫы
574,flach::A,баягъисса,ялпаҡ
575,flach::A,цӏубакъасса,яҫы
576,flach::A,цӏубакъасса,ялпаҡ
577,flach::A,куртӏ дакъасса,яҫы
578,flach::A,куртӏ дакъасса,ялпаҡ
579,glatt::A,дюрчӏусса,шыма
580,hart::A,кьянкьасса,ҡаты
581,weich::A,кӏукӏлусса,йомшаҡ
582,rund::A,ккурккисса,түңәрәк
583,spitz::A,ярксса,осло түбәле
584,spitz::A,дайлсса,осло түбәле
585,spitz::A,мицӏ бусса,осло түбәле
586,scharf::A,ярксса,үткер
587,scharf::A,дайлсса,үткер
588,scharf::A,мицӏ бусса,үткер
589,stumpf::A,къуркъасса,утмәҫ
590,schwer::A,кӏусса,ауыр
591,schön::A,аьнтӏикӏасса,матур
592,heiß::A,кӏирисса,эҫе
593,warm::A,гъелисса,йылы
594,kalt::A,дяркъусса,һыуыҡ
595,kühl::A,дюхлулсса,һалҡынса
596,frisch::A,цӏусса,һалҡынса
597,feucht::A,атилсса,еүеш
598,feucht::A,атилсса,дымлы
599,feucht::A,хъавтусса,еүеш
600,feucht::A,хъавтусса,дымлы
601,nass::A,атилсса,еүеш
602,nass::A,хъавтусса,еүеш
603,trocken::A,кьавкьсса,кипкән
604,trocken::A,кьакьан бувсса,кипкән
605,voll::A,бувцӏусса,тулы
606,leer::A,бачӏвасса,буш
607,offen::A,тӏивтӏусса,асыҡ
608,geschlossen::A,лавкьусса,ябыҡ
609,sauber::A,марцӏсса,таҙа
610,schmutzig::A,чапалсса,бысраҡ
611,roh::A,шакъавхьсса,сей
612,reif::A,дирсса,өлгөрғән
613,lecker::A,нахӏусса,тәмле
614,lecker::A,тӏааьнсса,тәмле
615,süß::A,нацӏусса,тямле
616,süß::A,нацӏусса,тәм-том
617,bitter::A,кьурчӏисса,әсе
618,sauer::A,туршсса,әсе
619,hell::A,чаннасса,яҡты
620,dunkel::A,цӏансса,ҡараңғы
621,schwarz::A,лухӏисса,ҡара
622,weiß::A,кӏяласса,аҡ
623,rot::A,ятӏулсса,матур
624,rot::A,ятӏулсса,һылыу
625,rot::A,ятӏулсса,сибәр
626,gelb::A,хъахъисса,һары
627,blau::A,някӏсса,күк
628,grün::A,щюлисса,йәшел
629,grau::A,оьрусса,буҙ
630,bunt::A,оьрчӏикӏурисса,сыбар
631,bunt::A,оьрчӏикӏурисса,ала-ҡола
632,billig::A,кьювкьусса,арзан
633,teuer::A,ххирасса,ҡыйбатлы
634,wertvoll::A,багьасса,ҡиммәтле
635,blind::A,мурчӏисса,һуҡыр
636,taub::A,къюкӏсса,һаңғырау
637,kräftig::A,гужсса,көслө
638,kräftig::A,гужсса,ҡеүәтле
639,stark::A,кьянкьасса,көслө
640,stark::A,кьянкьасса,ҡеүәтле
641,schwach::A,заэвсса,көсһөҙ
642,fett::A,бучсса,һимеҙ
643,schlank::A,бювхъусса,зифа
644,hübsch::A,янусса,матур
645,böse::A,оьсса,асыулы
646,dumm::A,ахӏмакьсса,иҫәр
647,faul::A,танмалсса,иренсәк
648,faul::A,курчӏилсса,иренсәк
649,fleißig::A,хӏарачат бусса,тырыш
650,geizig::A,янттарцӏансса,һаран
651,klug::A,аькьлу бусса,аҡыллы
652,geschickt::A,паргалсса,оҫта
653,lieb::A,аьзизсса,яғымлы
654,lustig::A,тяхъасса,күңелле
655,sanft::A,иминсса,йыуаш
656,hungrig::A,ккашилсса,ас
657,krank::A,къашавайсса,сирле
658,krank::A,къашавайсса,ауырыу
659,nackt::A,кӏачӏасса,яланғас
660,traurig::A,пашмансса,яманһыу
661,lebendig::A,уттавасса,тере
662,lebendig::A,уттавасса,йәнле
663,gut::A,ххуйсса,яҡшы
664,schlecht::A,оьккисса,хөрт
665,schlecht::A,оьккисса,алама
666,richtig::A,саргъунсса,дөрөҫ
667,schlimm::A,оьккисса,хөрт
668,schlimm::A,оьккисса,алама
669,wahr::A,хӏакьсса,дөрөҫ
670,alt::A,кугьнасса,иҫке
671,alt::A,кугьнасса,боронғо
672,neu::A,цӏусса,яңы
673,ehemalig::A,хъхъичӏвасса,элекке
674,alt[Lebewesen]::A,агьилсса,ҡарт
675,jung::A,чӏавасса,йәш
676,jung::A,жагьилсса,йәш
677,arm::A,мискинсса,фәҡир
678,reich::A,авадансса,бай
679,bekannt::A,дусъсса,таныш
680,berühmt::A,машгьурсса,атаҡлы
681,berühmt::A,машгьурсса,данлыҡлы
682,fremd::A,чил,ят
683,fremd::A,чил,сит
684,verschieden::A,личӏи-личӏисса,төрлө
685,nah::A,гъансса,яҡын
686,fern::A,архсса,алыҫ
687,fern::A,архсса,йыраҡ
688,linker::A,кияхсса,һул
689,linker::A,кюччахсса,һул
690,rechter::A,урчӏахсса,уң
691,anderer::A,цамур,бутән
692,erster::A,цалчинмур,тәүге
693,erster::A,цалчиннсса,тәүге
694,zweiter::A,кӏилчиимур,икенсе
695,dritter::A,шамулчинмур,өсөнсө
696,letzter::A,махъва-махъмур,һуңғы
697,allein::ADV,ялгъузну,бер үҙе
698,allein::ADV,ялгъузну,яңғыҙ
699,zusammen::ADV,цачӏу,бергә
700,zusammen::ADV,архӏал,бергә
