,Concept_ID,mhr,nl
235,Mutter::N,ава́,moeder
236,Sohn::N,э́рге,zoon
237,Tochter::N,ӱ́дыр,dochter
238,Bruder::N,иза́,broer
239,Bruder::N,иза́,broeder
240,Bruder::N,шо́льо,broer
241,Bruder::N,шо́льо,broeder
242,Schwester::N,ака́,zus
243,Schwester::N,ака́,zuster
244,Onkel::N,иза́,oom
245,Tante::N,кока́,tante
246,Ehemann::N,мари́й,echtgenoot
247,Ehefrau::N,ва́те,echtgenote
248,Freude::N,куа́н,vreugde
249,Freude::N,куаныма́ш,vreugde
250,Gelächter::N,во́штылтыш,gelach
251,Glück::N,пиа́л,geluk
252,Kummer::N,о́йго,verdriet
253,Wunsch::N,ку́мыл,wens
254,Wunsch::N,ку́мыл,verlangen
255,Lust::N,ку́мыл,zin
256,Lust::N,ку́мыл,lust
257,Geist::N,ӧрт,geest
258,Geist::N,чон,geest
259,Gedanke::N,ой,gedachte
260,Gedanke::N,шоныма́ш,gedachte
261,Gedächtnis::N,шарныма́ш,geheugen
262,Verstand::N,уш,verstand
263,Sinn::N,смысл,betekenis
264,Grund::N,ама́л,reden
265,Wahrheit::N,чын,waarheid
266,Gespräch::N,мутланыма́ш,gesprek
267,Märchen::N,йома́к,sprookje
268,Erzählung::N,ойлыма́ш,verhaal
269,Nachricht::N,увертарыма́ш,tijding
270,Neuigkeit::N,уве́р,nieuws
271,Neuigkeit::N,уве́р,nieuwtje
272,Name::N,лӱм,naam
273,Rätsel::N,ту́што,raadsel
274,Rede::N,ойлыма́ш,rede
275,Sprache::N,йы́лме,taal
276,Stimme::N,йӱк,stem
277,Wort::N,ой,woord
278,Wort::N,мут,woord
279,Zeichen::N,ти́ште,teken
280,Zeichen::N,знак,teken
281,Ruf::N,ӱжма́ш,roep
282,Lärm::N,лӱшкыма́ш,lawaai
283,Lärm::N,йӱк-йӱа́н,lawaai
284,Laut::N,йӱк,klank
285,Laut::N,йӱк,geluid
286,Ton::N,йӱксе́м,toon
287,Ton::N,йӱксе́м,klank
288,Lied::N,му́ро,lied
289,Ruhe::N,ты́мык,rust
290,Ruhe::N,ты́мык,stilte
291,Leute::N,еҥ-влак,lui
292,Leute::N,еҥ-влак,mensen
293,Volk::N,ка́лык,volk
294,Arbeit::N,паша́,werk
295,Arbeit::N,паша́,arbeid
296,Gast::N,уна́,gast
297,Geschenk::N,пӧле́к,cadeau
298,Geschenk::N,пӧле́к,geschenk
299,Spiel::N,мо́дыш,spel
300,Spiel::N,модма́ш,spel
301,Gesellschaft::N,тӱшка́,gezelschap
302,Hilfe::N,по́лыш,hulp
303,Freund::N,таҥ,vriend
304,Freund::N,йолта́ш,vriend
305,Kamerad::N,таҥ,maat
306,Kamerad::N,таҥ,metgezel
307,Angelegenheit::N,паша́,zaak
308,Angelegenheit::N,паша́,aangelegenheid
309,Anzahl::N,чот,tal
310,Anzahl::N,чот,aantal
311,Art::N,вид,slag
312,Art::N,вид,soort
313,Stück::N,ка́тыш,stuk
314,Stück::N,ла́стык,stuk
315,Teil::N,ужа́ш,deel
316,Hälfte::N,пел,helft
317,Hälfte::N,пе́ле,helft
318,Kreis::N,ты́ртыш,kring
319,Kreis::N,ты́ртыш,cirkel
320,Kreuz::N,ыре́с,kruis
321,Linie::N,ли́ний,lijn
322,Strich::N,коре́ш,haal
323,Strich::N,коре́ш,streep
324,Abstand::N,кокла́,afstand
325,Entfernung::N,тора́,afstand
326,Entfernung::N,ку́жыт,afstand
327,Gegend::N,кунде́м,streek
328,Platz::N,ку́мдык,ruimte
329,Ort::N,вер,oord
330,Ort::N,вер,plaats
331,Ort::N,о́лмо,oord
332,Ort::N,о́лмо,plaats
333,Seite::N,ӧ́рдыж,zij
334,Seite::N,ӧ́рдыж,kant
335,Seite::N,ӧ́рдыж,zijde
336,Mitte::N,покше́л,midden
337,Gegenstand::N,наста́,voorwerp
338,Sache::N,наста́,zaak
339,Rand::N,тӱр,rand
340,Rand::N,тӱр,boord
341,Kante::N,тӱр,kant
342,Ecke::N,лук,hoek
343,Spitze::N,вуй,punt
344,Spitze::N,вуй,spits
345,Ende::N,муча́ш,einde
346,Ende::N,муча́ш,uiteinde
347,Loch::N,рож,gat
348,Winkel::N,лук,hoek
349,Muster::N,пеза́к,dessin
350,Muster::N,пеза́к,patroon
351,Muster::N,узо́р,dessin
352,Muster::N,узо́р,patroon
353,Muster::N,ӱ́лгӧ,dessin
354,Muster::N,ӱ́лгӧ,patroon
355,Größe::N,кӱ́кшыт,grootte
356,Länge::N,ку́тыш,lengte
357,Höhe::N,кӱ́кшыт,hoogte
358,Gewicht::N,не́лыт,gewicht
359,Menge::N,чот,hoeveelheid
360,Haufen::N,кы́шыл,hoop
361,Reihe::N,рада́м,rij
362,Reihe::N,рада́м,reeks
363,Boot::N,пуш,boot
364,Ruder::N,эшка́к,roeiriem
365,Schlitten::N,тер,slee
366,Schlitten::N,тер,slede
367,Schlitten::N,изде́р,slee
368,Schlitten::N,изде́р,slede
369,Ski::N,е́че,ski
370,Lagerfeuer::N,туло́то,kampvuur
371,Last::N,нӧ́лтыш,last
372,Last::N,нӧ́лтыш,vracht
373,Gang::N,ошкылма́ш,wandeling
374,Schritt::N,о́шкыл,stap
375,Schritt::N,о́шкыл,schrede
376,Norden::N,йӱдйыма́л,noorden
377,Süden::N,кечывалве́л,zuiden
378,Westen::N,касве́л,westen
379,Osten::N,эрве́л,oosten
380,Holz::N,пу,hout
381,Brett::N,оҥа́,plank
382,Platte::N,аста́р,plaat
383,Stütze::N,чара́к,stut
384,Stütze::N,чара́к,steun
385,Stange::N,лома́ш,stang
386,Stock::N,тоя́,stok
387,Stab::N,вара́,staf
388,Stab::N,кашта́,staf
389,Rohr::N,пуч,pijp
390,Haus::N,пӧрт,huis
391,Heim::N,мӧ́ҥгӧ,tehuis
392,Ofen::N,комака́,kachel
393,Fußboden::N,кӱва́р,vloer
394,Tisch::N,ӱсте́л,tafel
395,Stuhl::N,пӱке́н,stoel
396,Wiege::N,шепка́,wieg
397,Bett::N,ва́кшыш,bed
398,Regal::N,шӧ́рлык,rek
399,Kiste::N,шо́ндык,kist
400,Kiste::N,я́шлык,kist
401,Fenster::N,окна́,raam
402,Fenster::N,окна́,venster
403,Tür::N,омса́,deur
404,Tor::N,капка́,poort
405,Zaun::N,сава́р,omheining
406,Dach::N,леве́дыш,dak
407,Leiter::N,тошка́лтыш,ladder
408,Besen::N,ӱштерво́штыр,bezem
409,Spaten::N,ко́льмо,schop
410,Schaufel::N,сово́к,schep
411,Schaufel::N,су́ско,schep
412,Gabel::N,ви́лке,vork
413,Löffel::N,па́не,lepel
414,Löffel::N,совла́,lepel
415,Messer::N,кӱ́зӧ,mes
416,Nagel::N,пуда́,spijker
417,Netz::N,вапш,net
418,Haken::N,са́гыле,haak
419,Griff::N,кыл,handvat
420,Schloss::N,кӧгӧ́н,slot
421,Bild::N,сӱре́т,beeld
422,Figur::N,фигу́р,figuur
423,Puppe::N,курча́к,pop
424,Beutel::N,меша́к,zak
425,Beutel::N,меша́к,buidel
426,Bündel::N,арша́ш,pak
427,Bündel::N,арша́ш,bundel
428,Tasche::N,сумка́,tas
429,Eimer::N,ведра́,emmer
430,Deckel::N,ко́мдыш,deksel
431,Geschirr::N,а́те,vaatwerk
432,Sack::N,куль,zak
433,Sack::N,меша́к,zak
434,Tasse::N,чу́кыр,kop
435,Tasse::N,чашка́,kop
436,Topf::N,ми́ске,pan
437,Kessel::N,под,ketel
438,Essen::N,ко́чкыш,eten
439,Nahrung::N,ку́рго,voedsel
440,Speise::N,ко́чкыш,spijs
441,Fleisch::N,шыл,vlees
442,Getreide::N,шу́рно,graan
443,Brei::N,пу́чымыш,pap
444,Brei::N,пу́чымыш,brij
445,Brot::N,ки́нде,brood
446,Scheibe::N,ка́тыш,plak
447,Scheibe::N,ка́тыш,snede
448,Fett::N,коя́,vet
449,Butter::N,ӱй,boter
450,Öl::N,ӱй,olie
451,Salz::N,шинча́л,zout
452,Suppe::N,шӱр,soep
453,Honig::N,мӱй,honing
454,Milch::N,шӧр,melk
455,Tee::N,чай,thee
456,Leder::N,сура́н,leer
457,Leder::N,сура́н,leder
458,Leder::N,шӱ́штӧ,leer
459,Leder::N,шӱ́штӧ,leder
460,Wolle::N,пун,wol
461,Stoff::N,куэ́м,stof
462,Stoff::N,посто́,stof
463,Nadel::N,и́ме,naald
464,Faden::N,шӱ́ртӧ,draad
465,Knopf::N,по́лдыш,knoop
466,Knoten::N,пышке́м,knoop
467,Farbe::N,чия́,verf
468,Kleidung::N,чие́м,kledij
469,Kleidung::N,чие́м,kleding
470,Kleidung::N,вурге́м,kledij
471,Kleidung::N,вурге́м,kleding
472,Hemd::N,ту́выр,hemd
473,Kragen::N,сога́,kraag
474,Ärmel::N,шокш,mouw
475,Hose::N,йола́ш,broek
476,Hose::N,йола́ш,pantalon
477,Gürtel::N,ӱ́штӧ,riem
478,Gürtel::N,ӱ́штӧ,gordel
479,Mütze::N,упш,muts
480,Schuh::N,боти́нке,schoen
481,Stiefel::N,кем,laars
482,Ring::N,шерга́ш,ring
483,Band::N,тасма́,lint
484,Band::N,ле́нте,lint
485,Kamm::N,шерге́,kam
486,Spiegel::N,вошто́нчыш,spiegel
487,Riemen::N,кӱзанӱ́штӧ,riem
488,Schnur::N,кере́м,koord
489,Schnur::N,кандыра́,koord
490,Leine::N,вӱра́ҥ,lijn
491,Decke::N,леве́дыш,deken
492,Decke::N,одея́л,deken
493,Kissen::N,кӱ́пчык,kussen
494,Tuch::N,шо́выч,doek
495,Handtuch::N,со́лык,handdoek
496,Kraft::N,вий,kracht
497,Kraft::N,куа́т,kracht
498,Stärke::N,куа́т,sterkte
499,Stärke::N,карма́н,sterkte
500,Gesundheit::N,таза́лык,gezondheid
501,Krankheit::N,чер,ziekte
502,Schmerz::N,ко́рштыш,pijn
503,Wunde::N,су́сыр,wond
504,Fieber::N,йӱштыму́ж,koorts
505,Fieber::N,лихора́дке,koorts
506,Arznei::N,эм,medicament
507,Arznei::N,эм,geneesmiddel
508,Brücke::N,кӱва́р,brug
509,Brunnen::N,вӱдвыне́м,put
510,Brunnen::N,вӱдвыне́м,bron
511,Weide::N,нурше́р,wei
512,Weide::N,нурше́р,weide
513,Pfad::N,йолго́рно,pad
514,Pfad::N,сокма́к,pad
515,Weg::N,ко́рно,weg
516,Straße::N,ко́рно,baan
517,Straße::N,ко́рно,straat
518,Dorf::N,ял,dorp
519,Stadt::N,ола́,stad
520,Brief::N,се́рыш,brief
521,Buch::N,книга́,boek
522,Buchstabe::N,буква́,letter
523,Zeitung::N,газе́т,krant
524,Zeitung::N,газе́т,dagblad
525,Leben::N,и́лыш,leven
526,Tod::N,колыма́ш,dood
527,Grab::N,шӱга́р,graf
528,Kirche::N,че́рке,kerk
529,Sünde::N,су́лык,zonde
530,Gott::N,ю́мо,god
531,Arbeiter::N,паша́зе,arbeider
532,Chef::N,тӧра́,chef
533,Meister::N,маста́р,meester
534,Arzt::N,врач,arts
535,Arzt::N,врач,dokter
536,Lehrer::N,ту́ныктышо,leraar
537,Lehrer::N,ту́ныктышо,onderwijzer
538,Geld::N,окса́,geld
539,Geschäft::N,сатулыма́ш,zaak
540,Laden::N,ке́выт,winkel
541,Preis::N,ак,prijs
542,Ware::N,сату́,waar
543,Nutzen::N,пайда́,nut
544,Nutzen::N,пайда́,voordeel
545,Reichtum::N,поя́нлык,rijkdom
546,Welt::N,тӱня́,wereld
547,Land::N,эл,land
548,Staat::N,кугыжа́ныш,staat
549,König::N,кугыжа́,koning
550,Macht::N,власть,macht
551,Grenze::N,грани́ца,grens
552,Krieg::N,сар,oorlog
553,Feind::N,тушма́н,vijand
554,Gewalt::N,виешлыма́ш,geweld
555,Kampf::N,кредалма́ш,strijd
556,Kampf::N,кредалма́ш,gevecht
557,Bogen[Waffe]::N,юҥе́ж,boog
558,Pfeil::N,пикш,pijl
559,Gewehr::N,пыча́л,geweer
560,Fehler::N,йо́ҥылыш,fout
561,Lüge::N,шоя́к,leugen
562,Schaden::N,зия́н,schade
563,Unglück::N,эҥге́к,tegenspoed
564,Schuld::N,тита́к,schuld
565,Schuld::N,йола́,schuld
566,Alter::N,ийго́т,leeftijd
567,Schluss::N,муча́ш,slot
568,Zeit::N,жап,tijd
569,Zeit::N,па́гыт,tijd
570,Tag::N,ке́че,dag
571,Morgen::N,эр,morgen
572,Morgen::N,эр,ochtend
573,Mittag::N,кечыва́л,middag
574,Abend::N,кас,avond
575,Nacht::N,йӱд,nacht
576,Woche::N,арня́,week
577,Monat::N,ты́лзе,maand
578,Jahr::N,ий,jaar
579,Frühling::N,шо́шо,lente
580,Frühling::N,шо́шо,voorjaar
581,Sommer::N,кеҥе́ж,zomer
582,Herbst::N,шы́же,herfst
583,Winter::N,те́ле,winter
584,Januar::N,шоркыйол,januari
585,Januar::N,идалыкву́й,januari
586,Januar::N,янва́рь,januari
587,Februar::N,пургыж,februari
588,Februar::N,февра́ль,februari
589,März::N,ӱярня,maart
590,März::N,март,maart
591,April::N,апре́ль,april
592,Mai::N,ага,mei
593,Mai::N,май,mei
594,Juni::N,пеледыш,juni
595,Juni::N,ию́нь,juni
596,Juli::N,сӱрем,juli
597,Juli::N,ию́ль,juli
598,August::N,сорла,augustus
599,August::N,агарма́н,augustus
600,August::N,а́вгуст,augustus
601,September::N,идым,september
602,September::N,сентя́брь,september
603,Oktober::N,шыжа,oktober
604,Oktober::N,октя́брь,oktober
605,November::N,кылме тылзе,november
606,November::N,ноя́брь,november
607,Dezember::N,дека́брь,december
608,Montag::N,шо́чмо,maandag
609,Dienstag::N,ку́шкыжмо,dinsdag
610,Mittwoch::N,вӱрге́че,woensdag
611,Donnerstag::N,изарня́,donderdag
612,Freitag::N,кугарня́,vrijdag
613,Samstag::N,шуматке́че,zaterdag
614,Sonntag::N,рушарня́,zondag
615,groß::A,кугу́,groot
616,klein::A,изи́,klein
617,lang::A,кужу́,lang
618,kurz::A,кӱ́чык,kort
619,breit::A,кумда́,breed
620,schmal::A,а́ҥысыр,smal
621,dicht::A,ну́гыдо,dicht
622,dick[Gegenstand]::A,кӱ́жгӧ,dik
623,dünn::A,ви́чкыж,dun
624,fein::A,ты́гыде,fijn
625,fest::A,чо́ткыдо,vast
626,flach::A,лапка́,plat
627,glatt::A,яклака́,glad
628,hart::A,пе́ҥгыде,hard
629,weich::A,пу́шкыдо,week
630,rund::A,йырге́шке,rond
631,spitz::A,коша́р,spits
632,spitz::A,коша́р,puntig
633,scharf::A,пӱ́сӧ,scherp
634,stumpf::A,токма́к,stomp
635,schwer::A,не́ле,zwaar
636,schön::A,сы́лне,mooi
637,schön::A,сы́лне,fraai
638,heiß::A,шо́кшо,heet
639,warm::A,ле́ве,warm
640,kalt::A,йӱ́штӧ,koud
641,kühl::A,юа́лге,koel
642,kühl::A,южгата́,koel
643,frisch::A,свежа́,fris
644,feucht::A,вӱ́дыжгӧ,vochtig
645,nass::A,нӧ́рӧ,nat
646,trocken::A,ку́кшо,droog
647,voll::A,тич,vol
648,leer::A,яра́,leeg
649,offen::A,виш,open
650,geschlossen::A,пе́тырыме,gesloten
651,geschlossen::A,тӱ́чмӧ,gesloten
652,sauber::A,ару́,net
653,sauber::A,ару́,schoon
654,sauber::A,янда́р,net
655,sauber::A,янда́р,schoon
656,schmutzig::A,лавыра́н,vuil
657,schmutzig::A,ла́выргыше,vuil
658,roh::A,кӱ́чымӧ,rauw
659,reif::A,лӧза́,rijp
660,lecker::A,ту́тло,lekker
661,süß::A,ше́ре,zoet
662,bitter::A,ко́чо,bitter
663,sauer::A,шо́по,zuur
664,hell::A,во́лгыдо,licht
665,hell::A,во́лгыдо,helder
666,dunkel::A,пычке́мыш,donker
667,schwarz::A,шола́,zwart
668,weiß::A,ош,wit
669,rot::A,йошка́р,rood
670,gelb::A,сар,geel
671,blau::A,ка́нде,blauw
672,grün::A,ужа́р,groen
673,grau::A,сур,grijs
674,bunt::A,олача́,bont
675,billig::A,шу́лдо,goedkoop
676,teuer::A,ше́рге,duur
677,wertvoll::A,шергака́н,kostbaar
678,wertvoll::A,шергака́н,waardevol
679,blind::A,со́кыр,blind
680,taub::A,соҥгыра́,doof
681,kräftig::A,куа́тле,krachtig
682,stark::A,вия́н,sterk
683,schwach::A,а́лдыме,zwak
684,fett::A,коя́,vet
685,schlank::A,йоштката́,slank
686,schlank::A,яжу́,slank
687,hübsch::A,чеве́р,leuk
688,böse::A,шы́де,kwaad
689,dumm::A,аҥыра́,dom
690,faul::A,його,lui
691,fleißig::A,ты́ршыше,vlijtig
692,geizig::A,чаҥга́,gierig
693,klug::A,уша́н,slim
694,klug::A,уша́н,schrander
695,klug::A,уша́н,verstandig
696,geschickt::A,уста́,handig
697,geschickt::A,уста́,vaardig
698,lieb::A,ала́л,lief
699,lustig::A,весела́,vrolijk
700,sanft::A,ны́жылге,zacht
701,hungrig::A,шу́жышо,hongerig
702,krank::A,че́рле,ziek
703,nackt::A,чарама́т,naakt
704,traurig::A,ойга́н,treurig
705,traurig::A,ойга́н,bedroefd
706,lebendig::A,и́лыше,levend
707,gut::A,сай,goed
708,schlecht::A,уда́,slecht
709,schlecht::A,шӱ́кшӧ,slecht
710,richtig::A,чы́нле,juist
711,schlimm::A,аля́к,erg
712,schlimm::A,аля́к,kwaad
713,schlimm::A,тыра́н,erg
714,schlimm::A,тыра́н,kwaad
715,wahr::A,чы́нле,waar
716,wahr::A,настоя́щий,waar
717,alt::A,то́што,oud
718,neu::A,у,nieuw
719,ehemalig::A,о́нчычсо,voormalig
720,ehemalig::A,онда́кысе,voormalig
721,alt[Lebewesen]::A,шо́нто,oud
722,jung::A,са́мырык,jong
723,arm::A,нужна́,arm
724,reich::A,поя́н,rijk
725,bekannt::A,па́лыме,bekend
726,berühmt::A,лӱ́млӧ,beroemd
727,fremd::A,йот,vreemd
728,verschieden::A,тӱ́рлӧ,verscheiden
729,verschieden::A,тӱ́рлӧ,verschillend
730,nah::A,ли́шыл,nabij
731,nah::A,ли́шыл,nabijgelegen
732,fern::A,тора́,ver
733,fern::A,мӱ́ндыр,ver
734,linker::A,шола́,linker
735,rechter::A,пурла́,rechter
736,anderer::A,вес,andere
737,anderer::A,мо́ло,andere
738,erster::A,и́кымше,eerste
739,zweiter::A,ко́кымшо,tweede
740,dritter::A,ку́мшо,derde
741,letzter::A,пыта́ртыш,laatste
742,allein::ADV,шкет,alleen
743,auf einmal::ADV,икана́ште,ineens
744,auf einmal::ADV,икана́ште,tegelijk
745,zusammen::ADV,пырля́,samen
746,zusammen::ADV,пырля́,bijeen
747,lange::ADV,кужу́н,lang
748,plötzlich::ADV,кенета́,eensklaps
749,plötzlich::ADV,кенета́,plotsklaps
750,sofort::ADV,кызыта́к,terstond
751,sofort::ADV,кызыта́к,aanstonds
752,sofort::ADV,кызыта́к,onmiddelijk
753,später::ADV,варара́к,later
754,jetzt::ADV,ы́нде,nu
755,jetzt::ADV,ы́нде,nou
756,jetzt::ADV,ы́нде,thans
757,jetzt::ADV,кы́зыт,nu
758,jetzt::ADV,кы́зыт,nou
759,jetzt::ADV,кы́зыт,thans
