,Concept_ID,ba,mrj
433,Farbe::N,буяу,чиӓ
434,Farbe::N,буяу,крӓскӓ
435,Kleidung::N,кейем,выргем
436,Hemd::N,күлдәк,тыгыр
437,Kragen::N,яға,шӱ
438,Ärmel::N,ең,шокш
439,Hose::N,салбар,ялаш
440,Gürtel::N,ҡайыш,ӹштӹ
441,Mütze::N,бүрк,упш
442,Schuh::N,туфли,ту́фльы
443,Stiefel::N,итек,кем
444,Ring::N,йөҙөк,шӓргӓш
445,Ring::N,балдаҡ,шӓргӓш
446,Band::N,таҫма,лемтӓ
447,Kamm::N,тараҡ,шерге
448,Spiegel::N,көзгө,тӹгӹр
449,Riemen::N,ҡайыш,прӓжӓ
450,Schnur::N,бау,кӓндӹра
451,Leine::N,бау,керем
452,Decke::N,одеяд,одеял
453,Kissen::N,мендәр,кӹпцӹк
454,Tuch::N,яулыҡ,савыц
455,Handtuch::N,таҫтамал,шӹргӹсавыц
456,Handtuch::N,таҫтамал,шӹргӹмсавыц
457,Kraft::N,көс,ви
458,Stärke::N,көс,ви
459,Gesundheit::N,һаулыҡ,шу
460,Gesundheit::N,һаулыҡ,шулык
461,Krankheit::N,сир,мыж
462,Krankheit::N,ауырыу,мыж
463,Schmerz::N,һыҙлау,карштыш
464,Schmerz::N,әрнеү,карштыш
465,Wunde::N,йәрәхәт,шушыр
466,Fieber::N,тапма,ӱштӹмыж
467,Fieber::N,биҙгәк,ӱштӹмыж
468,Arznei::N,дарыу,лекӓрцӹ
469,Brücke::N,күпер,кӹвер
470,Brunnen::N,ҡоҙоҡ,вӹдсӹнзӓ
471,Weide::N,көтөүлек,ныр
472,Pfad::N,һуҡмаҡ,ялгорны
473,Weg::N,юл,корны
474,Straße::N,урам,корны
475,Dorf::N,ауыл,сола
476,Stadt::N,ҡала,города
477,Brief::N,хат,сирмӓш
478,Buch::N,китап,книгӓ
479,Buch::N,кенәгә,книгӓ
480,Buchstabe::N,хәреф,буква́
481,Zeitung::N,гәзит,газет
482,Zeitung::N,гәзит,кайзет
483,Leben::N,йәшәү,житя
484,Tod::N,үлем,смöрт
485,Grab::N,ҡәбер,шӹгер
486,Grab::N,ҡәбер,мыгилӓ
487,Grab::N,ҡәбер,шӹгерлӓ
488,Kirche::N,сиркәү,церкӹ
489,Sünde::N,гөнаһ,сулык
490,Gott::N,алла,йымы
491,Gott::N,хоҙай,йымы
492,Arbeiter::N,эшсе,пӓшӓзӹ
493,Chef::N,башлыҡ,вуй
494,Meister::N,оҫта,мастар
495,Arzt::N,врач,доктор
496,Lehrer::N,уҡытыусы,тымдышы
497,Geld::N,аҡса,окса
498,Geschäft::N,эш,торге́йӹмӓш
499,Laden::N,магазин,лапка
500,Laden::N,магазин,магазин
501,Preis::N,хаҡ,ӓк
502,Ware::N,тауар,товар
503,Nutzen::N,файҙа,пайда
504,Reichtum::N,байлыҡ,перке
505,Welt::N,донъя,сӓндӓлӹк
506,Welt::N,донъя,свет
507,Land::N,ил,сӓндӓлӹк
508,Staat::N,дәүләт,кугижӓншӹ
509,König::N,король,король
510,Macht::N,власть,власть
511,Grenze::N,сик,пӹсмӓн
512,Krieg::N,һуғыш,вырсы
513,Feind::N,йылан,тышман
514,Gewalt::N,көслөк,ви
515,Kampf::N,көрәш,кредӓлмӓш
516,Bogen[Waffe]::N,йәйә,янгеж
517,Pfeil::N,уҡ,пикш
518,Gewehr::N,мылтыҡ,пичӓл
519,Fehler::N,хата,самынь
520,Lüge::N,ялған,шая
521,Schaden::N,зыян,вре́дӓ
522,Schaden::N,зарар,вре́дӓ
523,Unglück::N,ҡаза,пёда
524,Unglück::N,ҡаза,тымаша
525,Schuld::N,ғәйеп,вуйнамат
526,Alter::N,йәш,иӓш
527,Alter::N,йәш,игечӹ
528,Schluss::N,һуң,пӹтӓртӹш
529,Schluss::N,аҙаҡ,пӹтӓртӹш
530,Zeit::N,мәл,веремӓ
531,Zeit::N,заман,веремӓ
532,Tag::N,көн,кечӹ
533,Morgen::N,иртә,ир
534,Morgen::N,иртә,ирок
535,Morgen::N,иртәнсәк,ир
536,Morgen::N,иртәнсәк,ирок
537,Mittag::N,төш,кечӹвӓл
538,Abend::N,кис,вады
539,Nacht::N,төн,йыд
540,Woche::N,аҙна,ӓрня
541,Monat::N,ай,тӹ́лзӹ
542,Jahr::N,йыл,год
543,Frühling::N,яҙ,шошым
544,Sommer::N,йәй,кӓнгӹж
545,Herbst::N,көз,шӹжӹ
546,Winter::N,ҡыш,тел
547,Winter::N,ҡыш,телӹ
548,Januar::N,ғинуар,январ
549,Januar::N,ғинуар,январь
550,Februar::N,февраль,февраль
551,März::N,март,март
552,April::N,апрель,апрель
553,Mai::N,май,май
554,Juni::N,июнь,июнь
555,Juli::N,июль,июль
556,August::N,август,август
557,September::N,сентябрь,сентябрь
558,Oktober::N,октябрь,октябрь
559,November::N,ноябрь,ноябрь
560,Dezember::N,декабрь,декавыр
561,Montag::N,дүшәмбе,шачмы
562,Dienstag::N,шишәмбе,кышкыжмы
563,Mittwoch::N,шаршамбы,вӹрчегӹ
564,Donnerstag::N,кесаҙна,изӓрня
565,Freitag::N,йома,когарня
566,Samstag::N,шәмбе,кукшыгечӹ
567,Sonntag::N,йәкшәмбе,рушӓрня
568,groß::A,ҙур,кого
569,klein::A,бәләкәс,изи
570,lang::A,оҙон,кужы
571,kurz::A,ҡыҫҡа,кӹтӹк
572,breit::A,киң,кымда
573,schmal::A,тар,ӓнгӹсӹр
574,dicht::A,йыш,шӹре
575,dicht::A,ҡуйы,шӹре
576,dick[Gegenstand]::A,ҡалын,кӹжгӹ
577,dünn::A,йоҡа,вӹцкӹж
578,dünn::A,нәҙек,вӹцкӹж
579,fein::A,нескә,пыльга
580,fest::A,ныҡ,цаткыды
581,flach::A,яҫы,тӓлякӓ
582,flach::A,ялпаҡ,тӓлякӓ
583,glatt::A,шыма,ягылгы
584,hart::A,ҡаты,пингӹдӹ
585,weich::A,йомшаҡ,пышкыды
586,rund::A,түңәрәк,тӹртӹш
587,spitz::A,осло түбәле,кашар
588,scharf::A,үткер,кашар
589,stumpf::A,утмәҫ,нӹшкӹ
590,schwer::A,ауыр,нелӹ
591,schön::A,матур,цевер
592,schön::A,матур,олмыдшы
593,heiß::A,эҫе,шокшы
594,warm::A,йылы,шокшы
595,kalt::A,һыуыҡ,ӱштӹ
596,kühl::A,һалҡынса,юалгы
597,kühl::A,һалҡынса,йонгата
598,frisch::A,һалҡынса,йонгата
599,feucht::A,еүеш,ӹлӹкшӹ
600,feucht::A,еүеш,вӹдӹжгӹ
601,feucht::A,дымлы,ӹлӹкшӹ
602,feucht::A,дымлы,вӹдӹжгӹ
603,nass::A,еүеш,начкы
604,trocken::A,кипкән,кукшы
605,voll::A,тулы,темшӹ
606,voll::A,тулы,темыман
607,leer::A,буш,йӓрӓ
608,offen::A,асыҡ,виш
609,geschlossen::A,ябыҡ,чӱчмӹ
610,geschlossen::A,ябыҡ,тӹкӹлӓлтшӹ
611,sauber::A,таҙа,ире
612,schmutzig::A,бысраҡ,шоран
613,schmutzig::A,бысраҡ,лявӹрӓн
614,schmutzig::A,бысраҡ,шорангшы
615,roh::A,сей,пеле кӱшӹ
616,reif::A,өлгөрғән,кӱшӹ
617,lecker::A,тәмле,тотан
618,süß::A,тямле,мӱӓн
619,süß::A,тәм-том,мӱӓн
620,bitter::A,әсе,качы
621,sauer::A,әсе,шапы
622,hell::A,яҡты,соты
623,hell::A,яҡты,валгыды
624,dunkel::A,ҡараңғы,пӹц
625,dunkel::A,ҡараңғы,пӹцкемӹш
626,schwarz::A,ҡара,шим
627,weiß::A,аҡ,ош
628,weiß::A,аҡ,ошы
629,rot::A,матур,якшаргы
630,rot::A,һылыу,якшаргы
631,rot::A,сибәр,якшаргы
632,gelb::A,һары,сар
633,gelb::A,һары,сары
634,blau::A,күк,симсӹ
635,grün::A,йәшел,ыжар
636,grau::A,буҙ,луды
637,bunt::A,сыбар,ала
638,bunt::A,ала-ҡола,ала
639,billig::A,арзан,шулдаш
640,teuer::A,ҡыйбатлы,шергӹ
641,teuer::A,ҡыйбатлы,шергӓкӓн
642,wertvoll::A,ҡиммәтле,ӓкӓн
643,blind::A,һуҡыр,слöпöй
644,blind::A,һуҡыр,сльöпöй
645,taub::A,һаңғырау,тӱтӱк
646,kräftig::A,көслө,виӓн
647,kräftig::A,ҡеүәтле,виӓн
648,stark::A,көслө,виӓн
649,stark::A,ҡеүәтле,виӓн
650,schwach::A,көсһөҙ,шава
651,schwach::A,көсһөҙ,лӹпкӓ
652,schwach::A,көсһөҙ,слабка
653,fett::A,һимеҙ,таза
654,schlank::A,зифа,яштака
655,hübsch::A,матур,сӹлнӹ
656,hübsch::A,матур,олмыдшы
657,böse::A,асыулы,шӹдӓн
658,dumm::A,иҫәр,окмак
659,faul::A,иренсәк,ялахай
660,fleißig::A,тырыш,пӓшам яратышы
661,geizig::A,һаран,шык
662,klug::A,аҡыллы,ышан
663,geschickt::A,оҫта,мастар
664,lieb::A,яғымлы,тыри
665,lustig::A,күңелле,мындыр
666,lustig::A,күңелле,сусу
667,sanft::A,йыуаш,йӹвӹжӓ
668,hungrig::A,ас,шужышы
669,krank::A,сирле,церлӹ
670,krank::A,сирле,хворой
671,krank::A,ауырыу,церлӹ
672,krank::A,ауырыу,хворой
673,nackt::A,яланғас,цӓрӓ
674,traurig::A,яманһыу,сы́лыкан
675,traurig::A,яманһыу,кымы́лдымы
676,lebendig::A,тере,живой
677,lebendig::A,йәнле,живой
678,gut::A,яҡшы,яжо
679,schlecht::A,хөрт,уда
680,schlecht::A,хөрт,худа
681,schlecht::A,алама,уда
682,schlecht::A,алама,худа
683,richtig::A,дөрөҫ,вургамла
684,schlimm::A,хөрт,йӹрнык
685,schlimm::A,алама,йӹрнык
686,wahr::A,дөрөҫ,настоящий
687,wahr::A,дөрөҫ,настояшый
688,alt::A,иҫке,шонгы
689,alt::A,боронғо,шонгы
690,neu::A,яңы,у
691,ehemalig::A,элекке,тошты
692,alt[Lebewesen]::A,ҡарт,ӹлалшӹ
693,jung::A,йәш,нöргӹ
694,jung::A,йәш,молода
695,arm::A,фәҡир,укеӓн
696,reich::A,бай,паян
697,reich::A,бай,пурлыкан
698,bekannt::A,таныш,палӹмӹ
699,berühmt::A,атаҡлы,лӹмлы
700,berühmt::A,данлыҡлы,лӹмлы
701,fremd::A,ят,эдемӹн
702,fremd::A,сит,эдемӹн
703,verschieden::A,төрлө,тӹрлӹ
704,nah::A,яҡын,лишӹл
705,fern::A,алыҫ,мӹндӹр
706,fern::A,йыраҡ,мӹндӹр
707,linker::A,һул,шалахай
708,rechter::A,уң,вургамла
709,anderer::A,бутән,вес
710,anderer::A,бутән,весӹ
711,erster::A,тәүге,икшӹ
