,Concept_ID,fi,it
121,Wald::N,metsä,bosco
122,Wald::N,metsä,foresta
123,Hügel::N,mäki,colle
124,Hügel::N,mäki,collina
125,Hügel::N,kumpu,colle
126,Hügel::N,kumpu,collina
127,Hügel::N,kukkula,colle
128,Hügel::N,kukkula,collina
129,Anhöhe::N,mäki,altura
130,Anhöhe::N,kumpare,altura
131,Berg::N,mäki,monte
132,Berg::N,mäki,montagna
133,Berg::N,vuori,monte
134,Berg::N,vuori,montagna
135,Gipfel::N,laki,cima
136,Gipfel::N,huippu,cima
137,Höhle::N,luola,grotta
138,Höhle::N,luola,caverna
139,Abhang::N,rinne,pendìo
140,Quelle::N,lähde,sorgente
141,Bach::N,puro,ruscello
142,Fluss::N,joki,fiume
143,Ufer::N,ranta,riva
144,Küste::N,rannikko,costa
145,Festland::N,manner,terraferma
146,Meer::N,meri,mare
147,Bucht::N,lahti,cala
148,Insel::N,saari,ìsola
149,Blume::N,kukka,fiore
150,Gras::N,ruoho,erba
151,Wurzel::N,juuri,radice
152,Baum::N,puu,àlbero
153,Stamm::N,runko,tronco
154,Rinde::N,kuori,corteccia
155,Rinde::N,parkki,corteccia
156,Ast::N,oksa,ramo
157,Zweig::N,haara,ramo
158,Blatt::N,lehti,foglia
159,Birke::N,koivu,betulla
160,Kiefer[Baum]::N,mänty,pino
161,Kiefer[Baum]::N,petäjä,pino
162,Weide[Baum]::N,paju,sàlice
163,Tanne::N,kuusi,abete
164,Horn::N,sarvi,corno
165,Feder::N,sulka,penna
166,Feder::N,höyhen,penna
167,Fell::N,talja,manto
168,Fell::N,talja,pelame
169,Flügel::N,siipi,ala
170,Klaue::N,kynsi,grinfia
171,Kralle::N,kynsi,unghia
172,Kralle::N,kynsi,artiglio
173,Schwanz::N,häntä,coda
174,Schwanz::N,pyrstö,coda
175,Ei::N,muna,uovo
176,Nest::N,pesä,nido
177,Bau::N,pesä,covo
178,Tier::N,eläin,bestia
179,Tier::N,eläin,animale
180,Herde::N,lauma,gregge
181,Kuh::N,lehmä,vacca
182,Bulle::N,sonni,toro
183,Pferd::N,hevonen,cavallo
184,Schaf::N,lammas,pècora
185,Schwein::N,sika,porco
186,Schwein::N,sika,maiale
187,Hund::N,koira,cane
188,Katze::N,kissa,gatta
189,Bär::N,karhu,orso
190,Eichhörnchen::N,orava,scoiàttolo
191,Elch::N,hirvi,alce
192,Fuchs::N,kettu,volpe
193,Hase::N,jänis,lepre
194,Maus::N,hiiri,topo
195,Maus::N,hiiri,sorcio
196,Wolf::N,susi,lupo
197,Vogel::N,lintu,uccello
198,Schwarm::N,parvi,stormo
199,Huhn::N,kana,gallina
200,Hahn::N,kukko,gallo
201,Gans::N,hanhi,oca
202,Adler::N,kotka,àquila
203,Ente::N,ankka,ànatra
204,Eule::N,pöllö,gufo
205,Eule::N,pöllö,civetta
206,Kranich::N,kurki,gru
207,Krähe::N,varis,cornacchia
208,Kuckuck::N,käki,cuccù
209,Kuckuck::N,käki,cùculo
210,Schwan::N,joutsen,cigno
211,Fisch::N,kala,pesce
212,Barsch::N,ahven,pèrsico
213,Hecht::N,hauki,luccio
214,Schlange[Tier]::N,käärme,serpente
215,Wurm::N,mato,baco
216,Wurm::N,mato,verme
217,Spinne::N,hämähäkki,ragno
218,Ameise::N,muurahainen,formica
219,Laus::N,täi,pidocchio
220,Mücke::N,sääski,zanzara
221,Mücke::N,hyttynen,zanzara
222,Fliege::N,kärpänen,mosca
223,Schmetterling::N,perhonen,farfalla
224,Beere::N,marja,bacca
225,Apfel::N,omena,mela
226,Pilz::N,sieni,fungo
227,Zwiebel::N,sipuli,cipolla
228,Saat::N,siemenet,semente
229,Korn::N,jyvä,grano
230,Korn::N,vilja,grano
231,Heu::N,heinä,fieno
232,Schale::N,kuori,buccia
233,Grube::N,kuoppa,cava
234,Grube::N,kuoppa,fossa
235,Falle::N,loukku,tràppola
236,Schlinge::N,ansa,laccio
237,Spur::N,jälki,traccia
238,Asche::N,tuhka,cenere
239,Dreck::N,lika,fango
240,Eisen::N,rauta,ferro
241,Gold::N,kulta,oro
242,Silber::N,hopea,argento
243,Kohle::N,hiili,carbone
244,Glas::N,lasi,vetro
245,Lehm::N,savi,argilla
246,Sand::N,hiekka,arena
247,Sand::N,hiekka,sabbia
248,Mensch::N,ihminen,uomo
249,Mensch::N,ihminen,èssere umano
250,Mann::N,mies,uomo
251,Frau::N,nainen,donna
252,Kind::N,lapsi,bambino
253,Junge::N,poika,ragazzo
254,Mädchen::N,tyttö,ragazza
255,Familie::N,perhe,famiglia
256,Großvater::N,isoisä,nonno
257,Großmutter::N,isoäiti,nonna
258,Eltern::N,vanhemmat,genitori
259,Vater::N,isä,padre
260,Mutter::N,äiti,madre
261,Sohn::N,poika,figlio
262,Tochter::N,tytär,figlia
263,Bruder::N,veli,fratello
264,Schwester::N,sisko,sorella
265,Onkel::N,eno,zio
266,Onkel::N,setä,zio
267,Tante::N,täti,zia
268,Ehemann::N,mies,marito
269,Ehemann::N,aviomies,marito
270,Ehefrau::N,vaimo,moglie
271,Ehefrau::N,aviovaimo,moglie
272,Freude::N,ilo,gioia
273,Freude::N,ilo,piacere
274,Freude::N,riemu,gioia
275,Freude::N,riemu,piacere
276,Gelächter::N,nauru,risata
277,Glück::N,onni,felicità
278,Kummer::N,suru,afflizione
279,Kummer::N,murhe,afflizione
280,Wunsch::N,toive,desiderio
281,Wunsch::N,toivomus,desiderio
282,Lust::N,himo,voglia
283,Geist::N,henki,mente
284,Geist::N,henki,spìrito
285,Gedanke::N,aate,idea
286,Gedanke::N,aate,pensiero
287,Gedanke::N,ajatus,idea
288,Gedanke::N,ajatus,pensiero
289,Gedächtnis::N,muisti,memoria
290,Verstand::N,äly,intelletto
291,Verstand::N,järki,intelletto
292,Verstand::N,ymmärrys,intelletto
293,Sinn::N,merkitys,senso
294,Sinn::N,merkitys,significato
295,Grund::N,syy,causa
296,Grund::N,syy,motivo
297,Grund::N,syy,ragione
298,Grund::N,peruste,causa
299,Grund::N,peruste,motivo
300,Grund::N,peruste,ragione
301,Wahrheit::N,tosi,verità
302,Wahrheit::N,totuus,verità
303,Gespräch::N,puhelu,discorso
304,Gespräch::N,puhelu,conversazione
305,Gespräch::N,keskustelu,discorso
306,Gespräch::N,keskustelu,conversazione
307,Märchen::N,satu,fiaba
308,Märchen::N,satu,fàvola
309,Erzählung::N,tarina,racconto
310,Erzählung::N,tarina,narrazione
311,Erzählung::N,kertomus,racconto
312,Erzählung::N,kertomus,narrazione
313,Nachricht::N,tieto,messaggio
314,Nachricht::N,ilmoitus,messaggio
315,Neuigkeit::N,uutinen,notizia
316,Name::N,nimi,nome
317,Rätsel::N,arvoitus,indovinello
318,Rede::N,puhe,discorso
319,Sprache::N,kieli,lingua
320,Sprache::N,kieli,linguaggio
321,Stimme::N,ääni,voce
322,Wort::N,sana,parola
323,Zeichen::N,merkki,segno
324,Zeichen::N,merkki,segnale
325,Ruf::N,kutsu,chiamata
326,Lärm::N,melu,chiasso
327,Lärm::N,melu,strèpito
328,Lärm::N,hälinä,chiasso
329,Lärm::N,hälinä,strèpito
330,Laut::N,ääni,suono
331,Ton::N,sävel,tono
332,Lied::N,laulu,canto
333,Lied::N,laulu,canzone
334,Ruhe::N,lepo,calma
335,Ruhe::N,lepo,tranquillità
336,Ruhe::N,rauha,calma
337,Ruhe::N,rauha,tranquillità
338,Leute::N,väki,gente
339,Leute::N,ihmiset,gente
340,Volk::N,kansa,pòpolo
341,Arbeit::N,työ,lavoro
342,Gast::N,vieras,òspite
343,Gast::N,vieras,invitato
344,Geschenk::N,lahja,regalo
345,Spiel::N,peli,gioco
346,Spiel::N,leikki,gioco
347,Gesellschaft::N,seura,compagnìa
348,Hilfe::N,apu,aiuto
349,Hilfe::N,apu,soccorso
350,Freund::N,ystävä,amico
351,Kamerad::N,toveri,camerata
352,Angelegenheit::N,asia,affare
353,Angelegenheit::N,asia,faccenda
354,Anzahl::N,lukumäärä,nùmero
355,Anzahl::N,lukumäärä,quantità
356,Art::N,laji,tipo
357,Art::N,laji,specie
358,Stück::N,pala,pezzo
359,Stück::N,kappale,pezzo
360,Teil::N,osa,parte
361,Hälfte::N,puoli,metà
362,Kreis::N,ympyrä,cìrcolo
363,Kreuz::N,risti,croce
364,Linie::N,viiva,lìnea
365,Strich::N,piirto,tratto
366,Abstand::N,väli,distanza
367,Abstand::N,väljyys,distanza
368,Entfernung::N,etäisyys,distanza
369,Entfernung::N,etäisyys,lontananza
370,Gegend::N,seutu,regione
371,Platz::N,tila,posto
372,Platz::N,tila,spazio
373,Ort::N,kohta,luogo
374,Ort::N,kohta,località
375,Ort::N,paikka,luogo
376,Ort::N,paikka,località
377,Seite::N,sivu,lato
378,Seite::N,sivu,parte
379,Seite::N,kylki,lato
380,Seite::N,kylki,parte
381,Mitte::N,keskus,mezzo
382,Mitte::N,keskus,centro
383,Mitte::N,puoliväli,mezzo
384,Mitte::N,puoliväli,centro
385,Gegenstand::N,kalu,oggetto
386,Gegenstand::N,esine,oggetto
387,Sache::N,asia,cosa
388,Rand::N,ääri,orlo
389,Rand::N,ääri,bordo
390,Rand::N,syrjä,orlo
391,Rand::N,syrjä,bordo
392,Kante::N,särmä,spìgolo
393,Ecke::N,nurkka,canto
394,Spitze::N,terä,punta
395,Spitze::N,kärki,punta
396,Ende::N,pää,capo
397,Ende::N,pää,estremità
398,Ende::N,perä,capo
399,Ende::N,perä,estremità
400,Loch::N,kolo,buco
401,Loch::N,reikä,buco
402,Winkel::N,kulma,àngolo
403,Muster::N,kuvio,disegno
404,Größe::N,koko,taglia
405,Größe::N,koko,grandezza
406,Größe::N,suuruus,taglia
407,Größe::N,suuruus,grandezza
408,Länge::N,pituus,lunghezza
409,Höhe::N,korkeus,altezza
410,Gewicht::N,paino,peso
411,Menge::N,määrä,quantità
412,Haufen::N,kasa,cùmulo
413,Haufen::N,kasa,mucchio
414,Reihe::N,rivi,fila
415,Boot::N,vene,barca
416,Boot::N,vene,battello
417,Ruder::N,airo,remo
418,Schlitten::N,reki,slitta
419,Schlitten::N,kelkka,slitta
420,Ski::N,suksi,sci
421,Lagerfeuer::N,nuotio,falò
422,Lagerfeuer::N,nuotio,fuoco di bivacco
423,Last::N,kuorma,càrico
424,Gang::N,kulku,andata
425,Gang::N,käynti,andata
426,Schritt::N,askel,passo
427,Norden::N,pohjoinen,nord
428,Norden::N,pohjoinen,settentrione
429,Süden::N,etelä,sud
430,Süden::N,etelä,meridione
431,Westen::N,länsi,òvest
432,Westen::N,länsi,occidente
433,Osten::N,itä,est
434,Osten::N,itä,oriente
435,Holz::N,puu,legno
436,Brett::N,lauta,asse
437,Brett::N,lauta,tàvola
438,Platte::N,levy,lastra
439,Platte::N,levy,piastra
440,Stütze::N,noja,supporto
441,Stange::N,tanko,sbarra
442,Stange::N,tanko,pèrtica
443,Stock::N,keppi,verga
444,Stock::N,keppi,bastone
445,Stock::N,keppi,bacchetta
446,Stab::N,sauva,asta
447,Stab::N,seiväs,asta
448,Rohr::N,putki,tubo
449,Haus::N,talo,casa
450,Heim::N,koti,casa
451,Ofen::N,uuni,stufa
452,Fußboden::N,lattia,pavimento
453,Tisch::N,pöytä,tàvolo
454,Stuhl::N,tuoli,sedia
455,Wiege::N,kehto,culla
456,Bett::N,sänky,letto
457,Regal::N,hylly,scaffale
458,Kiste::N,arkku,cassa
459,Kiste::N,kirstu,cassa
460,Kiste::N,laatikko,cassa
461,Fenster::N,ikkuna,finestra
462,Tür::N,ovi,porta
463,Tor::N,portti,portone
464,Zaun::N,aita,recinto
465,Dach::N,katto,tetto
466,Leiter::N,tikkaat,scala
467,Leiter::N,tikkaat,scala a pioli
468,Leiter::N,tikapuut,scala
469,Leiter::N,tikapuut,scala a pioli
470,Besen::N,luuta,scopa
471,Spaten::N,lapio,vanga
472,Schaufel::N,lapio,pala
473,Gabel::N,haarukka,forchetta
474,Löffel::N,lusikka,cucchiaio
475,Messer::N,veitsi,coltello
476,Nagel::N,naula,chiodo
477,Netz::N,verkko,rete
478,Haken::N,haka,uncino
479,Haken::N,koukku,uncino
480,Griff::N,ripa,mànico
481,Griff::N,ripa,maniglia
482,Griff::N,kahva,mànico
483,Griff::N,kahva,maniglia
484,Schloss::N,lukko,serratura
485,Bild::N,kuva,quadro
486,Bild::N,kuva,immàgine
487,Figur::N,kuvio,figura
488,Puppe::N,nukke,bàmbola
489,Beutel::N,pussi,borsa
490,Beutel::N,pussi,sacchetto
491,Bündel::N,nippu,fascio
492,Bündel::N,nippu,fagotto
493,Bündel::N,kimppu,fascio
494,Bündel::N,kimppu,fagotto
495,Tasche::N,laukku,borsa
496,Eimer::N,sanko,secchio
497,Eimer::N,ämpäri,secchio
498,Deckel::N,kansi,coperchio
499,Geschirr::N,astia,stoviglie
500,Sack::N,säkki,sacco
501,Tasse::N,kuppi,tazza
502,Topf::N,pata,pèntola
503,Kessel::N,kattila,paiolo
504,Kessel::N,kattila,calderone
505,Essen::N,syönti,pasto
506,Essen::N,syönti,mangiare
507,Nahrung::N,ruoka,cibo
508,Nahrung::N,ruoka,alimento
509,Nahrung::N,ravinto,cibo
510,Nahrung::N,ravinto,alimento
511,Speise::N,ruoka,piatto
512,Fleisch::N,liha,carne
513,Getreide::N,vilja,cereali
514,Brei::N,puuro,purè
515,Brei::N,puuro,pappa
516,Brot::N,leipä,pane
517,Scheibe::N,viipale,fetta
518,Scheibe::N,viipale,trancia
519,Fett::N,rasva,grasso
520,Butter::N,voi,burro
521,Öl::N,öljy,olio
522,Salz::N,suola,sale
523,Suppe::N,keitto,zuppa
524,Suppe::N,keitto,minestra
525,Honig::N,hunaja,miele
526,Milch::N,maito,latte
527,Tee::N,tee,tè
528,Leder::N,nahka,pelle
529,Wolle::N,villa,lana
530,Stoff::N,kangas,panno
531,Stoff::N,kangas,tessuto
532,Nadel::N,neula,ago
533,Faden::N,lanka,filo
534,Knopf::N,nappi,bottone
535,Knoten::N,solmu,nodo
536,Farbe::N,maali,pittura
537,Kleidung::N,vaatteet,vestiti
538,Kleidung::N,vaatteet,vestiario
539,Hemd::N,paita,camicia
540,Kragen::N,kaulus,bàvero
541,Kragen::N,kaulus,colletto
542,Ärmel::N,hiha,mànica
543,Hose::N,housut,calzoni
544,Gürtel::N,vyö,cintura
545,Mütze::N,lakki,berretto
546,Schuh::N,kenkä,scarpa
547,Stiefel::N,saapas,stivale
548,Ring::N,sormus,anello
549,Band::N,nauha,nastro
550,Band::N,nauha,fettuccia
551,Kamm::N,kampa,pèttine
552,Spiegel::N,peili,specchio
553,Riemen::N,hihna,cinghia
554,Schnur::N,naru,corda
555,Schnur::N,nuora,corda
556,Leine::N,talutushihna,guinzaglio
557,Decke::N,peite,coperta
558,Kissen::N,tyyny,cuscino
559,Kissen::N,tyyny,guanciale
560,Kissen::N,pielus,cuscino
561,Kissen::N,pielus,guanciale
562,Tuch::N,huivi,fazzoletto
563,Handtuch::N,pyyheliina,asciugamano
564,Kraft::N,väki,forza
565,Kraft::N,voima,forza
566,Stärke::N,vahvuus,forza
567,Stärke::N,vahvuus,vigore
568,Stärke::N,vahvuus,fortezza
569,Gesundheit::N,terveys,salute
570,Krankheit::N,tauti,malattìa
571,Krankheit::N,sairaus,malattìa
572,Schmerz::N,kipu,dolore
573,Schmerz::N,särky,dolore
574,Wunde::N,haava,piaga
575,Wunde::N,haava,ferita
576,Fieber::N,kuume,febbre
577,Arznei::N,lääke,fàrmaco
578,Arznei::N,lääke,medicina
579,Brücke::N,silta,ponte
580,Brunnen::N,kaivo,pozzo
581,Weide::N,laidun,pàscolo
582,Pfad::N,polku,sentiero
583,Weg::N,tie,via
584,Weg::N,tie,cammino
585,Straße::N,katu,strada
586,Dorf::N,kylä,paese
587,Dorf::N,kylä,villaggio
588,Stadt::N,kaupunki,città
589,Brief::N,kirje,lèttera
590,Buch::N,kirja,libro
591,Buchstabe::N,kirjain,lèttera
592,Zeitung::N,lehti,giornale
593,Zeitung::N,sanomalehti,giornale
594,Leben::N,elo,vita
595,Leben::N,elämä,vita
596,Tod::N,kuolema,morte
597,Grab::N,hauta,tomba
598,Grab::N,hauta,sepolcro
599,Kirche::N,kirkko,chiesa
600,Sünde::N,synti,peccato
601,Gott::N,jumala,dio
602,Arbeiter::N,työläinen,operaio
603,Arbeiter::N,työläinen,lavoratore
604,Chef::N,päällikkö,capo
605,Chef::N,päällikkö,padrone
606,Meister::N,mestari,mastro
607,Meister::N,mestari,maestro
608,Arzt::N,lääkäri,mèdico
609,Arzt::N,lääkäri,dottore
610,Lehrer::N,opettaja,professore
611,Geld::N,raha,soldi
612,Geld::N,raha,denaro
613,Geschäft::N,liike,affare
614,Geschäft::N,liike,negozio
615,Laden::N,puoti,negozio
616,Laden::N,kauppa,negozio
617,Preis::N,hinta,prezzo
618,Ware::N,tavara,merce
619,Nutzen::N,hyöty,ùtile
620,Nutzen::N,hyöty,profitto
621,Reichtum::N,rikkaus,ricchezza
622,Welt::N,maailma,mondo
623,Land::N,maa,paese
624,Staat::N,valtio,Stato
625,König::N,kuningas,re
626,Macht::N,mahti,potere
627,Grenze::N,raja,confine
628,Grenze::N,raja,frontiera
629,Krieg::N,sota,guerra
630,Feind::N,vihollinen,nemico
631,Gewalt::N,väkivalta,violenza
632,Kampf::N,taistelu,lotta
633,Bogen[Waffe]::N,jousi,arco
634,Pfeil::N,nuoli,freccia
635,Gewehr::N,kivääri,fucile
636,Fehler::N,vika,errore
637,Fehler::N,vika,sbaglio
638,Fehler::N,virhe,errore
639,Fehler::N,virhe,sbaglio
640,Lüge::N,valhe,bugìa
641,Lüge::N,valhe,menzogna
642,Schaden::N,vaurio,danno
643,Schaden::N,vahinko,danno
644,Unglück::N,vahinko,sfortuna
645,Unglück::N,onnettomuus,sfortuna
646,Schuld::N,syy,colpa
647,Alter::N,ikä,età
648,Schluss::N,loppu,fine
649,Zeit::N,aika,tempo
650,Tag::N,päivä,giorno
651,Tag::N,päivä,giornata
652,Morgen::N,aamu,mattina
653,Morgen::N,huomen,mattina
654,Mittag::N,keskipäivä,mezzogiorno
655,Abend::N,ilta,sera
656,Abend::N,ilta,serata
657,Nacht::N,yö,notte
658,Woche::N,viikko,settimana
659,Monat::N,kuukausi,mese
660,Jahr::N,vuosi,anno
661,Frühling::N,kevät,primavera
662,Sommer::N,kesä,estate
663,Herbst::N,syksy,autunno
664,Winter::N,talvi,inverno
665,Januar::N,tammikuu,gennaio
666,Februar::N,helmikuu,febbraio
667,März::N,maaliskuu,marzo
668,April::N,huhtikuu,aprile
669,Mai::N,toukokuu,maggio
670,Juni::N,kesäkuu,giugno
671,Juli::N,heinäkuu,luglio
672,August::N,elokuu,agosto
673,September::N,syyskuu,settembre
674,Oktober::N,lokakuu,ottobre
675,November::N,marraskuu,novembre
676,Dezember::N,joulukuu,dicembre
677,Montag::N,maanantai,lunedì
678,Dienstag::N,tiistai,martedì
679,Mittwoch::N,keskiviikko,mercoledì
680,Donnerstag::N,torstai,giovedì
681,Freitag::N,perjantai,venerdì
682,Samstag::N,lauantai,sàbato
683,Sonntag::N,sunnuntai,domenica
684,groß::A,iso,grande
685,groß::A,suuri,grande
686,klein::A,pieni,pìccolo
687,lang::A,pitkä,lungo
688,kurz::A,lyhyt,corto
689,breit::A,leveä,largo
690,schmal::A,kapea,stretto
691,dicht::A,taaja,denso
692,dick[Gegenstand]::A,paksu,spesso
693,dünn::A,ohut,sottile
694,fein::A,hieno,fine
695,fein::A,hieno,delicato
696,fest::A,luja,sodo
697,fest::A,luja,fisso
698,flach::A,litteä,piano
699,flach::A,litteä,piatto
700,flach::A,tasainen,piano
701,flach::A,tasainen,piatto
702,glatt::A,sileä,liscio
703,glatt::A,siloinen,liscio
704,hart::A,kova,duro
705,weich::A,pehmeä,molle
706,rund::A,pyöreä,rotondo
707,spitz::A,terävä,aguzzo
708,spitz::A,terävä,appuntito
709,scharf::A,terävä,affilato
710,scharf::A,terävä,tagliente
711,stumpf::A,tylsä,smussato
712,schwer::A,raskas,pesante
713,schwer::A,painava,pesante
714,schön::A,kaunis,bello
715,heiß::A,kuuma,caldo
716,heiß::A,kuuma,bollente
717,warm::A,lämmin,caldo
718,kalt::A,kylmä,freddo
719,kalt::A,viluinen,freddo
720,kühl::A,viileä,fresco
721,frisch::A,tuore,fresco
722,feucht::A,kostea,ùmido
723,nass::A,märkä,bagnato
724,trocken::A,kuiva,secco
725,voll::A,täysi,pieno
726,leer::A,tyhjä,vuoto
727,offen::A,avonainen,aperto
728,geschlossen::A,suljettu,chiuso
729,sauber::A,puhdas,netto
730,sauber::A,puhdas,pulito
731,schmutzig::A,likainen,sporco
732,schmutzig::A,likainen,sùdicio
733,roh::A,raaka,crudo
734,reif::A,kypsä,maturo
735,lecker::A,herkullinen,ghiotto
736,lecker::A,herkullinen,squisito
737,süß::A,makea,dolce
738,bitter::A,karvas,amaro
739,bitter::A,kitkerä,amaro
740,sauer::A,hapan,aspro
741,sauer::A,hapan,acerbo
742,hell::A,kirkas,chiaro
743,hell::A,valoisa,chiaro
744,dunkel::A,pimeä,buio
745,dunkel::A,pimeä,oscuro
746,schwarz::A,musta,nero
747,weiß::A,valkea,bianco
748,rot::A,punainen,rosso
749,gelb::A,keltainen,giallo
750,blau::A,sininen,blu
751,blau::A,sininen,azzurro
752,grün::A,vihreä,verde
753,grau::A,harmaa,grigio
754,bunt::A,kirjava,variopinto
755,billig::A,halpa,a buon prezzo
756,billig::A,halpa,a buon mercato
757,billig::A,huokea,a buon prezzo
758,billig::A,huokea,a buon mercato
759,teuer::A,kallis,caro
760,wertvoll::A,arvokas,prezioso
761,blind::A,sokea,cieco
762,taub::A,kuuro,sordo
763,kräftig::A,väkevä,forte
764,kräftig::A,väkevä,robusto
765,kräftig::A,voimakas,forte
766,kräftig::A,voimakas,robusto
767,stark::A,vahva,forte
768,stark::A,vahva,vigoroso
769,schwach::A,heikko,dèbole
770,fett::A,lihava,grasso
771,schlank::A,hoikka,snello
772,schlank::A,hoikka,slanciato
773,schlank::A,solakka,snello
774,schlank::A,solakka,slanciato
775,hübsch::A,soma,bello
776,hübsch::A,soma,carino
777,hübsch::A,sievä,bello
778,hübsch::A,sievä,carino
779,böse::A,paha,cattivo
780,böse::A,häijy,cattivo
781,dumm::A,tyhmä,stùpido
782,dumm::A,typerä,stùpido
783,faul::A,laiska,pigro
784,fleißig::A,ahkera,diligente
785,geizig::A,saita,avaro
786,klug::A,älykäs,intelligente
787,geschickt::A,taitava,àbile
788,lieb::A,rakas,caro
789,lustig::A,hauska,gaio
790,lustig::A,hauska,allegro
791,lustig::A,iloinen,gaio
792,lustig::A,iloinen,allegro
793,sanft::A,lauha,dolce
794,sanft::A,lempeä,dolce
795,hungrig::A,nälkäinen,affamato
796,krank::A,sairas,malato
797,krank::A,sairas,infermo
798,nackt::A,alaston,nudo
799,traurig::A,surullinen,triste
800,traurig::A,murheellinen,triste
801,lebendig::A,elävä,vivo
802,gut::A,hyvä,buono
803,schlecht::A,paha,cattivo
804,schlecht::A,huono,cattivo
805,richtig::A,oikea,giusto
806,schlimm::A,paha,grave
807,wahr::A,tosi,vero
808,alt::A,vanha,vecchio
809,neu::A,uusi,nuovo
810,ehemalig::A,entinen,vecchio
811,ehemalig::A,entinen,d'una_volta
812,ehemalig::A,muinainen,vecchio
813,ehemalig::A,muinainen,d'una_volta
814,alt[Lebewesen]::A,vanha,anziano
815,jung::A,nuori,giovane
816,arm::A,köyhä,pòvero
817,reich::A,rikas,ricco
818,bekannt::A,tuttu,noto
819,bekannt::A,tuttu,conosciuto
820,bekannt::A,tunnettu,noto
821,bekannt::A,tunnettu,conosciuto
