,Concept_ID,,sv
1030,verbrennen::V,,bränna upp
1031,geben::V,,ge
1032,reichen::V,,räcka
1033,schenken::V,,skänka
1034,versprechen::V,,lova
1035,wünschen::V,,önska
1036,loben::V,,lova
1037,loben::V,,beröma
1038,küssen::V,,pussa
1039,wiegen::V,,vagga
1040,zudecken::V,,täcka
1041,wecken::V,,väcka
1042,zeigen::V,,visa
1043,führen::V,,föra
1044,lehren::V,,lära
1045,unterrichten::V,,undervisa
1046,aufziehen::V,,uppfostra
1047,leiten::V,,leda
1048,antreiben::V,,driva på
1049,lassen::V,,få att
1050,einladen::V,,bjuda
1051,einladen::V,,inbjuda
1052,vereinigen::V,,förena
1053,besuchen::V,,besöka
1054,treffen::V,,möta
1055,treffen::V,,träffa
1056,sich versammeln::V,,församla sig
1057,spielen::V,,leka
1058,spielen::V,,spela
1059,singen::V,,sjunga
1060,tanzen::V,,dansa
1061,sich trennen::V,,skiljas
1062,verlassen::V,,lämna
1063,verlassen::V,,överge
1064,retten::V,,rädda
1065,bewachen::V,,bevaka
1066,schützen::V,,skydda
1067,schützen::V,,beskydda
1068,verteidigen::V,,försvara
1069,sich schlagen::V,,slåss
1070,schießen::V,,skjuta
1071,siegen::V,,segra
1072,ärgern::V,,förarga
1073,schlagen::V,,slå
1074,treten::V,,sparka
1075,stechen::V,,sticka
1076,stoßen::V,,stöta
1077,stehlen::V,,stjäla
1078,stören::V,,störa
1079,belästigen::V,,genera
1080,belästigen::V,,besvära
1081,verbergen::V,,dölja
1082,täuschen::V,,vilseleda
1083,betrügen::V,,bedra
1084,töten::V,,döda
1085,wohnen::V,,bo
1086,arbeiten::V,,arbeta
1087,sammeln::V,,samla
1088,pflücken::V,,plocka
1089,jagen::V,,jaga
1090,fischen::V,,fiska
1091,fassen::V,,fånga
1092,hüten::V,,vakta
1093,treiben::V,,driva
1094,anbinden::V,,binda fast
1095,füttern::V,,fodra
1096,melken::V,,mjölka
1097,hacken::V,,hacka
1098,gießen::V,,hälla
1099,gießen::V,,vattna
1100,reifen::V,,mogna
1101,zubereiten::V,,tillaga
1102,zubereiten::V,,tillreda
1103,kochen::V,,koka
1104,backen::V,,baka
1105,braten::V,,steka
1106,umrühren::V,,röra om
1107,stricken::V,,sticka
1108,nähen::V,,sy
1109,färben::V,,färga
1110,reinigen::V,,rensa
1111,reinigen::V,,rengöra
1112,waschen::V,,tvätta
1113,abwischen::V,,torka av
1114,spülen::V,,spola
1115,spülen::V,,skölja
1116,fegen::V,,feja
1117,kehren::V,,sopa
1118,baden::V,,bada
1119,sich waschen::V,,tvätta sig
1120,ausziehen::V,,ta av
1121,anziehen::V,,ta på
1122,sich anziehen::V,,klä på sig
1123,kämmen::V,,kamma
1124,schmücken::V,,pynta
1125,schmücken::V,,smycka
1126,sagen::V,,säga
1127,sprechen::V,,tala
1128,reden::V,,tala
1129,reden::V,,prata
1130,sich unterhalten::V,,prata
1131,fragen::V,,fråga
1132,fragen::V,,spörja
1133,bitten::V,,be
1134,erzählen::V,,berätta
1135,mitteilen::V,,meddela
1136,nennen::V,,kalla
1137,rufen::V,,ropa
1138,prahlen::V,,pråla
1139,prahlen::V,,skryta
1140,übersetzen::V,,tolka
1141,übersetzen::V,,översätta
1142,denken::V,,tänka
1143,glauben::V,,tro
1144,bemerken::V,,uppmärksamma
1145,bemerken::V,,lägga märke till
1146,erkennen::V,,känna igen
1147,begreifen::V,,begripa
1148,verstehen::V,,förstå
1149,lernen::V,,lära sig
1150,wissen::V,,veta
1151,sich erinnern an::V,,minnas
1152,sich erinnern an::V,,komma ihåg
1153,vergessen::V,,glömma
1154,messen::V,,mäta
1155,zählen::V,,räkna
1156,rechnen::V,,räkna
1157,lesen::V,,läsa
1158,malen::V,,måla
1159,zeichnen::V,,teckna
1160,schreiben::V,,skriva
1161,besitzen::V,,äga
1162,besitzen::V,,besitta
1163,kaufen::V,,köpa
1164,verkaufen::V,,sälja
1165,bezahlen::V,,betala
1166,zahlen::V,,betala
1167,beherrschen::V,,behärska
1168,ertragen::V,,tåla
1169,ertragen::V,,uthärda
