,Concept_ID,uk,es
63,Luft::N,повітря,aire
64,Wind::N,вітер,viento
65,Welle::N,хвиля,ola
66,Welle::N,хвиля,onda
67,Wasser::N,вода,agua
68,Stein::N,камінь,piedra
69,Boden::N,ґрунт,suelo
70,Erde::N,земля,tierra
71,Staub::N,пил,polvo
72,Rauch::N,дим,humo
73,Funke::N,іскра,chispa
74,Feuer::N,вогонь,fuego
75,Licht::N,світло,luz
76,Schatten::N,тінь,sombra
77,Wetter::N,погода,tiempo
78,Nebel::N,туман,niebla
79,Wolke::N,хмара,nube
80,Regen::N,дощ,lluvia
81,Schnee::N,сніг,nieve
82,Eis::N,лід,hielo
83,Frost::N,мороз,helada
84,Kälte::N,холод,frío
85,Hitze::N,жар,calor
86,Raureif::N,іній,escarcha
87,Regenbogen::N,райдуга,arco iris
88,Donner::N,грім,trueno
89,Strömung::N,струмина,corriente
90,Tropfen::N,крапля,gota
91,Schaum::N,піна,espuma
92,Schmutz::N,бруд,suciedad
93,See::N,озеро,lago
94,Sumpf::N,драговина,pantano
95,Moor::N,болото,turbera
96,Wiese::N,луг,prado
97,Wiese::N,луг,pradera
98,Wiese::N,лука,prado
99,Wiese::N,лука,pradera
100,Wald::N,ліс,bosque
101,Hügel::N,горб,colina
102,Anhöhe::N,височина,cerro
103,Berg::N,гора,monte
104,Berg::N,гора,montaña
105,Gipfel::N,вершина,cima
106,Gipfel::N,вершина,cumbre
107,Höhle::N,печера,cueva
108,Höhle::N,печера,caverna
109,Abhang::N,схил,cuesta
110,Abhang::N,схил,declive
111,Quelle::N,джерело,fuente
112,Quelle::N,джерело,manantial
113,Bach::N,струмок,arroyo
114,Fluss::N,річка,río
115,Ufer::N,берег,orilla
116,Küste::N,узбережжя,costa
117,Festland::N,суша,tierra firme
118,Meer::N,море,mar
119,Bucht::N,бухта,cala
120,Bucht::N,бухта,bahía
121,Bucht::N,затока,cala
122,Bucht::N,затока,bahía
123,Insel::N,острів,isla
124,Blume::N,квітка,flor
125,Gras::N,трава,hierba
126,Wurzel::N,корінь,raíz
127,Baum::N,дерево,árbol
128,Stamm::N,стовбур,tronco
129,Rinde::N,кора,corteza
130,Ast::N,гілка,rama
131,Zweig::N,галузь,ramo
132,Blatt::N,лист,hoja
133,Birke::N,береза,abedul
134,Kiefer[Baum]::N,сосна,pino
135,Weide[Baum]::N,верба,sauce
136,Tanne::N,ялиця,abeto
137,Horn::N,ріг,asta
138,Horn::N,ріг,cuerno
139,Feder::N,перо,pluma
140,Fell::N,хутро,piel
141,Flügel::N,крило,ala
142,Klaue::N,кіготь,garra
143,Kralle::N,лапа,uña
144,Kralle::N,лапа,garra
145,Schwanz::N,хвіст,cola
146,Ei::N,яйце,huevo
147,Nest::N,гніздо,nido
148,Bau::N,лігво,madriguera
149,Tier::N,тварина,animal
150,Herde::N,стадо,rebaño
151,Kuh::N,корова,vaca
152,Bulle::N,бик,toro
153,Bulle::N,бугай,toro
154,Pferd::N,кінь,caballo
155,Schaf::N,вівця,oveja
156,Schwein::N,свиня,cerdo
157,Hund::N,собака,perro
158,Katze::N,кішка,gato
159,Bär::N,ведмідь,oso
160,Eichhörnchen::N,білка,ardilla
161,Elch::N,лось,alce
162,Fuchs::N,лисиця,zorro
163,Hase::N,заєць,liebre
164,Maus::N,миша,ratón
165,Wolf::N,вовк,lobo
166,Vogel::N,птах,ave
167,Vogel::N,птах,pájaro
168,Schwarm::N,зграя,bandada
169,Huhn::N,курка,gallina
170,Hahn::N,півень,gallo
171,Gans::N,гуска,oca
172,Gans::N,гуска,ganso
173,Adler::N,орел,águila
174,Ente::N,качка,pato
175,Eule::N,сова,lechuza
176,Kranich::N,журавель,grulla
177,Krähe::N,ворона,corneja
178,Kuckuck::N,зозуля,cuco
179,Schwan::N,лебідь,cisne
180,Fisch::N,риба,pez
181,Barsch::N,окунь,perca
182,Hecht::N,щука,lucio
183,Schlange[Tier]::N,змія,serpiente
184,Wurm::N,черв’як,gusano
185,Spinne::N,павук,araña
186,Ameise::N,мурашка,hormiga
187,Laus::N,воша,piojo
188,Mücke::N,комар,mosquito
189,Fliege::N,муха,mosca
190,Schmetterling::N,метелик,mariposa
191,Beere::N,ягода,baya
192,Apfel::N,яблуко,manzana
193,Pilz::N,гриб,seta
194,Pilz::N,гриб,hongo
195,Zwiebel::N,цибуля,cebolla
196,Saat::N,сім’я,siembra
197,Korn::N,зерно,grano
198,Heu::N,сіно,heno
199,Schale::N,шкірка,cáscara
200,Grube::N,яма,foso
201,Falle::N,пастка,trampa
202,Schlinge::N,петля,lazo
203,Spur::N,слід,huella
204,Asche::N,зола,ceniza
205,Asche::N,попіл,ceniza
206,Dreck::N,бруд,suciedad
207,Eisen::N,залізо,hierro
208,Gold::N,золото,oro
209,Silber::N,срібло,plata
210,Kohle::N,вугілля,carbón
211,Glas::N,скло,vidrio
212,Glas::N,скло,cristal
213,Lehm::N,глина,barro
214,Sand::N,пісок,arena
215,Mensch::N,людина,hombre
216,Mensch::N,людина,ser humano
217,Mann::N,чоловік,hombre
218,Frau::N,жінка,mujer
219,Kind::N,дитина,niño
220,Junge::N,хлопець,chico
221,Junge::N,хлопець,muchacho
222,Mädchen::N,дівчина,chica
223,Mädchen::N,дівчина,muchacha
224,Familie::N,сім’я,familia
225,Familie::N,родина,familia
226,Großvater::N,дідусь,abuelo
227,Großmutter::N,бабуся,abuela
228,Eltern::N,батьки,padres
229,Vater::N,батько,padre
230,Mutter::N,мати,madre
231,Sohn::N,син,hijo
232,Tochter::N,дочка,hija
233,Bruder::N,брат,hermano
234,Schwester::N,сестра,hermana
235,Onkel::N,дядько,tío
236,Tante::N,тітка,tía
237,Ehemann::N,чоловік,esposo
238,Ehefrau::N,жінка,esposa
239,Ehefrau::N,дружина,esposa
240,Freude::N,радощі,placer
241,Freude::N,радощі,alegría
242,Gelächter::N,сміх,risa
243,Gelächter::N,сміх,carcajada
244,Glück::N,щастя,felicidad
245,Kummer::N,горе,pena
246,Wunsch::N,бажання,deseo
247,Lust::N,бажання,ganas
248,Geist::N,дух,mente
249,Geist::N,дух,espíritu
250,Gedanke::N,думка,idea
251,Gedanke::N,думка,pensamiento
252,Gedächtnis::N,пам’ять,memoria
253,Verstand::N,розум,razón
254,Verstand::N,розум,entendimiento
255,Sinn::N,зміст,sentido
256,Sinn::N,зміст,significado
257,Sinn::N,значення,sentido
258,Sinn::N,значення,significado
259,Grund::N,причина,causa
260,Wahrheit::N,правда,verdad
261,Gespräch::N,розмова,conversación
262,Märchen::N,байка,cuento
263,Erzählung::N,повість,cuento
264,Erzählung::N,повість,narración
265,Erzählung::N,оповідання,cuento
266,Erzählung::N,оповідання,narración
267,Nachricht::N,повідомлення,mensaje
268,Neuigkeit::N,новина,noticia
269,Name::N,ім’я,nombre
270,Rätsel::N,загадка,acertijo
271,Rätsel::N,загадка,adivinanza
272,Rede::N,промова,discurso
273,Sprache::N,мова,lengua
274,Stimme::N,голос,voz
275,Wort::N,слово,palabra
276,Zeichen::N,знак,señal
277,Ruf::N,оклик,llamada
278,Lärm::N,шум,ruido
279,Lärm::N,шум,barullo
280,Laut::N,звук,sonido
281,Ton::N,тон,tono
282,Lied::N,пісня,canción
283,Ruhe::N,спокій,calma
284,Ruhe::N,спокій,silencio
285,Leute::N,люди,gente
286,Volk::N,народ,pueblo
287,Arbeit::N,робота,trabajo
288,Gast::N,гість,huésped
289,Gast::N,гість,invitado
290,Geschenk::N,подарунок,regalo
291,Spiel::N,гра,juego
292,Gesellschaft::N,товариство,compañía
293,Hilfe::N,допомога,ayuda
294,Hilfe::N,допомога,socorro
295,Freund::N,друг,amigo
296,Freund::N,приятель,amigo
297,Kamerad::N,товариш,camarada
298,Kamerad::N,товариш,compañero
299,Angelegenheit::N,справа,asunto
300,Anzahl::N,число,cantidad
301,Art::N,рід,tipo
302,Art::N,рід,clase
303,Stück::N,кусок,pieza
304,Teil::N,частина,parte
305,Hälfte::N,половина,mitad
306,Kreis::N,круг,círculo
307,Kreis::N,коло,círculo
308,Kreuz::N,хрест,cruz
309,Linie::N,лінія,línea
310,Strich::N,штрих,raya
311,Strich::N,штрих,trazo
312,Abstand::N,проміжок,distancia
313,Entfernung::N,відстань,distancia
314,Gegend::N,місцевість,región
315,Gegend::N,місцевість,comarca
316,Platz::N,площа,espacio
317,Ort::N,місце,sitio
318,Seite::N,сторона,lado
319,Seite::N,сторона,costado
320,Mitte::N,середина,medio
321,Mitte::N,середина,centro
322,Gegenstand::N,предмет,objeto
323,Sache::N,річ,cosa
324,Rand::N,край,borde
325,Kante::N,ребро,borde
326,Ecke::N,ріг,esquina
327,Spitze::N,кінчик,punta
328,Ende::N,кінець,cabo
329,Ende::N,кінець,extremo
330,Loch::N,діра,agujero
331,Loch::N,діра,abertura
332,Winkel::N,куток,ángulo
333,Muster::N,узор,dibujo
334,Größe::N,розмір,tamaño
335,Länge::N,довжина,longitud
336,Höhe::N,висота,altura
337,Höhe::N,висота,altitud
338,Gewicht::N,вага,peso
339,Menge::N,кількість,cantidad
340,Haufen::N,купа,montón
341,Reihe::N,ряд,fila
342,Boot::N,човен,bote
343,Boot::N,човен,barca
344,Ruder::N,весло,remo
345,Schlitten::N,сани,trineo
346,Ski::N,лижа,esquí
347,Lagerfeuer::N,вогнище,hoguera
348,Last::N,тягар,carga
349,Last::N,вантаж,carga
350,Gang::N,хід,marcha
351,Schritt::N,крок,paso
352,Norden::N,північ,norte
353,Süden::N,південь,sur
354,Westen::N,захід,oeste
355,Osten::N,схід,este
356,Holz::N,дрова,madera
357,Brett::N,дошка,tabla
358,Platte::N,плита,placa
359,Platte::N,плита,plancha
360,Stütze::N,підпірка,sostén
361,Stütze::N,підпірка,soporte
362,Stange::N,жердина,vara
363,Stange::N,жердина,percha
364,Stock::N,палиця,palo
365,Stock::N,палиця,bastón
366,Stab::N,палиця,vara
367,Stab::N,палиця,bastón
368,Rohr::N,труба,tubo
369,Haus::N,дім,casa
370,Haus::N,хата,casa
371,Heim::N,житло,hogar
372,Ofen::N,піч,estufa
373,Fußboden::N,підлога,suelo
374,Tisch::N,стіл,mesa
375,Stuhl::N,стілець,silla
376,Wiege::N,колиска,cuna
377,Bett::N,ліжко,cama
378,Bett::N,постіль,cama
379,Regal::N,полиця,estantería
380,Kiste::N,ящик,caja
381,Fenster::N,вікно,ventana
382,Tür::N,двері,puerta
383,Tor::N,ворота,puerta
384,Zaun::N,паркан,valla
385,Zaun::N,паркан,cercado
386,Zaun::N,огорожа,valla
387,Zaun::N,огорожа,cercado
388,Dach::N,дах,techo
389,Dach::N,дах,tejado
390,Leiter::N,драбина,escalera
391,Besen::N,мітла,escoba
392,Spaten::N,заступ,pala
393,Schaufel::N,совок,pala
394,Schaufel::N,совок,paleta
395,Schaufel::N,лопата,pala
396,Schaufel::N,лопата,paleta
397,Gabel::N,виделка,tenedor
398,Löffel::N,ложка,cuchara
399,Messer::N,ніж,cuchillo
400,Nagel::N,цвях,clavo
401,Netz::N,сіть,red
402,Haken::N,крюк,gancho
403,Haken::N,крюк,corchete
404,Griff::N,ручка,asa
405,Griff::N,ручка,mango
406,Griff::N,держак,asa
407,Griff::N,держак,mango
408,Schloss::N,замок,cerradura
409,Bild::N,картина,imagen
410,Figur::N,фігура,figura
411,Puppe::N,лялька,muñeca
412,Beutel::N,мішечок,bolsa
413,Beutel::N,торбинка,bolsa
414,Bündel::N,в’язка,haz
415,Tasche::N,сумка,bolso
416,Eimer::N,відро,cubo
417,Deckel::N,кришка,tapa
418,Deckel::N,кришка,tapadera
419,Geschirr::N,посуд,vajilla
420,Sack::N,мішок,saco
421,Tasse::N,чашка,taza
422,Topf::N,горщик,olla
423,Topf::N,горщик,marmita
424,Kessel::N,котел,caldera
425,Essen::N,їжа,comida
426,Nahrung::N,харч,alimento
427,Speise::N,страва,plato
428,Fleisch::N,м’ясо,carne
429,Getreide::N,хліб,cereales
430,Getreide::N,збіжжя,cereales
431,Brei::N,каша,puré
432,Brei::N,каша,papilla
433,Brot::N,хліб,pan
434,Scheibe::N,скибочка,lonja
435,Scheibe::N,скибочка,rebanada
436,Fett::N,жир,grasa
437,Butter::N,масло,mantequilla
438,Öl::N,олія,aceite
439,Salz::N,сіль,sal
440,Suppe::N,суп,sopa
441,Honig::N,мед,miel
442,Milch::N,молоко,leche
443,Tee::N,чай,té
444,Leder::N,шкіра,cuero
445,Wolle::N,шерсть,lana
446,Stoff::N,тканина,tela
447,Stoff::N,тканина,tejido
448,Nadel::N,голка,aguja
449,Faden::N,нитка,hilo
450,Knopf::N,ґудзик,botón
451,Knoten::N,вузол,nudo
452,Farbe::N,фарба,pintura
453,Kleidung::N,одяг,ropa
454,Kleidung::N,одяг,vestidos
455,Kleidung::N,убрання,ropa
456,Kleidung::N,убрання,vestidos
457,Hemd::N,сорочка,camisa
458,Kragen::N,комір,cuello
459,Ärmel::N,рукав,manga
460,Hose::N,брюки,pantalón
461,Gürtel::N,пояс,cinturón
462,Mütze::N,шапка,gorro
463,Schuh::N,ботинок,zapato
464,Stiefel::N,чобіт,bota
465,Ring::N,кільце,anillo
466,Band::N,стрічка,cinta
467,Kamm::N,гребінець,peine
468,Spiegel::N,дзеркало,espejo
469,Riemen::N,ремінь,correa
470,Schnur::N,вірьовка,cuerda
471,Leine::N,шворка,correa
472,Decke::N,ковдра,manta
473,Kissen::N,подушка,almohada
474,Tuch::N,хустка,pañuelo
475,Handtuch::N,рушник,toalla
476,Kraft::N,сила,fuerza
477,Stärke::N,сила,fuerza
478,Gesundheit::N,здоров’я,salud
479,Krankheit::N,хвороба,enfermedad
480,Schmerz::N,біль,dolor
481,Wunde::N,рана,llaga
482,Wunde::N,рана,herida
483,Fieber::N,гарячка,fiebre
484,Arznei::N,ліки,medicina
485,Arznei::N,ліки,medicamento
486,Brücke::N,міст,puente
487,Brunnen::N,колодязь,pozo
488,Weide::N,пасовище,pasto
489,Pfad::N,стежка,sendero
490,Weg::N,шлях,camino
491,Weg::N,дорога,camino
492,Straße::N,вулиця,vía
493,Straße::N,вулиця,carretera
494,Dorf::N,село,aldea
495,Dorf::N,село,pueblo
496,Stadt::N,місто,ciudad
497,Brief::N,лист,carta
498,Buch::N,книга,libro
499,Buch::N,книжка,libro
500,Buchstabe::N,буква,letra
501,Buchstabe::N,буква,carácter
502,Buchstabe::N,літера,letra
503,Buchstabe::N,літера,carácter
504,Zeitung::N,газета,diario
505,Zeitung::N,газета,periódico
506,Leben::N,життя,vida
507,Tod::N,смерть,muerte
508,Grab::N,могила,tumba
509,Grab::N,могила,sepulcro
510,Kirche::N,церква,iglesia
511,Sünde::N,гріх,pecado
512,Gott::N,бог,dios
513,Arbeiter::N,робітник,obrero
514,Arbeiter::N,робітник,trabajador
515,Chef::N,хазяїн,jefe
516,Meister::N,умілець,maestro
517,Arzt::N,лікар,médico
518,Lehrer::N,вчитель,profesor
519,Geld::N,гроші,dinero
520,Geschäft::N,заняття,negocio
521,Laden::N,магазин,tienda
522,Laden::N,крамниця,tienda
523,Preis::N,ціна,precio
524,Ware::N,товар,mercancía
525,Nutzen::N,вигода,provecho
526,Nutzen::N,користь,provecho
527,Reichtum::N,багатство,riqueza
528,Welt::N,світ,mundo
529,Land::N,країна,país
530,Staat::N,держава,Estado
531,König::N,король,rey
532,Macht::N,влада,poder
533,Macht::N,влада,potencia
534,Grenze::N,кордон,frontera
535,Krieg::N,війна,guerra
536,Feind::N,ворог,enemigo
537,Gewalt::N,насильство,violencia
538,Kampf::N,бій,lucha
539,Kampf::N,бій,combate
540,Kampf::N,боротьба,lucha
541,Kampf::N,боротьба,combate
542,Bogen[Waffe]::N,лук,arco
543,Pfeil::N,стріла,flecha
544,Gewehr::N,рушниця,fusil
545,Gewehr::N,рушниця,escopeta
546,Gewehr::N,гвинтівка,fusil
547,Gewehr::N,гвинтівка,escopeta
548,Fehler::N,помилка,error
549,Lüge::N,брехня,mentira
550,Schaden::N,шкода,daño
551,Schaden::N,збиток,daño
552,Unglück::N,нещастя,desgracia
553,Schuld::N,провина,culpa
554,Alter::N,вік,edad
555,Alter::N,літа,edad
556,Schluss::N,кінець,fin
557,Schluss::N,кінець,final
558,Zeit::N,час,tiempo
559,Tag::N,день,día
560,Morgen::N,ранок,mañana
561,Mittag::N,південь,mediodía
562,Abend::N,вечір,noche
563,Nacht::N,ніч,noche
564,Woche::N,тиждень,semana
565,Monat::N,місяць,mes
566,Jahr::N,рік,año
567,Frühling::N,весна,primavera
568,Sommer::N,літо,verano
569,Herbst::N,осінь,otoño
570,Winter::N,зима,invierno
571,Januar::N,січень,enero
572,Februar::N,лютий,febrero
573,März::N,березень,marzo
574,April::N,квітень,abril
575,Mai::N,травень,mayo
576,Juni::N,червень,junio
577,Juli::N,липень,julio
578,August::N,серпень,agosto
579,September::N,вересень,septiembre
580,Oktober::N,жовтень,octubre
581,November::N,листопад,noviembre
582,Dezember::N,грудень,diciembre
583,Montag::N,понеділок,lunes
584,Dienstag::N,вівторок,martes
585,Mittwoch::N,середа,miércoles
586,Donnerstag::N,четвер,jueves
587,Freitag::N,п’ятниця,viernes
588,Samstag::N,субота,sábado
589,Sonntag::N,неділя,domingo
590,groß::A,великий,grande
591,klein::A,малий,pequeño
592,klein::A,маленький,pequeño
593,lang::A,довгий,largo
594,kurz::A,короткий,corto
595,breit::A,широкий,ancho
596,schmal::A,вузький,estrecho
597,dicht::A,густий,denso
598,dick[Gegenstand]::A,товстий,grueso
599,dünn::A,тонкий,fino
600,dünn::A,тонкий,delgado
601,fein::A,дрібний,fino
602,fein::A,дрібний,delicado
603,fest::A,міцний,firme
604,fest::A,міцний,sólido
605,flach::A,плоский,plano
606,glatt::A,рівний,liso
607,glatt::A,гладенький,liso
608,hart::A,твердий,duro
609,weich::A,м’який,muelle
610,rund::A,круглий,redondo
611,spitz::A,гострокінцевий,agudo
612,spitz::A,гострокінцевий,apuntado
613,scharf::A,гострий,agudo
614,scharf::A,гострий,afilado
615,stumpf::A,тупий,sin filo
616,schwer::A,важкий,pesado
617,schön::A,вродливий,bello
618,schön::A,вродливий,hermoso
619,heiß::A,жаркий,caluroso
620,heiß::A,гарячий,caluroso
621,warm::A,теплий,cálido
622,warm::A,теплий,caliente
623,kalt::A,холодний,frío
624,kühl::A,прохолодний,fresco
625,frisch::A,свіжий,fresco
626,feucht::A,вогкий,húmedo
627,nass::A,мокрий,mojado
628,trocken::A,сухий,seco
629,voll::A,повний,lleno
630,leer::A,пустий,vacío
631,offen::A,відкритий,abierto
632,geschlossen::A,закритий,cerrado
633,geschlossen::A,зачинений,cerrado
634,sauber::A,чистий,limpio
635,sauber::A,охайний,limpio
636,schmutzig::A,брудний,sucio
637,roh::A,сирий,crudo
638,reif::A,зрілий,maduro
639,lecker::A,смачний,rico
640,lecker::A,смачний,sabroso
641,süß::A,солодкий,dulce
642,bitter::A,гіркий,amargo
643,sauer::A,кислий,agrio
644,hell::A,світлий,claro
645,dunkel::A,темний,oscuro
646,schwarz::A,чорний,negro
647,weiß::A,сивий,blanco
648,rot::A,червоний,rojo
649,gelb::A,жовтий,amarillo
650,blau::A,синій,azul
651,grün::A,зелений,verde
652,grau::A,сірий,gris
653,bunt::A,барвистий,multicolor
654,billig::A,дешевий,barato
655,teuer::A,дорогий,caro
656,wertvoll::A,цінний,valioso
657,wertvoll::A,цінний,precioso
658,blind::A,сліпий,ciego
659,taub::A,глухий,sordo
660,kräftig::A,могутній,fuerte
661,stark::A,сильний,fuerte
662,stark::A,сильний,vigoroso
663,schwach::A,слабкий,débil
664,fett::A,жирний,obeso
665,fett::A,товстий,obeso
666,schlank::A,тонкий,esbelto
667,schlank::A,стрункий,esbelto
668,hübsch::A,чарівний,mono
669,hübsch::A,чарівний,guapo
670,böse::A,злий,malo
671,böse::A,лихий,malo
672,dumm::A,дурний,tonto
673,dumm::A,дурний,estúpido
674,faul::A,ледачий,vago
675,faul::A,ледачий,perezoso
676,fleißig::A,старанний,aplicado
677,fleißig::A,старанний,diligente
678,geizig::A,скупий,avaro
679,klug::A,мудрий,sensato
680,klug::A,мудрий,inteligente
681,klug::A,розумний,sensato
682,klug::A,розумний,inteligente
683,geschickt::A,умілий,hábil
684,lieb::A,милий,querido
685,lustig::A,веселий,alegre
686,sanft::A,лагідний,suave
687,hungrig::A,голодний,hambriento
688,krank::A,слабий,enfermo
689,nackt::A,голий,desnudo
690,traurig::A,сумний,triste
691,lebendig::A,живий,vivo
692,lebendig::A,живий,viviente
693,gut::A,добрий,bueno
694,schlecht::A,поганий,malo
695,schlecht::A,кепський,malo
696,richtig::A,правильний,justo
697,richtig::A,правильний,correcto
698,schlimm::A,бридкий,malo
699,schlimm::A,бридкий,grave
700,wahr::A,справжній,verídico
701,wahr::A,справжній,verdadero
702,alt::A,старий,viejo
703,neu::A,новий,nuevo
704,ehemalig::A,колишній,antiguo
705,alt[Lebewesen]::A,старий,viejo
706,jung::A,молодий,joven
707,arm::A,бідний,pobre
708,reich::A,багатий,rico
709,bekannt::A,знайомий,conocido
710,berühmt::A,славетний,famoso
711,berühmt::A,славетний,célebre
712,fremd::A,чужий,extraño
713,verschieden::A,різний,diverso
714,verschieden::A,різний,distinto
715,verschieden::A,різний,diferente
716,nah::A,близький,cercano
717,fern::A,далекий,lejano
718,linker::A,лівий,izquierdo
719,rechter::A,правий,derecho
720,anderer::A,інакший,otro
721,erster::A,перший,primero
722,zweiter::A,другий,segundo
723,dritter::A,третій,tercero
724,letzter::A,останній,último
725,allein::ADV,сам,a solo
726,allein::ADV,один,a solo
727,auf einmal::ADV,відразу,de una vez
728,zusammen::ADV,разом,juntos
729,zusammen::ADV,спільно,juntos
730,lange::ADV,довго,mucho tiempo
731,plötzlich::ADV,раптом,de repente
732,sofort::ADV,зараз,en seguida
733,später::ADV,пізніше,más tarde
734,jetzt::ADV,тепер,ahora
735,heute::ADV,сьогодні,hoy
736,morgen::ADV,завтра,mañana
737,bald::ADV,незабаром,pronto
738,bald::ADV,незабаром,en breve
739,dann::ADV,потім,luego
740,dann::ADV,потім,entonces
741,gestern::ADV,вчора,ayer
742,einst::ADV,колись,antaño
743,damals::ADV,тоді,entonces
744,danach::ADV,згодом,después
745,vorher::ADV,раніше,antes
746,zuerst::ADV,спершу,primero
747,zuerst::ADV,спочатку,primero
748,einmal::ADV,один раз,una vez
749,manchmal::ADV,іноді,a veces
750,manchmal::ADV,інколи,a veces
751,oft::ADV,часто,a menudo
752,oft::ADV,часто,con frecuencia
753,immer::ADV,завжди,siempre
754,niemals::ADV,ніколи,jamás
755,hier::ADV,тут,aquí
756,hierhin::ADV,сюди,acá
757,von hier::ADV,звідси,desde aquí
758,dort::ADV,там,ahí
759,dort::ADV,там,allí
760,dorthin::ADV,туди,allí
761,dorthin::ADV,туди,hacia allí
762,geradeaus::ADV,прямо,todo derecho
763,vorwärts::ADV,вперед,adelante
764,rückwärts::ADV,назад,hacia atrás
765,zurück::ADV,назад,atrás
766,unten::ADV,внизу,abajo
767,hinab::ADV,вниз,hacia abajo
768,oben::ADV,вгорі,arriba
769,hinauf::ADV,вгору,hacia arriba
770,überall::ADV,скрізь,por todas partes
771,nicht::ADV,не,no
772,ein wenig::ADV,трохи,un poco
773,ein wenig::ADV,небагато,un poco
774,kaum::ADV,ледве,apenas
775,sehr::ADV,дуже,muy
776,sehr::ADV,дуже,mucho
777,so::ADV,так,tan
778,noch::ADV,ще,aún
779,noch::ADV,ще,todavía
780,nur::ADV,лише,solamente
781,nur::ADV,тільки,solamente
782,schon::ADV,вже,ya
783,wieder::ADV,знову,de nuevo
784,vergebens::ADV,дарма,en vano
785,vor::PRP,перед,antes de
786,vor::PRP,перед,delante de
787,hinter::PRP,ззаду,tras
788,hinter::PRP,ззаду,detrás de
789,hinter::PRP,позаду,tras
790,hinter::PRP,позаду,detrás de
791,unter::PRP,під,bajo
792,unter::PRP,під,debajo de
793,durch::PRP,крізь,por
794,durch::PRP,крізь,a través de
795,neben::PRP,біля,al lado de
796,zwischen::PRP,між,entre
797,wegen::PRP,з-за,por
798,wegen::PRP,з-за,a causa de
799,wegen::PRP,через,por
800,wegen::PRP,через,a causa de
801,dies::PRN,це,esto
802,das::PRN,то,eso
803,das::PRN,то,esto
804,alles::PRN,все,todo
805,ich::PRN,я,yo
806,du::PRN,ти,tú
807,er::PRN,він,él
808,wir::PRN,ми,nosotros
809,ihr::PRN,ви,vosotros
810,sie::PRN,вони,ellos
811,was::FPRN,що,qué
812,wer::FPRN,хто,quién
813,wo::FADV,де,dónde
814,wohin::FADV,куди,adónde
815,wohin::FADV,куди,hacia dónde
816,wie::FADV,як,cómo
817,warum::FADV,чому,por qué
818,wieviel::FNUM,скільки,cuánto
819,eins::NUM,один,uno
820,zwei::NUM,два,dos
821,drei::NUM,три,tres
822,vier::NUM,чотири,cuatro
823,fünf::NUM,п’ять,cinco
824,sechs::NUM,шість,seis
825,sieben::NUM,сім,siete
826,acht::NUM,вісім,ocho
827,neun::NUM,дев’ять,nueve
828,zehn::NUM,десять,diez
829,elf::NUM,одинадцять,once
830,zwölf::NUM,дванадцять,doce
831,zwanzig::NUM,двадцять,veinte
832,dreißig::NUM,тридцять,treinta
833,vierzig::NUM,сорок,cuarenta
834,fünfzig::NUM,п’ятдесят,cincuenta
835,sechzig::NUM,шістдесят,sesenta
836,siebzig::NUM,сімдесят,setenta
837,achtzig::NUM,вісімдесят,ochenta
838,neunzig::NUM,дев’яносто,noventa
839,hundert::NUM,сто,cien
840,hundert::NUM,сто,ciento
841,tausend::NUM,тисяча,mil
842,und::CNJ,і,y
843,oder::CNJ,або,o
844,stehen::V,стояти,estar de pie
