,Concept_ID,uk,ru
76,Funke::N,іскра,искра
77,Feuer::N,вогонь,огонь
78,Licht::N,світло,свет
79,Schatten::N,тінь,тень
80,Wetter::N,погода,погода
81,Nebel::N,туман,туман
82,Wolke::N,хмара,облако
83,Regen::N,дощ,дождь
84,Schnee::N,сніг,снег
85,Eis::N,лід,лед
86,Frost::N,мороз,мороз
87,Kälte::N,холод,холод
88,Hitze::N,жар,жара
89,Raureif::N,іній,иней
90,Regenbogen::N,райдуга,радуга
91,Donner::N,грім,гром
92,Strömung::N,струмина,течение
93,Tropfen::N,крапля,капля
94,Schaum::N,піна,пена
95,Schmutz::N,бруд,грязь
96,See::N,озеро,озеро
97,Sumpf::N,драговина,топь
98,Moor::N,болото,болото
99,Wiese::N,луг,луг
100,Wiese::N,лука,луг
101,Wald::N,ліс,лес
102,Hügel::N,горб,холм
103,Anhöhe::N,височина,возвышенность
104,Berg::N,гора,гора
105,Gipfel::N,вершина,вершина
106,Höhle::N,печера,пещера
107,Abhang::N,схил,склон
108,Quelle::N,джерело,источник
109,Bach::N,струмок,ручей
110,Fluss::N,річка,река
111,Ufer::N,берег,берег
112,Küste::N,узбережжя,побережье
113,Festland::N,суша,суша
114,Meer::N,море,море
115,Bucht::N,бухта,бухта
116,Bucht::N,затока,бухта
117,Insel::N,острів,остров
118,Blume::N,квітка,цветок
119,Gras::N,трава,трава
120,Wurzel::N,корінь,корень
121,Baum::N,дерево,дерево
122,Stamm::N,стовбур,ствол
123,Rinde::N,кора,кора
124,Ast::N,гілка,сук
125,Zweig::N,галузь,ветвь
126,Blatt::N,лист,лист
127,Birke::N,береза,береза
128,Kiefer[Baum]::N,сосна,сосна
129,Weide[Baum]::N,верба,ива
130,Tanne::N,ялиця,ель
131,Horn::N,ріг,рог
132,Feder::N,перо,перо
133,Fell::N,хутро,шкура
134,Flügel::N,крило,крыло
135,Klaue::N,кіготь,коготь
136,Kralle::N,лапа,лапа
137,Schwanz::N,хвіст,хвост
138,Ei::N,яйце,яйцо
139,Nest::N,гніздо,гнездо
140,Bau::N,лігво,нора
141,Tier::N,тварина,животное
142,Herde::N,стадо,стадо
143,Kuh::N,корова,корова
144,Bulle::N,бик,бык
145,Bulle::N,бугай,бык
146,Pferd::N,кінь,лошадь
147,Schaf::N,вівця,овца
148,Schwein::N,свиня,свинья
149,Hund::N,собака,собака
150,Katze::N,кішка,кошка
151,Bär::N,ведмідь,медведь
152,Eichhörnchen::N,білка,белка
153,Elch::N,лось,лось
154,Fuchs::N,лисиця,лиса
155,Hase::N,заєць,заяц
156,Maus::N,миша,мышь
157,Wolf::N,вовк,волк
158,Vogel::N,птах,птица
159,Schwarm::N,зграя,стая
160,Huhn::N,курка,курица
161,Hahn::N,півень,петух
162,Gans::N,гуска,гусь
163,Adler::N,орел,орел
164,Ente::N,качка,утка
165,Eule::N,сова,сова
166,Kranich::N,журавель,журавль
167,Krähe::N,ворона,ворона
168,Kuckuck::N,зозуля,кукушка
169,Schwan::N,лебідь,лебедь
170,Fisch::N,риба,рыба
171,Barsch::N,окунь,окунь
172,Hecht::N,щука,щука
173,Schlange[Tier]::N,змія,змея
174,Wurm::N,черв’як,червяк
175,Spinne::N,павук,паук
176,Ameise::N,мурашка,муравей
177,Laus::N,воша,вошь
178,Mücke::N,комар,комар
179,Fliege::N,муха,муха
180,Schmetterling::N,метелик,бабочка
181,Beere::N,ягода,ягода
182,Apfel::N,яблуко,яблоко
183,Pilz::N,гриб,гриб
184,Zwiebel::N,цибуля,луковица
185,Saat::N,сім’я,семя
186,Korn::N,зерно,зерно
187,Heu::N,сіно,сено
188,Schale::N,шкірка,шелуха
189,Grube::N,яма,яма
190,Falle::N,пастка,ловушка
191,Schlinge::N,петля,силок
192,Spur::N,слід,след
193,Asche::N,зола,зола
194,Asche::N,зола,пепел
195,Asche::N,попіл,зола
196,Asche::N,попіл,пепел
197,Dreck::N,бруд,грязь
198,Eisen::N,залізо,железо
199,Gold::N,золото,золото
200,Silber::N,срібло,серебро
201,Kohle::N,вугілля,уголь
202,Glas::N,скло,стекло
203,Lehm::N,глина,глина
204,Sand::N,пісок,песок
205,Mensch::N,людина,человек
206,Mann::N,чоловік,мужчина
207,Frau::N,жінка,женщина
208,Kind::N,дитина,ребенок
209,Junge::N,хлопець,мальчик
210,Mädchen::N,дівчина,девочка
211,Familie::N,сім’я,семья
212,Familie::N,родина,семья
213,Großvater::N,дідусь,дедушка
214,Großmutter::N,бабуся,бабушка
215,Eltern::N,батьки,родители
216,Vater::N,батько,отец
217,Mutter::N,мати,мать
218,Sohn::N,син,сын
219,Tochter::N,дочка,дочь
220,Bruder::N,брат,брат
221,Schwester::N,сестра,сестра
222,Onkel::N,дядько,дядя
223,Tante::N,тітка,тетя
224,Ehemann::N,чоловік,муж
225,Ehefrau::N,жінка,жена
226,Ehefrau::N,дружина,жена
227,Freude::N,радощі,радость
228,Gelächter::N,сміх,смех
229,Glück::N,щастя,счастье
230,Kummer::N,горе,горе
231,Wunsch::N,бажання,желание
232,Lust::N,бажання,влечение
233,Geist::N,дух,дух
234,Gedanke::N,думка,мысль
235,Gedächtnis::N,пам’ять,память
236,Verstand::N,розум,ум
237,Sinn::N,зміст,смысл
238,Sinn::N,значення,смысл
239,Grund::N,причина,повод
240,Wahrheit::N,правда,правда
241,Gespräch::N,розмова,беседа
242,Märchen::N,байка,сказка
243,Erzählung::N,повість,рассказ
244,Erzählung::N,оповідання,рассказ
245,Nachricht::N,повідомлення,сообщение
246,Neuigkeit::N,новина,новость
247,Name::N,ім’я,имя
248,Rätsel::N,загадка,загадка
249,Rede::N,промова,речь
250,Sprache::N,мова,язык
251,Stimme::N,голос,голос
252,Wort::N,слово,слово
253,Zeichen::N,знак,знак
254,Ruf::N,оклик,зов
255,Lärm::N,шум,шум
256,Laut::N,звук,звук
257,Ton::N,тон,звучание
258,Lied::N,пісня,песня
259,Ruhe::N,спокій,покой
260,Leute::N,люди,люди
261,Volk::N,народ,народ
262,Arbeit::N,робота,работа
263,Gast::N,гість,гость
264,Geschenk::N,подарунок,подарок
265,Spiel::N,гра,игра
266,Gesellschaft::N,товариство,общество
267,Hilfe::N,допомога,помощь
268,Freund::N,друг,друг
269,Freund::N,приятель,друг
270,Kamerad::N,товариш,приятель
271,Angelegenheit::N,справа,дело
272,Anzahl::N,число,количество
273,Art::N,рід,вид
274,Stück::N,кусок,кусок
275,Teil::N,частина,часть
276,Hälfte::N,половина,половина
277,Kreis::N,круг,круг
278,Kreis::N,коло,круг
279,Kreuz::N,хрест,крест
280,Linie::N,лінія,линия
281,Strich::N,штрих,черта
282,Abstand::N,проміжок,промежуток
283,Entfernung::N,відстань,расстояние
284,Gegend::N,місцевість,местность
285,Platz::N,площа,пространство
286,Ort::N,місце,место
287,Seite::N,сторона,сторона
288,Mitte::N,середина,середина
289,Gegenstand::N,предмет,предмет
290,Sache::N,річ,вещь
291,Rand::N,край,край
292,Kante::N,ребро,ребро
293,Ecke::N,ріг,угол
294,Spitze::N,кінчик,кончик
295,Ende::N,кінець,конец
296,Loch::N,діра,дыра
297,Winkel::N,куток,угол
298,Muster::N,узор,узор
299,Größe::N,розмір,размер
300,Länge::N,довжина,длина
301,Höhe::N,висота,высота
302,Gewicht::N,вага,вес
303,Menge::N,кількість,количество
304,Haufen::N,купа,куча
305,Reihe::N,ряд,ряд
306,Boot::N,човен,лодка
307,Ruder::N,весло,весло
308,Schlitten::N,сани,сани
309,Ski::N,лижа,лыжа
310,Lagerfeuer::N,вогнище,костер
311,Last::N,тягар,тяжесть
312,Last::N,вантаж,тяжесть
313,Gang::N,хід,ход
314,Schritt::N,крок,шаг
315,Norden::N,північ,север
316,Süden::N,південь,юг
317,Westen::N,захід,запад
318,Osten::N,схід,восток
319,Holz::N,дрова,древесина
320,Brett::N,дошка,доска
321,Platte::N,плита,плита
322,Stütze::N,підпірка,подпорка
323,Stange::N,жердина,жердь
324,Stock::N,палиця,палка
325,Stab::N,палиця,шест
326,Rohr::N,труба,труба
327,Haus::N,дім,дом
328,Haus::N,хата,дом
329,Heim::N,житло,дом
330,Ofen::N,піч,печь
331,Fußboden::N,підлога,пол
332,Tisch::N,стіл,стол
333,Stuhl::N,стілець,стул
334,Wiege::N,колиска,колыбель
335,Bett::N,ліжко,постель
336,Bett::N,постіль,постель
337,Regal::N,полиця,полка
338,Kiste::N,ящик,ящик
339,Fenster::N,вікно,окно
340,Tür::N,двері,дверь
341,Tor::N,ворота,ворота
342,Zaun::N,паркан,забор
343,Zaun::N,огорожа,забор
344,Dach::N,дах,крыша
345,Leiter::N,драбина,лестница
346,Besen::N,мітла,метла
347,Spaten::N,заступ,лопата
348,Schaufel::N,совок,совок
349,Schaufel::N,лопата,совок
350,Gabel::N,виделка,вилка
351,Löffel::N,ложка,ложка
352,Messer::N,ніж,нож
353,Nagel::N,цвях,гвоздь
354,Netz::N,сіть,сеть
355,Haken::N,крюк,крюк
356,Griff::N,ручка,ручка
357,Griff::N,держак,ручка
358,Schloss::N,замок,замок
359,Bild::N,картина,картина
360,Figur::N,фігура,фигура
361,Puppe::N,лялька,кукла
362,Beutel::N,мішечок,мешок
363,Beutel::N,торбинка,мешок
364,Bündel::N,в’язка,связка
365,Tasche::N,сумка,сумка
366,Eimer::N,відро,ведро
367,Deckel::N,кришка,крышка
368,Geschirr::N,посуд,посуда
369,Sack::N,мішок,мешок
370,Tasse::N,чашка,чашка
371,Topf::N,горщик,кастрюля
372,Kessel::N,котел,котел
373,Essen::N,їжа,еда
374,Nahrung::N,харч,пища
375,Speise::N,страва,блюдо
376,Speise::N,страва,кушанье
377,Fleisch::N,м’ясо,мясо
378,Getreide::N,хліб,хлеб
379,Getreide::N,збіжжя,хлеб
380,Brei::N,каша,каша
381,Brot::N,хліб,хлеб
382,Scheibe::N,скибочка,ломоть
383,Fett::N,жир,жир
384,Butter::N,масло,масло
385,Öl::N,олія,масло
386,Salz::N,сіль,соль
387,Suppe::N,суп,суп
388,Honig::N,мед,мед
389,Milch::N,молоко,молоко
390,Tee::N,чай,чай
391,Leder::N,шкіра,кожа
392,Wolle::N,шерсть,шерсть
393,Stoff::N,тканина,ткань
394,Nadel::N,голка,игла
395,Faden::N,нитка,нитка
396,Knopf::N,ґудзик,пуговица
397,Knoten::N,вузол,узел
398,Farbe::N,фарба,краска
399,Kleidung::N,одяг,одежда
400,Kleidung::N,убрання,одежда
401,Hemd::N,сорочка,рубашка
402,Kragen::N,комір,воротник
403,Ärmel::N,рукав,рукав
404,Hose::N,брюки,брюки
405,Gürtel::N,пояс,пояс
406,Mütze::N,шапка,шапка
407,Schuh::N,ботинок,ботинок
408,Stiefel::N,чобіт,сапог
409,Ring::N,кільце,кольцо
410,Band::N,стрічка,лента
411,Kamm::N,гребінець,расческа
412,Spiegel::N,дзеркало,зеркало
413,Riemen::N,ремінь,ремень
414,Schnur::N,вірьовка,веревка
415,Leine::N,шворка,поводок
416,Decke::N,ковдра,одеяло
417,Kissen::N,подушка,подушка
418,Tuch::N,хустка,платок
419,Handtuch::N,рушник,полотенце
420,Kraft::N,сила,сила
421,Stärke::N,сила,крепость
422,Gesundheit::N,здоров’я,здоровье
423,Krankheit::N,хвороба,болезнь
424,Schmerz::N,біль,боль
425,Wunde::N,рана,рана
426,Fieber::N,гарячка,лихорадка
427,Fieber::N,гарячка,температура
428,Arznei::N,ліки,лекарство
429,Brücke::N,міст,мост
430,Brunnen::N,колодязь,колодец
431,Weide::N,пасовище,пастбище
432,Pfad::N,стежка,тропа
433,Weg::N,шлях,путь
434,Weg::N,шлях,дорога
435,Weg::N,дорога,путь
436,Weg::N,дорога,дорога
437,Straße::N,вулиця,улица
438,Straße::N,вулиця,дорога
439,Dorf::N,село,деревня
440,Stadt::N,місто,город
441,Brief::N,лист,письмо
442,Buch::N,книга,книга
443,Buch::N,книжка,книга
444,Buchstabe::N,буква,буква
445,Buchstabe::N,літера,буква
446,Zeitung::N,газета,газета
447,Leben::N,життя,жизнь
448,Tod::N,смерть,смерть
449,Grab::N,могила,могила
450,Kirche::N,церква,церковь
451,Sünde::N,гріх,грех
452,Gott::N,бог,бог
453,Arbeiter::N,робітник,рабочий
454,Chef::N,хазяїн,начальник
455,Meister::N,умілець,мастер
456,Arzt::N,лікар,врач
457,Lehrer::N,вчитель,учитель
458,Geld::N,гроші,деньги
459,Geschäft::N,заняття,занятие
460,Laden::N,магазин,магазин
461,Laden::N,крамниця,магазин
462,Preis::N,ціна,цена
463,Ware::N,товар,товар
464,Nutzen::N,вигода,выгода
465,Nutzen::N,користь,выгода
466,Reichtum::N,багатство,богатство
467,Welt::N,світ,мир
468,Land::N,країна,страна
469,Staat::N,держава,государство
470,König::N,король,король
471,Macht::N,влада,власть
472,Grenze::N,кордон,граница
473,Krieg::N,війна,война
474,Feind::N,ворог,враг
475,Gewalt::N,насильство,насилие
476,Kampf::N,бій,борьба
477,Kampf::N,боротьба,борьба
478,Bogen[Waffe]::N,лук,лук
479,Pfeil::N,стріла,стрела
480,Gewehr::N,рушниця,ружье
481,Gewehr::N,гвинтівка,ружье
482,Fehler::N,помилка,ошибка
483,Lüge::N,брехня,ложь
484,Schaden::N,шкода,вред
485,Schaden::N,збиток,вред
486,Unglück::N,нещастя,беда
487,Schuld::N,провина,вина
488,Alter::N,вік,возраст
489,Alter::N,літа,возраст
490,Schluss::N,кінець,окончание
491,Zeit::N,час,время
492,Tag::N,день,день
493,Morgen::N,ранок,утро
494,Mittag::N,південь,полдень
495,Abend::N,вечір,вечер
496,Nacht::N,ніч,ночь
497,Woche::N,тиждень,неделя
498,Monat::N,місяць,месяц
499,Jahr::N,рік,год
500,Frühling::N,весна,весна
501,Sommer::N,літо,лето
502,Herbst::N,осінь,осень
503,Winter::N,зима,зима
504,Januar::N,січень,январь
505,Februar::N,лютий,февраль
506,März::N,березень,март
507,April::N,квітень,апрель
508,Mai::N,травень,май
509,Juni::N,червень,июнь
510,Juli::N,липень,июль
511,August::N,серпень,август
512,September::N,вересень,сентябрь
513,Oktober::N,жовтень,октябрь
514,November::N,листопад,ноябрь
515,Dezember::N,грудень,декабрь
516,Montag::N,понеділок,понедельник
517,Dienstag::N,вівторок,вторник
518,Mittwoch::N,середа,среда
519,Donnerstag::N,четвер,четверг
520,Freitag::N,п’ятниця,пятница
521,Samstag::N,субота,суббота
522,Sonntag::N,неділя,воскресенье
523,groß::A,великий,большой
524,klein::A,малий,маленький
525,klein::A,маленький,маленький
526,lang::A,довгий,длинный
527,kurz::A,короткий,короткий
528,breit::A,широкий,широкий
529,schmal::A,вузький,узкий
530,dicht::A,густий,густой
531,dick[Gegenstand]::A,товстий,толстый
532,dünn::A,тонкий,тонкий
533,fein::A,дрібний,тонкий
534,fest::A,міцний,крепкий
535,flach::A,плоский,плоский
536,glatt::A,рівний,гладкий
537,glatt::A,гладенький,гладкий
538,hart::A,твердий,твердый
539,weich::A,м’який,мягкий
540,rund::A,круглий,круглый
541,spitz::A,гострокінцевий,остроконечный
542,scharf::A,гострий,острый
543,stumpf::A,тупий,тупой
544,schwer::A,важкий,тяжелый
545,schön::A,вродливий,красивый
546,heiß::A,жаркий,жаркий
547,heiß::A,гарячий,жаркий
548,warm::A,теплий,теплый
549,kalt::A,холодний,холодный
550,kühl::A,прохолодний,прохладный
551,frisch::A,свіжий,свежий
552,feucht::A,вогкий,влажный
553,nass::A,мокрий,мокрый
554,trocken::A,сухий,сухой
555,voll::A,повний,полный
556,voll::A,повний,наполненный
557,leer::A,пустий,пустой
558,offen::A,відкритий,открытый
559,geschlossen::A,закритий,закрытый
560,geschlossen::A,зачинений,закрытый
561,sauber::A,чистий,чистый
562,sauber::A,охайний,чистый
563,schmutzig::A,брудний,грязный
564,roh::A,сирий,сырой
565,reif::A,зрілий,зрелый
566,lecker::A,смачний,вкусный
567,süß::A,солодкий,сладкий
568,bitter::A,гіркий,горький
569,sauer::A,кислий,кислый
570,hell::A,світлий,светлый
571,dunkel::A,темний,темный
572,schwarz::A,чорний,черный
573,weiß::A,сивий,белый
574,rot::A,червоний,красный
575,gelb::A,жовтий,желтый
576,blau::A,синій,синий
577,grün::A,зелений,зеленый
578,grau::A,сірий,серый
579,bunt::A,барвистий,пестрый
580,billig::A,дешевий,дешевый
581,teuer::A,дорогий,дорогой
582,wertvoll::A,цінний,ценный
583,blind::A,сліпий,слепой
584,taub::A,глухий,глухой
585,kräftig::A,могутній,могучий
586,stark::A,сильний,сильный
587,schwach::A,слабкий,слабый
588,fett::A,жирний,жирный
589,fett::A,товстий,жирный
590,schlank::A,тонкий,стройный
591,schlank::A,стрункий,стройный
592,hübsch::A,чарівний,прелестный
593,böse::A,злий,злой
594,böse::A,лихий,злой
595,dumm::A,дурний,глупый
596,faul::A,ледачий,ленивый
597,fleißig::A,старанний,прилежный
598,geizig::A,скупий,жадный
599,klug::A,мудрий,умный
600,klug::A,розумний,умный
601,geschickt::A,умілий,искусный
602,lieb::A,милий,милый
603,lustig::A,веселий,веселый
604,sanft::A,лагідний,нежный
605,hungrig::A,голодний,голодный
606,krank::A,слабий,больной
607,nackt::A,голий,голый
608,traurig::A,сумний,грустный
609,lebendig::A,живий,живой
610,gut::A,добрий,хороший
611,schlecht::A,поганий,плохой
612,schlecht::A,кепський,плохой
613,richtig::A,правильний,правильный
614,schlimm::A,бридкий,отвратительный
615,schlimm::A,бридкий,мерзкий
616,wahr::A,справжній,настоящий
617,alt::A,старий,старый
618,neu::A,новий,новый
619,ehemalig::A,колишній,бывший
620,alt[Lebewesen]::A,старий,пожилой
621,jung::A,молодий,молодой
622,arm::A,бідний,бедный
623,reich::A,багатий,богатый
624,bekannt::A,знайомий,знакомый
625,berühmt::A,славетний,знаменитый
626,fremd::A,чужий,чужой
627,verschieden::A,різний,разный
628,nah::A,близький,близкий
629,fern::A,далекий,далекий
630,linker::A,лівий,левый
631,rechter::A,правий,правый
632,anderer::A,інакший,другой
633,erster::A,перший,первый
634,zweiter::A,другий,второй
635,dritter::A,третій,третий
636,letzter::A,останній,последний
637,allein::ADV,сам,один
638,allein::ADV,один,один
639,auf einmal::ADV,відразу,сразу
640,zusammen::ADV,разом,вместе
641,zusammen::ADV,спільно,вместе
642,lange::ADV,довго,долго
643,plötzlich::ADV,раптом,вдруг
644,sofort::ADV,зараз,тотчас
645,später::ADV,пізніше,позже
646,jetzt::ADV,тепер,сейчас
647,heute::ADV,сьогодні,сегодня
648,morgen::ADV,завтра,завтра
649,bald::ADV,незабаром,скоро
650,dann::ADV,потім,потом
651,gestern::ADV,вчора,вчера
652,einst::ADV,колись,однажды
653,damals::ADV,тоді,тогда
654,danach::ADV,згодом,затем
655,vorher::ADV,раніше,раньше
656,zuerst::ADV,спершу,сперва
657,zuerst::ADV,спочатку,сперва
658,einmal::ADV,один раз,раз
659,manchmal::ADV,іноді,иногда
660,manchmal::ADV,інколи,иногда
661,oft::ADV,часто,часто
662,immer::ADV,завжди,всегда
663,niemals::ADV,ніколи,никогда
664,hier::ADV,тут,здесь
665,hierhin::ADV,сюди,сюда
666,von hier::ADV,звідси,отсюда
667,dort::ADV,там,там
668,dorthin::ADV,туди,туда
669,geradeaus::ADV,прямо,прямо
670,vorwärts::ADV,вперед,вперед
671,rückwärts::ADV,назад,назад
672,zurück::ADV,назад,обратно
673,unten::ADV,внизу,внизу
674,hinab::ADV,вниз,вниз
675,oben::ADV,вгорі,наверху
676,hinauf::ADV,вгору,вверх
677,überall::ADV,скрізь,везде
678,nicht::ADV,не,не
679,ein wenig::ADV,трохи,немного
680,ein wenig::ADV,небагато,немного
681,kaum::ADV,ледве,едва
682,sehr::ADV,дуже,очень
683,so::ADV,так,так
684,noch::ADV,ще,еще
685,nur::ADV,лише,только
686,nur::ADV,тільки,только
687,schon::ADV,вже,уже
688,wieder::ADV,знову,опять
689,vergebens::ADV,дарма,напрасно
690,vor::PRP,перед,перед
691,hinter::PRP,ззаду,за
692,hinter::PRP,ззаду,позади
693,hinter::PRP,позаду,за
694,hinter::PRP,позаду,позади
695,unter::PRP,під,под
696,durch::PRP,крізь,сквозь
697,neben::PRP,біля,возле
698,zwischen::PRP,між,между
699,wegen::PRP,з-за,из-за
700,wegen::PRP,через,из-за
701,dies::PRN,це,это
702,das::PRN,то,то
703,alles::PRN,все,все
704,ich::PRN,я,я
705,du::PRN,ти,ты
706,er::PRN,він,он
707,wir::PRN,ми,мы
708,ihr::PRN,ви,вы
709,sie::PRN,вони,они
710,was::FPRN,що,что
711,wer::FPRN,хто,кто
712,wo::FADV,де,где
713,wohin::FADV,куди,куда
714,wie::FADV,як,как
715,warum::FADV,чому,почему
716,wieviel::FNUM,скільки,сколько
717,eins::NUM,один,один
718,zwei::NUM,два,два
719,drei::NUM,три,три
720,vier::NUM,чотири,четыре
721,fünf::NUM,п’ять,пять
722,sechs::NUM,шість,шесть
723,sieben::NUM,сім,семь
724,acht::NUM,вісім,восемь
725,neun::NUM,дев’ять,девять
726,zehn::NUM,десять,десять
727,elf::NUM,одинадцять,одиннадцать
728,zwölf::NUM,дванадцять,двенадцать
729,zwanzig::NUM,двадцять,двадцать
730,dreißig::NUM,тридцять,тридцать
731,vierzig::NUM,сорок,сорок
732,fünfzig::NUM,п’ятдесят,пятьдесят
733,sechzig::NUM,шістдесят,шестьдесят
734,siebzig::NUM,сімдесят,семьдесят
735,achtzig::NUM,вісімдесят,восемьдесят
736,neunzig::NUM,дев’яносто,девяносто
737,hundert::NUM,сто,сто
738,tausend::NUM,тисяча,тысяча
739,und::CNJ,і,и
740,oder::CNJ,або,или
741,oder::CNJ,або,либо
742,stehen::V,стояти,стоять
743,sitzen::V,сидіти,сидеть
744,liegen::V,лежати,лежать
745,hängen::V,висіти,висеть
746,werden::V,стати,стать
747,werden::V,робитися,стать
748,passieren::V,трапитися,случиться
749,beginnen::V,початися,начаться
750,enden::V,кінчитися,кончиться
751,wechseln::V,мінятися,меняться
752,aufgehen[Sonne]::V,зійти,взойти
753,untergehen[Sonne]::V,зайти,зайти
754,scheinen[Sonne]::V,світити,светить
755,donnern::V,гриміти,греметь
756,wehen::V,віяти,дуть
757,strömen::V,литися,литься
758,fließen::V,текти,течь
759,sich drehen::V,обертатися,вращаться
760,schwanken::V,коливатися,колебаться
761,schwingen::V,хитатися,качаться
762,schwingen::V,гойдатися,качаться
763,fallen::V,падати,падать
764,brennen::V,горіти,гореть
765,rauchen::V,диміти,дымить
766,regnen::V,дощити,дождить
767,gefrieren::V,змерзнути,замерзнуть
768,tauen::V,танути,таять
769,schmelzen::V,плавитися,плавиться
770,trocknen::V,сохнути,сохнуть
771,sieden::V,кипіти,кипеть
772,faulen::V,гнити,гнить
773,verfaulen::V,згнити,сгнить
774,reißen::V,рватися,рваться
775,versinken::V,тонути,тонуть
776,vergehen::V,проходити,проходить
777,erscheinen::V,з’явитися,появиться
778,verschwinden::V,щезнути,исчезнуть
779,verschwinden::V,зникнути,исчезнуть
780,sinken::V,спадати,спадать
781,abnehmen::V,поменшитися,уменьшиться
782,zunehmen::V,збільшуватися,увеличиваться
783,steigen::V,підніматися,подниматься
784,wachsen::V,рости,расти
785,glänzen::V,блищати,блестеть
786,funkeln::V,блискати,сверкать
787,lärmen::V,шуміти,шуметь
788,läuten::V,дзвонити,звонить
789,klingeln::V,дзвонити,звонить
790,klirren::V,дзвякати,звякать
791,brausen::V,бушувати,бушевать
792,rauschen::V,шелестіти,шелестеть
793,klingen::V,лунати,звучать
794,klingen::V,звучати,звучать
795,bellen::V,гавкати,лаять
796,heulen::V,вити,выть
797,blasen::V,дунути,дунуть
798,pfeifen::V,свистіти,свистеть
799,schreien::V,кричати,кричать
800,stöhnen::V,стогнати,стонать
801,zittern::V,тремтіти,дрожать
802,leben::V,жити,жить
803,geboren werden::V,народитися,родиться
804,atmen::V,дихати,дышать
805,trinken::V,пити,пить
806,essen::V,їсти,есть
807,essen::V,їсти,кушать
808,schlucken::V,ковтати,глотать
809,müde werden::V,втомитися,устать
810,einschlafen::V,заснути,заснуть
811,schlafen::V,спати,спать
812,aufwachen::V,прокинутися,проснуться
813,aufstehen::V,встати,встать
814,sich erholen::V,відпочивати,отдыхать
815,krank werden::V,захворіти,заболеть
816,krank sein::V,хворіти,болеть
817,schmerzen::V,боліти,болеть
818,husten::V,кашляти,кашлять
819,genesen::V,одужати,поправиться
820,genesen::V,видужати,поправиться
821,sterben::V,померти,умереть
822,umkommen::V,згинути,погибнуть
823,sich bewegen::V,рухатися,двигаться
824,sich rühren::V,ворушитися,шевельнуться
825,sich erheben::V,встати,встать
826,sich setzen::V,сісти,сесть
827,hinfallen::V,упасти,упасть
828,laufen::V,ходити,ходить
829,schreiten::V,крокувати,шагать
830,spazierengehen::V,гуляти,гулять
831,eilen::V,спішити,спешить
832,sich beeilen::V,поспішати,торопиться
833,sausen::V,мчатися,мчаться
834,rennen::V,бігати,бегать
835,springen::V,скакати,прыгать
836,springen::V,стрибати,прыгать
837,klettern::V,лазити,лазать
838,schaukeln::V,гойдатися,раскачиваться
839,kriechen::V,повзати,ползать
840,schwimmen::V,пливти,плавать
841,schwimmen::V,плавати,плавать
842,tauchen::V,пірнати,нырять
843,rudern::V,гребти,грести
844,rudern::V,веслувати,грести
845,fahren::V,їхати,ехать
