,Concept_ID,udm,et
62,Geruch::N,зын,lõhn
63,Schlaf::N,вӧт,uni
64,Traum::N,уйвӧт,unenägu
65,Himmel::N,ин,taevas
66,Sonne::N,шунды,päike
67,Mond::N,толэзь,kuu
68,Stern::N,кизили,täht
69,Luft::N,омыр,õhk
70,Wind::N,тӧл,tuul
71,Welle::N,тулкым,laine
72,Wasser::N,ву,vesi
73,Stein::N,из,kivi
74,Boden::N,музъем,maa
75,Boden::N,музъем,pinnas
76,Erde::N,му,maa
77,Staub::N,пыль,põrm
78,Rauch::N,ӵын,suits
79,Funke::N,гизьы,säde
80,Feuer::N,тыл,tuli
81,Licht::N,тыл,valgus
82,Schatten::N,вужер,vari
83,Wetter::N,куазь,ilm
84,Nebel::N,бус,udu
85,Wolke::N,пилем,pilv
86,Regen::N,зор,sadu
87,Schnee::N,лымы,lumi
88,Eis::N,йӧ,jää
89,Frost::N,кезьыт,pakane
90,Kälte::N,кезьыт,külm
91,Kälte::N,кезьыт,külmus
92,Hitze::N,пӧсь,kuumus
93,Hitze::N,пӧсь,palavus
94,Raureif::N,гӧр,härmatis
95,Regenbogen::N,вуюись,vikerkaar
96,Donner::N,гудыри,kõu
97,Donner::N,гудыри,müristamine
98,Strömung::N,бызён,voolus
99,Strömung::N,бызён,jõevool
100,Tropfen::N,шапык,tilk
101,Schaum::N,шукы,vaht
102,Schmutz::N,нӧд,pori
103,Schmutz::N,нӧд,mustus
104,Schmutz::N,дэри,pori
105,Schmutz::N,дэри,mustus
106,See::N,ты,järv
107,Sumpf::N,нюр,soo
108,Moor::N,нюр,raba
109,Wiese::N,возь,aas
110,Wiese::N,возь,nurm
111,Wiese::N,возьвыл,aas
112,Wiese::N,возьвыл,nurm
113,Wald::N,сик,mets
114,Wald::N,нюлэс,mets
115,Hügel::N,выр,küngas
116,Hügel::N,вырйыл,küngas
117,Anhöhe::N,выр,küngas
118,Anhöhe::N,вырйыл,küngas
119,Berg::N,гурезь,mägi
120,Gipfel::N,йыл,mäetipp
121,Höhle::N,гу,koobas
122,Abhang::N,бам,nõlvak
123,Quelle::N,ошмес,allikas
124,Bach::N,пичи шур,oja
125,Fluss::N,шур,jõgi
126,Ufer::N,ярдур,kallas
127,Küste::N,вудур,rannik
128,Festland::N,мувыр,mander
129,Festland::N,мувыр,maismaa
130,Meer::N,зарезь,meri
131,Bucht::N,вукож,laht
132,Insel::N,вумуӵ,saar
133,Insel::N,шормуӵ,saar
134,Blume::N,сяська,lill
135,Gras::N,турын,rohi
136,Wurzel::N,выжы,juur
137,Baum::N,пу,puu
138,Stamm::N,модос,tüvi
139,Rinde::N,сул,koor
140,Ast::N,ул,oks
141,Zweig::N,вай,oks
142,Blatt::N,куар,leht
143,Birke::N,кызьпу,kask
144,Kiefer[Baum]::N,пужым,mänd
145,Weide[Baum]::N,бадьпу,paju
146,Tanne::N,кыз,nulg
147,Horn::N,сюр,sarv
148,Feder::N,тылы,sulg
149,Fell::N,ку,karvkate
150,Fell::N,ку,karusnahk
151,Flügel::N,бурд,tiib
152,Flügel::N,бурд,tiivik
153,Klaue::N,гижы,küüs
154,Kralle::N,пыд,küünis
155,Schwanz::N,быж,saba
156,Ei::N,пуз,muna
157,Ei::N,кукей,muna
158,Nest::N,кар,pesa
159,Nest::N,пузкар,pesa
160,Bau::N,кар,urg
161,Bau::N,гу,urg
162,Tier::N,пӧйшур,loom
163,Herde::N,уллё,kari
164,Kuh::N,скал,lehm
165,Bulle::N,ош,pull
166,Bulle::N,пороз,pull
167,Pferd::N,вал,hobune
168,Schaf::N,ыж,lammas
169,Schwein::N,парсь,siga
170,Hund::N,пуны,koer
171,Katze::N,коӵыш,kass
172,Bär::N,гондыр,karu
173,Eichhörnchen::N,коньы,orav
174,Elch::N,койык,põder
175,Fuchs::N,ӟичы,rebane
176,Hase::N,кеч,jänes
177,Maus::N,шыр,hiir
178,Wolf::N,кион,hunt
179,Vogel::N,тылобурдо,lind
180,Schwarm::N,уллё,parv
181,Huhn::N,курег,kana
182,Hahn::N,атас,kukk
183,Gans::N,ӟазег,hani
184,Adler::N,ӧрзи,kotkas
185,Ente::N,ӵӧж,part
186,Eule::N,кучыран,kakk
187,Eule::N,кучыран,öökull
188,Kranich::N,тури,kurg
189,Krähe::N,куака,vares
190,Kuckuck::N,кикы,kägu
191,Schwan::N,юсь,luik
192,Fisch::N,чорыг,kala
193,Barsch::N,юш,ahven
194,Hecht::N,чипей,haug
195,Schlange[Tier]::N,кый,uss
196,Wurm::N,нумыр,uss
197,Wurm::N,нумыр,vagel
198,Spinne::N,чонари,ämblik
199,Ameise::N,кузьыли,sipelgas
200,Laus::N,тэй,täi
201,Mücke::N,нымы,sääsk
202,Mücke::N,чибинь,sääsk
203,Fliege::N,кут,kärbes
204,Schmetterling::N,бубыли,liblikas
205,Beere::N,узы-боры,mari
206,Apfel::N,яблок,õun
207,Pilz::N,губи,seen
208,Zwiebel::N,сугон,sibul
209,Saat::N,кидыс,seeme
210,Korn::N,тысь,iva
211,Korn::N,тысь,tera
212,Heu::N,турын,hein
213,Schale::N,кыд,koor
214,Grube::N,гу,kaevand
215,Grube::N,гоп,kaevand
216,Falle::N,налик,lõks
217,Falle::N,налик,püünis
218,Schlinge::N,гиӟ,aas
219,Schlinge::N,герд,aas
220,Spur::N,пытьы,jälg
221,Spur::N,бервыл,jälg
222,Asche::N,пень,tuhk
223,Dreck::N,дэри,saast
224,Dreck::N,дэри,mustus
225,Eisen::N,корт,raud
226,Gold::N,зарни,kuld
227,Silber::N,азвесь,hõbe
228,Kohle::N,эгыр,süsi
229,Glas::N,стекло,klaas
230,Glas::N,пияла,klaas
231,Lehm::N,сюй,savi
232,Sand::N,луо,liiv
233,Mensch::N,мурт,inimene
234,Mensch::N,адями,inimene
235,Mann::N,воргорон,mees
236,Frau::N,кышномурт,naine
237,Kind::N,нуны,laps
238,Kind::N,пинал,laps
239,Junge::N,пи,poiss
240,Mädchen::N,ныл,tüdruk
241,Familie::N,семья,perekond
242,Großvater::N,песятай,vanaisa
243,Großvater::N,пересь атай,vanaisa
244,Großmutter::N,песянай,vanaema
245,Großmutter::N,пересь анай,vanaema
246,Eltern::N,атай-анай,vanemad
247,Eltern::N,бубы-мумы,vanemad
248,Vater::N,айы,isa
249,Vater::N,атай,isa
250,Mutter::N,мумы,ema
251,Sohn::N,пи,poeg
252,Tochter::N,ныл,tütar
253,Bruder::N,агай,vend
254,Schwester::N,апа,õde
255,Schwester::N,сузэр,õde
256,Onkel::N,агай,onu
257,Tante::N,апа,tädi
258,Tante::N,кенак,tädi
259,Ehemann::N,карт,mees
260,Ehemann::N,карт,abikaasa
261,Ehefrau::N,кышно,naine
262,Ehefrau::N,кышно,abikaasa
263,Freude::N,шумпотон,rõõm
264,Gelächter::N,горем,naer
265,Glück::N,шуд,õnn
266,Kummer::N,кайгу,mure
267,Kummer::N,кайгу,kurbus
268,Kummer::N,куректон,mure
269,Kummer::N,куректон,kurbus
270,Wunsch::N,мылпотон,soov
271,Lust::N,потон,himu
272,Geist::N,лул,vaim
273,Gedanke::N,малпан,mõte
274,Gedächtnis::N,йырсазь,mälu
275,Gedächtnis::N,тодэваён,mälu
276,Verstand::N,йырвизь,aru
277,Verstand::N,йырвизь,mõistus
278,Sinn::N,смысл,tähendus
279,Grund::N,муг,põhjus
280,Grund::N,ньӧм,põhjus
281,Wahrheit::N,зэм,tõde
282,Wahrheit::N,шонер,tõde
283,Gespräch::N,вераськон,kõne
284,Gespräch::N,вераськон,vestlus
285,Märchen::N,выжыкыл,muinasjutt
286,Erzählung::N,верос,jutustus
287,Nachricht::N,ивор,teade
288,Neuigkeit::N,выльивор,uudis
289,Name::N,ним,nimi
290,Rätsel::N,мадькыл,mõistatus
291,Rede::N,верам,kõne
292,Sprache::N,кыл,keel
293,Stimme::N,куара,hääl
294,Wort::N,кыл,sõna
295,Zeichen::N,пус,märk
296,Zeichen::N,тодмет,märk
297,Ruf::N,ӧтён,hüüe
298,Ruf::N,чортон,hüüe
299,Lärm::N,ӵашетон,müra
300,Laut::N,куара,hääl
301,Ton::N,куара,toon
302,Lied::N,кырӟан,laul
303,Ruhe::N,чалмыт улон,rahu
304,Ruhe::N,чалмыт улон,vaikus
305,Leute::N,адямиос,inimesed
306,Volk::N,калык,rahvas
307,Arbeit::N,уж,töö
308,Gast::N,куно,külaline
309,Geschenk::N,салам,kingitus
310,Geschenk::N,кузьым,kingitus
311,Spiel::N,шудон,mäng
312,Gesellschaft::N,калык,selts
313,Hilfe::N,юрттон,abi
314,Freund::N,эш,sõber
315,Freund::N,юлтош,sõber
316,Kamerad::N,тодмо,sõber
317,Angelegenheit::N,уж,asi
318,Anzahl::N,лыд,arv
319,Anzahl::N,лыд,hulk
320,Art::N,тус,liik
321,Stück::N,юдэс,tükk
322,Teil::N,люкет,osa
323,Hälfte::N,ӝыны,pool
324,Kreis::N,котырес,ring
325,Kreuz::N,крест,rist
326,Linie::N,гож,joon
327,Strich::N,гож,joon
328,Abstand::N,вис,vahe
329,Abstand::N,кусып,vahe
330,Entfernung::N,кусып,kaugus
331,Entfernung::N,кусып,vahemaa
332,Gegend::N,инты,ümbrus
333,Platz::N,инты,ruum
334,Ort::N,инты,paik
335,Ort::N,места,paik
336,Seite::N,пал,pool
337,Mitte::N,шор,keskpaik
338,Gegenstand::N,арбери,ese
339,Sache::N,котыр,ese
340,Rand::N,дур,äär
341,Rand::N,дур,serv
342,Rand::N,шаер,äär
343,Rand::N,шаер,serv
344,Kante::N,дур,kant
345,Ecke::N,сэрег,nurk
346,Spitze::N,йыл,teravik
347,Ende::N,пум,ots
348,Ende::N,пум,jupp
349,Loch::N,пась,auk
350,Winkel::N,сэрег,nurk
351,Muster::N,пужы,muster
352,Größe::N,быдӟала,suurus
353,Länge::N,кузьдала,pikkus
354,Höhe::N,ӝуждала,kõrgus
355,Gewicht::N,сектала,kaal
356,Gewicht::N,сектала,raskus
357,Gewicht::N,секытлык,kaal
358,Gewicht::N,секытлык,raskus
359,Menge::N,лыд,arv
360,Menge::N,лыд,hulk
361,Menge::N,лыдпус,arv
362,Menge::N,лыдпус,hulk
363,Haufen::N,люк,hunnik
364,Reihe::N,чур,rivi
365,Boot::N,пыж,paat
366,Boot::N,лодка,paat
367,Ruder::N,полыс,aer
368,Schlitten::N,додьы,saan
369,Ski::N,куас,suusk
370,Lagerfeuer::N,тылскем,lõke
371,Last::N,секыт,koorem
372,Gang::N,ветлон,käik
373,Schritt::N,вамыш,samm
374,Norden::N,уйпал,põhi
375,Süden::N,лымшор,lõuna
376,Westen::N,шунды пуксён,lääs
377,Osten::N,шунды ӝужан,ida
378,Holz::N,пу,puu
379,Brett::N,пул,saelaud
380,Platte::N,плита,plaat
381,Stütze::N,пыкет,tugi
382,Stange::N,пуӵ,latt
383,Stange::N,пуӵ,teivas
384,Stock::N,боды,kepp
385,Stab::N,пуӵ,varras
386,Stab::N,боды,varras
387,Rohr::N,труба,toru
388,Haus::N,юрт,maja
389,Heim::N,корка,kodu
390,Ofen::N,гур,ahi
391,Fußboden::N,выж,põrand
392,Tisch::N,ӝӧк,laud
393,Stuhl::N,пукон,tool
394,Wiege::N,кӧкы,häll
395,Wiege::N,кӧкы,kätki
396,Wiege::N,зыбка,häll
397,Wiege::N,зыбка,kätki
398,Bett::N,валес,voodi
399,Regal::N,ӝажы,riiul
400,Kiste::N,ящик,kast
401,Fenster::N,укно,aken
402,Fenster::N,косяк,aken
403,Tür::N,ӧс,uks
404,Tor::N,ӟезьы,värav
405,Zaun::N,забор,aed
406,Zaun::N,забор,tara
407,Dach::N,липет,katus
408,Leiter::N,падӟа,redel
409,Besen::N,ӵужон,luud
410,Besen::N,исьнер,luud
411,Spaten::N,лопатка,labidas
412,Schaufel::N,ютырон,kühvel
413,Gabel::N,тэчы,kahvel
414,Gabel::N,вилка,kahvel
415,Löffel::N,пуньы,lusikas
416,Messer::N,пурт,nuga
417,Nagel::N,кортӵог,nael
418,Netz::N,сеть,võrk
419,Haken::N,курик,haak
420,Haken::N,курик,konks
421,Griff::N,ныд,sang
422,Griff::N,ныд,käepide
423,Schloss::N,тунгон,lukk
424,Bild::N,суред,pilt
425,Figur::N,фигура,kuju
426,Figur::N,фигура,kujund
427,Puppe::N,мунё,nukk
428,Beutel::N,пуйы,paun
429,Bündel::N,керттэт,kimp
430,Tasche::N,пуйы,kott
431,Tasche::N,сумка,kott
432,Eimer::N,ведра,pang
433,Eimer::N,ведра,ämber
434,Deckel::N,ӵоксэт,kaas
435,Geschirr::N,тусьты-пуньы,nõud
436,Sack::N,пуйы,kott
437,Tasse::N,ӵаша,tass
438,Topf::N,миска,pada
439,Kessel::N,пурты,pada
440,Essen::N,сиськон,söök
441,Nahrung::N,сион,toit
442,Speise::N,сиён,roog
443,Fleisch::N,сӥль,liha
444,Getreide::N,ю тысь,teravili
445,Brei::N,ӝук,puder
446,Brot::N,нянь,sai
447,Brot::N,нянь,leib
448,Scheibe::N,шорем,viil
449,Scheibe::N,шорем,viilukas
450,Fett::N,кӧй,rasv
451,Butter::N,вӧй,või
452,Öl::N,вӧй,õli
453,Salz::N,сылал,sool
454,Suppe::N,шыд,supp
455,Honig::N,чечы,mesi
456,Milch::N,йӧл,piim
457,Tee::N,чай,tee
458,Leder::N,сурон,nahk
459,Wolle::N,гон,vill
460,Wolle::N,ыжгон,vill
461,Stoff::N,куэм,kangas
462,Nadel::N,вень,nõel
463,Faden::N,сӥньыс,niit
464,Knopf::N,бирды,nööp
465,Knoten::N,герд,sõlm
466,Farbe::N,буёл,värv
467,Kleidung::N,дӥсь,riided
468,Kleidung::N,дӥсь,riietus
469,Hemd::N,дэрем,särk
470,Kragen::N,сирес,krae
471,Ärmel::N,саес,varrukas
472,Hose::N,брюки,püksid
473,Hose::N,штань,püksid
474,Gürtel::N,кускерттон,vöö
475,Mütze::N,ызьы,müts
476,Schuh::N,ботинка,king
477,Stiefel::N,сапег,saabas
478,Ring::N,зундэс,sõrmus
479,Band::N,лента,lint
480,Kamm::N,сын,kamm
481,Spiegel::N,синучкон,peegel
482,Riemen::N,е,rihm
483,Schnur::N,гозы,nöör
484,Leine::N,думет,jalutusrihm
485,Decke::N,шобрет,tekk
486,Kissen::N,миндэр,padi
487,Tuch::N,кышет,kalev
488,Handtuch::N,ӵушкон,käterätik
489,Kraft::N,кать,jõud
490,Kraft::N,ӟигар,jõud
491,Stärke::N,юнлык,tugevus
492,Gesundheit::N,тазалык,tervis
493,Krankheit::N,висён,haigus
494,Schmerz::N,висён,valu
495,Wunde::N,яра,haav
496,Fieber::N,кезег,palavik
497,Arznei::N,эмъюм,ravim
498,Brücke::N,выж,sild
499,Brunnen::N,колдэч,kaev
500,Weide::N,возь,karjamaa
501,Pfad::N,сюрес,rada
502,Weg::N,сюрес,tee
503,Straße::N,сюрес,tee
504,Dorf::N,гурт,küla
505,Stadt::N,кар,linn
506,Stadt::N,город,linn
507,Brief::N,гожтэт,kiri
508,Buch::N,книга,raamat
509,Buchstabe::N,буква,täht
510,Zeitung::N,газет,ajaleht
511,Leben::N,улон,elu
512,Tod::N,кулон,surm
513,Grab::N,шайгу,haud
514,Kirche::N,черк,kirik
515,Sünde::N,сьӧлык,patt
516,Gott::N,ӥнмар,jumal
517,Arbeiter::N,рабочий,tööline
518,Chef::N,начальник,ülemus
519,Chef::N,начальник,juhataja
520,Meister::N,кибашлы,meister
521,Arzt::N,врач,arst
522,Lehrer::N,дышетӥсь,õpetaja
523,Geld::N,уксё,raha
524,Geld::N,коньдон,raha
525,Geschäft::N,уж,äri
526,Laden::N,магазин,pood
527,Laden::N,магазин,kauplus
528,Preis::N,дун,hind
529,Ware::N,вуз,kaup
530,Nutzen::N,пайда,tulu
531,Nutzen::N,пайда,kasulikkus
532,Reichtum::N,узырлык,rikkus
533,Welt::N,дунне,maailm
534,Land::N,шаер,maa
535,Staat::N,кун,riik
536,König::N,эксэй,kuningas
537,Macht::N,власть,võim
538,Grenze::N,кунгож,piir
539,Krieg::N,ож,sõda
540,Feind::N,тушмон,vaenlane
541,Gewalt::N,эриктэман,väevõim
542,Kampf::N,нюръяськон,võitlus
543,Bogen[Waffe]::N,пукыӵ,vibu
544,Pfeil::N,пукыӵ вень,nool
545,Gewehr::N,пыӵал,püss
546,Fehler::N,янгыш,viga
547,Lüge::N,пӧян,vale
548,Lüge::N,алдан,vale
549,Lüge::N,ӧрекчан,vale
550,Schaden::N,изъян,kahju
551,Unglück::N,куректон,häda
552,Unglück::N,куректон,õnnetus
553,Unglück::N,шудтэме усён,häda
554,Unglück::N,шудтэме усён,õnnetus
555,Schuld::N,янгыш,süü
556,Alter::N,арлыд,iga
557,Schluss::N,пум,lõpp
558,Zeit::N,дыр,aeg
559,Tag::N,нунал,päev
560,Morgen::N,ӵукна,hommik
561,Mittag::N,лымшор,lõuna
562,Mittag::N,лымшор,keskpäev
563,Abend::N,ӝыт,õhtu
564,Abend::N,акшан,õhtu
565,Nacht::N,уй,öö
566,Woche::N,арня,nädal
567,Monat::N,толэзь,kuu
568,Jahr::N,ар,aasta
569,Frühling::N,тулыс,kevad
570,Sommer::N,гужем,suvi
571,Herbst::N,сӥзьыл,sügis
572,Winter::N,тол,talv
573,Januar::N,выльартолэзь,jaanuar
574,Februar::N,тулыспал,veebruar
575,März::N,южтолэзь,märts
576,April::N,оштолэзь,aprill
577,Mai::N,куартолэзь,mai
578,Juni::N,вожотолэзь,juuni
579,Juli::N,пӧсьтолэзь,juuli
580,August::N,гудырикошкон,august
581,September::N,куарусён,september
582,Oktober::N,выльӝуктолэзь,oktoober
583,November::N,шуркынмон,november
584,Dezember::N,толсур,detsember
585,Montag::N,вордӥськон,esmaspäev
586,Dienstag::N,вторник,teisipäev
587,Mittwoch::N,вирнунал,kesknädal
588,Donnerstag::N,покчиарня,neljapäev
589,Freitag::N,удмуртарня,reede
590,Samstag::N,кӧснунал,laupäev
591,Sonntag::N,арня,pühapäev
592,groß::A,бадӟым,suur
593,klein::A,пичи,väike
594,klein::A,пичи,pisike
595,lang::A,кузь,pikk
596,kurz::A,вакчи,lühike
597,breit::A,паськыт,lai
598,schmal::A,сюлэг,kitsas
599,dicht::A,ӵем,tihe
600,dick[Gegenstand]::A,зӧк,jäme
601,dünn::A,векчи,õhuke
602,dünn::A,векчи,peenike
603,fein::A,векчи,peen
604,fein::A,векчи,õhuke
605,fest::A,юн,püsiv
606,fest::A,юн,kindel
607,fest::A,чурыт,püsiv
608,fest::A,чурыт,kindel
609,flach::A,ӵошкыт,lame
610,flach::A,ӵошкыт,tasane
611,glatt::A,гылыт,sile
612,glatt::A,вольыт,sile
613,hart::A,чурыт,kõva
614,weich::A,небыт,pehme
615,rund::A,котырес,ümar
616,spitz::A,йылсо,torkav
617,scharf::A,лэчыт,terav
618,stumpf::A,ныж,nüri
619,schwer::A,секыт,raske
620,schön::A,чебер,kena
621,heiß::A,пӧсь,kuum
622,heiß::A,пӧсь,palav
623,warm::A,шуныт,soe
624,kalt::A,кезьыт,külm
625,kühl::A,юзмыт,jahe
626,kühl::A,салкым,jahe
627,frisch::A,выль,värske
628,feucht::A,мускыт,niiske
629,nass::A,котмем,märg
630,trocken::A,кӧс,kuiv
631,voll::A,тыр,täis
632,leer::A,буш,tühi
633,leer::A,тырттэм,tühi
634,offen::A,усьтэм,avatud
635,offen::A,усьтэм,lahtine
636,geschlossen::A,ӵогам,suletud
637,geschlossen::A,пунням,suletud
638,sauber::A,ӝикыт,puhas
639,sauber::A,чылкыт,puhas
640,schmutzig::A,нӧд,räpane
641,schmutzig::A,нӧд,määrdunud
642,roh::A,ыль,toores
643,reif::A,вуэм,küps
644,lecker::A,ческыт,hõrk
645,lecker::A,ческыт,maitsev
646,süß::A,ческыт,magus
647,bitter::A,курыт,mõru
648,sauer::A,чырс,hapu
649,hell::A,югыт,hele
650,dunkel::A,пеймыт,pime
651,schwarz::A,сьӧд,must
652,weiß::A,тӧдьы,valge
653,rot::A,горд,punane
654,gelb::A,ӵуж,kollane
655,blau::A,лыз,sinine
656,grün::A,вож,roheline
657,grau::A,пурысь,hall
658,bunt::A,куӵо,kirju
659,bunt::A,куӵо,värviline
660,billig::A,дунтэм,odav
661,teuer::A,дуно,kallis
662,wertvoll::A,дуно,väärtuslik
663,blind::A,сукыр,pime
664,blind::A,синтэм,pime
665,taub::A,пельтэм,kurt
666,kräftig::A,кужмо,jõuline
667,stark::A,юн,tugev
668,stark::A,кужмо,tugev
669,schwach::A,ляб,nõrk
670,schwach::A,ляб,jõuetu
671,schwach::A,начар,nõrk
672,schwach::A,начар,jõuetu
673,fett::A,кӧй,rasvane
674,schlank::A,веськыт,sale
675,schlank::A,веськрес,sale
676,hübsch::A,чебер,kena
677,hübsch::A,синмаськымон,kena
678,böse::A,лек,tige
679,dumm::A,шузи,juhm
680,dumm::A,шузи,rumal
681,dumm::A,визьтэм,juhm
682,dumm::A,визьтэм,rumal
683,faul::A,азьтэм,laisk
684,fleißig::A,сюлмо,virk
685,fleißig::A,сюлмо,hoolas
686,geizig::A,сук,ihne
687,klug::A,визьмо,tark
688,klug::A,визьмо,arukas
689,klug::A,визьмо,mõistlik
690,geschickt::A,усто,osav
691,geschickt::A,быгатӥсь,osav
692,lieb::A,мусо,armas
693,lustig::A,шулдыр,lõbus
694,sanft::A,мусо,õrn
695,sanft::A,эрке,õrn
696,hungrig::A,сютэм,näljane
697,krank::A,висись,haige
698,nackt::A,гольык,alasti
699,traurig::A,мӧзмыт,kurb
700,lebendig::A,улэп,elus
701,gut::A,ӟеч,hea
702,gut::A,умой,hea
703,schlecht::A,урод,halb
704,schlecht::A,алама,halb
705,richtig::A,шонер,õige
706,schlimm::A,алама,paha
707,wahr::A,зэмос,tõene
708,alt::A,вуж,vana
709,neu::A,выль,uus
710,ehemalig::A,азьвылэз,endine
711,alt[Lebewesen]::A,пересь,vana
712,jung::A,егит,noor
713,jung::A,пинал,noor
714,arm::A,начар,vaene
715,arm::A,куанер,vaene
716,reich::A,узыр,rikas
717,bekannt::A,тодмо,teada
718,bekannt::A,тодмо,tuttav
719,berühmt::A,дано,tuntud
720,fremd::A,ят,võõras
721,verschieden::A,пӧртэм,erinev
722,nah::A,матысь,lähedane
723,fern::A,кыдёкысь,kauge
724,linker::A,паллян,vasak
725,rechter::A,бур,parem
726,rechter::A,бурпал,parem
727,anderer::A,мукет,muu
728,anderer::A,мукет,teine
729,erster::A,нырысетӥез,esimene
730,zweiter::A,кыктэтӥез,teine
731,dritter::A,кунньметӥез,kolmas
732,letzter::A,берло,viimane
733,letzter::A,берпум,viimane
734,allein::ADV,огназ,üksi
735,auf einmal::ADV,огдыре,korraga
736,auf einmal::ADV,огдыре,ühekorraga
737,zusammen::ADV,ӵош,koos
738,zusammen::ADV,ӵош,üheskoos
739,zusammen::ADV,валче,koos
740,zusammen::ADV,валче,üheskoos
741,lange::ADV,кема,kaua
742,plötzlich::ADV,мапламтэ шорысь,äkki
743,plötzlich::ADV,мапламтэ шорысь,järsku
744,sofort::ADV,али ик,kohe
745,später::ADV,бергес,hiljem
746,später::ADV,берлогес,hiljem
747,jetzt::ADV,али,nüüd
748,jetzt::ADV,табере,nüüd
749,heute::ADV,туннэ,täna
750,morgen::ADV,ӵуказе,homme
751,bald::ADV,ӝоген,pea
752,bald::ADV,ӝоген,varsti
753,dann::ADV,берло,siis
754,gestern::ADV,толон,eile
755,einst::ADV,огпол,vanasti
756,einst::ADV,одӥг пол,vanasti
757,damals::ADV,соку,tookord
758,danach::ADV,собере,seejärel
759,vorher::ADV,азьло,enne
760,vorher::ADV,азьвыл,enne
761,zuerst::ADV,азьло,enne
762,zuerst::ADV,азьло,esmalt
763,einmal::ADV,огпол,kord
764,einmal::ADV,огпол,üks kord
765,manchmal::ADV,куддыръя,mõnikord
766,oft::ADV,ӵем,tihti
767,oft::ADV,ӵем,sageli
768,immer::ADV,пыр,ikka
769,immer::ADV,пыр,alati
770,immer::ADV,котьку,ikka
771,immer::ADV,котьку,alati
772,niemals::ADV,уз ноку,mitte kunagi
773,hier::ADV,татын,siin
774,hierhin::ADV,татчы,siia
775,von hier::ADV,татысь,siit
776,dort::ADV,отӥ,seal
777,dort::ADV,отын,seal
778,dorthin::ADV,отчы,sinna
779,geradeaus::ADV,меӵак,otse edasi
780,vorwärts::ADV,азьлань,edasi
781,rückwärts::ADV,берлань,tagurpidi
782,zurück::ADV,берен,tagasi
783,zurück::ADV,берлань,tagasi
784,unten::ADV,улын,all
785,unten::ADV,улын,allpool
786,hinab::ADV,улэ,alla
787,oben::ADV,вылын,ülal
788,oben::ADV,вылӥын,ülal
789,hinauf::ADV,вылэ,üles
790,hinauf::ADV,вылӥе,üles
791,hinauf::ADV,выллань,üles
792,überall::ADV,котькытын,kõikjal
793,überall::ADV,пасьтана,kõikjal
794,nicht::ADV,уз,ei
795,nicht::ADV,уз,mitte
796,ein wenig::ADV,ичи,veidi
797,ein wenig::ADV,ичи,natuke
798,ein wenig::ADV,ӧжыт,veidi
799,ein wenig::ADV,ӧжыт,natuke
800,ein wenig::ADV,огшап,veidi
801,ein wenig::ADV,огшап,natuke
802,kaum::ADV,муртса,vaevalt
803,sehr::ADV,туж,väga
804,sehr::ADV,лекос,väga
805,so::ADV,озьы,nii
806,so::ADV,тазьы,nii
807,noch::ADV,на,veel
808,nur::ADV,гинэ,ainult
809,schon::ADV,ни,juba
810,schon::ADV,ини,juba
811,wieder::ADV,нош,jälle
812,wieder::ADV,кайта,jälle
813,vergebens::ADV,юнме,asjata
