,Concept_ID,kn,sv
129,Blume::N,ಸುಮ,blomster
130,Gras::N,ಹುಲ್ಲು,gräs
131,Wurzel::N,ಬೇರು,rot
132,Baum::N,ಮರ,träd
133,Stamm::N,ಕಾಂಡ,stam
134,Rinde::N,ತೂಗಟಿ,bark
135,Ast::N,ಶಾಖೆ,gren
136,Zweig::N,ರೆಂಬೆ,kvist
137,Blatt::N,ಎಲೆ,löv
138,Blatt::N,ಎಲೆ,blad
139,Birke::N,ಬರ್ಚ್ ಮರ,björk
140,Kiefer[Baum]::N,ದೇವದಾರು ಮರ,tall
141,Weide[Baum]::N,ವಿಲೋಮರ,pil
142,Weide[Baum]::N,ವಿಲೋಮರ,vide
143,Tanne::N,ಭದ್ರದಾರು,gran
144,Horn::N,ಕೊಂಬು,horn
145,Feder::N,ಪುಕ್ಕ,fjäder
146,Fell::N,ರೋಮ,fäll
147,Fell::N,ರೋಮ,skinn
148,Flügel::N,ರೆಕ್ಕೆ,vinge
149,Klaue::N,ಪಂಜ,klöv
150,Kralle::N,ಉಗುರು,klo
151,Schwanz::N,ಬಾಲ,svans
152,Schwanz::N,ಬಾಲ,stjärt
153,Ei::N,ಮೊಟ್ಟೆ,ägg
154,Nest::N,ಗೂಡು,rede
155,Nest::N,ಗೂಡು,näste
156,Bau::N,ಅಡಗುದಾಣ,bo
157,Tier::N,ಪ್ರಾಣಿ,djur
158,Herde::N,ಗುಂಪು,flock
159,Kuh::N,ಹಸು,ko
160,Bulle::N,ಗೂಳಿ,tjur
161,Pferd::N,ಕುದುರೆ,häst
162,Schaf::N,ಕುರಿ,får
163,Schwein::N,ಹಂದಿ,svin
164,Hund::N,ನಾಯಿ,hund
165,Katze::N,ಬೆಕ್ಕು,katt
166,Bär::N,ಕರಡಿ,björn
167,Eichhörnchen::N,ಉಡುತೆ,ekorre
168,Elch::N,ಕಡವೆ,älg
169,Fuchs::N,ನರಿ,räv
170,Hase::N,ಮೊಲ,hare
171,Maus::N,ಇಲಿ,mus
172,Wolf::N,ತೋಳ,varg
173,Vogel::N,ಪಕ್ಷಿ,fågel
174,Schwarm::N,ಗುಂಪು,svärm
175,Huhn::N,ಚಿಕ್,höns
176,Hahn::N,ಹುಂಜ,tupp
177,Gans::N,ವರಟೆ,gås
178,Adler::N,ಗರುಡ,örn
179,Ente::N,ಬಾತು,anka
180,Eule::N,ಗೂಬೆ,uggla
181,Kranich::N,ಕೊಕ್ಕರ,trana
182,Krähe::N,ಕಾಗೆ,kråka
183,Kuckuck::N,ಕೋಗಿಲೆ,gök
184,Schwan::N,ಹಂಸಪಕ್ಷಿ,svan
185,Fisch::N,ಮೀನು,fisk
186,Barsch::N,ಪರ್ಚ್ ಮೀನು,abborre
187,Hecht::N,ಪೈಕ್ ಮೀನು,gädda
188,Schlange[Tier]::N,ಹಾವು,orm
189,Wurm::N,ಹುಳು,mask
190,Spinne::N,ಊರ್ಣನಾಭ,spindel
191,Ameise::N,ಇರುವೆ,myra
192,Laus::N,ಹೇನು,lus
193,Mücke::N,ಸೊಳ್ಳೆ,mygga
194,Fliege::N,ನೊಣ,fluga
195,Schmetterling::N,ಪತಂಗ,fjäril
196,Beere::N,ನಯವಣ್ಣು,bär
197,Apfel::N,ಸೇಬು,äpple
198,Pilz::N,ಅಣಬೆ,svamp
199,Zwiebel::N,ನೀರುಳ್ಳಿ,lök
200,Saat::N,ಬಿತ್ತ,sådd
201,Korn::N,ಬೀಜ,korn
202,Heu::N,ಕರಡ,hö
203,Schale::N,ಹೊಟ್ಟು,skal
204,Grube::N,ಗುಂಡಿ,grop
205,Falle::N,ಬೋನು,fälla
206,Schlinge::N,ಉರುಲು,snara
207,Spur::N,ಜಾಡು,spår
208,Asche::N,ಬೂದಿ,aska
209,Dreck::N,ಹೊಲಸು,lort
210,Eisen::N,ಕಬ್ಬಿಣ,järn
211,Gold::N,ಚಿನ್ನ,guld
212,Silber::N,ಬೆಳ್ಳಿ,silver
213,Kohle::N,ಕಲ್ಲಿದ್ದಲು,kol
214,Glas::N,ಗಾಜು,glas
215,Lehm::N,ಜೇಡಿಮಣ್ಣು,lera
216,Sand::N,ಮರಳು,sand
217,Mensch::N,ಪುರುಷ,människa
218,Mann::N,ಆಳು,man
219,Frau::N,ಹೆಣ್ಣು,kvinna
220,Kind::N,ಮಗು,barn
221,Junge::N,ಹುಡುಗ,pojke
222,Mädchen::N,ಹುಡುಗಿ,flicka
223,Familie::N,ಕುಟುಂಬ,familj
224,Großvater::N,ಅಜ್ಜ,morfar
225,Großmutter::N,ಅಮ್ಮ,farmor
226,Eltern::N,ಹೆತ್ತವರು,föräldrar
227,Vater::N,ತಂದೆ,far
228,Mutter::N,ಅಮ್ಮ,mor
229,Sohn::N,ಮಗ ,son
230,Tochter::N,ಮಗಳು,dotter
231,Bruder::N,ತಮ್ಮ,bror
232,Schwester::N,ತಂಗಿ,syster
233,Onkel::N,ಸೋದರಮಾವ,morbror
234,Onkel::N,ದೊಡ್ಡಪ್ಪ,morbror
235,Tante::N,ಚಿಕ್ಕಮ್ಮ,tant
236,Ehemann::N,ಗಂಡ,äkta man
237,Ehefrau::N,ಹೆಂಡತಿ,hustru
238,Freude::N,ನಲಿವು,fröjd
239,Freude::N,ನಲಿವು,glädje
240,Gelächter::N,ನಗೆ,åtlöje
241,Glück::N,ಆನಂದ,lycka
242,Kummer::N,ದುಃಖ,sorg
243,Wunsch::N,ಬಯಕೆ,önskan
244,Lust::N,ಇಷ್ಟ,lust
245,Geist::N,ಆತ್ಮ,ande
246,Gedanke::N,ಯೋಚನೆ,tanke
247,Gedächtnis::N,ಸ್ಮರಣೆ,minne
248,Verstand::N,ಮನಸ್ಸು,förstånd
249,Sinn::N,ಅರ್ಥ,mening
250,Sinn::N,ಅರ್ಥ,betydelse
251,Grund::N,ಕಾರಣ,skäl
252,Grund::N,ಕಾರಣ,grund
253,Wahrheit::N,ಸತ್ಯ,sanning
254,Gespräch::N,ಸಂಭಾಷಣೆ,samtal
255,Märchen::N,ಸುಳ್ಳು ಕಥೆ,saga
256,Erzählung::N,ಕಥೆ,berättelse
257,Nachricht::N,ಸಂದೇಶ,meddelande
258,Neuigkeit::N,ಸುದ್ದಿ,nyhet
259,Name::N,ಹೆಸರು,namn
260,Rätsel::N,ಒಗಟು,gåta
261,Rede::N,ಮಾತು,tal
262,Sprache::N,ಭಾಷೆ,språk
263,Stimme::N,ಧ್ವನಿ,stämma
264,Wort::N,ಮಾತು,ord
265,Zeichen::N,ಗುರುತು,tecken
266,Ruf::N,ಕೂಗು,rop
267,Lärm::N,ಸದ್ದು,bråk
268,Lärm::N,ಸದ್ದು,oväsen
269,Laut::N,ಶಬ್ದ,ljud
270,Ton::N,ನಾದ,ton
271,Lied::N,ಗಾನ,sång
272,Ruhe::N,ಶಾಂತಿ,ro
273,Ruhe::N,ಶಾಂತಿ,lugn
274,Leute::N,ಮಂದಿ,folk
275,Volk::N,ಜನಾಂಗ,folk
276,Arbeit::N,ಕೆಲಸ,arbete
277,Gast::N,ಅತಿಥಿ,gäst
278,Geschenk::N,ಕಾಣಿಕೆ,gåva
279,Geschenk::N,ಕಾಣಿಕೆ,present
280,Spiel::N,ಆಟ,lek
281,Spiel::N,ಆಟ,spel
282,Gesellschaft::N,ಸಂಗ,sällskap
283,Hilfe::N,ಸಹಾಯ,hjälp
284,Freund::N,ಸ್ನೇಹಿತ,vän
285,Kamerad::N,ಜೊತೆಗಾರ,kamrat
286,Angelegenheit::N,ವಿಚಾರ,ärende
287,Angelegenheit::N,ವಿಚಾರ,angelägenhet
288,Anzahl::N,ಎಣಿಕೆ,antal
289,Art::N,ತರ,art
290,Art::N,ತರ,slag
291,Stück::N,ತುಂಡು,stycke
292,Teil::N,ಭಾಗ,del
293,Hälfte::N,ಅರ್ಧ,halva
294,Kreis::N,ವೃತ್ತ,krets
295,Kreis::N,ವೃತ್ತ,cirkel
296,Kreuz::N,ಶಿಲುಬೆ,kors
297,Kreuz::N,ಶಿಲುಬೆ,kryss
298,Linie::N,ರೀಖೆ,linje
299,Strich::N,ಗೀಟು,streck
300,Abstand::N,ಅಂತರ,avstånd
301,Entfernung::N,ದೂರ,avstånd
302,Gegend::N,ವಿಸ್ತೀರ್ಣ,trakt
303,Platz::N,ಅಂತರ,plats
304,Ort::N,ಸ್ಥಳ,plats
305,Ort::N,ಸ್ಥಳ,ställe
306,Seite::N,ಪಕ್ಷ,sida
307,Mitte::N,ನಡು,mitt
308,Gegenstand::N,ವಸ್ತು,föremål
309,Sache::N,ವಸ್ತು,sak
310,Rand::N,ಅಂಚು,rand
311,Kante::N,ಅಂಚು,kant
312,Ecke::N,ಮೂಲೆ,vrå
313,Ecke::N,ಮೂಲೆ,hörn
314,Spitze::N,ತುದಿ,spets
315,Ende::N,ಕೊನೆ,ända
316,Loch::N,ತೂತು,hål
317,Winkel::N,ಕೋನ,vinkel
318,Muster::N,ನಮೂನೆ,mönster
319,Größe::N,ಪ್ರಮಾಣ,storlek
320,Länge::N,ಉದ್ದ,längd
321,Höhe::N,ಎತ್ತರ,höjd
322,Gewicht::N,ತೂಕ,tyngd
323,Menge::N,ಮೊತ್ತ,mängd
324,Haufen::N,ರಾಶಿ,hög
325,Reihe::N,ಸಾಲು,rad
326,Boot::N,ದೋಣಿ,båt
327,Ruder::N,ಹುಟ್ಟು,åra
328,Schlitten::N,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ,släde
329,Ski::N,ಜಾರುಪಟ್ಟಿ,skida
330,Lagerfeuer::N,ಶಿಬಿರಾಗ್ನಿ,lägereld
331,Last::N,ಹೊರೆ,last
332,Last::N,ಹೊರೆ,börda
333,Gang::N,ತಿರುಗಾಟ,gång
334,Schritt::N,ಹೆಜ್ಜೆ,steg
335,Norden::N,ಉತ್ತರ,norr
336,Süden::N,ದಕ್ಷಿಣ,söder
337,Westen::N,ಪಶ್ಚಿಮ,väster
338,Osten::N,ಮೂಡಲು,öster
339,Holz::N,ಚೌಬೀನೆ,trä
340,Brett::N,ಹಲಗೆ,bräda
341,Platte::N,ಹಲಗೆ,platta
342,Stütze::N,ಆಸರೆ,stöd
343,Stütze::N,ಆಸರೆ,stötta
344,Stange::N,ಕಂಬ,stång
345,Stock::N,ಕೋಲು,käpp
346,Stock::N,ಕೋಲು,pinne
347,Stab::N,ದೊಣ್ಣೆ,stav
348,Rohr::N,ನಳಿಕೆ,rör
349,Haus::N,ಮನೆ,hus
350,Heim::N,ಗೃಹ,hem
351,Ofen::N,ಒಲೆ,ugn
352,Fußboden::N,ನೆಲ,golv
353,Tisch::N,ಮೇಜು,bord
354,Stuhl::N,ಕುರ್ಚಿ,stol
355,Wiege::N,ತೊಟ್ಟಿಲು,vagga
356,Bett::N,ಹಾಸಿಗೆ,säng
357,Regal::N,ಬೀರು,hylla
358,Kiste::N,ಪಟ್ಟಿಗೆ,låda
359,Fenster::N,ಕಿಟಕಿ,fönster
360,Tür::N,ಬಾಗಿಲು,dörr
361,Tor::N,ಹೆಬ್ಬಾಗಿಲು,port
362,Zaun::N,ಬೇಲಿ,staket
363,Zaun::N,ಬೇಲಿ,stängsel
364,Dach::N,ಮಾಳಿಗೆ,tak
365,Leiter::N,ಏಣಿ,stege
366,Besen::N,ಪೊರಕೆ,kvast
367,Spaten::N,ಗುದ್ದಲಿ,spade
368,Schaufel::N,ಸನಿಕೆ,skovel
369,Schaufel::N,ಸನಿಕೆ,skyffel
370,Gabel::N,ಕವಲು,gaffel
371,Löffel::N,ಚಮಚ,sked
372,Messer::N,ಚಾಕು,kniv
373,Nagel::N,ಆಣಿ,spik
374,Netz::N,ಬಲೆ,nät
375,Haken::N,ಕೊಂಡಿ,krok
376,Griff::N,ಹಿಡಿ,tag
377,Griff::N,ಹಿಡಿ,handtag
378,Schloss::N,ವೀಗ,las
379,Bild::N,ಚಿತ್ರ,bild
380,Figur::N,ಆಕಾರ,figur
381,Puppe::N,ಗೊಂಬೆ,docka
382,Beutel::N,ಸಂಚಿ,påse
383,Bündel::N,ಕಟ್ಟು,bunt
384,Bündel::N,ಕಟ್ಟು,knippa
385,Tasche::N,ಚೀಲ,väska
386,Eimer::N,ಬಾನೆ,hink
387,Eimer::N,ಬಾನೆ,ämbar
388,Deckel::N,ಮುಚ್ಚಳ,lock
389,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,servis
390,Geschirr::N,ಭಕ್ಷ್ಯಗಳು,porslin
391,Sack::N,ಮೂಟೆ,säck
392,Tasse::N,ಬಟ್ಟಲು,kopp
393,Topf::N,ಮಡಕೆ,gryta
394,Topf::N,ಮಡಕೆ,kastrull
395,Kessel::N,ಕೆಟಲ್,kittel
396,Essen::N,ಊಟ,mål
397,Nahrung::N,ಆಹಾರ,näring
398,Speise::N,ಊಟ,maträtt
399,Fleisch::N,ಮಾಂಸ,kött
400,Getreide::N,ಧಾನ್ಯ,säd
401,Getreide::N,ಧಾನ್ಯ,spannmål
402,Brei::N,ಗಂಜಿ,gröt
403,Brot::N,ರೊಟ್ಟಿ,bröd
404,Scheibe::N,ಹೋಳು,skiva
405,Fett::N,ಕೊಬ್ಬು,fett
406,Butter::N,ಬೆಣ್ಣೆ,smör
407,Öl::N,ಎಣ್ಣೆ,olja
408,Salz::N,ಉಪ್ಪು,salt
409,Suppe::N,ಎಸರು,soppa
410,Honig::N,ಮಧು,honung
411,Milch::N,ಹಾಲು,mjölk
412,Tee::N,ಚಹ,te
413,Leder::N,ಚಕ್ಕಳ,läder
414,Wolle::N,ಉಣ್ಣೆ,ull
415,Wolle::N,ಉಣ್ಣೆ,ylle
416,Stoff::N,ಬಟ್ಟೆ,tyg
417,Stoff::N,ಬಟ್ಟೆ,stoff
418,Nadel::N,ಸೂಜಿ,nål
419,Faden::N,ದಾರ,tråd
420,Knopf::N,ಗುಂಡು,knapp
421,Knoten::N,ಗಂಟು,knut
422,Farbe::N,ಬಣ್ಣ,färg
423,Kleidung::N,ಅರಿವೆ,klädsel
424,Hemd::N,ಅಂಗಿ,skjorta
425,Kragen::N,ಕುತ್ತಿಗೆಪಟ್ಟಿ,krage
426,Ärmel::N,ತೋಳು,ärm
427,Hose::N,ಇಜಾರ,byxor
428,Gürtel::N,ಬೆಲ್ಟು,bälte
429,Mütze::N,ಟೋಪಿ,mössa
430,Schuh::N,ಪಾದರಕ್ಷೆ,sko
431,Stiefel::N,ಬೂಟು,stövel
432,Ring::N,ಉಂಗುರ,ring
433,Band::N,ರಿಬ್ಬನ್,band
434,Kamm::N,ಹಣಿಗೆ,kam
435,Spiegel::N,ಕನ್ನಡಿ,spegel
436,Riemen::N,ಬಾರು,rem
437,Schnur::N,ಹುರಿ,snöre
438,Leine::N,ಹಗ್ಗ,lina
439,Decke::N,ಕಂಬಳಿ,täcke
440,Kissen::N,ದಿಂಬು,dyna
441,Kissen::N,ದಿಂಬು,kudde
442,Tuch::N,ಕೊರಳ ಬಟ್ಟೆ,sjal
443,Handtuch::N,ಚೌಕ,handduk
444,Kraft::N,ಬಲ,kraft
445,Stärke::N,ಶಕ್ತಿ,styrka
446,Gesundheit::N,ಆರೋಗ್ಯ,hälsa
447,Krankheit::N,ರೋಗ,sjukdom
448,Schmerz::N,ನೋವು,smärta
449,Wunde::N,ಗಾಯ,sår
450,Fieber::N,ಜ್ವರ,feber
451,Arznei::N,ಔಷಧ,medicin
452,Arznei::N,ಔಷಧ,läkemedel
453,Brücke::N,ಸೇತುವೆ,bro
454,Brunnen::N,ಬಾವಿ,brunn
455,Weide::N,ಗೋಮಾಳ,bete
456,Pfad::N,ದಾರಿ,stig
457,Weg::N,ಹಾದಿ,väg
458,Straße::N,ರಸ್ತೆ,gata
459,Dorf::N,ಹಳ್ಳಿ,by
460,Stadt::N,ಪಟ್ಟಣ,stad
461,Brief::N,ಕಾಗದ,brev
462,Buch::N,ಪುಸ್ತಕ,bok
463,Buchstabe::N,ಅಕ್ಷರ,bokstav
464,Zeitung::N,ವಾರ್ತಾಪತ್ರಿಕೆ,tidning
465,Leben::N,ಜೀವನ,liv
466,Tod::N,ಮರಣ,död
467,Grab::N,ಗೋರಿ,grav
468,Kirche::N,ಚರ್ಚು,kyrka
469,Sünde::N,ಪಾಪ,synd
470,Gott::N,ದೇವರು,gud
471,Arbeiter::N,ಕೆಲಸಗಾರ,arbetare
472,Chef::N,ದಣಿ,chef
473,Meister::N,ಶಿಕ್ಷಕ,mästare
474,Arzt::N,ವೈದ್ಯ,läkare
475,Lehrer::N,ಉಪಾಧ್ಯಾಯ,lärare
476,Geld::N,ಹಣ,pengar
477,Geschäft::N,ವಾಣಿಜ್ಯ,rörelse
478,Laden::N,ಅಂಗಡಿ,affär
479,Preis::N,ಬೆಲೆ,pris
480,Ware::N,ಸರಕು,vara
481,Nutzen::N,ಲಾಭ,gagn
482,Nutzen::N,ಲಾಭ,nytta
483,Reichtum::N,ಸಂಪತ್ತು,rikedom
484,Welt::N,ಭೂಲೋಕ,värld
485,Land::N,ದೇಶ,land
486,Staat::N,ರಾಜ್ಯ,stat
487,König::N,ರಾಜ,kung
488,König::N,ರಾಜ,konung
489,Macht::N,ಅಧಿಕಾರ,makt
490,Grenze::N,ಗಡಿ,gräns
491,Krieg::N,ಯುದ್ಧ,krig
492,Feind::N,ಶತ್ರು,fiende
493,Gewalt::N,ಹಿಂಸೆ,våld
494,Kampf::N,ಹೋರಾಟ,kamp
495,Kampf::N,ಹೋರಾಟ,strid
496,Bogen[Waffe]::N,ಬಿಲ್ಲು,båge
497,Pfeil::N,ಅಂಬು,pil
498,Gewehr::N,ಬಂದೂಕು,gevär
499,Fehler::N,ತಪ್ಪು,fel
500,Lüge::N,ಸುಳ್ಳು,lögn
501,Schaden::N,ಹಾನಿ,skada
502,Unglück::N,ಅಪಾಯ,otur
503,Unglück::N,ಅಪಾಯ,olycka
504,Schuld::N,ದೋಷ,skuld
505,Alter::N,ಮುಪ್ಪು,ålder
506,Schluss::N,ಮುಕ್ತಾಯ,slut
507,Zeit::N,ಕಾಲ,tid
508,Tag::N,ದಿನ,dag
509,Morgen::N,ಮುಂಜಾನೆ,morgon
510,Mittag::N,ನಡುಹಗಲು,middag
511,Abend::N,ಸಂಜೆ,kväll
512,Nacht::N,ರಾತ್ರಿ,natt
513,Woche::N,ವಾರ,vecka
514,Monat::N,ತಿಂಗಳು,månad
515,Jahr::N,ಸಂವತ್ಸರ,år
516,Frühling::N,ವಸಂತ,vår
517,Sommer::N,ಬಿಸಿಲುಕಾಲ,sommar
518,Herbst::N,ಶರತ್ಕಾಲ,höst
519,Winter::N,ಚಳಿಗಾಲ,vinter
520,Januar::N,ನಾಲ್ಚಳಿ,januari
521,Februar::N,ಅಯ್ಚಳಿ,februari
522,März::N,ಮೊಬ್ಬೇಸಿಗೆ,mars
523,April::N,ಇಬ್ಬೇಸಿಗೆ,april
524,Mai::N,ಮುಬ್ಬೇಸಿಗೆ,maj
525,Juni::N,ಮೊಮ್ಮಳೆ,juni
526,Juli::N,ಇಮ್ಮಳೆ,juli
527,August::N,ಮುಮ್ಮಳೆ,augusti
528,September::N,ನಾಲ್ಮಳೆ,september
529,Oktober::N,ಮೊಚ್ಚಳಿ,oktober
530,November::N,ಇಚ್ಚಳಿ,november
531,Dezember::N,ಮುಚ್ಚಳಿ,december
532,Montag::N,ಸೋಮುವಾರ,måndag
533,Dienstag::N,ಮಂಗಳವಾರ,tisdag
534,Mittwoch::N,ಬುಧವಾರ,onsdag
535,Donnerstag::N,ಗುರುವಾರ,torsdag
536,Freitag::N,ಶುಕ್ರವಾರ,fredag
537,Samstag::N,ಶನಿವಾರ,lördag
538,Sonntag::N,ಭಾನುವಾರ,söndag
539,groß::A,ದೊಡ್ಡ,stor
540,klein::A,ಪುಟ್ಟ,liten
541,lang::A,ದೀರ್ಘ,lång
542,kurz::A,ಚಕ್ಕ,kort
543,breit::A,ಅಗಲವಾದ,bred
544,schmal::A,ಇಕ್ಕಟ್ಟಾದ,smal
545,dicht::A,ದಟ್ಟ,tät
546,dick[Gegenstand]::A,ದಟ್ಟ,tjock
547,dünn::A,ತೆಳು,tunn
548,fein::A,ಕೋಮಲ,fin
549,fest::A,ಘನ,fast
550,flach::A,ಚಪ್ಪಟೆ,platt
551,glatt::A,ನಯ,glatt
552,hart::A,ಗಟ್ಟಿ,hård
553,weich::A,ಮೃದುವಾದ,mjuk
554,rund::A,ವರ್ತುಳ,rund
555,spitz::A,ಮೊನಚಾದ,toppig
556,spitz::A,ಮೊನಚಾದ,spetsig
557,scharf::A,ತೀಕ್ಷ್ಣ,vass
558,scharf::A,ತೀಕ್ಷ್ಣ,skarp
559,stumpf::A,ಮೊಂಡು,slö
560,schwer::A,ಭಾರಿ,tung
561,schön::A,ಸುಂದರ,skön
562,schön::A,ಸುಂದರ,vacker
563,heiß::A,ಬಿಸಿ,het
564,warm::A,ಬಿಸಿ,varm
565,kalt::A,ತಣ್ಣನೆಯ,kall
566,kühl::A,ತಂಪಾದ,sval
567,kühl::A,ತಂಪಾದ,kylig
568,frisch::A,ನಿರ್ಮಲ,färsk
569,feucht::A,ಒದ್ದೆಯಾದ,fuktig
570,nass::A,ಒದ್ದೆಯಾದ,våt
571,trocken::A,ಶುಷ್ಕ,torr
572,voll::A,ತುಂಬಿದ,full
573,leer::A,ಖಾಲಿ,tom
574,offen::A,ಮುಚ್ಚಲ್ಲದ,öppen
575,geschlossen::A,ಮುಚ್ಚಿದ,stängd
576,sauber::A,ಶುದ್ಧ,ren
577,schmutzig::A,ಅಶುದ್ಧ,snuskig
578,roh::A,ಹಸಿ,rå
579,reif::A,ಹಣ್ಣಾದ,mogen
580,lecker::A,ಗುಚಿಕರ,läcker
581,süß::A,ಸಿಹಿ,söt
582,bitter::A,ಕಹಿ,besk
