,Concept_ID,kn,sv
1132,sagen::V,ಹೇಳು,säga
1133,sprechen::V,ನುಡಿ,tala
1134,reden::V,ನುಡಿ,tala
1135,reden::V,ನುಡಿ,prata
1136,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,prata
1137,fragen::V,ವಿಚಾರಿಸು,fråga
1138,fragen::V,ವಿಚಾರಿಸು,spörja
1139,bitten::V,ಬೇಡು,be
1140,erzählen::V,ಹೇಳು,berätta
1141,mitteilen::V,ತಿಳಿಸು,meddela
1142,nennen::V,ಹೆಸರಿಡು,kalla
1143,rufen::V,ಕರೆ,ropa
1144,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,pråla
1145,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,skryta
1146,übersetzen::V,ಭಾಷಾಂತರಿಸು,tolka
1147,übersetzen::V,ಭಾಷಾಂತರಿಸು,översätta
1148,denken::V,ಯೋಚಿಸು,tänka
1149,glauben::V,ನಂಬು,tro
1150,bemerken::V,ಗಮನಿಸು,uppmärksamma
1151,bemerken::V,ಗಮನಿಸು,lägga märke till
1152,erkennen::V,ಗುರುತುಹಿಡಿ,känna igen
1153,begreifen::V,ಗ್ರಹಿಸು,begripa
1154,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,förstå
1155,lernen::V,ಕಲಿ,lära sig
1156,wissen::V,ಅರಿ,veta
1157,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,minnas
1158,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,komma ihåg
1159,vergessen::V,ಮರೆತುವಿಡು,glömma
1160,messen::V,ಅಳೆ,mäta
1161,zählen::V,ಗಣಿಸು,räkna
1162,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,räkna
1163,lesen::V,ಓದು,läsa
1164,malen::V,ಬಿಡಿಸು,måla
1165,zeichnen::V,ಬಿಡಿಸು,teckna
1166,schreiben::V,ಬರೆ,skriva
1167,besitzen::V,ಒಡೆಯನಾಗಿರು,äga
1168,besitzen::V,ಒಡೆಯನಾಗಿರು,besitta
1169,kaufen::V,ಕೊಳ್ಳು,köpa
1170,verkaufen::V,ಕೊಡು,sälja
1171,bezahlen::V,ಬೆಲೆತೆರು,betala
1172,zahlen::V,ಹಣವನ್ನುಕೊಡು,betala
1173,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,behärska
1174,ertragen::V,ಸಹಿಸು,tåla
1175,ertragen::V,ಸಹಿಸು,uthärda
