,Concept_ID,ko,cy
73,Funke::N,불티,gwreichioni
74,Feuer::N,불,tân
75,Licht::N,불,golau
76,Schatten::N,어스레함,cysgod
77,Wetter::N,기상,tywydd
78,Nebel::N,안개,niwl
79,Wolke::N,구름,cwmwl
80,Regen::N,비,glaw
81,Schnee::N,눈,ôd
82,Schnee::N,눈,eira
83,Eis::N,얼음,iâ
84,Frost::N,혹한,rhew
85,Kälte::N,추위,oerni
86,Kälte::N,추위,annwyd
87,Kälte::N,차가움,oerni
88,Kälte::N,차가움,annwyd
89,Hitze::N,고온,gwres
90,Hitze::N,더위,gwres
91,Regenbogen::N,무지개,enfys
92,Donner::N,뇌명,tyrfau
93,Strömung::N,유동,cerrynt
94,Tropfen::N,물방울,dafn
95,Tropfen::N,물방울,diferyn
96,Schaum::N,포말,ewyn
97,Schmutz::N,때,baw
98,Schmutz::N,때,budreddi
99,See::N,호수,llyn
100,Sumpf::N,습지,cors
101,Moor::N,저습지,rhos
102,Wiese::N,목초지,dôl
103,Wald::N,숲,coedwig
104,Hügel::N,언덕,bryn
105,Anhöhe::N,언덕,bryn
106,Berg::N,산,mynydd
107,Gipfel::N,졀졍,copa
108,Höhle::N,공동,ogof
109,Abhang::N,몰매,llethr
110,Quelle::N,근원,tarddiad
111,Quelle::N,근원,ffynhonnell
112,Bach::N,내,nant
113,Bach::N,내,afonig
114,Bach::N,내,cornant
115,Fluss::N,강,afon
116,Ufer::N,강변,glan
117,Ufer::N,바닷가,glan
118,Küste::N,해변,traeth
119,Küste::N,해변,arfordir
120,Küste::N,해변가,traeth
121,Küste::N,해변가,arfordir
122,Festland::N,본토,tir
123,Meer::N,바다,môr
124,Bucht::N,협만,bae
125,Insel::N,섬,ynys
126,Blume::N,꽃,blodyn
127,Gras::N,풀,glaswellt
128,Wurzel::N,뿌리,gwreiddyn
129,Baum::N,나무,coeden
130,Stamm::N,대,colfen
131,Stamm::N,대,boncyff
132,Rinde::N,나무껍질,rhisgl
133,Ast::N,가지,cangen
134,Zweig::N,가지,cainc
135,Zweig::N,가지,cangen
136,Blatt::N,잎,deilen
137,Birke::N,자작나무,bedwen
138,Kiefer[Baum]::N,소나무,pinwydden
139,Weide[Baum]::N,쉬양버들,helygen
140,Tanne::N,전나무,ffynidwydden
141,Horn::N,뿔,corn
142,Feder::N,깃털,plufyn
143,Fell::N,피혁모피,ffwr
144,Flügel::N,날개,adain
145,Klaue::N,갈고리 발톺,crafanc
146,Kralle::N,발툭,ewin
147,Schwanz::N,꼬리,cwt
148,Schwanz::N,꼬리,cynffon
149,Ei::N,알,wy
150,Nest::N,보금자리,nyth
151,Bau::N,굴,ffau
152,Tier::N,짐승,anifail
153,Herde::N,가축의떼,praidd
154,Herde::N,가축의떼,diadell
155,Kuh::N,암소,buwch
156,Bulle::N,황소,tarw
157,Pferd::N,말,ceffyl
158,Schaf::N,양,dafad
159,Schwein::N,돼지,mochyn
160,Hund::N,개,ci
161,Katze::N,고양이,cath
162,Bär::N,콤,arth
163,Eichhörnchen::N,다람쥐,gwiwer
164,Elch::N,고라니,elc
165,Fuchs::N,여우,cadno
166,Hase::N,토끼,ysgyfarnog
167,Maus::N,쥐,llygoden
168,Wolf::N,늑대,blaidd
169,Vogel::N,새,aderyn
170,Schwarm::N,뗴,haid
171,Huhn::N,암탉,cyw
172,Hahn::N,수탉,ceiliog
173,Gans::N,거위,gŵydd
174,Adler::N,수리,eryr
175,Ente::N,오리,hwyad
176,Eule::N,부엉이,tylluan
177,Kranich::N,두루미,garan
178,Kranich::N,두루미,crychydd
179,Krähe::N,까마귀,brân
180,Kuckuck::N,뻐꾸기,cog
181,Kuckuck::N,뻐꾸기,cwcw
182,Schwan::N,배조,alarch
183,Fisch::N,물고기,pysgod
184,Barsch::N,농어,draenog
185,Hecht::N,에속스,penhwyad
186,Schlange[Tier]::N,뱀,neidr
187,Wurm::N,벌레,abwydyn
188,Wurm::N,벌레,pryf genwair
189,Spinne::N,거미,cor
190,Spinne::N,거미,pryf copyn
191,Ameise::N,개미,morgrugyn
192,Laus::N,이,lleuen
193,Mücke::N,모기,gwybedyn
194,Fliege::N,날기,cleren
195,Schmetterling::N,나비,glöyn byw
196,Schmetterling::N,나비,iâr fach yr haf
197,Beere::N,장과,aeronen
198,Apfel::N,사과,afal
199,Pilz::N,고방이,madarch
200,Zwiebel::N,양파,nionyn
201,Zwiebel::N,양파,winwnsyn
202,Saat::N,씨,had
203,Korn::N,알맹이,grawn
204,Heu::N,건초,gwair
205,Schale::N,피상,croen
206,Schale::N,피상,plisgyn
207,Falle::N,함정,magl
208,Schlinge::N,올가미,cwlwm rhedeg
209,Schlinge::N,멜빵붕대,cwlwm rhedeg
210,Spur::N,발지국,ôl
211,Asche::N,재,lludw
212,Dreck::N,똥,baw
213,Dreck::N,똥,budreddi
214,Dreck::N,오물,baw
215,Dreck::N,오물,budreddi
216,Eisen::N,쇠,haearn
217,Eisen::N,철,haearn
218,Gold::N,항금,aur
219,Silber::N,은,arian
220,Kohle::N,슻,glo
221,Glas::N,유리,gwydr
222,Lehm::N,찰흙,clai
223,Sand::N,모래,tywod
224,Mensch::N,사람,dyn
225,Mann::N,남자,dyn
226,Frau::N,여자,merch
227,Frau::N,여자,gwraig
228,Kind::N,아이,plentyn
229,Junge::N,소녁,hogyn
230,Junge::N,소녁,bachgen
231,Mädchen::N,소녀,merch
232,Mädchen::N,소녀,geneth
233,Familie::N,가족,teulu
234,Familie::N,가족,tylwyth
235,Großvater::N,할아버지,taid
236,Großvater::N,할아버지,tad-cu
237,Großmutter::N,할머니,nain
238,Großmutter::N,할머니,mam-gu
239,Eltern::N,어버오,rhieni
240,Vater::N,아버지,tad
241,Mutter::N,어머니,mam
242,Sohn::N,아들,mab
243,Tochter::N,딸기,merch
244,Bruder::N,형제,brawd
245,Schwester::N,누이,chwaer
246,Onkel::N,백부,ewythr
247,Tante::N,아주머니,modryb
248,Ehemann::N,남편,gŵr
249,Ehefrau::N,아내,gwraig
250,Freude::N,기쁨,gorfoledd
251,Gelächter::N,웃음,chwerthin
252,Glück::N,즐거움,hapusrwydd
253,Kummer::N,슬픔,galar
254,Wunsch::N,소망,dymuniad
255,Geist::N,할기,ysbryd
256,Gedanke::N,상념,meddwl
257,Gedächtnis::N,기억,cof
258,Verstand::N,분별,meddwl
259,Verstand::N,지능,meddwl
260,Sinn::N,센스,ystyr
261,Grund::N,까닭,achos
262,Grund::N,까닭,rheswm
263,Wahrheit::N,참,gwir
264,Wahrheit::N,참,gwirionedd
265,Wahrheit::N,진실,gwir
266,Wahrheit::N,진실,gwirionedd
267,Gespräch::N,대화,sgwrs
268,Märchen::N,동화,chwedl werin
269,Erzählung::N,이야기,stori
270,Neuigkeit::N,뉴스,newydd
271,Name::N,이름,enw
272,Rätsel::N,수수께끼,pos
273,Rede::N,연설,araith
274,Sprache::N,말,iaith
275,Stimme::N,목소리,llais
276,Wort::N,낱말,gair
277,Zeichen::N,신호,arwydd
278,Ruf::N,부름,galwad
279,Lärm::N,소동,trwst
280,Laut::N,음성,sain
281,Ton::N,목소리,tôn
282,Lied::N,노래,cân
283,Ruhe::N,쉼,tawelwch
284,Leute::N,사람들,pobl
285,Volk::N,국중,pobl
286,Arbeit::N,근로,gwaith
287,Arbeit::N,너무,gwaith
288,Gast::N,손님,gwestai
289,Geschenk::N,행하,rhodd
290,Geschenk::N,행하,anrheg
291,Spiel::N,무리,chwarae
292,Gesellschaft::N,교제,cwmni
293,Hilfe::N,거들음,cymorth
294,Hilfe::N,보좌,cymorth
295,Freund::N,친구,cyfaill
296,Kamerad::N,동실자,cydymaith
297,Angelegenheit::N,용무,pwnc
298,Anzahl::N,어떤,cyfrif
299,Anzahl::N,수,cyfrif
300,Art::N,정류,bath
301,Stück::N,일부분,darn
302,Teil::N,몱,rhan
303,Teil::N,구훠,rhan
304,Hälfte::N,2분의,hanner
305,Kreis::N,고리,cylch
306,Kreuz::N,열십자,croes
307,Linie::N,선,llinell
308,Strich::N,스침,strôc
309,Strich::N,스침,trawiad
310,Abstand::N,거리,bwlch
311,Abstand::N,거리,pellter
312,Entfernung::N,거리,pellter
313,Gegend::N,곳,cylch
314,Gegend::N,부금,cylch
315,Platz::N,장소,lle
316,Ort::N,장소,lle
317,Seite::N,옆면,ochr
318,Mitte::N,궁간,canol
319,Gegenstand::N,항목,eitem
320,Sache::N,뭉에,peth
321,Rand::N,가,cwr
322,Rand::N,가,ymyl
323,Kante::N,귀퉁,min
324,Kante::N,귀퉁,ymyl
325,Ecke::N,구석,cornel
326,Spitze::N,끝,blaen
327,Spitze::N,참단,blaen
328,Ende::N,말당,pen
329,Loch::N,빙옷,twll
330,Winkel::N,각도,congl
331,Muster::N,본,patrwm
332,Muster::N,견복,patrwm
333,Größe::N,신장,maint
334,Größe::N,신장,maintioli
335,Länge::N,길이긺,hyd
336,Höhe::N,높이,uchder
337,Gewicht::N,추,pwysau
338,Menge::N,수양,swm
339,Menge::N,수양,maint
340,Haufen::N,퇴적,pentwr
341,Reihe::N,열,rhes
342,Boot::N,보트,cwch
343,Ruder::N,노,rhwyf
344,Schlitten::N,썰매,sled
345,Schlitten::N,썰매,car llusg
346,Ski::N,스키,sgi
347,Lagerfeuer::N,캠프의 모닥불,coelcerth
348,Last::N,무거운짐,llwyth
349,Gang::N,걸음,tro
350,Schritt::N,보조,cam
351,Norden::N,북쪽 ,gogledd
352,Süden::N,남쪽,de
353,Westen::N,서쪽,gorllewin
354,Osten::N,동쪽,dwyrain
355,Holz::N,목재,pren
356,Brett::N,마루널,bwrdd
357,Brett::N,마루널,astell
358,Platte::N,탤,llech
359,Platte::N,금속판,llech
360,Stütze::N,버팀목,ateg
361,Stütze::N,버팀목,cynhalydd
362,Stange::N,장대,polyn
363,Stock::N,막대기,ffon
364,Stock::N,막대기,brigyn
365,Stab::N,작대기,ffon
366,Rohr::N,갈대,pibell
367,Haus::N,집,tŷ
368,Heim::N,집,cartref
369,Ofen::N,아궁이,stof
370,Fußboden::N,마루,llawr
371,Tisch::N,탁자,bwrdd
372,Stuhl::N,의자,cadair
373,Wiege::N,발상지,crud
374,Bett::N,침대,gwely
375,Regal::N,서가,silff
376,Kiste::N,짐궤,bocs
377,Kiste::N,짐궤,blwch
378,Fenster::N,눔,ffenestr
379,Tür::N,문,drws
380,Tor::N,대문,porth
381,Zaun::N,담장,ffens
382,Dach::N,지붕,to
383,Leiter::N,사닥다리,ysgol
384,Besen::N,비,ysgub
385,Spaten::N,가래,rhaw
386,Schaufel::N,삽,rhaw
387,Gabel::N,갈래,fforc
388,Löffel::N,숟가락,llwy
389,Messer::N,나이프,cyllell
390,Nagel::N,발툽,hoel
391,Netz::N,그물,gwe
392,Netz::N,그물,rhwyd
393,Haken::N,갈고리,bach
394,Griff::N,움켜쥠,carn
395,Schloss::N,자물쇠,clo
396,Bild::N,그림,llun
397,Bild::N,그림,pictiwr
398,Figur::N,몸메,ffigur
399,Puppe::N,인형,dol
400,Beutel::N,클,cwd
401,Bündel::N,자근다발,bwndel
402,Bündel::N,자근다발,coflaid
403,Tasche::N,가방,cod
404,Eimer::N,동이,bwced
405,Eimer::N,동이,cunnog
406,Deckel::N,뚜껑,caead
407,Geschirr::N,식시,llestri
408,Sack::N,조갑,sach
409,Tasse::N,차잔,cwpan
410,Topf::N,단지,pot
411,Topf::N,단지,crochan
412,Kessel::N,주전자,tegell
413,Essen::N,먹기,pryd o fwyd
414,Nahrung::N,식료,bwyd
415,Speise::N,음식물,saig
416,Fleisch::N,고기,cig
417,Getreide::N,곡물,ŷd
418,Getreide::N,곡물,llafur
419,Brei::N,젤리,uwd
420,Brot::N,빵,bara
421,Scheibe::N,원반,tafell
422,Fett::N,기름,saim
423,Fett::N,기름,braster
424,Butter::N,버터,ymenyn
425,Öl::N,올리브유,olew
426,Salz::N,소금,halen
427,Suppe::N,국,cawl
428,Suppe::N,수프,cawl
429,Honig::N,감미,mêl
430,Milch::N,유즙,llaeth
431,Milch::N,유즙,llefrith
432,Tee::N,차,te
433,Leder::N,가죽,lledr
434,Wolle::N,양털,gwlân
435,Stoff::N,패료,lliain
436,Stoff::N,패료,brethyn
437,Nadel::N,바늘,nodwydd
438,Faden::N,콘실,edau
439,Faden::N,콘실,edefyn
440,Knopf::N,단추,botwm
441,Knoten::N,곁절,cwlwm
442,Farbe::N,색,paent
443,Kleidung::N,옷입기,dillad
444,Kleidung::N,옷입기,gwisgoedd
445,Hemd::N,속옷,crys
446,Kragen::N,깃,coler
447,Ärmel::N,소매,llawes
448,Hose::N,바지,trowsus
449,Gürtel::N,밴드,gwregys
450,Mütze::N,모자,cap
451,Schuh::N,구두,esgid
452,Stiefel::N,장화,botasen
453,Ring::N,고리,modrwy
454,Band::N,리본,rhuban
455,Kamm::N,빗,crib
456,Spiegel::N,거울,drych
457,Riemen::N,가죽끈,strap
458,Schnur::N,밧줄,llinyn
459,Leine::N,고삐줄,tennyn
460,Decke::N,이부자리,blanced
461,Decke::N,이부자리,gwrthban
462,Kissen::N,깔개,clustog
463,Kissen::N,깔개,gobennydd
464,Tuch::N,천,sgarff
465,Handtuch::N,수건,tywel
466,Handtuch::N,수건,lliain sychu
467,Kraft::N,세력,grym
468,Stärke::N,힘,nerth
469,Stärke::N,힘,cryfder
470,Gesundheit::N,위생,iechyd
471,Krankheit::N,병,afiechyd
472,Krankheit::N,병,anhwylder
473,Schmerz::N,아픔고통,poen
474,Schmerz::N,아픔고통,gwayw
475,Wunde::N,상처,clwyf
476,Fieber::N,열별,twymyn
477,Arznei::N,약,meddyginiaeth
478,Brücke::N,교량,pont
479,Brunnen::N,원천,ffynnon
480,Weide::N,목장,porfa
481,Pfad::N,좁은길,llwybr
482,Weg::N,길,ffordd
483,Straße::N,길,heol
484,Straße::N,길,ffordd
485,Dorf::N,촌,pentref
486,Dorf::N,촌락,pentref
487,Stadt::N,도시,tref
488,Brief::N,서한,llythyr
489,Buch::N,책,llyfr
490,Buchstabe::N,문자,llythyren
491,Zeitung::N,신문,papur newydd
492,Leben::N,삶,bywyd
493,Tod::N,죽음,marwolaeth
494,Grab::N,무덤,bedd
495,Kirche::N,교회,eglwys
496,Sünde::N,부정,pechod
497,Gott::N,하느님,duw
498,Arbeiter::N,일하는사람,gweithiwr
499,Chef::N,사장,pennaeth
500,Meister::N,명인,meistr
501,Meister::N,대가,meistr
502,Arzt::N,의사,meddyg
503,Lehrer::N,교사,athro
504,Geld::N,돈,pres
505,Geld::N,돈,arian
506,Geschäft::N,일,busnes
507,Laden::N,가게,siop
508,Preis::N,가격,pris
509,Ware::N,상품,nwydd
510,Nutzen::N,이익,elw
511,Nutzen::N,이익,budd
512,Reichtum::N,많음,cyfoeth
513,Welt::N,세상,byd
514,Land::N,지방,gwlad
515,Staat::N,국가,gwladwriaeth
516,König::N,국왕,brenin
517,Macht::N,힘,grym
518,Macht::N,힘,awdurdod
519,Grenze::N,국경,ffin
520,Grenze::N,국경,goror
521,Krieg::N,전쟁,rhyfel
522,Feind::N,적,gelyn
523,Gewalt::N,권력,ffyrnigrwydd
524,Kampf::N,전투,brwydr
525,Bogen[Waffe]::N,활,bwa
526,Pfeil::N,화살,saeth
527,Gewehr::N,무기,dryll
528,Fehler::N,오류,gwall
529,Fehler::N,오류,camgymeriad
530,Lüge::N,거짓말,celwydd
531,Lüge::N,거짓말,anwiredd
532,Schaden::N,손상,niwed
533,Schaden::N,손상,difrod
534,Unglück::N,불행,anffawd
535,Schuld::N,부채,bai
536,Alter::N,연령,oed
537,Schluss::N,마감,diwedd
538,Zeit::N,때,amser
539,Zeit::N,시간,amser
540,Tag::N,하루,dydd
541,Tag::N,하루,diwrnod
542,Morgen::N,이침,bore
543,Mittag::N,대낮,nawn
544,Abend::N,저녁,noswaith
545,Nacht::N,밤,nos
546,Woche::N,근무일,wythnos
547,Monat::N,달,mis
548,Jahr::N,해,blwyddyn
549,Frühling::N,봄,gwanwyn
550,Sommer::N,여름,haf
551,Herbst::N,가을,hydref
552,Winter::N,겨울,gaeaf
553,Januar::N,일월,Ionawr
554,Februar::N,이월,Chwefror
555,März::N,삼월,Mawrth
556,April::N,사월,Ebrill
557,Mai::N,오월,Mai
558,Juni::N,유월,Mehefin
559,Juli::N,칠월,Gorffennaf
560,August::N,팔월,Awst
561,September::N,구월,Medi
562,Oktober::N,시월,Hydref
563,November::N,십일월,Tachwedd
564,Dezember::N,십이월,Rhagfyr
565,Montag::N,월요일,dydd Llun
566,Dienstag::N,화요일,dydd Mawrth
567,Mittwoch::N,수요일,dydd Mercher
568,Donnerstag::N,모교일,dydd Iau
569,Freitag::N,그묘일,dydd Gwener
570,Samstag::N,토요일,dydd Sadwrn
571,Sonntag::N,일요일,dydd Sul
572,groß::A,큰,mawr
573,klein::A,자근,bach
574,lang::A,긴,hir
575,kurz::A,짧은,byr
576,kurz::A,짧은,cwta
577,breit::A,넓은,llydan
578,schmal::A,좁은,cul
579,dicht::A,농밀한,dwys
580,dick[Gegenstand]::A,두꺼운,trwchus
581,dünn::A,얇은,tenau
582,fein::A,미세한,main
583,fest::A,굳은,cadarn
584,flach::A,얕은,gwastad
585,glatt::A,반들반들한,llyfn
586,hart::A,굳은,caled
587,weich::A,연한,meddal
588,rund::A,둥근,crwn
589,spitz::A,뾰족한,pigfain
590,scharf::A,날카로운,miniog
591,stumpf::A,무딘,pŵl
592,schwer::A,무거운,trwm
593,schön::A,멋진,teg
594,schön::A,멋진,hardd
595,schön::A,멋진,prydferth
596,heiß::A,뜨거운,poeth
597,warm::A,따뜻한,twym
598,warm::A,따뜻한,cynnes
599,kalt::A,찬,oer
600,kühl::A,서늘한,oeraidd
601,frisch::A,신선한,iach
602,feucht::A,축축한,llaith
603,nass::A,젖은,gwlyb
604,trocken::A,마른,sych
605,voll::A,완전한,llawn
606,leer::A,빈,gwag
607,offen::A,열린,agored
608,geschlossen::A,닫힌,caead
609,geschlossen::A,닫힌,caeëdig
610,sauber::A,깨끗한,glân
611,schmutzig::A,더러운,budr
612,schmutzig::A,더러운,brwnt
613,roh::A,날게잇의,amrwd
614,reif::A,이근,aeddfed
615,lecker::A,맛있는,blasus
616,lecker::A,맛있는,danteithiol
617,süß::A,단,melys
618,bitter::A,찌르는듯한,chwerw
619,sauer::A,산성의,sur
620,hell::A,밝은,disglair
621,dunkel::A,어두운,tywyll
622,schwarz::A,검은,du
623,weiß::A,하얀,gwyn
624,rot::A,붉은,coch
625,gelb::A,황색,melyn
626,blau::A,푸른,glas
627,grün::A,녹색의,gwyrdd
628,grau::A,회색의,llwyd
629,bunt::A,알록달록한,lliwgar
630,billig::A,싼,rhad
631,teuer::A,값비산,drud
632,wertvoll::A,가치가많은,gwerthfawr
633,blind::A,눈먼,dall
634,taub::A,무감간한,byddar
635,kräftig::A,강장한,nerthol
636,kräftig::A,강장한,grymus
637,stark::A,강한,cryf
638,stark::A,강한,cadarn
639,schwach::A,약한,gwan
640,fett::A,실찐,tew
641,schlank::A,호리호리한,main
642,hübsch::A,예쁜,tlws
643,böse::A,나쁜,drwg
644,dumm::A,어리석은,twp
645,faul::A,너덜너덜한,diog
646,fleißig::A,근면한,dyfal
647,geizig::A,인색한,crintach
648,geizig::A,인색한,cybyddlyd
649,geschickt::A,교묘한,medrus
650,geschickt::A,교묘한,deheuig
651,lieb::A,친애하는,hoff
652,lieb::A,친애하는,annwyl
653,lustig::A,유쾌한,llon
654,sanft::A,온화한,mwyn
655,hungrig::A,배고픈,newynog
656,krank::A,병든,sâl
657,krank::A,병든,gwael
658,nackt::A,벌거벗은,noeth
659,traurig::A,슬픈,trist
660,lebendig::A,살아있는,yn fyw
661,gut::A,좋은,da
662,schlecht::A,나쁜,drwg
663,schlecht::A,나쁜,gwael
664,richtig::A,바른,cywir
665,schlimm::A,못된,enbyd
666,wahr::A,참된,gwir
667,alt::A,늙은,hen
668,neu::A,새,newydd
669,ehemalig::A,전의,blaenorol
670,alt[Lebewesen]::A,낡은,oedrannus
671,jung::A,젊은,ifanc
672,arm::A,가난한,tlawd
673,reich::A,풍부한,cyfoethog
674,bekannt::A,저명한,cynefin
675,bekannt::A,저명한,cyfarwydd
676,berühmt::A,유명한,enwog
677,fremd::A,타처이,estron
678,verschieden::A,따른,gwahanol
679,nah::A,가까운,agos
680,fern::A,먼,pell
681,linker::A,왼쭉의,aswy
682,linker::A,왼쭉의,chwith
683,rechter::A,오른쪽의,de
684,rechter::A,오른쪽의,deau
685,anderer::A,다른,arall
686,erster::A,첫째,cyntaf
687,zweiter::A,둘째,ail
688,dritter::A,셋째,trydydd
689,letzter::A,의후자의,olaf
690,allein::ADV,훌로,unig
691,allein::ADV,훌로,ar ei ben ei hun
692,auf einmal::ADV,갑자기,ar yr un pryd
693,zusammen::ADV,모아서,ynghyd
694,zusammen::ADV,모아서,gyda'i gilydd
695,lange::ADV,오래,amser hir
696,plötzlich::ADV,둘연한,yn sydyn
697,sofort::ADV,즉시,ar unwaith
698,später::ADV,보다늦은,yn ddiweddarach
699,jetzt::ADV,목하,yn awr
700,heute::ADV,오늘,heddiw
701,morgen::ADV,내일,yfory
702,bald::ADV,곱,yn fuan
703,bald::ADV,곱,gyda hyn
704,dann::ADV,그경우에,yna
705,dann::ADV,그경우에,y pryd hwnnw
706,gestern::ADV,어제,ddoe
707,einst::ADV,옛날에,gynt
708,damals::ADV,그때에,ar y pryd
709,damals::ADV,그때에,bryd hynny
710,danach::ADV,그 뒤에,wedyn
711,vorher::ADV,미리,o'r blaen
712,zuerst::ADV,최초로,yn gyntaf
713,einmal::ADV,한번,unwaith
714,manchmal::ADV,땓대로,weithiau
715,manchmal::ADV,땓대로,ar brydiau
716,oft::ADV,땓대로,yn aml
717,oft::ADV,땓대로,yn fynych
718,immer::ADV,늘,bob amser
719,niemals::ADV,결코...(하지)않다,ni ... byth
720,niemals::ADV,결코...(하지)않다,ni ... erioed
721,hier::ADV,여기,yma
722,hierhin::ADV,여기로,hyd yma
723,dort::ADV,거기,acw
724,dorthin::ADV,저기예,tuag yno
725,geradeaus::ADV,곧장,syth ymlaen
726,vorwärts::ADV,앞으로,ymlaen
727,rückwärts::ADV,뒤로,yn ôl
728,zurück::ADV,제자리로,yn ôl
729,unten::ADV,아래에,isod
730,unten::ADV,아래에,oddi tanodd
731,hinab::ADV,아래쪽으로,i lawr
732,hinab::ADV,아래쪽으로,i waered
733,oben::ADV,위에,fry
734,hinauf::ADV,위쪽으로,i fyny
735,hinauf::ADV,위쪽으로,i'r lan
736,überall::ADV,도처에,ym mhobman
737,nicht::ADV,안,ni
738,nicht::ADV,안,nid
739,ein wenig::ADV,적음,tipyn
740,ein wenig::ADV,적음,ychydig
741,kaum::ADV,가의,prin
742,sehr::ADV,자주,iawn
743,so::ADV,그와같이,fel
744,so::ADV,그와같이,felly
745,noch::ADV,아직,eto
746,nur::ADV,다만,yn unig
747,schon::ADV,이미,eisoes
748,schon::ADV,이미,yn barod
749,wieder::ADV,다시,drachefn
750,vergebens::ADV,헛되이,yn ofer
751,vor::PRP,앞에,o flaen
752,hinter::PRP,뒤에,ar ôl
753,unter::PRP,잍에,islaw
754,durch::PRP,통고하여,trwy
755,neben::PRP,와나란히,ar bwys
756,zwischen::PRP,의사이로,rhwng
757,zwischen::PRP,의사이로,cydrhwng
758,wegen::PRP,때문에,o achos
759,wegen::PRP,때문에,oherwydd
760,dies::PRN,이,hyn
761,das::PRN,저,hynny
762,alles::PRN,모든것,popeth
763,ich::PRN,나,fi
764,du::PRN,너,ti
765,er::PRN,그,fe
766,wir::PRN,우리,ni
767,ihr::PRN,너희들,chi
768,sie::PRN,그들,hwy
769,was::FPRN,뭣,pa beth
770,wer::FPRN,누구,pwy
771,wo::FADV,어디,ble
772,wo::FADV,어디,ym mha le
773,wohin::FADV,어디로,i ble
774,wohin::FADV,어디로,i ba le
775,wie::FADV,어떻게,sut
776,warum::FADV,왜,pam
777,wieviel::FNUM,얼마만큰,faint
778,eins::NUM,하나,un
779,zwei::NUM,둘,dau
780,drei::NUM,셋,tri
781,vier::NUM,넷,pedwar
782,fünf::NUM,다섯,pump
783,sechs::NUM,여섯,chwech
784,sieben::NUM,일곱,saith
785,acht::NUM,여덟,wyth
786,neun::NUM,아홉,naw
787,zehn::NUM,열,deg
788,elf::NUM,열하나,un ar ddeg
789,zwölf::NUM,열둘,deuddeg
790,zwölf::NUM,열둘,un deg dau
791,zwanzig::NUM,스물,ugain
792,dreißig::NUM,서름,tri deg
793,dreißig::NUM,서름,deg ar hugain
794,vierzig::NUM,마흔,deugain
795,fünfzig::NUM,숸,hanner cant
796,sechzig::NUM,에순,chwe deg
797,siebzig::NUM,일흔,saith deg
798,siebzig::NUM,일흔,deg a thrigain
799,achtzig::NUM,여든,wyth deg
800,achtzig::NUM,여든,pedar ugain
801,neunzig::NUM,아흔,naw deg
802,neunzig::NUM,아흔,deg a phedwar ugain
803,hundert::NUM,백,cant
804,tausend::NUM,천,mil
805,und::CNJ,와,a
806,oder::CNJ,아니면,neu
807,stehen::V,서다,sefyll
808,sitzen::V,앉다,eistedd
809,liegen::V,눕다,gorwedd
810,hängen::V,달다,hongian
811,werden::V,되다,dod yn
812,werden::V,되다,mynd yn
813,passieren::V,지장옶다,digwydd
814,beginnen::V,시작되다,cychwyn
815,enden::V,큳내다,gorffen
816,wechseln::V,병경하다,newid
