,Concept_ID,et,udm
416,Messer::N,nuga,пурт
417,Nagel::N,nael,кортӵог
418,Netz::N,võrk,сеть
419,Haken::N,haak,курик
420,Haken::N,konks,курик
421,Griff::N,sang,ныд
422,Griff::N,käepide,ныд
423,Schloss::N,lukk,тунгон
424,Bild::N,pilt,суред
425,Figur::N,kuju,фигура
426,Figur::N,kujund,фигура
427,Puppe::N,nukk,мунё
428,Beutel::N,paun,пуйы
429,Bündel::N,kimp,керттэт
430,Tasche::N,kott,пуйы
431,Tasche::N,kott,сумка
432,Eimer::N,pang,ведра
433,Eimer::N,ämber,ведра
434,Deckel::N,kaas,ӵоксэт
435,Geschirr::N,nõud,тусьты-пуньы
436,Sack::N,kott,пуйы
437,Tasse::N,tass,ӵаша
438,Topf::N,pada,миска
439,Kessel::N,pada,пурты
440,Essen::N,söök,сиськон
441,Nahrung::N,toit,сион
442,Speise::N,roog,сиён
443,Fleisch::N,liha,сӥль
444,Getreide::N,teravili,ю тысь
445,Brei::N,puder,ӝук
446,Brot::N,sai,нянь
447,Brot::N,leib,нянь
448,Scheibe::N,viil,шорем
449,Scheibe::N,viilukas,шорем
450,Fett::N,rasv,кӧй
451,Butter::N,või,вӧй
452,Öl::N,õli,вӧй
453,Salz::N,sool,сылал
454,Suppe::N,supp,шыд
455,Honig::N,mesi,чечы
456,Milch::N,piim,йӧл
457,Tee::N,tee,чай
458,Leder::N,nahk,сурон
459,Wolle::N,vill,гон
460,Wolle::N,vill,ыжгон
461,Stoff::N,kangas,куэм
462,Nadel::N,nõel,вень
463,Faden::N,niit,сӥньыс
464,Knopf::N,nööp,бирды
465,Knoten::N,sõlm,герд
466,Farbe::N,värv,буёл
467,Kleidung::N,riided,дӥсь
468,Kleidung::N,riietus,дӥсь
469,Hemd::N,särk,дэрем
470,Kragen::N,krae,сирес
471,Ärmel::N,varrukas,саес
472,Hose::N,püksid,брюки
473,Hose::N,püksid,штань
474,Gürtel::N,vöö,кускерттон
475,Mütze::N,müts,ызьы
476,Schuh::N,king,ботинка
477,Stiefel::N,saabas,сапег
478,Ring::N,sõrmus,зундэс
479,Band::N,lint,лента
480,Kamm::N,kamm,сын
481,Spiegel::N,peegel,синучкон
482,Riemen::N,rihm,е
483,Schnur::N,nöör,гозы
484,Leine::N,jalutusrihm,думет
485,Decke::N,tekk,шобрет
486,Kissen::N,padi,миндэр
487,Tuch::N,kalev,кышет
488,Handtuch::N,käterätik,ӵушкон
489,Kraft::N,jõud,кать
490,Kraft::N,jõud,ӟигар
491,Stärke::N,tugevus,юнлык
492,Gesundheit::N,tervis,тазалык
493,Krankheit::N,haigus,висён
494,Schmerz::N,valu,висён
495,Wunde::N,haav,яра
496,Fieber::N,palavik,кезег
497,Arznei::N,ravim,эмъюм
498,Brücke::N,sild,выж
499,Brunnen::N,kaev,колдэч
500,Weide::N,karjamaa,возь
501,Pfad::N,rada,сюрес
502,Weg::N,tee,сюрес
503,Straße::N,tee,сюрес
504,Dorf::N,küla,гурт
505,Stadt::N,linn,кар
506,Stadt::N,linn,город
507,Brief::N,kiri,гожтэт
508,Buch::N,raamat,книга
509,Buchstabe::N,täht,буква
510,Zeitung::N,ajaleht,газет
511,Leben::N,elu,улон
512,Tod::N,surm,кулон
513,Grab::N,haud,шайгу
514,Kirche::N,kirik,черк
515,Sünde::N,patt,сьӧлык
516,Gott::N,jumal,ӥнмар
517,Arbeiter::N,tööline,рабочий
518,Chef::N,ülemus,начальник
519,Chef::N,juhataja,начальник
520,Meister::N,meister,кибашлы
521,Arzt::N,arst,врач
522,Lehrer::N,õpetaja,дышетӥсь
523,Geld::N,raha,уксё
524,Geld::N,raha,коньдон
525,Geschäft::N,äri,уж
526,Laden::N,pood,магазин
527,Laden::N,kauplus,магазин
528,Preis::N,hind,дун
529,Ware::N,kaup,вуз
530,Nutzen::N,tulu,пайда
531,Nutzen::N,kasulikkus,пайда
532,Reichtum::N,rikkus,узырлык
533,Welt::N,maailm,дунне
534,Land::N,maa,шаер
535,Staat::N,riik,кун
536,König::N,kuningas,эксэй
537,Macht::N,võim,власть
538,Grenze::N,piir,кунгож
539,Krieg::N,sõda,ож
540,Feind::N,vaenlane,тушмон
541,Gewalt::N,väevõim,эриктэман
542,Kampf::N,võitlus,нюръяськон
543,Bogen[Waffe]::N,vibu,пукыӵ
544,Pfeil::N,nool,пукыӵ вень
545,Gewehr::N,püss,пыӵал
546,Fehler::N,viga,янгыш
547,Lüge::N,vale,пӧян
548,Lüge::N,vale,алдан
549,Lüge::N,vale,ӧрекчан
550,Schaden::N,kahju,изъян
551,Unglück::N,häda,куректон
552,Unglück::N,häda,шудтэме усён
553,Unglück::N,õnnetus,куректон
554,Unglück::N,õnnetus,шудтэме усён
555,Schuld::N,süü,янгыш
556,Alter::N,iga,арлыд
557,Schluss::N,lõpp,пум
558,Zeit::N,aeg,дыр
559,Tag::N,päev,нунал
560,Morgen::N,hommik,ӵукна
561,Mittag::N,lõuna,лымшор
562,Mittag::N,keskpäev,лымшор
563,Abend::N,õhtu,ӝыт
564,Abend::N,õhtu,акшан
565,Nacht::N,öö,уй
566,Woche::N,nädal,арня
567,Monat::N,kuu,толэзь
568,Jahr::N,aasta,ар
569,Frühling::N,kevad,тулыс
570,Sommer::N,suvi,гужем
571,Herbst::N,sügis,сӥзьыл
572,Winter::N,talv,тол
573,Januar::N,jaanuar,выльартолэзь
574,Februar::N,veebruar,тулыспал
575,März::N,märts,южтолэзь
576,April::N,aprill,оштолэзь
577,Mai::N,mai,куартолэзь
578,Juni::N,juuni,вожотолэзь
579,Juli::N,juuli,пӧсьтолэзь
580,August::N,august,гудырикошкон
581,September::N,september,куарусён
582,Oktober::N,oktoober,выльӝуктолэзь
583,November::N,november,шуркынмон
584,Dezember::N,detsember,толсур
585,Montag::N,esmaspäev,вордӥськон
586,Dienstag::N,teisipäev,вторник
587,Mittwoch::N,kesknädal,вирнунал
588,Donnerstag::N,neljapäev,покчиарня
589,Freitag::N,reede,удмуртарня
590,Samstag::N,laupäev,кӧснунал
591,Sonntag::N,pühapäev,арня
592,groß::A,suur,бадӟым
593,klein::A,väike,пичи
594,klein::A,pisike,пичи
595,lang::A,pikk,кузь
596,kurz::A,lühike,вакчи
597,breit::A,lai,паськыт
598,schmal::A,kitsas,сюлэг
599,dicht::A,tihe,ӵем
600,dick[Gegenstand]::A,jäme,зӧк
601,dünn::A,õhuke,векчи
602,dünn::A,peenike,векчи
603,fein::A,peen,векчи
604,fein::A,õhuke,векчи
605,fest::A,püsiv,юн
606,fest::A,püsiv,чурыт
607,fest::A,kindel,юн
608,fest::A,kindel,чурыт
609,flach::A,lame,ӵошкыт
610,flach::A,tasane,ӵошкыт
611,glatt::A,sile,гылыт
612,glatt::A,sile,вольыт
613,hart::A,kõva,чурыт
614,weich::A,pehme,небыт
615,rund::A,ümar,котырес
616,spitz::A,torkav,йылсо
617,scharf::A,terav,лэчыт
618,stumpf::A,nüri,ныж
619,schwer::A,raske,секыт
620,schön::A,kena,чебер
621,heiß::A,kuum,пӧсь
622,heiß::A,palav,пӧсь
623,warm::A,soe,шуныт
624,kalt::A,külm,кезьыт
625,kühl::A,jahe,юзмыт
626,kühl::A,jahe,салкым
627,frisch::A,värske,выль
628,feucht::A,niiske,мускыт
629,nass::A,märg,котмем
630,trocken::A,kuiv,кӧс
631,voll::A,täis,тыр
632,leer::A,tühi,буш
633,leer::A,tühi,тырттэм
634,offen::A,avatud,усьтэм
635,offen::A,lahtine,усьтэм
636,geschlossen::A,suletud,ӵогам
637,geschlossen::A,suletud,пунням
638,sauber::A,puhas,ӝикыт
639,sauber::A,puhas,чылкыт
640,schmutzig::A,räpane,нӧд
641,schmutzig::A,määrdunud,нӧд
642,roh::A,toores,ыль
643,reif::A,küps,вуэм
644,lecker::A,hõrk,ческыт
645,lecker::A,maitsev,ческыт
646,süß::A,magus,ческыт
647,bitter::A,mõru,курыт
648,sauer::A,hapu,чырс
649,hell::A,hele,югыт
650,dunkel::A,pime,пеймыт
651,schwarz::A,must,сьӧд
652,weiß::A,valge,тӧдьы
653,rot::A,punane,горд
654,gelb::A,kollane,ӵуж
655,blau::A,sinine,лыз
656,grün::A,roheline,вож
657,grau::A,hall,пурысь
658,bunt::A,kirju,куӵо
659,bunt::A,värviline,куӵо
660,billig::A,odav,дунтэм
661,teuer::A,kallis,дуно
662,wertvoll::A,väärtuslik,дуно
663,blind::A,pime,сукыр
664,blind::A,pime,синтэм
665,taub::A,kurt,пельтэм
666,kräftig::A,jõuline,кужмо
667,stark::A,tugev,юн
668,stark::A,tugev,кужмо
669,schwach::A,nõrk,ляб
670,schwach::A,nõrk,начар
671,schwach::A,jõuetu,ляб
672,schwach::A,jõuetu,начар
673,fett::A,rasvane,кӧй
674,schlank::A,sale,веськыт
675,schlank::A,sale,веськрес
676,hübsch::A,kena,чебер
677,hübsch::A,kena,синмаськымон
678,böse::A,tige,лек
679,dumm::A,juhm,шузи
680,dumm::A,juhm,визьтэм
681,dumm::A,rumal,шузи
682,dumm::A,rumal,визьтэм
683,faul::A,laisk,азьтэм
684,fleißig::A,virk,сюлмо
685,fleißig::A,hoolas,сюлмо
686,geizig::A,ihne,сук
687,klug::A,tark,визьмо
688,klug::A,arukas,визьмо
689,klug::A,mõistlik,визьмо
690,geschickt::A,osav,усто
691,geschickt::A,osav,быгатӥсь
692,lieb::A,armas,мусо
693,lustig::A,lõbus,шулдыр
694,sanft::A,õrn,мусо
695,sanft::A,õrn,эрке
696,hungrig::A,näljane,сютэм
697,krank::A,haige,висись
698,nackt::A,alasti,гольык
699,traurig::A,kurb,мӧзмыт
700,lebendig::A,elus,улэп
701,gut::A,hea,ӟеч
702,gut::A,hea,умой
703,schlecht::A,halb,урод
704,schlecht::A,halb,алама
705,richtig::A,õige,шонер
706,schlimm::A,paha,алама
707,wahr::A,tõene,зэмос
708,alt::A,vana,вуж
709,neu::A,uus,выль
710,ehemalig::A,endine,азьвылэз
711,alt[Lebewesen]::A,vana,пересь
712,jung::A,noor,егит
713,jung::A,noor,пинал
714,arm::A,vaene,начар
715,arm::A,vaene,куанер
716,reich::A,rikas,узыр
717,bekannt::A,teada,тодмо
718,bekannt::A,tuttav,тодмо
719,berühmt::A,tuntud,дано
720,fremd::A,võõras,ят
721,verschieden::A,erinev,пӧртэм
722,nah::A,lähedane,матысь
723,fern::A,kauge,кыдёкысь
724,linker::A,vasak,паллян
725,rechter::A,parem,бур
726,rechter::A,parem,бурпал
727,anderer::A,muu,мукет
728,anderer::A,teine,мукет
729,erster::A,esimene,нырысетӥез
730,zweiter::A,teine,кыктэтӥез
731,dritter::A,kolmas,кунньметӥез
732,letzter::A,viimane,берло
733,letzter::A,viimane,берпум
734,allein::ADV,üksi,огназ
735,auf einmal::ADV,korraga,огдыре
736,auf einmal::ADV,ühekorraga,огдыре
737,zusammen::ADV,koos,ӵош
738,zusammen::ADV,koos,валче
739,zusammen::ADV,üheskoos,ӵош
740,zusammen::ADV,üheskoos,валче
741,lange::ADV,kaua,кема
742,plötzlich::ADV,äkki,мапламтэ шорысь
743,plötzlich::ADV,järsku,мапламтэ шорысь
744,sofort::ADV,kohe,али ик
745,später::ADV,hiljem,бергес
746,später::ADV,hiljem,берлогес
747,jetzt::ADV,nüüd,али
748,jetzt::ADV,nüüd,табере
749,heute::ADV,täna,туннэ
750,morgen::ADV,homme,ӵуказе
751,bald::ADV,pea,ӝоген
752,bald::ADV,varsti,ӝоген
753,dann::ADV,siis,берло
754,gestern::ADV,eile,толон
755,einst::ADV,vanasti,огпол
756,einst::ADV,vanasti,одӥг пол
757,damals::ADV,tookord,соку
758,danach::ADV,seejärel,собере
759,vorher::ADV,enne,азьло
760,vorher::ADV,enne,азьвыл
761,zuerst::ADV,enne,азьло
762,zuerst::ADV,esmalt,азьло
763,einmal::ADV,kord,огпол
764,einmal::ADV,üks kord,огпол
765,manchmal::ADV,mõnikord,куддыръя
766,oft::ADV,tihti,ӵем
767,oft::ADV,sageli,ӵем
768,immer::ADV,ikka,пыр
769,immer::ADV,ikka,котьку
770,immer::ADV,alati,пыр
771,immer::ADV,alati,котьку
772,niemals::ADV,mitte kunagi,уз ноку
773,hier::ADV,siin,татын
774,hierhin::ADV,siia,татчы
775,von hier::ADV,siit,татысь
776,dort::ADV,seal,отӥ
777,dort::ADV,seal,отын
778,dorthin::ADV,sinna,отчы
779,geradeaus::ADV,otse edasi,меӵак
780,vorwärts::ADV,edasi,азьлань
781,rückwärts::ADV,tagurpidi,берлань
782,zurück::ADV,tagasi,берен
783,zurück::ADV,tagasi,берлань
784,unten::ADV,all,улын
785,unten::ADV,allpool,улын
786,hinab::ADV,alla,улэ
787,oben::ADV,ülal,вылын
788,oben::ADV,ülal,вылӥын
789,hinauf::ADV,üles,вылэ
790,hinauf::ADV,üles,вылӥе
791,hinauf::ADV,üles,выллань
792,überall::ADV,kõikjal,котькытын
793,überall::ADV,kõikjal,пасьтана
794,nicht::ADV,ei,уз
795,nicht::ADV,mitte,уз
796,ein wenig::ADV,veidi,ичи
797,ein wenig::ADV,veidi,ӧжыт
798,ein wenig::ADV,veidi,огшап
799,ein wenig::ADV,natuke,ичи
800,ein wenig::ADV,natuke,ӧжыт
801,ein wenig::ADV,natuke,огшап
802,kaum::ADV,vaevalt,муртса
803,sehr::ADV,väga,туж
804,sehr::ADV,väga,лекос
805,so::ADV,nii,озьы
806,so::ADV,nii,тазьы
807,noch::ADV,veel,на
808,nur::ADV,ainult,гинэ
809,schon::ADV,juba,ни
810,schon::ADV,juba,ини
811,wieder::ADV,jälle,нош
812,wieder::ADV,jälle,кайта
813,vergebens::ADV,asjata,юнме
