,Concept_ID,lez,el
76,Welle::N,лепе,κύμα
77,Wasser::N,яд,νερό
78,Stein::N,къван,πέτρα
79,Boden::N,накьв,χώμα
80,Erde::N,ччил,γη
81,Staub::N,руг,σκόνη
82,Rauch::N,гум,καπνός
83,Funke::N,цӏелхем,σπίθα
84,Funke::N,цӏелхем,σπινθήρας
85,Feuer::N,цӏай,φωτιά
86,Licht::N,экв,φως
87,Schatten::N,серин,σκιά
88,Schatten::N,серин,ίσκιος
89,Wetter::N,гьава,καιρός
90,Nebel::N,ччилин циф,ομίχλη
91,Wolke::N,циф,σύννεφο
92,Regen::N,марф,βροχή
93,Schnee::N,жив,χιόνι
94,Eis::N,мурк,πάγος
95,Frost::N,аяз,παγωνία
96,Kälte::N,мекь,κρύο
97,Kälte::N,мекь,ψύχος
98,Kälte::N,мекьивал,κρύο
99,Kälte::N,мекьивал,ψύχος
100,Hitze::N,зегьем,ζέστη
101,Raureif::N,къирав,πάχνη
102,Regenbogen::N,яргъируш,ουράνιο τόξο
103,Donner::N,цавун ван,βροντή
104,Tropfen::N,стӏал,στάλα
105,Schaum::N,каф,αφρός
106,Schmutz::N,чирк,βρωμιά
107,Schmutz::N,кьуруш,βρωμιά
108,See::N,вир,λίμνη
109,Sumpf::N,уьлен,βάλτος
110,Wiese::N,векь,λιβάδι
111,Wald::N,там,δάσος
112,Hügel::N,кӏунтӏ,λόφος
113,Anhöhe::N,тепе,ύψωμα
114,Anhöhe::N,гьуьндуьрвал,ύψωμα
115,Berg::N,дагъ,όρος
116,Berg::N,дагъ,βουνό
117,Gipfel::N,кӏукӏ,κορυφή
118,Höhle::N,кьветӏ,σπηλιά
119,Abhang::N,гуьне,πλαγιά
120,Quelle::N,чешме,πηγή
121,Quelle::N,чешме,βρύση
122,Bach::N,булах,ρυάκι
123,Fluss::N,вацӏ,ποτάμι
124,Fluss::N,вацӏ,ποταμός
125,Ufer::N,къерех,όχθη
126,Küste::N,къерех,ακτή
127,Küste::N,къерех,ακρογιαλιά
128,Festland::N,кьурамат,στεριά
129,Meer::N,гьуьл,θάλασσα
130,Bucht::N,бухта,κόλπος
131,Insel::N,остров,νησί
132,Insel::N,остров,νήσος
133,Blume::N,цуьк,άνθος
134,Blume::N,цуьк,λουλούδι
135,Gras::N,хъач,χόρτο
136,Gras::N,хъач,χορτάρι
137,Wurzel::N,дувул,ρίζα
138,Baum::N,ттар,δέντρο
139,Stamm::N,тан,κορμός
140,Rinde::N,чкал,φλούδα
141,Ast::N,тӏур,κλαδί
142,Zweig::N,хел,κλαδί
143,Zweig::N,хел,κλάδος
144,Blatt::N,пеш,φύλλο
145,Birke::N,верх,σημύδα
146,Kiefer[Baum]::N,шамагъаж,πεύκο
147,Weide[Baum]::N,цӏвелин ттар,ιτιά
148,Tanne::N,ель,έλατο
149,Horn::N,карч,κέρας
150,Horn::N,карч,κέρατο
151,Feder::N,цӏакул,φτερό
152,Fell::N,хам,δέρμα
153,Fell::N,хам,τομάρι
154,Flügel::N,лув,πτερύγιο
155,Klaue::N,къармах,κουλό
156,Kralle::N,пац,νύχι
157,Kralle::N,тапас,νύχι
158,Schwanz::N,ттум,ουρά
159,Ei::N,кака,αβγό
160,Nest::N,муг,φωλιά
161,Bau::N,тӏеквен,φωλιά
162,Tier::N,гьайван,ζώο
163,Herde::N,суьруь,κοπάδι
164,Kuh::N,ккал,αγελάδα
165,Bulle::N,яц,ταύρος
166,Bulle::N,бугъа,ταύρος
167,Pferd::N,балкӏан,άλογο
168,Schaf::N,хеб,πρόβατο
169,Schwein::N,вак,γουρούνι
170,Hund::N,кицӏ,σκυλί
171,Hund::N,кицӏ,σκύλος
172,Katze::N,кац,γάτα
173,Bär::N,сев,άρκτος
174,Bär::N,сев,αρκούδα
175,Eichhörnchen::N,белка,βερβερίτσα
176,Elch::N,лось,άλκη
177,Fuchs::N,сикӏ,αλεπού
178,Hase::N,къуьр,λαγός
179,Maus::N,кьиф,ποντικός
180,Wolf::N,жанавур,λύκος
181,Vogel::N,луван ничхир,πουλί
182,Schwarm::N,луж,σμήνος
183,Huhn::N,верч,κότα
184,Huhn::N,верч,όρνιθα
185,Hahn::N,кӏек,πετεινός
186,Gans::N,къаз,χήνα
187,Adler::N,лекь,αετός
188,Ente::N,пӏатӏ,πάπια
189,Eule::N,тӏиб,κουκουβάγια
190,Kranich::N,дурна,γερανός
191,Krähe::N,къаргъа,καρακάξα
192,Kuckuck::N,кукупӏ,κούκος
193,Schwan::N,къугь,κύκνος
194,Fisch::N,гъед,ψάρι
195,Barsch::N,окунь,πέρκα
196,Hecht::N,щука,λούτσος
197,Schlange[Tier]::N,илан,φίδι
198,Schlange[Tier]::N,гъуьлягъ,φίδι
199,Wurm::N,квак,σκουλήκι
200,Spinne::N,хуьшрекан,αράχνη
201,Ameise::N,цегв,μυρμήγκι
202,Laus::N,нет,ψείρα
203,Mücke::N,ветӏ,κουνούπι
204,Fliege::N,тӏветӏ,μύγα
205,Schmetterling::N,чепелукь,πεταλούδα
206,Beere::N,куьлуь емиш,ρόγα
207,Apfel::N,ич,μήλο
208,Pilz::N,къарникъуз,μανιτάρι
209,Zwiebel::N,чичӏек,κρεμμύδι
210,Saat::N,тумар,σπόρος
211,Korn::N,твар,σπυρί
212,Heu::N,векь,σανός
213,Heu::N,векьер,σανός
214,Schale::N,пириш,τσόφλι
215,Schale::N,хъуьруьш,τσόφλι
216,Grube::N,фур,λάκκος
217,Falle::N,ракьар,παγίδα
218,Schlinge::N,гьалкъа,θηλειά
219,Spur::N,гел,ίχνος
220,Asche::N,руьхъ,στάχτη
221,Dreck::N,чирк,βρωμιά
222,Dreck::N,кьуруш,βρωμιά
223,Eisen::N,ракь,σίδερο
224,Gold::N,алтун,μάλαμα
225,Gold::N,алтун,χρυσάφι
226,Silber::N,гимиш,ασήμι
227,Silber::N,гимиш,άργυρος
228,Kohle::N,цӏивин,κάρβουνο
229,Glas::N,шуьше,γυαλί
230,Lehm::N,ччеб,πηλός
231,Sand::N,къум,άμμος
232,Mensch::N,инсан,άνθρωπος
233,Mann::N,итим,άνδρας
234,Frau::N,паб,γυναίκα
235,Frau::N,дишегьли,γυναίκα
236,Kind::N,аял,παιδί
237,Junge::N,гада,αγόρι
238,Mädchen::N,руш,κοπέλα
239,Mädchen::N,руш,κορίτσι
240,Familie::N,хзан,οικογένεια
241,Familie::N,килфет,οικογένεια
242,Großvater::N,чӏехи буба,παππούς
243,Großmutter::N,чӏехи диде,γιαγιά
244,Eltern::N,диде-буба,γονείς
245,Vater::N,буба,πατέρας
246,Mutter::N,диде,μητέρα
247,Sohn::N,хва,γιος
248,Tochter::N,руш,κόρη
249,Bruder::N,стха,αδελφός
250,Schwester::N,вах,αδελφή
251,Onkel::N,ими,θείος
252,Onkel::N,халу,θείος
253,Tante::N,эме,θεία
254,Tante::N,хала,θεία
255,Ehemann::N,гъуьл,σύζυγος
256,Ehefrau::N,паб,σύζυγος
257,Freude::N,шадвал,χαρά
258,Gelächter::N,хъвер,γέλια
259,Glück::N,бахт,ευτυχία
260,Kummer::N,дерт,έγνοια
261,Kummer::N,хажалат,έγνοια
262,Wunsch::N,мурад,επιθυμία
263,Lust::N,гьевес,όρεξη
264,Geist::N,руьгь,πνέυμα
265,Gedanke::N,фикир,σκέψη
266,Verstand::N,акьул,νους
267,Sinn::N,мана,νόημα
268,Grund::N,себеб,λόγος
269,Wahrheit::N,керчек,αλήθεια
270,Wahrheit::N,гьакъикъат,αλήθεια
271,Gespräch::N,ихтилат,συνομιλία
272,Märchen::N,мах,παραμύθι
273,Erzählung::N,кьиса,διήγημα
274,Nachricht::N,хабар,είδηση
275,Neuigkeit::N,цӏийи хабар,νέο
276,Name::N,тӏвар,όνομα
277,Rätsel::N,мискӏал,αίνιγμα
278,Rede::N,рахун,λόγος
279,Rede::N,рахун,ομιλία
280,Sprache::N,чӏал,γλώσσα
281,Stimme::N,ван,φωνή
282,Wort::N,гаф,λέξη
283,Zeichen::N,ишара,σημείο
284,Ruf::N,эвер,κραυγή
285,Lärm::N,ван-сес,θόρυβος
286,Laut::N,ван,ήχος
287,Laut::N,сес,ήχος
288,Ton::N,ван-сес,ήχος
289,Ton::N,ван-сес,τόνος
290,Lied::N,мани,τραγούδι
291,Ruhe::N,ласвал,ησυχία
292,Ruhe::N,фаракъат,ησυχία
293,Ruhe::N,асайиш,ησυχία
294,Leute::N,инсанар,κόσμος
295,Leute::N,инсанар,άνθρωποι
296,Volk::N,халкь,λαός
297,Arbeit::N,кӏвалах,εργασία
298,Gast::N,мугьман,επισκέπτης
299,Geschenk::N,савкьат,δώρο
300,Spiel::N,къугъун,παιχνίδι
301,Gesellschaft::N,жемят,κοινωνία
302,Gesellschaft::N,общество,κοινωνία
303,Hilfe::N,куьмек,βοήθεια
304,Freund::N,дуст,φίλος
305,Kamerad::N,яр-дуст,σύντροφος
306,Angelegenheit::N,кар,υπόθεση
307,Anzahl::N,сан,αριθμός
308,Anzahl::N,кьадар,αριθμός
309,Art::N,жуьре,είδος
310,Stück::N,кӏус,κομμάτι
311,Teil::N,пай,μέρος
312,Hälfte::N,зур,μισό
313,Hälfte::N,зур пай,μισό
314,Kreis::N,круг,κύκλος
315,Kreis::N,чкаяр,κύκλος
316,Kreis::N,элкъвей цӏар,κύκλος
317,Kreuz::N,хаш,σταυρός
318,Linie::N,цӏар,γραμμή
319,Strich::N,цӏар,γραμμή
320,Abstand::N,ара,απόσταση
321,Entfernung::N,мензил,απόσταση
322,Gegend::N,чка,περιοχή
323,Gegend::N,чка,τοποθεσία
324,Platz::N,ара,χώρος
325,Ort::N,чка,τόπος
326,Seite::N,пад,πλευρά
327,Mitte::N,юкь,μέση
328,Gegenstand::N,затӏ,αντικείμενο
329,Sache::N,шей,πράγμα
330,Sache::N,затӏ,πράγμα
331,Rand::N,къерех,άκρη
332,Rand::N,къерех,χείλος
333,Kante::N,син,άκρη
334,Ecke::N,пӏипӏ,γωνιά
335,Spitze::N,кӏвенкӏв,μύτη
336,Ende::N,кьил,άκρη
337,Loch::N,тӏеквен,τρύπα
338,Winkel::N,пӏипӏ,γωνία
339,Muster::N,гишир,σχέδιο
340,Größe::N,кьадар,μέγεθος
341,Länge::N,яргъивал,μήκος
342,Höhe::N,кьакьанвал,ύψος
343,Gewicht::N,заланвал,βάρος
344,Menge::N,кьадар,ποσότητα
345,Haufen::N,хара,σωρός
346,Reihe::N,жерге,αράδα
347,Boot::N,луьткве,βάρκα
348,Ruder::N,кьусу,κουπί
349,Schlitten::N,гъелерар,έλκηθρο
350,Lagerfeuer::N,цӏай,φωτιά
351,Last::N,заланвал,φορτίο
352,Gang::N,ериш,δρόμος
353,Schritt::N,къадам,βήμα
354,Norden::N,кефер,βορράς
355,Norden::N,кефер пад,βορράς
356,Süden::N,кьибле,νότος
357,Westen::N,рагъакӏидай пад,δύση
358,Osten::N,рагъэкъечӏдай пад,ανατολή
359,Holz::N,кӏарас,ξύλο
360,Brett::N,кьул,σανίδι
361,Brett::N,тахта,σανίδι
362,Stütze::N,даях,στήριγμα
363,Stange::N,юрк,ραβδί
364,Stange::N,юрк,κοντός
365,Stock::N,лаш,ξύλο
366,Stock::N,лаш,μπαστούνι
367,Stab::N,юрк,ραβδί
368,Rohr::N,турба,σωλήνας
369,Haus::N,ужагъ,σπίτι
370,Heim::N,кӏвал,σπίτι
371,Ofen::N,пич,σόμπα
372,Ofen::N,пич,θερμάστρα
373,Fußboden::N,кӏвалин ччил,πάτωμα
374,Tisch::N,стол,τραπέζι
375,Stuhl::N,стул,καρέκλα
376,Wiege::N,кьеб,κούνια
377,Bett::N,тахт,κρεβάτι
378,Regal::N,кьацӏ,ράφι
379,Kiste::N,ящик,κιβώτιο
380,Fenster::N,дакӏар,παράθυρο
381,Tür::N,рак,πόρτα
382,Tor::N,варар,πύλη
383,Zaun::N,пару,φράχτης
384,Dach::N,къав,στέγη
385,Leiter::N,гурар,σκάλα
386,Leiter::N,гурар,κλίμακα
387,Besen::N,таран кул,σκούπα
388,Spaten::N,ппер,φτυάρι
389,Schaufel::N,хекендаз,φτυάρι
390,Gabel::N,шиш,πιρούνι
391,Löffel::N,тӏур,κουτάλι
392,Messer::N,чукӏул,μαχαίρι
393,Nagel::N,мих,καρφί
394,Netz::N,чил,δίχτυ
395,Haken::N,къармах,γάντζος
396,Haken::N,къармах,αγκίστρι
397,Griff::N,ттум,λαβή
398,Schloss::N,куьлег,κλειδαριά
399,Bild::N,шикил,εικόνα
400,Bild::N,суьрет,εικόνα
401,Figur::N,фигура,ανάστημα
402,Puppe::N,нини,κούκλα
403,Beutel::N,тагъар,πουγγί
404,Bündel::N,галгам,δεμάτι
405,Tasche::N,чанта,τσάντα
406,Eimer::N,ведре,κουβάς
407,Deckel::N,кьил,καπάκι
408,Deckel::N,къалпагъ,καπάκι
409,Geschirr::N,къаб-къажах,σκεύη
410,Sack::N,чувал,σάκος
411,Tasse::N,сукӏра,φλιτζάνι
412,Topf::N,къажгъан,χύτρα
413,Kessel::N,къажгъан,καζάνι
414,Essen::N,тӏуьн,φαγητό
415,Nahrung::N,тӏуьн,τροφή
416,Speise::N,хуьрек,φαγητό
417,Fleisch::N,як,κρέας
418,Getreide::N,техил,σιτάρι
419,Brei::N,хапӏа,χυλός
420,Brei::N,хешил,χυλός
421,Brot::N,фу,ψωμί
422,Brot::N,фу,άρτος
423,Scheibe::N,чӏук,φέτα
424,Fett::N,ягълу,πάχος
425,Butter::N,гъери,βούτυρο
426,Öl::N,ягълу,λάδι
427,Salz::N,кьел,αλάτι
428,Suppe::N,суп,σούπα
429,Suppe::N,шурпа,σούπα
430,Honig::N,вирт,μέλι
431,Milch::N,нек,γάλα
432,Tee::N,чай,τσάι
433,Leder::N,тумаж,πετσί
434,Wolle::N,йис,μαλλί
435,Stoff::N,парча,ύφασμα
436,Nadel::N,раб,βελόνα
437,Faden::N,гъал,κλωστή
438,Knopf::N,дуьгме,κουμπί
439,Knoten::N,тӏвал,κόμπος
440,Farbe::N,ранг,μπογιά
441,Kleidung::N,партал,ρούχα
442,Kleidung::N,партал,ενδυμασία
443,Hemd::N,перем,πουκάμισο
444,Kragen::N,хев,κολάρο
445,Ärmel::N,хел,μανίκι
446,Hose::N,шалвар,πανταλόνι
447,Gürtel::N,чӏул,ζώνη
448,Mütze::N,бармак,σκούφος
449,Mütze::N,бапӏах,σκούφος
450,Schuh::N,ботинка,παπούτσι
451,Stiefel::N,чекме,μπότα
452,Ring::N,тупӏал,δαχτυλίδι
453,Band::N,тасма,κορδέλα
454,Kamm::N,регъ,χτένα
455,Spiegel::N,гуьзгуь,καθρέφτης
456,Riemen::N,къайиш,λουρί
457,Schnur::N,еб,κορδόνι
458,Decke::N,яргъан,κουβέρτα
459,Kissen::N,хъуьцуьган,μαξιλάρι
460,Tuch::N,шал,πανί
461,Tuch::N,шал,μαντήλι
462,Handtuch::N,дасмал,πετσέτα
463,Kraft::N,гуж,δύναμη
464,Stärke::N,къуват,ισχύς
465,Stärke::N,къуват,δύναμη
466,Gesundheit::N,сагъвал,υγεία
467,Krankheit::N,тӏал,αρρώστια
468,Schmerz::N,тӏал,πόνος
469,Schmerz::N,тӏарвал,πόνος
470,Wunde::N,хер,πληγή
471,Fieber::N,ифин,πυρετός
472,Arznei::N,дарман,φάρμακο
473,Brücke::N,муьгъ,γέφυρα
474,Brunnen::N,къуй,πηγάδι
475,Weide::N,уьруьш,βοσκή
476,Pfad::N,рехъ,μονοπάτι
477,Weg::N,рехъ,δρόμος
478,Straße::N,рехъ,οδός
479,Straße::N,рехъ,δρόμος
480,Dorf::N,хуьр,χωριό
481,Stadt::N,шегьер,πόλη
482,Brief::N,кагъаз,γράμμα
483,Brief::N,кагъаз,επιστολή
484,Buch::N,улуб,βιβλίο
485,Buchstabe::N,гьарф,γράμμα
486,Zeitung::N,газета,εφημερίδα
487,Leben::N,уьмуьр,ζωή
488,Leben::N,уьмуьр,βίος
489,Tod::N,кьиникь,θάνατος
490,Grab::N,сур,τάφος
491,Kirche::N,килиса,εκκλησία
492,Sünde::N,гунагь,αμαρτία
493,Gott::N,аллагь,θεός
494,Arbeiter::N,фяле,εργάτης
495,Chef::N,гьаким,προϊστάμενος
496,Meister::N,устӏар,μάστορας
497,Meister::N,устӏар,αρχιτεχνίτης
498,Arzt::N,доктор,γιατρός
499,Lehrer::N,муаллим,δάσκαλος
500,Geld::N,пул,λεφτά
501,Geld::N,пул,χρήματα
502,Laden::N,магазин,μαγαζί
503,Laden::N,магазин,κατάστημα
504,Preis::N,къимет,τιμή
505,Ware::N,мал,εμπόρευμα
506,Ware::N,товар,εμπόρευμα
507,Nutzen::N,хийир,όφελος
508,Nutzen::N,менфят,όφελος
509,Reichtum::N,девлет,πλούτος
510,Welt::N,дуьнья,κόσμος
511,Land::N,уьлкве,χώρα
512,Staat::N,пачагьлугъ,κράτος
513,Staat::N,пачагьлугъ,πολιτεία
514,Staat::N,государство,κράτος
515,Staat::N,государство,πολιτεία
516,König::N,пачагь,βασιλιάς
517,Macht::N,власть,εξουσία
518,Grenze::N,сергьят,σύνορα
519,Krieg::N,дяве,πόλεμος
520,Feind::N,душман,εχθρός
521,Gewalt::N,гуж,βία
522,Kampf::N,женг,αγώνας
523,Bogen[Waffe]::N,чӏемерук,τόξο
524,Pfeil::N,хьел,σαΐτα
525,Gewehr::N,тфенг,τουφέκι
526,Fehler::N,гъалатӏ,λάθος
527,Fehler::N,гъалатӏ,σφάλμα
528,Lüge::N,ттаб,ψέμα
529,Lüge::N,ттаб,ψεύδος
530,Schaden::N,зиян,ζημία
531,Schaden::N,зарар,ζημία
532,Unglück::N,бала,δυστυχία
533,Unglück::N,бедбахтвал,δυστυχία
534,Schuld::N,тахсир,ενοχή
535,Schuld::N,тахсир,φταίξιμο
536,Alter::N,яш,ηλικία
537,Schluss::N,эхир,τέλος
538,Zeit::N,вяде,χρόνος
539,Tag::N,югъ,μέρα
540,Tag::N,югъ,ημέρα
541,Morgen::N,пакама,πρωί
542,Mittag::N,нисин,μεσημέρι
543,Abend::N,няни,βράδυ
544,Nacht::N,йиф,νύχτα
545,Woche::N,гьафте,εβδομάδα
546,Monat::N,варз,μήνας
547,Jahr::N,йис,έτος
548,Jahr::N,йис,χρόνος
549,Frühling::N,гатфар,άνοιξη
550,Sommer::N,гад,καλοκαίρι
551,Herbst::N,зул,φθινόπωρο
552,Winter::N,кьуьд,χειμώνας
553,Januar::N,январь,Ιανουάριος
554,Februar::N,февраль,Φεβρουάριος
555,März::N,март,Μάρτιος
556,April::N,апрель,Απρίλιος
557,Mai::N,май,Μάιος
558,Juni::N,июнь,Ιούνιος
559,Juli::N,июль,Ιούλιος
560,August::N,август,Αύγουστος
561,September::N,сентябрь,Σεπτέμβριος
562,Oktober::N,октябрь,Οκτώβριος
563,November::N,ноябрь,Νοέμβριος
564,Dezember::N,декабрь,Δεκέμβριος
565,Montag::N,ислен,Δευτέρα
566,Dienstag::N,саласа,Τρίτη
567,Mittwoch::N,арбе,Τετάρτη
568,Donnerstag::N,хемис югъ,Πέμπτη
569,Freitag::N,жуьмя,Παρασκευή
570,Freitag::N,жуьмя югъ,Παρασκευή
571,Samstag::N,киш,Σάββατο
572,Sonntag::N,гьяд,Κυριακή
573,groß::A,еке,μεγάλος
574,groß::A,чӏехи,μεγάλος
575,klein::A,гъвечӏи,μικρός
576,lang::A,яргъи,μακρύς
577,kurz::A,куьруь,κοντός
578,breit::A,гьяркьуь,φαρδύς
579,schmal::A,гуьтӏуь,στενός
580,dicht::A,къалин,πυκνός
581,dünn::A,кьелечӏ,ψιλός
582,dünn::A,кьелечӏ,λεπτός
583,fein::A,шуькӏуь,ψιλός
584,fest::A,кӏеви,στερεός
585,flach::A,кьулу,επίπεδος
586,glatt::A,цӏалцӏам,λείος
587,glatt::A,цӏалцӏам,ομαλός
588,hart::A,кӏеви,σκληρός
589,weich::A,хъуьтуьл,μαλακός
590,rund::A,элкъвей,στρογγυλός
591,spitz::A,хци,μυτερός
592,scharf::A,хци,κοφτερός
593,stumpf::A,къуьруь,αμβλύς
594,schwer::A,залан,βαρύς
595,schön::A,иер,ωραίος
596,schön::A,иер,όμορφος
597,heiß::A,кудай,ζεστός
598,warm::A,чими,θερμός
599,kalt::A,мекьи,κρύος
600,kalt::A,мекьи,ψυχρός
601,kühl::A,къайи,δροσερός
602,frisch::A,таза,νωπός
603,frisch::A,таза,φρέσκος
604,frisch::A,михьи,νωπός
605,frisch::A,михьи,φρέσκος
606,feucht::A,ламу,υγρός
607,nass::A,кьежей,βρεγμένος
608,trocken::A,кьуру,ξηρός
609,trocken::A,кьуру,στεγνός
610,voll::A,ацӏай,γεμάτος
611,leer::A,буш,άδειος
612,leer::A,ичӏи,άδειος
613,offen::A,ахъа,ανοιχτός
614,geschlossen::A,кӏеви,κλειστός
615,sauber::A,михьи,καθαρός
616,schmutzig::A,чиркин,βρώμικος
617,schmutzig::A,чиркин,λερωμένος
618,schmutzig::A,кьацӏай,βρώμικος
619,schmutzig::A,кьацӏай,λερωμένος
620,roh::A,чиг,ωμός
621,roh::A,ицӏи,ωμός
622,reif::A,дигмиш хьайи,ώριμος
623,lecker::A,дадлу,νόστιμος
624,süß::A,ширин,γλυκός
625,bitter::A,туькьуьл,πικρός
626,sauer::A,цуру,ξινός
627,hell::A,экуь,φωτεινός
628,dunkel::A,мичӏи,σκοτεινός
629,schwarz::A,чӏулав,μαύρος
630,schwarz::A,чӏулав,μελανός
631,weiß::A,лацу,άσπρος
632,rot::A,яру,κόκκινος
633,gelb::A,хъипи,κίτρινος
634,blau::A,вили,μπλε
635,blau::A,вили,γαλανός
636,grün::A,къацу,πράσινος
637,grau::A,рехи,γκρίζος
638,bunt::A,цӏару,ποικιλόχρωπος
639,bunt::A,яру-цӏару,ποικιλόχρωπος
640,billig::A,ужуз,φτηνός
641,teuer::A,багьа,ακριβός
642,wertvoll::A,масан,πολύτιμος
643,blind::A,буьркьуь,τυφλός
644,taub::A,биши,κουφός
645,kräftig::A,гужлу,δυνατός
646,stark::A,къуватлу,γερός
647,schwach::A,такьатсуз,αδύνατος
648,fett::A,куьк,παχύς
649,schlank::A,шумал,λεπτός
650,schlank::A,шумал,λυγερός
651,hübsch::A,гуьрчег,όμορφος
652,hübsch::A,гуьрчег,χαριτωμένος
653,böse::A,пис,κακός
654,dumm::A,ахмакь,κουτός
655,dumm::A,ахмакь,ανόητος
656,faul::A,тенпел,τεμπέλης
657,fleißig::A,сяй ийидай,εργατικός
658,fleißig::A,сяйи ийидай,εργατικός
659,geizig::A,мискьи,τσιγγούνης
660,klug::A,акьуллу,έξυπνος
661,geschickt::A,магьир,επιδέξιος
662,lieb::A,играми,φίλος
663,lieb::A,играми,αγαπητός
664,lustig::A,шад,εύθυμος
665,lustig::A,шад,χαρούμενος
666,sanft::A,назик,ήπιος
667,sanft::A,милайим,ήπιος
668,hungrig::A,гишин,πεινασμένος
669,krank::A,кефсуз,άρρωστος
670,nackt::A,кьецӏил,γυμνός
671,traurig::A,пашман,λυπημένος
672,lebendig::A,ччан алай,ζωντανός
673,gut::A,хъсан,καλός
674,gut::A,вижевай,καλός
675,schlecht::A,пис,κακός
676,richtig::A,дуьз,σωστός
677,schlimm::A,нифретлу,άσχημος
678,wahr::A,гьакъикъи,αληθής
679,wahr::A,гьакъикъи,αληθινός
680,alt::A,эски,παλιός
681,alt::A,куьгьне,παλιός
682,neu::A,цӏийи,νέος
683,neu::A,цӏийи,καινούργιος
684,ehemalig::A,виликан,παλιός
685,alt[Lebewesen]::A,кьуьзуь,γέρος
686,jung::A,жегьил,νέος
687,arm::A,кесиб,φτωχός
688,reich::A,девлетлу,πλούσιος
689,bekannt::A,чидай,γνωστός
690,berühmt::A,машгьур,περίφημος
691,berühmt::A,машгьур,ξακουσμένος
692,fremd::A,ччара,ξένος
693,verschieden::A,жуьреба-жуьре,διαφορετικός
694,nah::A,мукьвал,κοντινός
695,fern::A,яргъал,μακριά
696,linker::A,чапла,αριστερός
697,rechter::A,эрчӏи,δεξιός
698,anderer::A,маса,άλλος
699,anderer::A,муькуь,άλλος
700,erster::A,сад лагьай,πρώτος
701,zweiter::A,кьвед лагьай,δεύτερος
702,dritter::A,пуд лагьай,τρίτος
703,letzter::A,эхиримжи,τελευταίος
704,allein::ADV,кьилди,μόνος
705,zusammen::ADV,санал,μαζί
706,lange::ADV,яргъалди,πολύν καιρό
707,plötzlich::ADV,садлагьана,έξαφνα
708,sofort::ADV,гьасятда,αμέσως
709,später::ADV,гуьгъуьнлай,αργότερα
710,jetzt::ADV,гила,τώρα
711,heute::ADV,къе,σήμερα
712,morgen::ADV,пака,αύριο
713,bald::ADV,мукьва,σε λίγο
714,bald::ADV,мукьва,εντός ολίγου
715,bald::ADV,мукьвара,σε λίγο
