,Concept_ID,he,sah
145,Herde::N,עדר,үөр
146,Kuh::N,פרה,ынах
147,Bulle::N,פר,оҕус
148,Pferd::N,סוס,сылгы
149,Schaf::N,כבשה,овца
150,Schwein::N,חזיר,сибиинньэ
151,Hund::N,כלב,ыт
152,Katze::N,חתול,куоска
153,Bär::N,דב,эһэ
154,Eichhörnchen::N,סנאי,тииҥ
155,Elch::N,דישון,тайах
156,Fuchs::N,שועל,саһыл
157,Hase::N,ארנב,куобах
158,Maus::N,עכבר,кутуйах
159,Wolf::N,זאב,бөрө
160,Vogel::N,צפור,көтөр
161,Schwarm::N,נחיל,бөлөх
162,Schwarm::N,להקה,бөлөх
163,Huhn::N,תרנגלת,куурусса
164,Hahn::N,תרנגול,бөтүүк
165,Gans::N,אוז,хаас
166,Adler::N,עיט,хотой
167,Ente::N,ברוז,кус
168,Eule::N,ינשוף,мэкчиргэ
169,Kranich::N,עגור,туруйа
170,Kranich::N,כרוכיה,туруйа
171,Krähe::N,עורב,тураах
172,Kuckuck::N,קוקיה,кэҕэ
173,Schwan::N,ברבור,куба
174,Fisch::N,דג,балык
175,Barsch::N,אוקונוס,алыһар
176,Hecht::N,זאב הים,сордон
177,Schlange[Tier]::N,נחש,моҕой
178,Schlange[Tier]::N,נחש,эриэн үөн
179,Wurm::N,תולעת,үөн
180,Spinne::N,עכביש,ооҕуй
181,Ameise::N,נמלה,кымырдаҕас
182,Laus::N,כנה,быт
183,Mücke::N,יתוש,кумаар
184,Fliege::N,זבוב,сахсырҕа
185,Schmetterling::N,פרפר,лыах
186,Schmetterling::N,פרפר,үрүмэччи
187,Beere::N,ענבה,отон
188,Apfel::N,תפוח,яблоко
189,Pilz::N,פטריה,тэллэй
190,Zwiebel::N,בצל,луук
191,Saat::N,זרעים,сиэмэ
192,Korn::N,גרעין,сиэмэ
193,Heu::N,חציר,от
194,Schale::N,קלפה,хах
195,Grube::N,בור,дьаама
196,Grube::N,שוחה,дьаама
197,Falle::N,מלכדת,сохсо
198,Schlinge::N,לולאה,уктаа
199,Spur::N,עקבה,суол
200,Asche::N,אפר,күл
201,Dreck::N,זהמה,бадараан
202,Eisen::N,ברזל,тимир
203,Gold::N,זהב,көмүс
204,Gold::N,זהב,кыһыл көмүс
205,Silber::N,כסף,көмүс
206,Silber::N,כסף,үрүҥ көмүс
207,Kohle::N,פחם,чох
208,Glas::N,זכוכית,өстүөкүлэ
209,Lehm::N,חרסית,туой
210,Sand::N,חול,кумах
211,Mensch::N,אדם,киһи
212,Mann::N,איש,эр
213,Mann::N,גבר,эр
214,Frau::N,אשה,дьахтар
215,Frau::N,גברת,дьахтар
216,Kind::N,ילד,оҕо
217,Junge::N,ילד,уол
218,Mädchen::N,נערה,кыыс оҕо
219,Familie::N,משפחה,кэргэн
220,Großvater::N,סבא,эһэ
221,Großmutter::N,סבתא,эбэ
222,Eltern::N,הורים,аҕа-ийэ
223,Vater::N,אב,аҕа
224,Mutter::N,אם,ийэ
225,Sohn::N,בן,уол
226,Tochter::N,בת,кыыс
227,Bruder::N,אח,убай
228,Bruder::N,אח,быраат
229,Schwester::N,אחות,аҕас
230,Schwester::N,אחות,балыс
231,Onkel::N,דוד,таай
232,Onkel::N,דוד,абаҕа
233,Tante::N,דודה,эдьиий
234,Ehemann::N,איש,эр
235,Ehemann::N,בעל,эр
236,Ehefrau::N,אשה,ойох
237,Freude::N,שמחה,үөрүү
238,Gelächter::N,צחוק,күлүү
239,Glück::N,אשר,дьол
240,Glück::N,אשר,соргу
241,Kummer::N,יגון,кутурҕан
242,Kummer::N,עגמה,кутурҕан
243,Wunsch::N,אחול,баҕарыы
244,Wunsch::N,משאלה,баҕарыы
245,Lust::N,חשק,баҕа
246,Lust::N,תשוקה,баҕа
247,Geist::N,רוח,тыын
248,Gedanke::N,מחשבה,санаа
249,Gedächtnis::N,זכרון,өй
250,Verstand::N,שכל,өй
251,Sinn::N,מובן,суолта
252,Sinn::N,משמעות,суолта
253,Grund::N,סבה,төрүөт
254,Wahrheit::N,אמת,кырдьык
255,Gespräch::N,דיון,бэсиэдэ
256,Gespräch::N,דיון,кэпсэтии
257,Märchen::N,אגדה,остуоруйа
258,Erzählung::N,ספור,кэпсээн
259,Nachricht::N,ידיעה,биллэриллии
260,Neuigkeit::N,חדשה,сонун
261,Name::N,שם,аат
262,Rätsel::N,תעלומה,таабырын
263,Rede::N,נאום,этии
264,Sprache::N,לשון,тыл
265,Stimme::N,קול,куолас
266,Wort::N,מלה,тыл
267,Zeichen::N,סימן,бэлиэ
268,Ruf::N,קריאה,ыҥырыы
269,Lärm::N,רעש,айдаан
270,Laut::N,הגה,тыас
271,Ton::N,צליל,дорҕоон
272,Lied::N,שיר,ырыа
273,Ruhe::N,שלוה,уу чуумпу
274,Leute::N,אנשים,дьон
275,Volk::N,עם,дьон
276,Volk::N,עם,норуот
277,Arbeit::N,עבודה,үлэ
278,Gast::N,אורח,ыалдьыт
279,Geschenk::N,מתנה,бэлэх
280,Spiel::N,משחק,оонньуу
281,Gesellschaft::N,חברה,общество
282,Hilfe::N,עזרה,көмө
283,Freund::N,חבר,доҕор
284,Freund::N,ידיד,доҕор
285,Kamerad::N,רע,атас
286,Angelegenheit::N,ענין,дьыала
287,Anzahl::N,מספר,ахсаан
288,Art::N,סוג,биис
289,Stück::N,חתיכה,кырбас
290,Teil::N,פרק,ирээт
291,Hälfte::N,חצי,аҥар
292,Kreis::N,מעגל,төгүрүк
293,Kreis::N,מעגל,төгүрүмтэ
294,Kreuz::N,צלב,кириэс
295,Linie::N,קו,сурааһын
296,Strich::N,קו קצר,сурааһын
297,Abstand::N,מרחק,арыт
298,Entfernung::N,מרחק,ыраах
299,Gegend::N,נוף,сир
300,Platz::N,שטח,арыт
301,Ort::N,אתר,сир
302,Ort::N,מקום,сир
303,Seite::N,צד,өрүт
304,Seite::N,צד,сирэй
305,Mitte::N,אמצע,орто
306,Gegenstand::N,אוביקט,предмет
307,Sache::N,דבר,мал
308,Rand::N,פרור,кытыы
309,Rand::N,פרור,ойоҕос
310,Kante::N,קצה,кырыы
311,Ecke::N,פנה,муннук
312,Spitze::N,קצה,чыпчаал
313,Ende::N,סוף,төбө
314,Loch::N,חר,тэһэҕэс
315,Loch::N,חר,дьөлөҕөс
316,Winkel::N,פנה,муннук
317,Muster::N,תבנית,оһуор
318,Größe::N,גדל,кээмэй
319,Länge::N,ארך,уста
320,Höhe::N,קומה,үрдүк
321,Höhe::N,גבה,үрдүк
322,Gewicht::N,משקל,ыйааһын
323,Menge::N,כמות,ахсаан
324,Haufen::N,ערמה,чөмчөх
325,Reihe::N,רצף,кэккэ
326,Boot::N,סירה,оҥочо
327,Ruder::N,משוט,эрдии
328,Schlitten::N,מזחלת,сыарҕа
329,Ski::N,מגלשים,хайыһар
330,Lagerfeuer::N,מדורה,кутаа
331,Last::N,משא,ыарахан
332,Gang::N,הליכה,хаамыы
333,Schritt::N,צעד,хардыы
334,Norden::N,צפון,хоту
335,Süden::N,דרום,соҕуруу
336,Westen::N,מערב,арҕаа
337,Osten::N,מזרח,илин
338,Holz::N,עץ,мас
339,Brett::N,קרש,дуоска
340,Brett::N,קרש,хаптаһын
341,Platte::N,לוח,билиитэ
342,Stütze::N,משען,тулааһын
343,Stange::N,מוט,ураҕас
344,Stock::N,מקל,мас
345,Stock::N,מקל,баалкы
346,Stab::N,מוט,ураҕас
347,Rohr::N,צנור,турба
348,Haus::N,בית,дьиэ
349,Heim::N,בית,дьиэ
350,Ofen::N,תנור,оһох
351,Fußboden::N,רצפה,муоста
352,Tisch::N,שלחן,остуол
353,Stuhl::N,כסא,устуул
354,Wiege::N,ערש,биһик
355,Bett::N,מטה,кырабаат
356,Regal::N,מדף,долбуур
357,Kiste::N,תבה,дьааһык
358,Kiste::N,ארגז,дьааһык
359,Fenster::N,חלון,түннүк
360,Tür::N,דלת,аан
361,Tor::N,שער,аан
362,Zaun::N,גדר,соппулуот
363,Dach::N,גג,кырыыса
364,Leiter::N,סלם,кирилиэс
365,Besen::N,מטאטא,миинньик
366,Spaten::N,את,күрдьэх
367,Schaufel::N,את,күрдьэх
368,Gabel::N,מזלג,биилкэ
369,Löffel::N,כף,луоска
370,Messer::N,סכין,быһах
371,Nagel::N,מסמר,тоһоҕо
372,Netz::N,רשת,илим
373,Haken::N,וו,көхө
374,Haken::N,קרס,көхө
375,Griff::N,ידית,ук
376,Griff::N,ידית,тутаах
377,Schloss::N,מנעול,күлүүс
378,Bild::N,תמונה,хартыына
379,Figur::N,פסל,фигура
380,Puppe::N,בבה,куукула
381,Beutel::N,שק,мөһөөччук
382,Bündel::N,צרור,баайыы
383,Tasche::N,שקית,суумка
384,Eimer::N,דלי,биэдэрэ
385,Deckel::N,מכסה,хаппах
386,Geschirr::N,כלים,иһит
387,Sack::N,שק,куул
388,Tasse::N,ספל,сэлиэнэй
389,Topf::N,סיר,көстүрүүҥкэ
390,Kessel::N,קנקן,хочуол
391,Essen::N,אכל,аһылык
392,Essen::N,ארוחה,аһылык
393,Nahrung::N,הזנה,ас
394,Nahrung::N,תזונה,ас
395,Speise::N,מאכל,аһылык
396,Speise::N,ארוחה,аһылык
397,Fleisch::N,בשר,эт
398,Getreide::N,דגן,злактар
399,Brei::N,מחית,хааһы
400,Brot::N,לחם,килиэп
401,Scheibe::N,עגול,куһуок
402,Scheibe::N,פרוסה,куһуок
403,Fett::N,שמן,сыа
404,Butter::N,חמאה,арыы
405,Öl::N,שמן,арыы
406,Salz::N,מלח,туус
407,Suppe::N,מרק,мин
408,Honig::N,דבש,мүөт
409,Milch::N,חלב,үүт
410,Tee::N,תה,чэй
411,Leder::N,עור,тирии
412,Wolle::N,צמר,түү
413,Stoff::N,בד,таҥас
414,Stoff::N,אריג,таҥас
415,Nadel::N,מחט,иннэ
416,Faden::N,חוט,сап
417,Knopf::N,כפתור,тимэх
418,Knoten::N,קשר,түмүк
419,Farbe::N,צבע,кырааска
420,Kleidung::N,בגדים,таҥас
421,Hemd::N,חלצה,ырбаахы
422,Kragen::N,צוארון,саҕа
423,Ärmel::N,שרוול,сиэх
424,Hose::N,מכנסים,ыстаан
425,Hose::N,מכנסים,бүрүүкэ
426,Gürtel::N,חגורה,кур
427,Mütze::N,כובע,бэргэһэ
428,Schuh::N,נעל,бачыыҥка
429,Stiefel::N,מגף,саппыкы
430,Ring::N,טבעת,биһилэх
431,Band::N,סרט,лиэнтэ
432,Kamm::N,מסרק,тараах
433,Spiegel::N,מראה,сиэркилэ
434,Riemen::N,רצועה,кур
435,Schnur::N,חבל,быа
436,Leine::N,מושכות,тэһиин
437,Decke::N,שמיכה,суорҕан
438,Kissen::N,כרית,сыттык
439,Tuch::N,צעיף,былаат
440,Handtuch::N,מגבת,соттор
441,Kraft::N,כוח,сыра
442,Stärke::N,און,күүс
443,Gesundheit::N,בריאות,доруобуйа
444,Krankheit::N,מחלה,ыарыы
445,Schmerz::N,כאב,ыарыы
446,Wunde::N,פציעה,баас
447,Fieber::N,חם,түрүлгэн
448,Fieber::N,חם,лихорадка
449,Fieber::N,חם,температура
450,Arznei::N,תרופה,эмп
451,Brücke::N,גשר,күргэ
452,Brunnen::N,באר,холуодьас
453,Weide::N,אחו,мэччирэҥ
454,Weide::N,מרעה,мэччирэҥ
455,Pfad::N,שביל,ыллык
456,Pfad::N,מדרכה,ыллык
457,Weg::N,דרך,суол
458,Straße::N,כביש,суол
459,Dorf::N,כפר,дэриэбинэ
460,Stadt::N,עיר,куорат
461,Brief::N,מכתב,сурук
462,Buch::N,ספר,кинигэ
463,Buchstabe::N,אות,буква
464,Zeitung::N,עתון,хаһыат
465,Leben::N,חיים,тыын
466,Tod::N,מות,өлүү
467,Grab::N,קבר,иин
468,Kirche::N,כנסיה,таҥара дьиэтэ
469,Sünde::N,חטא,айыы
470,Gott::N,אל,тангара
471,Arbeiter::N,פועל,үлэһит
472,Chef::N,ראש,баһылык
473,Chef::N,ראש,начальник
474,Chef::N,מנהל,баһылык
475,Chef::N,מנהל,начальник
476,Meister::N,ממחה,уус
477,Meister::N,ממחה,маастар
478,Arzt::N,רופא,врач
479,Lehrer::N,מורה,учуутал
480,Geld::N,כסף,харчы
481,Geschäft::N,עסקה,идэ
482,Laden::N,חנות,маҕаһыын
483,Preis::N,מחיר,сыана
484,Ware::N,סחורה,табаар
485,Nutzen::N,תועלת,туһа
486,Reichtum::N,עשר,баай
487,Welt::N,עולם,аан дойду
488,Land::N,ארץ,дойду
489,Staat::N,מדינה,государство
490,König::N,מלך,король
491,Macht::N,כוח,былаас
492,Grenze::N,גבול,кыраныысса
493,Krieg::N,מלחמה,сэрии
494,Feind::N,אויב,өстөөх
495,Gewalt::N,אלימות,күүһүлээһин
496,Kampf::N,קרב,охсуһуу
497,Kampf::N,לחימה,охсуһуу
498,Bogen[Waffe]::N,קשת,ох
499,Pfeil::N,חץ,ох
500,Gewehr::N,רובה,саа
501,Fehler::N,טעות,сыыһа
502,Lüge::N,שקר,сымыйа
503,Schaden::N,נזק,хоромньу
504,Unglück::N,מזל רע,алдьархай
505,Schuld::N,אשמה,буруй
506,Alter::N,גיל,саас
507,Schluss::N,סיום,тиһэх
508,Zeit::N,זמן,бириэмэ
509,Tag::N,יום,күн
510,Morgen::N,בקר,сарсыарда
511,Mittag::N,צהרים,күн ортото
512,Abend::N,ערב,киэһэ
513,Nacht::N,לילה,түүн
514,Woche::N,שבוע,нэдиэлэ
515,Monat::N,חדש,ый
516,Jahr::N,שנה,сыл
517,Jahr::N,שנה,дьыл
518,Frühling::N,אביב,саас
519,Sommer::N,קיץ,сайын
520,Herbst::N,סתו,күһүн
521,Winter::N,חרף,кыһын
522,Januar::N,ינואר,тохсунньу
523,Februar::N,פברואר,олунньу
524,März::N,מרץ,кулун тутар
525,April::N,אפריל,муус устар ый
526,Mai::N,מאי,ыам ыйа
527,Juni::N,יוני,бэс ыйа
528,Juli::N,יולי,от ыйа
529,August::N,אוגוסט,атырдьах ыйа
530,September::N,ספטמבר,балаҕан ыйа
531,Oktober::N,אוקטובר,алтынньы
532,November::N,נובמבר,сэтинньи
533,Dezember::N,דצמבר,ахсынньы
534,Montag::N,יום שני,бэнидиэнньик
535,Dienstag::N,יום שלישי,оптуорунньук
536,Mittwoch::N,יום רביעי,сэрэдэ
537,Donnerstag::N,יום חמישי,чэппиэр
538,Freitag::N,יום ששי,бээтинсэ
539,Samstag::N,יום שבת,субуота
540,Sonntag::N,יום ראשון,баскыһыанньа
541,groß::A,גדול,бөдөҥ
542,groß::A,גדול,улахан
543,klein::A,קטן,кыр
544,lang::A,ארך,уһун
545,kurz::A,קצר,кылгас
546,breit::A,רחב,кэтит
547,schmal::A,צר,кыараҕас
548,dicht::A,צפוף,хойуу
549,dick[Gegenstand]::A,עבה,суон
550,dick[Gegenstand]::A,עבה,хойуу
551,dünn::A,דק,чараас
552,fein::A,מעדן,бытархай
553,fein::A,מעדן,синньигес
554,fest::A,מוצק,бөҕө
555,fest::A,מוצק,кытаанах
556,flach::A,שטוח,хаптаҕай
557,glatt::A,חלק,кылааккай
558,hart::A,קשיח,хатан
559,hart::A,קשיח,кытаанах
560,weich::A,רך,сымнаҕас
561,rund::A,עגל,төгүрүк
562,spitz::A,חד,сытыы
563,spitz::A,חד,уһуктаах
564,scharf::A,חד,сытыы
565,stumpf::A,קהה,сыппах
566,schwer::A,כבד,ыарахан
567,schön::A,יפה,кыраһыабай
568,heiß::A,חם,итии
569,warm::A,חם,ичигэс
570,kalt::A,קר,тымныы
571,kühl::A,צונן,сөрүүн
572,frisch::A,טרי,ыраас
573,frisch::A,טרי,сөрүүн
574,frisch::A,טרי,тымныы
575,feucht::A,לח,сииктээх
576,nass::A,רטוב,инчэҕэй
577,trocken::A,יבש,кураан
578,voll::A,מלא,толору
579,leer::A,ריק,иччитэх
580,offen::A,פתוח,аһаҕас
581,geschlossen::A,סגור,бүтэй
582,sauber::A,נקי,сэбэр
583,schmutzig::A,מלכלך,кирдээх
584,roh::A,חי,сиикэй
585,reif::A,בשל,буспут
586,reif::A,בשל,сиппит-хоппут
587,lecker::A,טעים,минньигэс
588,süß::A,מתוק,минньигэс
589,bitter::A,מר,аһыы
590,sauer::A,חמוץ,аһыы
591,hell::A,בהיר,сырдык
592,dunkel::A,עמום,хараҥа
593,schwarz::A,שחר,хара
594,weiß::A,לבן,үрүҥ
595,weiß::A,לבן,маҥан
596,rot::A,אדם,кыһыл
597,gelb::A,צהב,саһархай
598,blau::A,כחל,күөх
599,grün::A,ירק,күөх
600,grün::A,ירק,от күөҕэ
601,grau::A,אפר,сиэрэй
602,bunt::A,צבעוני,эриэн
603,billig::A,זול,чэпчэки
604,teuer::A,יקר,сыаналаах
605,wertvoll::A,יקר ערך,сыаналаах
606,blind::A,עור,хараҕа суох
607,taub::A,חרש,дьүлэй
608,kräftig::A,חסן,модун
609,stark::A,חזק,күүстээх
610,schwach::A,חלש,мөлтөх
611,fett::A,שמן,эмис
612,schlank::A,רזה,дьылҕан
613,schlank::A,רזה,дьыпсаҕай
614,hübsch::A,יפה תאר,олус кэрэ
615,hübsch::A,יפה תאר,көрүөхтэн үчүгэй
616,böse::A,רשע,өһүөннээх
617,dumm::A,טפש,акаары
618,faul::A,עצלן,нэс
619,fleißig::A,חרוץ,кыһамньылаах
620,geizig::A,קמצן,иҥсэлээх
621,klug::A,נבון,өйдөөх
622,klug::A,פקח,өйдөөх
623,geschickt::A,מימן,наһаа дьоҕурдаах
624,lieb::A,יקר,тапталлаах
625,lieb::A,אהוב,тапталлаах
626,lustig::A,עליז,көрдөөх
627,sanft::A,עדין,намчы
628,sanft::A,עדין,сымнаҕас
629,hungrig::A,רעב,аччык
630,krank::A,חולה,ыалдьар
631,nackt::A,ערום,сыгынньах
632,traurig::A,עצוב,санаарҕабыллаах
633,lebendig::A,חי,тыыннаах
634,gut::A,טוב,үтүө
635,gut::A,טוב,үчүгэй
636,schlecht::A,גרוע,куһаҕан
637,richtig::A,נכון,сөп
638,schlimm::A,רע,сидьиҥ
639,schlimm::A,רע,быдьар
640,wahr::A,אמתי,кырдьык
641,alt::A,ישן,былыргы
642,neu::A,חדש,саҥа
643,ehemalig::A,לשעבר,урукку
644,alt[Lebewesen]::A,זקן,кырдьаҕас
645,jung::A,צעיר,эдэр
646,arm::A,עני,дьадаҥы
647,reich::A,עשיר,баай
648,bekannt::A,ידוע,билэр
649,berühmt::A,מפרסם,аатырбыт
650,fremd::A,זר,атын
651,verschieden::A,שונה,араас
652,nah::A,קרוב,чугас
653,fern::A,רחוק,ыраах
654,linker::A,שמאלי,хаҥас
655,rechter::A,ימין,уҥа
656,anderer::A,אחר,атын
657,erster::A,ראשון,маҥнайгы
658,zweiter::A,שני,иккис
659,dritter::A,שלישי,үһүс
660,letzter::A,אחרון,тиһэх
661,allein::ADV,לבד,соҕотох
662,auf einmal::ADV,בו-זמנית,биирдэ
663,zusammen::ADV,ביחד,холбуу
664,lange::ADV,הרבה זמן,уһуннук
665,plötzlich::ADV,לפתע,эмискэ
666,plötzlich::ADV,פתאום,эмискэ
667,sofort::ADV,מיד,тута
668,später::ADV,לאחר זמן,хойут
669,später::ADV,יותר מאחר,хойут
670,jetzt::ADV,עכשיו,билигин
671,heute::ADV,היום,бүгүн
672,morgen::ADV,מחר,сарсын
673,bald::ADV,בקרוב,өтөр
674,dann::ADV,אחר-כך,кэнна
675,gestern::ADV,אתמול,бэҕэһээ
676,einst::ADV,לפנים,биир төгүл
677,einst::ADV,לפנים,арай биирдэ
678,damals::ADV,אז,оччоҕо
679,danach::ADV,אחר-כך,аары
680,danach::ADV,אחר-כך,ол кэнниттэн
681,vorher::ADV,לפני זה,урут
682,zuerst::ADV,קדם,маҥнай
683,einmal::ADV,פעם,биирдэ
684,manchmal::ADV,לפעמים,арыт
685,oft::ADV,לעתים קרובות,чаастатык
686,immer::ADV,תמיד,мэлдьи
687,niemals::ADV,אף פעם,хаһан да
688,hier::ADV,כאן,маныаха
689,hierhin::ADV,פה,бэттэх
690,von hier::ADV,מפה,мантан
691,dort::ADV,שם,онно
692,dorthin::ADV,שם,онно
693,geradeaus::ADV,ישר,быһа
694,geradeaus::ADV,ישר,быһаччы
695,vorwärts::ADV,קדימה,инники
696,rückwärts::ADV,לאחור,төттөру
697,zurück::ADV,בחזרה,төттөрү
698,zurück::ADV,אחורנית,төттөрү
699,unten::ADV,למטה,аллара
700,hinab::ADV,למטה,аллара
701,oben::ADV,מעל,үөһэ
702,oben::ADV,למעלה,үөһэ
703,hinauf::ADV,למעלה,өрө
704,hinauf::ADV,למעלה,үөһэ
705,überall::ADV,בכל מקום,бэйдиэ
706,nicht::ADV,לא,буолбатах
707,ein wenig::ADV,קצת,кыратык
708,kaum::ADV,בקשי,нэһиилэ
709,sehr::ADV,מאוד,бэрт
710,sehr::ADV,מאוד,наһаа
711,so::ADV,כך,оччо
712,so::ADV,כך,оннук
713,so::ADV,ככה,оччо
714,so::ADV,ככה,оннук
715,noch::ADV,עוד,өссө
716,noch::ADV,עדין,өссө
717,nur::ADV,רק,эрэ
718,nur::ADV,רק,сыччах
719,schon::ADV,כבר,бэлиэр
720,wieder::ADV,שוב,эмиэ
721,vergebens::ADV,לריק,таак
722,vergebens::ADV,לשוא,таак
723,vor::PRP,מול,иннигэр
724,hinter::PRP,מאחורי,кэлин
725,unter::PRP,מתחת,-ҕа
726,unter::PRP,מתחת,оһох түгэҕэ
727,durch::PRP,דרך,курдары
728,neben::PRP,ליד,аттыгар
729,neben::PRP,על-יד,аттыгар
730,zwischen::PRP,בין,ыккардынан
731,wegen::PRP,בשל,уҥуортан
732,wegen::PRP,בגלל,уҥуортан
733,dies::PRN,זה,ити
734,dies::PRN,זה,бу
735,das::PRN,זה,били
736,alles::PRN,הכל,барыта
737,ich::PRN,אני,мин
738,du::PRN,את,эн
739,du::PRN,אתה,эн
740,er::PRN,הוא,кнни
741,wir::PRN,אנחנו,биһиги
742,ihr::PRN,לה,эһиги
743,sie::PRN,הם,кинилэр
744,was::FPRN,מה,туох
745,wer::FPRN,מי,ким
746,wo::FADV,איפה,ханна
747,wohin::FADV,לאן,ханна
748,wie::FADV,איך,хайдах
749,warum::FADV,למה,тоҕо
750,wieviel::FNUM,כמה,төһө
751,eins::NUM,אחד,биир
752,zwei::NUM,שתים,икки
753,drei::NUM,שלושה,үс
754,vier::NUM,ארבעה,түөрт
755,fünf::NUM,חמשה,биэс
756,sechs::NUM,ששה,алта
757,sieben::NUM,שבעה,сэттэ
758,acht::NUM,שמונה,аҕыс
