,Concept_ID,mrj,av
56,Schlaf::N,ом,макьу
57,Traum::N,ом,макьу
58,Himmel::N,пӹлгом,зоб
59,Sonne::N,кечӹ,бакъ
60,Mond::N,тӹлзӹ,моцӏ
61,Stern::N,шӹдӹр,цӏва
62,Luft::N,юж,гьава
63,Luft::N,воздух,гьава
64,Wind::N,мардеж,гьури
65,Welle::N,ко,карачел
66,Welle::N,коэ,карачел
67,Wasser::N,вӹд,лъим
68,Stein::N,кӱ,гьецӏо
69,Boden::N,рок,ракь
70,Erde::N,свет,ракь
71,Erde::N,свет,дуниял
72,Staub::N,пырак,хӏур
73,Rauch::N,шӹкш,кӏкӏуй
74,Funke::N,ип,
75,Funke::N,тылип,
76,Feuer::N,тыл,цӏа
77,Licht::N,соты,канлъи
78,Licht::N,валгыды,канлъи
79,Schatten::N,ӹмӹл,рагӏад
80,Wetter::N,игечӹ,гьава-бакъ
81,Nebel::N,тӹтӹрӓ,гӏодобнакӏкӏ
82,Wolke::N,пӹл,накӏкӏ
83,Regen::N,юр,цӏад
84,Schnee::N,лым,гӏазу
85,Eis::N,и,цӏер
86,Frost::N,ӱштӹ,замгьари
87,Kälte::N,ӱштӹ,квач
88,Hitze::N,шокшы,багӏари
89,Raureif::N,пöрш,мартӏ
90,Regenbogen::N,шанавӹл,нур
91,Regenbogen::N,шанавӹл,чамбара
92,Donner::N,хӹдӹртӹш,гъугъай
93,Donner::N,хӹдӹртӹш,гъугъади
94,Strömung::N,йогы,чвахи
95,Tropfen::N,капльы,резел
96,Tropfen::N,капльы,тӏинкӏ
97,Tropfen::N,капльы,къатӏра
98,Tropfen::N,капльы,тӏенкӏел
99,Tropfen::N,капльык,резел
100,Tropfen::N,капльык,тӏинкӏ
101,Tropfen::N,капльык,къатӏра
102,Tropfen::N,капльык,тӏенкӏел
103,Schaum::N,шонг,полоп
104,Schmutz::N,лявӹрӓ,чороклъи
105,See::N,йӓр,хӏор
106,Sumpf::N,лӱкӹ,хьуцӏ
107,Moor::N,куп,
108,Wiese::N,алык,мегъ
109,Wiese::N,алык,гӏурдаллъи
110,Wald::N,шӹргӹ,рохь
111,Hügel::N,пӱгӹрикӓ,гохӏ
112,Anhöhe::N,кӱкшикӓ,сийитма
113,Berg::N,кырык,мегӏер
114,Gipfel::N,неркӓ,тӏогь
115,Höhle::N,ы́раж,нохъо
116,Abhang::N,полом,лабаллъи
117,Quelle::N,вӹдсӹнзӓ,ицц
118,Bach::N,ӓнгӹр,лъар
119,Fluss::N,вӹд,гӏор
120,Ufer::N,сир,рагӏал
121,Küste::N,сир,рагӏал
122,Festland::N,мӱлӓндӹ,ракь
123,Festland::N,мӱлӓндӹ,ракъдаллъи
124,Meer::N,тангыж,ралъад
125,Bucht::N,вӹдъял,кӏветӏ
126,Insel::N,острок,чӏинкӏиллъи
127,Blume::N,пеледӹш,тӏегь
128,Gras::N,шуды,хер
129,Wurzel::N,важ,кьибил
130,Baum::N,пушӓнгӹ,гъветӏ
131,Stamm::N,пушӓнгӹ тӹнг,рохти
132,Rinde::N,каргыж,макъар
133,Ast::N,укш,ноцӏ
134,Zweig::N,укш,гӏаркьел
135,Blatt::N,листӹ,тӏамах
136,Birke::N,куги,мах
137,Birke::N,куги,махигъветӏ
138,Kiefer[Baum]::N,йӓктӹ,накӏкӏигъветӏ
139,Weide[Baum]::N,уа,рицӏцӏ
140,Weide[Baum]::N,уа,рицӏцӏигъветӏ
141,Tanne::N,кож,ёлка
142,Horn::N,шур,лълъар
143,Feder::N,пын,хӏули
144,Fell::N,кавашты,тӏом
145,Fell::N,кавашты,цӏоко
146,Flügel::N,шылдыр,кваркьи
147,Klaue::N,кӹч,галъ
148,Kralle::N,лапа,квачӏ
149,Kralle::N,лапа,катиквачӏ
150,Schwanz::N,пач,рачӏ
151,Ei::N,мыны,хоно
152,Nest::N,пӹжӓш,бусен
153,Bau::N,ыраж,каратӏ
154,Tier::N,во́льык,хӏайван
155,Herde::N,кӹтö,рехъен
156,Herde::N,кӹтö,рехъед
157,Kuh::N,ышкал,гӏака
158,Bulle::N,ӱшкӱж,оц
159,Pferd::N,имни,чу
160,Schaf::N,шарык,чахъу
161,Schwein::N,сасна,болъон
162,Hund::N,пи,гьой
163,Katze::N,коти,кету
164,Bär::N,мöскӓ,ци
165,Eichhörnchen::N,ур,гвангва
166,Elch::N,шарды,
167,Fuchs::N,рӹвӹж,цер
168,Hase::N,морен,гӏанкӏ
169,Maus::N,каля,гӏункӏкӏ
170,Wolf::N,пирӹ,бацӏ
171,Vogel::N,кек,хӏинчӏ
172,Schwarm::N,цуца,тӏел
173,Huhn::N,цӹвӹ,гӏанкӏу
174,Hahn::N,ӓптӓн,хӏелеко
175,Gans::N,комбы,хъаз
176,Adler::N,кучкыж,цӏум
177,Ente::N,лыды,ордек
178,Eule::N,тымана,беццаруз
179,Kranich::N,тырня,къункъра
180,Kranich::N,тыртня,къункъра
181,Krähe::N,лудыгарак,гъеду
182,Kuckuck::N,куку,гагу
183,Schwan::N,йӱксӹ,хӏанкъва
184,Fisch::N,кол,ччугӏа
185,Barsch::N,алангы,окунь
186,Hecht::N,нуж,щука
187,Hecht::N,нужгол,щука
188,Schlange[Tier]::N,кӹшкы,борохь
189,Wurm::N,шукш,хӏапара
190,Spinne::N,ӓнгӹремшӹ,хъанхъра
191,Ameise::N,кыткы,цӏунцӏра
192,Laus::N,ти,нацӏ
193,Mücke::N,кужнер,кӏкӏара
194,Mücke::N,кужынер,кӏкӏара
195,Fliege::N,шӹнгӓ,тӏутӏ
196,Schmetterling::N,лӹпӹ,кӏалкӏучӏ
197,Beere::N,мöр,
198,Apfel::N,олма,гӏеч
199,Pilz::N,понгы,гӏурдахӏан
200,Zwiebel::N,охыра,кӏочӏопер
201,Saat::N,нӱшмӹ,хьон
202,Saat::N,нӱшмӱ,хьон
203,Korn::N,пӹрцӹ,мугь
204,Heu::N,шуды,хер
205,Schale::N,аваха,хъал
206,Schale::N,карлангы,хъал
207,Grube::N,йӓм,гвенд
208,Falle::N,лӱдӹ,къор
209,Falle::N,лӱдӹ,къотен
210,Falle::N,лӱдӹш,къор
211,Falle::N,лӱдӹш,къотен
212,Schlinge::N,онгы,кӏичӏ
213,Spur::N,кишӓ,лъалкӏ
214,Asche::N,ломых,рахъу
215,Asche::N,ломпыж,рахъу
216,Dreck::N,лявӹрӓ,гъиз
217,Dreck::N,лявӹрӓ,хӏарщ
218,Eisen::N,кӹртни,махх
219,Gold::N,шöртни,месед
220,Gold::N,шöртньӹ,месед
221,Silber::N,ши,гӏарац
222,Kohle::N,шӱ,тӏурччи
223,Glas::N,охоница,цӏер
224,Lehm::N,шун,хӏатӏ
225,Sand::N,ошма,сали
226,Mensch::N,эдем,чи
227,Mann::N,пӱэргӹ,бихьинчи
228,Frau::N,ӹдӹрӓмӓш,гӏадан
229,Kind::N,ӓзӓ,лъимер
230,Kind::N,шачшы,лъимер
231,Junge::N,рвезӹ,вас
232,Junge::N,ӹрвезӹ,вас
233,Mädchen::N,ӹдӹрӓш,яс
234,Familie::N,йиш,хъизан
235,Familie::N,семня,хъизан
236,Großvater::N,тьоти,кӏудада
237,Großmutter::N,папа,кӏодо
238,Eltern::N,ӓтя-ӓвӓ,эбел-эмен
239,Vater::N,ӓтя,эмен
240,Mutter::N,ӓвӓ,эбел
241,Sohn::N,эргӹ,вас
242,Tochter::N,ӹдӹр,яс
243,Bruder::N,ӹза,вац
244,Schwester::N,ӓкӓ,яц
245,Onkel::N,кугуза,даци
246,Tante::N,куака,ада
247,Ehemann::N,мары,рос
248,Ehefrau::N,вӓтӹ,чӏужу
249,Freude::N,ӹвӹртӹмӓш,ракӏбохи
250,Gelächter::N,ваштылмаш,релъи
251,Glück::N,пиӓл,талихӏ
252,Glück::N,пиӓл,талихӏ-рохел
253,Kummer::N,ясы,хӏалкъай
254,Wunsch::N,охата,къасд
255,Wunsch::N,шанымаш,къасд
256,Lust::N,шӓр,гъира
257,Lust::N,охата,гъира
258,Lust::N,шанымаш,гъира
259,Geist::N,тух,чӏанкӏ
260,Geist::N,тух,рухӏ-жан
261,Gedanke::N,шанымаш,пикру
262,Gedächtnis::N,ӓш,
263,Verstand::N,ыш,лумалъи
264,Verstand::N,ыш,цӏодорлъи
265,Sinn::N,кын,магӏна
266,Grund::N,вир,багьана
267,Wahrheit::N,тöр,ритӏухълъи
268,Gespräch::N,хытырымаш,накъит
269,Märchen::N,ямак,маргьа
270,Erzählung::N,шайыштмаш,къиса
271,Nachricht::N,увертӓрӹмӓш,хабар
272,Neuigkeit::N,увер,хабар-гӏазаб
273,Name::N,лӹм,цӏар
274,Rätsel::N,тышты,бицанкӏо
275,Rede::N,шая,речь
276,Rede::N,шая,калам
277,Rede::N,шамак,речь
278,Rede::N,шамак,калам
279,Sprache::N,йӹлмӹ,мацӏ
280,Stimme::N,юк,гьаракь
281,Wort::N,шамак,рагӏи
282,Zeichen::N,палӹ,ишара
283,Zeichen::N,палӹ,гӏаламат
284,Ruf::N,сӹгӹрӹмӓш,ахӏи
285,Lärm::N,юкланымащ,хъуй
286,Lärm::N,юкланымащ,хъуди
287,Laut::N,юк,гьаракь
288,Laut::N,юк,сас
289,Ton::N,юк,
290,Lied::N,мыры,кечӏ
291,Ruhe::N,тыр,рахӏат
292,Leute::N,эдемвлӓ,гӏадамал
293,Volk::N,халык,халкъ
294,Arbeit::N,пӓшӓ,хӏалтӏи
295,Gast::N,хына,гьобол
296,Geschenk::N,подарка,сайигъат
297,Spiel::N,мадыш,хӏай
298,Spiel::N,мадыш,расанди
299,Gesellschaft::N,йӓл,жамагӏат
300,Gesellschaft::N,йӓлвлӓ,жамагӏат
301,Hilfe::N,палшык,кумек
302,Freund::N,тӓнг,гьудул
303,Kamerad::N,тос,гьалмагъ
304,Angelegenheit::N,дела,къваригӏел
305,Angelegenheit::N,йела,къваригӏел
306,Angelegenheit::N,йыла,къваригӏел
307,Angelegenheit::N,пӓшӓ,къваригӏел
308,Anzahl::N,шот,рикӏкӏен
309,Art::N,цӹре,жинс
310,Stück::N,лаштык,кесек
311,Teil::N,пай,пай
312,Teil::N,часть,пай
313,Hälfte::N,пел,бащдаб
314,Kreis::N,тӹртӹш,гор
315,Kreuz::N,крестӹ,хъанч
316,Abstand::N,ло,манзил
317,Entfernung::N,ло,манзил
318,Gegend::N,вӓр,рахъ
319,Platz::N,вӓр,бакӏ
320,Ort::N,вӓр,бакӏ
321,Seite::N,öрдӹж,рахъ
322,Mitte::N,ло,бакьулъбакӏ
323,Gegenstand::N,хӓдӹр,жо
324,Sache::N,хӓдӹр,жо
325,Rand::N,шöр,мицӏир
326,Kante::N,шöр,рагӏал
327,Kante::N,шöр,рагӏа-ракьан
328,Ecke::N,лык,цили
329,Spitze::N,вуй,тӏогь
330,Ende::N,вуй,кӏал
331,Ende::N,мычаш,кӏал
332,Loch::N,ыраж,каратӏ
333,Winkel::N,лык,
334,Muster::N,тӹрлец,накъиш
335,Größe::N,кӱкшӹц,кӏодо́лъи
336,Länge::N,кыт,халалъи
337,Höhe::N,кӱкшӹц,борхалъи
338,Gewicht::N,нелӹц,бакӏлъи
339,Menge::N,шот,
340,Haufen::N,ара,гъуни
341,Reihe::N,ряд,ирга́
342,Boot::N,пыш,раса
343,Ruder::N,вешлӓ,раххан
344,Schlitten::N,тир,чанагъ
345,Ski::N,ечӹ,лыжаби
346,Lagerfeuer::N,тыл,цӏа
347,Last::N,нелӹц,бакӏлъи
348,Gang::N,ход,хьвади
349,Gang::N,ход,хьвада-чӏвади
350,Schritt::N,ашкыл,гали
351,Norden::N,йыдпелвел,шимал
352,Süden::N,кечӹвӓлвел,юг
353,Süden::N,кечӹвӓлвел,къибла
354,Westen::N,кечӹ шӹцмӹ,гъарб
355,Westen::N,кечӹ шӹцмӹ,магъриб
356,Osten::N,ирвел,шаркъ
357,Osten::N,ирвел,машрикъ
358,Osten::N,кечӹ лӱлтмӹ,шаркъ
359,Osten::N,кечӹ лӱлтмӹ,машрикъ
360,Holz::N,пушӓнгӹ,цӏул
361,Brett::N,ханга,хъарщи
362,Platte::N,плитӓ,къоно
363,Stütze::N,цӓрӓк,
364,Stange::N,равы,гӏер
365,Stange::N,намаш,гӏер
366,Stock::N,панды,тӏил
367,Stab::N,равы,гӏер
368,Rohr::N,пыч,турба
369,Haus::N,пöрт,ригь
370,Haus::N,пöрт,рукъзал
371,Heim::N,пöрт,рукъ
372,Ofen::N,камака,печь
373,Fußboden::N,седӹрӓ,чӏабар
374,Tisch::N,стöл,стол
375,Stuhl::N,пöкен,бакӏу
376,Wiege::N,шипкӓ,кини
377,Bett::N,койка,кровать
378,Bett::N,кравать,кровать
379,Regal::N,полицӓ,хъарщи
380,Kiste::N,шӱ́ндӹк,ящик
381,Kiste::N,шӱ́ндӹк,тӏалагъуд
382,Fenster::N,окня,гордо
383,Tür::N,амаса,нуцӏа
384,Tor::N,хапка,каву
385,Zaun::N,забор,раци
386,Dach::N,левӓш,тӏох
387,Leiter::N,ташкалтыш,мали
388,Besen::N,сало,жул
389,Besen::N,салко,жул
390,Spaten::N,кольмы,бел
391,Schaufel::N,лоток,раххан
392,Gabel::N,ви́лка,гӏучӏ
393,Löffel::N,савала,гъуд
394,Messer::N,кӹзӹ,нус
395,Nagel::N,пыда,магӏ
396,Netz::N,вӓпш,гьин
397,Haken::N,крӱк,гъанцӏа
398,Haken::N,кагак,гъанцӏа
399,Griff::N,кычем,гӏоркь
400,Schloss::N,замок,кӏулал
401,Schloss::N,сыравач,кӏулал
402,Bild::N,картин,сурат
403,Figur::N,кӓн,
404,Puppe::N,поханя,нани
405,Beutel::N,мешӓк,таргьа
406,Bündel::N,топ,къай
407,Bündel::N,пидӹш,къай
408,Bündel::N,кӹлдӹш,къай
409,Tasche::N,сумкы,сумка
410,Tasche::N,сумкы,къвачӏа
411,Eimer::N,ведӹрӓ,ведро
412,Deckel::N,комдыш,тӏалъел
413,Deckel::N,комдыш,дадитӏалъел
414,Geschirr::N,ӓтӹ,цӏарагӏ
415,Sack::N,мешӓк,хъап
416,Sack::N,мешӓк,къандалъо
417,Tasse::N,цӓшкӓ,чашка
418,Topf::N,ми́ска,хьаг
419,Kessel::N,пад,хьаг
420,Kessel::N,пад,гереги
421,Essen::N,качкыш,тӏагӏам
422,Essen::N,качкыш-йӱш,тӏагӏам
423,Nahrung::N,качкыш,квен
424,Nahrung::N,качкыш-йӱш,квен
425,Speise::N,няня,квен
426,Fleisch::N,пай,гьан
427,Getreide::N,киндӹ,бугӏа-ролъ
428,Getreide::N,киндӹ,могьолабл_культураби
429,Brei::N,шӹрӓш,карщ
430,Brot::N,сыкыр,чед
431,Scheibe::N,ламыт,мочӏу
432,Scheibe::N,лаштык,мочӏу
433,Fett::N,кая,беэнлъи
434,Butter::N,ӱ,нах
435,Öl::N,ӱ,нах
436,Salz::N,санзал,цӏам
437,Suppe::N,лем,чурпа
438,Honig::N,мӱ,гьоцӏо
439,Milch::N,шӹшер,рахь
440,Tee::N,чӓй,чай
441,Leder::N,шарга,тӏом
442,Leder::N,кавашты,тӏом
443,Wolle::N,миж,квас
444,Stoff::N,матер,ххам
445,Stoff::N,матери,ххам
446,Nadel::N,им,рокӏкӏен
447,Faden::N,шӹртӹ,кун
448,Knopf::N,полдыш,маргъал
449,Knoten::N,пӱкшем,гарацӏ
450,Farbe::N,чиӓ,релъен
451,Farbe::N,крӓскӓ,релъен
452,Kleidung::N,выргем,ретӏел
453,Hemd::N,тыгыр,гурде
454,Kragen::N,шӱ,габур
455,Ärmel::N,шокш,къвал
456,Hose::N,ялаш,тӏажу
457,Gürtel::N,ӹштӹ,рачел
458,Mütze::N,упш,тӏагъур
459,Schuh::N,ту́фльы,
460,Stiefel::N,кем,этек
461,Stiefel::N,кем,чакма
462,Ring::N,шӓргӓш,баргъич
463,Band::N,лемтӓ,лента
464,Kamm::N,шерге,гьоркьо
465,Spiegel::N,тӹгӹр,матӏу
466,Riemen::N,прӓжӓ,рижу
467,Schnur::N,кӓндӹра,
468,Leine::N,керем,
469,Decke::N,одеял,одея́ло
470,Kissen::N,кӹпцӹк,къандалъо
471,Tuch::N,савыц,квархьи
472,Handtuch::N,шӹргӹсавыц,беркӏалрацӏцӏ
473,Handtuch::N,шӹргӹмсавыц,беркӏалрацӏцӏ
474,Kraft::N,ви,гуч
475,Kraft::N,ви,къуват
476,Stärke::N,ви,хӏалкӏвей
477,Gesundheit::N,шу,сахлъи́
478,Gesundheit::N,шулык,сахлъи́
479,Krankheit::N,мыж,унти
480,Krankheit::N,мыж,щокълъи
481,Schmerz::N,карштыш,унти
482,Wunde::N,шушыр,ругъун
483,Fieber::N,ӱштӹмыж,цӏа-кан
484,Arznei::N,лекӓрцӹ,дару
485,Brücke::N,кӹвер,кьо
486,Brunnen::N,вӹдсӹнзӓ,гъуй
487,Weide::N,ныр,рицӏцӏ
488,Weide::N,ныр,лъичӏирма
489,Weide::N,ныр,гӏурдаллъи
490,Weide::N,ныр,ри́цӏигъветӏ
491,Weide::N,ныр,рицӏцӏигъветӏ
492,Pfad::N,ялгорны,сухъмахъ
493,Weg::N,корны,нух
494,Straße::N,корны,нух
495,Dorf::N,сола,росу
496,Stadt::N,города,шагьар
497,Brief::N,сирмӓш,кагъат
498,Brief::N,сирмӓш,рисалат
499,Buch::N,книгӓ,тӏехь
500,Buchstabe::N,буква́,хӏарп
501,Zeitung::N,газет,газет
502,Zeitung::N,кайзет,газет
503,Leben::N,житя,яшав
504,Tod::N,смöрт,хвел
505,Grab::N,шӹгер,хоб
506,Grab::N,мыгилӓ,хоб
507,Grab::N,шӹгерлӓ,хоб
508,Kirche::N,церкӹ,килиса
509,Sünde::N,сулык,хӏакъ
510,Sünde::N,сулык,мунагь
511,Gott::N,йымы,бичас
512,Gott::N,йымы,аллагь
513,Arbeiter::N,пӓшӓзӹ,хӏалтӏухъан
514,Chef::N,вуй,хӏаким
515,Chef::N,вуй,начальник
516,Meister::N,мастар,устар
517,Meister::N,мастар,мастер
518,Meister::N,мастар,махщалилав
519,Arzt::N,доктор,жайрахӏ
520,Lehrer::N,тымдышы,мугӏалим
521,Geld::N,окса,гӏарац
522,Geschäft::N,торге́йӹмӓш,
523,Laden::N,лапка,тукен
524,Laden::N,магазин,тукен
525,Preis::N,ӓк,багьа
526,Ware::N,товар,къайи
527,Nutzen::N,пайда,мунпагӏат
528,Reichtum::N,перке,бечелъи
529,Welt::N,сӓндӓлӹк,дуниял
530,Welt::N,свет,дуниял
531,Land::N,сӓндӓлӹк,улка
532,Land::N,сӓндӓлӹк,икълим
533,Staat::N,кугижӓншӹ,пачалихъ
534,König::N,король,пача
535,König::N,король,малик
536,König::N,король,къирал
537,König::N,король,падишагь
538,Macht::N,власть,кверщел
539,Grenze::N,пӹсмӓн,гӏорхъи
540,Krieg::N,вырсы,рагъ
541,Feind::N,тышман,тушман
542,Gewalt::N,ви,зулму
543,Kampf::N,кредӓлмӓш,къеркьей
544,Bogen[Waffe]::N,янгеж,газаргъо
545,Pfeil::N,пикш,чӏор
546,Gewehr::N,пичӓл,туманкӏ
547,Fehler::N,самынь,гъалатӏ
548,Lüge::N,шая,гьереси
549,Schaden::N,вре́дӓ,зиян
550,Schaden::N,вре́дӓ,зарал
551,Unglück::N,пёда,балагь
552,Unglück::N,тымаша,балагь
553,Schuld::N,вуйнамат,гӏайиб
554,Alter::N,иӓш,гӏумру
555,Alter::N,игечӹ,гӏумру
556,Schluss::N,пӹтӓртӹш,ахир
557,Zeit::N,веремӓ,заман
558,Tag::N,кечӹ,къо
559,Morgen::N,ир,радалмех
560,Morgen::N,ирок,радалмех
561,Mittag::N,кечӹвӓл,къадемех
562,Abend::N,вады,релъедамех
563,Nacht::N,йыд,сордо
564,Woche::N,ӓрня,анкь
565,Monat::N,тӹ́лзӹ,моцӏ
566,Jahr::N,год,сон
567,Jahr::N,год,лъагӏел
568,Frühling::N,шошым,их
569,Sommer::N,кӓнгӹж,рии
570,Herbst::N,шӹжӹ,хасалихълъи
571,Winter::N,тел,кьин
572,Winter::N,телӹ,кьин
573,Januar::N,январ,январь
574,Januar::N,январь,январь
575,Februar::N,февраль,февра́ль
576,März::N,март,март
577,April::N,апрель,апрель
578,Mai::N,май,май
579,Juni::N,июнь,июнь
580,Juli::N,июль,июль
581,August::N,август,август
582,September::N,сентябрь,сентябрь
583,Oktober::N,октябрь,октябрь
584,November::N,ноябрь,ноябрь
585,Dezember::N,декавыр,декабрь
586,Montag::N,шачмы,итни
587,Dienstag::N,кышкыжмы,талат
588,Mittwoch::N,вӹрчегӹ,арбагӏ
589,Donnerstag::N,изӓрня,хамиз
590,Freitag::N,когарня,рузман
591,Samstag::N,кукшыгечӹ,щамат
592,Sonntag::N,рушӓрня,гьатӏан
593,groß::A,кого,кӏудияб
594,klein::A,изи,гьитӏинаб
595,lang::A,кужы,халатаб
596,kurz::A,кӹтӹк,къокъаб
597,breit::A,кымда,гӏебаб
598,schmal::A,ӓнгӹсӹр,къваридаб
599,dicht::A,шӹре,ризаб
600,dick[Gegenstand]::A,кӹжгӹ,бицатаб
601,dünn::A,вӹцкӹж,тӏеренаб
602,fein::A,пыльга,тӏеренаб
603,fest::A,цаткыды,къвакӏараб
604,flach::A,тӓлякӓ,чӏепараб
605,glatt::A,ягылгы,цӏвакараб
606,hart::A,пингӹдӹ,кьварараб
607,weich::A,пышкыды,тамахаб
608,rund::A,тӹртӹш,гургинаб
609,spitz::A,кашар,бегӏераб
610,scharf::A,кашар,рекӏараб
611,stumpf::A,нӹшкӹ,тӏехӏараб
612,stumpf::A,нӹшкӹ,рекӏинчӏеб
613,schwer::A,нелӹ,бакӏаб
614,schön::A,цевер,берцинаб
615,schön::A,олмыдшы,берцинаб
616,heiß::A,шокшы,лагьараб
617,warm::A,шокшы,хинаб
618,kalt::A,ӱштӹ,квачараб
619,kühl::A,юалгы,квачараб
620,kühl::A,йонгата,квачараб
621,frisch::A,йонгата,цӏияб
622,feucht::A,ӹлӹкшӹ,рагьараб
623,feucht::A,вӹдӹжгӹ,рагьараб
624,nass::A,начкы,би́ччараб
625,trocken::A,кукшы,бакъвараб
626,voll::A,темшӹ,
627,voll::A,темыман,
628,leer::A,йӓрӓ,чӏобогояб
629,offen::A,виш,рагьараб
630,geschlossen::A,чӱчмӹ,рахараб-къараб
631,geschlossen::A,тӹкӹлӓлтшӹ,рахараб-къараб
632,sauber::A,ире,бацӏцӏадаб
633,schmutzig::A,шоран,гъизараб
634,schmutzig::A,лявӹрӓн,гъизараб
635,schmutzig::A,шорангшы,гъизараб
636,roh::A,пеле кӱшӹ,хамаб
637,roh::A,пеле кӱшӹ,гӏатӏгояб
638,reif::A,кӱшӹ,барщараб
639,lecker::A,тотан,тӏагӏамаб
640,süß::A,мӱӓн,гьуинаб
641,bitter::A,качы,кьогӏаб
642,sauer::A,шапы,цӏекӏаб
643,hell::A,соты,канаб
644,hell::A,валгыды,канаб
645,dunkel::A,пӹц,бецӏаб
646,dunkel::A,пӹцкемӹш,бецӏаб
647,schwarz::A,шим,чӏегӏераб
648,weiß::A,ош,хъахӏаб
649,weiß::A,ошы,хъахӏаб
650,rot::A,якшаргы,багӏараб
651,gelb::A,сар,гӏобилаб
652,gelb::A,сар,тӏогьилаб
653,gelb::A,сары,гӏобилаб
654,gelb::A,сары,тӏогьилаб
655,blau::A,симсӹ,хъахӏилаб
656,grün::A,ыжар,гӏурччинаб
657,grau::A,луды,накӏкӏуяб
658,bunt::A,ала,къвекӏаб
659,bunt::A,ала,чара-гъараб
660,billig::A,шулдаш,учузаб
661,teuer::A,шергӹ,хири́яб
662,teuer::A,шергӓкӓн,хири́яб
663,wertvoll::A,ӓкӓн,къиматаб
664,blind::A,слöпöй,беццаб
665,blind::A,сльöпöй,беццаб
666,taub::A,тӱтӱк,гъугъаб
667,kräftig::A,виӓн,гучаб
668,stark::A,виӓн,къуватаб
669,schwach::A,шава,гӏажизаб
670,schwach::A,лӹпкӓ,гӏажизаб
671,schwach::A,слабка,гӏажизаб
672,fett::A,таза,кьарияб
673,schlank::A,яштака,чергесаб
674,hübsch::A,сӹлнӹ,гьайбатаб
675,hübsch::A,олмыдшы,гьайбатаб
676,böse::A,шӹдӓн,ракӏквешаб
677,dumm::A,окмак,гьагаб
678,dumm::A,окмак,гӏантаб
679,faul::A,ялахай,кӏохӏалаб
680,faul::A,ялахай,кӏухӏа́лаб
681,fleißig::A,пӓшам яратышы,хӏаракатаб
682,geizig::A,шык,къарумаб
683,klug::A,ышан,лумияб
684,geschickt::A,мастар,махщел бугев
685,lieb::A,тыри,гӏазизаб
686,lustig::A,мындыр,кепаб
687,lustig::A,сусу,кепаб
688,sanft::A,йӹвӹжӓ,хӏалимаб
689,sanft::A,йӹвӹжӓ,хӏере́наб
690,hungrig::A,шужышы,бакъараб
691,krank::A,церлӹ,щокъаб
692,krank::A,церлӹ,унтараб
693,krank::A,хворой,щокъаб
694,krank::A,хворой,унтараб
695,nackt::A,цӓрӓ,гӏицӏаб
696,nackt::A,цӓрӓ,чӏанкӏараб
697,traurig::A,сы́лыкан,пашманаб
698,traurig::A,кымы́лдымы,пашманаб
699,lebendig::A,живой,чӏагояб
700,gut::A,яжо,лъикӏаб
701,schlecht::A,уда,къадараб
702,schlecht::A,худа,къадараб
703,richtig::A,вургамла,битӏараб
704,schlimm::A,йӹрнык,нажасаб
705,schlimm::A,йӹрнык,къабихӏаб
706,wahr::A,настоящий,хӏакъаб
707,wahr::A,настоящий,битӏараб
