,Concept_ID,kk,mn
263,Kind::N,перзент,хүүхэд
264,Junge::N,бала,хүү
265,Junge::N,ер бала,хүү
266,Mädchen::N,қыз,охин
267,Mädchen::N,қыз,бүсгүй
268,Familie::N,жанұя,айл
269,Großvater::N,ата,өвгөн аав
270,Großmutter::N,әже,эмэг эх
271,Großmutter::N,әже,эмгээ
272,Großmutter::N,әжей,эмэг эх
273,Großmutter::N,әжей,эмгээ
274,Eltern::N,ата-аналар,эцэг эх
275,Vater::N,әке,аав
276,Vater::N,әке,эцэг
277,Mutter::N,ана,эх
278,Mutter::N,ана,ээж
279,Sohn::N,ұл,хүү
280,Tochter::N,қызым,охин
281,Bruder::N,бауырым,ах
282,Bruder::N,бауырым,дүү
283,Schwester::N,әпке,эгч
284,Schwester::N,әпке,охин дүү
285,Onkel::N,көке,авга ах
286,Onkel::N,көке,нагац ах
287,Tante::N,тәте,авга эгч
288,Tante::N,тәте,нагац эгч
289,Ehemann::N,ер,нөхөр
290,Ehefrau::N,зайып,эхнэр
291,Ehefrau::N,зайып,гэргий
292,Freude::N,қуаныш,баяр
293,Freude::N,қуаныш,баясгалан
294,Freude::N,сүйініш,баяр
295,Freude::N,сүйініш,баясгалан
296,Freude::N,шат-думан,баяр
297,Freude::N,шат-думан,баясгалан
298,Freude::N,қуаныштылық,баяр
299,Freude::N,қуаныштылық,баясгалан
300,Gelächter::N,күлу,инээдэм
301,Glück::N,бақыт,жаргалан
302,Glück::N,бақыттылық,жаргалан
303,Kummer::N,аза,гаслан
304,Kummer::N,қайғы,гаслан
305,Kummer::N,қасырет,гаслан
306,Wunsch::N,мүдде,ерөөл
307,Lust::N,тәбет,дур
308,Lust::N,тәбет,хүсэл
309,Lust::N,ынтызар,дур
310,Lust::N,ынтызар,хүсэл
311,Lust::N,құштарлық,дур
312,Lust::N,құштарлық,хүсэл
313,Geist::N,рух,оюун
314,Gedanke::N,ой,сэтгэл
315,Gedächtnis::N,ес,ой
316,Gedächtnis::N,ес,цээж
317,Gedächtnis::N,жады,ой
318,Gedächtnis::N,жады,цээж
319,Gedächtnis::N,ақыл-ес,ой
320,Gedächtnis::N,ақыл-ес,цээж
321,Verstand::N,ақыл,ухаан
322,Verstand::N,парасат,ухаан
323,Sinn::N,мән,утга
324,Sinn::N,маныз,утга
325,Sinn::N,мағына,утга
326,Sinn::N,мән-мағына,утга
327,Grund::N,себеп,учир
328,Wahrheit::N,рас,үнэн
329,Gespräch::N,әңгіме,яриа
330,Märchen::N,ертеп,явган үлгэр
331,Märchen::N,ертек,явган үлгэр
332,Erzählung::N,әңгіме,тууж
333,Nachricht::N,хабар,мэдээ
334,Neuigkeit::N,жаңалық,сонин
335,Name::N,ат,нэр
336,Name::N,атау,нэр
337,Rätsel::N,жұмбақ,оньсого
338,Rede::N,сөз,хэлсэн үг
339,Sprache::N,тіл,хэл
340,Stimme::N,үн,дуу
341,Stimme::N,әуен,дуу
342,Stimme::N,дауыс,дуу
343,Wort::N,сөз,үг
344,Zeichen::N,ишара,тамга
345,Zeichen::N,ишара,тэмдэг
346,Ruf::N,айғай,дуудлага
347,Lärm::N,айғай-шу,шуугиан
348,Lärm::N,айғай-шу,чимээ
349,Lärm::N,айғай-ұйғай,шуугиан
350,Lärm::N,айғай-ұйғай,чимээ
351,Laut::N,дыбыс,анир
352,Laut::N,дыбыс,дуу
353,Laut::N,дауыс,анир
354,Laut::N,дауыс,дуу
355,Ton::N,әуен,авиа
356,Ton::N,әуен,аялгуу
357,Lied::N,ән,дуу
358,Lied::N,жыр,дуу
359,Lied::N,ән-жыр,дуу
360,Ruhe::N,тыныштық,энх
361,Ruhe::N,тыныштық,тайван
362,Leute::N,кісілер,хүмүүс
363,Volk::N,халық,улс
364,Arbeit::N,еңбек,ажил
365,Arbeit::N,еңбек,хөдөлмөр
366,Gast::N,қонақ,зочин
367,Gast::N,қонақ,айлчин
368,Gast::N,мейман,зочин
369,Gast::N,мейман,айлчин
370,Geschenk::N,қадия,бэлэг
371,Spiel::N,ойын,наадам
372,Spiel::N,ойын,тоглоом
373,Gesellschaft::N,қауым,хамт байх
374,Gesellschaft::N,жұртшылық,хамт байх
375,Hilfe::N,жэрдем,тусламж
376,Freund::N,дос,найз
377,Freund::N,дос,нөхөр
378,Kamerad::N,дос-жар,хань
379,Kamerad::N,дос-жар,нөхөр
380,Angelegenheit::N,жұмыс,хэрэг
381,Anzahl::N,сан,тоо
382,Anzahl::N,саны,тоо
383,Art::N,түр,төрөл
384,Art::N,түр,янз
385,Stück::N,тілім,хэсэг
386,Teil::N,үлес,хувь
387,Teil::N,үлес,хэсэг
388,Teil::N,бөлшек,хувь
389,Teil::N,бөлшек,хэсэг
390,Hälfte::N,жарты,хагас
391,Kreis::N,шеңбер,тойрог
392,Kreis::N,шеңбер,хүрээ
393,Kreuz::N,крест,загалмай
394,Linie::N,сызық,шугам
395,Strich::N,сызық,зураас
396,Abstand::N,ара,зай
397,Abstand::N,аралық,зай
398,Entfernung::N,аралық,зай
399,Entfernung::N,аралық,хол ойр
400,Gegend::N,өңір,хавь
401,Gegend::N,өңір,газар
402,Platz::N,орны,зай
403,Platz::N,орны,завсар
404,Ort::N,орын,газар
405,Ort::N,орын,байр
406,Seite::N,жақ,тал
407,Seite::N,жақ,этгээд
408,Seite::N,бүйір,тал
409,Seite::N,бүйір,этгээд
410,Mitte::N,ортасы,төв
411,Mitte::N,ортасы,дунд
412,Gegenstand::N,зат,юм
413,Gegenstand::N,нәрсе,юм
414,Sache::N,бұйым,үйл
415,Sache::N,бұйым,хэрэг
416,Rand::N,шет,зах
417,Rand::N,шет,хөвөө
418,Rand::N,шеті,зах
419,Rand::N,шеті,хөвөө
420,Kante::N,қыр,ирмэг
421,Kante::N,қыры,ирмэг
422,Ecke::N,қыры,өнцөг
423,Ecke::N,бұрыш,өнцөг
424,Spitze::N,ұшы,үзүүр
425,Ende::N,аяқ,зах
426,Ende::N,аяқ,үзүүр
427,Ende::N,соңы,зах
428,Ende::N,соңы,үзүүр
429,Loch::N,тесік,цоорхой
430,Loch::N,тесік,онгорхой
431,Winkel::N,мүйіс,өнцөг
432,Muster::N,мәнер,хээ
433,Muster::N,мәнер,угалз
434,Größe::N,ауқым,хэмжээ
435,Größe::N,көлемдік,хэмжээ
436,Länge::N,бой,урт
437,Länge::N,ұзындық,урт
438,Höhe::N,жоғарылық,өндөр
439,Höhe::N,биіктік,өндөр
440,Gewicht::N,салмақ,жин
441,Menge::N,мөлшер,тоо
442,Haufen::N,үйме,бөөн
443,Haufen::N,үйінді,бөөн
444,Reihe::N,сап,эгнээ
445,Boot::N,қайық,завь
446,Ruder::N,ескек,сэлүүр
447,Schlitten::N,шана,чарга
448,Ski::N,шаңғы,цана
449,Lagerfeuer::N,алау,түүдэг
450,Last::N,ауырлық,ачаа
451,Last::N,ауыр зат,ачаа
452,Gang::N,жүріс,явдал
453,Schritt::N,адым,алхам
454,Norden::N,солтүстік,умар
455,Norden::N,терістік,умар
456,Süden::N,оңтүстік,урд
457,Süden::N,оңтүстік,өмнө
458,Westen::N,батыс,өрнө
459,Westen::N,батыс,баруун
460,Osten::N,күншығыс,зүүн
461,Osten::N,күншығыс,дорно
462,Holz::N,ағаш,мод
463,Holz::N,сүрек,мод
464,Brett::N,тақта,банз
465,Platte::N,тақта,хавтан
466,Stütze::N,тіреу,тулгуур
467,Stütze::N,тіреу,тулга
468,Stange::N,қада,сургааг
469,Stock::N,сойыл,саваа
470,Stab::N,сырық,таяг
471,Rohr::N,құбыр,хоолой
472,Haus::N,үй,гэр
473,Haus::N,үй,байшин
474,Heim::N,үйлі,гэр
475,Heim::N,шаңырақ,гэр
476,Ofen::N,ошақ,зуух
477,Ofen::N,ошақ,пийшин
478,Ofen::N,пеш,зуух
479,Ofen::N,пеш,пийшин
480,Fußboden::N,еден,шал
481,Tisch::N,үстел,ширээ
482,Stuhl::N,орындық,сандал
483,Wiege::N,бесік,өлгий
484,Bett::N,кереует,ор
485,Regal::N,сөре,тавиур
486,Kiste::N,жәшік,авдар
487,Kiste::N,жәшік,хайрцаг
488,Fenster::N,терезе,гэгээвч
489,Tür::N,есік,үүд
490,Tür::N,есік,хаалга
491,Tor::N,дарбаза,хаалга
492,Zaun::N,дуал,хашаа
493,Dach::N,шатыр,дээвэр
494,Leiter::N,саты,шат
495,Leiter::N,басқыш,шат
496,Besen::N,сыпырғыш,хамуур
497,Besen::N,сыпырғыш,туужуу
498,Spaten::N,күрек,хүрз
499,Schaufel::N,қалақ,хүрз
500,Gabel::N,аша,сэрээ
501,Gabel::N,шанышқы,сэрээ
502,Löffel::N,қасық,халбага
503,Messer::N,пышақ,хутга
504,Nagel::N,мық,хадаас
505,Nagel::N,шеге,хадаас
506,Netz::N,керегекөз,өөш
507,Netz::N,керегекөз,тор
508,Haken::N,ілмек,гох
509,Griff::N,сап,иш
510,Griff::N,сап,сэнж
511,Griff::N,тұтқа,иш
512,Griff::N,тұтқа,сэнж
513,Schloss::N,құлып,цуурга
514,Schloss::N,құлып,цоож
515,Schloss::N,бекіткіш,цуурга
516,Schloss::N,бекіткіш,цоож
517,Bild::N,сурет,зураг
518,Figur::N,тұлға,баримал
519,Puppe::N,қуыршақ,хүүхэлдэй
520,Beutel::N,қапшық,агсаа
521,Beutel::N,қапшық,уут
522,Bündel::N,байлам,боодол
523,Tasche::N,дорба,цүнх
524,Eimer::N,шелек,хөнөг
525,Eimer::N,шелек,хувин
526,Deckel::N,жапқыш,таг
527,Deckel::N,жапқыш,хавхаг
528,Geschirr::N,ыдыс,сав суулга
529,Sack::N,қап,шуудай
530,Tasse::N,шыныаяқ,аяга
531,Topf::N,кәстрөл,тогоо
532,Kessel::N,қазан,тогоо
533,Essen::N,ас,идээ
534,Nahrung::N,ас,хүнс
535,Nahrung::N,тамақ,хүнс
536,Speise::N,тағам,идээ
537,Fleisch::N,ет,мах
538,Getreide::N,дәнді,будаа
539,Brei::N,ботқа,богшмол
540,Brei::N,ботқа,будаа
541,Brot::N,күлше,талх
542,Scheibe::N,тілім,зүсэм
543,Scheibe::N,тілім,хэрчим
544,Fett::N,май,өөх
545,Butter::N,май,тос
546,Öl::N,май,тос
547,Salz::N,тұз,давс
548,Suppe::N,көже,шөл
549,Honig::N,бал,бал
550,Milch::N,сүт,сүү
551,Tee::N,шай,цай
552,Leder::N,көн,арьс
553,Leder::N,көн,савхи
554,Wolle::N,жүн,ноос
555,Wolle::N,жүн,унгас
556,Stoff::N,мата,бөс
557,Stoff::N,кездеме,бөс
558,Nadel::N,ине,зүү
559,Faden::N,жіп,боолт
560,Faden::N,жіп,утас
561,Knopf::N,түйме,товч
562,Knoten::N,түйін,зангилаа
563,Farbe::N,рең,будаг
564,Kleidung::N,киім,хувцас
565,Hemd::N,жейде,цамц
566,Kragen::N,жаға,зах заам
567,Ärmel::N,жең,ханцуй
568,Hose::N,шалбар,өмд
569,Gürtel::N,белбеу,бүс
570,Mütze::N,қалпақ,малгай
571,Mütze::N,қалпақ,бүрх
572,Schuh::N,кебіс,туфли
573,Stiefel::N,етік,гутал
574,Ring::N,жүзік,бөгж
575,Band::N,таспа,тууз
576,Kamm::N,тарақ,сам
577,Spiegel::N,айна,толь
578,Riemen::N,қайыс,тасам
579,Riemen::N,қайыс,сур
580,Schnur::N,жіп,татлага
581,Leine::N,тізгін,оосор
582,Decke::N,көрпе,хөнжил
583,Decke::N,көрпе,хучлага
584,Kissen::N,жастық,дэр
585,Tuch::N,орамал,алчуур
586,Tuch::N,орамал,даавуу
587,Handtuch::N,сүлгі,алчуур
588,Kraft::N,қуат,чадал
589,Kraft::N,қуат,хүч
590,Kraft::N,қарқын,чадал
591,Kraft::N,қарқын,хүч
592,Kraft::N,әл-шама,чадал
593,Kraft::N,әл-шама,хүч
594,Kraft::N,әл-дәрмен,чадал
595,Kraft::N,әл-дәрмен,хүч
596,Stärke::N,әл,эрч
597,Stärke::N,әл,тэнхээ
598,Stärke::N,күш,эрч
599,Stärke::N,күш,тэнхээ
600,Gesundheit::N,денсаулык,бие
601,Gesundheit::N,денсаулык,эрүүл мэнд
602,Krankheit::N,ауру,эмгэг
603,Schmerz::N,ауру,өвчин
604,Wunde::N,зақым,шарх
605,Wunde::N,жарақат,шарх
606,Fieber::N,безгек,халуун
607,Fieber::N,қалтырау,халуун
608,Fieber::N,қызу көтерілуі,халуун
609,Arznei::N,дәрі,эм
610,Arznei::N,дәрі-дәрмек,эм
611,Brücke::N,көпір,гүүр
612,Brunnen::N,құдық,худаг
613,Weide::N,өріс,бэлчээр
614,Weide::N,жайылым,бэлчээр
615,Pfad::N,жол,жим
616,Pfad::N,жол,зөрөг
617,Weg::N,жол,зам
618,Weg::N,жол,харгуй
619,Straße::N,жол,зам
620,Straße::N,жол,харгуй
621,Dorf::N,ауыл,тосгон
622,Dorf::N,ауыл,гацаа
623,Stadt::N,қала,хот
624,Stadt::N,шаһар,хот
625,Brief::N,хат,захидал
626,Brief::N,хат,захиа
627,Brief::N,жазу,захидал
628,Brief::N,жазу,захиа
629,Buch::N,кітап,ном
630,Buch::N,кітап,бичиг
631,Buchstabe::N,әріп,үсэг
632,Buchstabe::N,қаріп,үсэг
633,Zeitung::N,газет,сонин
634,Leben::N,өмір,амь
635,Leben::N,өмір,амьдрал
636,Leben::N,тіршілік,амь
637,Leben::N,тіршілік,амьдрал
638,Tod::N,опат,үхэл
639,Grab::N,мола,булш
640,Grab::N,мазар,булш
641,Kirche::N,шіркеу,сүм
642,Sünde::N,күнә,нүгэл
643,Sünde::N,күнә,хилэнц
644,Gott::N,алла,бурхан
645,Gott::N,құдай,бурхан
646,Gott::N,тәңірі,бурхан
647,Gott::N,пәруардігер,бурхан
648,Gott::N,жаратқан тәңірі,бурхан
649,Arbeiter::N,жүмысшы,ажилчин
650,Arbeiter::N,жүмысшы,хөдөлмөрчин
651,Chef::N,басшы,дарга
652,Chef::N,жұмыс басқарушысы,дарга
653,Meister::N,шебер,дархан
654,Meister::N,өнерпаз,дархан
655,Arzt::N,дәрігер,эмч
656,Lehrer::N,мұғалім,багш
657,Geld::N,пұл,цаас
658,Geld::N,пұл,мөнгө
659,Geschäft::N,бизнес,наймаа
660,Laden::N,дүкен,дэлгүүр
661,Preis::N,ақы,үнэ
662,Preis::N,құны,үнэ
663,Preis::N,нарық,үнэ
664,Ware::N,тауар,таваар
665,Ware::N,тауар,бараа
666,Nutzen::N,пайда,ашиг
667,Reichtum::N,бақ-дәулет,баялаг
668,Welt::N,әлем,дэлхий
669,Welt::N,әлем,орчлон
670,Welt::N,жиһан,дэлхий
671,Welt::N,жиһан,орчлон
672,Land::N,аймақ,улс
673,Land::N,аймақ,орон
674,Staat::N,мемлекет,төр
675,Staat::N,мемлекет,гүрэн
676,König::N,патша,ван
677,Macht::N,өкімет,засаг
678,Macht::N,қожалық,засаг
679,Grenze::N,шек,хил
680,Krieg::N,соғыс,дайн
681,Feind::N,жау,дайсан
682,Feind::N,дұшпан,дайсан
683,Gewalt::N,зорлык,хүчирхэх
684,Gewalt::N,зорлық-зомбылык,хүчирхэх
685,Kampf::N,күрес,тэмцэл
686,Kampf::N,күрес,байлдаан
687,Kampf::N,алыспақ,тэмцэл
688,Kampf::N,алыспақ,байлдаан
689,Bogen[Waffe]::N,саржа,нум
690,Pfeil::N,жебе,годил
691,Pfeil::N,жебе,сум
692,Gewehr::N,қару,буу
693,Fehler::N,әбес,эндэл
694,Fehler::N,әбес,алдаа
695,Fehler::N,қаталық,эндэл
696,Fehler::N,қаталық,алдаа
697,Lüge::N,өтірік,худал
698,Schaden::N,зиян,хор
699,Schaden::N,зиян,хөнөөл
700,Schaden::N,зарар,хор
701,Schaden::N,зарар,хөнөөл
702,Unglück::N,пәле,гай
703,Unglück::N,пәле,гамшиг
704,Unglück::N,қасырет,гай
705,Unglück::N,қасырет,гамшиг
706,Unglück::N,ауыртпалық,гай
707,Unglück::N,ауыртпалық,гамшиг
708,Schuld::N,айыптылық,гэм
709,Schuld::N,айыптылық,буруу
710,Alter::N,жас,нас
711,Alter::N,жас шамасы,нас
712,Schluss::N,ада,эцэс
713,Schluss::N,ада,төгсгөл
714,Schluss::N,бітуі,эцэс
715,Schluss::N,бітуі,төгсгөл
716,Zeit::N,уақыт,цаг
717,Tag::N,күн,өдөр
718,Morgen::N,таң,өглөө
719,Morgen::N,таңертең,өглөө
720,Mittag::N,талтүс,үд
721,Abend::N,кеш,үдэш
722,Nacht::N,түн,шөнө
723,Woche::N,апта,долоо хоног
724,Monat::N,ай,сар
725,Jahr::N,жыл,жил
726,Frühling::N,көктем,хавар
727,Sommer::N,жаз,зун
728,Herbst::N,күз,намар
729,Winter::N,қыс,өвөл
730,Januar::N,каңтар,нэгдүгээр сар
731,Februar::N,ақпан,хоёрдугаар сар
732,März::N,наурыз,гуравдугаар сар
733,April::N,сәуір,дөрөвдүгээр сар
734,Mai::N,мамыр,тавдугаар сар
735,Juni::N,маусым,зургаадугаар сар
736,Juli::N,шілде,долдугаар сар
737,August::N,сүмбіле,наймдугаар сар
738,August::N,тамыз,наймдугаар сар
739,September::N,қыркүйек,есдүгээр сар
740,Oktober::N,ақырап,аравдугаар сар
741,November::N,қараша,арван нэгдүгээр сар
742,Dezember::N,желтоқсан,арван хоёрдугаар сар
743,Montag::N,дүйсенбі,даваа
744,Dienstag::N,сейсенбі,мягмар
745,Mittwoch::N,сәрсенбі,лхагва
746,Donnerstag::N,бейсенбі,пүрэв
747,Freitag::N,жұма,баасан
748,Samstag::N,сенбі,бямба
749,Sonntag::N,жексембі,ням
750,groß::A,алпамсадай,их
751,groß::A,алпамсадай,том
752,klein::A,кішкене,бага
753,klein::A,кішкене,жаахан
754,klein::A,қарғадай,бага
755,klein::A,қарғадай,жаахан
756,lang::A,сопақ,урт
757,lang::A,сорайған,урт
758,kurz::A,кеспелтек,охор
759,kurz::A,кеспелтек,богино
760,breit::A,айдынды,өргөн
761,schmal::A,қысық,уйтан
762,schmal::A,қысық,нарийн
763,dicht::A,жиі,нягт
764,dicht::A,жиі,чигжүү
765,dick[Gegenstand]::A,шомбал,зузаан
766,dünn::A,жұқа,нимгэн
767,dünn::A,жіңішке,нимгэн
768,fein::A,қаңылтақ,нарийн
769,fest::A,берік,бөх
770,fest::A,берік,хатуу
771,fest::A,мызғымас,бөх
772,fest::A,мызғымас,хатуу
773,flach::A,жалпак,хавтгай
