,Concept_ID,kk,mn
1486,verbrennen::V,өртеу,шатаах
1487,verbrennen::V,жандыру,шатаах
1488,verbrennen::V,өртеп жіберу,шатаах
1489,verbrennen::V,жандырып жіберу,шатаах
1490,geben::V,беру,өгөх
1491,reichen::V,беру,өгөх
1492,reichen::V,беру,дамжуулах
1493,schenken::V,тарту,бэлэглэх
1494,versprechen::V,уәде беру,амлах
1495,wünschen::V,тілеу,ерөөх
1496,loben::V,мақтау,магтах
1497,loben::V,мақтау,сайшаах
1498,loben::V,дәріптеу,магтах
1499,loben::V,дәріптеу,сайшаах
1500,küssen::V,сүю,озох
1501,küssen::V,сүю,үнсэх
1502,wiegen::V,тербеу,бүүвэйлэх
1503,zudecken::V,бүркеу,хучих
1504,zudecken::V,бүркеу,бүтээх
1505,wecken::V,ояту,сэрээх
1506,zeigen::V,көрсету,үзүүлэх
1507,führen::V,ерту,хөтлөх
1508,führen::V,жетектеу,хөтлөх
1509,lehren::V,оқыту,заах
1510,unterrichten::V,оқыту,сургах
1511,aufziehen::V,бағу,өсгөх
1512,aufziehen::V,бағу,хүмүүжүүлэх
1513,leiten::V,басқару,удирдах
1514,leiten::V,жетекшілік ету,удирдах
1515,antreiben::V,асықтыру,шамдуулах
1516,lassen::V,-ткізу,-уулах
1517,lassen::V,мәжбүр ету,-уулах
1518,einladen::V,шақыру,залах
1519,vereinigen::V,біріктіру,нэгтгэх
1520,vereinigen::V,біріктіру,хамтруулах
1521,vereinigen::V,біріктіріп қою,нэгтгэх
1522,vereinigen::V,біріктіріп қою,хамтруулах
1523,besuchen::V,кіріп шығу,зочлох
1524,besuchen::V,барып шығу,зочлох
1525,treffen::V,кездесу,учрах
1526,treffen::V,кездесу,дайралдах
1527,sich versammeln::V,топталу,хуралдах
1528,spielen::V,ойнау,наадах
1529,singen::V,сайрау,дуулах
1530,tanzen::V,билеу,бүжиглэх
1531,sich trennen::V,айрылысу,салах
1532,verlassen::V,тастау,хаях
1533,retten::V,құтқару,гэтэлгэх
1534,bewachen::V,күзету,сахих
1535,schützen::V,жақтау,хамгаалах
1536,schützen::V,жақтасу,хамгаалах
1537,verteidigen::V,қорғау,хамгаалах
1538,sich schlagen::V,алысу,зодолдох
1539,schießen::V,ату,харвах
1540,schießen::V,ату,буу буудах
1541,siegen::V,жеңу,ялах
1542,ärgern::V,ашуландыру,уурлуулах
1543,ärgern::V,ашуландыру,уур хүргэх
1544,schlagen::V,ұру,цохих
1545,treten::V,тебу,өшиглөх
1546,stechen::V,шаншу,хатгах
1547,stoßen::V,түрту,ёврох
1548,stoßen::V,түрту,нудрах
1549,stehlen::V,ұрлау,хулгайлах
1550,stören::V,кесірлен,саад болох
1551,belästigen::V,мазасын алу,зовоох
1552,belästigen::V,мазасын алу,амраахгүй байх
1553,verbergen::V,сездірмеу,нуух
1554,verbergen::V,сездірмеу,далдлах
1555,täuschen::V,жалған айту,мэхлэх
1556,betrügen::V,алдау,хуурах
1557,betrügen::V,алдап кету,хуурах
1558,betrügen::V,ақымақ қылу,хуурах
1559,töten::V,құрту,алах
1560,töten::V,өлтіру,алах
1561,wohnen::V,мекендеу,суух
1562,wohnen::V,мекендеу,амьдрах
1563,wohnen::V,өмір сүру,суух
1564,wohnen::V,өмір сүру,амьдрах
1565,arbeiten::V,істеу,ажиллах
1566,arbeiten::V,істеу,хөдөлмөрлөх
1567,arbeiten::V,еңбектену,ажиллах
1568,arbeiten::V,еңбектену,хөдөлмөрлөх
1569,sammeln::V,жыю,түүх
1570,sammeln::V,жыю,хураах
1571,pflücken::V,жұлу,түүх
1572,jagen::V,аулау,агнах
1573,jagen::V,аулау,гөрөөлөх
1574,fischen::V,балык_аулау,загасчлах
1575,fischen::V,балык_аулау,загас барих
1576,fassen::V,ұстау,барих
1577,hüten::V,жаю,маллах
1578,hüten::V,жаю,хариулах
1579,hüten::V,бағу,маллах
1580,hüten::V,бағу,хариулах
1581,treiben::V,айдау,туух
1582,anbinden::V,байлау,уях
1583,füttern::V,ас ішкізу,тэжээх
1584,füttern::V,азықтандыру,тэжээх
1585,füttern::V,қоректендіру,тэжээх
1586,melken::V,сауу,саах
1587,hacken::V,турау,цавчих
1588,gießen::V,суару,услах
1589,reifen::V,жетілу,боловсрох
1590,zubereiten::V,даяр ету,бэлдэх
1591,kochen::V,асу,чанах
1592,backen::V,пісіру,жигнэх
1593,braten::V,қуыру,шарах
1594,braten::V,қуыру,хайрах
1595,umrühren::V,былғалау,хутгах
1596,umrühren::V,сапырылыстыру,хутгах
1597,stricken::V,торлау,нэхэх
1598,stricken::V,торлау,сүлжих
1599,stricken::V,тоқу,нэхэх
1600,stricken::V,тоқу,сүлжих
1601,nähen::V,тігу,оёх
1602,färben::V,бояу,будах
1603,färben::V,сырлау,будах
1604,reinigen::V,аршу,арилгах
1605,reinigen::V,аршу,цэвэрлэх
1606,reinigen::V,тазалау,арилгах
1607,reinigen::V,тазалау,цэвэрлэх
1608,waschen::V,жуу,угаах
1609,abwischen::V,сүрту,арчих
1610,spülen::V,шаю,зайлах
1611,fegen::V,сыпыру,хамах
1612,fegen::V,сыпыру,шүүрдэх
1613,kehren::V,сыпыру,шүүрдэх
1614,kehren::V,сыпыру,туужуудах
1615,baden::V,шомылу,усанд орох
1616,sich waschen::V,жуыну,биеэ угаах
1617,ausziehen::V,шешу,тайлах
1618,anziehen::V,кигізу,өмсөх
1619,sich anziehen::V,киіну,хувцаслах
1620,kämmen::V,тарау,самнах
1621,schmücken::V,әсемдеу,гоёх
1622,schmücken::V,әсемдеу,чимэх
1623,schmücken::V,мәнерлеу,гоёх
1624,schmücken::V,мәнерлеу,чимэх
1625,schmücken::V,көріктендіру,гоёх
1626,schmücken::V,көріктендіру,чимэх
1627,sagen::V,деу,гэх
1628,sagen::V,деу,хэлэх
1629,sagen::V,айту,гэх
1630,sagen::V,айту,хэлэх
1631,sprechen::V,деу,ярих
1632,sprechen::V,деу,өгүүлэх
1633,sprechen::V,айту,ярих
1634,sprechen::V,айту,өгүүлэх
1635,reden::V,сөйлеу,хэлэх
1636,reden::V,сөйлеу,хөөрөлдөх
1637,reden::V,сөйлесу,хэлэх
1638,reden::V,сөйлесу,хөөрөлдөх
1639,reden::V,тіл қатысу,хэлэх
1640,reden::V,тіл қатысу,хөөрөлдөх
1641,sich unterhalten::V,сұхбаттасу,ярилцах
1642,fragen::V,сұрау,асуух
1643,bitten::V,өтіну,гуйх
1644,bitten::V,жалыну,гуйх
1645,erzählen::V,айту,өгүүлэх
1646,mitteilen::V,білдіру,дуулгах
1647,mitteilen::V,білдіру,мэдээлэх
1648,nennen::V,атау,нэрлэх
1649,rufen::V,шақыру,дуудах
1650,prahlen::V,бөсу,бардах
1651,prahlen::V,бөсу,сайрхах
1652,übersetzen::V,аудару,орчуулах
1653,denken::V,ойлау,санах
1654,glauben::V,нану,итгэх
1655,glauben::V,илану,итгэх
1656,bemerken::V,аңғару,ажих
1657,bemerken::V,аңғару,ажиглах
1658,erkennen::V,тану,таних
1659,begreifen::V,ұғу,ойлгох
1660,begreifen::V,аңғарып алу,ойлгох
1661,verstehen::V,пайым,мэдэж авах
1662,verstehen::V,түсіну,мэдэж авах
1663,lernen::V,оқу,сурах
1664,wissen::V,хабардар болу,мэдэх
1665,sich erinnern an::V,еске түсіру,дурсах
1666,vergessen::V,ұмыту,мартах
1667,messen::V,өлшеу,хэмжих
1668,zählen::V,санау,тоолох
1669,rechnen::V,санап шығару,тооцоох
1670,rechnen::V,санап шығу,тооцоох
1671,rechnen::V,санау,тооцоох
1672,lesen::V,оқу,унших
1673,malen::V,сурет салу,зурах
1674,zeichnen::V,сурет салу,дүрслэн бичих
1675,schreiben::V,жазу,бичих
1676,besitzen::V,болу,эзэмших
1677,kaufen::V,алу,худалдан авах
1678,kaufen::V,әперу,худалдан авах
1679,verkaufen::V,сату,худалдах
1680,bezahlen::V,төлеу,төлөх
1681,bezahlen::V,ақы беру,төлөх
1682,bezahlen::V,ақы төлеу,төлөх
1683,zahlen::V,төлеу,төлөх
1684,beherrschen::V,билеу,эзэмших
1685,ertragen::V,төзу,тэсэх
1686,ertragen::V,шыдау,тэсэх
