,Concept_ID,tr,uk
77,Funke::N,kıvılcım,іскра
78,Feuer::N,ateş,вогонь
79,Licht::N,ışık,світло
80,Schatten::N,gölge,тінь
81,Wetter::N,hava,погода
82,Nebel::N,pus,туман
83,Wolke::N,bulut,хмара
84,Regen::N,yağmur,дощ
85,Schnee::N,kar,сніг
86,Eis::N,buz,лід
87,Frost::N,don,мороз
88,Kälte::N,soğukluk,холод
89,Hitze::N,sıcaklık,жар
90,Raureif::N,kırç,іній
91,Regenbogen::N,gökkuşağı,райдуга
92,Donner::N,gök gürlemesi,грім
93,Strömung::N,akıntı,струмина
94,Strömung::N,cereyan,струмина
95,Tropfen::N,damla,крапля
96,Schaum::N,köpük,піна
97,Schmutz::N,çamur,бруд
98,Schmutz::N,pislik,бруд
99,See::N,göl,озеро
100,Sumpf::N,batak,драговина
101,Moor::N,cılgıt,болото
102,Wiese::N,çimen,луг
103,Wiese::N,çimen,лука
104,Wald::N,koru,ліс
105,Wald::N,orman,ліс
106,Hügel::N,tepe,горб
107,Anhöhe::N,tümsek,височина
108,Anhöhe::N,yükseklik,височина
109,Berg::N,dağ,гора
110,Gipfel::N,zirve,вершина
111,Höhle::N,in,печера
112,Höhle::N,mağara,печера
113,Abhang::N,bayır,схил
114,Quelle::N,pınar,джерело
115,Quelle::N,kaynak,джерело
116,Bach::N,çay,струмок
117,Bach::N,dere,струмок
118,Fluss::N,nehir,річка
119,Ufer::N,kıyı,берег
120,Ufer::N,sahil,берег
121,Küste::N,kıyı,узбережжя
122,Küste::N,sahil,узбережжя
123,Festland::N,kara,суша
124,Meer::N,deniz,море
125,Bucht::N,koy,бухта
126,Bucht::N,koy,затока
127,Bucht::N,körfez,бухта
128,Bucht::N,körfez,затока
129,Insel::N,ada,острів
130,Blume::N,çiçek,квітка
131,Gras::N,ot,трава
132,Gras::N,çim,трава
133,Wurzel::N,kök,корінь
134,Baum::N,ağaç,дерево
135,Stamm::N,gövde,стовбур
136,Rinde::N,kabuk,кора
137,Ast::N,dal,гілка
138,Ast::N,budak,гілка
139,Zweig::N,dal,галузь
140,Blatt::N,yaprak,лист
141,Birke::N,huş,береза
142,Kiefer[Baum]::N,çam,сосна
143,Weide[Baum]::N,söğüt,верба
144,Tanne::N,çam,ялиця
145,Tanne::N,köknar,ялиця
146,Horn::N,boynuz,ріг
147,Feder::N,tüy,перо
148,Fell::N,post,хутро
149,Flügel::N,kanat,крило
150,Klaue::N,pençe,кіготь
151,Kralle::N,tırnak,лапа
152,Schwanz::N,kuyruk,хвіст
153,Ei::N,yumurta,яйце
154,Nest::N,yuva,гніздо
155,Bau::N,in,лігво
156,Tier::N,hayvan,тварина
157,Herde::N,sürü,стадо
158,Kuh::N,inek,корова
159,Bulle::N,boğa,бик
160,Bulle::N,boğa,бугай
161,Pferd::N,at,кінь
162,Pferd::N,beygir,кінь
163,Schaf::N,koyun,вівця
164,Schwein::N,domuz,свиня
165,Hund::N,it,собака
166,Hund::N,köpek,собака
167,Katze::N,kedi,кішка
168,Bär::N,ayı,ведмідь
169,Eichhörnchen::N,sincap,білка
170,Elch::N,büyük kuzey geyiği,лось
171,Fuchs::N,tilki,лисиця
172,Hase::N,tavşan,заєць
173,Maus::N,fare,миша
174,Maus::N,sıçan,миша
175,Wolf::N,kurt,вовк
176,Vogel::N,kuş,птах
177,Schwarm::N,sürü,зграя
178,Huhn::N,tavuk,курка
179,Hahn::N,horoz,півень
180,Gans::N,kaz,гуска
181,Adler::N,kartal,орел
182,Adler::N,karakuş,орел
183,Ente::N,ördek,качка
184,Eule::N,baykuş,сова
185,Kranich::N,turna,журавель
186,Krähe::N,karga,ворона
187,Kuckuck::N,guguk,зозуля
188,Schwan::N,kuğu,лебідь
189,Fisch::N,balık,риба
190,Barsch::N,hani,окунь
191,Barsch::N,levrek,окунь
192,Hecht::N,turnabalığı,щука
193,Schlange[Tier]::N,yılan,змія
194,Wurm::N,kurt,черв’як
195,Wurm::N,solucan,черв’як
196,Spinne::N,örümcek,павук
197,Ameise::N,karınca,мурашка
198,Laus::N,bit,воша
199,Mücke::N,sivrisinek,комар
200,Fliege::N,sinek,муха
201,Schmetterling::N,kelebek,метелик
202,Beere::N,tane,ягода
203,Apfel::N,elma,яблуко
204,Pilz::N,mantar,гриб
205,Zwiebel::N,soğan,цибуля
206,Saat::N,ekin,сім’я
207,Korn::N,tane,зерно
208,Heu::N,kuru ot,сіно
209,Schale::N,kabuk,шкірка
210,Grube::N,çukur,яма
211,Falle::N,tuzak,пастка
212,Schlinge::N,ilmik,петля
213,Spur::N,iz,слід
214,Asche::N,kül,зола
215,Asche::N,kül,попіл
216,Dreck::N,pislik,бруд
217,Eisen::N,demir,залізо
218,Gold::N,altın,золото
219,Silber::N,gümüş,срібло
220,Kohle::N,kömür,вугілля
221,Glas::N,cam,скло
222,Lehm::N,balçık,глина
223,Sand::N,kum,пісок
224,Mensch::N,insan,людина
225,Mann::N,adam,чоловік
226,Mann::N,erkek,чоловік
227,Frau::N,bayan,жінка
228,Kind::N,çocuk,дитина
229,Junge::N,erkek çocuk,хлопець
230,Mädchen::N,kız,дівчина
231,Familie::N,aile,сім’я
232,Familie::N,aile,родина
233,Großvater::N,dede,дідусь
234,Großvater::N,büyükbaba,дідусь
235,Großmutter::N,nine,бабуся
236,Großmutter::N,büyükanne,бабуся
237,Eltern::N,ebeveyn,батьки
238,Eltern::N,ana baba,батьки
239,Vater::N,ata,батько
240,Vater::N,baba,батько
241,Mutter::N,ana,мати
242,Mutter::N,anne,мати
243,Sohn::N,oğul,син
244,Tochter::N,kız,дочка
245,Tochter::N,kız evlât,дочка
246,Bruder::N,abi,брат
247,Bruder::N,erkek kardeş,брат
248,Schwester::N,abla,сестра
249,Schwester::N,kız kardeş,сестра
250,Onkel::N,dayı,дядько
251,Tante::N,hala,тітка
252,Tante::N,teyze,тітка
253,Ehemann::N,koca,чоловік
254,Ehefrau::N,karı,жінка
255,Ehefrau::N,karı,дружина
256,Freude::N,neşe,радощі
257,Freude::N,sevinç,радощі
258,Gelächter::N,gülme,сміх
259,Gelächter::N,kahkaha,сміх
260,Glück::N,mutluluk,щастя
261,Kummer::N,dert,горе
262,Kummer::N,keder,горе
263,Wunsch::N,arzu,бажання
264,Wunsch::N,istek,бажання
265,Lust::N,arzu,бажання
266,Lust::N,heves,бажання
267,Geist::N,tin,дух
268,Gedanke::N,fikir,думка
269,Gedanke::N,düşünce,думка
270,Gedächtnis::N,bellek,пам’ять
271,Verstand::N,zekâ,розум
272,Sinn::N,anlam,зміст
273,Sinn::N,anlam,значення
274,Grund::N,sebep,причина
275,Wahrheit::N,doğruluk,правда
276,Wahrheit::N,gerçeklik,правда
277,Gespräch::N,görüşme,розмова
278,Märchen::N,masal,байка
279,Erzählung::N,öykü,повість
280,Erzählung::N,öykü,оповідання
281,Erzählung::N,hikâye,повість
282,Erzählung::N,hikâye,оповідання
283,Nachricht::N,haber,повідомлення
284,Neuigkeit::N,haber,новина
285,Name::N,ad,ім’я
286,Name::N,isim,ім’я
287,Rätsel::N,bilmece,загадка
288,Rede::N,söylev,промова
289,Rede::N,konuşma,промова
290,Sprache::N,dil,мова
291,Sprache::N,lisan,мова
292,Stimme::N,ses,голос
293,Wort::N,kelime,слово
294,Zeichen::N,işaret,знак
295,Ruf::N,çağırma,оклик
296,Lärm::N,şamata,шум
297,Lärm::N,gürültü,шум
298,Laut::N,ses,звук
299,Ton::N,ses,тон
300,Lied::N,türkü,пісня
301,Ruhe::N,sakinlik,спокій
302,Leute::N,halk,люди
303,Leute::N,insanlar,люди
304,Volk::N,ulus,народ
305,Volk::N,millet,народ
306,Arbeit::N,iş,робота
307,Arbeit::N,çalışma,робота
308,Gast::N,konuk,гість
309,Gast::N,misafir,гість
310,Geschenk::N,hediye,подарунок
311,Geschenk::N,armağan,подарунок
312,Spiel::N,oyun,гра
313,Gesellschaft::N,çevre,товариство
314,Gesellschaft::N,arkadaşlık,товариство
315,Hilfe::N,yardım,допомога
316,Freund::N,dost,друг
317,Freund::N,dost,приятель
318,Freund::N,arkadaş,друг
319,Freund::N,arkadaş,приятель
320,Kamerad::N,arkadaş,товариш
321,Angelegenheit::N,iş,справа
322,Angelegenheit::N,husus,справа
323,Anzahl::N,sayı,число
324,Art::N,çeşit,рід
325,Stück::N,tane,кусок
326,Stück::N,parça,кусок
327,Teil::N,kısım,частина
328,Hälfte::N,yarı,половина
329,Kreis::N,daire,круг
330,Kreis::N,daire,коло
331,Kreuz::N,haç,хрест
332,Linie::N,hat,лінія
333,Linie::N,çizgi,лінія
334,Strich::N,çizgi,штрих
335,Abstand::N,aralık,проміжок
336,Entfernung::N,mesafe,відстань
337,Entfernung::N,uzaklık,відстань
338,Gegend::N,yöre,місцевість
339,Platz::N,yer,площа
340,Ort::N,yer,місце
341,Seite::N,yan,сторона
342,Seite::N,taraf,сторона
343,Mitte::N,orta,середина
344,Mitte::N,merkez,середина
345,Gegenstand::N,şey,предмет
346,Sache::N,iş,річ
347,Sache::N,şey,річ
348,Rand::N,kenar,край
349,Kante::N,kenar,ребро
350,Ecke::N,köşe,ріг
351,Spitze::N,uç,кінчик
352,Spitze::N,baş,кінчик
353,Ende::N,uç,кінець
354,Loch::N,oyuk,діра
355,Loch::N,delik,діра
356,Winkel::N,köşe,куток
357,Muster::N,örnek,узор
358,Größe::N,büyüklük,розмір
359,Länge::N,uzunluk,довжина
360,Höhe::N,yükseklik,висота
361,Gewicht::N,ağırlık,вага
362,Menge::N,miktar,кількість
363,Haufen::N,küme,купа
364,Haufen::N,yığın,купа
365,Reihe::N,sıra,ряд
366,Boot::N,kayık,човен
367,Boot::N,sandal,човен
368,Ruder::N,kürek,весло
369,Schlitten::N,kızak,сани
370,Ski::N,kayak,лижа
371,Lagerfeuer::N,kamp ateşi,вогнище
372,Last::N,yük,тягар
373,Last::N,yük,вантаж
374,Gang::N,gidiş,хід
375,Gang::N,yürüyüş,хід
376,Schritt::N,adım,крок
377,Norden::N,kuzey,північ
378,Süden::N,güney,південь
379,Westen::N,batı,захід
380,Osten::N,doğu,схід
381,Holz::N,ağaç,дрова
382,Holz::N,tahta,дрова
383,Brett::N,tahta,дошка
384,Platte::N,levha,плита
385,Stütze::N,dayak,підпірка
386,Stütze::N,destek,підпірка
387,Stange::N,çubuk,жердина
388,Stock::N,sopa,палиця
389,Stock::N,değnek,палиця
390,Stab::N,sırık,палиця
391,Stab::N,baston,палиця
392,Rohr::N,boru,труба
393,Haus::N,ev,дім
394,Haus::N,ev,хата
395,Heim::N,ev,житло
396,Heim::N,yurt,житло
397,Ofen::N,soba,піч
398,Fußboden::N,taban,підлога
399,Fußboden::N,döşeme,підлога
400,Tisch::N,masa,стіл
401,Stuhl::N,iskemle,стілець
402,Stuhl::N,sandalye,стілець
403,Wiege::N,beşik,колиска
404,Bett::N,yatak,ліжко
405,Bett::N,yatak,постіль
406,Regal::N,raf,полиця
407,Kiste::N,sandık,ящик
408,Fenster::N,pencere,вікно
409,Tür::N,kapı,двері
410,Tor::N,kapı,ворота
411,Zaun::N,çit,паркан
412,Zaun::N,çit,огорожа
413,Dach::N,dam,дах
414,Dach::N,çatı,дах
415,Leiter::N,merdiven,драбина
416,Besen::N,süpürge,мітла
417,Spaten::N,bel,заступ
418,Schaufel::N,kürek,совок
419,Schaufel::N,kürek,лопата
420,Gabel::N,çatal,виделка
421,Löffel::N,kaşık,ложка
422,Messer::N,bıçak,ніж
423,Nagel::N,çivi,цвях
424,Netz::N,ağ,сіть
425,Haken::N,çengel,крюк
426,Griff::N,kulp,ручка
427,Griff::N,kulp,держак
428,Griff::N,tutamak,ручка
429,Griff::N,tutamak,держак
430,Schloss::N,kilit,замок
431,Bild::N,imaj,картина
432,Bild::N,resim,картина
433,Figur::N,şekil,фігура
434,Figur::N,heykel,фігура
435,Puppe::N,kukla,лялька
436,Beutel::N,kese,мішечок
437,Beutel::N,kese,торбинка
438,Beutel::N,torba,мішечок
439,Beutel::N,torba,торбинка
440,Bündel::N,deste,в’язка
441,Tasche::N,çanta,сумка
442,Eimer::N,kova,відро
443,Deckel::N,kapak,кришка
444,Geschirr::N,kap kacak,посуд
445,Sack::N,torba,мішок
446,Tasse::N,fincan,чашка
447,Topf::N,tencere,горщик
448,Kessel::N,kazan,котел
449,Essen::N,yemek,їжа
450,Nahrung::N,gıda,харч
451,Nahrung::N,besin,харч
452,Speise::N,yemek,страва
453,Fleisch::N,et,м’ясо
454,Getreide::N,tahıl,хліб
455,Getreide::N,tahıl,збіжжя
456,Getreide::N,hububat,хліб
457,Getreide::N,hububat,збіжжя
458,Brei::N,ezme,каша
459,Brot::N,ekmek,хліб
460,Scheibe::N,dilim,скибочка
461,Fett::N,yağ,жир
462,Butter::N,tereyağı,масло
463,Öl::N,yağ,олія
464,Öl::N,akar yağ,олія
465,Salz::N,tuz,сіль
466,Suppe::N,çorba,суп
467,Honig::N,bal,мед
468,Milch::N,süt,молоко
469,Tee::N,çay,чай
470,Leder::N,deri,шкіра
471,Leder::N,meşin,шкіра
472,Wolle::N,yün,шерсть
473,Stoff::N,kumaş,тканина
474,Nadel::N,iğne,голка
475,Faden::N,tire,нитка
476,Faden::N,iplik,нитка
477,Knopf::N,düğme,ґудзик
478,Knoten::N,düğüm,вузол
479,Farbe::N,boya,фарба
480,Kleidung::N,giyim,одяг
481,Kleidung::N,giyim,убрання
482,Hemd::N,gömlek,сорочка
483,Kragen::N,yaka,комір
484,Ärmel::N,yen,рукав
485,Ärmel::N,elbise kolu,рукав
486,Hose::N,pantolon,брюки
487,Gürtel::N,kuşak,пояс
488,Mütze::N,bere,шапка
489,Mütze::N,kasket,шапка
490,Schuh::N,kundura,ботинок
491,Schuh::N,ayakkabı,ботинок
492,Stiefel::N,çizme,чобіт
493,Ring::N,yüzük,кільце
494,Band::N,bağ,стрічка
495,Band::N,şerit,стрічка
496,Kamm::N,tarak,гребінець
497,Spiegel::N,ayna,дзеркало
498,Riemen::N,kayış,ремінь
499,Schnur::N,ip,вірьовка
500,Schnur::N,sicim,вірьовка
501,Leine::N,kayış,шворка
502,Decke::N,örtü,ковдра
503,Decke::N,yorgan,ковдра
504,Kissen::N,yastık,подушка
505,Tuch::N,bez,хустка
506,Handtuch::N,havlu,рушник
507,Kraft::N,güç,сила
508,Kraft::N,kuvvet,сила
509,Stärke::N,kuvvet,сила
510,Gesundheit::N,sağlık,здоров’я
511,Krankheit::N,hastalık,хвороба
512,Schmerz::N,ağrı,біль
513,Schmerz::N,sancı,біль
514,Wunde::N,yara,рана
515,Fieber::N,ateş,гарячка
516,Arznei::N,ilâç,ліки
517,Brücke::N,köprü,міст
518,Brunnen::N,kuyu,колодязь
519,Brunnen::N,çeşme,колодязь
520,Weide::N,otlak,пасовище
521,Pfad::N,patika,стежка
522,Pfad::N,keçiyolu,стежка
523,Weg::N,yol,шлях
524,Weg::N,yol,дорога
525,Straße::N,yol,вулиця
526,Straße::N,cadde,вулиця
527,Dorf::N,köy,село
528,Stadt::N,kent,місто
529,Stadt::N,şehir,місто
530,Brief::N,mektup,лист
531,Buch::N,kitap,книга
532,Buch::N,kitap,книжка
533,Buchstabe::N,harf,буква
534,Buchstabe::N,harf,літера
535,Zeitung::N,gazete,газета
536,Leben::N,hayat,життя
537,Tod::N,ölüm,смерть
538,Grab::N,kabir,могила
539,Kirche::N,kilise,церква
540,Sünde::N,günah,гріх
541,Gott::N,tanrı,бог
542,Arbeiter::N,işçi,робітник
543,Chef::N,şef,хазяїн
544,Chef::N,müdür,хазяїн
545,Meister::N,usta,умілець
546,Arzt::N,hekim,лікар
547,Arzt::N,doktor,лікар
548,Lehrer::N,hoca,вчитель
549,Lehrer::N,öğretmen,вчитель
550,Geld::N,para,гроші
551,Geschäft::N,ticaret,заняття
552,Laden::N,dükkân,магазин
553,Laden::N,dükkân,крамниця
554,Preis::N,fiyat,ціна
555,Ware::N,mal,товар
556,Nutzen::N,fayda,вигода
557,Nutzen::N,fayda,користь
558,Reichtum::N,servet,багатство
559,Reichtum::N,zenginlik,багатство
560,Welt::N,dünya,світ
561,Land::N,ülke,країна
562,Staat::N,devlet,держава
563,König::N,kral,король
564,Macht::N,kudret,влада
565,Macht::N,iktidar,влада
566,Grenze::N,had,кордон
567,Grenze::N,sınır,кордон
568,Krieg::N,savaş,війна
569,Feind::N,düşman,ворог
570,Gewalt::N,zor,насильство
571,Gewalt::N,cebir,насильство
572,Kampf::N,savaş,бій
573,Kampf::N,savaş,боротьба
574,Bogen[Waffe]::N,yay,лук
575,Pfeil::N,ok,стріла
576,Gewehr::N,tüfek,рушниця
577,Gewehr::N,tüfek,гвинтівка
578,Fehler::N,hata,помилка
579,Fehler::N,yanlış,помилка
580,Lüge::N,yalan,брехня
581,Schaden::N,zarar,шкода
582,Schaden::N,zarar,збиток
583,Unglück::N,felâket,нещастя
584,Unglück::N,talihsizlik,нещастя
585,Schuld::N,suç,провина
586,Schuld::N,kabahat,провина
587,Alter::N,yaş,вік
588,Alter::N,yaş,літа
589,Schluss::N,son,кінець
590,Zeit::N,zaman,час
591,Tag::N,gün,день
592,Morgen::N,sabah,ранок
593,Mittag::N,öğle,південь
594,Abend::N,akşam,вечір
595,Nacht::N,gece,ніч
596,Woche::N,hafta,тиждень
597,Monat::N,ay,місяць
598,Jahr::N,yıl,рік
599,Jahr::N,sene,рік
600,Frühling::N,ilkbahar,весна
601,Sommer::N,yaz,літо
602,Herbst::N,güz,осінь
603,Herbst::N,sonbahar,осінь
604,Winter::N,kış,зима
605,Januar::N,ocak,січень
606,Februar::N,şubat,лютий
607,März::N,mart,березень
608,April::N,nisan,квітень
609,Mai::N,mayıs,травень
610,Juni::N,haziran,червень
611,Juli::N,temmuz,липень
612,August::N,ağustos,серпень
613,September::N,eylül,вересень
614,Oktober::N,ekim,жовтень
615,November::N,kasım,листопад
616,Dezember::N,aralık,грудень
617,Montag::N,pazartesi,понеділок
618,Dienstag::N,salı,вівторок
619,Mittwoch::N,çarşamba,середа
620,Donnerstag::N,perşembe,четвер
621,Freitag::N,cuma,п’ятниця
622,Samstag::N,cumartesi,субота
623,Sonntag::N,pazar,неділя
624,groß::A,büyük,великий
625,klein::A,ufak,малий
626,klein::A,ufak,маленький
627,klein::A,küçük,малий
628,klein::A,küçük,маленький
629,lang::A,uzun,довгий
630,kurz::A,kısa,короткий
631,breit::A,enli,широкий
632,breit::A,geniş,широкий
633,schmal::A,dar,вузький
634,dicht::A,sık,густий
635,dicht::A,yoğun,густий
636,dick[Gegenstand]::A,kalın,товстий
637,dick[Gegenstand]::A,iri,товстий
638,dünn::A,ince,тонкий
639,fein::A,ince,дрібний
640,fein::A,narin,дрібний
641,fest::A,sabit,міцний
642,fest::A,sağlam,міцний
643,flach::A,düz,плоский
644,flach::A,yassı,плоский
645,glatt::A,düz,рівний
646,glatt::A,düz,гладенький
647,hart::A,katı,твердий
648,weich::A,yumuşak,м’який
649,rund::A,yuvarlak,круглий
650,spitz::A,sivri,гострокінцевий
651,scharf::A,keskin,гострий
652,stumpf::A,kör,тупий
653,schwer::A,ağır,важкий
654,schön::A,güzel,вродливий
655,heiß::A,kızgın,жаркий
656,heiß::A,kızgın,гарячий
657,warm::A,sıcak,теплий
658,kalt::A,soğuk,холодний
659,kühl::A,serin,прохолодний
660,frisch::A,taze,свіжий
661,feucht::A,nemli,вогкий
662,feucht::A,rutubetli,вогкий
663,nass::A,yaş,мокрий
664,nass::A,ıslak,мокрий
665,trocken::A,kuru,сухий
666,voll::A,dolu,повний
667,voll::A,dolmuş,повний
668,leer::A,boş,пустий
669,offen::A,açık,відкритий
670,geschlossen::A,kapalı,закритий
671,geschlossen::A,kapalı,зачинений
672,sauber::A,pak,чистий
673,sauber::A,pak,охайний
674,sauber::A,temiz,чистий
675,sauber::A,temiz,охайний
676,schmutzig::A,pis,брудний
677,schmutzig::A,kirli,брудний
678,roh::A,çiğ,сирий
679,reif::A,olgun,зрілий
680,lecker::A,lezzetli,смачний
681,süß::A,tatlı,солодкий
682,süß::A,şekerli,солодкий
683,bitter::A,acı,гіркий
684,sauer::A,ekşi,кислий
685,hell::A,aydınlık,світлий
686,dunkel::A,karanlık,темний
687,schwarz::A,kara,чорний
688,schwarz::A,siyah,чорний
689,weiß::A,ak,сивий
690,weiß::A,beyaz,сивий
691,rot::A,kırmızı,червоний
692,gelb::A,sarı,жовтий
693,blau::A,mavi,синій
694,grün::A,yeşil,зелений
695,grau::A,boz,сірий
696,bunt::A,renkli,барвистий
697,billig::A,ucuz,дешевий
698,teuer::A,pahalı,дорогий
699,wertvoll::A,değerli,цінний
700,blind::A,kör,сліпий
701,taub::A,sağır,глухий
702,kräftig::A,dinç,могутній
703,kräftig::A,kuvvetli,могутній
704,stark::A,güçlü,сильний
705,stark::A,kuvvetli,сильний
706,schwach::A,zayıf,слабкий
707,schwach::A,güçsüz,слабкий
708,fett::A,şişman,жирний
709,fett::A,şişman,товстий
710,schlank::A,narin,тонкий
711,schlank::A,narin,стрункий
712,hübsch::A,güzel,чарівний
713,hübsch::A,sevimli,чарівний
714,böse::A,kötü,злий
715,böse::A,kötü,лихий
716,dumm::A,aptal,дурний
717,faul::A,tembel,ледачий
718,fleißig::A,çalışkan,старанний
719,geizig::A,cimri,скупий
720,klug::A,zekî,мудрий
721,klug::A,zekî,розумний
722,klug::A,akıllı,мудрий
723,klug::A,akıllı,розумний
724,geschickt::A,becerikli,умілий
725,lieb::A,sevimli,милий
726,lustig::A,neşeli,веселий
727,sanft::A,nazik,лагідний
728,hungrig::A,aç,голодний
729,krank::A,hasta,слабий
730,krank::A,rahatsız,слабий
731,nackt::A,çıplak,голий
732,traurig::A,kederli,сумний
733,traurig::A,üzüntülü,сумний
734,lebendig::A,canlı,живий
735,gut::A,iyi,добрий
736,schlecht::A,kötü,поганий
737,schlecht::A,kötü,кепський
738,richtig::A,doğru,правильний
739,schlimm::A,kötü,бридкий
740,wahr::A,doğru,справжній
741,wahr::A,gerçek,справжній
742,alt::A,eski,старий
743,neu::A,yeni,новий
744,ehemalig::A,önceki,колишній
745,alt[Lebewesen]::A,yaşlı,старий
746,jung::A,genç,молодий
747,arm::A,fakir,бідний
748,reich::A,zengin,багатий
749,bekannt::A,bilinen,знайомий
750,berühmt::A,ünlü,славетний
751,berühmt::A,meşhur,славетний
752,fremd::A,yabancı,чужий
753,verschieden::A,ayrı,різний
754,verschieden::A,farklı,різний
755,nah::A,yakın,близький
756,nah::A,bitişik,близький
757,fern::A,uzak,далекий
758,linker::A,sol,лівий
759,rechter::A,sağ,правий
760,anderer::A,diğer,інакший
761,erster::A,ilk,перший
762,erster::A,birinci,перший
763,zweiter::A,ikinci,другий
764,dritter::A,üçüncü,третій
765,letzter::A,son,останній
766,letzter::A,sonuncu,останній
767,allein::ADV,yalnız,сам
768,allein::ADV,yalnız,один
769,allein::ADV,tek başına,сам
770,allein::ADV,tek başına,один
771,auf einmal::ADV,birden,відразу
772,zusammen::ADV,beraber,разом
773,zusammen::ADV,beraber,спільно
774,zusammen::ADV,birlikte,разом
775,zusammen::ADV,birlikte,спільно
776,lange::ADV,çok,довго
777,lange::ADV,uzun,довго
778,plötzlich::ADV,ansızın,раптом
779,plötzlich::ADV,birdenbire,раптом
780,sofort::ADV,hemen,зараз
781,sofort::ADV,derhal,зараз
782,später::ADV,daha sonra,пізніше
783,jetzt::ADV,şimdi,тепер
784,heute::ADV,bugün,сьогодні
785,morgen::ADV,yarın,завтра
786,bald::ADV,yakında,незабаром
787,dann::ADV,sonra,потім
788,gestern::ADV,dün,вчора
789,einst::ADV,eskiden,колись
790,damals::ADV,o zamanlar,тоді
791,danach::ADV,sonradan,згодом
792,danach::ADV,ondan sonra,згодом
793,vorher::ADV,önce,раніше
794,vorher::ADV,önceden,раніше
795,zuerst::ADV,ilk önce,спершу
796,zuerst::ADV,ilk önce,спочатку
797,einmal::ADV,bir defa,один раз
798,manchmal::ADV,bazan,іноді
799,manchmal::ADV,bazan,інколи
800,oft::ADV,sık sık,часто
801,oft::ADV,çok defa,часто
802,immer::ADV,daima,завжди
803,immer::ADV,her zaman,завжди
804,niemals::ADV,asla değil,ніколи
805,niemals::ADV,hiçbir zaman,ніколи
806,hier::ADV,burada,тут
807,hierhin::ADV,buraya,сюди
808,von hier::ADV,buradan,звідси
809,dort::ADV,orada,там
810,dort::ADV,şurada,там
811,dorthin::ADV,oraya,туди
812,dorthin::ADV,şuraya,туди
813,geradeaus::ADV,doğru,прямо
814,vorwärts::ADV,ileri,вперед
815,rückwärts::ADV,geri,назад
816,zurück::ADV,geriye,назад
817,unten::ADV,aşağıda,внизу
818,hinab::ADV,aşağıya,вниз
819,oben::ADV,yukarıda,вгорі
820,hinauf::ADV,yukarı,вгору
821,hinauf::ADV,yukarıya,вгору
822,überall::ADV,her yerde,скрізь
823,nicht::ADV,-mi-,не
824,nicht::ADV,değil,не
825,ein wenig::ADV,biraz,трохи
826,ein wenig::ADV,biraz,небагато
827,kaum::ADV,dar,ледве
828,kaum::ADV,hemen hemen değil,ледве
829,sehr::ADV,pek,дуже
830,sehr::ADV,gayet,дуже
831,so::ADV,öyle,так
832,so::ADV,böyle,так
