,Concept_ID,os,et
148,Kralle::N,дзӕмбы,küünis
149,Schwanz::N,къӕдзил,saba
150,Ei::N,айк,muna
151,Nest::N,ахстон,pesa
152,Bau::N,хуынкъ,urg
153,Tier::N,сырд,loom
154,Tier::N,цӕрӕгой,loom
155,Herde::N,дзуг,kari
156,Herde::N,рӕгъау,kari
157,Kuh::N,хъуг,lehm
158,Bulle::N,гал,pull
159,Pferd::N,бӕх,hobune
160,Schaf::N,фыс,lammas
161,Schwein::N,хуы,siga
162,Hund::N,куыдз,koer
163,Katze::N,гӕды,kass
164,Bär::N,арс,karu
165,Eichhörnchen::N,æхсæрæг,orav
166,Elch::N,цæгатаг саг,põder
167,Fuchs::N,рувас,rebane
168,Hase::N,тæрхъус,jänes
169,Maus::N,мыст,hiir
170,Wolf::N,бирӕгъ,hunt
171,Vogel::N,цъиу,lind
172,Vogel::N,маргъ,lind
173,Schwarm::N,бал,parv
174,Huhn::N,карк,kana
175,Hahn::N,уасӕг,kukk
176,Gans::N,хъаз,hani
177,Adler::N,цӕргӕс,kotkas
178,Ente::N,ацц,part
179,Eule::N, уыг,kakk
180,Eule::N, уыг,öökull
181,Eule::N,сидахъ,kakk
182,Eule::N,сидахъ,öökull
183,Kranich::N,зырнæг,kurg
184,Kranich::N,хърихъупп,kurg
185,Krähe::N,халон,vares
186,Kuckuck::N,гаккук,kägu
187,Schwan::N,доныхъаз,luik
188,Fisch::N,кӕсаг,kala
189,Barsch::N,окунь,ahven
190,Hecht::N,хихор кӕсаг,haug
191,Schlange[Tier]::N,калм,uss
192,Wurm::N,зулкъ,uss
193,Wurm::N,зулкъ,vagel
194,Wurm::N,къуыдыргалм,uss
195,Wurm::N,къуыдыргалм,vagel
196,Spinne::N,хӕлуарӕг,ämblik
197,Ameise::N,мæлдзыг,sipelgas
198,Laus::N,сыст,täi
199,Mücke::N,къогъо,sääsk
200,Fliege::N,бындз,kärbes
201,Schmetterling::N,гæлæбу,liblikas
202,Beere::N,гагадыргъ,mari
203,Apfel::N,фӕткъуы,õun
204,Pilz::N,зокъо,seen
205,Pilz::N,къозо,seen
206,Zwiebel::N,хъӕдындз,sibul
207,Saat::N,тауинаг,seeme
208,Saat::N,мыггаг,seeme
209,Korn::N,мыггаг,iva
210,Korn::N,мыггаг,tera
211,Korn::N,тауинаг,iva
212,Korn::N,тауинаг,tera
213,Heu::N,хос,hein
214,Schale::N,цъар,koor
215,Grube::N,урм,kaevand
216,Grube::N,къахт,kaevand
217,Grube::N,дзыхъхъ,kaevand
218,Falle::N,цъысым,lõks
219,Falle::N,цъысым,püünis
220,Falle::N,къӕппӕг,lõks
221,Falle::N,къӕппӕг,püünis
222,Schlinge::N,цасм,aas
223,Spur::N,фæд,jälg
224,Asche::N,фӕнык,tuhk
225,Asche::N,ӕртхутӕг,tuhk
226,Dreck::N,цъыф,saast
227,Dreck::N,цъыф,mustus
228,Eisen::N,ӕфсӕйнаг,raud
229,Gold::N,сыгъзӕрин,kuld
230,Silber::N,ӕвзист,hõbe
231,Kohle::N,ӕвзалы,süsi
232,Glas::N,авг,klaas
233,Lehm::N,ӕлыг,savi
234,Sand::N,змис,liiv
235,Mensch::N,лӕг,inimene
236,Mensch::N,адӕймаг,inimene
237,Mensch::N,удгоймаг,inimene
238,Mann::N,лӕг,mees
239,Mann::N,нӕлгоймаг,mees
240,Frau::N,сылгоймаг,naine
241,Kind::N,сывӕллон,laps
242,Junge::N,лӕппу,poiss
243,Mädchen::N,чызг,tüdruk
244,Familie::N,бинонтæ,perekond
245,Großvater::N,фыдыфыд,vanaisa
246,Großvater::N,мадыфыд,vanaisa
247,Großmutter::N,фыды мад,vanaema
248,Großmutter::N,мады мад,vanaema
249,Eltern::N,ныййарджытæ,vanemad
250,Vater::N,фыд,isa
251,Mutter::N,мад,ema
252,Sohn::N,фырт,poeg
253,Tochter::N,чызг,tütar
254,Bruder::N,ӕфсымӕр,vend
255,Schwester::N,хо,õde
256,Onkel::N,фыдыфсымӕр,onu
257,Tante::N,мадыхо,tädi
258,Ehemann::N,мой,mees
259,Ehemann::N,мой,abikaasa
260,Ehefrau::N,ус,naine
261,Ehefrau::N,ус,abikaasa
262,Freude::N,цин,rõõm
263,Freude::N,циндзинад,rõõm
264,Gelächter::N,худын,naer
265,Gelächter::N,худт,naer
266,Gelächter::N,худæг,naer
267,Glück::N,амонд,õnn
268,Kummer::N,хъыг,mure
269,Kummer::N,хъыг,kurbus
270,Wunsch::N,бӕллиц,soov
271,Lust::N,монц,himu
272,Geist::N,уд,vaim
273,Gedanke::N,хъуыды,mõte
274,Gedächtnis::N,мысæн,mälu
275,Gedächtnis::N,мысын,mälu
276,Gedächtnis::N,зæрдылдарын,mälu
277,Verstand::N,зонд,aru
278,Verstand::N,зонд,mõistus
279,Sinn::N,нысаниуæг,tähendus
280,Grund::N,ӕфсон,põhjus
281,Wahrheit::N,æцæг,tõde
282,Gespräch::N,ныхас,kõne
283,Gespräch::N,ныхас,vestlus
284,Märchen::N,аргъау,muinasjutt
285,Erzählung::N,радзырд,jutustus
286,Nachricht::N,уац,teade
287,Neuigkeit::N,хабар,uudis
288,Name::N,ном,nimi
289,Rätsel::N,уыци-уыци,mõistatus
290,Rätsel::N,базон-базон,mõistatus
291,Rede::N,раныхас,kõne
292,Sprache::N,ӕвзаг,keel
293,Stimme::N,хъӕлӕс,hääl
294,Wort::N,дзырд,sõna
295,Zeichen::N,нысан,märk
296,Ruf::N,сидт,hüüe
297,Lärm::N,уынæр,müra
298,Laut::N,зӕл,hääl
299,Laut::N,мыр,hääl
300,Ton::N,мыр,toon
301,Lied::N,зарӕг,laul
302,Ruhe::N,æнцой,rahu
303,Ruhe::N,æнцой,vaikus
304,Leute::N,адӕм,inimesed
305,Volk::N,адӕм,rahvas
306,Arbeit::N,фӕллой,töö
307,Gast::N,уазӕг,külaline
308,Geschenk::N,хуын,kingitus
309,Spiel::N,хъазт,mäng
310,Gesellschaft::N,дзыллæ,selts
311,Gesellschaft::N,æхсæнад,selts
312,Hilfe::N,æххуыс,abi
313,Hilfe::N,ахъаз,abi
314,Freund::N,лымӕн,sõber
315,Kamerad::N,ӕмбал,sõber
316,Angelegenheit::N,хъуыддаг,asi
317,Anzahl::N,бӕрц,arv
318,Anzahl::N,бӕрц,hulk
319,Art::N,хуыз,liik
320,Art::N,хуызад,liik
321,Stück::N,кæрдих,tükk
322,Stück::N,комдзаг,tükk
323,Teil::N,хай,osa
324,Hälfte::N,æрдæг,pool
325,Hälfte::N,æмбис,pool
326,Kreis::N,зиллакк,ring
327,Kreuz::N,дзуар,rist
328,Linie::N,хахх,joon
329,Strich::N,хахх,joon
330,Abstand::N,æхсæнуат,vahe
331,Entfernung::N,дæрддзæг,kaugus
332,Entfernung::N,дæрддзæг,vahemaa
333,Entfernung::N,дардцæг,kaugus
334,Entfernung::N,дардцæг,vahemaa
335,Gegend::N,ран,ümbrus
336,Platz::N,бууат,ruum
337,Ort::N,ран,paik
338,Ort::N,бынат,paik
339,Seite::N,фахс,pool
340,Mitte::N,астӕу,keskpaik
341,Gegenstand::N,дзаума,ese
342,Sache::N,дзаума,ese
343,Rand::N,кӕрон,äär
344,Rand::N,кӕрон,serv
345,Kante::N,фӕрск,kant
346,Ecke::N,тигъ,nurk
347,Ecke::N,фисын,nurk
348,Spitze::N,бырынкъ,teravik
349,Ende::N,кӕрон,ots
350,Ende::N,кӕрон,jupp
351,Loch::N,хуынкъ,auk
352,Winkel::N,къуым,nurk
353,Muster::N,нывæфтыд,muster
354,Muster::N,кæдзист,muster
355,Größe::N,ас,suurus
356,Länge::N,дӕргъ,pikkus
357,Höhe::N,бæрзонд,kõrgus
358,Höhe::N,бæрзæнд,kõrgus
359,Höhe::N,бæрзонддзинад,kõrgus
360,Gewicht::N,уӕз,kaal
361,Gewicht::N,уӕз,raskus
362,Menge::N,бӕрц,arv
363,Menge::N,бӕрц,hulk
364,Haufen::N,кӕри,hunnik
365,Reihe::N,рӕнхъ,rivi
366,Boot::N,чема,paat
367,Ruder::N,къохар,aer
368,Schlitten::N,дзоныгъ,saan
369,Ski::N,къахдзоныгътæ,suusk
370,Ski::N,лыжæтæ,suusk
371,Lagerfeuer::N,арт,lõke
372,Last::N,уаргъ,koorem
373,Gang::N,цыд,käik
374,Schritt::N,санчъех,samm
375,Schritt::N,къахдзӕф,samm
376,Norden::N,цæгат,põhi
377,Süden::N,хуссар,lõuna
378,Westen::N,ныгуылæн,lääs
379,Osten::N,скæсæн,ida
380,Holz::N,хъӕдӕрмӕг,puu
381,Brett::N,фæйнæг,saelaud
382,Platte::N,къӕй,plaat
383,Stütze::N,быцæу,tugi
384,Stange::N,хъил,latt
385,Stange::N,хъил,teivas
386,Stock::N,лӕдзӕг,kepp
387,Stab::N,хъил,varras
388,Rohr::N,хӕтӕл,toru
389,Haus::N,хӕдзар,maja
390,Heim::N,къона,kodu
391,Ofen::N,пец,ahi
392,Fußboden::N,астӕрд,põrand
393,Tisch::N,стъол,laud
394,Stuhl::N,бандон,tool
395,Wiege::N,авдæн,häll
396,Wiege::N,авдæн,kätki
397,Bett::N,сынтӕг,voodi
398,Regal::N,тӕрхӕг,riiul
399,Regal::N,уӕлвӕйнӕг,riiul
400,Kiste::N,асыкк,kast
401,Fenster::N,рудзынг,aken
402,Fenster::N,фæрссаг,aken
403,Tür::N,дуар,uks
404,Tor::N,кулдуар,värav
405,Zaun::N,æмбонд,aed
406,Zaun::N,æмбонд,tara
407,Zaun::N,быру,aed
408,Zaun::N,быру,tara
409,Zaun::N,гæрæн,aed
410,Zaun::N,гæрæн,tara
411,Dach::N,уӕлхӕдзар,katus
412,Leiter::N,асин,redel
413,Besen::N,уисой,luud
414,Spaten::N,бел,labidas
415,Schaufel::N,æвгæнæн,kühvel
416,Schaufel::N,кæфой,kühvel
417,Gabel::N,вилкæ,kahvel
418,Löffel::N,уидыг,lusikas
419,Messer::N,кард,nuga
420,Nagel::N,зӕгӕл,nael
421,Netz::N,хыз,võrk
422,Haken::N,хæдз,haak
423,Haken::N,хæдз,konks
424,Haken::N,хæбырæгъ,haak
425,Haken::N,хæбырæгъ,konks
426,Griff::N,фистон,sang
427,Griff::N,фистон,käepide
428,Schloss::N,гуыдыр,lukk
429,Bild::N,ныв,pilt
430,Figur::N,кæрдгæныв,kuju
431,Figur::N,кæрдгæныв,kujund
432,Puppe::N,чындз,nukk
433,Beutel::N,дзӕкъул,paun
434,Bündel::N,баст,kimp
435,Tasche::N,хызын,kott
436,Tasche::N,дзæкъул,kott
437,Eimer::N,къæрта,pang
438,Eimer::N,къæрта,ämber
439,Eimer::N,чъыбыла,pang
440,Eimer::N,чъыбыла,ämber
441,Eimer::N,ведра,pang
442,Eimer::N,ведра,ämber
443,Deckel::N,сæр,kaas
444,Deckel::N,æмбæрзæн,kaas
445,Geschirr::N,мигæнæн,nõud
446,Geschirr::N,мигæнæнтæ,nõud
447,Sack::N,голлаг,kott
448,Tasse::N,пиала,tass
449,Tasse::N,къус,tass
450,Topf::N,аг,pada
451,Topf::N,чысыл аг,pada
452,Kessel::N,аг,pada
453,Essen::N,хӕрд,söök
454,Nahrung::N,хойраг,toit
455,Speise::N,хӕринаг,roog
456,Fleisch::N,дзидза,liha
457,Fleisch::N,фыдызгъӕл,liha
458,Getreide::N,халсар,teravili
459,Brei::N,кас,puder
460,Brot::N,дзул,sai
461,Brot::N,дзул,leib
462,Scheibe::N,къӕбӕр,viil
463,Scheibe::N,къӕбӕр,viilukas
464,Fett::N,сой,rasv
465,Butter::N,нӕлхӕ,või
466,Öl::N,зети,õli
467,Salz::N,цӕхх,sool
468,Suppe::N,бас,supp
469,Honig::N,мыд,mesi
470,Milch::N,ӕхсыр,piim
471,Tee::N,цай,tee
472,Leder::N,мæскуы,nahk
473,Wolle::N,фӕсмын,vill
474,Stoff::N,хъуымац,kangas
475,Nadel::N,судзин,nõel
476,Faden::N,ӕндах,niit
477,Knopf::N,цӕппӕр,nööp
478,Knoten::N,ӕлхынцъ,sõlm
479,Farbe::N,ахорæн,värv
480,Kleidung::N,дарӕс,riided
481,Kleidung::N,дарӕс,riietus
482,Hemd::N,хӕдон,särk
483,Kragen::N,æфцæггот,krae
484,Ärmel::N,дыс,varrukas
485,Hose::N,хæлаф,püksid
486,Hose::N,æддаг хæлаф,püksid
487,Hose::N,салбар,püksid
488,Gürtel::N,рон,vöö
489,Mütze::N,худ,müts
490,Schuh::N,басмахъ,king
491,Stiefel::N,цырыхъхъ,saabas
492,Ring::N,къухдарӕн,sõrmus
493,Band::N,лент,lint
494,Kamm::N,сӕрвасӕн,kamm
495,Spiegel::N,айдæн,peegel
496,Spiegel::N,кæсæн,peegel
497,Riemen::N,гӕрз,rihm
498,Schnur::N,бӕндӕн,nöör
499,Decke::N,хъӕццул,tekk
500,Kissen::N,баз,padi
501,Tuch::N,кæлмæрзæн,kalev
502,Tuch::N,кæрдæн,kalev
503,Handtuch::N,хисæрфæн,käterätik
504,Kraft::N,тых,jõud
505,Kraft::N,хъомыс,jõud
506,Stärke::N,тых,tugevus
507,Stärke::N,æхсар,tugevus
508,Gesundheit::N,æнæниздзинад,tervis
509,Krankheit::N,низ,haigus
510,Krankheit::N,рын,haigus
511,Schmerz::N,рис,valu
512,Wunde::N,цӕф,haav
513,Fieber::N,ризӕг,palavik
514,Fieber::N,тӕфсӕг,palavik
515,Arznei::N,хос,ravim
516,Brücke::N,хид,sild
517,Brunnen::N,цъай,kaev
518,Weide::N,хизæн,karjamaa
519,Weide::N,хизæнуат,karjamaa
520,Weide::N,сæрвæт,karjamaa
521,Pfad::N,къахвæндаг,rada
522,Pfad::N,къахвæд,rada
523,Weg::N,фӕндаг,tee
524,Straße::N,фӕндаг,tee
525,Dorf::N,хъӕу,küla
526,Stadt::N,сахар,linn
527,Brief::N,фыстӕг,kiri
528,Buch::N,чиныг,raamat
529,Buchstabe::N,дамгъӕ,täht
530,Zeitung::N,газет,ajaleht
531,Leben::N,цард,elu
532,Leben::N,цӕрӕнбон,elu
533,Tod::N,мæлæт,surm
534,Tod::N,адзал,surm
535,Grab::N,ингӕн,haud
536,Kirche::N,аргъуан,kirik
537,Sünde::N,тæригъæд,patt
538,Gott::N,хуыцау,jumal
539,Arbeiter::N,кусæг,tööline
540,Chef::N,ӕмцег,ülemus
541,Chef::N,ӕмцег,juhataja
542,Meister::N,мастер,meister
543,Meister::N,дæсны,meister
544,Arzt::N,хосгæнæг,arst
545,Arzt::N,дохтыр,arst
546,Lehrer::N,ахуыргæнæг,õpetaja
547,Geld::N,ӕхца,raha
548,Geschäft::N,бизнес,äri
549,Geschäft::N,хъуыддаг,äri
550,Laden::N,дукани,pood
551,Laden::N,дукани,kauplus
552,Preis::N,аргъ,hind
553,Ware::N,базайраг,kaup
554,Nutzen::N,пайда,tulu
555,Nutzen::N,пайда,kasulikkus
556,Reichtum::N,хъæздыгдзинад,rikkus
557,Reichtum::N,исбон,rikkus
558,Reichtum::N,мулк,rikkus
559,Welt::N,дуне,maailm
560,Land::N,бӕстӕ,maa
561,Staat::N,паддзахад,riik
562,König::N,къарол,kuningas
563,Macht::N,хицаудзинад,võim
564,Grenze::N,арӕн,piir
565,Krieg::N,хӕст,sõda
566,Feind::N,знаг,vaenlane
567,Feind::N,фыдгул,vaenlane
568,Feind::N,фыдзæрдæ,vaenlane
569,Feind::N,сон,vaenlane
570,Gewalt::N,тыхми,väevõim
571,Gewalt::N,тыхдзинад,väevõim
572,Kampf::N,хæст,võitlus
573,Kampf::N,хъæбысæйхæст,võitlus
574,Kampf::N,тох,võitlus
575,Bogen[Waffe]::N,ӕрдын,vibu
576,Pfeil::N,фат,nool
577,Gewehr::N,топп,püss
578,Fehler::N,рӕдыд,viga
579,Lüge::N,мӕнг,vale
580,Lüge::N,гӕдыдзинад,vale
581,Schaden::N,зиан,kahju
582,Unglück::N,бæллæх,häda
583,Unglück::N,бæллæх,õnnetus
584,Schuld::N,азым,süü
585,Alter::N,кар,iga
586,Schluss::N,кæрон,lõpp
587,Zeit::N,рӕстӕг,aeg
588,Tag::N,бон,päev
589,Morgen::N,райсом,hommik
590,Mittag::N,æмбисбон,lõuna
591,Mittag::N,æмбисбон,keskpäev
592,Abend::N,изӕр,õhtu
593,Nacht::N,ӕхсӕв,öö
594,Woche::N,къуыри,nädal
595,Monat::N,мӕй,kuu
596,Jahr::N,аз,aasta
597,Jahr::N,афӕдз,aasta
598,Frühling::N,уалдзæг,kevad
599,Sommer::N,сӕрд,suvi
600,Herbst::N,фæззæг,sügis
601,Winter::N,зымӕг,talv
602,Januar::N,январь,jaanuar
603,Februar::N,февраль,veebruar
604,März::N,мартъи,märts
605,April::N,апрель,aprill
606,Mai::N,май,mai
607,Juni::N,июнь,juuni
608,Juli::N,июль,juuli
609,August::N,август,august
610,September::N,сентябрь,september
611,Oktober::N,октябрь,oktoober
612,November::N,ноябрь,november
613,Dezember::N,декабрь,detsember
614,Montag::N,къуырисæр,esmaspäev
615,Dienstag::N,дыццæг,teisipäev
616,Mittwoch::N,æртыццæг,kesknädal
617,Donnerstag::N,цыппæрæм,neljapäev
618,Freitag::N,майрæмбон,reede
619,Samstag::N,сабат,laupäev
620,Sonntag::N,хуыцаубон,pühapäev
621,groß::A,дынджыр,suur
622,klein::A,гыццыл,väike
623,klein::A,гыццыл,pisike
624,lang::A,даргъ,pikk
625,kurz::A,цыбыр,lühike
626,breit::A,фӕтӕн,lai
627,schmal::A,нарӕг,kitsas
628,schmal::A,уынгӕг,kitsas
629,dicht::A,бæзджын,tihe
630,dicht::A,тар,tihe
631,dick[Gegenstand]::A,сӕвджын,jäme
632,dünn::A,тæнæг,õhuke
633,dünn::A,тæнæг,peenike
634,fein::A,лыстӕг,peen
635,fein::A,лыстӕг,õhuke
636,fest::A,фидар,püsiv
637,fest::A,фидар,kindel
638,fest::A,хъӕддых,püsiv
639,fest::A,хъӕддых,kindel
640,flach::A,тъӕпӕн,lame
641,flach::A,тъӕпӕн,tasane
642,glatt::A,лӕгъз,sile
643,hart::A,хъӕбӕр,kõva
644,weich::A,фӕлмӕн,pehme
645,rund::A,тымбыл,ümar
646,spitz::A,цыргъбырынкъ,torkav
647,spitz::A,цыргъфындз,torkav
648,scharf::A,цыргъ,terav
649,stumpf::A,къуымых,nüri
650,schwer::A,уӕззау,raske
651,schön::A,аив,kena
652,schön::A,рӕсугъд,kena
653,heiß::A,тӕвд,kuum
654,heiß::A,тӕвд,palav
655,warm::A,хъарм,soe
656,kalt::A,уазал,külm
657,kühl::A,сатæг,jahe
658,kühl::A,уазалгомау,jahe
659,frisch::A,сатæг,värske
660,feucht::A,уымӕл,niiske
661,nass::A,хуылыдз,märg
662,trocken::A,хус,kuiv
663,voll::A,дзаг,täis
664,voll::A,йедзаг ,täis
665,leer::A,афтид,tühi
666,offen::A,гом,avatud
667,offen::A,гом,lahtine
668,geschlossen::A,æхгæд,suletud
669,sauber::A,сыгъдæг,puhas
670,schmutzig::A,чъиллон,räpane
671,schmutzig::A,чъиллон,määrdunud
672,roh::A,хом,toores
673,reif::A,рӕгъӕд,küps
674,lecker::A,хӕрзад,hõrk
675,lecker::A,хӕрзад,maitsev
676,süß::A,адджын,magus
677,bitter::A,судзаг,mõru
678,sauer::A,туаг,hapu
679,hell::A,рухс,hele
680,dunkel::A,талынг,pime
681,schwarz::A,сау,must
682,weiß::A,урс,valge
683,rot::A,сырх,punane
684,gelb::A,бур,kollane
685,blau::A,цъӕх,sinine
686,grün::A,цъӕх,roheline
687,grün::A,кӕрдӕгхуыз,roheline
688,grau::A,цъӕх,hall
689,grau::A,фӕныкхуыз,hall
690,bunt::A,хъулон,kirju
691,bunt::A,хъулон,värviline
692,bunt::A,гæрæм,kirju
693,bunt::A,гæрæм,värviline
694,billig::A,аслам,odav
695,teuer::A,зынаргъ,kallis
696,wertvoll::A,зынаргъ,väärtuslik
697,blind::A,куырм,pime
698,taub::A,къуырма,kurt
699,kräftig::A,домбай,jõuline
700,kräftig::A,тыхджын,jõuline
701,stark::A,тыхджын,tugev
702,schwach::A,ӕнӕбон,nõrk
703,schwach::A,ӕнӕбон,jõuetu
704,fett::A,нард,rasvane
705,schlank::A,гуырвидыц,sale
706,schlank::A,хæрзконд,sale
707,schlank::A,рæхснæг,sale
708,schlank::A,сагамад,sale
709,hübsch::A,аив,kena
710,hübsch::A,рӕсугъд,kena
711,böse::A,фыдзӕрдӕ,tige
712,dumm::A,ӕдылы,juhm
713,dumm::A,ӕдылы,rumal
714,faul::A,зивӕг,laisk
715,faul::A,зивӕггӕнаг,laisk
716,fleißig::A,æнæзивæг,virk
717,fleißig::A,æнæзивæг,hoolas
718,fleißig::A,æнувыд,virk
719,fleißig::A,æнувыд,hoolas
720,geizig::A,чъынды,ihne
721,geizig::A,æлгъин,ihne
722,geizig::A,мæрддзæст,ihne
723,klug::A,зондджын,tark
724,klug::A,зондджын,arukas
725,klug::A,зондджын,mõistlik
726,geschickt::A,хӕрзарӕхст,osav
727,lieb::A,уарзон,armas
728,lustig::A,хъӕлдзӕг,lõbus
729,sanft::A,мынчын,õrn
730,hungrig::A,ӕххормаг,näljane
731,krank::A,нӕфӕразгӕ,haige
732,nackt::A,бӕгънӕг,alasti
733,traurig::A,ӕрхӕндӕг,kurb
734,lebendig::A,цардӕгас,elus
735,gut::A,хорз,hea
736,schlecht::A,цауд,halb
737,richtig::A,раст,õige
738,schlimm::A,ӕвзӕр,paha
739,wahr::A,ӕцӕг,tõene
740,alt::A,зӕронд,vana
741,neu::A,ног,uus
742,ehemalig::A,раздӕры,endine
743,alt[Lebewesen]::A,ацӕргӕ,vana
744,jung::A,ӕрыгон,noor
745,arm::A,мӕгуыр,vaene
746,reich::A,хъӕздыг,rikas
747,bekannt::A,зонгӕ,teada
748,bekannt::A,зонгӕ,tuttav
749,berühmt::A,номдзыд,tuntud
750,fremd::A,æцæгæлон,võõras
751,verschieden::A,æндæр æмæ æндæр,erinev
752,verschieden::A,алы,erinev
753,verschieden::A,алыхуызон,erinev
754,nah::A,хӕстӕг,lähedane
755,fern::A,дард,kauge
756,fern::A,дӕрддаг,kauge
757,linker::A,галиу,vasak
758,rechter::A,рахиз,parem
759,anderer::A,иннӕ,muu
760,anderer::A,иннӕ,teine
761,anderer::A,ӕндӕр,muu
762,anderer::A,ӕндӕр,teine
763,erster::A,фыццаг,esimene
