,Concept_ID,pt,tr
340,Lärm::N,ruído,şamata
341,Lärm::N,ruído,gürültü
342,Lärm::N,barulho,şamata
343,Lärm::N,barulho,gürültü
344,Laut::N,som,ses
345,Ton::N,tom,ses
346,Lied::N,canção,türkü
347,Ruhe::N,calma,sakinlik
348,Ruhe::N,silêncio,sakinlik
349,Leute::N,gente,halk
350,Leute::N,gente,insanlar
351,Leute::N,pessoas,halk
352,Leute::N,pessoas,insanlar
353,Volk::N,povo,ulus
354,Volk::N,povo,millet
355,Volk::N,nação,ulus
356,Volk::N,nação,millet
357,Arbeit::N,trabalho,iş
358,Arbeit::N,trabalho,çalışma
359,Gast::N,hóspede,konuk
360,Gast::N,hóspede,misafir
361,Gast::N,convidado,konuk
362,Gast::N,convidado,misafir
363,Geschenk::N,prenda,hediye
364,Geschenk::N,prenda,armağan
365,Geschenk::N,presente,hediye
366,Geschenk::N,presente,armağan
367,Spiel::N,jogo,oyun
368,Gesellschaft::N,companhia,çevre
369,Gesellschaft::N,companhia,arkadaşlık
370,Hilfe::N,ajuda,yardım
371,Hilfe::N,socorro,yardım
372,Freund::N,amigo,dost
373,Freund::N,amigo,arkadaş
374,Kamerad::N,camarada,arkadaş
375,Angelegenheit::N,assunto,iş
376,Angelegenheit::N,assunto,husus
377,Anzahl::N,número,sayı
378,Anzahl::N,quantidade,sayı
379,Art::N,tipo,çeşit
380,Art::N,espécie,çeşit
381,Stück::N,pedaço,tane
382,Stück::N,pedaço,parça
383,Teil::N,peça,kısım
384,Teil::N,parte,kısım
385,Hälfte::N,metade,yarı
386,Kreis::N,círculo,daire
387,Kreuz::N,cruz,haç
388,Linie::N,linha,hat
389,Linie::N,linha,çizgi
390,Strich::N,traço,çizgi
391,Abstand::N,distância,aralık
392,Entfernung::N,distância,mesafe
393,Entfernung::N,distância,uzaklık
394,Gegend::N,área,yöre
395,Gegend::N,região,yöre
396,Platz::N,lugar,yer
397,Ort::N,sítio,yer
398,Seite::N,lado,yan
399,Seite::N,lado,taraf
400,Mitte::N,meio,orta
401,Mitte::N,meio,merkez
402,Gegenstand::N,objecto,şey
403,Sache::N,coisa,iş
404,Sache::N,coisa,şey
405,Rand::N,bordo,kenar
406,Rand::N,margem,kenar
407,Kante::N,borda,kenar
408,Kante::N,aresta,kenar
409,Ecke::N,esquina,köşe
410,Spitze::N,ponta,uç
411,Spitze::N,ponta,baş
412,Ende::N,cabo,uç
413,Ende::N,extremo,uç
414,Loch::N,furo,oyuk
415,Loch::N,furo,delik
416,Loch::N,buraco,oyuk
417,Loch::N,buraco,delik
418,Winkel::N,canto,köşe
419,Winkel::N,ângulo,köşe
420,Muster::N,padrão,örnek
421,Muster::N,desenho,örnek
422,Größe::N,tamanho,büyüklük
423,Länge::N,comprimento,uzunluk
424,Höhe::N,altura,yükseklik
425,Höhe::N,altitude,yükseklik
426,Gewicht::N,peso,ağırlık
427,Menge::N,quantidade,miktar
428,Haufen::N,pilha,küme
429,Haufen::N,pilha,yığın
430,Reihe::N,fila,sıra
431,Boot::N,barco,kayık
432,Boot::N,barco,sandal
433,Ruder::N,remo,kürek
434,Schlitten::N,trenó,kızak
435,Ski::N,esqui,kayak
436,Lagerfeuer::N,fogueira,kamp ateşi
437,Last::N,carga,yük
438,Gang::N,curso,gidiş
439,Gang::N,curso,yürüyüş
440,Gang::N,caminhada,gidiş
441,Gang::N,caminhada,yürüyüş
442,Schritt::N,passo,adım
443,Norden::N,norte,kuzey
444,Süden::N,sul,güney
445,Westen::N,oeste,batı
446,Westen::N,ocidente,batı
447,Osten::N,este,doğu
448,Osten::N,leste,doğu
449,Osten::N,oriente,doğu
450,Holz::N,madeira,ağaç
451,Holz::N,madeira,tahta
452,Brett::N,tábua,tahta
453,Brett::N,prancha,tahta
454,Platte::N,laje,levha
455,Platte::N,chapa,levha
456,Stütze::N,apoio,dayak
457,Stütze::N,apoio,destek
458,Stütze::N,suporte,dayak
459,Stütze::N,suporte,destek
460,Stange::N,vara,çubuk
461,Stange::N,barra,çubuk
462,Stock::N,pau,sopa
463,Stock::N,pau,değnek
464,Stock::N,bengala,sopa
465,Stock::N,bengala,değnek
466,Stab::N,bastão,sırık
467,Stab::N,bastão,baston
468,Rohr::N,cano,boru
469,Haus::N,casa,ev
470,Heim::N,lar,ev
471,Heim::N,lar,yurt
472,Heim::N,casa,ev
473,Heim::N,casa,yurt
474,Ofen::N,estufa,soba
475,Ofen::N,aquecedor,soba
476,Fußboden::N,piso,taban
477,Fußboden::N,piso,döşeme
478,Tisch::N,mesa,masa
479,Stuhl::N,cadeira,iskemle
480,Stuhl::N,cadeira,sandalye
481,Wiege::N,berço,beşik
482,Bett::N,cama,yatak
483,Regal::N,estante,raf
484,Regal::N,prateleira,raf
485,Kiste::N,caixa,sandık
486,Fenster::N,janela,pencere
487,Tür::N,porta,kapı
488,Tor::N,portão,kapı
489,Zaun::N,cerca,çit
490,Zaun::N,vedação,çit
491,Dach::N,telhado,dam
492,Dach::N,telhado,çatı
493,Leiter::N,escada,merdiven
494,Leiter::N,escada móvel,merdiven
495,Besen::N,vassoura,süpürge
496,Spaten::N,pá,bel
497,Schaufel::N,pá,kürek
498,Gabel::N,garfo,çatal
499,Löffel::N,colher,kaşık
500,Messer::N,faca,bıçak
501,Nagel::N,cravo,çivi
502,Netz::N,rede,ağ
503,Haken::N,gancho,çengel
504,Griff::N,asa,kulp
505,Griff::N,asa,tutamak
506,Griff::N,cabo,kulp
507,Griff::N,cabo,tutamak
508,Schloss::N,fechadura,kilit
509,Bild::N,imagem,imaj
510,Bild::N,imagem,resim
511,Figur::N,figura,şekil
512,Figur::N,figura,heykel
513,Puppe::N,boneca,kukla
514,Beutel::N,saco,kese
515,Beutel::N,saco,torba
516,Beutel::N,bolsa,kese
517,Beutel::N,bolsa,torba
518,Bündel::N,fardo,deste
519,Tasche::N,saco,çanta
520,Tasche::N,bolso,çanta
521,Eimer::N,balde,kova
522,Deckel::N,tampa,kapak
523,Geschirr::N,louça,kap kacak
524,Sack::N,saca,torba
525,Tasse::N,chávena,fincan
526,Topf::N,tacho,tencere
527,Topf::N,panela,tencere
528,Kessel::N,caldeira,kazan
529,Essen::N,refeição,yemek
530,Nahrung::N,comida,gıda
531,Nahrung::N,comida,besin
532,Nahrung::N,alimento,gıda
533,Nahrung::N,alimento,besin
534,Speise::N,prato,yemek
535,Fleisch::N,carne,et
536,Getreide::N,cereais,tahıl
537,Getreide::N,cereais,hububat
538,Brei::N,puré,ezme
539,Brot::N,pão,ekmek
540,Scheibe::N,fatia,dilim
541,Fett::N,banha,yağ
542,Fett::N,gordura,yağ
543,Butter::N,manteiga,tereyağı
544,Öl::N,azeite,yağ
545,Öl::N,azeite,akar yağ
546,Salz::N,sal,tuz
547,Suppe::N,sopa,çorba
548,Suppe::N,caldo,çorba
549,Honig::N,mel,bal
550,Milch::N,leite,süt
551,Tee::N,chá,çay
552,Leder::N,couro,deri
553,Leder::N,couro,meşin
554,Wolle::N,lã,yün
555,Stoff::N,pano,kumaş
556,Stoff::N,tecido,kumaş
557,Nadel::N,agulha,iğne
558,Faden::N,fio,tire
559,Faden::N,fio,iplik
560,Knopf::N,botão,düğme
561,Knoten::N,nó,düğüm
562,Farbe::N,corante,boya
563,Kleidung::N,roupa,giyim
564,Kleidung::N,vestuário,giyim
565,Hemd::N,camisa,gömlek
566,Kragen::N,gola,yaka
567,Ärmel::N,manga,yen
568,Ärmel::N,manga,elbise kolu
569,Hose::N,calça,pantolon
570,Gürtel::N,cinto,kuşak
571,Mütze::N,boné,bere
572,Mütze::N,boné,kasket
573,Mütze::N,barrete,bere
574,Mütze::N,barrete,kasket
575,Schuh::N,sapato,kundura
576,Schuh::N,sapato,ayakkabı
577,Stiefel::N,bota,çizme
578,Ring::N,anel,yüzük
579,Band::N,fita,bağ
580,Band::N,fita,şerit
581,Band::N,faixa,bağ
582,Band::N,faixa,şerit
583,Kamm::N,pente,tarak
584,Spiegel::N,espelho,ayna
585,Riemen::N,correia,kayış
586,Schnur::N,corda,ip
587,Schnur::N,corda,sicim
588,Schnur::N,cordel,ip
589,Schnur::N,cordel,sicim
590,Leine::N,trela,kayış
591,Decke::N,cobertor,örtü
592,Decke::N,cobertor,yorgan
593,Kissen::N,almofada,yastık
594,Tuch::N,pano,bez
595,Handtuch::N,toalha,havlu
596,Kraft::N,força,güç
597,Kraft::N,força,kuvvet
598,Stärke::N,força,kuvvet
599,Gesundheit::N,saúde,sağlık
600,Krankheit::N,doença,hastalık
601,Krankheit::N,enfermidade,hastalık
602,Schmerz::N,dor,ağrı
603,Schmerz::N,dor,sancı
604,Wunde::N,chaga,yara
605,Wunde::N,ferida,yara
606,Fieber::N,febre,ateş
607,Arznei::N,remédio,ilâç
608,Brücke::N,ponte,köprü
609,Brunnen::N,poço,kuyu
610,Brunnen::N,poço,çeşme
611,Weide::N,pastagem,otlak
612,Pfad::N,senda,patika
613,Pfad::N,senda,keçiyolu
614,Pfad::N,trilho,patika
615,Pfad::N,trilho,keçiyolu
616,Weg::N,caminho,yol
617,Straße::N,via,yol
618,Straße::N,via,cadde
619,Straße::N,estrada,yol
620,Straße::N,estrada,cadde
621,Dorf::N,aldeia,köy
622,Stadt::N,cidade,kent
623,Stadt::N,cidade,şehir
624,Brief::N,carta,mektup
625,Buch::N,livro,kitap
626,Buchstabe::N,letra,harf
627,Zeitung::N,jornal,gazete
628,Leben::N,vida,hayat
629,Tod::N,morte,ölüm
630,Grab::N,túmulo,kabir
631,Grab::N,sepultura,kabir
632,Kirche::N,igreja,kilise
633,Sünde::N,pecado,günah
634,Gott::N,deus,tanrı
635,Arbeiter::N,operário,işçi
636,Arbeiter::N,trabalhador,işçi
637,Chef::N,chefe,şef
638,Chef::N,chefe,müdür
639,Chef::N,patrão,şef
640,Chef::N,patrão,müdür
641,Meister::N,mestre,usta
642,Arzt::N,médico,hekim
643,Arzt::N,médico,doktor
644,Lehrer::N,professor,hoca
645,Lehrer::N,professor,öğretmen
646,Geld::N,dinheiro,para
647,Geschäft::N,negócio,ticaret
648,Laden::N,loja,dükkân
649,Preis::N,preço,fiyat
650,Ware::N,mercadoria,mal
651,Nutzen::N,proveito,fayda
652,Reichtum::N,riqueza,servet
653,Reichtum::N,riqueza,zenginlik
654,Welt::N,mundo,dünya
655,Land::N,país,ülke
656,Staat::N,Estado,devlet
657,König::N,rei,kral
658,Macht::N,poder,kudret
659,Macht::N,poder,iktidar
660,Macht::N,potência,kudret
661,Macht::N,potência,iktidar
662,Grenze::N,fronteira,had
663,Grenze::N,fronteira,sınır
664,Krieg::N,guerra,savaş
665,Feind::N,inimigo,düşman
666,Gewalt::N,violência,zor
667,Gewalt::N,violência,cebir
668,Kampf::N,luta,savaş
669,Kampf::N,combate,savaş
670,Bogen[Waffe]::N,arco,yay
671,Pfeil::N,seta,ok
672,Pfeil::N,flecha,ok
673,Gewehr::N,espingarda,tüfek
674,Fehler::N,erro,hata
675,Fehler::N,erro,yanlış
676,Fehler::N,falha,hata
677,Fehler::N,falha,yanlış
678,Lüge::N,mentira,yalan
679,Schaden::N,dano,zarar
680,Schaden::N,estrago,zarar
681,Unglück::N,desgraça,felâket
682,Unglück::N,desgraça,talihsizlik
683,Schuld::N,culpa,suç
684,Schuld::N,culpa,kabahat
685,Alter::N,idade,yaş
686,Schluss::N,fim,son
687,Zeit::N,tempo,zaman
688,Tag::N,dia,gün
689,Morgen::N,manhã,sabah
690,Mittag::N,meio-dia,öğle
691,Abend::N,noite,akşam
692,Abend::N,tardinha,akşam
693,Nacht::N,noite,gece
694,Woche::N,semana,hafta
695,Monat::N,mês,ay
696,Jahr::N,ano,yıl
697,Jahr::N,ano,sene
698,Frühling::N,primavera,ilkbahar
699,Sommer::N,verão,yaz
700,Herbst::N,outono,güz
701,Herbst::N,outono,sonbahar
702,Winter::N,inverno,kış
703,Januar::N,Janeiro,ocak
704,Februar::N,Fevereiro,şubat
705,März::N,Março,mart
706,April::N,Abril,nisan
707,Mai::N,Maio,mayıs
708,Juni::N,Junho,haziran
709,Juli::N,Julho,temmuz
710,August::N,Agosto,ağustos
711,September::N,Setembro,eylül
712,Oktober::N,Outubro,ekim
713,November::N,Novembro,kasım
714,Dezember::N,Dezembro,aralık
715,Montag::N,segunda-feira,pazartesi
716,Dienstag::N,terça-feira,salı
717,Mittwoch::N,quarta-feira,çarşamba
718,Donnerstag::N,quinta-feira,perşembe
719,Freitag::N,sexta-feira,cuma
720,Samstag::N,sábado,cumartesi
721,Sonntag::N,domingo,pazar
722,groß::A,grande,büyük
723,klein::A,pequeno,ufak
724,klein::A,pequeno,küçük
725,lang::A,comprido,uzun
726,kurz::A,curto,kısa
727,breit::A,largo,enli
728,breit::A,largo,geniş
729,schmal::A,estreito,dar
730,dicht::A,denso,sık
731,dicht::A,denso,yoğun
732,dick[Gegenstand]::A,grosso,kalın
733,dick[Gegenstand]::A,grosso,iri
734,dünn::A,delgado,ince
735,fein::A,fino,ince
736,fein::A,fino,narin
737,fein::A,subtil,ince
738,fein::A,subtil,narin
739,fest::A,firme,sabit
740,fest::A,firme,sağlam
741,fest::A,sólido,sabit
742,fest::A,sólido,sağlam
743,flach::A,plano,düz
744,flach::A,plano,yassı
745,glatt::A,liso,düz
746,hart::A,duro,katı
747,weich::A,mole,yumuşak
748,rund::A,redondo,yuvarlak
749,spitz::A,agudo,sivri
750,scharf::A,afiado,keskin
751,stumpf::A,rombo,kör
752,schwer::A,pesado,ağır
753,schön::A,belo,güzel
754,schön::A,bonito,güzel
755,heiß::A,quente,kızgın
756,warm::A,quente,sıcak
757,kalt::A,frio,soğuk
758,kühl::A,fresco,serin
759,frisch::A,fresco,taze
760,feucht::A,húmido,nemli
761,feucht::A,húmido,rutubetli
762,nass::A,molhado,yaş
763,nass::A,molhado,ıslak
764,trocken::A,seco,kuru
765,voll::A,cheio,dolu
766,voll::A,cheio,dolmuş
767,leer::A,vazio,boş
768,offen::A,aberto,açık
769,geschlossen::A,fechado,kapalı
770,sauber::A,limpo,pak
771,sauber::A,limpo,temiz
772,schmutzig::A,sujo,pis
773,schmutzig::A,sujo,kirli
774,roh::A,cru,çiğ
775,reif::A,maduro,olgun
776,lecker::A,delicioso,lezzetli
777,süß::A,doce,tatlı
778,süß::A,doce,şekerli
779,bitter::A,amargo,acı
780,sauer::A,azedo,ekşi
781,hell::A,claro,aydınlık
782,dunkel::A,escuro,karanlık
783,dunkel::A,sombrio,karanlık
784,schwarz::A,preto,kara
785,schwarz::A,preto,siyah
786,weiß::A,branco,ak
787,weiß::A,branco,beyaz
788,rot::A,vermelho,kırmızı
789,gelb::A,amarelo,sarı
790,blau::A,azul,mavi
791,grün::A,verde,yeşil
792,grau::A,cinzento,boz
793,bunt::A,colorido,renkli
794,billig::A,barato,ucuz
795,teuer::A,caro,pahalı
796,wertvoll::A,valioso,değerli
797,wertvoll::A,precioso,değerli
798,blind::A,cego,kör
799,taub::A,surdo,sağır
800,kräftig::A,forte,dinç
801,kräftig::A,forte,kuvvetli
802,kräftig::A,poderoso,dinç
803,kräftig::A,poderoso,kuvvetli
804,stark::A,forte,güçlü
805,stark::A,forte,kuvvetli
806,stark::A,robusto,güçlü
807,stark::A,robusto,kuvvetli
808,schwach::A,débil,zayıf
809,schwach::A,débil,güçsüz
810,fett::A,gordo,şişman
811,schlank::A,esbelto,narin
812,hübsch::A,giro,güzel
813,hübsch::A,giro,sevimli
814,hübsch::A,bonito,güzel
815,hübsch::A,bonito,sevimli
816,böse::A,mau,kötü
817,dumm::A,parvo,aptal
818,dumm::A,estúpido,aptal
819,faul::A,preguiçoso,tembel
820,fleißig::A,aplicado,çalışkan
821,fleißig::A,diligente,çalışkan
822,geizig::A,avarento,cimri
823,klug::A,prudente,zekî
824,klug::A,prudente,akıllı
825,klug::A,inteligente,zekî
826,klug::A,inteligente,akıllı
827,geschickt::A,hábil,becerikli
828,lieb::A,caro,sevimli
829,lieb::A,querido,sevimli
830,lustig::A,alegre,neşeli
831,sanft::A,suave,nazik
832,sanft::A,brando,nazik
833,hungrig::A,faminto,aç
834,krank::A,doente,hasta
835,krank::A,doente,rahatsız
836,krank::A,enfermo,hasta
837,krank::A,enfermo,rahatsız
838,nackt::A,nu,çıplak
839,nackt::A,despido,çıplak
840,traurig::A,triste,kederli
841,traurig::A,triste,üzüntülü
842,lebendig::A,vivo,canlı
843,gut::A,bom,iyi
