,Concept_ID,fi,cs
212,Schmetterling::N,perhonen,motýl
213,Beere::N,marja,bobule
214,Apfel::N,omena,jablko
215,Pilz::N,sieni,houba
216,Zwiebel::N,sipuli,cibule
217,Saat::N,siemenet,osivo
218,Korn::N,jyvä,zrno
219,Korn::N,vilja,zrno
220,Heu::N,heinä,seno
221,Schale::N,kuori,slupka
222,Schale::N,kuori,skořápka
223,Grube::N,kuoppa,jáma
224,Falle::N,loukku,past
225,Falle::N,loukku,léčka
226,Schlinge::N,ansa,smyčka
227,Spur::N,jälki,stopa
228,Asche::N,tuhka,popel
229,Dreck::N,lika,špína
230,Eisen::N,rauta,železo
231,Gold::N,kulta,zlato
232,Silber::N,hopea,stříbro
233,Kohle::N,hiili,uhlí
234,Glas::N,lasi,sklo
235,Lehm::N,savi,jíl
236,Lehm::N,savi,hlína
237,Sand::N,hiekka,písek
238,Mensch::N,ihminen,člověk
239,Mann::N,mies,muž
240,Frau::N,nainen,žena
241,Kind::N,lapsi,dítě
242,Junge::N,poika,hoch
243,Junge::N,poika,chlapec
244,Mädchen::N,tyttö,děvče
245,Familie::N,perhe,rodina
246,Großvater::N,isoisä,děd
247,Großvater::N,isoisä,dědeček
248,Großmutter::N,isoäiti,babička
249,Eltern::N,vanhemmat,rodiče
250,Vater::N,isä,otec
251,Mutter::N,äiti,matka
252,Sohn::N,poika,syn
253,Tochter::N,tytär,dcera
254,Bruder::N,veli,bratr
255,Schwester::N,sisko,sestra
256,Onkel::N,eno,strýc
257,Onkel::N,setä,strýc
258,Tante::N,täti,teta
259,Ehemann::N,mies,choť
260,Ehemann::N,mies,manžel
261,Ehemann::N,aviomies,choť
262,Ehemann::N,aviomies,manžel
263,Ehefrau::N,vaimo,choť
264,Ehefrau::N,vaimo,manželka
265,Ehefrau::N,aviovaimo,choť
266,Ehefrau::N,aviovaimo,manželka
267,Freude::N,ilo,radost
268,Freude::N,riemu,radost
269,Gelächter::N,nauru,smích
270,Glück::N,onni,štěstí
271,Kummer::N,suru,žal
272,Kummer::N,suru,trápení
273,Kummer::N,murhe,žal
274,Kummer::N,murhe,trápení
275,Wunsch::N,toive,přání
276,Wunsch::N,toivomus,přání
277,Lust::N,himo,chuť
278,Geist::N,henki,duch
279,Gedanke::N,aate,myšlenka
280,Gedanke::N,ajatus,myšlenka
281,Gedächtnis::N,muisti,paměť
282,Verstand::N,äly,rozum
283,Verstand::N,järki,rozum
284,Verstand::N,ymmärrys,rozum
285,Sinn::N,merkitys,smysl
286,Grund::N,syy,důvod
287,Grund::N,peruste,důvod
288,Wahrheit::N,tosi,pravda
289,Wahrheit::N,totuus,pravda
290,Gespräch::N,puhelu,rozhovor
291,Gespräch::N,keskustelu,rozhovor
292,Märchen::N,satu,pohádka
293,Erzählung::N,tarina,povídka
294,Erzählung::N,kertomus,povídka
295,Nachricht::N,tieto,zpráva
296,Nachricht::N,ilmoitus,zpráva
297,Neuigkeit::N,uutinen,novina
298,Neuigkeit::N,uutinen,novinka
299,Name::N,nimi,jméno
300,Rätsel::N,arvoitus,hádanka
301,Rede::N,puhe,řeč
302,Rede::N,puhe,proslov
303,Sprache::N,kieli,řeč
304,Sprache::N,kieli,jazyk
305,Stimme::N,ääni,hlas
306,Wort::N,sana,slovo
307,Zeichen::N,merkki,znamení
308,Ruf::N,kutsu,zavolání
309,Lärm::N,melu,hluk
310,Lärm::N,hälinä,hluk
311,Laut::N,ääni,zvuk
312,Ton::N,sävel,tón
313,Lied::N,laulu,píseň
314,Ruhe::N,lepo,klid
315,Ruhe::N,lepo,pokoj
316,Ruhe::N,rauha,klid
317,Ruhe::N,rauha,pokoj
318,Leute::N,väki,lidé
319,Leute::N,ihmiset,lidé
320,Volk::N,kansa,národ
321,Arbeit::N,työ,práce
322,Gast::N,vieras,host
323,Geschenk::N,lahja,dar
324,Spiel::N,peli,hra
325,Spiel::N,leikki,hra
326,Gesellschaft::N,seura,společnost
327,Hilfe::N,apu,pomoc
328,Freund::N,ystävä,přítel
329,Kamerad::N,toveri,kamarád
330,Angelegenheit::N,asia,záležitost
331,Anzahl::N,lukumäärä,počet
332,Art::N,laji,druh
333,Stück::N,pala,kus
334,Stück::N,pala,kousek
335,Stück::N,kappale,kus
336,Stück::N,kappale,kousek
337,Teil::N,osa,díl
338,Teil::N,osa,část
339,Hälfte::N,puoli,půl
340,Kreis::N,ympyrä,kruh
341,Kreuz::N,risti,kříž
342,Linie::N,viiva,linka
343,Strich::N,piirto,čára
344,Strich::N,piirto,čárka
345,Abstand::N,väli,vzdálenost
346,Abstand::N,väljyys,vzdálenost
347,Entfernung::N,etäisyys,vzdálenost
348,Gegend::N,seutu,krajina
349,Platz::N,tila,prostor
350,Ort::N,kohta,místo
351,Ort::N,paikka,místo
352,Seite::N,sivu,strana
353,Seite::N,kylki,strana
354,Mitte::N,keskus,střed
355,Mitte::N,keskus,prostředek
356,Mitte::N,puoliväli,střed
357,Mitte::N,puoliväli,prostředek
358,Gegenstand::N,kalu,předmět
359,Gegenstand::N,esine,předmět
360,Sache::N,asia,věc
361,Rand::N,ääri,kraj
362,Rand::N,ääri,okraj
363,Rand::N,syrjä,kraj
364,Rand::N,syrjä,okraj
365,Kante::N,särmä,hrana
366,Ecke::N,nurkka,roh
367,Spitze::N,terä,hrot
368,Spitze::N,terä,špička
369,Spitze::N,kärki,hrot
370,Spitze::N,kärki,špička
371,Ende::N,pää,konec
372,Ende::N,perä,konec
373,Loch::N,kolo,díra
374,Loch::N,reikä,díra
375,Winkel::N,kulma,kout
376,Muster::N,kuvio,vzor
377,Größe::N,koko,velikost
378,Größe::N,suuruus,velikost
379,Länge::N,pituus,délka
380,Höhe::N,korkeus,výška
381,Gewicht::N,paino,váha
382,Menge::N,määrä,množství
383,Haufen::N,kasa,kupa
384,Haufen::N,kasa,hromada
385,Reihe::N,rivi,řada
386,Reihe::N,rivi,řádek
387,Boot::N,vene,člun
388,Ruder::N,airo,veslo
389,Schlitten::N,reki,sáně
390,Schlitten::N,kelkka,sáně
391,Ski::N,suksi,lyže
392,Lagerfeuer::N,nuotio,táborák
393,Last::N,kuorma,náklad
394,Last::N,kuorma,břemeno
395,Gang::N,kulku,chůze
396,Gang::N,kulku,chodba
397,Gang::N,käynti,chůze
398,Gang::N,käynti,chodba
399,Schritt::N,askel,krok
400,Norden::N,pohjoinen,sever
401,Süden::N,etelä,jih
402,Westen::N,länsi,západ
403,Osten::N,itä,východ
404,Holz::N,puu,dřevo
405,Brett::N,lauta,prkno
406,Platte::N,levy,deska
407,Stütze::N,noja,opěra
408,Stange::N,tanko,tyč
409,Stange::N,tanko,tyčka
410,Stock::N,keppi,hůlka
411,Stab::N,sauva,hůl
412,Stab::N,seiväs,hůl
413,Rohr::N,putki,trubka
414,Haus::N,talo,dům
415,Heim::N,koti,domov
416,Ofen::N,uuni,kamna
417,Fußboden::N,lattia,podlaha
418,Tisch::N,pöytä,stůl
419,Stuhl::N,tuoli,židle
420,Wiege::N,kehto,kolébka
421,Bett::N,sänky,postel
422,Regal::N,hylly,regál
423,Regal::N,hylly,police
424,Kiste::N,arkku,bedna
425,Kiste::N,kirstu,bedna
426,Kiste::N,laatikko,bedna
427,Fenster::N,ikkuna,okno
428,Tür::N,ovi,dveře
429,Tor::N,portti,vrata
430,Zaun::N,aita,plot
431,Dach::N,katto,střecha
432,Leiter::N,tikkaat,žebřík
433,Leiter::N,tikapuut,žebřík
434,Besen::N,luuta,koště
435,Besen::N,luuta,smeták
436,Spaten::N,lapio,rýč
437,Schaufel::N,lapio,lopata
438,Gabel::N,haarukka,vidlička
439,Löffel::N,lusikka,lžíce
440,Messer::N,veitsi,nůž
441,Nagel::N,naula,hřebík
442,Netz::N,verkko,síť
443,Haken::N,haka,hák
444,Haken::N,koukku,hák
445,Griff::N,ripa,držadlo
446,Griff::N,kahva,držadlo
447,Schloss::N,lukko,zámek
448,Bild::N,kuva,obraz
449,Figur::N,kuvio,figura
450,Puppe::N,nukke,panenka
451,Beutel::N,pussi,pytlík
452,Bündel::N,nippu,svazek
453,Bündel::N,kimppu,svazek
454,Tasche::N,laukku,taška
455,Tasche::N,laukku,brašna
456,Eimer::N,sanko,kýbl
457,Eimer::N,sanko,vědro
458,Eimer::N,ämpäri,kýbl
459,Eimer::N,ämpäri,vědro
460,Deckel::N,kansi,víko
461,Deckel::N,kansi,příklop
462,Geschirr::N,astia,nádobí
463,Sack::N,säkki,pytel
464,Tasse::N,kuppi,šálek
465,Topf::N,pata,hrnec
466,Kessel::N,kattila,kotel
467,Essen::N,syönti,jídlo
468,Nahrung::N,ruoka,strava
469,Nahrung::N,ruoka,potrava
470,Nahrung::N,ravinto,strava
471,Nahrung::N,ravinto,potrava
472,Speise::N,ruoka,jídlo
473,Fleisch::N,liha,maso
474,Getreide::N,vilja,obilí
475,Brei::N,puuro,kaše
476,Brot::N,leipä,chléb
477,Scheibe::N,viipale,krajíc
478,Fett::N,rasva,tuk
479,Fett::N,rasva,omastek
480,Butter::N,voi,máslo
481,Öl::N,öljy,olej
482,Salz::N,suola,sůl
483,Suppe::N,keitto,polévka
484,Honig::N,hunaja,med
485,Milch::N,maito,mléko
486,Tee::N,tee,čaj
487,Leder::N,nahka,kůže
488,Wolle::N,villa,vlna
489,Stoff::N,kangas,látka
490,Nadel::N,neula,jehla
491,Faden::N,lanka,nit
492,Knopf::N,nappi,knoflík
493,Knoten::N,solmu,uzel
494,Farbe::N,maali,barva
495,Kleidung::N,vaatteet,šaty
496,Kleidung::N,vaatteet,šatstvo
497,Hemd::N,paita,košile
498,Kragen::N,kaulus,límec
499,Ärmel::N,hiha,rukáv
500,Hose::N,housut,kalhoty
501,Gürtel::N,vyö,pás
502,Gürtel::N,vyö,opasek
503,Mütze::N,lakki,čepice
504,Schuh::N,kenkä,bota
505,Stiefel::N,saapas,holínka
506,Ring::N,sormus,prsten
507,Band::N,nauha,pásek
508,Kamm::N,kampa,hřeben
509,Spiegel::N,peili,zrcadlo
510,Riemen::N,hihna,řemen
511,Schnur::N,naru,šňůra
512,Schnur::N,nuora,šňůra
513,Leine::N,talutushihna,vodítko
514,Decke::N,peite,pokrývka
515,Decke::N,peite,přikrývka
516,Kissen::N,tyyny,polštář
517,Kissen::N,pielus,polštář
518,Tuch::N,huivi,šátek
519,Handtuch::N,pyyheliina,ručník
520,Kraft::N,väki,síla
521,Kraft::N,voima,síla
522,Stärke::N,vahvuus,síla
523,Gesundheit::N,terveys,zdraví
524,Krankheit::N,tauti,nemoc
525,Krankheit::N,tauti,choroba
526,Krankheit::N,sairaus,nemoc
527,Krankheit::N,sairaus,choroba
528,Schmerz::N,kipu,bolest
529,Schmerz::N,särky,bolest
530,Wunde::N,haava,rána
531,Fieber::N,kuume,horečka
532,Arznei::N,lääke,lék
533,Brücke::N,silta,most
534,Brunnen::N,kaivo,studna
535,Weide::N,laidun,pastva
536,Weide::N,laidun,pastvina
537,Pfad::N,polku,pěšina
538,Weg::N,tie,cesta
539,Straße::N,katu,silnice
540,Dorf::N,kylä,vesnice
541,Stadt::N,kaupunki,město
542,Brief::N,kirje,dopis
543,Buch::N,kirja,kniha
544,Buchstabe::N,kirjain,písmeno
545,Zeitung::N,lehti,noviny
546,Zeitung::N,sanomalehti,noviny
547,Leben::N,elo,život
548,Leben::N,elämä,život
549,Tod::N,kuolema,smrt
550,Grab::N,hauta,hrob
551,Kirche::N,kirkko,kostel
552,Sünde::N,synti,hřích
553,Gott::N,jumala,bůh
554,Arbeiter::N,työläinen,dělník
555,Arbeiter::N,työläinen,pracovník
556,Chef::N,päällikkö,šéf
557,Chef::N,päällikkö,vedoucí
558,Meister::N,mestari,mistr
559,Arzt::N,lääkäri,lékař
560,Lehrer::N,opettaja,učitel
561,Geld::N,raha,peníze
562,Geschäft::N,liike,obchod
563,Laden::N,puoti,krám
564,Laden::N,kauppa,krám
565,Preis::N,hinta,cena
566,Ware::N,tavara,zboží
567,Nutzen::N,hyöty,užitek
568,Reichtum::N,rikkaus,bohatství
569,Welt::N,maailma,svět
570,Land::N,maa,země
571,Staat::N,valtio,stát
572,König::N,kuningas,král
573,Macht::N,mahti,moc
574,Macht::N,mahti,mocnost
575,Grenze::N,raja,hranice
576,Krieg::N,sota,válka
577,Feind::N,vihollinen,nepřítel
578,Gewalt::N,väkivalta,násilí
579,Kampf::N,taistelu,boj
580,Bogen[Waffe]::N,jousi,luk
581,Pfeil::N,nuoli,šíp
582,Gewehr::N,kivääri,puška
583,Gewehr::N,kivääri,ručnice
584,Fehler::N,vika,chyba
585,Fehler::N,virhe,chyba
586,Lüge::N,valhe,lež
587,Schaden::N,vaurio,škoda
588,Schaden::N,vahinko,škoda
589,Unglück::N,vahinko,neštěstí
590,Unglück::N,onnettomuus,neštěstí
591,Schuld::N,syy,vina
592,Alter::N,ikä,věk
593,Schluss::N,loppu,konec
594,Zeit::N,aika,čas
595,Tag::N,päivä,den
596,Morgen::N,aamu,ráno
597,Morgen::N,aamu,jitro
598,Morgen::N,huomen,ráno
599,Morgen::N,huomen,jitro
600,Mittag::N,keskipäivä,poledne
601,Abend::N,ilta,večer
602,Nacht::N,yö,noc
603,Woche::N,viikko,týden
604,Monat::N,kuukausi,měsíc
605,Jahr::N,vuosi,rok
606,Frühling::N,kevät,jaro
607,Sommer::N,kesä,léto
608,Herbst::N,syksy,podzim
609,Winter::N,talvi,zima
610,Januar::N,tammikuu,leden
611,Februar::N,helmikuu,únor
612,März::N,maaliskuu,březen
613,April::N,huhtikuu,duben
614,Mai::N,toukokuu,květen
615,Juni::N,kesäkuu,červen
616,Juli::N,heinäkuu,červenec
617,August::N,elokuu,srpen
618,September::N,syyskuu,září
619,Oktober::N,lokakuu,říjen
620,November::N,marraskuu,listopad
621,Dezember::N,joulukuu,prosinec
622,Montag::N,maanantai,pondělí
623,Montag::N,maanantai,pondělek
624,Dienstag::N,tiistai,úterý
625,Mittwoch::N,keskiviikko,středa
626,Donnerstag::N,torstai,čtvrtek
627,Freitag::N,perjantai,pátek
628,Samstag::N,lauantai,sobota
629,Sonntag::N,sunnuntai,neděle
630,groß::A,iso,velký
631,groß::A,suuri,velký
632,klein::A,pieni,malý
633,lang::A,pitkä,dlouhý
634,kurz::A,lyhyt,krátký
635,breit::A,leveä,široký
636,schmal::A,kapea,úzký
637,dicht::A,taaja,hustý
638,dick[Gegenstand]::A,paksu,tlustý
639,dünn::A,ohut,tenký
640,fein::A,hieno,jemný
641,fest::A,luja,pevný
642,flach::A,litteä,plochý
643,flach::A,litteä,placatý
644,flach::A,tasainen,plochý
645,flach::A,tasainen,placatý
646,glatt::A,sileä,hladký
647,glatt::A,siloinen,hladký
648,hart::A,kova,tvrdý
649,weich::A,pehmeä,měkký
650,rund::A,pyöreä,kulatý
651,rund::A,pyöreä,okrouhlý
652,spitz::A,terävä,špičatý
653,scharf::A,terävä,ostrý
654,stumpf::A,tylsä,tupý
655,schwer::A,raskas,těžký
656,schwer::A,painava,těžký
657,schön::A,kaunis,pěkný
658,schön::A,kaunis,krásný
659,heiß::A,kuuma,horký
660,warm::A,lämmin,teplý
661,kalt::A,kylmä,studený
662,kalt::A,viluinen,studený
663,kühl::A,viileä,chladný
664,frisch::A,tuore,svěží
665,feucht::A,kostea,vlhký
666,nass::A,märkä,mokrý
667,trocken::A,kuiva,suchý
668,voll::A,täysi,plný
669,leer::A,tyhjä,prázdný
670,offen::A,avonainen,otevřený
671,geschlossen::A,suljettu,zavřený
672,sauber::A,puhdas,čistý
673,schmutzig::A,likainen,špinavý
674,roh::A,raaka,syrový
675,reif::A,kypsä,zralý
676,lecker::A,herkullinen,chutný
677,süß::A,makea,sladký
678,bitter::A,karvas,hořký
679,bitter::A,kitkerä,hořký
680,sauer::A,hapan,kyselý
681,hell::A,kirkas,světlý
682,hell::A,valoisa,světlý
683,dunkel::A,pimeä,temný
684,schwarz::A,musta,černý
685,weiß::A,valkea,bílý
686,rot::A,punainen,rudý
687,rot::A,punainen,červený
688,gelb::A,keltainen,žlutý
689,blau::A,sininen,modrý
690,grün::A,vihreä,zelený
691,grau::A,harmaa,šedý
692,grau::A,harmaa,šedivý
693,bunt::A,kirjava,pestrý
694,billig::A,halpa,levný
695,billig::A,halpa,laciný
696,billig::A,huokea,levný
697,billig::A,huokea,laciný
698,teuer::A,kallis,drahý
699,wertvoll::A,arvokas,cenný
700,blind::A,sokea,slepý
701,taub::A,kuuro,hluchý
702,kräftig::A,väkevä,silný
703,kräftig::A,voimakas,silný
704,stark::A,vahva,silný
705,schwach::A,heikko,slabý
706,fett::A,lihava,tučný
707,fett::A,lihava,tlustý
708,schlank::A,hoikka,štíhlý
709,schlank::A,solakka,štíhlý
710,hübsch::A,soma,hezký
711,hübsch::A,sievä,hezký
712,böse::A,paha,zlý
713,böse::A,häijy,zlý
714,dumm::A,tyhmä,hloupý
715,dumm::A,typerä,hloupý
716,faul::A,laiska,líný
717,fleißig::A,ahkera,pilný
718,geizig::A,saita,lakomý
719,klug::A,älykäs,chytrý
720,geschickt::A,taitava,šikovný
721,lieb::A,rakas,milý
722,lustig::A,hauska,veselý
723,lustig::A,iloinen,veselý
724,sanft::A,lauha,mírný
725,sanft::A,lempeä,mírný
726,hungrig::A,nälkäinen,hladový
727,krank::A,sairas,nemocný
728,nackt::A,alaston,nahý
729,traurig::A,surullinen,smutný
730,traurig::A,surullinen,truchlivý
731,traurig::A,murheellinen,smutný
732,traurig::A,murheellinen,truchlivý
733,lebendig::A,elävä,živý
734,gut::A,hyvä,dobrý
735,schlecht::A,paha,špatný
736,schlecht::A,huono,špatný
737,richtig::A,oikea,pravý
738,richtig::A,oikea,správný
739,schlimm::A,paha,zlý
740,wahr::A,tosi,pravdivý
741,alt::A,vanha,starý
742,neu::A,uusi,nový
743,ehemalig::A,entinen,bývalý
744,ehemalig::A,muinainen,bývalý
745,alt[Lebewesen]::A,vanha,starý
746,jung::A,nuori,mladý
747,arm::A,köyhä,chudý
748,reich::A,rikas,bohatý
749,bekannt::A,tuttu,známý
750,bekannt::A,tunnettu,známý
751,berühmt::A,kuuluisa,slavný
752,fremd::A,vieras,cizí
753,verschieden::A,eri,různý
754,verschieden::A,eri,rozličný
755,verschieden::A,erilainen,různý
756,verschieden::A,erilainen,rozličný
757,nah::A,läheinen,blízký
758,fern::A,etäinen,daleký
759,linker::A,vasen,levý
760,rechter::A,oikea,pravý
761,anderer::A,muu,jiný
762,anderer::A,toinen,jiný
763,erster::A,ensimmäinen,první
764,zweiter::A,toinen,druhý
765,dritter::A,kolmas,třetí
766,letzter::A,viimeinen,poslední
767,allein::ADV,yksin,sám
768,auf einmal::ADV,yhdellä kertaa,najednou
769,zusammen::ADV,yhdessä,spolu
770,zusammen::ADV,yhdessä,dohromady
771,lange::ADV,kauan,dlouho
772,lange::ADV,pitkään,dlouho
773,plötzlich::ADV,äkkiä,vtom
774,plötzlich::ADV,äkkiä,náhle
775,sofort::ADV,heti,hned
776,sofort::ADV,heti,ihned
777,später::ADV,myöhemmin,později
778,jetzt::ADV,nyt,teď
779,jetzt::ADV,nyt,nyní
780,heute::ADV,tänään,dnes
781,heute::ADV,tänään,dneska
782,morgen::ADV,huomenna,zítra
783,bald::ADV,pian,brzo
784,dann::ADV,sitten,pak
785,dann::ADV,sitten,potom
786,gestern::ADV,eilen,včera
787,einst::ADV,aikanaan,kdysi
788,damals::ADV,silloin,tehdy
789,damals::ADV,silloin,tenkrát
790,damals::ADV,siihen aikaan,tehdy
791,damals::ADV,siihen aikaan,tenkrát
792,danach::ADV,sen jälkeen,podle toho
793,vorher::ADV,ennen,dříve
794,vorher::ADV,ennen,napřed
795,zuerst::ADV,ensin,nejprve
796,zuerst::ADV,ensin,nejdříve
797,zuerst::ADV,ensiksi,nejprve
798,zuerst::ADV,ensiksi,nejdříve
799,einmal::ADV,kerran,jednou
800,manchmal::ADV,joskus,někdy
801,oft::ADV,usein,často
802,immer::ADV,aina,vždy
803,immer::ADV,aina,stále
804,niemals::ADV,ei koskaan,nikdy
805,hier::ADV,tässä,zde
806,hier::ADV,tässä,tady
807,hier::ADV,täällä,zde
808,hier::ADV,täällä,tady
809,hierhin::ADV,tähän,sem
810,von hier::ADV,tästä,odtud
811,von hier::ADV,täältä,odtud
812,dort::ADV,siinä,tam
813,dort::ADV,siellä,tam
814,dorthin::ADV,sinne,tam
815,dorthin::ADV,tuonne,tam
816,geradeaus::ADV,suoraan,rovně
817,vorwärts::ADV,eteenpäin,kupředu
818,rückwärts::ADV,taaksepäin,zpět
819,zurück::ADV,takaisin,zpět
820,zurück::ADV,takaisin,nazpět
821,unten::ADV,alhaalla,dole
