,Concept_ID,lez,fa
364,Größe::N,кьадар,قد
365,Größe::N,кьадар,بزرگی
366,Länge::N,яргъивал,طول
367,Höhe::N,кьакьанвал,بلندی
368,Gewicht::N,заланвал,وزن
369,Menge::N,кьадар,مقدار
370,Menge::N,кьадар,اندازه
371,Haufen::N,хара,توده
372,Reihe::N,жерге,ردیف
373,Boot::N,луьткве,قایق
374,Ruder::N,кьусу,پارو
375,Schlitten::N,гъелерар,سورتمه
376,Lagerfeuer::N,цӏай,آتش
377,Last::N,заланвал,بار
378,Last::N,заланвал,سنگینی
379,Gang::N,ериш,راه رفتن
380,Schritt::N,къадам,قدم
381,Norden::N,кефер,شمال
382,Norden::N,кефер пад,شمال
383,Süden::N,кьибле,جنوب
384,Westen::N,рагъакӏидай пад,غرب
385,Osten::N,рагъэкъечӏдай пад,شرق
386,Holz::N,кӏарас,چوب
387,Brett::N,кьул,تخته
388,Brett::N,тахта,تخته
389,Stütze::N,даях,تکیه
390,Stange::N,юрк,میله
391,Stock::N,лаш,چوب
392,Stab::N,юрк,عصا
393,Rohr::N,турба,لوله
394,Haus::N,ужагъ,منزل
395,Heim::N,кӏвал,خانه
396,Heim::N,кӏвал,کاشانه
397,Ofen::N,пич,بخاری
398,Fußboden::N,кӏвалин ччил,کف اتاق
399,Tisch::N,стол,میز
400,Stuhl::N,стул,صندلی
401,Wiege::N,кьеб,گهواره
402,Bett::N,тахт,تختخواب
403,Regal::N,кьацӏ,قفسه
404,Kiste::N,ящик,صندوق
405,Fenster::N,дакӏар,پنجره
406,Tür::N,рак,در
407,Tür::N,рак,درب
408,Tor::N,варар,دروازه
409,Zaun::N,пару,حصار
410,Dach::N,къав,بام
411,Leiter::N,гурар,نردبان
412,Besen::N,таран кул,جارو
413,Spaten::N,ппер,بیل
414,Schaufel::N,хекендаз,بیل
415,Schaufel::N,хекендаз,پارو
416,Gabel::N,шиш,چنگال
417,Löffel::N,тӏур,قاشق
418,Messer::N,чукӏул,کارد
419,Nagel::N,мих,میخ
420,Netz::N,чил,تور
421,Netz::N,чил,شبکه
422,Haken::N,къармах,قلاب
423,Griff::N,ттум,دسته
424,Schloss::N,куьлег,قفل
425,Bild::N,шикил,عکس
426,Bild::N,шикил,تصویر
427,Bild::N,суьрет,عکس
428,Bild::N,суьрет,تصویر
429,Figur::N,фигура,تندیس
430,Puppe::N,нини,عروسک
431,Beutel::N,тагъар,کیسه
432,Bündel::N,галгам,بسته
433,Tasche::N,чанта,کیف
434,Eimer::N,ведре,سطل
435,Deckel::N,кьил,در
436,Deckel::N,къалпагъ,در
437,Geschirr::N,къаб-къажах,ظرف
438,Sack::N,чувал,گونی
439,Tasse::N,сукӏра,فنجان
440,Topf::N,къажгъан,دیگ
441,Topf::N,къажгъан,قابلمه
442,Kessel::N,къажгъан,دیگ
443,Essen::N,тӏуьн,خوراک
444,Nahrung::N,тӏуьн,غذا
445,Speise::N,хуьрек,خوراک
446,Fleisch::N,як,گوشت
447,Getreide::N,техил,غله
448,Brei::N,хапӏа,فرنی
449,Brei::N,хапӏа,حریره
450,Brei::N,хешил,فرنی
451,Brei::N,хешил,حریره
452,Brot::N,фу,نان
453,Scheibe::N,чӏук,قاچ
454,Scheibe::N,чӏук,لزگه
455,Fett::N,ягълу,چربی
456,Butter::N,гъери,کره
457,Öl::N,ягълу,روغن
458,Salz::N,кьел,نمک
459,Suppe::N,суп,آش
460,Suppe::N,суп,سوپ
461,Suppe::N,шурпа,آش
462,Suppe::N,шурпа,سوپ
463,Honig::N,вирт,عسل
464,Milch::N,нек,شیر
465,Tee::N,чай,چای
466,Leder::N,тумаж,چرم
467,Wolle::N,йис,پشم
468,Stoff::N,парча,پارچه
469,Nadel::N,раб,سوزن
470,Faden::N,гъал,نخ
471,Knopf::N,дуьгме,دکمه
472,Knoten::N,тӏвал,گره
473,Farbe::N,ранг,رنگ
474,Kleidung::N,партал,لباس
475,Kleidung::N,партал,پوشاک
476,Hemd::N,перем,پیراهن
477,Kragen::N,хев,یقه
478,Ärmel::N,хел,آستین
479,Hose::N,шалвар,شلوار
480,Gürtel::N,чӏул,کمر‌بند
481,Mütze::N,бармак,کلاه
482,Mütze::N,бапӏах,کلاه
483,Schuh::N,ботинка,کفش
484,Stiefel::N,чекме,چکمه
485,Ring::N,тупӏал,حلقه
486,Ring::N,тупӏал,انگشتر
487,Band::N,тасма,نوار
488,Band::N,тасма,روبان
489,Kamm::N,регъ,شانه
490,Spiegel::N,гуьзгуь,آینه
491,Riemen::N,къайиш,تسمه
492,Schnur::N,еб,ریسمان
493,Decke::N,яргъан,پتو
494,Kissen::N,хъуьцуьган,بالش
495,Tuch::N,шал,شال
496,Handtuch::N,дасмал,حوله
497,Kraft::N,гуж,نیرو
498,Stärke::N,къуват,زور
499,Gesundheit::N,сагъвал,سلامتی
500,Gesundheit::N,сагъвал,تندرستی
501,Krankheit::N,тӏал,بیماری
502,Schmerz::N,тӏал,درد
503,Schmerz::N,тӏарвал,درد
504,Wunde::N,хер,زخم
505,Fieber::N,ифин,تب
506,Arznei::N,дарман,دارو
507,Brücke::N,муьгъ,پل
508,Brunnen::N,къуй,چاه
509,Weide::N,уьруьш,چراگاه
510,Pfad::N,рехъ,راه
511,Weg::N,рехъ,راه
512,Weg::N,рехъ,طریق
513,Straße::N,рехъ,راه
514,Straße::N,рехъ,جاده
515,Dorf::N,хуьр,ده
516,Dorf::N,хуьр,روستا
517,Stadt::N,шегьер,شهر
518,Brief::N,кагъаз,نامه
519,Buch::N,улуб,کتاب
520,Buchstabe::N,гьарф,حرف
521,Zeitung::N,газета,روزنامه
522,Leben::N,уьмуьр,عمر
523,Leben::N,уьмуьр,زندگی
524,Tod::N,кьиникь,مرگ
525,Grab::N,сур,گور
526,Grab::N,сур,مزار
527,Kirche::N,килиса,کلیسا
528,Sünde::N,гунагь,بزه
529,Sünde::N,гунагь,گناه
530,Gott::N,аллагь,خدا
531,Arbeiter::N,фяле,کارگر
532,Chef::N,гьаким,رئیس
533,Meister::N,устӏар,استاد
534,Arzt::N,доктор,پزشک
535,Lehrer::N,муаллим,معلم
536,Lehrer::N,муаллим,آموزگار
537,Geld::N,пул,پول
538,Laden::N,магазин,دکان
539,Laden::N,магазин,مغازه
540,Preis::N,къимет,بها
541,Preis::N,къимет,قیمت
542,Ware::N,мал,جنس
543,Ware::N,мал,کالا
544,Ware::N,товар,جنس
545,Ware::N,товар,کالا
546,Nutzen::N,хийир,مزیت
547,Nutzen::N,хийир,امتیاز
548,Nutzen::N,менфят,مزیت
549,Nutzen::N,менфят,امتیاز
550,Reichtum::N,девлет,مال
551,Reichtum::N,девлет,ثروت
552,Welt::N,дуьнья,دنیا
553,Land::N,уьлкве,کشور
554,Land::N,уьлкве,مملکت
555,Staat::N,пачагьлугъ,دولت
556,Staat::N,государство,دولت
557,König::N,пачагь,شاه
558,König::N,пачагь,پادشاه
559,Macht::N,власть,قدرت
560,Macht::N,власть,اختیار
561,Grenze::N,сергьят,مرز
562,Krieg::N,дяве,جنگ
563,Feind::N,душман,دشمن
564,Gewalt::N,гуж,زور
565,Gewalt::N,гуж,خشونت
566,Kampf::N,женг,نبرد
567,Kampf::N,женг,مبارزه
568,Bogen[Waffe]::N,чӏемерук,کمان
569,Pfeil::N,хьел,تیر
570,Gewehr::N,тфенг,تفنگ
571,Fehler::N,гъалатӏ,غلط
572,Fehler::N,гъалатӏ,اشتباه
573,Lüge::N,ттаб,دروغ
574,Schaden::N,зиян,آسیب
575,Schaden::N,зиян,خسارت
576,Schaden::N,зарар,آسیب
577,Schaden::N,зарар,خسارت
578,Unglück::N,бала,بلا
579,Unglück::N,бедбахтвал,بلا
580,Schuld::N,тахсир,گناه
581,Schuld::N,тахсир,تقصیر
582,Alter::N,яш,سن
583,Alter::N,яш,عمر
584,Schluss::N,эхир,انتها
585,Zeit::N,вяде,وقت
586,Zeit::N,вяде,زمان
587,Tag::N,югъ,روز
588,Morgen::N,пакама,صبح
589,Mittag::N,нисин,ظهر
590,Abend::N,няни,شب
591,Abend::N,няни,عصر
592,Nacht::N,йиф,شب
593,Woche::N,гьафте,هفته
594,Monat::N,варз,ماه
595,Jahr::N,йис,سال
596,Frühling::N,гатфар,بهار
597,Sommer::N,гад,تابستان
598,Herbst::N,зул,پاییز
599,Winter::N,кьуьд,زمستان
600,Januar::N,январь,ژانویه
601,Februar::N,февраль,فوریه
602,März::N,март,مارس
603,April::N,апрель,آوریل
604,Mai::N,май,مه
605,Juni::N,июнь,ژوئن
606,Juli::N,июль,ژویه
607,August::N,август,اوت
608,September::N,сентябрь,سپتامبر
609,Oktober::N,октябрь,اکتبر
610,November::N,ноябрь,نوامبر
611,Dezember::N,декабрь,دسامبر
612,Montag::N,ислен,دو‌شنبه
613,Dienstag::N,саласа,سه‌شنبه
614,Mittwoch::N,арбе,چهار‌شنبه
615,Donnerstag::N,хемис югъ,پنج شنبه
616,Freitag::N,жуьмя,جمعه
617,Freitag::N,жуьмя югъ,جمعه
618,Samstag::N,киш,شنبه
619,Sonntag::N,гьяд,یکشنبه
620,groß::A,еке,بزرگ
621,groß::A,чӏехи,بزرگ
622,klein::A,гъвечӏи,کوچک
623,lang::A,яргъи,بلند
624,kurz::A,куьруь,کوتاه
625,breit::A,гьяркьуь,پهن
626,schmal::A,гуьтӏуь,تنگ
627,schmal::A,гуьтӏуь,نازک
628,dicht::A,къалин,چگال
629,dicht::A,къалин,انبوه
630,dünn::A,кьелечӏ,نازک
631,fein::A,шуькӏуь,ریز
632,fein::A,шуькӏуь,باریک
633,fest::A,кӏеви,محکم
634,flach::A,кьулу,صاف
635,flach::A,кьулу,مسطح
636,glatt::A,цӏалцӏам,لیز
637,hart::A,кӏеви,سفت
638,weich::A,хъуьтуьл,نرم
639,weich::A,хъуьтуьл,ملایم
640,rund::A,элкъвей,گرد
641,spitz::A,хци,تیز
642,spitz::A,хци,نوک‌تیز
643,scharf::A,хци,تیز
644,scharf::A,хци,برنده
645,stumpf::A,къуьруь,کند
646,schwer::A,залан,سنگین
647,schön::A,иер,زیبا
648,heiß::A,кудай,داغ
649,warm::A,чими,گرم
650,kalt::A,мекьи,سرد
651,kühl::A,къайи,خنک
652,frisch::A,таза,تازه
653,frisch::A,михьи,تازه
654,feucht::A,ламу,مرطوب
655,nass::A,кьежей,تر
656,nass::A,кьежей,خیش
657,trocken::A,кьуру,خشک
658,voll::A,ацӏай,پر
659,leer::A,буш,خالی
660,leer::A,ичӏи,خالی
661,offen::A,ахъа,باز
662,geschlossen::A,кӏеви,بسته
663,sauber::A,михьи,پاک
664,sauber::A,михьи,تمیز
665,schmutzig::A,чиркин,کثیف
666,schmutzig::A,чиркин,آلوده
667,schmutzig::A,кьацӏай,کثیف
668,schmutzig::A,кьацӏай,آلوده
669,roh::A,чиг,خام
670,roh::A,ицӏи,خام
671,reif::A,дигмиш хьайи,رسیده
672,lecker::A,дадлу,لذیذ
673,lecker::A,дадлу,خوشمزه
674,süß::A,ширин,شیرین
675,bitter::A,туькьуьл,تلخ
676,sauer::A,цуру,ترش
677,hell::A,экуь,روشن
678,dunkel::A,мичӏи,تاریک
679,schwarz::A,чӏулав,سیاه
680,weiß::A,лацу,سفید
681,rot::A,яру,سرخ
682,rot::A,яру,قرمز
683,gelb::A,хъипи,زرد
684,blau::A,вили,آبی
685,grün::A,къацу,سبز
686,grau::A,рехи,طوسی
687,grau::A,рехи,خاکستری
688,bunt::A,цӏару,رنگارنگ
689,bunt::A,яру-цӏару,رنگارنگ
690,billig::A,ужуз,ارزان
691,teuer::A,багьа,گران
692,wertvoll::A,масан,قیمتی
693,wertvoll::A,масан,گرانبها
694,blind::A,буьркьуь,کور
695,blind::A,буьркьуь,نابینا
696,taub::A,биши,کر
697,taub::A,биши,ناشنوا
698,kräftig::A,гужлу,قوی
699,stark::A,къуватлу,قوی
700,stark::A,къуватлу,نیرومند
701,schwach::A,такьатсуз,ضعیف
702,fett::A,куьк,چرب
703,schlank::A,шумал,باریک‌اندام
704,hübsch::A,гуьрчег,قشنگ
705,hübsch::A,гуьрчег,خوشگل
706,böse::A,пис,بد
707,dumm::A,ахмакь,احمق
708,faul::A,тенпел,لش
709,faul::A,тенпел,تنبل
710,fleißig::A,сяй ийидай,زرنگ
711,fleißig::A,сяйи ийидай,زرنگ
712,geizig::A,мискьи,خسیس
713,klug::A,акьуллу,عاقل
714,klug::A,акьуллу,باهوش
715,geschickt::A,магьир,ماهر
716,lieb::A,играми,عزیز
717,lustig::A,шад,شاد
718,lustig::A,шад,خوشحال
719,sanft::A,назик,لطیف
720,sanft::A,милайим,لطیف
721,hungrig::A,гишин,گرسنه
722,krank::A,кефсуз,مریض
723,krank::A,кефсуз,بیمار
724,nackt::A,кьецӏил,لخت
725,nackt::A,кьецӏил,برهنه
726,traurig::A,пашман,غمگین
727,lebendig::A,ччан алай,زنده
728,gut::A,хъсан,خوب
729,gut::A,вижевай,خوب
730,schlecht::A,пис,بد
731,richtig::A,дуьз,درست
732,schlimm::A,нифретлу,وخيم
733,wahr::A,гьакъикъи,درست
734,wahr::A,гьакъикъи,حقیقی
735,alt::A,эски,کهنه
736,alt::A,куьгьне,کهنه
737,neu::A,цӏийи,نو
738,ehemalig::A,виликан,قبلی
739,alt[Lebewesen]::A,кьуьзуь,پیر
740,jung::A,жегьил,جوان
741,arm::A,кесиб,فقیر
742,reich::A,девлетлу,پولدار
743,reich::A,девлетлу,ثروتمند
744,bekannt::A,чидай,آشنا
745,bekannt::A,чидай,معلوم
746,berühmt::A,машгьур,مشهور
747,fremd::A,ччара,خارجی
748,fremd::A,ччара,بیگانه
749,verschieden::A,жуьреба-жуьре,مختلف
750,verschieden::A,жуьреба-жуьре,متفاوت
751,nah::A,мукьвал,نزدیک
752,fern::A,яргъал,دور
753,linker::A,чапла,چپ
754,rechter::A,эрчӏи,راست
755,anderer::A,маса,دیگر
756,anderer::A,муькуь,دیگر
757,erster::A,сад лагьай,اول
758,zweiter::A,кьвед лагьай,دوم
759,dritter::A,пуд лагьай,سوم
760,letzter::A,эхиримжи,آخر
761,allein::ADV,кьилди,تنها
762,zusammen::ADV,санал,باهم
763,lange::ADV,яргъалди,مدت‌ها
764,lange::ADV,яргъалди,مدت زیادی
765,plötzlich::ADV,садлагьана,ناگهان
766,sofort::ADV,гьасятда,فوراً
767,später::ADV,гуьгъуьнлай,بعدها
768,jetzt::ADV,гила,حالا
769,jetzt::ADV,гила,اکنون
770,heute::ADV,къе,امروز
771,morgen::ADV,пака,فردا
772,bald::ADV,мукьва,زود
773,bald::ADV,мукьва,بزودی
774,bald::ADV,мукьвара,زود
775,bald::ADV,мукьвара,بزودی
776,dann::ADV,ахпа,سپس
777,dann::ADV,ахпа,آنوقت
778,gestern::ADV,накь,دیروز
779,einst::ADV,садра,وقتی
780,einst::ADV,садра,زمانی
