,Concept_ID,es,kv
96,Wiese::N,pradera,видз
97,Wald::N,bosque,вӧр
98,Hügel::N,colina,мыльк
99,Anhöhe::N,cerro,вывтас
100,Anhöhe::N,cerro,вылынін
101,Berg::N,monte,керӧс
102,Berg::N,montaña,керӧс
103,Gipfel::N,cima,йыв
104,Gipfel::N,cumbre,йыв
105,Höhle::N,cueva,нора
106,Höhle::N,caverna,нора
107,Abhang::N,cuesta,покат
108,Abhang::N,declive,покат
109,Quelle::N,fuente,больган
110,Quelle::N,manantial,больган
111,Bach::N,arroyo,шор
112,Fluss::N,río,ю
113,Ufer::N,orilla,берег
114,Küste::N,costa,берег
115,Festland::N,tierra firme,му
116,Meer::N,mar,море
117,Bucht::N,cala,курья
118,Bucht::N,bahía,курья
119,Insel::N,isla,
120,Blume::N,flor,цветок
121,Gras::N,hierba,турун
122,Wurzel::N,raíz,вуж
123,Baum::N,árbol,пу
124,Stamm::N,tronco,мыр
125,Stamm::N,tronco,кер
126,Rinde::N,corteza,кач
127,Ast::N,rama,ув
128,Zweig::N,ramo,ув
129,Blatt::N,hoja,лист
130,Birke::N,abedul,кыдз
131,Kiefer[Baum]::N,pino,пожум
132,Weide[Baum]::N,sauce,бадь
133,Tanne::N,abeto,кӧз
134,Horn::N,asta,сюр
135,Horn::N,cuerno,сюр
136,Feder::N,pluma,гӧн
137,Fell::N,piel,кучик
138,Flügel::N,ala,борд
139,Klaue::N,garra,гыж
140,Kralle::N,uña,кабыр
141,Kralle::N,garra,кабыр
142,Schwanz::N,cola,бӧж
143,Ei::N,huevo,кольть
144,Nest::N,nido,поз
145,Bau::N,madriguera,осьта
146,Bau::N,madriguera,нора
147,Tier::N,animal,зверь
148,Herde::N,rebaño,гурт
149,Kuh::N,vaca,мӧс
150,Bulle::N,toro,ӧшка
151,Pferd::N,caballo,вӧв
152,Schaf::N,oveja,баля
153,Schwein::N,cerdo,порсь
154,Hund::N,perro,пон
155,Katze::N,gato,кань
156,Bär::N,oso,ош
157,Eichhörnchen::N,ardilla,ур
158,Elch::N,alce,вӧр мӧс
159,Fuchs::N,zorro,руч
160,Hase::N,liebre,кӧч
161,Maus::N,ratón,шыр
162,Wolf::N,lobo,кӧин
163,Vogel::N,ave,кай
164,Vogel::N,pájaro,кай
165,Schwarm::N,bandada,стая
166,Schwarm::N,bandada,чукӧр
167,Huhn::N,gallina,курӧг
168,Hahn::N,gallo,петух
169,Hahn::N,gallo,ай курӧг
170,Gans::N,oca,дзодзог
171,Gans::N,ganso,дзодзог
172,Adler::N,águila,куч
173,Adler::N,águila,кутш
174,Ente::N,pato,утка
175,Eule::N,lechuza,тупка
176,Kranich::N,grulla,тури
177,Krähe::N,corneja,рака
178,Kuckuck::N,cuco,кӧк
179,Schwan::N,cisne,юсь
180,Fisch::N,pez,чери
181,Barsch::N,perca,ёкыш
182,Hecht::N,lucio,сирпинь
183,Schlange[Tier]::N,serpiente,змей
184,Wurm::N,gusano,номыр
185,Spinne::N,araña,черань
186,Ameise::N,hormiga,кӧдзывкар
187,Laus::N,piojo,ляпа той
188,Mücke::N,mosquito,ном
189,Fliege::N,mosca,гут
190,Schmetterling::N,mariposa,бабыв
191,Beere::N,baya,ягӧд
192,Apfel::N,manzana,яблоко
193,Pilz::N,seta,тшак
194,Pilz::N,hongo,тшак
195,Zwiebel::N,cebolla,грез
196,Saat::N,siembra,кӧдзыс
197,Korn::N,grano,сю
198,Heu::N,heno,турун
199,Schale::N,cáscara,кыш
200,Schale::N,cáscara,киль
201,Grube::N,foso,яма
202,Falle::N,trampa,нальк
203,Falle::N,trampa,кляпча
204,Schlinge::N,lazo,лӧч
205,Spur::N,huella,туй
206,Asche::N,ceniza,пӧим
207,Dreck::N,suciedad,нять
208,Eisen::N,hierro,кӧрт
209,Gold::N,oro,зарни
210,Silber::N,plata,язісь
211,Kohle::N,carbón,шом
212,Kohle::N,carbón,уголь
213,Glas::N,vidrio,стекло
214,Glas::N,cristal,стекло
215,Lehm::N,barro,сёй
216,Sand::N,arena,лыа
217,Mensch::N,hombre,морт
218,Mensch::N,ser humano,морт
219,Mann::N,hombre,мужик
220,Frau::N,mujer,инька
221,Kind::N,niño,кага
222,Junge::N,chico,зонка
223,Junge::N,muchacho,зонка
224,Mädchen::N,chica,нывкаок
225,Mädchen::N,muchacha,нывкаок
226,Familie::N,familia,семья
227,Großvater::N,abuelo,дед
228,Großmutter::N,abuela,баб
229,Eltern::N,padres,ай-мам
230,Vater::N,padre,ай
231,Mutter::N,madre,мам
232,Sohn::N,hijo,зон
233,Tochter::N,hija,ныв
234,Bruder::N,hermano,вон
235,Schwester::N,hermana,сой
236,Onkel::N,tío,дядь
237,Tante::N,tía,айӧлӧн сой
238,Tante::N,tía,ичинь
239,Ehemann::N,esposo,жӧник
240,Ehefrau::N,esposa,инь
241,Freude::N,placer,гаж
242,Freude::N,placer,радъялӧм
243,Freude::N,alegría,гаж
244,Freude::N,alegría,радъялӧм
245,Gelächter::N,risa,сералӧм
246,Gelächter::N,carcajada,сералӧм
247,Glück::N,felicidad,мичлун
248,Kummer::N,pena,шог
249,Wunsch::N,deseo,мӧдӧм
250,Wunsch::N,deseo,охотитӧм
251,Lust::N,ganas,охота
252,Geist::N,mente,лов
253,Geist::N,espíritu,лов
254,Gedanke::N,idea,дума
255,Gedanke::N,pensamiento,дума
256,Gedächtnis::N,memoria,тӧдвыв
257,Verstand::N,razón,вежӧр
258,Verstand::N,entendimiento,вежӧр
259,Sinn::N,sentido,ылӧс
260,Sinn::N,significado,ылӧс
261,Grund::N,causa,мог
262,Wahrheit::N,verdad,правда
263,Gespräch::N,conversación,сёрни
264,Märchen::N,cuento,сказка
265,Erzählung::N,cuento,висьт
266,Erzählung::N,narración,висьт
267,Nachricht::N,mensaje,юӧр
268,Nachricht::N,mensaje,висьталӧм
269,Neuigkeit::N,noticia,новость
270,Name::N,nombre,ним
271,Rätsel::N,acertijo,загадка
272,Rätsel::N,adivinanza,загадка
273,Rede::N,discurso,сёрни
274,Sprache::N,lengua,кыв
275,Stimme::N,voz,голос
276,Wort::N,palabra,кыв
277,Zeichen::N,señal,пас
278,Ruf::N,llamada,чуксӧм
279,Ruf::N,llamada,чукӧстӧм
280,Lärm::N,ruido,шум
281,Lärm::N,barullo,шум
282,Laut::N,sonido,шы
283,Ton::N,tono,гор
284,Lied::N,canción,сьыланкыв
285,Ruhe::N,calma,спокой
286,Ruhe::N,silencio,спокой
287,Leute::N,gente,йӧз
288,Volk::N,pueblo,йӧз
289,Volk::N,pueblo,народ
290,Arbeit::N,trabajo,удж
291,Gast::N,huésped,гӧсь
292,Gast::N,invitado,гӧсь
293,Geschenk::N,regalo,гӧснеч
294,Geschenk::N,regalo,подарок
295,Spiel::N,juego,орсӧм
296,Gesellschaft::N,compañía,компания
297,Hilfe::N,ayuda,отсӧт
298,Hilfe::N,socorro,отсӧт
299,Freund::N,amigo,модз
300,Freund::N,amigo,дружок
301,Kamerad::N,camarada,тӧдса
302,Kamerad::N,compañero,тӧдса
303,Angelegenheit::N,asunto,дело
304,Anzahl::N,cantidad,лыд
305,Art::N,tipo,пӧлӧс
306,Art::N,clase,пӧлӧс
307,Stück::N,pieza,тор
308,Teil::N,parte,юкӧм
309,Hälfte::N,mitad,джын
310,Kreis::N,círculo,круг
311,Kreuz::N,cruz,перна
312,Linie::N,línea,визь
313,Strich::N,raya,кырӧв
314,Strich::N,trazo,кырӧв
315,Abstand::N,distancia,колас
316,Entfernung::N,distancia,ылына
317,Gegend::N,región,места
318,Gegend::N,comarca,места
319,Platz::N,espacio,места
320,Ort::N,sitio,места
321,Seite::N,lado,ладор
322,Seite::N,costado,ладор
323,Mitte::N,medio,шӧр
324,Mitte::N,centro,шӧр
325,Gegenstand::N,objeto,тор
326,Sache::N,cosa,тор
327,Rand::N,borde,дор
328,Kante::N,borde,ордлы
329,Ecke::N,esquina,пельӧс
330,Spitze::N,punta,йыв
331,Ende::N,cabo,йыв
332,Ende::N,extremo,йыв
333,Loch::N,agujero,осьта
334,Loch::N,abertura,осьта
335,Winkel::N,ángulo,пельӧс
336,Muster::N,dibujo,сер
337,Größe::N,tamaño,ыжда
338,Länge::N,longitud,кузя
339,Höhe::N,altura,сувда
340,Höhe::N,altura,вылына
341,Höhe::N,altitud,сувда
342,Höhe::N,altitud,вылына
343,Gewicht::N,peso,сьӧкта
344,Menge::N,cantidad,
345,Haufen::N,montón,куча
346,Reihe::N,fila,лёдз
347,Boot::N,bote,пыж
348,Boot::N,barca,пыж
349,Ruder::N,remo,пелыс
350,Schlitten::N,trineo,додь
351,Ski::N,esquí,лямпа
352,Lagerfeuer::N,hoguera,бипур
353,Last::N,carga,тягота
354,Gang::N,marcha,мунӧм
355,Schritt::N,paso,вожмӧв
356,Norden::N,norte,ой
357,Süden::N,sur,лун
358,Westen::N,oeste,рытвыв
359,Osten::N,este,асыв
360,Holz::N,madera,пу
361,Brett::N,tabla,пӧв
362,Platte::N,placa,плита
363,Platte::N,plancha,плита
364,Stütze::N,sostén,пика
365,Stütze::N,soporte,пика
366,Stange::N,vara,зор
367,Stange::N,vara,потш
368,Stange::N,percha,зор
369,Stange::N,percha,потш
370,Stock::N,palo,бедь
371,Stock::N,bastón,бедь
372,Stab::N,vara,шест
373,Stab::N,bastón,шест
374,Rohr::N,tubo,труба
375,Haus::N,casa,керку
376,Heim::N,hogar,керку
377,Ofen::N,estufa,пӧжавны
378,Fußboden::N,suelo,джодж
379,Tisch::N,mesa,пызан
380,Stuhl::N,silla,стул
381,Wiege::N,cuna,зыбка
382,Bett::N,cama,кровать
383,Regal::N,estantería,джадж
384,Kiste::N,caja,ящик
385,Fenster::N,ventana,ӧшын
386,Tür::N,puerta,ыбӧс
387,Tor::N,puerta,ворота
388,Zaun::N,valla,забор
389,Zaun::N,cercado,забор
390,Dach::N,techo,крыша
391,Dach::N,tejado,крыша
392,Leiter::N,escalera,лиснич
393,Besen::N,escoba,рос
394,Spaten::N,pala,зыр
395,Schaufel::N,pala,зыр
396,Schaufel::N,paleta,зыр
397,Gabel::N,tenedor,вила
398,Löffel::N,cuchara,пань
399,Messer::N,cuchillo,пурт
400,Nagel::N,clavo,кӧрттув
401,Netz::N,red,кыйӧт
402,Haken::N,gancho,ем
403,Haken::N,corchete,ем
404,Griff::N,asa,пу
405,Griff::N,mango,пу
406,Schloss::N,cerradura,замок
407,Bild::N,imagen,картина
408,Figur::N,figura,мыгӧр
409,Puppe::N,muñeca,акань
410,Beutel::N,bolsa,мешӧк
411,Bündel::N,haz,нин
412,Tasche::N,bolso,сумка
413,Eimer::N,cubo,ведра
414,Deckel::N,tapa,вевт
415,Deckel::N,tapadera,вевт
416,Geschirr::N,vajilla,доз
417,Geschirr::N,vajilla,бекӧрпань
418,Sack::N,saco,мешӧк
419,Tasse::N,taza,бекӧр
420,Topf::N,olla,кастрюля
421,Topf::N,marmita,кастрюля
422,Kessel::N,caldera,пӧрт
423,Essen::N,comida,сёйӧм
424,Nahrung::N,alimento,вердан
425,Speise::N,plato,сёян
426,Fleisch::N,carne,яй
427,Getreide::N,cereales,сю
428,Brei::N,puré,каша
429,Brei::N,papilla,каша
430,Brot::N,pan,нянь
431,Scheibe::N,lonja,шӧрӧм
432,Scheibe::N,rebanada,шӧрӧм
433,Fett::N,grasa,гос
434,Butter::N,mantequilla,ви
435,Öl::N,aceite,ви
436,Salz::N,sal,сов
437,Suppe::N,sopa,шыд
438,Honig::N,miel,ма
439,Milch::N,leche,йӧв
440,Tee::N,té,чай
441,Leder::N,cuero,кучик
442,Wolle::N,lana,гӧн
443,Stoff::N,tela,дӧра
444,Stoff::N,tejido,дӧра
445,Nadel::N,aguja,ем
446,Faden::N,hilo,сунис
447,Knopf::N,botón,кизь
448,Knoten::N,nudo,узӧв
449,Knoten::N,nudo,гӧрӧд
450,Farbe::N,pintura,краска
451,Kleidung::N,ropa,паськӧм
452,Kleidung::N,vestidos,паськӧм
453,Hemd::N,camisa,йӧрнӧс
454,Kragen::N,cuello,воротник
455,Ärmel::N,manga,сос
456,Hose::N,pantalón,вешьян
457,Gürtel::N,cinturón,йи
458,Mütze::N,gorro,шапка
459,Schuh::N,zapato,ботинки
460,Stiefel::N,bota,сапог
461,Ring::N,anillo,чунькытш
462,Band::N,cinta,ленточка
463,Kamm::N,peine,сынан
464,Spiegel::N,espejo,зеркало
465,Riemen::N,correa,ремень
466,Schnur::N,cuerda,гез
467,Leine::N,correa,повод
468,Decke::N,manta,одеяло
469,Kissen::N,almohada,подушка
470,Tuch::N,pañuelo,чышьян
471,Handtuch::N,toalla,чышкӧт
472,Kraft::N,fuerza,прак
473,Stärke::N,fuerza,вын
474,Gesundheit::N,salud,здоровье
475,Krankheit::N,enfermedad,шог
476,Schmerz::N,dolor,зубыт
477,Wunde::N,llaga,рана
478,Wunde::N,herida,рана
479,Fieber::N,fiebre,лёк тресся
480,Fieber::N,fiebre,кынтан шогӧт
481,Arznei::N,medicina,лекарство
482,Arznei::N,medicamento,лекарство
483,Brücke::N,puente,пос
484,Brunnen::N,pozo,колодец 
485,Weide::N,pasto,пода йирсян
486,Pfad::N,sendero,туй
487,Weg::N,camino,туй
488,Straße::N,vía,туй
489,Straße::N,carretera,туй
490,Dorf::N,aldea,деревня
491,Dorf::N,pueblo,деревня
492,Stadt::N,ciudad,город
493,Brief::N,carta,гижӧт
494,Buch::N,libro,книга
495,Buchstabe::N,letra,буква
496,Buchstabe::N,carácter,буква
497,Zeitung::N,diario,газета
498,Zeitung::N,periódico,газета
499,Leben::N,vida,олан
500,Tod::N,muerte,кулӧм
501,Grab::N,tumba,гу
502,Grab::N,sepulcro,гу
503,Kirche::N,iglesia,вичку
504,Sünde::N,pecado,грек
505,Gott::N,dios,ен
506,Arbeiter::N,obrero,уджалiсь
507,Arbeiter::N,trabajador,уджалiсь
508,Chef::N,jefe,начальник
509,Meister::N,maestro,мастер
510,Arzt::N,médico,врач
511,Lehrer::N,profesor,велӧтісь
512,Geld::N,dinero,деньга
513,Geschäft::N,negocio,удж
514,Laden::N,tienda,магазин
515,Preis::N,precio,дон
516,Ware::N,mercancía,товар
517,Nutzen::N,provecho,путь
518,Reichtum::N,riqueza,богатство
519,Welt::N,mundo,му
520,Land::N,país,страна
521,Staat::N,Estado,государство
522,König::N,rey,кан
523,Macht::N,poder,власть
524,Macht::N,potencia,власть
525,Grenze::N,frontera,граница
526,Krieg::N,guerra,война
527,Feind::N,enemigo,враг
528,Gewalt::N,violencia,
529,Kampf::N,lucha,нярасьӧм
530,Kampf::N,lucha,вермасьӧм
531,Kampf::N,combate,нярасьӧм
532,Kampf::N,combate,вермасьӧм
533,Bogen[Waffe]::N,arco,лук
534,Pfeil::N,flecha,ньӧв
535,Gewehr::N,fusil,ружьё
536,Gewehr::N,escopeta,ружьё
537,Fehler::N,error,ошибка
538,Lüge::N,mentira,ылӧтӧм
539,Lüge::N,mentira,пӧрьялӧм
540,Schaden::N,daño,лёк
541,Unglück::N,desgracia,пик
542,Unglück::N,desgracia,оказзё
543,Schuld::N,culpa,вина
544,Alter::N,edad,
545,Schluss::N,fin,ком
546,Schluss::N,final,ком
547,Zeit::N,tiempo,кад
548,Tag::N,día,лун
549,Morgen::N,mañana,асыв
550,Mittag::N,mediodía,луншӧр кад
551,Abend::N,noche,рыт
552,Nacht::N,noche,ой
553,Woche::N,semana,неделя
554,Monat::N,mes,тӧлicь
555,Jahr::N,año,год
556,Frühling::N,primavera,тулыс
557,Sommer::N,verano,гожум
558,Herbst::N,otoño,ар
559,Winter::N,invierno,тӧв
560,Januar::N,enero,январ
561,Februar::N,febrero,февраль
562,März::N,marzo,март
563,April::N,abril,апрель
564,Mai::N,mayo,май
565,Juni::N,junio,юнь
566,Juli::N,julio,юль
567,August::N,agosto,август
568,September::N,septiembre,сентяб
569,Oktober::N,octubre,октяб
570,November::N,noviembre,нояб
571,Dezember::N,diciembre,декаб
572,Montag::N,lunes,вильлун
573,Dienstag::N,martes,мӧдӧдзлун
574,Mittwoch::N,miércoles,шӧрлун
575,Donnerstag::N,jueves,нёльӧдзлун
576,Freitag::N,viernes,витӧдзлун
577,Samstag::N,sábado,пывсянлун
578,Sonntag::N,domingo,кресення
579,groß::A,grande,ыджыт
580,klein::A,pequeño,учӧтик
581,lang::A,largo,кузь
582,kurz::A,corto,дженыт
583,breit::A,ancho,ота
584,schmal::A,estrecho,векнит
585,dicht::A,denso,тшӧк
586,dick[Gegenstand]::A,grueso,кыз
587,dünn::A,fino,вӧснит
588,dünn::A,delgado,вӧснит
589,fein::A,fino,вӧснит
590,fein::A,delicado,вӧснит
591,fest::A,firme,крепыт
592,fest::A,sólido,крепыт
593,flach::A,plano,лапкӧса
594,glatt::A,liso,волькыт
595,hart::A,duro,чӧрыт
596,weich::A,muelle,небыт
597,rund::A,redondo,гӧгрӧса
598,spitz::A,agudo,ёся
599,spitz::A,apuntado,ёся
600,scharf::A,agudo,лэчыт
601,scharf::A,afilado,лэчыт
602,stumpf::A,sin filo,ныж
603,schwer::A,pesado,сьӧкыт
604,schön::A,bello,басӧк
605,schön::A,hermoso,басӧк
606,heiß::A,caluroso,жар
607,warm::A,cálido,шоныт
608,warm::A,caliente,шоныт
609,kalt::A,frío,кӧдзыт
610,kühl::A,fresco,сайкыт
611,frisch::A,fresco,виль
612,feucht::A,húmedo,вакодь
613,nass::A,mojado,ва
614,trocken::A,seco,кӧс
615,voll::A,lleno,тыра
616,leer::A,vacío,тыртӧм
617,offen::A,abierto,оссьӧм
618,geschlossen::A,cerrado,игана
619,geschlossen::A,cerrado,пӧдана
620,sauber::A,limpio,сӧдз
621,sauber::A,limpio,сӧстӧм
622,schmutzig::A,sucio,нятьӧсь
623,roh::A,crudo,путӧм
624,reif::A,maduro,кисьмалӧм
625,lecker::A,rico,кӧра 
626,lecker::A,sabroso,кӧра 
627,süß::A,dulce,чӧскыт
628,bitter::A,amargo,курыт
629,sauer::A,agrio,шӧма 
630,hell::A,claro,югыт
631,dunkel::A,oscuro,пемыт
632,schwarz::A,negro,сьӧд
633,weiß::A,blanco,чочком
634,rot::A,rojo,гӧрд
635,gelb::A,amarillo,веж
636,blau::A,azul,лӧз
637,grün::A,verde,веж
638,grau::A,gris,руд
639,grau::A,gris,бусӧй
640,bunt::A,multicolor,быдрӧма
641,billig::A,barato,донтӧм
642,teuer::A,caro,дона
643,wertvoll::A,valioso,дона
644,wertvoll::A,precioso,дона
645,blind::A,ciego,синтӧм
646,taub::A,sordo,пельтӧм
647,kräftig::A,fuerte,вына
648,stark::A,fuerte,вына
649,stark::A,vigoroso,вына
650,schwach::A,débil,некодя
651,fett::A,obeso,госа
652,schlank::A,esbelto,статя
653,hübsch::A,mono,басӧк
654,hübsch::A,guapo,басӧк
655,böse::A,malo,лёк
656,dumm::A,tonto,бӧбӧв
657,dumm::A,tonto,вежӧртӧм
658,dumm::A,estúpido,бӧбӧв
659,dumm::A,estúpido,вежӧртӧм
660,faul::A,vago,дыш
661,faul::A,perezoso,дыш
662,fleißig::A,aplicado,уджалicь
663,fleißig::A,diligente,уджалicь
664,geizig::A,avaro,жикмӧра
665,geizig::A,avaro,горшаліcь
666,klug::A,sensato,авья
667,klug::A,sensato,вежӧра
668,klug::A,inteligente,авья
669,klug::A,inteligente,вежӧра
670,geschickt::A,hábil,кипода
671,lieb::A,querido,муса
672,lieb::A,querido,дзулиньӧй
673,lustig::A,alegre,гажа
674,sanft::A,suave,лебезнӧй
675,hungrig::A,hambriento,тшыг
676,krank::A,enfermo,шогалiсь
677,nackt::A,desnudo,куш
678,traurig::A,triste,жугыль
679,lebendig::A,vivo,ловья
680,lebendig::A,viviente,ловья
681,gut::A,bueno,бур
682,schlecht::A,malo,умӧль
683,richtig::A,justo,
684,richtig::A,correcto,
685,schlimm::A,malo,нештӧм
686,schlimm::A,grave,нештӧм
687,wahr::A,verídico,
688,wahr::A,verdadero,
689,alt::A,viejo,важ
690,neu::A,nuevo,виль
691,ehemalig::A,antiguo,вӧвлӧм
692,alt[Lebewesen]::A,viejo,года
693,alt[Lebewesen]::A,viejo,годдэза
694,jung::A,joven,том
695,arm::A,pobre,гов
696,arm::A,pobre,беднӧй
697,reich::A,rico,эма
698,bekannt::A,conocido,тӧдса
699,berühmt::A,famoso,
700,berühmt::A,célebre,
701,fremd::A,extraño,чужӧй
702,verschieden::A,diverso,быдкодь
703,verschieden::A,distinto,быдкодь
704,verschieden::A,diferente,быдкодь
705,nah::A,cercano,матiсь
706,fern::A,lejano,ылicь
707,linker::A,izquierdo,шульга
708,rechter::A,derecho,веськытланись
709,anderer::A,otro,мукӧд
710,erster::A,primero,медодзза
711,zweiter::A,segundo,кыкӧт
712,dritter::A,tercero,куимӧт
713,dritter::A,tercero,куимӧдз
714,letzter::A,último,бӧрья
715,letzter::A,último,мёдбӧрья
716,allein::ADV,a solo,
717,auf einmal::ADV,de una vez,тшӧтш
718,zusammen::ADV,juntos,ӧтлаын
719,lange::ADV,mucho tiempo,дыр
720,plötzlich::ADV,de repente,друг
721,sofort::ADV,en seguida,тшӧтш
722,später::ADV,más tarde,медбӧрын
723,jetzt::ADV,ahora,ӧні
724,heute::ADV,hoy,талун
725,morgen::ADV,mañana,ашын
726,bald::ADV,pronto,чожа
727,bald::ADV,en breve,чожа
728,dann::ADV,luego,сыбӧрын
729,dann::ADV,entonces,сыбӧрын
730,gestern::ADV,ayer,тӧн
731,einst::ADV,antaño,ӧтпыр
732,damals::ADV,entonces,сэк
733,damals::ADV,entonces,сэки
734,danach::ADV,después,сэсся
735,vorher::ADV,antes,одзжык
736,zuerst::ADV,primero,наперво
737,einmal::ADV,una vez,ӧтпыр
738,manchmal::ADV,a veces,мукӧдпыр
739,oft::ADV,a menudo,-лы-
740,oft::ADV,con frecuencia,-лы-
741,immer::ADV,siempre,быдпыр
742,immer::ADV,siempre,быдпырся
743,niemals::ADV,jamás,некӧр
744,hier::ADV,aquí,татӧн
745,hierhin::ADV,acá,татчӧ
746,von hier::ADV,desde aquí,тасянь
747,dort::ADV,ahí,сэтӧн
748,dort::ADV,allí,сэтӧн
749,dorthin::ADV,allí,сэтчин
750,dorthin::ADV,hacia allí,сэтчин
751,geradeaus::ADV,todo derecho,веськыта
752,vorwärts::ADV,adelante,одзӧ
753,rückwärts::ADV,hacia atrás,бӧр
754,zurück::ADV,atrás,бӧр
755,unten::ADV,abajo,увтын
756,hinab::ADV,hacia abajo,увтас
757,oben::ADV,arriba,вевдӧрас
758,hinauf::ADV,hacia arriba,вывлань
759,hinauf::ADV,hacia arriba,вывланьӧ
760,überall::ADV,por todas partes,быдлан
761,nicht::ADV,no,ог
762,ein wenig::ADV,un poco,-ышт
763,ein wenig::ADV,un poco,невна
764,kaum::ADV,apenas,ӧдва
765,sehr::ADV,muy,вывтi
766,sehr::ADV,mucho,вывтi
767,so::ADV,tan,сiдз
768,noch::ADV,aún,эшӧ
769,noch::ADV,todavía,эшӧ
770,nur::ADV,solamente,только
771,schon::ADV,ya,ни
772,wieder::ADV,de nuevo,бӧра
773,vergebens::ADV,en vano,весись
774,vor::PRP,antes de,одзас
775,vor::PRP,delante de,одзас
776,hinter::PRP,tras,бӧрӧ
777,hinter::PRP,detrás de,бӧрӧ
778,unter::PRP,bajo,увтын
779,unter::PRP,debajo de,увтын
780,durch::PRP,por,пыр
781,durch::PRP,a través de,пыр
782,neben::PRP,al lado de,бокам
783,neben::PRP,al lado de,боксиным
784,zwischen::PRP,entre,коласас
785,wegen::PRP,por,понда
786,wegen::PRP,a causa de,понда
787,dies::PRN,esto,эта
788,das::PRN,eso,сiя
789,das::PRN,esto,сiя
790,alles::PRN,todo,быдӧс
791,ich::PRN,yo,ме
792,du::PRN,tú,тэ
793,er::PRN,él,сiя
794,wir::PRN,nosotros,мийӧ
795,ihr::PRN,vosotros,ті
796,sie::PRN,ellos,нія
797,was::FPRN,qué,мый
798,wer::FPRN,quién,кин
799,wo::FADV,dónde,кытӧн
800,wohin::FADV,adónde,кытчӧ
801,wohin::FADV,hacia dónde,кытчӧ
802,wie::FADV,cómo,дзик
803,warum::FADV,por qué,мыля
804,warum::FADV,por qué,мыйсянь
805,wieviel::FNUM,cuánto,мымда
806,eins::NUM,uno,ӧт
807,zwei::NUM,dos,кык
808,drei::NUM,tres,куим
809,vier::NUM,cuatro,нёль
810,fünf::NUM,cinco,вит
811,sechs::NUM,seis,квать
812,sieben::NUM,siete,сизим
813,acht::NUM,ocho,кыкьямыс
