,Concept_ID,bn,el
239,Bruder::N,দাদা,αδελφός
240,Schwester::N,বোন,αδελφή
241,Schwester::N,দিদি,αδελφή
242,Onkel::N,মামা,θείος
243,Tante::N,মাসী,θεία
244,Ehemann::N,স্বামী,σύζυγος
245,Ehefrau::N,পত্নী,σύζυγος
246,Freude::N,উল্লাস,χαρά
247,Gelächter::N,হাসি,γέλια
248,Glück::N,সুখ,ευτυχία
249,Kummer::N,দুঃখ,έγνοια
250,Wunsch::N,আকাঙ্ক্ষা,επιθυμία
251,Lust::N,বাসনা,όρεξη
252,Geist::N,আত্না,πνέυμα
253,Gedanke::N,চিন্তা,σκέψη
254,Gedächtnis::N,স্মরণশক্তি,μνήμη
255,Verstand::N,মন,νους
256,Sinn::N,পদার্থ,νόημα
257,Grund::N,কারণ,λόγος
258,Wahrheit::N,সত্য,αλήθεια
259,Gespräch::N,কথাবার্তা,συνομιλία
260,Märchen::N,রূপকথা,παραμύθι
261,Erzählung::N,গল্প,διήγημα
262,Nachricht::N,তথ্য,είδηση
263,Neuigkeit::N,খবরাখবর,νέο
264,Name::N,নাম,όνομα
265,Rätsel::N,ধাঁধা,αίνιγμα
266,Rede::N,বক্তৃতা,λόγος
267,Rede::N,বক্তৃতা,ομιλία
268,Sprache::N,ভাষা,γλώσσα
269,Stimme::N,স্বর,φωνή
270,Wort::N,শব্দ,λέξη
271,Zeichen::N,প্রতীক,σημείο
272,Ruf::N,ডাক,κραυγή
273,Lärm::N,হৈচৈ,θόρυβος
274,Laut::N,ধ্বনি,ήχος
275,Ton::N,স্বর,ήχος
276,Ton::N,স্বর,τόνος
277,Lied::N,গান,τραγούδι
278,Ruhe::N,শান্তি,ησυχία
279,Leute::N,প্রজাপুঞ্জ,κόσμος
280,Leute::N,প্রজাপুঞ্জ,άνθρωποι
281,Volk::N,জাতি,λαός
282,Arbeit::N,চাকরি,εργασία
283,Gast::N,অতিথি,επισκέπτης
284,Geschenk::N,উপহার,δώρο
285,Spiel::N,খেলা,παιχνίδι
286,Gesellschaft::N,সঙ্গিগণ,κοινωνία
287,Hilfe::N,সাহায্য,βοήθεια
288,Freund::N,বন্ধু,φίλος
289,Kamerad::N,সঙ্গী,σύντροφος
290,Angelegenheit::N,বিষয়,υπόθεση
291,Anzahl::N,পরিমাণ,αριθμός
292,Art::N,রকম,είδος
293,Stück::N,টুকরো,κομμάτι
294,Teil::N,অংশ,μέρος
295,Hälfte::N,অর্ধেক,μισό
296,Kreis::N,বৃত্ত,κύκλος
297,Kreuz::N,ক্রুশ,σταυρός
298,Linie::N,রেখা,γραμμή
299,Strich::N,কষি,γραμμή
300,Abstand::N,ফাঁক,απόσταση
301,Entfernung::N,ব্যবধান,απόσταση
302,Gegend::N,ক্ষেত্র,περιοχή
303,Gegend::N,ক্ষেত্র,τοποθεσία
304,Platz::N,জায়গা,χώρος
305,Ort::N,স্থান,τόπος
306,Seite::N,পার্শ্ব,πλευρά
307,Mitte::N,মধ্য,μέση
308,Gegenstand::N,জিনিস,αντικείμενο
309,Sache::N,বস্তু,πράγμα
310,Rand::N,কানা,άκρη
311,Rand::N,কানা,χείλος
312,Kante::N,ধার,άκρη
313,Ecke::N,কোণ,γωνιά
314,Spitze::N,ডগা,μύτη
315,Ende::N,প্রান্ত,άκρη
316,Loch::N,গর্ত,τρύπα
317,Winkel::N,কোণ,γωνία
318,Muster::N,নমুন্,σχέδιο
319,Größe::N,আয়তন,μέγεθος
320,Länge::N,দৈর্ঘ্য,μήκος
321,Höhe::N,উচ্চতা,ύψος
322,Gewicht::N,ওজন,βάρος
323,Menge::N,পরিমাণ,ποσότητα
324,Haufen::N,পুঞ্জ,σωρός
325,Reihe::N,শ্রেণী,αράδα
326,Boot::N,নৌকা,βάρκα
327,Ruder::N,দাঁড়,κουπί
328,Schlitten::N,স্নেজ্-গাড়ি,έλκηθρο
329,Ski::N,শী,σκι
330,Lagerfeuer::N,অগ্নি,φωτιά
331,Last::N,বোঝা,φορτίο
332,Gang::N,হণ্টন,δρόμος
333,Schritt::N,পদ,βήμα
334,Norden::N,উত্তরদিক্,βορράς
335,Süden::N,দক্ষিণদিক,νότος
336,Westen::N,পশ্চিমদিক্,δύση
337,Osten::N,পূর্বদিক,ανατολή
338,Holz::N,কাঠ,ξύλο
339,Brett::N,তক্তা,σανίδι
340,Platte::N,ফলক,πλάκα
341,Stütze::N,নাগদণ্ড,στήριγμα
342,Stange::N,দণ্ড,ραβδί
343,Stange::N,দণ্ড,κοντός
344,Stock::N,ছড়ি,ξύλο
345,Stock::N,ছড়ি,μπαστούνι
346,Stab::N,যষ্টি,ραβδί
347,Rohr::N,নল,σωλήνας
348,Haus::N,ঘর,σπίτι
349,Heim::N,বাসা,σπίτι
350,Ofen::N,স্টোভ্,σόμπα
351,Ofen::N,স্টোভ্,θερμάστρα
352,Fußboden::N,গহতল,πάτωμα
353,Tisch::N,মেজ,τραπέζι
354,Tisch::N,টেবিল,τραπέζι
355,Stuhl::N,চেয়ার,καρέκλα
356,Stuhl::N,কেদারা,καρέκλα
357,Wiege::N,দোলনা,κούνια
358,Bett::N,শয্যা,κρεβάτι
359,Regal::N,তাক,ράφι
360,Kiste::N,বাক্স,κιβώτιο
361,Fenster::N,জানালা,παράθυρο
362,Tür::N,দ্বার,πόρτα
363,Tor::N,দ্বার,πύλη
364,Zaun::N,বেড়া,φράχτης
365,Dach::N,ছাদ,στέγη
366,Leiter::N,মই,σκάλα
367,Leiter::N,মই,κλίμακα
368,Besen::N,গুল্মবিশেষ,σκούπα
369,Spaten::N,কোদাল,φτυάρι
370,Schaufel::N,বেলচা,φτυάρι
371,Gabel::N,কাঁটা,πιρούνι
372,Löffel::N,চামচ,κουτάλι
373,Messer::N,ছুরি,μαχαίρι
374,Nagel::N,পেরেক,καρφί
375,Netz::N,জাল,δίχτυ
376,Haken::N,কাচি,γάντζος
377,Haken::N,কাচি,αγκίστρι
378,Griff::N,হাতল,λαβή
379,Schloss::N,তালা,κλειδαριά
380,Bild::N,ছবি,εικόνα
381,Bild::N,চিত্র,εικόνα
382,Figur::N,আকার,ανάστημα
383,Puppe::N,পুতুল,κούκλα
384,Beutel::N,বটুয়া,πουγγί
385,Bündel::N,আঁটি,δεμάτι
386,Tasche::N,থলি,τσάντα
387,Eimer::N,বাল্তি,κουβάς
388,Deckel::N,আবরণ,καπάκι
389,Geschirr::N,থালা-বাসন,σκεύη
390,Sack::N,বস্তা,σάκος
391,Tasse::N,কাপ,φλιτζάνι
392,Topf::N,পাত্র,χύτρα
393,Kessel::N,কেটলি,καζάνι
394,Essen::N,আহার,φαγητό
395,Nahrung::N,খাদ্য,τροφή
396,Speise::N,খাদ্য,φαγητό
397,Fleisch::N,মাংস,κρέας
398,Getreide::N,শস্য,σιτάρι
399,Brei::N,মণ্ড,χυλός
400,Brot::N,রুটি,ψωμί
401,Brot::N,রুটি,άρτος
402,Scheibe::N,ফালি,φέτα
403,Fett::N,মেদ,πάχος
404,Butter::N,মাখন,βούτυρο
405,Öl::N,তৈল,λάδι
406,Salz::N,নুন,αλάτι
407,Suppe::N,শুরুয়া,σούπα
408,Honig::N,মধু,μέλι
409,Milch::N,দুধ,γάλα
410,Tee::N,চা,τσάι
411,Leder::N,পাকা চামড়া,πετσί
412,Wolle::N,পশম,μαλλί
413,Stoff::N,বস্ত্র,ύφασμα
414,Nadel::N,সুচ,βελόνα
415,Faden::N,সূত্র,κλωστή
416,Knopf::N,বোতাম,κουμπί
417,Knoten::N,গিঁট,κόμπος
418,Farbe::N,রং,μπογιά
419,Kleidung::N,কাপড়,ρούχα
420,Kleidung::N,কাপড়,ενδυμασία
421,Hemd::N,শার্ট,πουκάμισο
422,Kragen::N,গলবন্ধ,κολάρο
423,Ärmel::N,আস্তিন্,μανίκι
424,Hose::N,ট্রাউজার,πανταλόνι
425,Gürtel::N,কটিবন্ধ,ζώνη
426,Mütze::N,টুপি,σκούφος
427,Schuh::N,জুতো,παπούτσι
428,Stiefel::N,বুট,μπότα
429,Ring::N,আংটি,δαχτυλίδι
430,Band::N,ফিতা,κορδέλα
431,Kamm::N,চিরুনি,χτένα
432,Spiegel::N,আয়না,καθρέφτης
433,Riemen::N,চাবুক,λουρί
434,Schnur::N,দড়ি,κορδόνι
435,Leine::N,শিকল,σχοινί
436,Decke::N,কম্বল,κουβέρτα
437,Kissen::N,উপাধান,μαξιλάρι
438,Tuch::N,বস্ত্র,πανί
439,Tuch::N,বস্ত্র,μαντήλι
440,Handtuch::N,তোয়ালে,πετσέτα
441,Kraft::N,জোর,δύναμη
442,Stärke::N,শক্তি,ισχύς
443,Stärke::N,শক্তি,δύναμη
444,Gesundheit::N,স্বাস্থ্য,υγεία
445,Krankheit::N,অসুখ,αρρώστια
446,Krankheit::N,ব্যামো,αρρώστια
447,Schmerz::N,যন্ত্রণা,πόνος
448,Wunde::N,ক্ষত,πληγή
449,Fieber::N,জ্বর,πυρετός
450,Arznei::N,ঔষধ,φάρμακο
451,Brücke::N,সেতু,γέφυρα
452,Brunnen::N,কূপ,πηγάδι
453,Weide::N,পশুচারণভূমি,βοσκή
454,Pfad::N,পথ,μονοπάτι
455,Weg::N,পথ,δρόμος
456,Straße::N,রাস্তা,οδός
457,Straße::N,রাস্তা,δρόμος
458,Dorf::N,গ্রাম,χωριό
459,Stadt::N,শহর,πόλη
460,Brief::N,চিঠি,γράμμα
461,Brief::N,চিঠি,επιστολή
462,Buch::N,বই,βιβλίο
463,Buchstabe::N,অক্ষর,γράμμα
464,Zeitung::N,সংবাদপত্র,εφημερίδα
465,Leben::N,জীবন,ζωή
466,Leben::N,জীবন,βίος
467,Tod::N,মৃত্যু,θάνατος
468,Grab::N,কবর,τάφος
469,Kirche::N,গির্জা,εκκλησία
470,Sünde::N,পাপ,αμαρτία
471,Gott::N,দেবতা,θεός
472,Arbeiter::N,শ্রমিক,εργάτης
473,Chef::N,নেতা,προϊστάμενος
474,Meister::N,ব্যক্তি,μάστορας
475,Meister::N,ব্যক্তি,αρχιτεχνίτης
476,Arzt::N,চিকিৎসক,γιατρός
477,Lehrer::N,অধ্যাপক,δάσκαλος
478,Geld::N,মুদ্রা,λεφτά
479,Geld::N,মুদ্রা,χρήματα
480,Geld::N,টাকাপয়সা,λεφτά
481,Geld::N,টাকাপয়সা,χρήματα
482,Geschäft::N,ব্যস্ততা,συναλλαγή
483,Laden::N,দোকান,μαγαζί
484,Laden::N,দোকান,κατάστημα
485,Preis::N,মূল্য,τιμή
486,Ware::N,পণ্যদ্রব্য,εμπόρευμα
487,Nutzen::N,সুবিধা,όφελος
488,Reichtum::N,ধনদৌলত,πλούτος
489,Welt::N,জগৎ,κόσμος
490,Land::N,খেত,χώρα
491,Staat::N,রাষ্ট্র,κράτος
492,Staat::N,রাষ্ট্র,πολιτεία
493,König::N,রাজা,βασιλιάς
494,Macht::N,প্রভাব,εξουσία
495,Grenze::N,সীমা,σύνορα
496,Krieg::N,যুদ্ধ,πόλεμος
497,Feind::N,শত্রু,εχθρός
498,Gewalt::N,জোর,βία
499,Kampf::N,লড়াই,αγώνας
500,Bogen[Waffe]::N,ধনুক,τόξο
501,Pfeil::N,বাণ,σαΐτα
502,Gewehr::N,বন্দুক,τουφέκι
503,Fehler::N,ভুল,λάθος
504,Fehler::N,ভুল,σφάλμα
505,Lüge::N,মিথ্যা,ψέμα
506,Lüge::N,মিথ্যা,ψεύδος
507,Schaden::N,ক্ষতি,ζημία
508,Unglück::N,দুর্ভাগ্য,δυστυχία
509,Schuld::N,অপরাধ,ενοχή
510,Schuld::N,অপরাধ,φταίξιμο
511,Alter::N,আয়ু,ηλικία
512,Schluss::N,শেষ,τέλος
513,Zeit::N,সময়,χρόνος
514,Tag::N,দিন,μέρα
515,Tag::N,দিন,ημέρα
516,Morgen::N,সকাল,πρωί
517,Mittag::N,মধ্যাহু,μεσημέρι
518,Abend::N,সন্ধ্যা,βράδυ
519,Nacht::N,রাত্রি,νύχτα
520,Woche::N,সপ্তাহ,εβδομάδα
521,Monat::N,মাস,μήνας
522,Jahr::N,সৌরবর্ষ,έτος
523,Jahr::N,সৌরবর্ষ,χρόνος
524,Frühling::N,বসন্তকাল,άνοιξη
525,Sommer::N,গ্রীষ্মকাল,καλοκαίρι
526,Herbst::N,শরংঋতু,φθινόπωρο
527,Winter::N,শীতকাল,χειμώνας
528,Januar::N,জানুয়ারী,Ιανουάριος
529,Februar::N,ফেব্রুয়ারী,Φεβρουάριος
530,März::N,মার্চ,Μάρτιος
531,April::N,এপ্রিল,Απρίλιος
532,Mai::N,মে,Μάιος
533,Juni::N,জুন,Ιούνιος
534,Juli::N,জুলাই,Ιούλιος
535,August::N,অগাস্ট,Αύγουστος
536,September::N,সেপ্টেম্বর,Σεπτέμβριος
537,Oktober::N,অক্টোবর,Οκτώβριος
538,November::N,নভেম্বর,Νοέμβριος
539,Dezember::N,ডিসেম্বর,Δεκέμβριος
540,Montag::N,সোমবার,Δευτέρα
541,Dienstag::N,মঙ্গলবার,Τρίτη
542,Mittwoch::N,বুধবার,Τετάρτη
543,Donnerstag::N,বৃহম্পতিবার,Πέμπτη
544,Freitag::N,শুক্রবার,Παρασκευή
545,Samstag::N,শনিবার,Σάββατο
546,Sonntag::N,রবিবার,Κυριακή
547,groß::A,বৃহৎ,μεγάλος
548,klein::A,ছোট,μικρός
549,lang::A,দীর্ঘ,μακρύς
550,kurz::A,খর্ব,κοντός
551,kurz::A,হ্রস্ব,κοντός
552,breit::A,চওড়া,φαρδύς
553,schmal::A,সরু,στενός
554,dicht::A,ঘন,πυκνός
555,dick[Gegenstand]::A,পুরু,παχύς
556,dick[Gegenstand]::A,পুরু,χοντρός
557,dünn::A,কৃশ,ψιλός
558,dünn::A,কৃশ,λεπτός
559,fein::A,সূক্ষ্ম,ψιλός
560,fest::A,দৃঢ়,στερεός
561,flach::A,সমতল,επίπεδος
562,glatt::A,মসৃণ,λείος
563,glatt::A,মসৃণ,ομαλός
564,hart::A,শক্ত,σκληρός
565,weich::A,নরম,μαλακός
566,rund::A,গোলাকার,στρογγυλός
567,spitz::A,তীক্ষ্ন,μυτερός
568,scharf::A,শাণিত,κοφτερός
569,stumpf::A,ভোঁতা,αμβλύς
570,schwer::A,ভারী,βαρύς
571,schön::A,সুন্দর,ωραίος
572,schön::A,সুন্দর,όμορφος
573,heiß::A,গরম,ζεστός
574,warm::A,ঈষদুষ্ণ,θερμός
575,kalt::A,ঠাণ্ডা,κρύος
576,kalt::A,ঠাণ্ডা,ψυχρός
577,kühl::A,শীতল,δροσερός
578,frisch::A,তাজা,νωπός
579,frisch::A,তাজা,φρέσκος
580,feucht::A,ভিজা,υγρός
581,nass::A,ভিজা,βρεγμένος
582,trocken::A,শুষ্ক,ξηρός
583,trocken::A,শুষ্ক,στεγνός
584,voll::A,পূর্ণ,γεμάτος
585,leer::A,খালি,άδειος
586,offen::A,খোলা,ανοιχτός
587,geschlossen::A,বন্ধ,κλειστός
588,sauber::A,নির্মল,καθαρός
589,schmutzig::A,নোংরা,βρώμικος
590,schmutzig::A,নোংরা,λερωμένος
591,roh::A,কাঁচা,ωμός
592,reif::A,পাকা,ώριμος
593,lecker::A,সুস্বাদ,νόστιμος
594,süß::A,মিষ্ট,γλυκός
595,bitter::A,তিক্ত,πικρός
596,sauer::A,টক,ξινός
597,hell::A,উজ্জ্বল,φωτεινός
598,dunkel::A,অন্ধকারময়,σκοτεινός
599,schwarz::A,কালো,μαύρος
600,schwarz::A,কালো,μελανός
601,weiß::A,সাদা,άσπρος
602,rot::A,লাল,κόκκινος
603,gelb::A,হলদে,κίτρινος
604,blau::A,নীল,μπλε
605,blau::A,নীল,γαλανός
606,grün::A,সবুজ,πράσινος
607,grau::A,ছাই-রঙা,γκρίζος
608,bunt::A,রঙিন,ποικιλόχρωπος
609,billig::A,সস্তা,φτηνός
610,teuer::A,আক্রা,ακριβός
611,wertvoll::A,মহার্ঘ,πολύτιμος
612,blind::A,কানা,τυφλός
613,taub::A,বধির,κουφός
614,kräftig::A,বিশাল,δυνατός
615,stark::A,শক্তিশালী,γερός
616,schwach::A,দুর্বল,αδύνατος
617,fett::A,মোটা,παχύς
618,schlank::A,কৃশ,λεπτός
619,schlank::A,কৃশ,λυγερός
620,hübsch::A,সুন্দর,όμορφος
621,hübsch::A,সুন্দর,χαριτωμένος
622,böse::A,খারাপ,κακός
623,dumm::A,মূর্খ,κουτός
624,dumm::A,মূর্খ,ανόητος
625,faul::A,শ্রমবিমুখ,τεμπέλης
626,fleißig::A,পরিশ্রমী,εργατικός
627,geizig::A,ব্যয়কুণ্ঠ,τσιγγούνης
628,klug::A,দক্ষ,έξυπνος
629,geschickt::A,পটু,επιδέξιος
630,lieb::A,প্রেয়,φίλος
631,lieb::A,প্রেয়,αγαπητός
632,lustig::A,প্রফুল্ল,εύθυμος
633,lustig::A,প্রফুল্ল,χαρούμενος
634,sanft::A,নম্র,ήπιος
635,hungrig::A,ক্ষুধার্ত,πεινασμένος
636,krank::A,অসুস্থ,άρρωστος
637,nackt::A,উলঙ্গ,γυμνός
638,traurig::A,দুঃখিত,λυπημένος
639,lebendig::A,জীবিত,ζωντανός
640,gut::A,ভালো,καλός
641,schlecht::A,মন্দ,κακός
642,richtig::A,ঠিক,σωστός
643,schlimm::A,কদর্য,άσχημος
644,wahr::A,বাস্তব,αληθής
645,wahr::A,বাস্তব,αληθινός
646,alt::A,পুরাতন,παλιός
647,neu::A,নব,νέος
648,neu::A,নব,καινούργιος
649,neu::A,নূতন,νέος
650,neu::A,নূতন,καινούργιος
