,Concept_ID,mhr,he
110,Abhang::N,та́йыл,מדרון
111,Abhang::N,та́йыл,שפוע
112,Quelle::N,важ,מעין
113,Quelle::N,вӱдшинча́,מעין
114,Bach::N,изэҥе́р,נחל
115,Fluss::N,эҥе́р,נהר
116,Ufer::N,сер,גדה
117,Küste::N,вӱдтӱ́р,חוף
118,Festland::N,мла́нде,יבשה
119,Meer::N,те́ҥыз,ים
120,Bucht::N,икса́,מפרץ
121,Insel::N,отро́,אי
122,Blume::N,пеле́дыш,פרח
123,Gras::N,шу́до,דשא
124,Wurzel::N,вож,שרש
125,Baum::N,пуше́ҥге,עץ
126,Stamm::N,йы́тыр,גזע
127,Rinde::N,шӱм,קלפת עץ
128,Ast::N,укш,ענף
129,Zweig::N,торма́к,ענף
130,Blatt::N,лышта́ш,עלה
131,Birke::N,куэ́,שדר
132,Kiefer[Baum]::N,пӱ́нчӧ,ארן
133,Weide[Baum]::N,уа́,ערבה
134,Tanne::N,кож,אשוח
135,Horn::N,шур,קרן
136,Feder::N,пы́стыл,נוצה
137,Fell::N,кова́ште,פרוה
138,Flügel::N,шу́лдыр,כנף
139,Klaue::N,кӱч,טלף
140,Kralle::N,ла́па,טפר
141,Kralle::N,копа́,טפר
142,Schwanz::N,поч,זנב
143,Ei::N,му́но,ביצה
144,Nest::N,пыжа́ш,קן
145,Bau::N,пыжа́ш,מחלה
146,Tier::N,я́нлык,חיה
147,Tier::N,живо́тный,חיה
148,Herde::N,кӱ́тӱ,עדר
149,Herde::N,тӱшка́,עדר
150,Kuh::N,ушка́л,פרה
151,Bulle::N,ӱ́шкыж,פר
152,Pferd::N,и́мне,סוס
153,Schaf::N,шо́рык,כבשה
154,Schwein::N,сӧсна́,חזיר
155,Hund::N,пий,כלב
156,Katze::N,пы́рыс,חתול
157,Bär::N,маска́,דב
158,Eichhörnchen::N,ур,סנאי
159,Elch::N,шо́рдо,דישון
160,Fuchs::N,ры́выж,שועל
161,Hase::N,мера́ҥ,ארנב
162,Maus::N,коля́,עכבר
163,Wolf::N,пи́ре,זאב
164,Vogel::N,ка́йык,צפור
165,Schwarm::N,каша́к,נחיל
166,Schwarm::N,каша́к,להקה
167,Huhn::N,чы́ве,תרנגלת
168,Hahn::N,агыта́н,תרנגול
169,Gans::N,ко́мбо,אוז
170,Adler::N,карагу́ш,עיט
171,Ente::N,лу́до,ברוז
172,Eule::N,тумна́,ינשוף
173,Kranich::N,турня́,עגור
174,Kranich::N,турня́,כרוכיה
175,Krähe::N,кора́к,עורב
176,Kuckuck::N,куку́,קוקיה
177,Schwan::N,йӱ́ксӧ,ברבור
178,Fisch::N,кол,דג
179,Barsch::N,ола́ҥге,אוקונוס
180,Hecht::N,нуж,זאב הים
181,Hecht::N,чорта́н,זאב הים
182,Schlange[Tier]::N,ки́шке,נחש
183,Wurm::N,шукш,תולעת
184,Spinne::N,эҥыре́мыш,עכביש
185,Ameise::N,ку́тко,נמלה
186,Laus::N,тий,כנה
187,Mücke::N,шыҥа́,יתוש
188,Fliege::N,ка́рме,זבוב
189,Schmetterling::N,лы́ве,פרפר
190,Beere::N,мӧр,ענבה
191,Apfel::N,олма́,תפוח
192,Pilz::N,по́ҥго,פטריה
193,Zwiebel::N,шога́н,בצל
194,Saat::N,нӧ́шмӧ,זרעים
195,Saat::N,туш,זרעים
196,Korn::N,шу́рно,גרעין
197,Heu::N,шу́до,חציר
198,Schale::N,шӱм,קלפה
199,Grube::N,выне́м,בור
200,Grube::N,выне́м,שוחה
201,Falle::N,лӧ́дӧ,מלכדת
202,Schlinge::N,о́птыш,לולאה
203,Schlinge::N,шӧрга́лтыш,לולאה
204,Spur::N,кыша́,עקבה
205,Asche::N,ло́мыж,אפר
206,Dreck::N,лавыра́,זהמה
207,Eisen::N,кӱ́ртньӧ,ברזל
208,Gold::N,шӧ́ртньӧ,זהב
209,Silber::N,ший,כסף
210,Kohle::N,мландышӱ́й,פחם
211,Glas::N,янда́,זכוכית
212,Lehm::N,шун,חרסית
213,Sand::N,ошма́,חול
214,Mensch::N,еҥ,אדם
215,Mensch::N,айде́ме,אדם
216,Mann::N,пӧръе́ҥ,איש
217,Mann::N,пӧръе́ҥ,גבר
218,Frau::N,ӱдырама́ш,אשה
219,Frau::N,ӱдырама́ш,גברת
220,Kind::N,аза́,ילד
221,Junge::N,рве́зе,ילד
222,Mädchen::N,ӱдыра́ш,נערה
223,Familie::N,еш,משפחה
224,Großvater::N,коча́,סבא
225,Großmutter::N,кова́,סבתא
226,Eltern::N,ача́-ава́,הורים
227,Vater::N,ача́,אב
228,Mutter::N,ава́,אם
229,Sohn::N,э́рге,בן
230,Tochter::N,ӱ́дыр,בת
231,Bruder::N,иза́,אח
232,Bruder::N,шо́льо,אח
233,Schwester::N,ака́,אחות
234,Onkel::N,иза́,דוד
235,Tante::N,кока́,דודה
236,Ehemann::N,мари́й,איש
237,Ehemann::N,мари́й,בעל
238,Ehefrau::N,ва́те,אשה
239,Freude::N,куа́н,שמחה
240,Freude::N,куаныма́ш,שמחה
241,Gelächter::N,во́штылтыш,צחוק
242,Glück::N,пиа́л,אשר
243,Kummer::N,о́йго,יגון
244,Kummer::N,о́йго,עגמה
245,Wunsch::N,ку́мыл,אחול
246,Wunsch::N,ку́мыл,משאלה
247,Lust::N,ку́мыл,חשק
248,Lust::N,ку́мыл,תשוקה
249,Geist::N,ӧрт,רוח
250,Geist::N,чон,רוח
251,Gedanke::N,ой,מחשבה
252,Gedanke::N,шоныма́ш,מחשבה
253,Gedächtnis::N,шарныма́ш,זכרון
254,Verstand::N,уш,שכל
255,Sinn::N,смысл,מובן
256,Sinn::N,смысл,משמעות
257,Grund::N,ама́л,סבה
258,Wahrheit::N,чын,אמת
259,Gespräch::N,мутланыма́ш,דיון
260,Märchen::N,йома́к,אגדה
261,Erzählung::N,ойлыма́ш,ספור
262,Nachricht::N,увертарыма́ш,ידיעה
263,Neuigkeit::N,уве́р,חדשה
264,Name::N,лӱм,שם
265,Rätsel::N,ту́што,תעלומה
266,Rede::N,ойлыма́ш,נאום
267,Sprache::N,йы́лме,לשון
268,Stimme::N,йӱк,קול
269,Wort::N,ой,מלה
270,Wort::N,мут,מלה
271,Zeichen::N,ти́ште,סימן
272,Zeichen::N,знак,סימן
273,Ruf::N,ӱжма́ш,קריאה
274,Lärm::N,лӱшкыма́ш,רעש
275,Lärm::N,йӱк-йӱа́н,רעש
276,Laut::N,йӱк,הגה
277,Ton::N,йӱксе́м,צליל
278,Lied::N,му́ро,שיר
279,Ruhe::N,ты́мык,שלוה
280,Leute::N,еҥ-влак,אנשים
281,Volk::N,ка́лык,עם
282,Arbeit::N,паша́,עבודה
283,Gast::N,уна́,אורח
284,Geschenk::N,пӧле́к,מתנה
285,Spiel::N,мо́дыш,משחק
286,Spiel::N,модма́ш,משחק
287,Gesellschaft::N,тӱшка́,חברה
288,Hilfe::N,по́лыш,עזרה
289,Freund::N,таҥ,חבר
290,Freund::N,таҥ,ידיד
291,Freund::N,йолта́ш,חבר
292,Freund::N,йолта́ш,ידיד
293,Kamerad::N,таҥ,רע
294,Angelegenheit::N,паша́,ענין
295,Anzahl::N,чот,מספר
296,Art::N,вид,סוג
297,Stück::N,ка́тыш,חתיכה
298,Stück::N,ла́стык,חתיכה
299,Teil::N,ужа́ш,פרק
300,Hälfte::N,пел,חצי
301,Hälfte::N,пе́ле,חצי
302,Kreis::N,ты́ртыш,מעגל
303,Kreuz::N,ыре́с,צלב
304,Linie::N,ли́ний,קו
305,Strich::N,коре́ш,קו קצר
306,Abstand::N,кокла́,מרחק
307,Entfernung::N,тора́,מרחק
308,Entfernung::N,ку́жыт,מרחק
309,Gegend::N,кунде́м,נוף
310,Platz::N,ку́мдык,שטח
311,Ort::N,вер,אתר
312,Ort::N,вер,מקום
313,Ort::N,о́лмо,אתר
314,Ort::N,о́лмо,מקום
315,Seite::N,ӧ́рдыж,צד
316,Mitte::N,покше́л,אמצע
317,Gegenstand::N,наста́,אוביקט
318,Sache::N,наста́,דבר
319,Rand::N,тӱр,פרור
320,Kante::N,тӱр,קצה
321,Ecke::N,лук,פנה
322,Spitze::N,вуй,קצה
323,Ende::N,муча́ш,סוף
324,Loch::N,рож,חר
325,Winkel::N,лук,פנה
326,Muster::N,пеза́к,תבנית
327,Muster::N,узо́р,תבנית
328,Muster::N,ӱ́лгӧ,תבנית
329,Größe::N,кӱ́кшыт,גדל
330,Länge::N,ку́тыш,ארך
331,Höhe::N,кӱ́кшыт,קומה
332,Höhe::N,кӱ́кшыт,גבה
333,Gewicht::N,не́лыт,משקל
334,Menge::N,чот,כמות
335,Haufen::N,кы́шыл,ערמה
336,Reihe::N,рада́м,רצף
337,Boot::N,пуш,סירה
338,Ruder::N,эшка́к,משוט
339,Schlitten::N,тер,מזחלת
340,Schlitten::N,изде́р,מזחלת
341,Ski::N,е́че,מגלשים
342,Lagerfeuer::N,туло́то,מדורה
343,Last::N,нӧ́лтыш,משא
344,Gang::N,ошкылма́ш,הליכה
345,Schritt::N,о́шкыл,צעד
346,Norden::N,йӱдйыма́л,צפון
347,Süden::N,кечывалве́л,דרום
348,Westen::N,касве́л,מערב
349,Osten::N,эрве́л,מזרח
350,Holz::N,пу,עץ
351,Brett::N,оҥа́,קרש
352,Platte::N,аста́р,לוח
353,Stütze::N,чара́к,משען
354,Stange::N,лома́ш,מוט
355,Stock::N,тоя́,מקל
356,Stab::N,вара́,מוט
357,Stab::N,кашта́,מוט
358,Rohr::N,пуч,צנור
359,Haus::N,пӧрт,בית
360,Heim::N,мӧ́ҥгӧ,בית
361,Ofen::N,комака́,תנור
362,Fußboden::N,кӱва́р,רצפה
363,Tisch::N,ӱсте́л,שלחן
364,Stuhl::N,пӱке́н,כסא
365,Wiege::N,шепка́,ערש
366,Bett::N,ва́кшыш,מטה
367,Regal::N,шӧ́рлык,מדף
368,Kiste::N,шо́ндык,תבה
369,Kiste::N,шо́ндык,ארגז
370,Kiste::N,я́шлык,תבה
371,Kiste::N,я́шлык,ארגז
372,Fenster::N,окна́,חלון
373,Tür::N,омса́,דלת
374,Tor::N,капка́,שער
375,Zaun::N,сава́р,גדר
376,Dach::N,леве́дыш,גג
377,Leiter::N,тошка́лтыш,סלם
378,Besen::N,ӱштерво́штыр,מטאטא
379,Spaten::N,ко́льмо,את
380,Schaufel::N,сово́к,את
381,Schaufel::N,су́ско,את
382,Gabel::N,ви́лке,מזלג
383,Löffel::N,па́не,כף
384,Löffel::N,совла́,כף
385,Messer::N,кӱ́зӧ,סכין
386,Nagel::N,пуда́,מסמר
387,Netz::N,вапш,רשת
388,Haken::N,са́гыле,וו
389,Haken::N,са́гыле,קרס
390,Griff::N,кыл,ידית
391,Schloss::N,кӧгӧ́н,מנעול
392,Bild::N,сӱре́т,תמונה
393,Figur::N,фигу́р,פסל
394,Puppe::N,курча́к,בבה
395,Beutel::N,меша́к,שק
396,Bündel::N,арша́ш,צרור
397,Tasche::N,сумка́,שקית
398,Eimer::N,ведра́,דלי
399,Deckel::N,ко́мдыш,מכסה
400,Geschirr::N,а́те,כלים
401,Sack::N,куль,שק
402,Sack::N,меша́к,שק
403,Tasse::N,чу́кыр,ספל
404,Tasse::N,чашка́,ספל
405,Topf::N,ми́ске,סיר
406,Kessel::N,под,קנקן
407,Essen::N,ко́чкыш,אכל
408,Essen::N,ко́чкыш,ארוחה
409,Nahrung::N,ку́рго,הזנה
410,Nahrung::N,ку́рго,תזונה
411,Speise::N,ко́чкыш,מאכל
412,Speise::N,ко́чкыш,ארוחה
413,Fleisch::N,шыл,בשר
414,Getreide::N,шу́рно,דגן
415,Brei::N,пу́чымыш,מחית
416,Brot::N,ки́нде,לחם
417,Scheibe::N,ка́тыш,עגול
418,Scheibe::N,ка́тыш,פרוסה
419,Fett::N,коя́,שמן
420,Butter::N,ӱй,חמאה
421,Öl::N,ӱй,שמן
422,Salz::N,шинча́л,מלח
423,Suppe::N,шӱр,מרק
424,Honig::N,мӱй,דבש
425,Milch::N,шӧр,חלב
426,Tee::N,чай,תה
427,Leder::N,сура́н,עור
428,Leder::N,шӱ́штӧ,עור
429,Wolle::N,пун,צמר
430,Stoff::N,куэ́м,בד
431,Stoff::N,куэ́м,אריג
432,Stoff::N,посто́,בד
433,Stoff::N,посто́,אריג
434,Nadel::N,и́ме,מחט
435,Faden::N,шӱ́ртӧ,חוט
436,Knopf::N,по́лдыш,כפתור
437,Knoten::N,пышке́м,קשר
438,Farbe::N,чия́,צבע
439,Kleidung::N,чие́м,בגדים
440,Kleidung::N,вурге́м,בגדים
441,Hemd::N,ту́выр,חלצה
442,Kragen::N,сога́,צוארון
443,Ärmel::N,шокш,שרוול
444,Hose::N,йола́ш,מכנסים
445,Gürtel::N,ӱ́штӧ,חגורה
446,Mütze::N,упш,כובע
447,Schuh::N,боти́нке,נעל
448,Stiefel::N,кем,מגף
449,Ring::N,шерга́ш,טבעת
450,Band::N,тасма́,סרט
451,Band::N,ле́нте,סרט
452,Kamm::N,шерге́,מסרק
453,Spiegel::N,вошто́нчыш,מראה
454,Riemen::N,кӱзанӱ́штӧ,רצועה
455,Schnur::N,кере́м,חבל
456,Schnur::N,кандыра́,חבל
457,Leine::N,вӱра́ҥ,מושכות
458,Decke::N,леве́дыш,שמיכה
459,Decke::N,одея́л,שמיכה
460,Kissen::N,кӱ́пчык,כרית
461,Tuch::N,шо́выч,צעיף
462,Handtuch::N,со́лык,מגבת
463,Kraft::N,вий,כוח
464,Kraft::N,куа́т,כוח
465,Stärke::N,куа́т,און
466,Stärke::N,карма́н,און
467,Gesundheit::N,таза́лык,בריאות
468,Krankheit::N,чер,מחלה
469,Schmerz::N,ко́рштыш,כאב
470,Wunde::N,су́сыр,פציעה
471,Fieber::N,йӱштыму́ж,חם
472,Fieber::N,лихора́дке,חם
473,Arznei::N,эм,תרופה
474,Brücke::N,кӱва́р,גשר
475,Brunnen::N,вӱдвыне́м,באר
476,Weide::N,нурше́р,אחו
477,Weide::N,нурше́р,מרעה
478,Pfad::N,йолго́рно,שביל
479,Pfad::N,йолго́рно,מדרכה
480,Pfad::N,сокма́к,שביל
481,Pfad::N,сокма́к,מדרכה
482,Weg::N,ко́рно,דרך
483,Straße::N,ко́рно,כביש
484,Dorf::N,ял,כפר
485,Stadt::N,ола́,עיר
486,Brief::N,се́рыш,מכתב
487,Buch::N,книга́,ספר
488,Buchstabe::N,буква́,אות
489,Zeitung::N,газе́т,עתון
490,Leben::N,и́лыш,חיים
491,Tod::N,колыма́ш,מות
492,Grab::N,шӱга́р,קבר
493,Kirche::N,че́рке,כנסיה
494,Sünde::N,су́лык,חטא
495,Gott::N,ю́мо,אל
496,Arbeiter::N,паша́зе,פועל
497,Chef::N,тӧра́,ראש
498,Chef::N,тӧра́,מנהל
499,Meister::N,маста́р,ממחה
500,Arzt::N,врач,רופא
501,Lehrer::N,ту́ныктышо,מורה
502,Geld::N,окса́,כסף
503,Geschäft::N,сатулыма́ш,עסקה
504,Laden::N,ке́выт,חנות
505,Preis::N,ак,מחיר
506,Ware::N,сату́,סחורה
507,Nutzen::N,пайда́,תועלת
508,Reichtum::N,поя́нлык,עשר
509,Welt::N,тӱня́,עולם
510,Land::N,эл,ארץ
511,Staat::N,кугыжа́ныш,מדינה
512,König::N,кугыжа́,מלך
513,Macht::N,власть,כוח
514,Grenze::N,грани́ца,גבול
515,Krieg::N,сар,מלחמה
516,Feind::N,тушма́н,אויב
517,Gewalt::N,виешлыма́ш,אלימות
518,Kampf::N,кредалма́ш,קרב
519,Kampf::N,кредалма́ш,לחימה
520,Bogen[Waffe]::N,юҥе́ж,קשת
521,Pfeil::N,пикш,חץ
522,Gewehr::N,пыча́л,רובה
523,Fehler::N,йо́ҥылыш,טעות
524,Lüge::N,шоя́к,שקר
525,Schaden::N,зия́н,נזק
526,Unglück::N,эҥге́к,מזל רע
527,Schuld::N,тита́к,אשמה
528,Schuld::N,йола́,אשמה
529,Alter::N,ийго́т,גיל
530,Schluss::N,муча́ш,סיום
531,Zeit::N,жап,זמן
532,Zeit::N,па́гыт,זמן
533,Tag::N,ке́че,יום
534,Morgen::N,эр,בקר
535,Mittag::N,кечыва́л,צהרים
536,Abend::N,кас,ערב
537,Nacht::N,йӱд,לילה
538,Woche::N,арня́,שבוע
539,Monat::N,ты́лзе,חדש
540,Jahr::N,ий,שנה
541,Frühling::N,шо́шо,אביב
542,Sommer::N,кеҥе́ж,קיץ
543,Herbst::N,шы́же,סתו
544,Winter::N,те́ле,חרף
545,Januar::N,шоркыйол,ינואר
546,Januar::N,идалыкву́й,ינואר
547,Januar::N,янва́рь,ינואר
548,Februar::N,пургыж,פברואר
549,Februar::N,февра́ль,פברואר
550,März::N,ӱярня,מרץ
551,März::N,март,מרץ
552,April::N,апре́ль,אפריל
553,Mai::N,ага,מאי
554,Mai::N,май,מאי
555,Juni::N,пеледыш,יוני
556,Juni::N,ию́нь,יוני
557,Juli::N,сӱрем,יולי
558,Juli::N,ию́ль,יולי
559,August::N,сорла,אוגוסט
560,August::N,агарма́н,אוגוסט
561,August::N,а́вгуст,אוגוסט
562,September::N,идым,ספטמבר
563,September::N,сентя́брь,ספטמבר
564,Oktober::N,шыжа,אוקטובר
565,Oktober::N,октя́брь,אוקטובר
566,November::N,кылме тылзе,נובמבר
567,November::N,ноя́брь,נובמבר
568,Dezember::N,дека́брь,דצמבר
569,Montag::N,шо́чмо,יום שני
570,Dienstag::N,ку́шкыжмо,יום שלישי
571,Mittwoch::N,вӱрге́че,יום רביעי
572,Donnerstag::N,изарня́,יום חמישי
573,Freitag::N,кугарня́,יום ששי
574,Samstag::N,шуматке́че,יום שבת
575,Sonntag::N,рушарня́,יום ראשון
576,groß::A,кугу́,גדול
577,klein::A,изи́,קטן
578,lang::A,кужу́,ארך
579,kurz::A,кӱ́чык,קצר
580,breit::A,кумда́,רחב
581,schmal::A,а́ҥысыр,צר
582,dicht::A,ну́гыдо,צפוף
583,dick[Gegenstand]::A,кӱ́жгӧ,עבה
584,dünn::A,ви́чкыж,דק
585,fein::A,ты́гыде,מעדן
586,fest::A,чо́ткыдо,מוצק
587,flach::A,лапка́,שטוח
588,glatt::A,яклака́,חלק
589,hart::A,пе́ҥгыде,קשיח
590,weich::A,пу́шкыдо,רך
591,rund::A,йырге́шке,עגל
592,spitz::A,коша́р,חד
593,scharf::A,пӱ́сӧ,חד
594,stumpf::A,токма́к,קהה
595,schwer::A,не́ле,כבד
596,schön::A,сы́лне,יפה
597,heiß::A,шо́кшо,חם
598,warm::A,ле́ве,חם
599,kalt::A,йӱ́штӧ,קר
600,kühl::A,юа́лге,צונן
601,kühl::A,южгата́,צונן
602,frisch::A,свежа́,טרי
603,feucht::A,вӱ́дыжгӧ,לח
604,nass::A,нӧ́рӧ,רטוב
605,trocken::A,ку́кшо,יבש
606,voll::A,тич,מלא
607,leer::A,яра́,ריק
608,offen::A,виш,פתוח
609,geschlossen::A,пе́тырыме,סגור
610,geschlossen::A,тӱ́чмӧ,סגור
611,sauber::A,ару́,נקי
612,sauber::A,янда́р,נקי
613,schmutzig::A,лавыра́н,מלכלך
614,schmutzig::A,ла́выргыше,מלכלך
615,roh::A,кӱ́чымӧ,חי
616,reif::A,лӧза́,בשל
617,lecker::A,ту́тло,טעים
618,süß::A,ше́ре,מתוק
619,bitter::A,ко́чо,מר
620,sauer::A,шо́по,חמוץ
621,hell::A,во́лгыдо,בהיר
622,dunkel::A,пычке́мыш,עמום
623,schwarz::A,шола́,שחר
624,weiß::A,ош,לבן
625,rot::A,йошка́р,אדם
626,gelb::A,сар,צהב
627,blau::A,ка́нде,כחל
628,grün::A,ужа́р,ירק
629,grau::A,сур,אפר
630,bunt::A,олача́,צבעוני
631,billig::A,шу́лдо,זול
632,teuer::A,ше́рге,יקר
633,wertvoll::A,шергака́н,יקר ערך
634,blind::A,со́кыр,עור
635,taub::A,соҥгыра́,חרש
636,kräftig::A,куа́тле,חסן
637,stark::A,вия́н,חזק
638,schwach::A,а́лдыме,חלש
639,fett::A,коя́,שמן
640,schlank::A,йоштката́,רזה
641,schlank::A,яжу́,רזה
642,hübsch::A,чеве́р,יפה תאר
643,böse::A,шы́де,רשע
644,dumm::A,аҥыра́,טפש
645,faul::A,його,עצלן
646,fleißig::A,ты́ршыше,חרוץ
647,geizig::A,чаҥга́,קמצן
648,klug::A,уша́н,נבון
649,klug::A,уша́н,פקח
650,geschickt::A,уста́,מימן
651,lieb::A,ала́л,יקר
652,lieb::A,ала́л,אהוב
653,lustig::A,весела́,עליז
654,sanft::A,ны́жылге,עדין
655,hungrig::A,шу́жышо,רעב
656,krank::A,че́рле,חולה
657,nackt::A,чарама́т,ערום
658,traurig::A,ойга́н,עצוב
659,lebendig::A,и́лыше,חי
660,gut::A,сай,טוב
661,schlecht::A,уда́,גרוע
662,schlecht::A,шӱ́кшӧ,גרוע
663,richtig::A,чы́нле,נכון
664,schlimm::A,аля́к,רע
665,schlimm::A,тыра́н,רע
666,wahr::A,чы́нле,אמתי
667,wahr::A,настоя́щий,אמתי
668,alt::A,то́што,ישן
669,neu::A,у,חדש
670,ehemalig::A,о́нчычсо,לשעבר
671,ehemalig::A,онда́кысе,לשעבר
672,alt[Lebewesen]::A,шо́нто,זקן
673,jung::A,са́мырык,צעיר
674,arm::A,нужна́,עני
675,reich::A,поя́н,עשיר
676,bekannt::A,па́лыме,ידוע
677,berühmt::A,лӱ́млӧ,מפרסם
678,fremd::A,йот,זר
679,verschieden::A,тӱ́рлӧ,שונה
680,nah::A,ли́шыл,קרוב
681,fern::A,тора́,רחוק
682,fern::A,мӱ́ндыр,רחוק
683,linker::A,шола́,שמאלי
684,rechter::A,пурла́,ימין
685,anderer::A,вес,אחר
686,anderer::A,мо́ло,אחר
687,erster::A,и́кымше,ראשון
688,zweiter::A,ко́кымшо,שני
689,dritter::A,ку́мшо,שלישי
690,letzter::A,пыта́ртыш,אחרון
691,allein::ADV,шкет,לבד
692,auf einmal::ADV,икана́ште,בו-זמנית
693,zusammen::ADV,пырля́,ביחד
694,lange::ADV,кужу́н,הרבה זמן
695,plötzlich::ADV,кенета́,לפתע
696,plötzlich::ADV,кенета́,פתאום
697,sofort::ADV,кызыта́к,מיד
698,später::ADV,варара́к,לאחר זמן
699,später::ADV,варара́к,יותר מאחר
700,jetzt::ADV,ы́нде,עכשיו
701,jetzt::ADV,кы́зыт,עכשיו
702,heute::ADV,та́че,היום
703,morgen::ADV,эрла́,מחר
704,bald::ADV,вашке́,בקרוב
705,dann::ADV,вара́,אחר-כך
706,gestern::ADV,теҥге́че,אתמול
707,einst::ADV,икана́,לפנים
708,damals::ADV,туна́м,אז
709,danach::ADV,вара́,אחר-כך
710,vorher::ADV,о́нчыч,לפני זה
711,zuerst::ADV,онда́к,קדם
712,einmal::ADV,икана́,פעם
713,manchmal::ADV,ка́шын,לפעמים
714,manchmal::ADV,кокла́н,לפעמים
715,oft::ADV,чӱ́чкыдын,לעתים קרובות
716,immer::ADV,эре́,תמיד
717,immer::ADV,ту́тыш,תמיד
718,niemals::ADV,ок нигуна́м,אף פעם
719,hier::ADV,ты́ште,כאן
720,hierhin::ADV,ты́шке,פה
721,hierhin::ADV,тыш,פה
722,von hier::ADV,тыше́ч,מפה
723,von hier::ADV,тыве́ч,מפה
724,dort::ADV,ту́што,שם
725,dorthin::ADV,туш,שם
726,dorthin::ADV,ту́шко,שם
727,geradeaus::ADV,вик,ישר
728,vorwärts::ADV,о́нчыко,קדימה
729,rückwärts::ADV,шеҥге́к,לאחור
