,Concept_ID,ce,el
55,Leber::N,доӏах,συκωτί
56,Atem::N,садеӏар,αναπνοή
57,Hunger::N,мацалла,πείνα
58,Träne::N,бӏаьрхи,δάκρυ
59,Geschmack::N,чам,γεύση
60,Geruch::N,хьожа,οσμή
61,Geruch::N,хьожа,μυρωδία
62,Schlaf::N,наб,ύπνος
63,Traum::N,гӏан,όνειρο
64,Himmel::N,стигал,ουρανός
65,Sonne::N,малх,ήλιος
66,Mond::N,бутт,σελήνη
67,Mond::N,бутт,φεγγάρι
68,Stern::N,седа,άστρο
69,Stern::N,седа,αστέρι
70,Luft::N,xӏаваъ,αέρας
71,Wind::N,мох,αέρας
72,Wind::N,мох,άνεμος
73,Welle::N,тулгӏе,κύμα
74,Wasser::N,хи,νερό
75,Stein::N,тӏулг,πέτρα
76,Boden::N,цӏенкъа,χώμα
77,Erde::N,латта,γη
78,Staub::N,чан,σκόνη
79,Rauch::N,кӏур,καπνός
80,Funke::N,суй,σπίθα
81,Funke::N,суй,σπινθήρας
82,Feuer::N,цӏе,φωτιά
83,Licht::N,серло,φως
84,Schatten::N,ӏиндагӏ,σκιά
85,Schatten::N,ӏиндагӏ,ίσκιος
86,Wetter::N,хенан хӏоттам,καιρός
87,Nebel::N,дохк,ομίχλη
88,Wolke::N,марха,σύννεφο
89,Regen::N,догӏа,βροχή
90,Schnee::N,ло,χιόνι
91,Eis::N,ша,πάγος
92,Frost::N,шело,παγωνία
93,Kälte::N,шело,κρύο
94,Kälte::N,шело,ψύχος
95,Hitze::N,йовхо,ζέστη
96,Raureif::N,йис,πάχνη
97,Regenbogen::N,стелаӏад,ουράνιο τόξο
98,Donner::N,ткъес,βροντή
99,Strömung::N,дӏаэхар,ρεύμα
100,Strömung::N,дӏасалелар,ρεύμα
101,Tropfen::N,тӏадам,στάλα
102,Schaum::N,чопа,αφρός
103,Schmutz::N,хатт,βρωμιά
104,See::N,ӏам,λίμνη
105,Sumpf::N,уьшал,βάλτος
106,Moor::N,уьшал,έλος
107,Wiese::N,бай,λιβάδι
108,Wald::N,хьун,δάσος
109,Hügel::N,гу,λόφος
110,Hügel::N,шу,λόφος
111,Hügel::N,барз,λόφος
112,Anhöhe::N,акъари,ύψωμα
113,Berg::N,лам,όρος
114,Berg::N,лам,βουνό
115,Gipfel::N,бохь,κορυφή
116,Höhle::N,хьех,σπηλιά
117,Abhang::N,басе,πλαγιά
118,Quelle::N,шовда,πηγή
119,Quelle::N,шовда,βρύση
120,Bach::N,татол,ρυάκι
121,Fluss::N,хи,ποτάμι
122,Fluss::N,хи,ποταμός
123,Ufer::N,хийист,όχθη
124,Küste::N,йист,ακτή
125,Küste::N,йист,ακρογιαλιά
126,Festland::N,латта,στεριά
127,Meer::N,xӏорд,θάλασσα
128,Bucht::N,чож,κόλπος
129,Insel::N,гӏайре,νησί
130,Insel::N,гӏайре,νήσος
131,Blume::N,зезаг,άνθος
132,Blume::N,зезаг,λουλούδι
133,Gras::N,буц,χόρτο
134,Gras::N,буц,χορτάρι
135,Wurzel::N,орам,ρίζα
136,Baum::N,дитт,δέντρο
137,Stamm::N,гӏад,κορμός
138,Stamm::N,тайпа,κορμός
139,Rinde::N,кевстиг,φλούδα
140,Ast::N,га,κλαδί
141,Zweig::N,га,κλαδί
142,Zweig::N,га,κλάδος
143,Blatt::N,гӏа,φύλλο
144,Birke::N,дакх,σημύδα
145,Kiefer[Baum]::N,бага,πεύκο
146,Weide[Baum]::N,дак,ιτιά
147,Tanne::N,база,έλατο
148,Horn::N,маӏа,κέρας
149,Horn::N,маӏа,κέρατο
150,Feder::N,пелаг,φτερό
151,Fell::N,цӏока,δέρμα
152,Fell::N,цӏока,τομάρι
153,Flügel::N,тӏам,πτερύγιο
154,Klaue::N,мӏара,κουλό
155,Kralle::N,тlод,νύχι
156,Schwanz::N,цӏога,ουρά
157,Ei::N,xӏoa,αβγό
158,Nest::N,бен,φωλιά
159,Bau::N,lуьрг,φωλιά
160,Tier::N,дийнат,ζώο
161,Herde::N,жа,κοπάδι
162,Kuh::N,етт,αγελάδα
163,Bulle::N,сту,ταύρος
164,Pferd::N,говр,άλογο
165,Schaf::N,жий,πρόβατο
166,Schaf::N,уьстагӏ,πρόβατο
167,Schwein::N,хьакха,γουρούνι
168,Hund::N,жӏаьла,σκυλί
169,Hund::N,жӏаьла,σκύλος
170,Katze::N,цициг,γάτα
171,Bär::N,ча,άρκτος
172,Bär::N,ча,αρκούδα
173,Eichhörnchen::N,тарсал,βερβερίτσα
174,Elch::N,сай,άλκη
175,Fuchs::N,цхьогал,αλεπού
176,Hase::N,пхьагал,λαγός
177,Maus::N,дахка,ποντικός
178,Wolf::N,борз,λύκος
179,Vogel::N,олхазар,πουλί
180,Huhn::N,котам,κότα
181,Huhn::N,котам,όρνιθα
182,Hahn::N,нӏаьна,πετεινός
183,Hahn::N,боргӏал,πετεινός
184,Gans::N,гӏаз,χήνα
185,Adler::N,aьрзу,αετός
186,Ente::N,бад,πάπια
187,Eule::N,бухӏа,κουκουβάγια
188,Kranich::N,гӏаргӏули,γερανός
189,Krähe::N,къиг,καρακάξα
190,Kuckuck::N,aттйокх,κούκος
191,Schwan::N,гӏургӏаз,κύκνος
192,Fisch::N,чӏара,ψάρι
193,Barsch::N,окунь,πέρκα
194,Hecht::N,гӏазкхийн чӏара,λούτσος
195,Schlange[Tier]::N,лаьхьа,φίδι
196,Wurm::N,нӏаьна,σκουλήκι
197,Spinne::N,гезг,αράχνη
198,Ameise::N,зингат,μυρμήγκι
199,Laus::N,меза,ψείρα
200,Laus::N,гӏениг,ψείρα
201,Mücke::N,чуьрк,κουνούπι
202,Fliege::N,моза,μύγα
203,Schmetterling::N,полла,πεταλούδα
204,Beere::N,цӏазам,ρόγα
205,Apfel::N,ӏаж,μήλο
206,Pilz::N,жӏаьлин нускал,μανιτάρι
207,Zwiebel::N,xох,κρεμμύδι
208,Saat::N,чlу,σπόρος
209,Korn::N,буьртиг,σπυρί
210,Heu::N,йол,σανός
211,Schale::N,пардо,τσόφλι
212,Grube::N,ор,λάκκος
213,Falle::N,кӏело,παγίδα
214,Spur::N,лар,ίχνος
215,Asche::N,чим,στάχτη
216,Dreck::N,мода,βρωμιά
217,Eisen::N,эчиг,σίδερο
218,Gold::N,деши,μάλαμα
219,Gold::N,деши,χρυσάφι
220,Silber::N,дети,ασήμι
221,Silber::N,дети,άργυρος
222,Kohle::N,кӏора,κάρβουνο
223,Glas::N,aнгали,γυαλί
224,Lehm::N,поппар,πηλός
225,Sand::N,гӏум,άμμος
226,Mensch::N,адам,άνθρωπος
227,Mann::N,майра,άνδρας
228,Frau::N,зуда,γυναίκα
229,Kind::N,бер,παιδί
230,Junge::N,жимха,αγόρι
231,Mädchen::N,жима йоӏ,κοπέλα
232,Mädchen::N,жима йоӏ,κορίτσι
233,Familie::N,доьзал,οικογένεια
234,Großvater::N,ненада,παππούς
235,Großmutter::N,денана,γιαγιά
236,Eltern::N,да-нана,γονείς
237,Vater::N,да,πατέρας
238,Mutter::N,нана,μητέρα
239,Sohn::N,кӏант,γιος
240,Tochter::N,йоӏ,κόρη
241,Bruder::N,ваша,αδελφός
242,Schwester::N,йиша,αδελφή
243,Onkel::N,деваша,θείος
244,Tante::N,дейиша,θεία
245,Ehemann::N,майра,σύζυγος
246,Ehefrau::N,зуда,σύζυγος
247,Freude::N,самукъа,χαρά
248,Freude::N,хазахетар,χαρά
249,Gelächter::N,белам,γέλια
250,Glück::N,ирс,ευτυχία
251,Kummer::N,бала,έγνοια
252,Wunsch::N,лаам,επιθυμία
253,Lust::N,лаам,όρεξη
254,Geist::N,са,πνέυμα
255,Gedanke::N,ойла,σκέψη
256,Gedächtnis::N,диццадалар,μνήμη
257,Verstand::N,хьекъал,νους
258,Sinn::N,маьӏна,νόημα
259,Grund::N,бахьана,λόγος
260,Wahrheit::N,бакъдерг,αλήθεια
261,Gespräch::N,къамел,συνομιλία
262,Märchen::N,туьйра,παραμύθι
263,Erzählung::N,дийцар,διήγημα
264,Nachricht::N,хаам,είδηση
265,Neuigkeit::N,керланиг,νέο
266,Name::N,цӏе,όνομα
267,Rätsel::N,хӏетал-метал,αίνιγμα
268,Rede::N,къамел,λόγος
269,Rede::N,къамел,ομιλία
270,Sprache::N,мотт,γλώσσα
271,Stimme::N,aз,φωνή
272,Wort::N,дош,λέξη
273,Zeichen::N,билгало,σημείο
274,Ruf::N,кхайкхар,κραυγή
275,Lärm::N,гӏовгӏа,θόρυβος
276,Laut::N,аз,ήχος
277,Ton::N,aз,ήχος
278,Ton::N,aз,τόνος
279,Lied::N,илли,τραγούδι
280,Ruhe::N,тийналла,ησυχία
281,Leute::N,нах,κόσμος
282,Leute::N,нах,άνθρωποι
283,Volk::N,халкъ,λαός
284,Arbeit::N,болх,εργασία
285,Gast::N,хьаша,επισκέπτης
286,Geschenk::N,совгӏат,δώρο
287,Spiel::N,ловзар,παιχνίδι
288,Gesellschaft::N,юкъаралла,κοινωνία
289,Hilfe::N,гӏо,βοήθεια
290,Freund::N,доттагl,φίλος
291,Kamerad::N,накъост,σύντροφος
292,Angelegenheit::N,гӏуллакх,υπόθεση
293,Anzahl::N,терахь,αριθμός
294,Stück::N,юьхк,κομμάτι
295,Teil::N,дакъа,μέρος
296,Hälfte::N,ах,μισό
297,Kreis::N,го,κύκλος
298,Kreuz::N,жӏара,σταυρός
299,Linie::N,сиз,γραμμή
300,Strich::N,сиз,γραμμή
301,Abstand::N,юкъ,απόσταση
302,Gegend::N,мeттиг,περιοχή
303,Gegend::N,мeттиг,τοποθεσία
304,Platz::N,майда,χώρος
305,Ort::N,меттиг,τόπος
306,Seite::N,aгӏo,πλευρά
307,Mitte::N,юкъ,μέση
308,Gegenstand::N,хӏума,αντικείμενο
309,Sache::N,хӏума,πράγμα
310,Rand::N,йист,άκρη
311,Rand::N,йист,χείλος
312,Kante::N,йист,άκρη
313,Ecke::N,са,γωνιά
314,Spitze::N,ралла,μύτη
315,Ende::N,юьхьиг,άκρη
316,Loch::N,ӏуьрг,τρύπα
317,Winkel::N,са,γωνία
318,Muster::N,дагар,σχέδιο
319,Muster::N,тӏамар,σχέδιο
320,Größe::N,барам,μέγεθος
321,Länge::N,йохалла,μήκος
322,Höhe::N,локхалла,ύψος
323,Gewicht::N,йозалла,βάρος
324,Menge::N,дукхалла,ποσότητα
325,Haufen::N,сал,σωρός
326,Haufen::N,оьла,σωρός
327,Reihe::N,рагӏ,αράδα
328,Reihe::N,могӏа,αράδα
329,Boot::N,кема,βάρκα
330,Ruder::N,пийсиг,κουπί
331,Schlitten::N,салаз,έλκηθρο
332,Ski::N,когсалаз,σκι
333,Lagerfeuer::N,цӏе,φωτιά
334,Last::N,дукъ,φορτίο
335,Gang::N,лелар,δρόμος
336,Schritt::N,гӏулч,βήμα
337,Norden::N,къилбаседе,βορράς
338,Süden::N,къилбе,νότος
339,Westen::N,малхбузе,δύση
340,Osten::N,малхбале,ανατολή
341,Holz::N,дечиг,ξύλο
342,Brett::N,у,σανίδι
343,Platte::N,у,πλάκα
344,Stütze::N,гӏopтоp,στήριγμα
345,Stange::N,гӏуркх,ραβδί
346,Stange::N,гӏуркх,κοντός
347,Stock::N,ӏаса,ξύλο
348,Stock::N,ӏаса,μπαστούνι
349,Stab::N,гӏаж,ραβδί
350,Rohr::N,биргӏа,σωλήνας
351,Haus::N,цӏа,σπίτι
352,Heim::N,кхерч,σπίτι
353,Ofen::N,кхерч,σόμπα
354,Ofen::N,кхерч,θερμάστρα
355,Fußboden::N,цӏенкъа,πάτωμα
356,Tisch::N,шун,τραπέζι
357,Stuhl::N,гӏант,καρέκλα
358,Wiege::N,ага,κούνια
359,Bett::N,маьнга,κρεβάτι
360,Regal::N,терхи,ράφι
361,Kiste::N,яьшка,κιβώτιο
362,Fenster::N,кор,παράθυρο
363,Tür::N,неӏ,πόρτα
364,Tor::N,ков,πύλη
365,Zaun::N,керт,φράχτης
366,Dach::N,тхов,στέγη
367,Leiter::N,лами,σκάλα
368,Leiter::N,лами,κλίμακα
369,Besen::N,нуй,σκούπα
370,Spaten::N,бел,φτυάρι
371,Schaufel::N,аьшкал,φτυάρι
372,Gabel::N,мӏара,πιρούνι
373,Löffel::N,ӏайг,κουτάλι
374,Messer::N,урс,μαχαίρι
375,Nagel::N,хьостам,καρφί
376,Netz::N,бой,δίχτυ
377,Haken::N,мӏара,γάντζος
378,Haken::N,мӏара,αγκίστρι
379,Schloss::N,чӏега,κλειδαριά
380,Bild::N,сурт,εικόνα
381,Puppe::N,тайниг,κούκλα
382,Beutel::N,гали,πουγγί
383,Bündel::N,кочар,δεμάτι
384,Tasche::N,тӏоьрмиг,τσάντα
385,Eimer::N,чийлик,κουβάς
386,Deckel::N,негӏар,καπάκι
387,Geschirr::N,пхьегӏа,σκεύη
388,Sack::N,гали,σάκος
389,Tasse::N,кад,φλιτζάνι
390,Topf::N,яй,χύτρα
391,Kessel::N,яй,καζάνι
392,Essen::N,юург,φαγητό
393,Nahrung::N,кхача,τροφή
394,Speise::N,юург,φαγητό
395,Fleisch::N,жижиг,κρέας
396,Getreide::N,буьртиг,σιτάρι
397,Brei::N,xудар,χυλός
398,Brot::N,бепиг,ψωμί
399,Brot::N,бепиг,άρτος
400,Brot::N,кхаллар,ψωμί
401,Brot::N,кхаллар,άρτος
402,Scheibe::N,цастар,φέτα
403,Fett::N,мохь,πάχος
404,Butter::N,налха,βούτυρο
405,Öl::N,даьтта,λάδι
406,Salz::N,туьха,αλάτι
407,Suppe::N,чорпа,σούπα
408,Honig::N,моз,μέλι
409,Milch::N,шура,γάλα
410,Tee::N,чай,τσάι
411,Leder::N,цӏока,πετσί
412,Wolle::N,тӏapгӏa,μαλλί
413,Stoff::N,кӏади,ύφασμα
414,Nadel::N,маха,βελόνα
415,Faden::N,тай,κλωστή
416,Knopf::N,нуьйда,κουμπί
417,Knoten::N,шад,κόμπος
418,Farbe::N,сир,μπογιά
419,Farbe::N,басар,μπογιά
420,Kleidung::N,бедар,ρούχα
421,Kleidung::N,бедар,ενδυμασία
422,Hemd::N,коч,πουκάμισο
423,Kragen::N,кач,κολάρο
424,Ärmel::N,пхьош,μανίκι
425,Hose::N,хеча,πανταλόνι
426,Gürtel::N,доьхка,ζώνη
427,Mütze::N,куй,σκούφος
428,Schuh::N,мача,παπούτσι
429,Stiefel::N,этка,μπότα
430,Ring::N,чӏуг,δαχτυλίδι
431,Band::N,лента,κορδέλα
432,Kamm::N,ехк,χτένα
433,Spiegel::N,куьзга,καθρέφτης
434,Riemen::N,доьхка,λουρί
435,Schnur::N,муш,κορδόνι
436,Leine::N,кочатосу доьхка,σχοινί
437,Decke::N,юргӏа,κουβέρτα
438,Kissen::N,гIайба,μαξιλάρι
439,Tuch::N,исхар,πανί
440,Tuch::N,исхар,μαντήλι
441,Handtuch::N,гата,πετσέτα
442,Kraft::N,гӏора,δύναμη
443,Stärke::N,гӏап,ισχύς
444,Stärke::N,гӏап,δύναμη
445,Gesundheit::N,могашалла,υγεία
446,Krankheit::N,цамгар,αρρώστια
447,Schmerz::N,лазар,πόνος
448,Wunde::N,чов,πληγή
449,Fieber::N,xорша,πυρετός
450,Arznei::N,молха,φάρμακο
451,Brücke::N,тӏай,γέφυρα
452,Brunnen::N,гӏу,πηγάδι
453,Weide::N,дак,βοσκή
454,Pfad::N,тача,μονοπάτι
455,Weg::N,некъ,δρόμος
456,Straße::N,урам,οδός
457,Straße::N,урам,δρόμος
458,Dorf::N,юрт,χωριό
459,Stadt::N,гӏала,πόλη
460,Brief::N,кехат,γράμμα
461,Brief::N,кехат,επιστολή
462,Buch::N,жайна,βιβλίο
463,Buchstabe::N,элп,γράμμα
464,Zeitung::N,газет,εφημερίδα
465,Leben::N,дахар,ζωή
466,Leben::N,дахар,βίος
467,Tod::N,далар,θάνατος
468,Tod::N,ӏожалла,θάνατος
469,Grab::N,каш,τάφος
470,Kirche::N,килс,εκκλησία
471,Sünde::N,къа,αμαρτία
472,Gott::N,дела,θεός
473,Arbeiter::N,белхало,εργάτης
474,Chef::N,хьаькам,προϊστάμενος
475,Meister::N,говзанча,μάστορας
476,Meister::N,говзанча,αρχιτεχνίτης
477,Arzt::N,лор,γιατρός
478,Lehrer::N,хьехархо,δάσκαλος
479,Geld::N,aхча,λεφτά
480,Geld::N,aхча,χρήματα
481,Geschäft::N,туька,συναλλαγή
482,Laden::N,туька,μαγαζί
483,Laden::N,туька,κατάστημα
484,Preis::N,мах,τιμή
485,Ware::N,хlума,εμπόρευμα
486,Nutzen::N,пайда,όφελος
487,Reichtum::N,хьал,πλούτος
488,Welt::N,дуьне,κόσμος
489,Land::N,мохк,χώρα
490,Staat::N,пачхьалкх,κράτος
491,Staat::N,пачхьалкх,πολιτεία
492,König::N,паччахь,βασιλιάς
493,Macht::N,ӏедал,εξουσία
494,Grenze::N,доза,σύνορα
495,Krieg::N,тӏом,πόλεμος
496,Feind::N,мостагӏ,εχθρός
497,Gewalt::N,гӏело,βία
498,Kampf::N,къийсам,αγώνας
499,Pfeil::N,пха,σαΐτα
500,Gewehr::N,топ,τουφέκι
501,Fehler::N,гӏалат,λάθος
502,Fehler::N,гӏалат,σφάλμα
503,Lüge::N,аьшпаш,ψέμα
504,Lüge::N,аьшпаш,ψεύδος
505,Schaden::N,зен,ζημία
506,Unglück::N,бала,δυστυχία
507,Schuld::N,бехк,ενοχή
508,Schuld::N,бехк,φταίξιμο
509,Alter::N,хан,ηλικία
510,Schluss::N,чакхе,τέλος
511,Zeit::N,хан,χρόνος
512,Tag::N,де,μέρα
513,Tag::N,де,ημέρα
514,Morgen::N,ӏуьйре,πρωί
515,Mittag::N,делкъе,μεσημέρι
516,Abend::N,суьйре,βράδυ
517,Nacht::N,буьйса,νύχτα
518,Woche::N,кӏира,εβδομάδα
519,Monat::N,бутт,μήνας
520,Jahr::N,шо,έτος
521,Jahr::N,шо,χρόνος
522,Frühling::N,бӏаьсте,άνοιξη
523,Sommer::N,аьхке,καλοκαίρι
524,Herbst::N,гуьйре,φθινόπωρο
525,Winter::N,ӏа,χειμώνας
526,Januar::N,январь,Ιανουάριος
527,Februar::N,февраль,Φεβρουάριος
528,März::N,март,Μάρτιος
529,April::N,апрель,Απρίλιος
530,Mai::N,май,Μάιος
531,Juni::N,июнь,Ιούνιος
532,Juli::N,июль,Ιούλιος
533,August::N,август,Αύγουστος
534,September::N,сентябрь,Σεπτέμβριος
535,Oktober::N,октябрь,Οκτώβριος
536,November::N,ноябрь,Νοέμβριος
537,Dezember::N,декабрь,Δεκέμβριος
538,Montag::N,оршот,Δευτέρα
539,Dienstag::N,шинара,Τρίτη
540,Mittwoch::N,кхаара,Τετάρτη
541,Donnerstag::N,еара,Πέμπτη
542,Freitag::N,пӏераска,Παρασκευή
543,Samstag::N,шот,Σάββατο
544,Sonntag::N,кӏиранде,Κυριακή
545,groß::A,доккха,μεγάλος
546,klein::A,кегий,μικρός
547,lang::A,еха,μακρύς
548,kurz::A,доца,κοντός
549,breit::A,шуьйра,φαρδύς
550,schmal::A,готта,στενός
551,dicht::A,луьста,πυκνός
552,dick[Gegenstand]::A,стомма,παχύς
553,dick[Gegenstand]::A,стомма,χοντρός
554,dünn::A,дуткъа,ψιλός
555,dünn::A,дуткъа,λεπτός
556,fein::A,ховха,ψιλός
557,fest::A,чӏогӏа,στερεός
558,flach::A,чӏапа,επίπεδος
559,glatt::A,шера,λείος
560,glatt::A,шера,ομαλός
561,hart::A,чӏогӏa,σκληρός
562,weich::A,кӏеда,μαλακός
563,rund::A,горга,στρογγυλός
564,spitz::A,ира,μυτερός
565,scharf::A,ира,κοφτερός
566,stumpf::A,аьртa,αμβλύς
567,schwer::A,деза,βαρύς
568,schön::A,хаза,ωραίος
569,schön::A,хаза,όμορφος
570,heiß::A,довха,ζεστός
571,warm::A,довха,θερμός
572,kalt::A,шийла,κρύος
573,kalt::A,шийла,ψυχρός
574,kühl::A,шийла,δροσερός
575,frisch::A,керла,νωπός
576,frisch::A,керла,φρέσκος
577,feucht::A,тӏуьна,υγρός
578,nass::A,тӏеда,βρεγμένος
579,trocken::A,eкъа,ξηρός
580,trocken::A,eкъа,στεγνός
581,voll::A,дуьзна,γεμάτος
582,leer::A,яьсса,άδειος
583,offen::A,диллина,ανοιχτός
584,geschlossen::A,дӏакъевлина,κλειστός
585,geschlossen::A,дӏачӏагӏдина,κλειστός
586,sauber::A,цӏена,καθαρός
587,schmutzig::A,боьха,βρώμικος
588,schmutzig::A,боьха,λερωμένος
589,roh::A,буьйда,ωμός
590,reif::A,хилла,ώριμος
591,lecker::A,чоме,νόστιμος
592,süß::A,мерза,γλυκός
593,bitter::A,къаьхьа,πικρός
594,sauer::A,муьста,ξινός
595,hell::A,сирла,φωτεινός
596,dunkel::A,бодане,σκοτεινός
597,schwarz::A,ӏаьржа,μαύρος
598,schwarz::A,ӏаьржа,μελανός
599,weiß::A,кӏайн,άσπρος
600,rot::A,цӏен,κόκκινος
601,gelb::A,можа,κίτρινος
602,blau::A,сийна,μπλε
603,blau::A,сийна,γαλανός
604,grün::A,баьццара,πράσινος
605,grau::A,cира,γκρίζος
606,grau::A,мокха,γκρίζος
607,bunt::A,къорза,ποικιλόχρωπος
608,billig::A,дораха,φτηνός
609,teuer::A,деза,ακριβός
610,wertvoll::A,мехала,πολύτιμος
611,blind::A,бӏаьрзе,τυφλός
612,taub::A,къора,κουφός
613,kräftig::A,нуьцкъала,δυνατός
614,stark::A,зоьртала,γερός
615,stark::A,нуьцкъала,γερός
616,schwach::A,гӏорасиза,αδύνατος
617,fett::A,дерстана,παχύς
618,schlank::A,куц долу,λεπτός
619,schlank::A,куц долу,λυγερός
620,hübsch::A,хаза,όμορφος
621,hübsch::A,хаза,χαριτωμένος
622,böse::A,вон,κακός
623,dumm::A,сонта,κουτός
624,dumm::A,сонта,ανόητος
625,faul::A,мало ен,τεμπέλης
626,fleißig::A,тӏера,εργατικός
627,geizig::A,пис,τσιγγούνης
628,geizig::A,сутара,τσιγγούνης
629,klug::A,хьекъале,έξυπνος
630,geschickt::A,тӏахъаьлла,επιδέξιος
631,lieb::A,хьоме,φίλος
632,lieb::A,хьоме,αγαπητός
633,lustig::A,самукъане,εύθυμος
634,lustig::A,самукъане,χαρούμενος
635,sanft::A,кlеда,ήπιος
636,hungrig::A,меца,πεινασμένος
637,krank::A,цомгуш долу,άρρωστος
638,nackt::A,дерзана,γυμνός
639,traurig::A,самукъане воцу,λυπημένος
640,lebendig::A,дийна,ζωντανός
641,gut::A,дика,καλός
642,schlecht::A,вон,κακός
643,richtig::A,нийса,σωστός
644,schlimm::A,вон,άσχημος
645,wahr::A,бакъдолу,αληθής
646,wahr::A,бакъдолу,αληθινός
647,alt::A,къена,παλιός
648,neu::A,керла,νέος
649,neu::A,керла,καινούργιος
650,ehemalig::A,хилла,παλιός
651,alt[Lebewesen]::A,къена,γέρος
652,jung::A,къона,νέος
653,arm::A,къен,φτωχός
654,reich::A,хьоле,πλούσιος
655,bekannt::A,девзаш долу,γνωστός
656,berühmt::A,цӏеяхана,περίφημος
657,berühmt::A,цӏеяхана,ξακουσμένος
658,fremd::A,нехан,ξένος
659,verschieden::A,тайп-тайпанара,διαφορετικός
660,nah::A,гергара,κοντινός
661,fern::A,гена,μακριά
662,fern::A,генара,μακριά
663,linker::A,аьрру,αριστερός
664,rechter::A,аьтту,δεξιός
665,anderer::A,кхин,άλλος
666,erster::A,хьалхара,πρώτος
667,zweiter::A,шолгIа,δεύτερος
668,dritter::A,кхоалгӏа,τρίτος
669,letzter::A,тӏаьххьара,τελευταίος
670,allein::ADV,цхьаъ,μόνος
671,auf einmal::ADV,цу сохьтта,εφάπαξ
672,zusammen::ADV,цхьана,μαζί
673,lange::ADV,дукха,πολύν καιρό
674,plötzlich::ADV,цIеххьана,έξαφνα
675,sofort::ADV,цу сохьтта,αμέσως
676,später::ADV,тӏаьхьо,αργότερα
677,jetzt::ADV,хӏинца,τώρα
678,heute::ADV,тахана,σήμερα
679,morgen::ADV,кхана,αύριο
680,bald::ADV,кеста,σε λίγο
681,bald::ADV,кеста,εντός ολίγου
682,dann::ADV,тӏаккха,ύστερα
683,gestern::ADV,селхана,χτες
684,einst::ADV,цкъа,ποτέ
685,einst::ADV,цкъа,άλλοτε
686,damals::ADV,хӏетахьь,τότε
687,danach::ADV,тӏаккха,μετά
688,danach::ADV,тӏаккха,ύστερα
689,vorher::ADV,хьалхa,πριν
690,vorher::ADV,хьалхa,προηγουμένως
691,zuerst::ADV,хьалха,πρώτα
692,einmal::ADV,цкъа,μία φορά
693,manchmal::ADV,цкъаццкъа,κάποτε
694,oft::ADV,кест-кеста,συχνά
695,oft::ADV,кест-кеста,πολλές φορές
696,immer::ADV,даим,πάντα
697,immer::ADV,даим,πάντοτε
698,niemals::ADV,цкъа а,ποτέ
699,hier::ADV,кхузахь,εδώ
700,hierhin::ADV,кхуза,εδώ
701,von hier::ADV,кхузара,από δω
702,dort::ADV,цигахь,εκεί
703,dorthin::ADV,цига,προς τα κει
704,geradeaus::ADV,нийса дӏа,κατευθείαν
705,vorwärts::ADV,хьалха,εμπρός
706,rückwärts::ADV,юха,πίσω
707,zurück::ADV,юха,πίσω
708,unten::ADV,лахахь,κάτω
709,hinab::ADV,охьа,προς τα κάτω
710,oben::ADV,лакхахь,πάνω
711,oben::ADV,лакхахь,επάνω
712,hinauf::ADV,хьала,προς τα πάνω
713,überall::ADV,массанхьа,παντού
714,nicht::ADV,ца,δεν
