,Concept_ID,hy,fr
425,Leiter::N,սանդուղք,échelle
426,Besen::N,ավել,balai
427,Spaten::N,բահ,bêche
428,Schaufel::N,թի,pelle
429,Gabel::N,պատառաքաղ,fourchette
430,Löffel::N,գդալ,cuiller
431,Messer::N,դանակ,couteau
432,Nagel::N,մեխ,clou
433,Netz::N,ցանց,filet
434,Haken::N,կարթ,croc
435,Haken::N,կարթ,crochet
436,Griff::N,կոթ,prise
437,Griff::N,կոթ,manche
438,Griff::N,բռնակ,prise
439,Griff::N,բռնակ,manche
440,Schloss::N,կողպեք,serrure
441,Bild::N,նկար,image
442,Bild::N,նկար,tableau
443,Bild::N,պատկեր,image
444,Bild::N,պատկեր,tableau
445,Figur::N,քանդակ,figure
446,Figur::N,պատկեր,figure
447,Puppe::N,տիկնիկ,poupée
448,Beutel::N,տոպրակ,sac
449,Beutel::N,տոպրակ,petit sac
450,Bündel::N,կապոց,paquet
451,Bündel::N,կապոց,faisceau
452,Tasche::N,պայուսակ,sac
453,Eimer::N,դույլ,seau
454,Deckel::N,կափարիչ,couvercle
455,Geschirr::N,ամանեղեն,vaisselle
456,Sack::N,պարկ,sac
457,Sack::N,տոպրակ,sac
458,Tasse::N,թաս,tasse
459,Tasse::N,գավաթ,tasse
460,Topf::N,անոթ,pot
461,Topf::N,անոթ,marmite
462,Kessel::N,կաթսա,chaudron
463,Essen::N,կերակուր,repas
464,Essen::N,կերակուր,manger
465,Nahrung::N,ուտելիք,nourriture
466,Speise::N,խորտիկ,plat
467,Speise::N,կերակուր,plat
468,Fleisch::N,միս,viande
469,Getreide::N,հացահատիկ,blé
470,Getreide::N,հացահատիկ,céréales
471,Brei::N,լանդակ,purée
472,Brei::N,լանդակ,bouillie
473,Brot::N,հաց,pain
474,Scheibe::N,կտոր,tranche
475,Scheibe::N,պատառ,tranche
476,Fett::N,ճարպ,graisse
477,Butter::N,կարագ,beurre
478,Öl::N,ձեթ,huile
479,Salz::N,աղ,sel
480,Suppe::N,սուպ,soupe
481,Suppe::N,սուպ,potage
482,Suppe::N,ապուր,soupe
483,Suppe::N,ապուր,potage
484,Honig::N,մեղր,miel
485,Milch::N,կաթ,lait
486,Tee::N,թեյ,thé
487,Leder::N,կաշի,cuir
488,Wolle::N,բուրդ,laine
489,Stoff::N,գործվածք,tissu
490,Stoff::N,գործվածք,étoffe
491,Nadel::N,ասեղ,aiguille
492,Faden::N,թել,fil
493,Knopf::N,կոճակ,bouton
494,Knoten::N,հանգույց,nœud
495,Farbe::N,ներկ,peinture
496,Kleidung::N,հագուստ,vêtements
497,Kleidung::N,հագուստ,habillement
498,Hemd::N,վերնաշապիկ,chemise
499,Kragen::N,օձիք,col
500,Ärmel::N,թեւք,manche
501,Hose::N,շալվար,pantalon
502,Gürtel::N,գոտի,ceinture
503,Mütze::N,կեպի,bonnet
504,Mütze::N,կեպի,casquette
505,Schuh::N,կոշիկ,soulier
506,Schuh::N,կոշիկ,chaussure
507,Stiefel::N,երկարաճիթ կոշիկ,botte
508,Ring::N,զնգալ,bague
509,Band::N,ժապավեն,ruban
510,Kamm::N,սանր,peigne
511,Spiegel::N,հայելի,glace
512,Spiegel::N,հայելի,miroir
513,Riemen::N,փոկ,lanière
514,Riemen::N,փոկ,courroie
515,Schnur::N,լար,corde
516,Schnur::N,լար,ficelle
517,Leine::N,փոկ,laisse
518,Decke::N,վերմակ,couverture
519,Kissen::N,բարձ,oreiller
520,Tuch::N,թաշկինակ,drap
521,Tuch::N,թաշկինակ,fichu
522,Handtuch::N,սրբիչ,serviette
523,Handtuch::N,սրբիչ,essuie-mains
524,Kraft::N,ուժ,force
525,Stärke::N,պնդություն,vigueur
526,Stärke::N,ամրություն,vigueur
527,Gesundheit::N,առողջություն,santé
528,Krankheit::N,ախտ,maladie
529,Krankheit::N,հիվանդություն,maladie
530,Schmerz::N,ցավ,douleur
531,Schmerz::N,տանջանք,douleur
532,Wunde::N,վերք,plaie
533,Wunde::N,վերք,blessure
534,Fieber::N,տենդ,fièvre
535,Arznei::N,դեղ,remède
536,Arznei::N,դեղ,médecine
537,Brücke::N,կամուրջ,pont
538,Brunnen::N,հոր,puits
539,Brunnen::N,ջրհոր,puits
540,Weide::N,արոտավայր,pâturage
541,Pfad::N,արահետ,sentier
542,Weg::N,ուղի,voie
543,Weg::N,ուղի,chemin
544,Straße::N,ճանապարհ,route
545,Dorf::N,գյուղ,village
546,Stadt::N,քաղաք,cité
547,Stadt::N,քաղաք,ville
548,Brief::N,նամակ,lettre
549,Buch::N,գիրք,livre
550,Buchstabe::N,տառ,lettre
551,Buchstabe::N,տառ,caractère
552,Buchstabe::N,գիր,lettre
553,Buchstabe::N,գիր,caractère
554,Zeitung::N,լրագիր,journal
555,Leben::N,կյանք,vie
556,Tod::N,մահ,mort
557,Grab::N,գերեզման,tombe
558,Kirche::N,եկեղեցի,église
559,Sünde::N,մեղք,péché
560,Gott::N,աստված,dieu
561,Arbeiter::N,բանվոր,ouvrier
562,Arbeiter::N,բանվոր,travailleur
563,Arbeiter::N,աշխատող,ouvrier
564,Arbeiter::N,աշխատող,travailleur
565,Chef::N,տեր,chef
566,Chef::N,տեր,patron
567,Meister::N,վարպետ,maître
568,Arzt::N,բժիշկ,médecin
569,Lehrer::N,ուսուցիչ,professeur
570,Lehrer::N,ուսուցիչ,instituteur
571,Geld::N,փող,argent
572,Geschäft::N,գործ,affaire
573,Geschäft::N,գործ,commerce
574,Geschäft::N,աշխատանք,affaire
575,Geschäft::N,աշխատանք,commerce
576,Laden::N,կրպակ,magasin
577,Laden::N,կրպակ,boutique
578,Laden::N,խանութ,magasin
579,Laden::N,խանութ,boutique
580,Preis::N,գին,prix
581,Ware::N,ապրանք,marchandise
582,Nutzen::N,օգուտ,profit
583,Reichtum::N,հարստություն,richesse
584,Welt::N,աշխարհ,monde
585,Land::N,երկիր,pays
586,Staat::N,պետություն,État
587,König::N,արքա,roi
588,König::N,թագավոր,roi
589,Macht::N,իշխանություն,pouvoir
590,Macht::N,իշխանություն,puissance
591,Grenze::N,սահման,frontière
592,Krieg::N,պատերազմ,guerre
593,Feind::N,թշնամի,ennemi
594,Gewalt::N,բռնություն,violence
595,Gewalt::N,սաստկություն,violence
596,Kampf::N,մարտ,lutte
597,Kampf::N,մարտ,combat
598,Bogen[Waffe]::N,աղեղ,arc
599,Pfeil::N,նետ,flèche
600,Gewehr::N,հրացան,fusil
601,Fehler::N,սխալ,faute
602,Fehler::N,սխալ,erreur
603,Lüge::N,սուտ,mensonge
604,Schaden::N,վնաս,dégât
605,Schaden::N,վնաս,dommage
606,Unglück::N,դժբախտություն,malheur
607,Schuld::N,պակասություն,faute
608,Schuld::N,պակասություն,culpabilité
609,Alter::N,հասակ,âge
610,Schluss::N,վերջ,fin
611,Schluss::N,վախճան,fin
612,Zeit::N,ժամանակ,temps
613,Tag::N,օր,jour
614,Tag::N,օր,journée
615,Morgen::N,առավոտ,matin
616,Morgen::N,առավոտ,matinée
617,Mittag::N,կեսօր,midi
618,Abend::N,երեկո,soir
619,Abend::N,երեկո,soirée
620,Nacht::N,գիշեր,nuit
621,Woche::N,շաբաթ,semaine
622,Monat::N,ամիս,mois
623,Jahr::N,տարի,an
624,Jahr::N,տարի,année
625,Frühling::N,գարուն,printemps
626,Sommer::N,ամառ,été
627,Herbst::N,աշուն,automne
628,Winter::N,ձմեռ,hiver
629,Januar::N,հունվար,janvier
630,Februar::N,փետրվար,février
631,März::N,մարտ,mars
632,April::N,ապրիլ,avril
633,Mai::N,մայիս,mai
634,Juni::N,հունիս,juin
635,Juli::N,հուլիս,juillet
636,August::N,օգոստոս,août
637,September::N,սեպտեմբեր,septembre
638,Oktober::N,հոկտեմբեր,octobre
639,November::N,նոյեմբեր,novembre
640,Dezember::N,դեկտեմբեր,décembre
641,Montag::N,երկուշաբթի,lundi
642,Dienstag::N,երեքշաբթի,mardi
643,Mittwoch::N,չորեքշաբթի,mercredi
644,Donnerstag::N,հինգշաբթի,jeudi
645,Freitag::N,ուրբաթ,vendredi
646,Samstag::N,շաբաթ,samedi
647,Sonntag::N,կիրակի,dimanche
648,groß::A,մեծ,grand
649,groß::A,խոշոր,grand
650,klein::A,պստիկ,petit
651,klein::A,փոքրիկ,petit
652,lang::A,երկար,long
653,kurz::A,կարճ,court
654,breit::A,լայն,large
655,schmal::A,նեղ,étroit
656,dicht::A,խիտ,dense
657,dick[Gegenstand]::A,հաստ,épais
658,dünn::A,բարակ,mince
659,fein::A,նուրբ,fin
660,fein::A,նուրբ,menu
661,fest::A,ամուր,ferme
662,fest::A,ամուր,solide
663,fest::A,պինդ,ferme
664,fest::A,պինդ,solide
665,flach::A,տափակ,plat
666,glatt::A,հարթ,poli
667,glatt::A,հարթ,lisse
668,hart::A,կարծր,dur
669,weich::A,մեղմ,mou
670,weich::A,փափուկ,mou
671,rund::A,կլոր,rond
672,spitz::A,սրածայր,aigu
673,spitz::A,սրածայր,pointu
674,scharf::A,սուր,tranchant
675,stumpf::A,գուլ,mousse
676,stumpf::A,գուլ,émoussé
677,schwer::A,ծանր,lourd
678,schwer::A,ծանր,pesant
679,schön::A,սիրուն,beau
680,schön::A,գեղեցիկ,beau
681,heiß::A,թեժ,chaud
682,heiß::A,թեժ,très chaud
683,warm::A,տաք,chaud
684,warm::A,ջերմ,chaud
685,kalt::A,ցուրտ,froid
686,kühl::A,զով,frais
687,frisch::A,թարմ,frais
688,feucht::A,ղոնավ,humide
689,nass::A,թաց,mouillé
690,trocken::A,ցամաք,sec
691,voll::A,լի,plein
692,voll::A,լի,rempli
693,voll::A,լիքը,plein
694,voll::A,լիքը,rempli
695,leer::A,դատարկ,vide
696,offen::A,բաց,ouvert
697,geschlossen::A,գոց,clos
698,geschlossen::A,գոց,fermé
699,sauber::A,մաքուր,net
700,sauber::A,մաքուր,propre
701,schmutzig::A,կեղտոտ,sale
702,schmutzig::A,կեղտոտ,crasseux
703,roh::A,հում,cru
704,roh::A,հում,brut
705,reif::A,հասած,mûr
706,reif::A,հասուն,mûr
707,lecker::A,համեղ,délicieux
708,lecker::A,համեղ,appétissant
709,süß::A,անուշ,doux
710,bitter::A,կծու,amer
711,sauer::A,թթու,aigre
712,sauer::A,թթված,aigre
713,hell::A,պայծառ,clair
714,hell::A,խելամիտ,clair
715,dunkel::A,մութ,sombre
716,schwarz::A,սեւ,noir
717,weiß::A,սպիտակ,blanc
718,rot::A,կարմիր,rouge
719,gelb::A,դեղին,jaune
720,blau::A,կապույտ,bleu
721,grün::A,կանաչ,vert
722,grau::A,գորշ,gris
723,bunt::A,գոյնզգոյն,multicolore
724,billig::A,էժան,bon marché
725,teuer::A,թանկ,cher
726,wertvoll::A,թանկարժեք,précieux
727,blind::A,կույր,aveugle
728,taub::A,խուլ,sourd
729,kräftig::A,հզոր,fort
730,kräftig::A,հզոր,vigoureux
731,stark::A,ուժեղ,fort
732,stark::A,ուժեղ,puissant
733,schwach::A,տկար,faible
734,schwach::A,թույլ,faible
735,fett::A,գեր,gras
736,schlank::A,նիհար,svelte
737,hübsch::A,գրավիչ,joli
738,hübsch::A,սիրունիկ,joli
739,böse::A,չար,mauvais
740,dumm::A,հիմար,sot
741,dumm::A,հիմար,bête
742,faul::A,ծույլ,fainéant
743,faul::A,ծույլ,paresseux
744,fleißig::A,ջանասեր,appliqué
745,fleißig::A,փութաջան,appliqué
746,geizig::A,ագահ,avare
747,geizig::A,կծծի,avare
748,klug::A,խելոք,intelligent
749,klug::A,ընդունակ,intelligent
750,geschickt::A,ճարտար,habile
751,lieb::A,սիրելի,cher
752,lieb::A,սիրելի,gentil
753,lustig::A,զվարթ,gai
754,lustig::A,զվարթ,joyeux
755,sanft::A,հեզ,doux
756,hungrig::A,քաղցած,affamé
757,krank::A,հիվանդ,malade
758,nackt::A,մերկ,nu
759,traurig::A,տխուր,triste
760,lebendig::A,կենդանի,vivant
761,gut::A,լավ,bon
762,schlecht::A,վատ,mauvais
763,richtig::A,ձիշտ,juste
764,richtig::A,ձիշտ,correct
765,schlimm::A,լղրճուկ,grave
766,schlimm::A,լղրճուկ,mauvais
767,wahr::A,ճիշտ,vrai
768,wahr::A,ճիշտ,véritable
769,wahr::A,իրական,vrai
770,wahr::A,իրական,véritable
771,alt::A,հին,vieux
772,neu::A,նոր,neuf
773,neu::A,նոր,nouveau
774,ehemalig::A,նախկին,ancien
775,alt[Lebewesen]::A,ծեր,âgé
776,alt[Lebewesen]::A,ծեր,vieux
777,alt[Lebewesen]::A,պառավ,âgé
