,Concept_ID,sq,tr
337,Lärm::N,zhurmë,şamata
338,Lärm::N,zhurmë,gürültü
339,Laut::N,tingull,ses
340,Ton::N,ton,ses
341,Lied::N,këngë,türkü
342,Ruhe::N,qetësi,sakinlik
343,Leute::N,botë,halk
344,Leute::N,botë,insanlar
345,Leute::N,njerëz,halk
346,Leute::N,njerëz,insanlar
347,Volk::N,popull,ulus
348,Volk::N,popull,millet
349,Arbeit::N,punë,iş
350,Arbeit::N,punë,çalışma
351,Gast::N,mik,konuk
352,Gast::N,mik,misafir
353,Gast::N,mysafir,konuk
354,Gast::N,mysafir,misafir
355,Geschenk::N,dhuratë,hediye
356,Geschenk::N,dhuratë,armağan
357,Geschenk::N,peshqesh,hediye
358,Geschenk::N,peshqesh,armağan
359,Spiel::N,lojë,oyun
360,Gesellschaft::N,shoqëri,çevre
361,Gesellschaft::N,shoqëri,arkadaşlık
362,Hilfe::N,ndihmë,yardım
363,Freund::N,mik,dost
364,Freund::N,mik,arkadaş
365,Kamerad::N,shok,arkadaş
366,Angelegenheit::N,punë,iş
367,Angelegenheit::N,punë,husus
368,Anzahl::N,sasi,sayı
369,Art::N,lloj,çeşit
370,Stück::N,copë,tane
371,Stück::N,copë,parça
372,Teil::N,pjesë,kısım
373,Hälfte::N,gjysmë,yarı
374,Kreis::N,qark,daire
375,Kreis::N,rreth,daire
376,Kreuz::N,kryq,haç
377,Linie::N,vijë,hat
378,Linie::N,vijë,çizgi
379,Strich::N,vizë,çizgi
380,Abstand::N,distancë,aralık
381,Entfernung::N,largim,mesafe
382,Entfernung::N,largim,uzaklık
383,Gegend::N,vise,yöre
384,Gegend::N,krahinë,yöre
385,Platz::N,shesh,yer
386,Ort::N,vend,yer
387,Seite::N,anë,yan
388,Seite::N,anë,taraf
389,Mitte::N,mes,orta
390,Mitte::N,mes,merkez
391,Gegenstand::N,send,şey
392,Sache::N,gjë,iş
393,Sache::N,gjë,şey
394,Sache::N,send,iş
395,Sache::N,send,şey
396,Rand::N,qoshe,kenar
397,Kante::N,teh,kenar
398,Ecke::N,qoshe,köşe
399,Spitze::N,majë,uç
400,Spitze::N,majë,baş
401,Ende::N,skaj,uç
402,Ende::N,bisht,uç
403,Loch::N,vrimë,oyuk
404,Loch::N,vrimë,delik
405,Winkel::N,kënd,köşe
406,Muster::N,mostër,örnek
407,Größe::N,madhësi,büyüklük
408,Länge::N,gjatësi,uzunluk
409,Höhe::N,lartësi,yükseklik
410,Gewicht::N,peshë,ağırlık
411,Menge::N,sasi,miktar
412,Haufen::N,grumbull,küme
413,Haufen::N,grumbull,yığın
414,Reihe::N,radhë,sıra
415,Reihe::N,rresht,sıra
416,Boot::N,barkë,kayık
417,Boot::N,barkë,sandal
418,Boot::N,lundër,kayık
419,Boot::N,lundër,sandal
420,Ruder::N,rrem,kürek
421,Schlitten::N,sajë,kızak
422,Ski::N,ski,kayak
423,Lagerfeuer::N,flakadan,kamp ateşi
424,Lagerfeuer::N,zjarr i madh,kamp ateşi
425,Last::N,barrë,yük
426,Gang::N,ecje,gidiş
427,Gang::N,ecje,yürüyüş
428,Schritt::N,hap,adım
429,Norden::N,veri,kuzey
430,Süden::N,jug,güney
431,Westen::N,perëndim,batı
432,Osten::N,lindje,doğu
433,Holz::N,dru,ağaç
434,Holz::N,dru,tahta
435,Brett::N,dërrasë,tahta
436,Platte::N,pllakë,levha
437,Stütze::N,shtyllë,dayak
438,Stütze::N,shtyllë,destek
439,Stütze::N,mbështetesë,dayak
440,Stütze::N,mbështetesë,destek
441,Stange::N,shufër,çubuk
442,Stock::N,dajak,sopa
443,Stock::N,dajak,değnek
444,Stab::N,shkop,sırık
445,Stab::N,shkop,baston
446,Rohr::N,tub,boru
447,Haus::N,shtëpi,ev
448,Heim::N,konak,ev
449,Heim::N,konak,yurt
450,Heim::N,shtëpi,ev
451,Heim::N,shtëpi,yurt
452,Ofen::N,sobë,soba
453,Ofen::N,stufë,soba
454,Fußboden::N,dysheme,taban
455,Fußboden::N,dysheme,döşeme
456,Tisch::N,tryezë,masa
457,Stuhl::N,karrige,iskemle
458,Stuhl::N,karrige,sandalye
459,Wiege::N,djep,beşik
460,Bett::N,shtrat,yatak
461,Regal::N,raft,raf
462,Kiste::N,kuti,sandık
463,Fenster::N,dritare,pencere
464,Tür::N,derë,kapı
465,Tor::N,portë,kapı
466,Zaun::N,gardh,çit
467,Dach::N,çati,dam
468,Dach::N,çati,çatı
469,Leiter::N,shkallë,merdiven
470,Besen::N,fshesë,süpürge
471,Spaten::N,lopatë,bel
472,Schaufel::N,qyrek,kürek
473,Gabel::N,pirun,çatal
474,Löffel::N,lugë,kaşık
475,Messer::N,thikë,bıçak
476,Nagel::N,gozhdë,çivi
477,Netz::N,rrjetë,ağ
478,Haken::N,grep,çengel
479,Haken::N,grremç,çengel
480,Griff::N,dorak,kulp
481,Griff::N,dorak,tutamak
482,Griff::N,dorezë,kulp
483,Griff::N,dorezë,tutamak
484,Schloss::N,bravë,kilit
485,Bild::N,tablo,imaj
486,Bild::N,tablo,resim
487,Bild::N,pikturë,imaj
488,Bild::N,pikturë,resim
489,Figur::N,figurë,şekil
490,Figur::N,figurë,heykel
491,Puppe::N,kukull,kukla
492,Beutel::N,qese,kese
493,Beutel::N,qese,torba
494,Beutel::N,trastë,kese
495,Beutel::N,trastë,torba
496,Bündel::N,deng,deste
497,Tasche::N,çantë,çanta
498,Eimer::N,kovë,kova
499,Deckel::N,kapak,kapak
500,Deckel::N,mbulesë,kapak
501,Geschirr::N,enë,kap kacak
502,Sack::N,thes,torba
503,Sack::N,torbë,torba
504,Tasse::N,filxhan,fincan
505,Topf::N,kusi,tencere
506,Topf::N,tenxhere,tencere
507,Kessel::N,kazan,kazan
508,Essen::N,ngrënie,yemek
509,Nahrung::N,ushqim,gıda
510,Nahrung::N,ushqim,besin
511,Speise::N,gatesë,yemek
512,Fleisch::N,mish,et
513,Getreide::N,drithë,tahıl
514,Getreide::N,drithë,hububat
515,Brei::N,qull,ezme
516,Brot::N,bukë,ekmek
517,Scheibe::N,fetë,dilim
518,Fett::N,lyrë,yağ
519,Fett::N,yndyrë,yağ
520,Butter::N,gjalpë,tereyağı
521,Öl::N,vaj,yağ
522,Öl::N,vaj,akar yağ
523,Salz::N,kripë,tuz
524,Suppe::N,supë,çorba
525,Suppe::N,çorbë,çorba
526,Honig::N,mjaltë,bal
527,Milch::N,qumësht,süt
528,Tee::N,çaj,çay
529,Leder::N,lëkurë,deri
530,Leder::N,lëkurë,meşin
531,Wolle::N,lesh,yün
532,Stoff::N,pëlhurë,kumaş
533,Nadel::N,gjilpërë,iğne
534,Faden::N,pe,tire
535,Faden::N,pe,iplik
536,Faden::N,fije,tire
537,Faden::N,fije,iplik
538,Knopf::N,kopsë,düğme
539,Knoten::N,komb,düğüm
540,Farbe::N,bojë,boya
541,Kleidung::N,veshje,giyim
542,Hemd::N,këmishë,gömlek
543,Kragen::N,jakë,yaka
544,Ärmel::N,mëngë,yen
545,Ärmel::N,mëngë,elbise kolu
546,Hose::N,brekë,pantolon
547,Gürtel::N,rrip,kuşak
548,Mütze::N,kësulë,bere
549,Mütze::N,kësulë,kasket
550,Schuh::N,këpucë,kundura
551,Schuh::N,këpucë,ayakkabı
552,Stiefel::N,çizme,çizme
553,Ring::N,unazë,yüzük
554,Band::N,shirit,bağ
555,Band::N,shirit,şerit
556,Kamm::N,krehër,tarak
557,Spiegel::N,pasqyrë,ayna
558,Riemen::N,rrip,kayış
559,Schnur::N,litar,ip
560,Schnur::N,litar,sicim
561,Schnur::N,cikomë,ip
562,Schnur::N,cikomë,sicim
563,Leine::N,rrip,kayış
564,Decke::N,batanije,örtü
565,Decke::N,batanije,yorgan
566,Kissen::N,jastëk,yastık
567,Tuch::N,shami,bez
568,Handtuch::N,peshqir,havlu
569,Kraft::N,forcë,güç
570,Kraft::N,forcë,kuvvet
571,Stärke::N,koll,kuvvet
572,Gesundheit::N,shëndet,sağlık
573,Krankheit::N,sëmundje,hastalık
574,Schmerz::N,dhimbje,ağrı
575,Schmerz::N,dhimbje,sancı
576,Wunde::N,plagë,yara
577,Fieber::N,ethe,ateş
578,Arznei::N,ilaç,ilâç
579,Brücke::N,urë,köprü
580,Brunnen::N,pus,kuyu
581,Brunnen::N,pus,çeşme
582,Weide::N,kullotë,otlak
583,Pfad::N,ravë,patika
584,Pfad::N,ravë,keçiyolu
585,Pfad::N,shteg,patika
586,Pfad::N,shteg,keçiyolu
587,Weg::N,udhë,yol
588,Weg::N,shteg,yol
589,Straße::N,rrugë,yol
590,Straße::N,rrugë,cadde
591,Dorf::N,fshat,köy
592,Dorf::N,katund,köy
593,Stadt::N,qytet,kent
594,Stadt::N,qytet,şehir
595,Brief::N,letër,mektup
596,Buch::N,libër,kitap
597,Buchstabe::N,shkronjë,harf
598,Zeitung::N,gazetë,gazete
599,Leben::N,jetë,hayat
600,Tod::N,mortje,ölüm
601,Grab::N,varr,kabir
602,Kirche::N,kishë,kilise
603,Sünde::N,mëkat,günah
604,Sünde::N,gjynah,günah
605,Gott::N,hy,tanrı
606,Gott::N,zot,tanrı
607,Arbeiter::N,punëtor,işçi
608,Chef::N,shef,şef
609,Chef::N,shef,müdür
610,Chef::N,drejtues,şef
611,Chef::N,drejtues,müdür
612,Meister::N,mjeshtër,usta
613,Arzt::N,mjek,hekim
614,Arzt::N,mjek,doktor
615,Arzt::N,doktor,hekim
616,Arzt::N,doktor,doktor
617,Lehrer::N,mësues,hoca
618,Lehrer::N,mësues,öğretmen
619,Lehrer::N,arsimtar,hoca
620,Lehrer::N,arsimtar,öğretmen
621,Geld::N,para,para
622,Geld::N,holla,para
623,Geschäft::N,ujdi,ticaret
624,Geschäft::N,biznes,ticaret
625,Laden::N,dyqan,dükkân
626,Preis::N,çmim,fiyat
627,Ware::N,mall,mal
628,Nutzen::N,dobi,fayda
629,Nutzen::N,leverdi,fayda
630,Reichtum::N,kamje,servet
631,Reichtum::N,kamje,zenginlik
632,Reichtum::N,pasuri,servet
633,Reichtum::N,pasuri,zenginlik
634,Welt::N,botë,dünya
635,Land::N,vend,ülke
636,Staat::N,shtet,devlet
637,König::N,mbret,kral
638,Macht::N,fuqi,kudret
639,Macht::N,fuqi,iktidar
640,Macht::N,pushtet,kudret
641,Macht::N,pushtet,iktidar
642,Grenze::N,kufi,had
643,Grenze::N,kufi,sınır
644,Krieg::N,luftë,savaş
645,Feind::N,armik,düşman
646,Gewalt::N,dhunë,zor
647,Gewalt::N,dhunë,cebir
648,Kampf::N,luftim,savaş
649,Bogen[Waffe]::N,hark,yay
650,Pfeil::N,shigjetë,ok
651,Gewehr::N,pushkë,tüfek
652,Fehler::N,gafë,hata
653,Fehler::N,gafë,yanlış
654,Fehler::N,gabim,hata
655,Fehler::N,gabim,yanlış
656,Lüge::N,gënjeshtër,yalan
657,Schaden::N,dëm,zarar
658,Schaden::N,zarar,zarar
659,Unglück::N,fatkeqësi,felâket
660,Unglück::N,fatkeqësi,talihsizlik
661,Schuld::N,faj,suç
662,Schuld::N,faj,kabahat
663,Alter::N,moshë,yaş
664,Schluss::N,fund,son
665,Zeit::N,kohë,zaman
666,Tag::N,ditë,gün
667,Morgen::N,mëngjes,sabah
668,Mittag::N,mesditë,öğle
669,Abend::N,mbrëmje,akşam
670,Nacht::N,natë,gece
671,Woche::N,javë,hafta
672,Monat::N,muaj,ay
673,Jahr::N,vit,yıl
674,Jahr::N,vit,sene
675,Frühling::N,pranverë,ilkbahar
676,Sommer::N,verë,yaz
677,Herbst::N,vjeshtë,güz
678,Herbst::N,vjeshtë,sonbahar
679,Winter::N,dimër,kış
680,Januar::N,janar,ocak
681,Februar::N,shkurt,şubat
682,März::N,mars,mart
683,April::N,prill,nisan
684,Mai::N,maj,mayıs
685,Juni::N,qershor,haziran
686,Juli::N,korrik,temmuz
687,August::N,gusht,ağustos
688,September::N,shtator,eylül
689,Oktober::N,tetor,ekim
690,November::N,nëntor,kasım
691,Dezember::N,dhjetor,aralık
692,Montag::N,hënë,pazartesi
693,Dienstag::N,martë,salı
694,Mittwoch::N,mërkurë,çarşamba
695,Donnerstag::N,enjte,perşembe
696,Freitag::N,premte,cuma
697,Samstag::N,shtunë,cumartesi
698,Sonntag::N,diel,pazar
699,groß::A,madh,büyük
700,klein::A,vogël,ufak
701,klein::A,vogël,küçük
702,lang::A,gjatë,uzun
703,kurz::A,shkurtër,kısa
704,breit::A,gjerë,enli
705,breit::A,gjerë,geniş
706,schmal::A,ngushtë,dar
707,dicht::A,dendur,sık
708,dicht::A,dendur,yoğun
709,dick[Gegenstand]::A,trashë,kalın
710,dick[Gegenstand]::A,trashë,iri
711,dünn::A,hollë,ince
712,fein::A,imët,ince
713,fein::A,imët,narin
714,fest::A,fortë,sabit
715,fest::A,fortë,sağlam
716,flach::A,sheshtë,düz
717,flach::A,sheshtë,yassı
718,glatt::A,rrafshët,düz
719,hart::A,fortë,katı
720,weich::A,butë,yumuşak
721,rund::A,rrumbullakët,yuvarlak
722,spitz::A,majëmprehtë,sivri
723,scharf::A,mprehtë,keskin
724,stumpf::A,topitur,kör
725,schwer::A,rëndë,ağır
726,schön::A,bukur,güzel
727,heiß::A,nxehtë,kızgın
728,warm::A,ngrohtë,sıcak
729,kalt::A,ftohtë,soğuk
730,kühl::A,freskët,serin
731,frisch::A,pastër,taze
732,feucht::A,lagësht,nemli
733,feucht::A,lagësht,rutubetli
734,nass::A,lagur,yaş
735,nass::A,lagur,ıslak
736,trocken::A,thatë,kuru
737,voll::A,plotë,dolu
738,voll::A,plotë,dolmuş
739,leer::A,bosh,boş
740,leer::A,zbrazët,boş
741,offen::A,hapur,açık
742,geschlossen::A,mbyllur,kapalı
743,sauber::A,dëlirë,pak
744,sauber::A,dëlirë,temiz
745,schmutzig::A,ndyrë,pis
746,schmutzig::A,ndyrë,kirli
747,roh::A,gjallë,çiğ
748,reif::A,arrirë,olgun
749,lecker::A,shijshëm,lezzetli
750,süß::A,ëmbël,tatlı
751,süß::A,ëmbël,şekerli
752,bitter::A,hidhur,acı
753,sauer::A,thartë,ekşi
754,hell::A,me dritë,aydınlık
755,dunkel::A,errët,karanlık
756,schwarz::A,i zi,kara
757,schwarz::A,i zi,siyah
758,weiß::A,bardhë,ak
759,weiß::A,bardhë,beyaz
760,rot::A,kuq,kırmızı
761,gelb::A,verdhë,sarı
762,blau::A,blu,mavi
763,blau::A,kaltër,mavi
764,grün::A,blertë,yeşil
765,grün::A,gjelbër,yeşil
766,grau::A,hirtë,boz
767,grau::A,bojë hiri,boz
768,bunt::A,shumëngjyrëshëm,renkli
769,billig::A,lirë,ucuz
770,teuer::A,shtrenjtë,pahalı
771,wertvoll::A,çmuar,değerli
772,wertvoll::A,vlershëm,değerli
773,blind::A,qorr,kör
774,blind::A,verbër,kör
775,taub::A,shurdhër,sağır
776,kräftig::A,fuqishëm,dinç
777,kräftig::A,fuqishëm,kuvvetli
778,stark::A,fortë,güçlü
779,stark::A,fortë,kuvvetli
780,schwach::A,dobët,zayıf
781,schwach::A,dobët,güçsüz
782,fett::A,dhjamur,şişman
783,schlank::A,hollë,narin
784,hübsch::A,bukur,güzel
785,hübsch::A,bukur,sevimli
786,hübsch::A,hijshëm,güzel
787,hübsch::A,hijshëm,sevimli
788,böse::A,keq,kötü
789,dumm::A,teveqel,aptal
790,faul::A,dembel,tembel
791,fleißig::A,zellshëm,çalışkan
792,geizig::A,kurnac,cimri
793,geizig::A,dorështrënguar,cimri
794,klug::A,mençur,zekî
795,klug::A,mençur,akıllı
796,geschickt::A,aftë,becerikli
797,lieb::A,dashur,sevimli
798,lustig::A,gëzuar,neşeli
799,sanft::A,butë,nazik
800,hungrig::A,uritur,aç
801,krank::A,sëmurë,hasta
802,krank::A,sëmurë,rahatsız
803,nackt::A,lakuriq,çıplak
804,nackt::A,zhveshur,çıplak
805,traurig::A,trishtuar,kederli
806,traurig::A,trishtuar,üzüntülü
807,lebendig::A,gjallë,canlı
808,gut::A,mirë,iyi
809,schlecht::A,keq,kötü
810,richtig::A,drejtë,doğru
811,schlimm::A,keq,kötü
812,wahr::A,vërtetë,doğru
813,wahr::A,vërtetë,gerçek
