,Concept_ID,it,he
236,Vater::N,padre,אב
237,Mutter::N,madre,אם
238,Sohn::N,figlio,בן
239,Tochter::N,figlia,בת
240,Bruder::N,fratello,אח
241,Schwester::N,sorella,אחות
242,Onkel::N,zio,דוד
243,Tante::N,zia,דודה
244,Ehemann::N,marito,איש
245,Ehemann::N,marito,בעל
246,Ehefrau::N,moglie,אשה
247,Freude::N,gioia,שמחה
248,Freude::N,piacere,שמחה
249,Gelächter::N,risata,צחוק
250,Glück::N,felicità,אשר
251,Kummer::N,afflizione,יגון
252,Kummer::N,afflizione,עגמה
253,Wunsch::N,desiderio,אחול
254,Wunsch::N,desiderio,משאלה
255,Lust::N,voglia,חשק
256,Lust::N,voglia,תשוקה
257,Geist::N,mente,רוח
258,Geist::N,spìrito,רוח
259,Gedanke::N,idea,מחשבה
260,Gedanke::N,pensiero,מחשבה
261,Gedächtnis::N,memoria,זכרון
262,Verstand::N,intelletto,שכל
263,Sinn::N,senso,מובן
264,Sinn::N,senso,משמעות
265,Sinn::N,significato,מובן
266,Sinn::N,significato,משמעות
267,Grund::N,causa,סבה
268,Grund::N,motivo,סבה
269,Grund::N,ragione,סבה
270,Wahrheit::N,verità,אמת
271,Gespräch::N,discorso,דיון
272,Gespräch::N,conversazione,דיון
273,Märchen::N,fiaba,אגדה
274,Märchen::N,fàvola,אגדה
275,Erzählung::N,racconto,ספור
276,Erzählung::N,narrazione,ספור
277,Nachricht::N,messaggio,ידיעה
278,Neuigkeit::N,notizia,חדשה
279,Name::N,nome,שם
280,Rätsel::N,indovinello,תעלומה
281,Rede::N,discorso,נאום
282,Sprache::N,lingua,לשון
283,Sprache::N,linguaggio,לשון
284,Stimme::N,voce,קול
285,Wort::N,parola,מלה
286,Zeichen::N,segno,סימן
287,Zeichen::N,segnale,סימן
288,Ruf::N,chiamata,קריאה
289,Lärm::N,chiasso,רעש
290,Lärm::N,strèpito,רעש
291,Laut::N,suono,הגה
292,Ton::N,tono,צליל
293,Lied::N,canto,שיר
294,Lied::N,canzone,שיר
295,Ruhe::N,calma,שלוה
296,Ruhe::N,tranquillità,שלוה
297,Leute::N,gente,אנשים
298,Volk::N,pòpolo,עם
299,Arbeit::N,lavoro,עבודה
300,Gast::N,òspite,אורח
301,Gast::N,invitato,אורח
302,Geschenk::N,regalo,מתנה
303,Spiel::N,gioco,משחק
304,Gesellschaft::N,compagnìa,חברה
305,Hilfe::N,aiuto,עזרה
306,Hilfe::N,soccorso,עזרה
307,Freund::N,amico,חבר
308,Freund::N,amico,ידיד
309,Kamerad::N,camerata,רע
310,Angelegenheit::N,affare,ענין
311,Angelegenheit::N,faccenda,ענין
312,Anzahl::N,nùmero,מספר
313,Anzahl::N,quantità,מספר
314,Art::N,tipo,סוג
315,Art::N,specie,סוג
316,Stück::N,pezzo,חתיכה
317,Teil::N,parte,פרק
318,Hälfte::N,metà,חצי
319,Kreis::N,cìrcolo,מעגל
320,Kreuz::N,croce,צלב
321,Linie::N,lìnea,קו
322,Strich::N,tratto,קו קצר
323,Abstand::N,distanza,מרחק
324,Entfernung::N,distanza,מרחק
325,Entfernung::N,lontananza,מרחק
326,Gegend::N,regione,נוף
327,Platz::N,posto,שטח
328,Platz::N,spazio,שטח
329,Ort::N,luogo,אתר
330,Ort::N,luogo,מקום
331,Ort::N,località,אתר
332,Ort::N,località,מקום
333,Seite::N,lato,צד
334,Seite::N,parte,צד
335,Mitte::N,mezzo,אמצע
336,Mitte::N,centro,אמצע
337,Gegenstand::N,oggetto,אוביקט
338,Sache::N,cosa,דבר
339,Rand::N,orlo,פרור
340,Rand::N,bordo,פרור
341,Kante::N,spìgolo,קצה
342,Ecke::N,canto,פנה
343,Spitze::N,punta,קצה
344,Ende::N,capo,סוף
345,Ende::N,estremità,סוף
346,Loch::N,buco,חר
347,Winkel::N,àngolo,פנה
348,Muster::N,disegno,תבנית
349,Größe::N,taglia,גדל
350,Größe::N,grandezza,גדל
351,Länge::N,lunghezza,ארך
352,Höhe::N,altezza,קומה
353,Höhe::N,altezza,גבה
354,Gewicht::N,peso,משקל
355,Menge::N,quantità,כמות
356,Haufen::N,cùmulo,ערמה
357,Haufen::N,mucchio,ערמה
358,Reihe::N,fila,רצף
359,Boot::N,barca,סירה
360,Boot::N,battello,סירה
361,Ruder::N,remo,משוט
362,Schlitten::N,slitta,מזחלת
363,Ski::N,sci,מגלשים
364,Lagerfeuer::N,falò,מדורה
365,Lagerfeuer::N,fuoco di bivacco,מדורה
366,Last::N,càrico,משא
367,Gang::N,andata,הליכה
368,Schritt::N,passo,צעד
369,Norden::N,nord,צפון
370,Norden::N,settentrione,צפון
371,Süden::N,sud,דרום
372,Süden::N,meridione,דרום
373,Westen::N,òvest,מערב
374,Westen::N,occidente,מערב
375,Osten::N,est,מזרח
376,Osten::N,oriente,מזרח
377,Holz::N,legno,עץ
378,Brett::N,asse,קרש
379,Brett::N,tàvola,קרש
380,Platte::N,lastra,לוח
381,Platte::N,piastra,לוח
382,Stütze::N,supporto,משען
383,Stange::N,sbarra,מוט
384,Stange::N,pèrtica,מוט
385,Stock::N,verga,מקל
386,Stock::N,bastone,מקל
387,Stock::N,bacchetta,מקל
388,Stab::N,asta,מוט
389,Rohr::N,tubo,צנור
390,Haus::N,casa,בית
391,Heim::N,casa,בית
392,Ofen::N,stufa,תנור
393,Fußboden::N,pavimento,רצפה
394,Tisch::N,tàvolo,שלחן
395,Stuhl::N,sedia,כסא
396,Wiege::N,culla,ערש
397,Bett::N,letto,מטה
398,Regal::N,scaffale,מדף
399,Kiste::N,cassa,תבה
400,Kiste::N,cassa,ארגז
401,Fenster::N,finestra,חלון
402,Tür::N,porta,דלת
403,Tor::N,portone,שער
404,Zaun::N,recinto,גדר
405,Dach::N,tetto,גג
406,Leiter::N,scala,סלם
407,Leiter::N,scala a pioli,סלם
408,Besen::N,scopa,מטאטא
409,Spaten::N,vanga,את
410,Schaufel::N,pala,את
411,Gabel::N,forchetta,מזלג
412,Löffel::N,cucchiaio,כף
413,Messer::N,coltello,סכין
414,Nagel::N,chiodo,מסמר
415,Netz::N,rete,רשת
416,Haken::N,uncino,וו
417,Haken::N,uncino,קרס
418,Griff::N,mànico,ידית
419,Griff::N,maniglia,ידית
420,Schloss::N,serratura,מנעול
421,Bild::N,quadro,תמונה
422,Bild::N,immàgine,תמונה
423,Figur::N,figura,פסל
424,Puppe::N,bàmbola,בבה
425,Beutel::N,borsa,שק
426,Beutel::N,sacchetto,שק
427,Bündel::N,fascio,צרור
428,Bündel::N,fagotto,צרור
429,Tasche::N,borsa,שקית
430,Eimer::N,secchio,דלי
431,Deckel::N,coperchio,מכסה
432,Geschirr::N,stoviglie,כלים
433,Sack::N,sacco,שק
434,Tasse::N,tazza,ספל
435,Topf::N,pèntola,סיר
436,Kessel::N,paiolo,קנקן
437,Kessel::N,calderone,קנקן
438,Essen::N,pasto,אכל
439,Essen::N,pasto,ארוחה
440,Essen::N,mangiare,אכל
441,Essen::N,mangiare,ארוחה
442,Nahrung::N,cibo,הזנה
443,Nahrung::N,cibo,תזונה
444,Nahrung::N,alimento,הזנה
445,Nahrung::N,alimento,תזונה
446,Speise::N,piatto,מאכל
447,Speise::N,piatto,ארוחה
448,Fleisch::N,carne,בשר
449,Getreide::N,cereali,דגן
450,Brei::N,purè,מחית
451,Brei::N,pappa,מחית
452,Brot::N,pane,לחם
453,Scheibe::N,fetta,עגול
454,Scheibe::N,fetta,פרוסה
455,Scheibe::N,trancia,עגול
456,Scheibe::N,trancia,פרוסה
457,Fett::N,grasso,שמן
458,Butter::N,burro,חמאה
459,Öl::N,olio,שמן
460,Salz::N,sale,מלח
461,Suppe::N,zuppa,מרק
462,Suppe::N,minestra,מרק
463,Honig::N,miele,דבש
464,Milch::N,latte,חלב
465,Tee::N,tè,תה
466,Leder::N,pelle,עור
467,Wolle::N,lana,צמר
468,Stoff::N,panno,בד
469,Stoff::N,panno,אריג
470,Stoff::N,tessuto,בד
471,Stoff::N,tessuto,אריג
472,Nadel::N,ago,מחט
473,Faden::N,filo,חוט
474,Knopf::N,bottone,כפתור
475,Knoten::N,nodo,קשר
476,Farbe::N,pittura,צבע
477,Kleidung::N,vestiti,בגדים
478,Kleidung::N,vestiario,בגדים
479,Hemd::N,camicia,חלצה
480,Kragen::N,bàvero,צוארון
481,Kragen::N,colletto,צוארון
482,Ärmel::N,mànica,שרוול
483,Hose::N,calzoni,מכנסים
484,Gürtel::N,cintura,חגורה
485,Mütze::N,berretto,כובע
486,Schuh::N,scarpa,נעל
487,Stiefel::N,stivale,מגף
488,Ring::N,anello,טבעת
489,Band::N,nastro,סרט
490,Band::N,fettuccia,סרט
491,Kamm::N,pèttine,מסרק
492,Spiegel::N,specchio,מראה
493,Riemen::N,cinghia,רצועה
494,Schnur::N,corda,חבל
495,Leine::N,guinzaglio,מושכות
496,Decke::N,coperta,שמיכה
497,Kissen::N,cuscino,כרית
498,Kissen::N,guanciale,כרית
499,Tuch::N,fazzoletto,צעיף
500,Handtuch::N,asciugamano,מגבת
501,Kraft::N,forza,כוח
502,Stärke::N,forza,און
503,Stärke::N,vigore,און
504,Stärke::N,fortezza,און
505,Gesundheit::N,salute,בריאות
506,Krankheit::N,malattìa,מחלה
507,Schmerz::N,dolore,כאב
508,Wunde::N,piaga,פציעה
509,Wunde::N,ferita,פציעה
510,Fieber::N,febbre,חם
511,Arznei::N,fàrmaco,תרופה
512,Arznei::N,medicina,תרופה
513,Brücke::N,ponte,גשר
514,Brunnen::N,pozzo,באר
515,Weide::N,pàscolo,אחו
516,Weide::N,pàscolo,מרעה
517,Pfad::N,sentiero,שביל
518,Pfad::N,sentiero,מדרכה
519,Weg::N,via,דרך
520,Weg::N,cammino,דרך
521,Straße::N,strada,כביש
522,Dorf::N,paese,כפר
523,Dorf::N,villaggio,כפר
524,Stadt::N,città,עיר
525,Brief::N,lèttera,מכתב
526,Buch::N,libro,ספר
527,Buchstabe::N,lèttera,אות
528,Zeitung::N,giornale,עתון
529,Leben::N,vita,חיים
530,Tod::N,morte,מות
531,Grab::N,tomba,קבר
532,Grab::N,sepolcro,קבר
533,Kirche::N,chiesa,כנסיה
534,Sünde::N,peccato,חטא
535,Gott::N,dio,אל
536,Arbeiter::N,operaio,פועל
537,Arbeiter::N,lavoratore,פועל
538,Chef::N,capo,ראש
539,Chef::N,capo,מנהל
540,Chef::N,padrone,ראש
541,Chef::N,padrone,מנהל
542,Meister::N,mastro,ממחה
543,Meister::N,maestro,ממחה
544,Arzt::N,mèdico,רופא
545,Arzt::N,dottore,רופא
546,Lehrer::N,professore,מורה
547,Geld::N,soldi,כסף
548,Geld::N,denaro,כסף
549,Geschäft::N,affare,עסקה
550,Geschäft::N,negozio,עסקה
551,Laden::N,negozio,חנות
552,Preis::N,prezzo,מחיר
553,Ware::N,merce,סחורה
554,Nutzen::N,ùtile,תועלת
555,Nutzen::N,profitto,תועלת
556,Reichtum::N,ricchezza,עשר
557,Welt::N,mondo,עולם
558,Land::N,paese,ארץ
559,Staat::N,Stato,מדינה
560,König::N,re,מלך
561,Macht::N,potere,כוח
562,Grenze::N,confine,גבול
563,Grenze::N,frontiera,גבול
564,Krieg::N,guerra,מלחמה
565,Feind::N,nemico,אויב
566,Gewalt::N,violenza,אלימות
567,Kampf::N,lotta,קרב
568,Kampf::N,lotta,לחימה
569,Bogen[Waffe]::N,arco,קשת
570,Pfeil::N,freccia,חץ
571,Gewehr::N,fucile,רובה
572,Fehler::N,errore,טעות
573,Fehler::N,sbaglio,טעות
574,Lüge::N,bugìa,שקר
575,Lüge::N,menzogna,שקר
576,Schaden::N,danno,נזק
577,Unglück::N,sfortuna,מזל רע
578,Schuld::N,colpa,אשמה
579,Alter::N,età,גיל
580,Schluss::N,fine,סיום
581,Zeit::N,tempo,זמן
582,Tag::N,giorno,יום
583,Tag::N,giornata,יום
584,Morgen::N,mattina,בקר
585,Mittag::N,mezzogiorno,צהרים
586,Abend::N,sera,ערב
587,Abend::N,serata,ערב
588,Nacht::N,notte,לילה
589,Woche::N,settimana,שבוע
590,Monat::N,mese,חדש
591,Jahr::N,anno,שנה
592,Frühling::N,primavera,אביב
593,Sommer::N,estate,קיץ
594,Herbst::N,autunno,סתו
595,Winter::N,inverno,חרף
596,Januar::N,gennaio,ינואר
597,Februar::N,febbraio,פברואר
598,März::N,marzo,מרץ
599,April::N,aprile,אפריל
600,Mai::N,maggio,מאי
601,Juni::N,giugno,יוני
602,Juli::N,luglio,יולי
603,August::N,agosto,אוגוסט
604,September::N,settembre,ספטמבר
605,Oktober::N,ottobre,אוקטובר
606,November::N,novembre,נובמבר
607,Dezember::N,dicembre,דצמבר
608,Montag::N,lunedì,יום שני
609,Dienstag::N,martedì,יום שלישי
610,Mittwoch::N,mercoledì,יום רביעי
611,Donnerstag::N,giovedì,יום חמישי
612,Freitag::N,venerdì,יום ששי
613,Samstag::N,sàbato,יום שבת
614,Sonntag::N,domenica,יום ראשון
615,groß::A,grande,גדול
616,klein::A,pìccolo,קטן
617,lang::A,lungo,ארך
618,kurz::A,corto,קצר
619,breit::A,largo,רחב
620,schmal::A,stretto,צר
621,dicht::A,denso,צפוף
622,dick[Gegenstand]::A,spesso,עבה
623,dünn::A,sottile,דק
624,fein::A,fine,מעדן
625,fein::A,delicato,מעדן
626,fest::A,sodo,מוצק
627,fest::A,fisso,מוצק
628,flach::A,piano,שטוח
629,flach::A,piatto,שטוח
630,glatt::A,liscio,חלק
631,hart::A,duro,קשיח
632,weich::A,molle,רך
633,rund::A,rotondo,עגל
634,spitz::A,aguzzo,חד
635,spitz::A,appuntito,חד
636,scharf::A,affilato,חד
637,scharf::A,tagliente,חד
638,stumpf::A,smussato,קהה
639,schwer::A,pesante,כבד
640,schön::A,bello,יפה
641,heiß::A,caldo,חם
642,heiß::A,bollente,חם
643,warm::A,caldo,חם
644,kalt::A,freddo,קר
645,kühl::A,fresco,צונן
646,frisch::A,fresco,טרי
647,feucht::A,ùmido,לח
648,nass::A,bagnato,רטוב
649,trocken::A,secco,יבש
650,voll::A,pieno,מלא
651,leer::A,vuoto,ריק
652,offen::A,aperto,פתוח
653,geschlossen::A,chiuso,סגור
654,sauber::A,netto,נקי
655,sauber::A,pulito,נקי
656,schmutzig::A,sporco,מלכלך
657,schmutzig::A,sùdicio,מלכלך
658,roh::A,crudo,חי
659,reif::A,maturo,בשל
660,lecker::A,ghiotto,טעים
661,lecker::A,squisito,טעים
662,süß::A,dolce,מתוק
663,bitter::A,amaro,מר
664,sauer::A,aspro,חמוץ
665,sauer::A,acerbo,חמוץ
666,hell::A,chiaro,בהיר
667,dunkel::A,buio,עמום
668,dunkel::A,oscuro,עמום
669,schwarz::A,nero,שחר
670,weiß::A,bianco,לבן
671,rot::A,rosso,אדם
672,gelb::A,giallo,צהב
673,blau::A,blu,כחל
674,blau::A,azzurro,כחל
675,grün::A,verde,ירק
676,grau::A,grigio,אפר
677,bunt::A,variopinto,צבעוני
678,billig::A,a buon prezzo,זול
679,billig::A,a buon mercato,זול
680,teuer::A,caro,יקר
681,wertvoll::A,prezioso,יקר ערך
682,blind::A,cieco,עור
683,taub::A,sordo,חרש
684,kräftig::A,forte,חסן
685,kräftig::A,robusto,חסן
686,stark::A,forte,חזק
687,stark::A,vigoroso,חזק
688,schwach::A,dèbole,חלש
689,fett::A,grasso,שמן
690,schlank::A,snello,רזה
691,schlank::A,slanciato,רזה
692,hübsch::A,bello,יפה תאר
693,hübsch::A,carino,יפה תאר
694,böse::A,cattivo,רשע
695,dumm::A,stùpido,טפש
696,faul::A,pigro,עצלן
697,fleißig::A,diligente,חרוץ
698,geizig::A,avaro,קמצן
699,klug::A,intelligente,נבון
700,klug::A,intelligente,פקח
701,geschickt::A,àbile,מימן
702,lieb::A,caro,יקר
703,lieb::A,caro,אהוב
704,lustig::A,gaio,עליז
705,lustig::A,allegro,עליז
706,sanft::A,dolce,עדין
707,hungrig::A,affamato,רעב
708,krank::A,malato,חולה
709,krank::A,infermo,חולה
710,nackt::A,nudo,ערום
711,traurig::A,triste,עצוב
712,lebendig::A,vivo,חי
713,gut::A,buono,טוב
714,schlecht::A,cattivo,גרוע
715,richtig::A,giusto,נכון
716,schlimm::A,grave,רע
717,wahr::A,vero,אמתי
718,alt::A,vecchio,ישן
719,neu::A,nuovo,חדש
720,ehemalig::A,vecchio,לשעבר
721,ehemalig::A,d'una_volta,לשעבר
722,alt[Lebewesen]::A,anziano,זקן
723,jung::A,giovane,צעיר
724,arm::A,pòvero,עני
725,reich::A,ricco,עשיר
726,bekannt::A,noto,ידוע
727,bekannt::A,conosciuto,ידוע
728,berühmt::A,famoso,מפרסם
729,berühmt::A,cèlebre,מפרסם
730,fremd::A,estràneo,זר
731,fremd::A,straniero,זר
732,verschieden::A,diverso,שונה
733,verschieden::A,differente,שונה
734,nah::A,vicino,קרוב
735,nah::A,propinquo,קרוב
736,fern::A,lontano,רחוק
737,linker::A,sinistro,שמאלי
738,rechter::A,destro,ימין
739,anderer::A,altro,אחר
740,erster::A,primo,ראשון
741,zweiter::A,secondo,שני
742,dritter::A,terzo,שלישי
743,letzter::A,ùltimo,אחרון
744,allein::ADV,solo,לבד
745,allein::ADV,da solo,לבד
746,auf einmal::ADV,insieme,בו-זמנית
747,zusammen::ADV,insieme,ביחד
748,lange::ADV,a lungo,הרבה זמן
749,plötzlich::ADV,all'improvviso,לפתע
750,plötzlich::ADV,all'improvviso,פתאום
751,sofort::ADV,sùbito,מיד
752,sofort::ADV,all'istante,מיד
753,später::ADV,più tardi,לאחר זמן
754,später::ADV,più tardi,יותר מאחר
755,jetzt::ADV,ora,עכשיו
756,jetzt::ADV,adesso,עכשיו
757,heute::ADV,oggi,היום
758,morgen::ADV,domani,מחר
759,bald::ADV,presto,בקרוב
760,bald::ADV,tra poco,בקרוב
761,dann::ADV,allora,אחר-כך
762,gestern::ADV,ieri,אתמול
763,einst::ADV,prima,לפנים
764,einst::ADV,un tempo,לפנים
765,damals::ADV,allora,אז
766,danach::ADV,poi,אחר-כך
767,danach::ADV,dopo,אחר-כך
768,vorher::ADV,prima,לפני זה
769,zuerst::ADV,prima,קדם
770,zuerst::ADV,dapprima,קדם
771,einmal::ADV,una volta,פעם
772,manchmal::ADV,talvolta,לפעמים
773,manchmal::ADV,qualche volta,לפעמים
774,oft::ADV,spesso,לעתים קרובות
775,immer::ADV,sempre,תמיד
776,niemals::ADV,non mai,אף פעם
777,hier::ADV,qua,כאן
778,hierhin::ADV,qua,פה
779,von hier::ADV,ne,מפה
780,von hier::ADV,da qui,מפה
781,dort::ADV,lì,שם
782,dorthin::ADV,là,שם
783,geradeaus::ADV,diritto,ישר
784,vorwärts::ADV,avanti,קדימה
785,rückwärts::ADV,all'indietro,לאחור
786,zurück::ADV,di indietro,בחזרה
787,zurück::ADV,di indietro,אחורנית
788,unten::ADV,giù,למטה
789,unten::ADV,sotto,למטה
790,hinab::ADV,giù,למטה
791,hinab::ADV,in giù,למטה
792,oben::ADV,su,מעל
793,oben::ADV,su,למעלה
794,oben::ADV,sopra,מעל
795,oben::ADV,sopra,למעלה
796,hinauf::ADV,in sù,למעלה
797,hinauf::ADV,in alto,למעלה
798,überall::ADV,dappertutto,בכל מקום
799,nicht::ADV,non,לא
800,ein wenig::ADV,un po',קצת
801,ein wenig::ADV,un poco,קצת
802,kaum::ADV,a appena,בקשי
803,sehr::ADV,molto,מאוד
804,so::ADV,così,כך
805,so::ADV,così,ככה
806,so::ADV,tanto,כך
807,so::ADV,tanto,ככה
808,noch::ADV,ancora,עוד
809,noch::ADV,ancora,עדין
810,nur::ADV,solo,רק
811,nur::ADV,soltanto,רק
812,schon::ADV,già,כבר
813,wieder::ADV,di nuovo,שוב
