,Concept_ID,av,mhr
144,Flügel::N,кваркьи,шу́лдыр
145,Klaue::N,галъ,кӱч
146,Kralle::N,квачӏ,ла́па
147,Kralle::N,квачӏ,копа́
148,Kralle::N,катиквачӏ,ла́па
149,Kralle::N,катиквачӏ,копа́
150,Schwanz::N,рачӏ,поч
151,Ei::N,хоно,му́но
152,Nest::N,бусен,пыжа́ш
153,Bau::N,каратӏ,пыжа́ш
154,Tier::N,хӏайван,я́нлык
155,Tier::N,хӏайван,живо́тный
156,Herde::N,рехъен,кӱ́тӱ
157,Herde::N,рехъен,тӱшка́
158,Herde::N,рехъед,кӱ́тӱ
159,Herde::N,рехъед,тӱшка́
160,Kuh::N,гӏака,ушка́л
161,Bulle::N,оц,ӱ́шкыж
162,Pferd::N,чу,и́мне
163,Schaf::N,чахъу,шо́рык
164,Schwein::N,болъон,сӧсна́
165,Hund::N,гьой,пий
166,Katze::N,кету,пы́рыс
167,Bär::N,ци,маска́
168,Eichhörnchen::N,гвангва,ур
169,Fuchs::N,цер,ры́выж
170,Hase::N,гӏанкӏ,мера́ҥ
171,Maus::N,гӏункӏкӏ,коля́
172,Wolf::N,бацӏ,пи́ре
173,Vogel::N,хӏинчӏ,ка́йык
174,Schwarm::N,тӏел,каша́к
175,Huhn::N,гӏанкӏу,чы́ве
176,Hahn::N,хӏелеко,агыта́н
177,Gans::N,хъаз,ко́мбо
178,Adler::N,цӏум,карагу́ш
179,Ente::N,ордек,лу́до
180,Eule::N,беццаруз,тумна́
181,Kranich::N,къункъра,турня́
182,Krähe::N,гъеду,кора́к
183,Kuckuck::N,гагу,куку́
184,Schwan::N,хӏанкъва,йӱ́ксӧ
185,Fisch::N,ччугӏа,кол
186,Barsch::N,окунь,ола́ҥге
187,Hecht::N,щука,нуж
188,Hecht::N,щука,чорта́н
189,Schlange[Tier]::N,борохь,ки́шке
190,Wurm::N,хӏапара,шукш
191,Spinne::N,хъанхъра,эҥыре́мыш
192,Ameise::N,цӏунцӏра,ку́тко
193,Laus::N,нацӏ,тий
194,Mücke::N,кӏкӏара,шыҥа́
195,Fliege::N,тӏутӏ,ка́рме
196,Schmetterling::N,кӏалкӏучӏ,лы́ве
197,Apfel::N,гӏеч,олма́
198,Pilz::N,гӏурдахӏан,по́ҥго
199,Zwiebel::N,кӏочӏопер,шога́н
200,Saat::N,хьон,нӧ́шмӧ
201,Saat::N,хьон,туш
202,Korn::N,мугь,шу́рно
203,Heu::N,хер,шу́до
204,Schale::N,хъал,шӱм
205,Grube::N,гвенд,выне́м
206,Falle::N,къор,лӧ́дӧ
207,Falle::N,къотен,лӧ́дӧ
208,Schlinge::N,кӏичӏ,о́птыш
209,Schlinge::N,кӏичӏ,шӧрга́лтыш
210,Spur::N,лъалкӏ,кыша́
211,Asche::N,рахъу,ло́мыж
212,Dreck::N,гъиз,лавыра́
213,Dreck::N,хӏарщ,лавыра́
214,Eisen::N,махх,кӱ́ртньӧ
215,Gold::N,месед,шӧ́ртньӧ
216,Silber::N,гӏарац,ший
217,Kohle::N,тӏурччи,мландышӱ́й
218,Glas::N,цӏер,янда́
219,Lehm::N,хӏатӏ,шун
220,Sand::N,сали,ошма́
221,Mensch::N,чи,еҥ
222,Mensch::N,чи,айде́ме
223,Mann::N,бихьинчи,пӧръе́ҥ
224,Frau::N,гӏадан,ӱдырама́ш
225,Kind::N,лъимер,аза́
226,Junge::N,вас,рве́зе
227,Mädchen::N,яс,ӱдыра́ш
228,Familie::N,хъизан,еш
229,Großvater::N,кӏудада,коча́
230,Großmutter::N,кӏодо,кова́
231,Eltern::N,эбел-эмен,ача́-ава́
232,Vater::N,эмен,ача́
233,Mutter::N,эбел,ава́
234,Sohn::N,вас,э́рге
235,Tochter::N,яс,ӱ́дыр
236,Bruder::N,вац,иза́
237,Bruder::N,вац,шо́льо
238,Schwester::N,яц,ака́
239,Onkel::N,даци,иза́
240,Tante::N,ада,кока́
241,Ehemann::N,рос,мари́й
242,Ehefrau::N,чӏужу,ва́те
243,Freude::N,ракӏбохи,куа́н
244,Freude::N,ракӏбохи,куаныма́ш
245,Gelächter::N,релъи,во́штылтыш
246,Glück::N,талихӏ,пиа́л
247,Glück::N,талихӏ-рохел,пиа́л
248,Kummer::N,хӏалкъай,о́йго
249,Wunsch::N,къасд,ку́мыл
250,Lust::N,гъира,ку́мыл
251,Geist::N,чӏанкӏ,ӧрт
252,Geist::N,чӏанкӏ,чон
253,Geist::N,рухӏ-жан,ӧрт
254,Geist::N,рухӏ-жан,чон
255,Gedanke::N,пикру,ой
256,Gedanke::N,пикру,шоныма́ш
257,Verstand::N,лумалъи,уш
258,Verstand::N,цӏодорлъи,уш
259,Sinn::N,магӏна,смысл
260,Grund::N,багьана,ама́л
261,Wahrheit::N,ритӏухълъи,чын
262,Gespräch::N,накъит,мутланыма́ш
263,Märchen::N,маргьа,йома́к
264,Erzählung::N,къиса,ойлыма́ш
265,Nachricht::N,хабар,увертарыма́ш
266,Neuigkeit::N,хабар-гӏазаб,уве́р
267,Name::N,цӏар,лӱм
268,Rätsel::N,бицанкӏо,ту́што
269,Rede::N,речь,ойлыма́ш
270,Rede::N,калам,ойлыма́ш
271,Sprache::N,мацӏ,йы́лме
272,Stimme::N,гьаракь,йӱк
273,Wort::N,рагӏи,ой
274,Wort::N,рагӏи,мут
275,Zeichen::N,ишара,ти́ште
276,Zeichen::N,ишара,знак
277,Zeichen::N,гӏаламат,ти́ште
278,Zeichen::N,гӏаламат,знак
279,Ruf::N,ахӏи,ӱжма́ш
280,Lärm::N,хъуй,лӱшкыма́ш
281,Lärm::N,хъуй,йӱк-йӱа́н
282,Lärm::N,хъуди,лӱшкыма́ш
283,Lärm::N,хъуди,йӱк-йӱа́н
284,Laut::N,гьаракь,йӱк
285,Laut::N,сас,йӱк
286,Lied::N,кечӏ,му́ро
287,Ruhe::N,рахӏат,ты́мык
288,Leute::N,гӏадамал,еҥ-влак
289,Volk::N,халкъ,ка́лык
290,Arbeit::N,хӏалтӏи,паша́
291,Gast::N,гьобол,уна́
292,Geschenk::N,сайигъат,пӧле́к
293,Spiel::N,хӏай,мо́дыш
294,Spiel::N,хӏай,модма́ш
295,Spiel::N,расанди,мо́дыш
296,Spiel::N,расанди,модма́ш
297,Gesellschaft::N,жамагӏат,тӱшка́
298,Hilfe::N,кумек,по́лыш
299,Freund::N,гьудул,таҥ
300,Freund::N,гьудул,йолта́ш
301,Kamerad::N,гьалмагъ,таҥ
302,Angelegenheit::N,къваригӏел,паша́
303,Anzahl::N,рикӏкӏен,чот
304,Art::N,жинс,вид
305,Stück::N,кесек,ка́тыш
306,Stück::N,кесек,ла́стык
307,Teil::N,пай,ужа́ш
308,Hälfte::N,бащдаб,пел
309,Hälfte::N,бащдаб,пе́ле
310,Kreis::N,гор,ты́ртыш
311,Kreuz::N,хъанч,ыре́с
312,Linie::N,мухъ,ли́ний
313,Strich::N,хӏучч,коре́ш
314,Abstand::N,манзил,кокла́
315,Entfernung::N,манзил,тора́
316,Entfernung::N,манзил,ку́жыт
317,Gegend::N,рахъ,кунде́м
318,Platz::N,бакӏ,ку́мдык
319,Ort::N,бакӏ,вер
320,Ort::N,бакӏ,о́лмо
321,Seite::N,рахъ,ӧ́рдыж
322,Mitte::N,бакьулъбакӏ,покше́л
323,Gegenstand::N,жо,наста́
324,Sache::N,жо,наста́
325,Rand::N,мицӏир,тӱр
326,Kante::N,рагӏал,тӱр
327,Kante::N,рагӏа-ракьан,тӱр
328,Ecke::N,цили,лук
329,Spitze::N,тӏогь,вуй
330,Ende::N,кӏал,муча́ш
331,Loch::N,каратӏ,рож
332,Muster::N,накъиш,пеза́к
333,Muster::N,накъиш,узо́р
334,Muster::N,накъиш,ӱ́лгӧ
335,Größe::N,кӏодо́лъи,кӱ́кшыт
336,Länge::N,халалъи,ку́тыш
337,Höhe::N,борхалъи,кӱ́кшыт
338,Gewicht::N,бакӏлъи,не́лыт
339,Haufen::N,гъуни,кы́шыл
340,Reihe::N,ирга́,рада́м
341,Boot::N,раса,пуш
342,Ruder::N,раххан,эшка́к
343,Schlitten::N,чанагъ,тер
344,Schlitten::N,чанагъ,изде́р
345,Ski::N,лыжаби,е́че
346,Lagerfeuer::N,цӏа,туло́то
347,Last::N,бакӏлъи,нӧ́лтыш
348,Gang::N,хьвади,ошкылма́ш
349,Gang::N,хьвада-чӏвади,ошкылма́ш
350,Schritt::N,гали,о́шкыл
351,Norden::N,шимал,йӱдйыма́л
352,Süden::N,юг,кечывалве́л
353,Süden::N,къибла,кечывалве́л
354,Westen::N,гъарб,касве́л
355,Westen::N,магъриб,касве́л
356,Osten::N,шаркъ,эрве́л
357,Osten::N,машрикъ,эрве́л
358,Holz::N,цӏул,пу
359,Brett::N,хъарщи,оҥа́
360,Platte::N,къоно,аста́р
361,Stange::N,гӏер,лома́ш
362,Stock::N,тӏил,тоя́
363,Stab::N,гӏер,вара́
364,Stab::N,гӏер,кашта́
365,Rohr::N,турба,пуч
366,Haus::N,ригь,пӧрт
367,Haus::N,рукъзал,пӧрт
368,Heim::N,рукъ,мӧ́ҥгӧ
369,Ofen::N,печь,комака́
370,Fußboden::N,чӏабар,кӱва́р
371,Tisch::N,стол,ӱсте́л
372,Stuhl::N,бакӏу,пӱке́н
373,Wiege::N,кини,шепка́
374,Bett::N,кровать,ва́кшыш
375,Regal::N,хъарщи,шӧ́рлык
376,Kiste::N,ящик,шо́ндык
377,Kiste::N,ящик,я́шлык
378,Kiste::N,тӏалагъуд,шо́ндык
379,Kiste::N,тӏалагъуд,я́шлык
380,Fenster::N,гордо,окна́
381,Tür::N,нуцӏа,омса́
382,Tor::N,каву,капка́
383,Zaun::N,раци,сава́р
384,Dach::N,тӏох,леве́дыш
385,Leiter::N,мали,тошка́лтыш
386,Besen::N,жул,ӱштерво́штыр
387,Spaten::N,бел,ко́льмо
388,Schaufel::N,раххан,сово́к
389,Schaufel::N,раххан,су́ско
390,Gabel::N,гӏучӏ,ви́лке
391,Löffel::N,гъуд,па́не
392,Löffel::N,гъуд,совла́
393,Messer::N,нус,кӱ́зӧ
394,Nagel::N,магӏ,пуда́
395,Netz::N,гьин,вапш
396,Haken::N,гъанцӏа,са́гыле
397,Griff::N,гӏоркь,кыл
398,Schloss::N,кӏулал,кӧгӧ́н
399,Bild::N,сурат,сӱре́т
400,Puppe::N,нани,курча́к
401,Beutel::N,таргьа,меша́к
402,Bündel::N,къай,арша́ш
403,Tasche::N,сумка,сумка́
404,Tasche::N,къвачӏа,сумка́
405,Eimer::N,ведро,ведра́
406,Deckel::N,тӏалъел,ко́мдыш
407,Deckel::N,дадитӏалъел,ко́мдыш
408,Geschirr::N,цӏарагӏ,а́те
409,Sack::N,хъап,куль
410,Sack::N,хъап,меша́к
411,Sack::N,къандалъо,куль
412,Sack::N,къандалъо,меша́к
413,Tasse::N,чашка,чу́кыр
414,Tasse::N,чашка,чашка́
415,Topf::N,хьаг,ми́ске
416,Kessel::N,хьаг,под
417,Kessel::N,гереги,под
418,Essen::N,тӏагӏам,ко́чкыш
419,Nahrung::N,квен,ку́рго
420,Speise::N,квен,ко́чкыш
421,Fleisch::N,гьан,шыл
422,Getreide::N,бугӏа-ролъ,шу́рно
423,Getreide::N,могьолабл_культураби,шу́рно
424,Brei::N,карщ,пу́чымыш
425,Brot::N,чед,ки́нде
426,Scheibe::N,мочӏу,ка́тыш
427,Fett::N,беэнлъи,коя́
428,Butter::N,нах,ӱй
429,Öl::N,нах,ӱй
430,Salz::N,цӏам,шинча́л
431,Suppe::N,чурпа,шӱр
432,Honig::N,гьоцӏо,мӱй
433,Milch::N,рахь,шӧр
434,Tee::N,чай,чай
435,Leder::N,тӏом,сура́н
436,Leder::N,тӏом,шӱ́штӧ
437,Wolle::N,квас,пун
438,Stoff::N,ххам,куэ́м
439,Stoff::N,ххам,посто́
440,Nadel::N,рокӏкӏен,и́ме
441,Faden::N,кун,шӱ́ртӧ
442,Knopf::N,маргъал,по́лдыш
443,Knoten::N,гарацӏ,пышке́м
444,Farbe::N,релъен,чия́
445,Kleidung::N,ретӏел,чие́м
446,Kleidung::N,ретӏел,вурге́м
447,Hemd::N,гурде,ту́выр
448,Kragen::N,габур,сога́
449,Ärmel::N,къвал,шокш
450,Hose::N,тӏажу,йола́ш
451,Gürtel::N,рачел,ӱ́штӧ
452,Mütze::N,тӏагъур,упш
453,Stiefel::N,этек,кем
454,Stiefel::N,чакма,кем
455,Ring::N,баргъич,шерга́ш
456,Band::N,лента,тасма́
457,Band::N,лента,ле́нте
458,Kamm::N,гьоркьо,шерге́
459,Spiegel::N,матӏу,вошто́нчыш
460,Riemen::N,рижу,кӱзанӱ́штӧ
461,Decke::N,одея́ло,леве́дыш
462,Decke::N,одея́ло,одея́л
463,Kissen::N,къандалъо,кӱ́пчык
464,Tuch::N,квархьи,шо́выч
465,Handtuch::N,беркӏалрацӏцӏ,со́лык
466,Kraft::N,гуч,вий
467,Kraft::N,гуч,куа́т
468,Kraft::N,къуват,вий
469,Kraft::N,къуват,куа́т
470,Stärke::N,хӏалкӏвей,куа́т
471,Stärke::N,хӏалкӏвей,карма́н
472,Gesundheit::N,сахлъи́,таза́лык
473,Krankheit::N,унти,чер
474,Krankheit::N,щокълъи,чер
475,Schmerz::N,унти,ко́рштыш
476,Wunde::N,ругъун,су́сыр
477,Fieber::N,цӏа-кан,йӱштыму́ж
478,Fieber::N,цӏа-кан,лихора́дке
479,Arznei::N,дару,эм
480,Brücke::N,кьо,кӱва́р
481,Brunnen::N,гъуй,вӱдвыне́м
482,Weide::N,рицӏцӏ,нурше́р
483,Weide::N,лъичӏирма,нурше́р
484,Weide::N,гӏурдаллъи,нурше́р
485,Weide::N,ри́цӏигъветӏ,нурше́р
486,Weide::N,рицӏцӏигъветӏ,нурше́р
487,Pfad::N,сухъмахъ,йолго́рно
488,Pfad::N,сухъмахъ,сокма́к
489,Weg::N,нух,ко́рно
490,Straße::N,нух,ко́рно
491,Dorf::N,росу,ял
492,Stadt::N,шагьар,ола́
493,Brief::N,кагъат,се́рыш
494,Brief::N,рисалат,се́рыш
495,Buch::N,тӏехь,книга́
496,Buchstabe::N,хӏарп,буква́
497,Zeitung::N,газет,газе́т
498,Leben::N,яшав,и́лыш
499,Tod::N,хвел,колыма́ш
500,Grab::N,хоб,шӱга́р
501,Kirche::N,килиса,че́рке
502,Sünde::N,хӏакъ,су́лык
503,Sünde::N,мунагь,су́лык
504,Gott::N,бичас,ю́мо
505,Gott::N,аллагь,ю́мо
506,Arbeiter::N,хӏалтӏухъан,паша́зе
507,Chef::N,хӏаким,тӧра́
508,Chef::N,начальник,тӧра́
509,Meister::N,устар,маста́р
510,Meister::N,мастер,маста́р
511,Meister::N,махщалилав,маста́р
512,Arzt::N,жайрахӏ,врач
513,Lehrer::N,мугӏалим,ту́ныктышо
514,Geld::N,гӏарац,окса́
515,Laden::N,тукен,ке́выт
516,Preis::N,багьа,ак
517,Ware::N,къайи,сату́
518,Nutzen::N,мунпагӏат,пайда́
519,Reichtum::N,бечелъи,поя́нлык
520,Welt::N,дуниял,тӱня́
521,Land::N,улка,эл
522,Land::N,икълим,эл
523,Staat::N,пачалихъ,кугыжа́ныш
524,König::N,пача,кугыжа́
525,König::N,малик,кугыжа́
526,König::N,къирал,кугыжа́
527,König::N,падишагь,кугыжа́
528,Macht::N,кверщел,власть
529,Grenze::N,гӏорхъи,грани́ца
530,Krieg::N,рагъ,сар
531,Feind::N,тушман,тушма́н
532,Gewalt::N,зулму,виешлыма́ш
533,Kampf::N,къеркьей,кредалма́ш
534,Bogen[Waffe]::N,газаргъо,юҥе́ж
535,Pfeil::N,чӏор,пикш
536,Gewehr::N,туманкӏ,пыча́л
537,Fehler::N,гъалатӏ,йо́ҥылыш
538,Lüge::N,гьереси,шоя́к
539,Schaden::N,зиян,зия́н
540,Schaden::N,зарал,зия́н
541,Unglück::N,балагь,эҥге́к
542,Schuld::N,гӏайиб,тита́к
543,Schuld::N,гӏайиб,йола́
544,Alter::N,гӏумру,ийго́т
545,Schluss::N,ахир,муча́ш
546,Zeit::N,заман,жап
547,Zeit::N,заман,па́гыт
548,Tag::N,къо,ке́че
549,Morgen::N,радалмех,эр
550,Mittag::N,къадемех,кечыва́л
551,Abend::N,релъедамех,кас
552,Nacht::N,сордо,йӱд
553,Woche::N,анкь,арня́
554,Monat::N,моцӏ,ты́лзе
555,Jahr::N,сон,ий
556,Jahr::N,лъагӏел,ий
557,Frühling::N,их,шо́шо
558,Sommer::N,рии,кеҥе́ж
559,Herbst::N,хасалихълъи,шы́же
560,Winter::N,кьин,те́ле
561,Januar::N,январь,шоркыйол
562,Januar::N,январь,идалыкву́й
563,Januar::N,январь,янва́рь
564,Februar::N,февра́ль,пургыж
565,Februar::N,февра́ль,февра́ль
566,März::N,март,ӱярня
567,März::N,март,март
568,April::N,апрель,апре́ль
569,Mai::N,май,ага
570,Mai::N,май,май
571,Juni::N,июнь,пеледыш
572,Juni::N,июнь,ию́нь
573,Juli::N,июль,сӱрем
574,Juli::N,июль,ию́ль
575,August::N,август,сорла
576,August::N,август,агарма́н
577,August::N,август,а́вгуст
578,September::N,сентябрь,идым
579,September::N,сентябрь,сентя́брь
580,Oktober::N,октябрь,шыжа
581,Oktober::N,октябрь,октя́брь
582,November::N,ноябрь,кылме тылзе
583,November::N,ноябрь,ноя́брь
584,Dezember::N,декабрь,дека́брь
585,Montag::N,итни,шо́чмо
586,Dienstag::N,талат,ку́шкыжмо
587,Mittwoch::N,арбагӏ,вӱрге́че
588,Donnerstag::N,хамиз,изарня́
589,Freitag::N,рузман,кугарня́
590,Samstag::N,щамат,шуматке́че
591,Sonntag::N,гьатӏан,рушарня́
592,groß::A,кӏудияб,кугу́
593,klein::A,гьитӏинаб,изи́
594,lang::A,халатаб,кужу́
595,kurz::A,къокъаб,кӱ́чык
596,breit::A,гӏебаб,кумда́
597,schmal::A,къваридаб,а́ҥысыр
598,dicht::A,ризаб,ну́гыдо
599,dick[Gegenstand]::A,бицатаб,кӱ́жгӧ
600,dünn::A,тӏеренаб,ви́чкыж
601,fein::A,тӏеренаб,ты́гыде
602,fest::A,къвакӏараб,чо́ткыдо
603,flach::A,чӏепараб,лапка́
604,glatt::A,цӏвакараб,яклака́
605,hart::A,кьварараб,пе́ҥгыде
606,weich::A,тамахаб,пу́шкыдо
607,rund::A,гургинаб,йырге́шке
608,spitz::A,бегӏераб,коша́р
609,scharf::A,рекӏараб,пӱ́сӧ
610,stumpf::A,тӏехӏараб,токма́к
611,stumpf::A,рекӏинчӏеб,токма́к
612,schwer::A,бакӏаб,не́ле
613,schön::A,берцинаб,сы́лне
614,heiß::A,лагьараб,шо́кшо
615,warm::A,хинаб,ле́ве
616,kalt::A,квачараб,йӱ́штӧ
617,kühl::A,квачараб,юа́лге
618,kühl::A,квачараб,южгата́
619,frisch::A,цӏияб,свежа́
620,feucht::A,рагьараб,вӱ́дыжгӧ
621,nass::A,би́ччараб,нӧ́рӧ
622,trocken::A,бакъвараб,ку́кшо
623,leer::A,чӏобогояб,яра́
624,offen::A,рагьараб,виш
625,geschlossen::A,рахараб-къараб,пе́тырыме
626,geschlossen::A,рахараб-къараб,тӱ́чмӧ
627,sauber::A,бацӏцӏадаб,ару́
628,sauber::A,бацӏцӏадаб,янда́р
629,schmutzig::A,гъизараб,лавыра́н
630,schmutzig::A,гъизараб,ла́выргыше
631,roh::A,хамаб,кӱ́чымӧ
632,roh::A,гӏатӏгояб,кӱ́чымӧ
633,reif::A,барщараб,лӧза́
634,lecker::A,тӏагӏамаб,ту́тло
635,süß::A,гьуинаб,ше́ре
636,bitter::A,кьогӏаб,ко́чо
637,sauer::A,цӏекӏаб,шо́по
638,hell::A,канаб,во́лгыдо
639,dunkel::A,бецӏаб,пычке́мыш
640,schwarz::A,чӏегӏераб,шола́
641,weiß::A,хъахӏаб,ош
642,rot::A,багӏараб,йошка́р
643,gelb::A,гӏобилаб,сар
644,gelb::A,тӏогьилаб,сар
645,blau::A,хъахӏилаб,ка́нде
646,grün::A,гӏурччинаб,ужа́р
647,grau::A,накӏкӏуяб,сур
648,bunt::A,къвекӏаб,олача́
649,bunt::A,чара-гъараб,олача́
650,billig::A,учузаб,шу́лдо
651,teuer::A,хири́яб,ше́рге
652,wertvoll::A,къиматаб,шергака́н
653,blind::A,беццаб,со́кыр
654,taub::A,гъугъаб,соҥгыра́
655,kräftig::A,гучаб,куа́тле
656,stark::A,къуватаб,вия́н
657,schwach::A,гӏажизаб,а́лдыме
658,fett::A,кьарияб,коя́
659,schlank::A,чергесаб,йоштката́
660,schlank::A,чергесаб,яжу́
661,hübsch::A,гьайбатаб,чеве́р
662,böse::A,ракӏквешаб,шы́де
663,dumm::A,гьагаб,аҥыра́
664,dumm::A,гӏантаб,аҥыра́
665,faul::A,кӏохӏалаб,його
666,faul::A,кӏухӏа́лаб,його
667,fleißig::A,хӏаракатаб,ты́ршыше
668,geizig::A,къарумаб,чаҥга́
669,klug::A,лумияб,уша́н
670,geschickt::A,махщел бугев,уста́
671,lieb::A,гӏазизаб,ала́л
672,lustig::A,кепаб,весела́
673,sanft::A,хӏалимаб,ны́жылге
674,sanft::A,хӏере́наб,ны́жылге
675,hungrig::A,бакъараб,шу́жышо
676,krank::A,щокъаб,че́рле
677,krank::A,унтараб,че́рле
678,nackt::A,гӏицӏаб,чарама́т
679,nackt::A,чӏанкӏараб,чарама́т
680,traurig::A,пашманаб,ойга́н
681,lebendig::A,чӏагояб,и́лыше
682,gut::A,лъикӏаб,сай
683,schlecht::A,къадараб,уда́
684,schlecht::A,къадараб,шӱ́кшӧ
685,richtig::A,битӏараб,чы́нле
686,schlimm::A,нажасаб,аля́к
687,schlimm::A,нажасаб,тыра́н
688,schlimm::A,къабихӏаб,аля́к
