,Concept_ID,no,zh
307,Höhe::N,høyde,高度
308,Gewicht::N,vekt,重量
309,Menge::N,mengde,数量
310,Haufen::N,haug,堆
311,Haufen::N,bunke,堆
312,Reihe::N,rekke,行
313,Boot::N,båt,小船
314,Ruder::N,åre,奖
315,Schlitten::N,slede,雪橇
316,Schlitten::N,kjelke,雪橇
317,Ski::N,ski,雪板
318,Lagerfeuer::N,leirbål,营火
319,Last::N,bør,负担
320,Last::N,last,负担
321,Gang::N,gang,行走
322,Schritt::N,steg,步伐
323,Schritt::N,skritt,步伐
324,Norden::N,nord,北
325,Süden::N,sør,南
326,Westen::N,vest,西
327,Osten::N,øst,东
328,Holz::N,tre,木材
329,Brett::N,fjøl,木板
330,Brett::N,brett,木板
331,Platte::N,plate,平板
332,Stütze::N,støtte,支架
333,Stange::N,stang,杆
334,Stock::N,pinne,棒
335,Stab::N,stav,棍
336,Stab::N,kjepp,棍
337,Rohr::N,rør,管子
338,Haus::N,hus,房屋
339,Heim::N,hjem,家
340,Ofen::N,ovn,炉子
341,Fußboden::N,gulv,地板
342,Tisch::N,bord,桌子
343,Stuhl::N,stol,椅子
344,Wiege::N,vogge,摇蓝
345,Bett::N,seng,床
346,Regal::N,reol,架子
347,Regal::N,hylle,架子
348,Kiste::N,kasse,箱子
349,Fenster::N,vindu,窗户
350,Tür::N,dør,门
351,Tor::N,port,大门
352,Zaun::N,gjerde,篱笆
353,Dach::N,tak,屋顶
354,Leiter::N,stige,梯子
355,Besen::N,kost,扫帚
356,Spaten::N,spade,铁锹
357,Schaufel::N,skuffe,铁锹
358,Gabel::N,gaffel,叉
359,Löffel::N,skje,食匙
360,Messer::N,kniv,刀
361,Nagel::N,spiker,钉子
362,Netz::N,nett,网
363,Haken::N,krok,钩子
364,Griff::N,tak,把柄
365,Griff::N,håndtak,把柄
366,Schloss::N,lås,锁
367,Bild::N,bilde,图画
368,Figur::N,figur,人像
369,Puppe::N,dukke,娃娃
370,Beutel::N,pose,袋子
371,Bündel::N,bylt,捆
372,Tasche::N,veske,手提包
373,Eimer::N,bøtte,桶
374,Deckel::N,lokk,盖子
375,Geschirr::N,kjøkkentøy,餐具
376,Sack::N,sekk,袋子
377,Tasse::N,kopp,杯子
378,Topf::N,gryte,锅
379,Kessel::N,kjele,水壶
380,Essen::N,mål,进餐
381,Nahrung::N,mat,食物
382,Nahrung::N,næring,食物
383,Speise::N,matrett,菜肴
384,Fleisch::N,kjøtt,肉
385,Getreide::N,korn,谷物
386,Brei::N,grøt,粥
387,Brot::N,brød,面包
388,Scheibe::N,skive,片
389,Fett::N,fett,脂肪
390,Butter::N,smør,黄油
391,Öl::N,olje,油
392,Salz::N,salt,盐
393,Suppe::N,suppe,汤
394,Honig::N,honning,蜂蜜
395,Milch::N,melk,奶
396,Tee::N,te,茶
397,Leder::N,lær,皮革
398,Leder::N,skinn,皮革
399,Wolle::N,ull,毛线
400,Stoff::N,tøy,织物
401,Stoff::N,stoff,织物
402,Nadel::N,nål,针
403,Faden::N,tråd,线
404,Knopf::N,knapp,纽扣
405,Knoten::N,knute,结
406,Farbe::N,farge,颜色
407,Kleidung::N,påkledning,衣服
408,Hemd::N,skjorte,衬衫
409,Kragen::N,krage,领子
410,Ärmel::N,erme,袖子
411,Hose::N,bukse,裤子
412,Gürtel::N,belte,腰带
413,Mütze::N,lue,帽子
414,Schuh::N,sko,鞋
415,Stiefel::N,støvel,靴子
416,Ring::N,ring,戒指
417,Band::N,band,带子
418,Kamm::N,kam,梳子
419,Spiegel::N,speil,镜子
420,Riemen::N,rem,皮带
421,Schnur::N,snor,绳子
422,Leine::N,line,皮带
423,Decke::N,teppe,被子
424,Kissen::N,pute,软垫
425,Tuch::N,tøy,巾
426,Handtuch::N,håndkle,手巾
427,Kraft::N,kraft,力
428,Stärke::N,styrke,力量
429,Gesundheit::N,helse,健康
430,Gesundheit::N,sunnhet,健康
431,Krankheit::N,syke,病
432,Krankheit::N,sykdom,病
433,Schmerz::N,smerte,痛
434,Wunde::N,sår,伤口
435,Fieber::N,feber,发烧
436,Arznei::N,medisin,药
437,Arznei::N,legemiddel,药
438,Brücke::N,bro,桥
439,Brunnen::N,brønn,井
440,Weide::N,beite,牧场
441,Pfad::N,sti,小路
442,Weg::N,vei,路
443,Straße::N,gate,街
444,Dorf::N,landsby,村庄
445,Stadt::N,by,城市
446,Brief::N,brev,信
447,Buch::N,bok,书
448,Buchstabe::N,bokstav,字母
449,Zeitung::N,avis,报纸
450,Leben::N,liv,生命
451,Tod::N,død,死亡
452,Grab::N,grav,坟墓
453,Kirche::N,kirke,教堂
454,Sünde::N,synd,罪
455,Gott::N,gud,上帝
456,Arbeiter::N,arbeider,工人
457,Chef::N,sjef,上司
458,Meister::N,mester,师傅
459,Arzt::N,lege,医生
460,Lehrer::N,lærer,教师
461,Geld::N,penger,钱
462,Geschäft::N,forretning,交易
463,Laden::N,butikk,商店
464,Preis::N,pris,价格
465,Ware::N,vare,商品
466,Nutzen::N,nytte,好处
467,Reichtum::N,rikdom,财富
468,Welt::N,verden,世界
469,Land::N,land,国家
470,Staat::N,stat,国家
471,König::N,konge,国王
472,Macht::N,makt,权力
473,Grenze::N,grense,边界
474,Krieg::N,krig,战争
475,Feind::N,fiende,敌人
476,Gewalt::N,vold,暴力
477,Kampf::N,kamp,战斗
478,Bogen[Waffe]::N,bue,弓
479,Pfeil::N,pil,箭
480,Gewehr::N,gevær,枪
481,Fehler::N,feil,错误
482,Lüge::N,løgn,谎话
483,Schaden::N,skade,损失
484,Unglück::N,uhell,不幸
485,Schuld::N,skyld,过错
486,Alter::N,alder,年龄
487,Schluss::N,slutt,结束
488,Zeit::N,tid,时间
489,Tag::N,dag,天
490,Morgen::N,morgen,早晨
491,Mittag::N,middag,中午
492,Abend::N,aften,晚上
493,Nacht::N,natt,夜
494,Woche::N,uke,星期
495,Monat::N,måned,月
496,Jahr::N,år,年
497,Frühling::N,vår,春天
498,Sommer::N,sommer,夏天
499,Herbst::N,høst,秋天
500,Winter::N,vinter,冬天
501,Januar::N,januar,一月
502,Februar::N,februar,二月
503,März::N,mars,三月
504,April::N,april,四月
505,Mai::N,mai,五月
506,Juni::N,juni,六月
507,Juli::N,juli,七月
508,August::N,august,八月
509,September::N,september,九月
510,Oktober::N,oktober,十月
511,November::N,november,十一月
512,Dezember::N,desember,十二月
513,Montag::N,mandag,星期一
514,Dienstag::N,tirsdag,星期二
515,Mittwoch::N,onsdag,星期三
516,Donnerstag::N,torsdag,星期四
517,Freitag::N,fredag,星期五
518,Samstag::N,lørdag,星期六
519,Sonntag::N,søndag,星期日
520,groß::A,stor,大
521,klein::A,liten,小
522,lang::A,lang,长
523,kurz::A,kort,短
524,breit::A,bred,宽
525,schmal::A,smal,细长的
526,dicht::A,tett,密
527,dick[Gegenstand]::A,tykk,厚
528,dünn::A,tynn,薄
529,fein::A,fin,细小
530,fest::A,fast,固体
531,flach::A,flat,平坦
532,glatt::A,glatt,光滑
533,hart::A,hard,硬
534,weich::A,myk,软
535,weich::A,bløt,软
536,rund::A,rund,圆
537,spitz::A,spiss,尖
538,scharf::A,kvass,锋利
539,stumpf::A,stubb,钝
540,schwer::A,tung,重
541,schön::A,pen,美丽
542,schön::A,vakker,美丽
543,heiß::A,het,烫
544,warm::A,varm,暖和
545,kalt::A,kald,冷
546,kühl::A,kjølig,凉
547,frisch::A,fersk,新鲜
548,feucht::A,fuktig,潮湿
549,nass::A,våt,湿
550,trocken::A,tørr,干
551,voll::A,full,满
552,leer::A,tom,空
553,offen::A,åpen,敞开
554,geschlossen::A,lukket,关闭
555,sauber::A,ren,干净
556,schmutzig::A,skitten,肮脏
557,roh::A,rå,生
558,reif::A,moden,成熟
559,lecker::A,lekker,好吃
560,süß::A,søt,甜
561,bitter::A,besk,苦
562,bitter::A,bitter,苦
563,sauer::A,sur,酸
564,hell::A,lys,亮
565,dunkel::A,mørk,阴暗
566,schwarz::A,svart,黑
567,weiß::A,hvit,白
568,rot::A,rød,红
569,gelb::A,gul,黄
570,blau::A,blå,蓝
571,grün::A,grønn,绿
572,grau::A,grå,灰色
573,bunt::A,broket,五彩
574,billig::A,billig,便宜
575,teuer::A,dyr,贵
576,wertvoll::A,verdifull,贵重
577,blind::A,blind,瞎
578,taub::A,døv,聋
579,kräftig::A,kraftig,强壮
580,stark::A,sterk,强壮
581,schwach::A,svak,弱
582,fett::A,fet,胖
583,schlank::A,slank,苗条
584,hübsch::A,pen,漂亮
585,böse::A,slem,邪恶
586,dumm::A,dum,笨
587,faul::A,lat,懒惰
588,faul::A,doven,懒惰
589,fleißig::A,flittig,勤奋
590,geizig::A,gjerrig,吝啬
591,klug::A,klok,聪明
592,geschickt::A,hendig,灵巧
593,geschickt::A,skikket,灵巧
594,lieb::A,kjær,可爱
595,lieb::A,snill,可爱
596,lustig::A,morsom,快乐
597,sanft::A,blid,柔和
598,hungrig::A,sulten,饥饿
599,krank::A,syk,患病
600,nackt::A,naken,裸体
601,traurig::A,sørgmodig,悲哀
602,lebendig::A,levende,活
603,gut::A,god,好
604,schlecht::A,dårlig,坏
605,richtig::A,riktig,正确
606,schlimm::A,slem,糟糕
607,wahr::A,sann,真
608,alt::A,gammel,旧
609,neu::A,ny,新
610,ehemalig::A,forhenværende,以前
611,alt[Lebewesen]::A,gammel,老
612,jung::A,ung,年轻
613,arm::A,fattig,贫穷
614,reich::A,rik,富裕
615,bekannt::A,kjent,出名
616,berühmt::A,berømt,著名
617,fremd::A,fremmed,陌生
618,verschieden::A,forskjellig,不同
619,nah::A,nær,近
620,fern::A,fjern,遥远
621,linker::A,venstre,左
622,rechter::A,høyre,右
623,anderer::A,annen,别的
624,erster::A,første,第一
625,zweiter::A,annen,第二
626,dritter::A,tredje,第三
627,letzter::A,sist,最后
628,allein::ADV,alene,单独
629,auf einmal::ADV,med ett,同时
630,zusammen::ADV,sammen,一起
631,lange::ADV,lenge,许久
632,plötzlich::ADV,plutselig,忽然
633,sofort::ADV,straks,立刻
634,später::ADV,senere,以后
635,jetzt::ADV,nå,现在
636,heute::ADV,i dag,今天
637,morgen::ADV,i morgen,明天
638,bald::ADV,snart,即将
639,dann::ADV,så,然后
640,gestern::ADV,i går,昨天
641,einst::ADV,engang,曾经
642,damals::ADV,den gang,当时
643,danach::ADV,deretter,随后
644,vorher::ADV,før,事先
645,vorher::ADV,i forveien,事先
646,zuerst::ADV,først,首先
647,einmal::ADV,en gang,一次
648,manchmal::ADV,somme tider,有时
649,oft::ADV,ofte,时常
650,immer::ADV,alltid,总是
651,niemals::ADV,aldri,从未
652,hier::ADV,her,这里
653,hierhin::ADV,hit,到这里
654,von hier::ADV,herfra,由此
655,dort::ADV,der,那里
656,dorthin::ADV,dit,到那里
657,geradeaus::ADV,rett fram,一直往前
658,vorwärts::ADV,fram,向前
659,vorwärts::ADV,framover,向前
660,rückwärts::ADV,baklengs,向后
661,zurück::ADV,tilbake,退后
662,unten::ADV,nede,下面
663,hinab::ADV,ned,向下
664,hinab::ADV,nedover,向下
665,oben::ADV,oppe,上面
666,oben::ADV,ovenpå,上面
667,hinauf::ADV,opp,向上
668,hinauf::ADV,oppover,向上
669,überall::ADV,overalt,到处
670,nicht::ADV,ikke,不
671,ein wenig::ADV,litt,一点儿
672,kaum::ADV,neppe,几乎不
673,sehr::ADV,svært,很
674,so::ADV,så,如此
675,noch::ADV,enda,还
676,nur::ADV,bare,只
677,schon::ADV,alt,已经
678,schon::ADV,allerede,已经
679,wieder::ADV,igjen,又
680,vergebens::ADV,forgjeves,
681,vor::PRP,foran,在...面前
682,vor::PRP,utenfor,在...面前
683,hinter::PRP,bak,在...背后
684,hinter::PRP,bakom,在...背后
685,unter::PRP,under,在...下面
686,durch::PRP,gjennom,穿过
687,durch::PRP,igjennom,穿过
688,neben::PRP,ved siden av,在...旁
689,zwischen::PRP,mellom,在...之间
690,wegen::PRP,på grunn av,由于
691,dies::PRN,dette,这
692,das::PRN,det,那
693,alles::PRN,alt,一切
694,ich::PRN,jeg,我
695,du::PRN,du,你
696,er::PRN,han,他
697,wir::PRN,vi,我们
698,ihr::PRN,dere,你们
699,sie::PRN,de,她
700,was::FPRN,hva,什么
701,wer::FPRN,hvem,谁
702,wo::FADV,hvor,哪里
703,wohin::FADV,hvor ... hen,去哪里
704,wie::FADV,hvordan,怎么
705,warum::FADV,hvorfor,为什么
706,wieviel::FNUM,hvor mye,多少
707,eins::NUM,en,一
708,eins::NUM,ett,一
709,zwei::NUM,to,二
710,drei::NUM,tre,三
711,vier::NUM,fire,四
712,fünf::NUM,fem,五
713,sechs::NUM,seks,六
714,sieben::NUM,sju,七
715,acht::NUM,åtte,八
716,neun::NUM,ni,九
717,zehn::NUM,ti,十
718,elf::NUM,elleve,十一
719,zwölf::NUM,tolv,十二
720,zwanzig::NUM,tjue,二十
721,dreißig::NUM,tretti,三十
722,vierzig::NUM,førti,四十
723,fünfzig::NUM,femti,五十
724,sechzig::NUM,seksti,六十
725,siebzig::NUM,sytti,七十
726,achtzig::NUM,åtti,八十
727,neunzig::NUM,nitti,九十
728,hundert::NUM,hundre,百
729,tausend::NUM,tusen,千
730,und::CNJ,og,和
731,oder::CNJ,eller,或者
732,stehen::V,stå,站
733,sitzen::V,sitte,坐
734,liegen::V,ligge,躺着
735,hängen::V,henge,挂着
736,werden::V,bli,成为
737,passieren::V,skje,发生
738,passieren::V,hende,发生
739,beginnen::V,begynne,开始
740,enden::V,ende,终止
741,enden::V,slutte,终止
742,wechseln::V,veksle,变迁
743,aufgehen[Sonne]::V,stå opp,升起
744,untergehen[Sonne]::V,gå ned,下落
745,scheinen[Sonne]::V,skinne,照射
746,donnern::V,tordne,打雷
747,wehen::V,blåse,飘扬
748,strömen::V,strømme,流
749,fließen::V,flyte,流动
750,sich drehen::V,dreie seg,转动
751,schwanken::V,svaie,摇摆
752,schwingen::V,svinge,摇
753,fallen::V,falle,坠落
754,brennen::V,brenne,燃烧
755,rauchen::V,ryke,冒烟
756,regnen::V,regne,下雨
757,gefrieren::V,fryse,结冰
758,tauen::V,tine,融化
759,schmelzen::V,smelte,溶化
760,trocknen::V,tørre,变干
761,sieden::V,koke,煮
762,faulen::V,råtne,腐烂
763,verfaulen::V,råtne,腐烂
764,reißen::V,briste,撕
765,versinken::V,synke,下沉
766,versinken::V,synke ned,下沉
767,vergehen::V,forløpe,流逝
768,erscheinen::V,synes,出现
769,verschwinden::V,forsvinne,消失
770,sinken::V,synke,下降
771,abnehmen::V,avta,减少
772,abnehmen::V,minske,减少
773,zunehmen::V,tilta,增加
774,steigen::V,stige,上升
775,wachsen::V,gro,生长
776,wachsen::V,vokse,生长
777,glänzen::V,skinne,发光
778,funkeln::V,tindre,闪烁
779,lärmen::V,bråke,吵闹
780,läuten::V,ringe,响
781,klingeln::V,ringe,按铃
782,klirren::V,klirre,
783,brausen::V,bruse,疾驶
784,rauschen::V,suse,
785,klingen::V,lyde,听起来
786,klingen::V,klinge,听起来
787,bellen::V,gjø,吠
788,bellen::V,bjeffe,吠
789,heulen::V,ule,嗥
790,blasen::V,blåse,吹
791,pfeifen::V,plystre,吹口哨
792,schreien::V,skrike,叫喊
793,stöhnen::V,stønne,呻吟
794,zittern::V,dirre,颤抖
795,zittern::V,skjelve,颤抖
796,leben::V,leve,生存
797,geboren werden::V,fødes,出生
798,atmen::V,ånde,呼吸
799,atmen::V,puste,呼吸
800,trinken::V,drikke,喝
801,essen::V,spise,吃
802,schlucken::V,svelge,咽
803,müde werden::V,bli trett,疲倦
804,einschlafen::V,sovne,入睡
805,schlafen::V,sove,睡觉
806,aufwachen::V,våkne,睡醒
807,aufstehen::V,stå opp,起床
808,sich erholen::V,bli bra,休养
809,sich erholen::V,komme seg,休养
810,krank werden::V,bli syk,生病
811,krank sein::V,være syk,生病
812,schmerzen::V,gjøre vondt,疼痛
813,husten::V,hoste,咳
814,genesen::V,komme seg,痊愈
815,sterben::V,dø,死
816,umkommen::V,omkomme,丧命
817,sich bewegen::V,bevege seg,移动
818,sich rühren::V,røre på seg,动弹
819,sich erheben::V,reise seg,站起
820,sich setzen::V,sette sig,坐
821,hinfallen::V,falle over ende,跌倒
822,laufen::V,løpe,步行
823,schreiten::V,skride,迈步
824,spazierengehen::V,spasere,散步
825,spazierengehen::V,gå en tur,散步
826,eilen::V,ile,急忙
827,sich beeilen::V,skynde seg,赶快
828,sausen::V,suse,疾驰
829,rennen::V,løpe,奔跑
830,springen::V,hoppe,跳
831,springen::V,springe,跳
832,klettern::V,klatre,攀缘
833,schaukeln::V,huske,荡秋千
834,kriechen::V,krype,爬行
835,schwimmen::V,svømme,游泳
836,tauchen::V,dykke,潜水
837,rudern::V,ro,划船
838,fahren::V,kjøre,行驶
839,fliegen::V,fly,飞
840,gehen::V,gå,走
841,weggehen::V,gå bort,离去
842,abfahren::V,reise,出发
843,anhalten::V,stanse,停住
844,hineingehen::V,gå inn,进去
845,eintreten::V,tre inn,进入
846,kommen::V,komme,来
847,ankommen::V,ankomme,到达
848,ankommen::V,komme til,到达
849,zurückkommen::V,komme tilbake,回来
850,bleiben::V,bli,停留
851,bleiben::V,forbli,停留
852,warten::V,vente,等
853,erwarten::V,vente,等候
854,suchen::V,søke,找
855,finden::V,finne,找到
856,versuchen::V,prøve,尝试
857,versuchen::V,forsøke,尝试
858,vorbereiten::V,forberede,预备
859,lieben::V,elske,爱
860,mögen::V,like,喜欢
861,lachen::V,le,笑
862,rühren::V,røre,
863,weinen::V,gråte,哭
864,schimpfen::V,skjelle,骂
865,sich ärgern::V,ergre seg,生气
866,sich fürchten::V,være redd,害怕
867,fürchten::V,være redd for,害怕
868,fliehen::V,rømme,逃走
869,fliehen::V,flykte,逃走
870,flüchten::V,flykte,逃跑
871,sehen::V,se,看
872,anschauen::V,se på,注视
873,anschauen::V,betrakte,注视
874,ansehen::V,anse,注视
