,Concept_ID,hr,ml
67,Wind::N,vjetar,കാറ്റ്
68,Welle::N,val,തിരമാല
69,Welle::N,talas,തിരമാല
70,Wasser::N,voda,വെള്ളം
71,Stein::N,kamen,ശില
72,Stein::N,kamen,കല്ല്
73,Boden::N,tlo,തറ
74,Boden::N,tlo,നിലം
75,Boden::N,zemlja,തറ
76,Boden::N,zemlja,നിലം
77,Erde::N,zemlja,മണ്ണ്
78,Staub::N,prah,പൊടി
79,Staub::N,prašina,പൊടി
80,Rauch::N,dim,പുക
81,Funke::N,iskra,തീപ്പൊരി
82,Funke::N,varnica,തീപ്പൊരി
83,Feuer::N,vatra,തീ
84,Licht::N,svjetlo,വിളക്ക്
85,Licht::N,svjetlo,സൂര്യപ്രകാശം
86,Schatten::N,hlad,തണൽ
87,Schatten::N,sjena,തണൽ
88,Wetter::N,vrijeme,കാലാവസ്ഥ
89,Nebel::N,magla,മൂടൽമഞ്ഞ്
90,Wolke::N,oblak,മേഘം
91,Regen::N,kiša,മഴ
92,Schnee::N,snijeg,മഞ്ഞ്
93,Eis::N,led,ഐസ്
94,Frost::N,mraz,മൂടൽമഞ്ഞ്
95,Kälte::N,studen,തണുപ്പ്
96,Kälte::N,hladnoća,തണുപ്പ്
97,Hitze::N,vrućina,ചൂട്
98,Raureif::N,inje,കോടമഞ്ഞ്
99,Regenbogen::N,duga,മഴവില്ല്
100,Donner::N,grom,ഇടി
101,Donner::N,grmljavina,ഇടി
102,Strömung::N,struja,പ്രവാഹം
103,Strömung::N,strujanje,പ്രവാഹം
104,Tropfen::N,kap,തുള്ളി
105,Tropfen::N,kaplja,തുള്ളി
106,Schaum::N,pjena,നുര
107,Schmutz::N,nečistoća,അഴുക്ക്
108,Schmutz::N,prljavština,അഴുക്ക്
109,See::N,jezero,തടാകം
110,Sumpf::N,bara,ചതുപ്പുനിലം
111,Moor::N,močvara,പാഴ്നിലം
112,Wiese::N,livada,പുൽത്തകിടി
113,Wald::N,šuma,വനം
114,Wald::N,šuma,കാട്
115,Hügel::N,brijeg,കുന്ന്
116,Hügel::N,brežuljak,കുന്ന്
117,Anhöhe::N,uzvišica,ഉയർന്ന ഭൂമി
118,Berg::N,brdo,പർവ്വതം
119,Gipfel::N,vrh,ഉച്ചകോടി
120,Höhle::N,pećina,ഗുഹ
121,Höhle::N,spilja,ഗുഹ
122,Abhang::N,obronak,ചരിവ്
123,Abhang::N,nizbrdica,ചരിവ്
124,Quelle::N,izvor,ഉറവിടം
125,Quelle::N,vrelo,ഉറവിടം
126,Bach::N,potok,അരുവി
127,Fluss::N,rijeka,നദി
128,Ufer::N,obala,തീരം
129,Küste::N,obala,കടൽത്തീരം
130,Küste::N,morska obala,കടൽത്തീരം
131,Festland::N,kopno,കര
132,Meer::N,more,കടൽ
133,Bucht::N,zaliv,ഉൾക്കടല്
134,Insel::N,ada,ദ്വീപ്
135,Insel::N,otok,ദ്വീപ്
136,Blume::N,cvijet,പൂവ്
137,Gras::N,trava,പുല്ല്
138,Wurzel::N,korijen,വേര്
139,Baum::N,drvo,മരം
140,Baum::N,stablo,മരം
141,Stamm::N,deblo,തായ്ത്തടി
142,Stamm::N,stablo,തായ്ത്തടി
143,Rinde::N,kora,പട്ട
144,Ast::N,grana,ശാഖ
145,Zweig::N,grana,ശാഖ
146,Blatt::N,list,ഇല
147,Birke::N,breza,പൂവരശ്
148,Kiefer[Baum]::N,bor,പൈൻമരം
149,Weide[Baum]::N,iva,വില്ലോ
150,Weide[Baum]::N,vŕba,വില്ലോ
151,Tanne::N,jela,ദേവദാരു
152,Horn::N,rog,മൃഗത്തിൻറെ കൊമ്പ്
153,Feder::N,pero,തൂവൽ
154,Fell::N,koža,മൃദുരോമം
155,Flügel::N,krilo,ചിറക്
156,Klaue::N,papak,നഖം
157,Kralle::N,pandža,നഖം
158,Schwanz::N,rep,വാൽ
159,Ei::N,jaje,മുട്ട
160,Nest::N,gnijezdo,കൂട്
161,Bau::N,jazbina,മാളം
162,Tier::N,životinja,മൃഗം
163,Herde::N,krdo,കൂട്ടം
164,Herde::N,stado,കൂട്ടം
165,Kuh::N,krava,പശു
166,Bulle::N,bik,കാള
167,Pferd::N,konj,കുതിര
168,Schaf::N,ovca,ആട്
169,Schwein::N,svinja,പന്നി
170,Hund::N,pas,നായ്
171,Hund::N,pseto,നായ്
172,Katze::N,mačka,പൂച്ച
173,Bär::N,medvjed,കരടി
174,Eichhörnchen::N,vjeverica,അണ്ണാൻ
175,Elch::N,los,കടമാന്
176,Fuchs::N,lisica,കുറുക്കൻ
177,Hase::N,zec,മുയൽ
178,Maus::N,miš,ചുണ്ടലി
179,Wolf::N,vuk,ചെന്നായ
180,Wolf::N,kurjak,ചെന്നായ
181,Vogel::N,ptica,പക്ഷി
182,Schwarm::N,roj,കൂട്ടം
183,Schwarm::N,jato,കൂട്ടം
184,Huhn::N,kokoš,കോഴി
185,Hahn::N,kokot,പൂവൻകോഴി
186,Hahn::N,pijevac,പൂവൻകോഴി
187,Gans::N,guska,അരയന്നം
188,Adler::N,orao,കഴുകൻ
189,Ente::N,patka,താറാവ്
190,Eule::N,sova,മൂങ്ങ
191,Kranich::N,ždral,കൊക്ക്
192,Krähe::N,vrana,കാക്ക
193,Kuckuck::N,kukavica,കുയിൽ
194,Schwan::N,labud,അരയന്നം
195,Fisch::N,riba,മത്സ്യം
196,Barsch::N,grgeč,ഒരിനം മത്സ്യം
197,Hecht::N,štuka,ഒരു മത്സ്യം
198,Schlange[Tier]::N,guja,പാമ്പ്
199,Schlange[Tier]::N,zmija,പാമ്പ്
200,Wurm::N,crv,വിര
201,Spinne::N,pauk,ചിലന്തി
202,Ameise::N,mrav,ഉറുമ്പ്
203,Laus::N,uš,പേന്
204,Mücke::N,komarac,മശകം
205,Fliege::N,muha,ഈച്ച
206,Schmetterling::N,leptir,ചിത്രശലഭം
207,Beere::N,boba,ബെറി
208,Beere::N,bobica,ബെറി
209,Apfel::N,jabuka,ആപ്പിൾ
210,Pilz::N,pečurka,കൂൺ
211,Zwiebel::N,luk,സവാള
212,Zwiebel::N,kapula,സവാള
213,Saat::N,sjemenje,വിത്ത്
214,Korn::N,zrno,ധാന്യം
215,Heu::N,sijeno,വയ്ക്കോൽ
216,Schale::N,kora,തൊലി
217,Schale::N,ljuska,തൊലി
218,Grube::N,jama,കുഴി
219,Falle::N,zamka,കെണി
220,Falle::N,klopka,കെണി
221,Schlinge::N,uzao,കുടുക്ക്
222,Schlinge::N,petlja,കുടുക്ക്
223,Spur::N,trag,ചുവട്
224,Spur::N,slijed,ചുവട്
225,Asche::N,pepeo,ചാരം
226,Dreck::N,blato,അഴുക്ക്
227,Eisen::N,željezo,ഇരുമ്പ്
228,Gold::N,zlato,സ്വർണ്ണം
229,Silber::N,srebro,വെള്ളി
230,Kohle::N,ugalj,കൽക്കരി
231,Kohle::N,ugljen,കൽക്കരി
232,Glas::N,staklo,ഗ്ലാസ്
233,Lehm::N,glina,കളിമണ്ണ്
234,Lehm::N,ilovača,കളിമണ്ണ്
235,Sand::N,pijesak,മണൽ
236,Mensch::N,čovjek,മനുഷ്യർ
237,Mann::N,muškarac,പുരുഷൻ
238,Frau::N,žena,സ്ത്രീ
239,Kind::N,čedo,കുഞ്ഞ്
240,Kind::N,dijete,കുഞ്ഞ്
241,Junge::N,momče,ആൺകുട്ടി
242,Junge::N,dječak,ആൺകുട്ടി
243,Mädchen::N,djevojka,പെൺകുട്ടി
244,Mädchen::N,djevojčica,പെൺകുട്ടി
245,Familie::N,obitelj,കുടുംബം
246,Familie::N,porodica,കുടുംബം
247,Großvater::N,djed,അപ്പൂപ്പൻ
248,Großmutter::N,baka,അമ്മുമ്മ
249,Eltern::N,roditelji,മാതാപിതാക്കള്
250,Vater::N,otac,അച്ഛൻ
251,Mutter::N,majka,അമ്മ
252,Sohn::N,sin,മകൻ
253,Tochter::N,kći,മകൾ
254,Tochter::N,kćerka,മകൾ
255,Bruder::N,brat,ചേട്ടൻ
256,Bruder::N,brat,അനിയൻ
257,Schwester::N,sestra,ചേച്ചി
258,Schwester::N,sestra,അനിയത്തി
259,Onkel::N,čika,അമ്മാവൻ
260,Onkel::N,ujak,അമ്മാവൻ
261,Tante::N,ujna,മാമി
262,Tante::N,tetka,മാമി
263,Ehemann::N,muž,ഭർത്താവ്
264,Ehemann::N,suprug,ഭർത്താവ്
265,Ehefrau::N,žena,ഭാര്യ
266,Ehefrau::N,supruga,ഭാര്യ
267,Freude::N,radost,ആഹ്ലാദം
268,Gelächter::N,grohot,ചിരിയുടെ ശബ്ദം
269,Glück::N,sreća,സന്തോഷം
270,Glück::N,sreća,സന്തുഷ്ടി
271,Kummer::N,jad,ശോകം
272,Kummer::N,briga,ശോകം
273,Wunsch::N,želja,ആഗ്രഹം
274,Lust::N,volja,ആഗ്രഹം
275,Geist::N,duh,ചുറുചുറുക്ക്
276,Gedanke::N,misao,ചിന്ത
277,Gedächtnis::N,pamćenje,ഓർമ്മശക്തി
278,Verstand::N,um,മനസ്സ്
279,Verstand::N,razum,മനസ്സ്
280,Sinn::N,smisao,അർത്ഥം
281,Sinn::N,značenje,അർത്ഥം
282,Grund::N,razlog,കാരണം
283,Wahrheit::N,istina,സത്യം
284,Gespräch::N,razgovor,സല്ലാപം
285,Märchen::N,bajka,യക്ഷിക്കഥ
286,Erzählung::N,priča,കഥ
287,Erzählung::N,pripovijest,കഥ
288,Nachricht::N,vijest,സന്ദേശം
289,Neuigkeit::N,novost,വാർത്ത
290,Name::N,ime,പേര്
291,Rätsel::N,zagonetka,പ്രഹേളിക
292,Rede::N,govor,സംസാരം
293,Rede::N,besjeda,സംസാരം
294,Sprache::N,jezik,ഭാഷ
295,Stimme::N,glas,സ്വരം
296,Wort::N,riječ,വാക്ക്
297,Zeichen::N,znak,സംജ്ഞ
298,Ruf::N,povik,വിളി
299,Ruf::N,poklik,വിളി
300,Lärm::N,buka,ആരവം
301,Lärm::N,galama,ആരവം
302,Laut::N,zvuk,ശബ്ദം
303,Ton::N,ton,സ്വരഭേദം
304,Lied::N,pjesma,പാട്ട്
305,Ruhe::N,tišina,നിശ്ചലത
306,Ruhe::N,počinak,നിശ്ചലത
307,Leute::N,ljudi,ജനങ്ങൾ
308,Volk::N,puk,രാഷ്ടം
309,Volk::N,narod,രാഷ്ടം
310,Arbeit::N,rad,ജോലി
311,Arbeit::N,posao,ജോലി
312,Gast::N,gost,അതിലി
313,Geschenk::N,dar,സമ്മാനം
314,Geschenk::N,poklon,സമ്മാനം
315,Spiel::N,igra,കളി
316,Gesellschaft::N,društvo,കൂട്ടായ്മ
317,Gesellschaft::N,kompanija,കൂട്ടായ്മ
318,Hilfe::N,pomoć,സഹായം
319,Freund::N,prijatelj,സുഹൃത്ത്
320,Kamerad::N,drug,കൂട്ടാളി
321,Kamerad::N,drugar,കൂട്ടാളി
322,Angelegenheit::N,posao,കാര്യം
323,Anzahl::N,broj,എണ്ണം
324,Anzahl::N,brojnost,എണ്ണം
325,Art::N,vid,തരം
326,Art::N,vrst,തരം
327,Stück::N,komad,കഷണം
328,Teil::N,dio,ഭാഗം
329,Hälfte::N,polovina,പകുതി
330,Kreis::N,krug,വൃത്തം
331,Kreuz::N,križ,കുരിശടയാളം
332,Linie::N,crta,വര
333,Linie::N,crta,രേഖ
334,Strich::N,crta,പക്ഷാഘാതം
335,Abstand::N,razmak,വിടവ്
336,Abstand::N,odstojanje,വിടവ്
337,Entfernung::N,udaljenost,അകലം
338,Gegend::N,kraj,പ്രദേശം
339,Gegend::N,predeo,പ്രദേശം
340,Platz::N,mjesto,ഇടം
341,Ort::N,mjesto,സ്ഥലം
342,Seite::N,bok,വശം
343,Seite::N,strana,വശം
344,Mitte::N,sredina,മധ്യസ്ഥാനം
345,Gegenstand::N,predmet,സാധനം
346,Sache::N,posao,വസ്തു
347,Rand::N,rub,തൊങ്ങൽ
348,Rand::N,kraj,തൊങ്ങൽ
349,Kante::N,brid,അറ്റം
350,Kante::N,ivica,അറ്റം
351,Ecke::N,ugao,മൂല
352,Spitze::N,vrh,അഗ്രം
353,Spitze::N,šiljak,അഗ്രം
354,Ende::N,konac,അവസാനം
355,Loch::N,rupa,ദ്വാരം
356,Winkel::N,kut,കോൺ
357,Winkel::N,ugao,കോൺ
358,Muster::N,uzor,ക്രമം
359,Größe::N,veličina,വലുപ്പം
360,Länge::N,duljina,നീളം
361,Höhe::N,visina,ഉയരം
362,Gewicht::N,težina,കട്ടി
363,Menge::N,mnoštvo,അളവ്
364,Menge::N,količina,അളവ്
365,Haufen::N,hrpa,കൂമ്പാരം
366,Haufen::N,gomila,കൂമ്പാരം
367,Reihe::N,red,വരി
368,Boot::N,čun,ബോട്ട്
369,Boot::N,čamac,ബോട്ട്
370,Ruder::N,veslo,പങ്കായം
371,Schlitten::N,saone,ഉരുളില്ലാവണ്ടി
372,Ski::N,ski,ഹിമപാദുകം
373,Ski::N,smučka,ഹിമപാദുകം
374,Lagerfeuer::N,logorska vatra,തീ
375,Last::N,tovar,ഭാരം
376,Gang::N,hod,നടത്തം
377,Schritt::N,korak,ചുവട്
378,Norden::N,sjever,വടക്ക്
379,Süden::N,jug,തെക്ക്
380,Westen::N,zapad,പടിഞ്ഞാറ്
381,Osten::N,istok,കിഴക്ക്
382,Holz::N,drvo,തടി
383,Brett::N,daska,ബോർഡ്
384,Platte::N,ploča,തകിട്
385,Stütze::N,potpora,താങ്ങ്
386,Stange::N,motka,കമ്പ്
387,Stock::N,štap,വടി
388,Stock::N,palica,വടി
389,Stab::N,štap,കുറുവടി
390,Stab::N,šipka,കുറുവടി
391,Rohr::N,cijev,കുഴൽ
392,Haus::N,kuća,വീട്
393,Heim::N,dom,വീട്
394,Ofen::N,peć,സ്റ്റൌ
395,Fußboden::N,pod,തറ
396,Tisch::N,stol,മേശ
397,Tisch::N,trpeza,മേശ
398,Stuhl::N,stolac,കസേര
399,Stuhl::N,stolica,കസേര
400,Wiege::N,kolijevka,തൊട്ടിൽ
401,Bett::N,krevet,കിടക്ക
402,Bett::N,postelja,കിടക്ക
403,Regal::N,polica,ഷെൽഫ്
404,Kiste::N,sanduk,പെട്ടി
405,Fenster::N,prozor,ജനൽ
406,Tür::N,vrata,വാതിൽ
407,Tor::N,vrata,കവാടം
408,Tor::N,kapija,കവാടം
409,Zaun::N,plot,വേലി
410,Zaun::N,ograda,വേലി
411,Dach::N,krov,മേൽക്കുര
412,Leiter::N,ljestve,ഏണി
413,Leiter::N,ljestvice,ഏണി
414,Besen::N,metla,ചൂല്
415,Spaten::N,ašov,തൂമ്പ
416,Schaufel::N,lopata,തൂമ്പ
417,Gabel::N,viljuška,മുൾക്കത്തി
418,Löffel::N,žlica,സ്പൂൺ
419,Messer::N,nož,കത്തി
420,Nagel::N,čavao,ആണി
421,Netz::N,mreža,വല
422,Haken::N,kuka,കൊളുത്ത്
423,Griff::N,držak,കൈപ്പിടി
424,Griff::N,ručica,കൈപ്പിടി
425,Schloss::N,brava,പൂട്ട്
426,Bild::N,slika,ചിത്രം
427,Figur::N,figura,കണക്ക്
428,Puppe::N,lutka,പാവ
429,Beutel::N,kesa,ബാഗ്
430,Bündel::N,snop,കെട്ട്
431,Bündel::N,svežanj,കെട്ട്
432,Tasche::N,torba,ബാഗ്
433,Tasche::N,taška,ബാഗ്
434,Eimer::N,kabao,ബക്കറ്റ്
435,Deckel::N,poklopac,ഉറ
436,Geschirr::N,suđe,പിഞ്ഞാണം
437,Geschirr::N,posuđe,പിഞ്ഞാണം
438,Sack::N,džak,ചാക്ക്
439,Sack::N,vreća,ചാക്ക്
440,Tasse::N,šalica,കപ്പ്
441,Topf::N,lonac,പാത്രം
442,Kessel::N,kazan,കെറ്റ്ല്
443,Essen::N,obrok,ആഹാരസമയം
444,Nahrung::N,hrana,ഭക്ഷണം
445,Speise::N,jelo,ഡിഷ്
446,Fleisch::N,meso,മാംസം
447,Getreide::N,žito,ചോളം
448,Getreide::N,žitarice,ചോളം
449,Brei::N,kaša,കഞ്ഞി
450,Brot::N,kruh,റോട്ടി
451,Scheibe::N,kriška,തുണ്ട്
452,Fett::N,mast,കൊഴുപ്പ്
453,Fett::N,salo,കൊഴുപ്പ്
454,Butter::N,buter,വെണ്ണ
455,Butter::N,maslac,വെണ്ണ
456,Öl::N,ulje,എണ്ണ
457,Salz::N,sol,ഉപ്പ്
458,Suppe::N,supa,സൂപ്പ്
459,Honig::N,med,തേൻ
460,Milch::N,mlijeko,പാൽ
461,Tee::N,čaj,ചായ
462,Leder::N,koža,തുകൽ
463,Wolle::N,vuna,കമ്പിളി
464,Stoff::N,štof,തുണി
465,Stoff::N,tkanina,തുണി
466,Nadel::N,igla,സൂചി
467,Faden::N,nit,നൂല്
468,Faden::N,konac,നൂല്
469,Knopf::N,dugme,ബട്ടൺ
470,Knoten::N,čvor,കുരുക്ക്
471,Knoten::N,uzao,കുരുക്ക്
472,Farbe::N,farba,പെയിൻറ്
473,Kleidung::N,odjeća,വസ്ത്രങ്ങൾ
474,Hemd::N,košulja,ഷർട്ട്
475,Kragen::N,ovratnik,കുപ്പായക്കഴുത്ത്
476,Ärmel::N,rukav,കുപ്പായക്കൈ
477,Hose::N,hlače,ട്രൌസർ
478,Gürtel::N,pas,ബെൽറ്റ്
479,Gürtel::N,pojas,ബെൽറ്റ്
480,Mütze::N,kapa,തൊപ്പി
481,Schuh::N,cipela,ഷൂ
482,Stiefel::N,čizma,ബൂട്ട്
483,Ring::N,prsten,മോതിരം
484,Band::N,vrpca,റിബൺ
485,Kamm::N,češalj,ചീപ്പ്
486,Spiegel::N,zrcalo,കണ്ണാടി
487,Spiegel::N,ogledalo,കണ്ണാടി
488,Riemen::N,kaiš,സ്ട്രാപ്പ്
489,Riemen::N,remen,സ്ട്രാപ്പ്
490,Schnur::N,vrpca,ചരട്
491,Leine::N,uzica,കെട്ടാനുള്ള തോൽവാർ
492,Decke::N,ćebe,പുതപ്പ്
493,Decke::N,pokrivač,പുതപ്പ്
494,Kissen::N,jastuk,തലയിണ
495,Tuch::N,rubac,സ്കാർഫ്
496,Tuch::N,marama,സ്കാർഫ്
497,Handtuch::N,ručnik,തോർത്ത്
498,Kraft::N,snaga,ശക്തി
499,Stärke::N,jakost,ശക്തി
500,Gesundheit::N,zdravlje,ആരോഗ്യം
501,Krankheit::N,bolest,അസുഖം
502,Schmerz::N,bol,വേദന
503,Wunde::N,rana,മുറിവ്
504,Fieber::N,groznica,പനി
505,Arznei::N,lijek,മരുന്ന്
506,Brücke::N,most,പാലം
507,Brücke::N,ćuprija,പാലം
508,Brunnen::N,bunar,കിണർ
509,Brunnen::N,zdenac,കിണർ
510,Weide::N,paša,മേച്ചൽ
511,Weide::N,pašnjak,മേച്ചൽ
512,Pfad::N,staza,വഴി
513,Weg::N,put,വഴി
514,Straße::N,drum,റോഡ്
515,Straße::N,cesta,റോഡ്
516,Dorf::N,selo,ഗ്രാമം
517,Stadt::N,grad,നഗരം
518,Stadt::N,varoš,നഗരം
519,Brief::N,list,കത്ത്
520,Brief::N,pismo,കത്ത്
521,Buch::N,knjiga,പുസ്തകം
522,Buchstabe::N,slovo,അക്ഷരം
523,Zeitung::N,novine,വർത്തമാനപത്രം
524,Leben::N,život,ജീവൻ
525,Tod::N,smrt,മരണം
526,Grab::N,raka,ശവക്കുഴി
527,Kirche::N,crkva,പള്ളി
528,Sünde::N,grijeh,പാപം
529,Gott::N,bog,ദൈവം
530,Arbeiter::N,radnik,ജോലിക്കാരൻ
531,Chef::N,šef,മേധാവി
532,Meister::N,majstor,യജമാനൻ
533,Arzt::N,liječnik,ഡോക്ടർ
534,Lehrer::N,učitelj,അധ്യാപകൻ
535,Geld::N,novac,പണം
536,Geschäft::N,posao,ബിസിനസ്
537,Geschäft::N,trgovina,ബിസിനസ്
538,Laden::N,dućan,കട
539,Preis::N,cijena,വില
540,Ware::N,roba,ചരക്ക്
541,Nutzen::N,korist,ലാഭം
542,Reichtum::N,bogatstvo,ധനം
543,Welt::N,svijet,ലോകം
544,Land::N,zemlja,രാജ്യം
545,Staat::N,država,രാജ്യം
546,König::N,kralj,രാജാവ്
547,Macht::N,moć,അധികാരം
548,Macht::N,vlast,അധികാരം
549,Grenze::N,granica,അതിർത്തി
550,Krieg::N,rat,യുദ്ധം
551,Feind::N,neprijatelj,ശത്രു
552,Gewalt::N,sila,അക്രമം
553,Gewalt::N,nasilje,അക്രമം
554,Kampf::N,boj,പോരാട്ടം
555,Kampf::N,borba,പോരാട്ടം
556,Bogen[Waffe]::N,luk,വില്ല്
557,Pfeil::N,strijela,അമ്പ്
558,Gewehr::N,puška,തോക്ക്
559,Fehler::N,pogreška,പിശക്
560,Fehler::N,griješka,പിശക്
561,Lüge::N,laž,കള്ളം
562,Schaden::N,šteta,കേടുപാട്
563,Unglück::N,nesreća,ദൌർഭാഗ്യം
564,Schuld::N,krivnja,തെറ്റ്
565,Alter::N,dob,വയസ്സ്
566,Schluss::N,kraj,നിഗമനം
567,Schluss::N,konac,നിഗമനം
568,Zeit::N,doba,സമയം
569,Zeit::N,vrijeme,സമയം
570,Tag::N,dan,ദിവസം
571,Morgen::N,jutro,പ്രഭാതം
572,Mittag::N,podne,ഉച്ച
573,Abend::N,veče,സായാഹ്നം
574,Abend::N,večer,സായാഹ്നം
575,Nacht::N,noć,രാത്രി
576,Woche::N,sedmica,ആഴ്ച
577,Monat::N,mjesec,മാസം
578,Jahr::N,godina,വർഷം
579,Frühling::N,proljeće,വസന്തം
580,Sommer::N,ljeto,വേനൽ
581,Herbst::N,jesen,ശരത്കാലം
582,Winter::N,zima,ശൈത്യം
583,Januar::N,januar,ജനുവരി
584,Januar::N,siječanj,ജനുവരി
585,Februar::N,veljača,ഫെബ്രുവരി
586,Februar::N,februar,ഫെബ്രുവരി
587,März::N,mart,മാർച്ച്
588,März::N,ožujak,മാർച്ച്
589,April::N,april,ഏപ്രിൾ മാസം
590,April::N,travanj,ഏപ്രിൾ മാസം
591,Mai::N,maj,മെയ് മാസം
592,Mai::N,svibanj,മെയ് മാസം
593,Juni::N,juni,ജൂൺ
594,Juni::N,lipanj,ജൂൺ
595,Juli::N,juli,ജൂലൈ
596,Juli::N,srpanj,ജൂലൈ
597,August::N,august,ആഗസ്റ്റ്
598,August::N,kolovoz,ആഗസ്റ്റ്
599,September::N,rujan,സെപ്തംബർ
600,September::N,septembar,സെപ്തംബർ
601,Oktober::N,oktobar,ഒക്ടോബർ
602,Oktober::N,listopad,ഒക്ടോബർ
603,November::N,studeni,നവംബർ
604,November::N,novembar,നവംബർ
605,Dezember::N,prosinac,ഡിസംബർ
606,Montag::N,ponedjeljak,തിങ്കളാഴ്ച
607,Montag::N,ponedjeljnik,തിങ്കളാഴ്ച
608,Dienstag::N,utorak,ചൊവ്വ
609,Dienstag::N,utornik,ചൊവ്വ
610,Mittwoch::N,srijeda,ബുധനാഴ്ച
611,Donnerstag::N,četvrtak,വ്യാഴാഴ്ച
612,Freitag::N,petak,വെള്ളിയാഴ്ച
613,Samstag::N,subota,ശനിയാഴ്ച
614,Sonntag::N,nedjelja,ഞായറാഴ്ച
615,groß::A,velik,വലിയ
616,klein::A,mali,ചെറിയ
617,klein::A,malen,ചെറിയ
618,lang::A,dug,നീണ്ട
619,lang::A,dugačak,നീണ്ട
620,kurz::A,kratak,ഹ്രസ്വമായ
621,breit::A,širok,വിശാലമായ
622,schmal::A,uski,ഇടുങ്ങിയ
623,schmal::A,uzak,ഇടുങ്ങിയ
624,dicht::A,gust,നിബിഡമായ
625,dick[Gegenstand]::A,debeo,തടിച്ച
626,dünn::A,tanak,മെലിഞ്ഞ
627,fein::A,fin,നേർത്ത
628,fein::A,tanak,നേർത്ത
629,fest::A,čvrst,ഉറപ്പുള്ള
630,flach::A,ravan,പരന്ന
631,flach::A,plosnat,പരന്ന
632,glatt::A,gladak,മിനുസമുള്ള
633,hart::A,tvrd,കട്ടിയുള്ള
634,weich::A,mek,മൃദുവായ
635,weich::A,mekan,മൃദുവായ
636,rund::A,okrugao,വട്ടത്തിലുള്ള
637,spitz::A,oštar,മുനയുള്ള
638,spitz::A,šiljast,മുനയുള്ള
639,scharf::A,oštar,മൂർച്ചയുള്ള
640,scharf::A,bridak,മൂർച്ചയുള്ള
641,stumpf::A,tup,തുറന്നടിക്കുന്ന
642,schwer::A,težak,ഭാരമുള്ള
643,schön::A,krasan,മനോഹരമായ
644,heiß::A,vruć,ചൂടുള്ള
645,warm::A,topao,ചൂടുള്ള
646,kalt::A,hladan,തണുത്ത
647,kühl::A,hladan,തണുപ്പുള്ള
648,frisch::A,svjež,ശുദ്ധമായ
649,feucht::A,vlažan,ഈറനുള്ള
650,nass::A,mokar,നനഞ്ഞ
651,trocken::A,suh,വരണ്ട
652,voll::A,pun,നിറയെ
653,leer::A,prazan,ഒഴിഞ്ഞ
654,offen::A,otvoren,തുറന്ന
655,geschlossen::A,zatvoren,അടച്ച
656,sauber::A,čist,വൃത്തിയുള്ള
