,Concept_ID,ady,ko
704,zwanzig::NUM,тӏокӏы́,스물
705,dreißig::NUM,щэкӏы,서름
706,vierzig::NUM,тӏокӏи́тӏу,마흔
707,fünfzig::NUM,шъэны́ыкъу,숸
708,sechzig::NUM,тӏокӏи́щ,에순
709,siebzig::NUM,тӏокӏищырэ́ пшӏырэ́,일흔
710,achtzig::NUM,тӏокӏи́пӏ,여든
711,neunzig::NUM,тӏокӏиилӏырэ́ пшӏырэ́,아흔
712,hundert::NUM,шъэ,백
713,tausend::NUM,мин,천
714,und::CNJ,ыкӏи,와
715,oder::CNJ,е,아니면
716,stehen::V,ущытын,서다
717,stehen::V,умыхъыен,서다
718,sitzen::V,уисын,앉다
719,sitzen::V,утесын,앉다
720,liegen::V,телъы́н,눕다
721,hängen::V,къыщылэлын,달다
722,hängen::V,къыщылэлын щыгъын быхъур,달다
723,werden::V,хъун,되다
724,passieren::V,къэхъун,지장옶다
725,beginnen::V,къежьэн,시작되다
726,beginnen::V,къыублэн,시작되다
727,enden::V,ухы́н,큳내다
728,wechseln::V,зэхъожьы́н,병경하다
729,aufgehen[Sonne]::V,къыкъокӏы́н,뜨다
730,untergehen[Sonne]::V,къохьан,지다
731,scheinen[Sonne]::V,къепсыи,빛나다
732,donnern::V,гъогъон,천둥치다
733,wehen::V,епщэ́н,풀다
734,strömen::V,чъэн,흐르다
735,fließen::V,чъэн,흐르다
736,sich drehen::V,зыгъэчэрэгъу́н,돌다
737,schwanken::V,хъые́н,동요하다
738,schwingen::V,зыгъэхъые́н,흔들다
739,fallen::V,къефэхы́н,떨어지다
740,brennen::V,стын,타다
741,rauchen::V,ӏугъо къикӏын,김이나다
742,regnen::V,къещхы́н,비가오다
743,gefrieren::V,дыкъын,얼다
744,tauen::V,жъун,녹다
745,schmelzen::V,ткӏун,녹다
746,trocknen::V,гъушъы́н,홈치다
747,trocknen::V,чъэпхъу́н,홈치다
748,sieden::V,жъон,끓다
749,faulen::V,шъун,부패하다
750,verfaulen::V,шъун,썩다
751,reißen::V,зэӏэтхъы́н,지바찢다
752,versinken::V,чӏихьан,가라앉다
753,vergehen::V,блэкӏы́н,지나가다
754,erscheinen::V,къэлъэгъон,나타나다
755,verschwinden::V,кӏодыжьы́н,사라지다
756,abnehmen::V,къыкӏичын,떼어내다
757,zunehmen::V,хэхъо́н,증가하다
758,steigen::V,къежьэн,상승하다
759,wachsen::V,хэхъо́н,생기하다
760,wachsen::V,къэкӏы́н,생기하다
761,glänzen::V,цӏыу́н,뛰오나다
762,funkeln::V,жъыу́н,불티가잍어나다
763,lärmen::V,бырсыры́н,떠들다
764,läuten::V,теон,울시다
765,klingeln::V,теон,초닌총을울리다
766,brausen::V,шъуин,쏴쏴소리내다
767,rauschen::V,макъэ гъэӏун,솨솨
768,klingen::V,къыхэӏукӏын,반향하다
769,bellen::V,хьакъу́н,짖다
770,heulen::V,быун,포효하다
771,blasen::V,епщэ́н,불다
772,pfeifen::V,шъуин,피리를불다
773,schreien::V,куо́н,절규하다
774,schreien::V,кӏыи́н,절규하다
775,stöhnen::V,щэӏун,신음하다
776,zittern::V,кӏэзэзын,저뉼하다
777,leben::V,псэу́н,살다
778,geboren werden::V,къэхъун,태어난
779,atmen::V,жьы къэщэ́н,숨쉬다
780,trinken::V,ешъо́н,마시다
781,essen::V,шхын,먹다
782,schlucken::V,бдырыин,들이켜다
783,müde werden::V,пшъын,
784,einschlafen::V,хэчъыен,잠들다
785,schlafen::V,чъые́н,자다
786,aufwachen::V,къэущы́н,눈트다
787,aufstehen::V,уцу́н,서다
788,sich erholen::V,зыгъэпсэфын,회복하다
789,krank werden::V,сымаджэ́ хъун,
790,krank sein::V,сымэджэ́н,
791,schmerzen::V,сымэджэ́н,아프다
792,husten::V,пскэ́н,잔기침하다
793,genesen::V,хъужьын,낫다
794,sterben::V,лӏэн,죽다
795,umkommen::V,хэкӏодэн,못쓰게되다
796,sich bewegen::V,хъые́н,움직이다
797,sich rühren::V,хъые́н,움직이다
798,sich erheben::V,къэтэджын,이러서다
799,sich setzen::V,тӏысы́н,앉히다
800,hinfallen::V,ебэджы́н,넘어지다
801,laufen::V,кӏон,걷다
802,schreiten::V,кӏон,보행하다
803,spazierengehen::V,къэкӏухьэн,산보하다
804,eilen::V,гузэжъон,서둘다
805,sich beeilen::V,гуӏэ́н,서둘게하다
806,sausen::V,псынкӏэ́у чъэн,서들러 떠나다
807,rennen::V,чъэн,달리다
808,springen::V,пкӏэн,도약하다
809,klettern::V,дэцохъоен,갑겨오르다
810,schaukeln::V,уешӏэн,흔들리게하다
811,kriechen::V,цохъо́н,기다
812,schwimmen::V,есы́н,헤엄치다
813,tauchen::V,зычӏэгъэо́н,잠기다
814,rudern::V,къошъо бэщкӏэ фын,물을헤치다
815,fahren::V,кӏон,가다
816,fahren::V,кӏон,나르다
817,fliegen::V,быбы́н,날다
818,gehen::V,кӏон,가다
819,weggehen::V,ӏукӏын,팔리다
820,abfahren::V,ежьэн,출발하다
821,anhalten::V,къэуцу́н,멈추다
822,hineingehen::V,ихьан,(그리로)가다
823,eintreten::V,чӏэхьан,들러가다
824,kommen::V,къэкӏо́н,오다
825,ankommen::V,къэсы́н,고챀하다
826,zurückkommen::V,гъэзэжьын,보기
827,bleiben::V,къэнэ́н,체류
828,warten::V,пэплъэ́н,기다리다
829,erwarten::V,ежэн,기대하다
830,suchen::V,лъыхъу́н,찾다
831,suchen::V,лъыхъу́н,구하다
832,finden::V,къэгъоты́н,찾아내다
833,finden::V,къыхэгъэщы́н,찾아내다
834,versuchen::V,пылъы́н,시험하다
835,vorbereiten::V,гъэхьазыры́н,재비하다
836,lieben::V,шӏу плъэгъу́н,사랑하다
837,mögen::V,шӏу плъэгъу́н,줗아하다
838,lachen::V,щхын,웃다
839,rühren::V,гур гъэузын,건드리다
840,weinen::V,гъын,울다
841,schimpfen::V,хъонэн,꾸짖다
842,sich ärgern::V,губжы́н,화를내게 하다
843,sich fürchten::V,щынэ́н,두려원하다
844,fürchten::V,щынэ́н,두려원하다
845,sehen::V,льэгъу́н,보다
846,anschauen::V,плъэн,바라보다
847,anschauen::V,еплъы́н,바라보다
848,ansehen::V,плъэн,바라보다
849,hören::V,зэхэхын,듣다
850,zuhören::V,дэӏо́н,듣다
851,probieren::V,хэӏэн,시식하다
852,riechen::V,пэмэ́н,내새를맡다
853,fühlen::V,зэхэпшӏэн,느끼다
854,scheinen::V,уащыхъу́н,...것같다
855,scheinen::V,уашӏошӏы́н,...것같다
856,zu sehen sein::V,зэрэлъэгъу́н,보이는
857,vernehmen::V,зэхэхын,듣다
858,vernehmen::V,зэхэхын,들어서일다
859,frieren::V,дыкъын,춥다
860,frieren::V,пӏыкӏэн,춥다
861,frieren::V,чъыӏэ́ лӏэн,춥다
862,tun::V,шӏын,하다
863,können::V,лъэкӏы́н,할주릴다
864,wollen::V,фэе́н,바라다
865,anfangen::V,ублэн,시작하다
866,beenden::V,ухы́н,다하다
867,aufhören::V,щыгъэтын,그만두다
868,gelingen::V,хъун,성국하다
869,öffnen::V,ӏухы́н,열다
870,schließen::V,игъэсэн,추측하다
871,stellen::V,бгъэуцун,세우다
872,setzen::V,гъэтӏысы́н,놓다
873,legen::V,хэлъхьа́н,눕히다
874,berühren::V,эӏэн,대다
875,berühren::V,нэсын,대다
876,verbinden::V,зэхэпхэ́н,옝열하다
877,verbinden::V,пхын,옝열하다
878,bedecken::V,техъо́н,덮다
879,aufhängen::V,пылъэ́н,매달다
880,anzünden::V,хэгъэнэ́н,점화하다
881,zurücklassen::V,къэгъэнэ́н,튀에남기다
882,verlieren::V,чӏэ́нэн,잃다
883,verlieren::V,шӏокӏоды́н,잃다
884,fallen lassen::V,чӏэунэн,떨어뜨리다
885,fallen lassen::V,пӏэпызын,떨어뜨리다
886,machen::V,шӏын,하다
887,herstellen::V,шӏы́н,제조하다
888,bauen::V,шӏы́н,짓다
889,reparieren::V,дыжьы́н,수셩자다
890,verbessern::V,нахьышӏу пшӏын,정정하다
891,verbessern::V,нахь дэгъу пшӏын,정정하다
892,ändern::V,зэблэхъу́н,바꾸다
893,graben::V,тӏын,파다
894,biegen::V,уфэн,굽히다
895,drehen::V,гъэчэрегъу́,회전
896,wenden::V,пӏонтӏэн,회전시키다
897,wenden::V,бгъэзэн,회전시키다
898,wenden::V,уӏубын,회전시키다
899,heben::V,ӏэты́н,일으아키다
900,hochheben::V,ӏэты́н,틀어올리다
901,ergreifen::V,къэубыты́н,잡다
902,halten::V,ӏыгъы́н,잡다
903,drücken::V,тэӏункӏэн,누르다
904,schieben::V,уеӏункӏын,밀다
905,schieben::V,уетӏыргун,밀다
906,kratzen::V,цӏэнтхъун,긁다
907,lecken::V,бзэи́н,핥다
908,beißen::V,ецэкъэ́н,물다
909,abreißen::V,къичын,
910,abreißen::V,пытхъын,
911,abschneiden::V,пыупкӏын,귾어내다
912,abschneiden::V,гобзыкӏын,귾어내다
913,binden::V,епхын,매다
914,stecken::V,хэсэн,찌르다
915,brechen::V,зэпыпкӏын,금
916,klopfen::V,теон,치다
917,hauen::V,теон,때리다
918,kleben::V,щхэн,들러붙다
919,reiben::V,пӏотын,문지르다
920,streichen::V,щыфэн,쓰다듬다
921,schleifen::V,гъэчаны́н,갈다
922,schleifen::V,кӏэлыкӏы́н,갈다
923,schneiden::V,бзын,베다
924,rütteln::V,гъэсысын,흔들다
925,schütteln::V,гъэсысын,흔들다
926,schwenken::V,ӏэ шӏын,흔들다
927,schütten::V,икӏэ́н,따르다
928,füllen::V,из шӏын,담다
929,einwickeln::V,кӏоцӏыщыхьа́н,싸다
930,tragen::V,хьын,지우다
931,schleppen::V,пхьын,끌다
932,schleppen::V,плъэшъун,끌다
933,ziehen::V,пкъудыин,당기다
934,ziehen::V,пщэн,당기다
935,ziehen::V,плъэшъун,당기다
936,aufbewahren::V,пӏыгъын,간직하다
937,aufbewahren::V,уухъумэн,간직하다
938,werfen::V,дзын,던지다
939,fangen::V,къэубыты́н,밥다
940,packen::V,къэубыты́н,쥐다
941,verstecken::V,бгъэбылъын,숨기다
942,teilen::V,гощы́н,나누다
943,schicken::V,гъахьы́н,보내다
944,bringen::V,къэхьы́н,가겨
945,hinzufügen::V,хэгъэхъо́н,부가하다
946,nehmen::V,къытехы́н,잡다
947,wählen::V,къыхэхы́н,선거하다
948,auswählen::V,къыхэхы́н,선출하다
949,bewahren::V,къэухъумэн,저장보종
950,behindern::V,пэрыохъу хъун,훼방하다
951,verderben::V,къутэн,못쓰게 되다
952,beschädigen::V,къутэн,상하게하다
953,zerbrechen::V,къутэн,깨뜨리다
954,zerreißen::V,зэӏэтхъы́н,잡아쫓다
955,zerstören::V,къутэ́н,파괴하다
956,verbrennen::V,гъэсты́н,소실하다
957,geben::V,еты́н,주다
958,reichen::V,еты́н,내일다
959,schenken::V,еты́н,주다
960,versprechen::V,гъэгугъэ́н,약속하다
961,wünschen::V,шӏоигъо́н,바라다
962,loben::V,щытхъун,칭찬하다
963,küssen::V,ебэу́н,키스하다
964,wiegen::V,гъэхъыен,어르다
965,zudecken::V,техъо́н,뚜꺼을하다
966,wecken::V,къэгъэущы́н,깨우다
967,zeigen::V,гъэлъэгъо́н,보이다
968,führen::V,щэн,가게하다
969,lehren::V,егъэджэ́н,가르치다
970,lehren::V,егъэшӏэн,가르치다
971,unterrichten::V,егъэджэ́н,가르지다
972,aufziehen::V,пӏун,사육하다
973,leiten::V,гъэзекӏон,이끌다
974,antreiben::V,къепфылӏэн,몰다
975,lassen::V,еты́н,내버려두다
976,einladen::V,къегъэблэгъэн,초청하다
977,vereinigen::V,зэгогъэхьан,하나로하다
978,besuchen::V,щыӏэ́н,방문하다
979,treffen::V,ӏукӏэ́н,만나다
980,treffen::V,пэгъокӏы́н,만나다
981,sich versammeln::V,зэхэхьан,조립하다
982,spielen::V,джэгу́н,눌다
983,singen::V,орэ́д къэӏо́н,노래하다
984,tanzen::V,къэшъо́н,춤추하다
985,sich trennen::V,зэгокӏыжьы́ных,가르다
986,verlassen::V,бгынэн,버림받은
987,verlassen::V,хэкӏыжьын,버림받은
988,retten::V,къыхэпхыжьын,구조하다
989,retten::V,къэбгъэнэжьын,구조하다
990,bewachen::V,къэгъэгъунэн,치키다
991,schützen::V,ухъумэ́н,보호하다
992,verteidigen::V,къэухъумэн,막다
993,sich schlagen::V,эзэон,치다
994,schießen::V,он,쏘다
995,siegen::V,текӏо́н,이기다
996,ärgern::V,бгъэгубжын,성을내게하다
997,schlagen::V,ео́н,치다
998,stechen::V,хэӏун,찌르다
999,stoßen::V,тӏыро́н,찌르다
1000,stoßen::V,уеӏункӏын,찌르다
1001,stehlen::V,тыгъу́н,훔치다
1002,stören::V,бгъэгумэкӏын,움직이다
1003,belästigen::V,бгъэгумэкӏын,괴롭히다
1004,verbergen::V,ушъэфын,숨기다
1005,täuschen::V,гъэпцӏэ́н,속이다
1006,betrügen::V,гъэпцӏэ́н,속이다
1007,töten::V,уикӏын,죽이다
1008,wohnen::V,дэсын,실다
1009,arbeiten::V,лэжьэ́н,일하다
1010,sammeln::V,угъои́н,모으다
1011,pflücken::V,къыпычы́н,꿔다
1012,jagen::V,шэкӏон,사냥하다
1013,jagen::V,ешэкӏон,사냥하다
1014,fischen::V,пцэжъые уешэн,고기를잡다
1015,fassen::V,къэубыты́н,움켜쥐다
1016,hüten::V,хэхъо́н,망보다
1017,treiben::V,пфын,몰아세우다
1018,anbinden::V,епхын,묶다
1019,füttern::V,гъэшхэ́н,사료를주다
1020,melken::V,щын,젖을짜다
1021,hacken::V,упкӏэтэн,자르다
1022,gießen::V,тепкӏэн,물을대다
1023,reifen::V,игъо хъун,성숙하다
1024,zubereiten::V,бгъэхьазырын,조제하다
1025,kochen::V,шӏы́н,요리하다
1026,backen::V,гъэжъэ́н,쿱다
1027,braten::V,гъэжъэ́н,굽다
1028,umrühren::V,зэхэгъэкӏухьан,교반하다
1029,stricken::V,хъын,뜨개질하다
1030,nähen::V,дэн,꿰매다
1031,färben::V,бгъэлэн,채색하다
1032,reinigen::V,укъэбзы́н,청소하다
1033,waschen::V,бгыкӏын,씻다
1034,abwischen::V,лъэкӏы́н,닦다
1035,spülen::V,дэгъэчъыхьан,씻다
1036,fegen::V,пхъэнкӏы́н,소체하다
1037,kehren::V,пхъэнкӏы́н,청소하다
1038,baden::V,зыгъэпскӏын,감다
1039,sich waschen::V,зытхьакӏы́н,모믈 씻다
1040,ausziehen::V,къытехы́н,벗다
1041,anziehen::V,щылъэ́н,끌어움직이다
1042,sich anziehen::V,зыфэпэн,
1043,kämmen::V,жьын,빗다
1044,schmücken::V,гъэдэхэ́н,치레하다
1045,sagen::V,къэӏон,말하다
1046,sprechen::V,псэлъэ́н,말하다
1047,reden::V,гущыӏэ́н,이야기하다
1048,sich unterhalten::V,зэдэгущыӏэн,
1049,fragen::V,упчӏэ́н,질문하다
1050,bitten::V,лъэӏо́н,원하다
1051,erzählen::V,къэпӏотэ́н,이야기하다
1052,mitteilen::V,макъэ егъэӏун,이야기하다
1053,nennen::V,цӏэ фэусы́н,부르다
1054,rufen::V,джэн,불러내다
1055,prahlen::V,узыщытхъужьы́н,자랑하다
1056,übersetzen::V,бгъэкӏотэн,번역하다
1057,denken::V,егупшысэ́н,생각하다
1058,glauben::V,уивыхъэ́ телъы́н,믿다
1059,bemerken::V,гу лъыптэ́н,인자하다
1060,erkennen::V,зэхэпхын,인식하다
1061,erkennen::V,зэбгъэшӏэн,인식하다
1062,begreifen::V,гурыӏо́н,파악하다
1063,verstehen::V,зэхэхын,이해하다
1064,lernen::V,еджэ́н,배우다
1065,wissen::V,шӏэн,알다
1066,sich erinnern an::V,къэшӏэжьын,상기하다
1067,vergessen::V,пщыгъупшэжьы́н,잊다
1068,messen::V,шын,측정하다
1069,zählen::V,плъытэ́н,세다
1070,rechnen::V,плъытэ́н,게산하다
1071,rechnen::V,угугъэ́н,게산하다
1072,lesen::V,еджэ́н,읽다
1073,malen::V,шӏын,그리다
1074,zeichnen::V,шӏын,소묘하다
1075,schreiben::V,тхын,쓰다
1076,besitzen::V,иӏэн,소유하다
1077,kaufen::V,щэфы́н,사다
1078,verkaufen::V,щэн,팔다
1079,bezahlen::V,птын,지불하다
1080,bezahlen::V,лъыптын,지불하다
1081,bezahlen::V,птыжьы́н,지불하다
1082,zahlen::V,птын,치르다
1083,zahlen::V,лъыптын,치르다
1084,beherrschen::V,иунаеу иӏэн,지배하다
1085,ertragen::V,щэчы́н,참다
1086,Schnurrbart::N,,윗수몀
1087,Schnurrbart::N,,코밑수염
1088,Nabel::N,,배꼽
1089,Wetter::N,,기상
1090,Frost::N,,혹한
1091,Adler::N,,수리
1092,Schwan::N,,배조
1093,Ton::N,,목소리
1094,Sache::N,,뭉에
1095,Schlitten::N,,썰매
1096,Last::N,,무거운짐
1097,Figur::N,,몸메
1098,Bündel::N,,자근다발
1099,Schuh::N,,구두
1100,Arzt::N,,의사
1101,lebendig::A,,살아있는
1102,zuerst::ADV,,최초로
1103,manchmal::ADV,,땓대로
1104,niemals::ADV,,결코...(하지)않다
1105,hier::ADV,,여기
1106,hierhin::ADV,,여기로
1107,schon::ADV,,이미
1108,sinken::V,,가라앉다
1109,klirren::V,,탁탁울리다
1110,fliehen::V,,도망치다
1111,flüchten::V,,도주하다
1112,geraten::V,,잘되어가다
1113,aufheben::V,,위로올리다
1114,beugen::V,,구부리다
1115,umdrehen::V,,회전시키다
1116,bekommen::V,,얻다
1117,erhalten::V,,지니다
1118,treten::V,,디디다
