,Concept_ID,fr,la
144,Rinde::N,écorce,cortex
145,Ast::N,branche,ramus
146,Zweig::N,rameau,ramus
147,Blatt::N,feuille,folium
148,Birke::N,bouleau,betulla
149,Kiefer[Baum]::N,pin,pinus
150,Weide[Baum]::N,saule,salix
151,Tanne::N,sapin,abies
152,Horn::N,corne,cornu
153,Feder::N,plume,penna
154,Fell::N,peau,pellis
155,Flügel::N,aile,ala
156,Klaue::N,serre,unguis
157,Kralle::N,ongle,unguis
158,Kralle::N,griffe,unguis
159,Schwanz::N,queue,cauda
160,Ei::N,œuf,ovum
161,Nest::N,nid,nidus
162,Bau::N,terrier,cavum
163,Bau::N,terrier,latibulum
164,Tier::N,animal,bestia
165,Herde::N,troupeau,grex
166,Kuh::N,vache,vacca
167,Bulle::N,taureau,taurus
168,Pferd::N,cheval,equus
169,Schaf::N,mouton,ovis
170,Schwein::N,porc,sus
171,Schwein::N,porc,porcus
172,Schwein::N,cochon,sus
173,Schwein::N,cochon,porcus
174,Hund::N,chien,canis
175,Katze::N,chat,felis
176,Bär::N,ours,ursus
177,Eichhörnchen::N,écureuil,sciurus
178,Elch::N,élan,alces
179,Fuchs::N,renard,vulpes
180,Hase::N,lièvre,lepus
181,Maus::N,souris,mus
182,Wolf::N,loup,lupus
183,Vogel::N,oiseau,avis
184,Schwarm::N,nuée,examen
185,Schwarm::N,volée,examen
186,Huhn::N,poule,gallina
187,Hahn::N,coq,gallus
188,Gans::N,oie,anser
189,Adler::N,aigle,aquila
190,Ente::N,canard,anas
191,Eule::N,hibou,ulula
192,Eule::N,hibou,noctua
193,Kranich::N,grue,grus
194,Krähe::N,corneille,cornix
195,Kuckuck::N,coucou,cuculus
196,Schwan::N,cygne,olor
197,Schwan::N,cygne,cycnus
198,Fisch::N,poisson,piscis
199,Barsch::N,perche,perca
200,Hecht::N,brochet,esox
201,Schlange[Tier]::N,serpent,serpens
202,Wurm::N,ver,vermis
203,Spinne::N,araignée,aranea
204,Ameise::N,fourmi,formica
205,Laus::N,pou,pediculus
206,Mücke::N,moucheron,culex
207,Fliege::N,mouche,musca
208,Schmetterling::N,papillon,papilio
209,Beere::N,baie,baca
210,Apfel::N,pomme,malum
211,Pilz::N,champignon,fungus
212,Zwiebel::N,oignon,cepa
213,Saat::N,semence,seges
214,Korn::N,grain,granum
215,Heu::N,foin,faenum
216,Schale::N,pelure,putamen
217,Grube::N,fosse,fovea
218,Falle::N,piège,pedica
219,Schlinge::N,lacs,laqueus
220,Spur::N,trace,vestigium
221,Asche::N,cendre,cinis
222,Dreck::N,crotte,lutum
223,Eisen::N,fer,ferrum
224,Gold::N,or,aurum
225,Silber::N,argent,argentum
226,Kohle::N,charbon,carbo
227,Glas::N,verre,vitrum
228,Lehm::N,glaise,lutum
229,Sand::N,sable,arena
230,Mensch::N,homme,homo
231,Mann::N,homme,vir
232,Frau::N,femme,mulier
233,Kind::N,enfant,puer
234,Kind::N,enfant,infans
235,Junge::N,garçon,puer
236,Mädchen::N,fille,puella
237,Mädchen::N,jeune fille,puella
238,Familie::N,famille,familia
239,Großvater::N,grand-père,avus
240,Großmutter::N,grand-mère,avia
241,Eltern::N,parents,parentes
242,Vater::N,père,pater
243,Mutter::N,mère,mater
244,Sohn::N,fils,filius
245,Tochter::N,fille,filia
246,Bruder::N,frère,frater
247,Schwester::N,sœur,soror
248,Onkel::N,oncle,patruus
249,Onkel::N,oncle,avunculus
250,Tante::N,tante,amita
251,Ehemann::N,mari,maritus
252,Ehemann::N,époux,maritus
253,Ehefrau::N,femme,uxor
254,Ehefrau::N,épouse,uxor
255,Freude::N,joie,gaudium
256,Freude::N,joie,laetitia
257,Freude::N,plaisir,gaudium
258,Freude::N,plaisir,laetitia
259,Gelächter::N,rires,risus
260,Glück::N,bonheur,felicitas
261,Kummer::N,peine,aegritudo
262,Kummer::N,chagrin,aegritudo
263,Wunsch::N,désir,voluntas
264,Wunsch::N,désir,desiderium
265,Lust::N,envie,libido
266,Lust::N,envie,voluptas
267,Geist::N,esprit,mens
268,Geist::N,esprit,animus
269,Gedanke::N,idée,sententia
270,Gedanke::N,pensée,sententia
271,Gedächtnis::N,mémoire,memoria
272,Verstand::N,raison,ratio
273,Verstand::N,raison,ingenium
274,Sinn::N,sens,sensus
275,Grund::N,cause,causa
276,Grund::N,raison,causa
277,Wahrheit::N,vérité,veritas
278,Gespräch::N,conversation,sermo
279,Märchen::N,conte,fabula
280,Märchen::N,conte de fées,fabula
281,Erzählung::N,conte,fabula
282,Erzählung::N,conte,narratio
283,Erzählung::N,narration,fabula
284,Erzählung::N,narration,narratio
285,Nachricht::N,message,nuntius
286,Neuigkeit::N,nouvelle,novitas
287,Name::N,nom,nomen
288,Rätsel::N,énigme,aenigma
289,Rätsel::N,devinette,aenigma
290,Rede::N,parole,oratio
291,Rede::N,discours,oratio
292,Sprache::N,langue,lingua
293,Sprache::N,langage,lingua
294,Stimme::N,voix,vox
295,Wort::N,mot,verbum
296,Wort::N,mot,vocabulum
297,Zeichen::N,signe,signum
298,Ruf::N,cri,clamor
299,Ruf::N,appel,clamor
300,Lärm::N,bruit,strepitus
301,Laut::N,son,sonus
302,Ton::N,ton,sonus
303,Lied::N,chant,carmen
304,Lied::N,chanson,carmen
305,Ruhe::N,calme,quies
306,Ruhe::N,tranquillité,quies
307,Leute::N,gens,homines
308,Volk::N,peuple,populus
309,Arbeit::N,travail,labor
310,Gast::N,hôte,hospes
311,Gast::N,hôte,conviva
312,Gast::N,invité,hospes
313,Gast::N,invité,conviva
314,Geschenk::N,cadeau,munus
315,Geschenk::N,présent,munus
316,Spiel::N,jeu,ludus
317,Gesellschaft::N,compagnie,societas
318,Hilfe::N,aide,auxilium
319,Hilfe::N,aide,subsidium
320,Hilfe::N,secours,auxilium
321,Hilfe::N,secours,subsidium
322,Freund::N,ami,amicus
323,Kamerad::N,copain,socius
324,Kamerad::N,camarade,socius
325,Angelegenheit::N,affaire,res
326,Anzahl::N,nombre,numerus
327,Art::N,sorte,genus
328,Art::N,espèce,genus
329,Stück::N,morceau,frustum
330,Stück::N,morceau,fragmentum
331,Teil::N,part,pars
332,Teil::N,partie,pars
333,Hälfte::N,moitié,dimidium
334,Kreis::N,cercle,orbis
335,Kreis::N,cercle,circus
336,Kreuz::N,croix,crux
337,Linie::N,ligne,linea
338,Strich::N,trait,lineamentum
339,Abstand::N,écart,intervallum
340,Entfernung::N,distance,spatium
341,Gegend::N,région,loca
342,Gegend::N,région,regio
343,Gegend::N,contrée,loca
344,Gegend::N,contrée,regio
345,Platz::N,place,locus
346,Ort::N,lieu,locus
347,Ort::N,endroit,locus
348,Seite::N,côté,latus
349,Mitte::N,milieu,medium
350,Gegenstand::N,objet,res
351,Sache::N,chose,res
352,Rand::N,bord,margo
353,Kante::N,arête,angulus
354,Ecke::N,coin,angulus
355,Ecke::N,tournant,angulus
356,Spitze::N,cime,cacumen
357,Spitze::N,pointe,cacumen
358,Ende::N,bout,caput
359,Loch::N,trou,foramen
360,Winkel::N,coin,angulus
361,Winkel::N,réduit,angulus
362,Muster::N,dessin,exemplum
363,Größe::N,grandeur,magnitudo
364,Länge::N,longueur,longitudo
365,Höhe::N,hauteur,altitudo
366,Höhe::N,altitude,altitudo
367,Gewicht::N,poids,pondus
368,Menge::N,quantité,copia
369,Haufen::N,tas,acervus
370,Reihe::N,file,ordo
371,Reihe::N,rangée,ordo
372,Boot::N,canot,navicula
373,Boot::N,bateau,navicula
374,Ruder::N,rame,remus
375,Ruder::N,aviron,remus
376,Schlitten::N,traîneau,sclodia
377,Ski::N,ski,narta
378,Lagerfeuer::N,feu de camp,ignis
379,Last::N,charge,onus
380,Last::N,fardeau,onus
381,Gang::N,tour,cursus
382,Gang::N,marche,cursus
383,Schritt::N,pas,gradus
384,Norden::N,nord,septentriones
385,Süden::N,sud,meridies
386,Westen::N,ouest,occidens
387,Westen::N,occident,occidens
388,Osten::N,est,oriens
389,Osten::N,orient,oriens
390,Holz::N,bois,lignum
391,Brett::N,planche,tabula
392,Platte::N,plaque,lamina
393,Stütze::N,appui,adminiculum
394,Stütze::N,soutien,adminiculum
395,Stange::N,barre,pertica
396,Stange::N,perche,pertica
397,Stock::N,canne,baculum
398,Stab::N,bâton,scipio
399,Rohr::N,tube,tubus
400,Rohr::N,tuyau,tubus
401,Haus::N,maison,aedes
402,Heim::N,maison,domicilium
403,Ofen::N,poêle,fornax
404,Fußboden::N,plancher,solum
405,Tisch::N,table,mensa
406,Stuhl::N,chaise,sella
407,Wiege::N,berceau,cunae
408,Bett::N,lit,lectus
409,Regal::N,étagère,foruli
410,Kiste::N,caisse,cista
411,Fenster::N,fenêtre,fenestra
412,Tür::N,porte,ianua
413,Tor::N,porte,porta
414,Tor::N,portail,porta
415,Zaun::N,clôture,saepes
416,Dach::N,toit,tectum
417,Leiter::N,échelle,scalae
418,Besen::N,balai,scopae
419,Spaten::N,bêche,pala
420,Schaufel::N,pelle,pala
421,Gabel::N,fourchette,fuscinula
422,Löffel::N,cuiller,coclear
423,Messer::N,couteau,culter
424,Nagel::N,clou,clavus
425,Netz::N,filet,rete
426,Haken::N,croc,hamus
427,Haken::N,crochet,hamus
428,Griff::N,prise,manubrium
429,Griff::N,manche,manubrium
430,Schloss::N,serrure,claustra
431,Bild::N,image,tabula
432,Bild::N,image,pictura
433,Bild::N,tableau,tabula
434,Bild::N,tableau,pictura
435,Figur::N,figure,statunculum
436,Puppe::N,poupée,pupa
437,Beutel::N,sac,sacculus
438,Beutel::N,petit sac,sacculus
439,Bündel::N,paquet,fascis
440,Bündel::N,faisceau,fascis
441,Tasche::N,sac,sacculus
442,Eimer::N,seau,situla
443,Deckel::N,couvercle,operculum
444,Geschirr::N,vaisselle,vasa
445,Sack::N,sac,saccus
446,Tasse::N,tasse,pocillum
447,Topf::N,pot,olla
448,Topf::N,marmite,olla
449,Kessel::N,chaudron,aenum
450,Essen::N,repas,cena
451,Essen::N,manger,cena
452,Nahrung::N,nourriture,cibus
453,Nahrung::N,nourriture,alimenta
454,Speise::N,plat,cibus
455,Fleisch::N,viande,caro
456,Getreide::N,blé,frumentum
457,Getreide::N,céréales,frumentum
458,Brei::N,purée,puls
459,Brei::N,bouillie,puls
460,Brot::N,pain,panis
461,Scheibe::N,tranche,frustum
462,Fett::N,graisse,pingue
463,Butter::N,beurre,butȳrum
464,Öl::N,huile,oleum
465,Salz::N,sel,sal
466,Suppe::N,soupe,ius
467,Suppe::N,potage,ius
468,Honig::N,miel,mel
469,Milch::N,lait,lac
470,Tee::N,thé,thea
471,Leder::N,cuir,corium
472,Wolle::N,laine,lana
473,Stoff::N,tissu,textum
474,Stoff::N,étoffe,textum
475,Nadel::N,aiguille,acus
476,Faden::N,fil,filum
477,Knopf::N,bouton,bulla
478,Knoten::N,nœud,nodus
479,Farbe::N,peinture,pigmentum
480,Kleidung::N,vêtements,vestimenta
481,Kleidung::N,habillement,vestimenta
482,Hemd::N,chemise,tunica
483,Kragen::N,col,collare
484,Ärmel::N,manche,manica
485,Hose::N,pantalon,bracae
486,Gürtel::N,ceinture,cingulum
487,Mütze::N,bonnet,pilleus
488,Mütze::N,casquette,pilleus
489,Schuh::N,soulier,calceus
490,Schuh::N,chaussure,calceus
491,Stiefel::N,botte,pero
492,Stiefel::N,botte,caliga
493,Ring::N,bague,anulus
494,Band::N,ruban,redimiculum
495,Kamm::N,peigne,pecten
496,Spiegel::N,glace,speculum
497,Spiegel::N,miroir,speculum
498,Riemen::N,lanière,lorum
499,Riemen::N,courroie,lorum
500,Schnur::N,corde,linum
501,Schnur::N,ficelle,linum
502,Leine::N,laisse,retinaculum
503,Decke::N,couverture,lodix
504,Kissen::N,oreiller,pulvinus
505,Tuch::N,drap,velum
506,Tuch::N,fichu,velum
507,Handtuch::N,serviette,mantele
508,Handtuch::N,essuie-mains,mantele
509,Kraft::N,force,vis
510,Stärke::N,vigueur,robur
511,Gesundheit::N,santé,valetudo
512,Krankheit::N,maladie,morbus
513,Schmerz::N,douleur,dolor
514,Wunde::N,plaie,vulnus
515,Wunde::N,blessure,vulnus
516,Fieber::N,fièvre,febris
517,Arznei::N,remède,remedium
518,Arznei::N,médecine,remedium
519,Brücke::N,pont,pons
520,Brunnen::N,puits,puteus
521,Weide::N,pâturage,pascua
522,Pfad::N,sentier,semita
523,Weg::N,voie,iter
524,Weg::N,chemin,iter
525,Straße::N,route,via
526,Dorf::N,village,vicus
527,Stadt::N,cité,urbs
528,Stadt::N,cité,oppidum
529,Stadt::N,ville,urbs
530,Stadt::N,ville,oppidum
531,Brief::N,lettre,epistula
532,Buch::N,livre,liber
533,Buchstabe::N,lettre,littera
534,Buchstabe::N,caractère,littera
535,Zeitung::N,journal,diurnum
536,Leben::N,vie,vita
537,Tod::N,mort,mors
538,Grab::N,tombe,sepulcrum
539,Kirche::N,église,ecclesia
540,Sünde::N,péché,peccatum
541,Gott::N,dieu,deus
542,Arbeiter::N,ouvrier,operarius
543,Arbeiter::N,travailleur,operarius
544,Chef::N,chef,praefectus
545,Chef::N,patron,praefectus
546,Meister::N,maître,magister
547,Arzt::N,médecin,medicus
548,Lehrer::N,professeur,magister
549,Lehrer::N,instituteur,magister
550,Geld::N,argent,aes
551,Geld::N,argent,pecunia
552,Geschäft::N,affaire,negotium
553,Geschäft::N,commerce,negotium
554,Laden::N,magasin,taberna
555,Laden::N,boutique,taberna
556,Preis::N,prix,pretium
557,Ware::N,marchandise,merx
558,Nutzen::N,profit,utilitas
559,Reichtum::N,richesse,opes
560,Reichtum::N,richesse,divitiae
561,Welt::N,monde,mundus
562,Land::N,pays,terra
563,Staat::N,État,res publica
564,König::N,roi,rex
565,Macht::N,pouvoir,potestas
566,Macht::N,puissance,potestas
567,Grenze::N,frontière,limes
568,Krieg::N,guerre,bellum
569,Feind::N,ennemi,inimicus
570,Gewalt::N,violence,vis
571,Kampf::N,lutte,pugna
572,Kampf::N,combat,pugna
573,Bogen[Waffe]::N,arc,arcus
574,Pfeil::N,flèche,sagitta
575,Gewehr::N,fusil,sclopetum
576,Fehler::N,faute,error
577,Fehler::N,erreur,error
578,Lüge::N,mensonge,mendacium
579,Schaden::N,dégât,damnum
580,Schaden::N,dégât,detrimentum
581,Schaden::N,dommage,damnum
582,Schaden::N,dommage,detrimentum
583,Unglück::N,malheur,miseria
584,Unglück::N,malheur,calamitas
585,Schuld::N,faute,culpa
586,Schuld::N,culpabilité,culpa
587,Alter::N,âge,aetas
588,Schluss::N,fin,finis
589,Zeit::N,temps,tempus
590,Tag::N,jour,dies
591,Tag::N,journée,dies
592,Morgen::N,matin,mane
593,Morgen::N,matinée,mane
594,Mittag::N,midi,meridies
595,Abend::N,soir,vesper
596,Abend::N,soirée,vesper
597,Nacht::N,nuit,nox
598,Woche::N,semaine,septimana
599,Monat::N,mois,mensis
600,Jahr::N,an,annus
601,Jahr::N,année,annus
602,Frühling::N,printemps,ver
603,Sommer::N,été,aestas
604,Herbst::N,automne,autumnus
605,Winter::N,hiver,hiems
606,Januar::N,janvier,Ianuarius
607,Februar::N,février,Februarius
608,März::N,mars,Martius
609,April::N,avril,Aprilis
610,Mai::N,mai,Maius
611,Juni::N,juin,Iunius
612,Juli::N,juillet,Iulius
613,August::N,août,Augustus
614,September::N,septembre,September
615,Oktober::N,octobre,Octobris
616,November::N,novembre,Novembris
617,Dezember::N,décembre,December
618,Montag::N,lundi,dies lunae
619,Dienstag::N,mardi,dies Martis 
620,Mittwoch::N,mercredi,dies Mercurii
621,Donnerstag::N,jeudi,dies Iovis
622,Freitag::N,vendredi,dies Veneris
623,Samstag::N,samedi,dies Saturni
624,Sonntag::N,dimanche,dominicus
625,Sonntag::N,dimanche,dies solis
626,groß::A,grand,magnus
627,klein::A,petit,parvus
628,lang::A,long,longus
629,kurz::A,court,brevis
630,breit::A,large,latus
631,schmal::A,étroit,angustus
632,dicht::A,dense,densus
633,dick[Gegenstand]::A,épais,crassus
634,dünn::A,mince,tenuis
635,fein::A,fin,subtilis
636,fein::A,menu,subtilis
637,fest::A,ferme,solidus
638,fest::A,ferme,stabilis
639,fest::A,solide,solidus
640,fest::A,solide,stabilis
641,flach::A,plat,planus
642,glatt::A,poli,levis
643,glatt::A,lisse,levis
644,hart::A,dur,durus
645,weich::A,mou,mollis
646,rund::A,rond,rotundus
647,spitz::A,aigu,acutus
648,spitz::A,pointu,acutus
649,scharf::A,tranchant,acer
650,stumpf::A,mousse,hebes
651,stumpf::A,émoussé,hebes
652,schwer::A,lourd,gravis
653,schwer::A,pesant,gravis
654,schön::A,beau,pulcher
655,schön::A,beau,formosus
656,heiß::A,chaud,fervidus
657,heiß::A,très chaud,fervidus
658,warm::A,chaud,calidus
659,kalt::A,froid,frigidus
660,kühl::A,frais,frigidus
661,frisch::A,frais,recens
662,feucht::A,humide,umidus
663,nass::A,mouillé,madidus
664,trocken::A,sec,aridus
665,voll::A,plein,plenus
666,voll::A,rempli,plenus
667,leer::A,vide,vacuus
668,offen::A,ouvert,apertus
669,geschlossen::A,clos,clausus
670,geschlossen::A,fermé,clausus
671,sauber::A,net,lautus
672,sauber::A,propre,lautus
673,schmutzig::A,sale,sordidus
674,schmutzig::A,crasseux,sordidus
675,roh::A,cru,crudus
676,roh::A,brut,crudus
677,reif::A,mûr,maturus
678,lecker::A,délicieux,delicatus
679,lecker::A,appétissant,delicatus
680,süß::A,doux,dulcis
681,bitter::A,amer,amarus
682,bitter::A,amer,acerbus
683,sauer::A,aigre,acidus
684,hell::A,clair,clarus
685,dunkel::A,sombre,obscurus
686,schwarz::A,noir,niger
687,weiß::A,blanc,albus
688,rot::A,rouge,ruber
689,gelb::A,jaune,flavus
690,blau::A,bleu,caeruleus
691,grün::A,vert,viridis
692,grau::A,gris,canus
693,bunt::A,multicolore,varius
694,billig::A,bon marché,vilis
695,teuer::A,cher,carus
696,wertvoll::A,précieux,pretiosus
697,blind::A,aveugle,caecus
698,taub::A,sourd,surdus
699,kräftig::A,fort,robustus
700,kräftig::A,vigoureux,robustus
701,stark::A,fort,firmus
702,stark::A,fort,validus
703,stark::A,puissant,firmus
704,stark::A,puissant,validus
705,schwach::A,faible,debilis
706,schwach::A,faible,infirmus
707,fett::A,gras,crassus
708,schlank::A,svelte,procerus
709,hübsch::A,joli,pulcher
710,böse::A,mauvais,improbus
711,dumm::A,sot,stultus
712,dumm::A,sot,stupidus
713,dumm::A,bête,stultus
714,dumm::A,bête,stupidus
715,faul::A,fainéant,piger
716,faul::A,paresseux,piger
717,fleißig::A,appliqué,sedulus
718,geizig::A,avare,avarus
719,klug::A,intelligent,prudens
720,geschickt::A,habile,sollers
721,lieb::A,cher,carus
722,lieb::A,gentil,carus
723,lustig::A,gai,iocosus
724,lustig::A,joyeux,iocosus
725,sanft::A,doux,clemens
726,hungrig::A,affamé,impastus
727,krank::A,malade,aeger
728,nackt::A,nu,nudus
729,traurig::A,triste,maestus
730,lebendig::A,vivant,vivus
731,gut::A,bon,bonus
732,schlecht::A,mauvais,malus
733,richtig::A,juste,rectus
734,richtig::A,correct,rectus
735,schlimm::A,grave,malus
736,schlimm::A,mauvais,malus
737,wahr::A,vrai,verus
738,wahr::A,véritable,verus
739,alt::A,vieux,antiquus
740,neu::A,neuf,novus
741,neu::A,nouveau,novus
742,ehemalig::A,ancien,pristinus
743,alt[Lebewesen]::A,âgé,vetus
744,alt[Lebewesen]::A,vieux,vetus
745,jung::A,jeune,iuvenis
746,arm::A,pauvre,pauper
747,reich::A,riche,dives
748,bekannt::A,connu,notus
749,berühmt::A,fameux,celeber
750,berühmt::A,fameux,illustris
751,berühmt::A,célèbre,celeber
752,berühmt::A,célèbre,illustris
753,fremd::A,étranger,peregrinus
754,verschieden::A,différent,varius
755,nah::A,lié,propinquus
756,nah::A,proche,propinquus
757,fern::A,éloigné,longinquus
758,fern::A,lointain,longinquus
759,linker::A,gauche,sinister
760,rechter::A,droit,dexter
761,anderer::A,autre,alius
762,erster::A,premier,primus
763,zweiter::A,second,secundus
764,zweiter::A,deuxième,secundus
765,dritter::A,troisième,tertius
766,letzter::A,dernier,ultimus
767,allein::ADV,seul,solum
768,auf einmal::ADV,à la fois,simul
769,zusammen::ADV,ensemble,una
770,lange::ADV,longtemps,diu
771,plötzlich::ADV,tout à coup,subito
772,plötzlich::ADV,tout à coup,repente
773,sofort::ADV,immédiatement,statim
774,später::ADV,plus tard,postea
775,jetzt::ADV,maintenant,nunc
776,heute::ADV,aujourd'hui,hodie
777,morgen::ADV,demain,cras
778,bald::ADV,bientôt,mox
779,dann::ADV,puis,deinde
780,dann::ADV,ensuite,deinde
781,gestern::ADV,hier,heri
782,einst::ADV,jadis,olim
783,einst::ADV,autrefois,olim
784,damals::ADV,alors,tum
785,damals::ADV,à l'époque,tum
786,danach::ADV,après,postea
787,danach::ADV,ensuite,postea
788,vorher::ADV,auparavant,antea
789,zuerst::ADV,d'abord,primo
790,zuerst::ADV,premièrement,primo
791,einmal::ADV,une fois,semel
792,manchmal::ADV,parfois,interdum
793,manchmal::ADV,quelquefois,interdum
794,oft::ADV,souvent,saepe
795,immer::ADV,toujours,semper
796,niemals::ADV,ne ... jamais,numquam
797,hier::ADV,ici,hic
798,hierhin::ADV,par ici,huc
799,von hier::ADV,d'ici,hinc
800,dort::ADV,là,ibi
801,dort::ADV,là-bas,ibi
802,dorthin::ADV,y,eo
803,dorthin::ADV,par là,eo
804,geradeaus::ADV,tout droit,recte
805,vorwärts::ADV,en avant,porro
806,rückwärts::ADV,en arrière,retro
807,zurück::ADV,de retour,retro
808,unten::ADV,en bas,infra
809,unten::ADV,au-dessous,infra
810,hinab::ADV,en bas,pessum
811,hinab::ADV,vers le bas,pessum
812,oben::ADV,dessus,supra
813,oben::ADV,en haut,supra
814,hinauf::ADV,en haut,sursum
815,hinauf::ADV,vers le haut,sursum
816,überall::ADV,partout,ubique
817,nicht::ADV,ne ... pas,non
818,ein wenig::ADV,un peu,paulum
819,kaum::ADV,à peine,vix
820,kaum::ADV,à peine,aegre
821,sehr::ADV,très,valde
822,sehr::ADV,très,magnopere
823,so::ADV,si,ita
824,so::ADV,ainsi,ita
825,noch::ADV,encore,etiam
826,nur::ADV,seulement,solum
827,nur::ADV,seulement,tantum
828,nur::ADV,ne ... que,solum
829,nur::ADV,ne ... que,tantum
830,schon::ADV,déjà,iam
831,wieder::ADV,de nouveau,rursus
832,vergebens::ADV,en vain,frustra
833,vor::PRP,devant,ante
834,hinter::PRP,derrière,post
835,unter::PRP,sous,sub
836,unter::PRP,au-dessous de,sub
837,durch::PRP,par,per
838,durch::PRP,à travers,per
839,neben::PRP,à côté de,iuxta
840,zwischen::PRP,entre,inter
841,wegen::PRP,à cause de,propter
842,dies::PRN,ceci,hoc
843,das::PRN,ce,id
844,das::PRN,cela,id
845,alles::PRN,tout,omnia
846,ich::PRN,je,ego
847,ich::PRN,moi,ego
848,du::PRN,tu,tu
849,du::PRN,toi,tu
850,er::PRN,il,is
851,er::PRN,il,ille
852,er::PRN,lui,is
853,er::PRN,lui,ille
854,wir::PRN,nous,nos
