,Concept_ID,av,fa
60,Geruch::N,махӏ,بو
61,Schlaf::N,макьу,خواب
62,Traum::N,макьу,رؤیا
63,Himmel::N,зоб,فلک
64,Himmel::N,зоб,آسمان
65,Sonne::N,бакъ,آفتاب
66,Sonne::N,бакъ,خورشید
67,Mond::N,моцӏ,ماه
68,Stern::N,цӏва,ستاره
69,Luft::N,гьава,هوا
70,Wind::N,гьури,باد
71,Welle::N,карачел,موج
72,Wasser::N,лъим,آب
73,Stein::N,гьецӏо,سنگ
74,Boden::N,ракь,زمین
75,Erde::N,ракь,خاک
76,Erde::N,ракь,زمین
77,Erde::N,дуниял,خاک
78,Erde::N,дуниял,زمین
79,Staub::N,хӏур,گرد
80,Staub::N,хӏур,غبار
81,Rauch::N,кӏкӏуй,دود
82,Feuer::N,цӏа,آتش
83,Licht::N,канлъи,نور
84,Licht::N,канлъи,روشنی
85,Schatten::N,рагӏад,سایه
86,Wetter::N,гьава-бакъ,هوا
87,Nebel::N,гӏодобнакӏкӏ,مه
88,Wolke::N,накӏкӏ,ابر
89,Regen::N,цӏад,باران
90,Schnee::N,гӏазу,برف
91,Eis::N,цӏер,یخ
92,Frost::N,замгьари,یخبندان
93,Kälte::N,квач,سرما
94,Hitze::N,багӏари,گرما
95,Hitze::N,багӏари,حرارت
96,Raureif::N,мартӏ,برف ریزه
97,Regenbogen::N,нур,رنگین‌کمان
98,Regenbogen::N,чамбара,رنگین‌کمان
99,Donner::N,гъугъай,رعد
100,Donner::N,гъугъади,رعد
101,Strömung::N,чвахи,جریان
102,Tropfen::N,резел,قطره
103,Tropfen::N,тӏинкӏ,قطره
104,Tropfen::N,къатӏра,قطره
105,Tropfen::N,тӏенкӏел,قطره
106,Schaum::N,полоп,کف
107,Schmutz::N,чороклъи,گل
108,Schmutz::N,чороклъи,کثافت
109,See::N,хӏор,دریاچه
110,Sumpf::N,хьуцӏ,مرداب
111,Sumpf::N,хьуцӏ,باتلاق
112,Wiese::N,мегъ,چمن
113,Wiese::N,гӏурдаллъи,چمن
114,Wald::N,рохь,جنگل
115,Hügel::N,гохӏ,تل
116,Hügel::N,гохӏ,تپه
117,Anhöhe::N,сийитма,بلندی
118,Berg::N,мегӏер,کوه
119,Gipfel::N,тӏогь,قله
120,Höhle::N,нохъо,غار
121,Abhang::N,лабаллъи,سرازیری
122,Quelle::N,ицц,چشمه
123,Bach::N,лъар,نهر
124,Fluss::N,гӏор,رود
125,Ufer::N,рагӏал,ساحل
126,Ufer::N,рагӏал,کرانه
127,Küste::N,рагӏал,ساحل
128,Festland::N,ракь,خشکی
129,Festland::N,ракъдаллъи,خشکی
130,Meer::N,ралъад,دریا
131,Bucht::N,кӏветӏ,خلیج
132,Insel::N,чӏинкӏиллъи,جزیره
133,Blume::N,тӏегь,گل
134,Gras::N,хер,علف
135,Wurzel::N,кьибил,ریشه
136,Baum::N,гъветӏ,درخت
137,Stamm::N,рохти,تنه
138,Rinde::N,макъар,توژ
139,Rinde::N,макъар,پوست
140,Ast::N,ноцӏ,شاخه
141,Zweig::N,гӏаркьел,شاخه
142,Blatt::N,тӏамах,برگ
143,Birke::N,мах,غان
144,Birke::N,махигъветӏ,غان
145,Kiefer[Baum]::N,накӏкӏигъветӏ,کاج
146,Weide[Baum]::N,рицӏцӏ,بید
147,Weide[Baum]::N,рицӏцӏигъветӏ,بید
148,Tanne::N,ёлка,صنوبر
149,Horn::N,лълъар,شاخ
150,Feder::N,хӏули,پر
151,Fell::N,тӏом,خز
152,Fell::N,цӏоко,خز
153,Flügel::N,кваркьи,پر
154,Flügel::N,кваркьи,بال
155,Klaue::N,галъ,چنگ
156,Klaue::N,галъ,پنجه
157,Kralle::N,квачӏ,پنجه
158,Kralle::N,катиквачӏ,پنجه
159,Schwanz::N,рачӏ,دم
160,Ei::N,хоно,تخم
161,Nest::N,бусен,لانه
162,Bau::N,каратӏ,بنا
163,Bau::N,каратӏ,ساختمان
164,Tier::N,хӏайван,هیوان
165,Herde::N,рехъен,رمه
166,Herde::N,рехъед,رمه
167,Kuh::N,гӏака,گاو
168,Bulle::N,оц,گاو نر
169,Pferd::N,чу,اسب
170,Schaf::N,чахъу,گوسفند
171,Schwein::N,болъон,خوک
172,Hund::N,гьой,سگ
173,Katze::N,кету,گربه
174,Bär::N,ци,خرس
175,Eichhörnchen::N,гвангва,سنجاب
176,Fuchs::N,цер,روباه
177,Hase::N,гӏанкӏ,خرگوش
178,Maus::N,гӏункӏкӏ,موش
179,Wolf::N,бацӏ,گرگ
180,Vogel::N,хӏинчӏ,پرنده
181,Schwarm::N,тӏел,دسته
182,Huhn::N,гӏанкӏу,مرغ
183,Hahn::N,хӏелеко,خروس
184,Gans::N,хъаз,غاز
185,Adler::N,цӏум,عقاب
186,Ente::N,ордек,اردک
187,Ente::N,ордек,مرغابی
188,Eule::N,беццаруз,جغد
189,Kranich::N,къункъра,درنا
190,Krähe::N,гъеду,زاغ
191,Krähe::N,гъеду,کلاغ
192,Kuckuck::N,гагу,فاخته
193,Schwan::N,хӏанкъва,قو
194,Fisch::N,ччугӏа,ماهی
195,Barsch::N,окунь,ماهی خاردار
196,Hecht::N,щука,اردک ماهی
197,Schlange[Tier]::N,борохь,مار
198,Wurm::N,хӏапара,کرم
199,Spinne::N,хъанхъра,عنکبوت
200,Ameise::N,цӏунцӏра,مورچه
201,Laus::N,нацӏ,شپش
202,Mücke::N,кӏкӏара,پشه
203,Fliege::N,тӏутӏ,مگس
204,Schmetterling::N,кӏалкӏучӏ,پروانه
205,Apfel::N,гӏеч,سیب
206,Pilz::N,гӏурдахӏан,قارچ
207,Zwiebel::N,кӏочӏопер,پیاز
208,Saat::N,хьон,بذر
209,Korn::N,мугь,تخم
210,Korn::N,мугь,دانه
211,Heu::N,хер,علف خشک
212,Schale::N,хъал,پوست
213,Grube::N,гвенд,گودال
214,Falle::N,къор,دام
215,Falle::N,къотен,دام
216,Schlinge::N,кӏичӏ,حلقه
217,Spur::N,лъалкӏ,رد
218,Asche::N,рахъу,خاکستر
219,Dreck::N,гъиз,کثافت
220,Dreck::N,хӏарщ,کثافت
221,Eisen::N,махх,آهن
222,Gold::N,месед,زر
223,Gold::N,месед,طلا
224,Silber::N,гӏарац,نقره
225,Kohle::N,тӏурччи,زغال
226,Glas::N,цӏер,شیشه
227,Lehm::N,хӏатӏ,گل
228,Sand::N,сали,شن
229,Sand::N,сали,ماسه
230,Mensch::N,чи,آدم
231,Mensch::N,чи,انسان
232,Mann::N,бихьинчи,مرد
233,Frau::N,гӏадан,زن
234,Kind::N,лъимер,بچه
235,Kind::N,лъимер,کودک
236,Junge::N,вас,پسر
237,Mädchen::N,яс,دختر
238,Familie::N,хъизан,فامیل
239,Familie::N,хъизан,خانواده
240,Großvater::N,кӏудада,پدربزرگ
241,Großmutter::N,кӏодо,مادر‌بزرگ
242,Eltern::N,эбел-эмен,والدین
243,Eltern::N,эбел-эмен,پدر‌و‌مادر
244,Vater::N,эмен,پدر
245,Mutter::N,эбел,مادر
246,Sohn::N,вас,پسر
247,Tochter::N,яс,دختر
248,Bruder::N,вац,برادر
249,Schwester::N,яц,خواهر
250,Onkel::N,даци,عمو
251,Onkel::N,даци,دایی
252,Tante::N,ада,عمه
253,Tante::N,ада,خاله
254,Ehemann::N,рос,همسر
255,Ehefrau::N,чӏужу,همسر
256,Freude::N,ракӏбохи,شادی
257,Gelächter::N,релъи,خنده
258,Gelächter::N,релъи,قاه‌قاه
259,Glück::N,талихӏ,اقبال
260,Glück::N,талихӏ-рохел,اقبال
261,Kummer::N,хӏалкъай,غم
262,Kummer::N,хӏалкъай,غصه
263,Wunsch::N,къасд,آرزو
264,Lust::N,гъира,هوس
265,Geist::N,чӏанкӏ,روح
266,Geist::N,рухӏ-жан,روح
267,Gedanke::N,пикру,فکر
268,Verstand::N,лумалъи,هوش
269,Verstand::N,цӏодорлъи,هوش
270,Sinn::N,магӏна,معنا
271,Sinn::N,магӏна,مفهوم
272,Grund::N,багьана,سبب
273,Grund::N,багьана,دلیل
274,Wahrheit::N,ритӏухълъи,حقیقت
275,Gespräch::N,накъит,صحبت
276,Gespräch::N,накъит,گفتگو
277,Märchen::N,маргьа,قصه
278,Märchen::N,маргьа,افسانه
279,Erzählung::N,къиса,داستان
280,Nachricht::N,хабар,خبر
281,Neuigkeit::N,хабар-гӏазаб,خبر تازه
282,Name::N,цӏар,اسم
283,Rätsel::N,бицанкӏо,معما
284,Rede::N,речь,سخن
285,Rede::N,калам,سخن
286,Sprache::N,мацӏ,زبان
287,Stimme::N,гьаракь,صدا
288,Wort::N,рагӏи,کلمه
289,Zeichen::N,ишара,نشان
290,Zeichen::N,ишара,علامت
291,Zeichen::N,гӏаламат,نشان
292,Zeichen::N,гӏаламат,علامت
293,Ruf::N,ахӏи,صدا
294,Lärm::N,хъуй,هیاهو
295,Lärm::N,хъуди,هیاهو
296,Laut::N,гьаракь,صدا
297,Laut::N,сас,صدا
298,Lied::N,кечӏ,آواز
299,Lied::N,кечӏ,ترانه
300,Ruhe::N,рахӏат,آرامش
301,Leute::N,гӏадамал,مردم
302,Volk::N,халкъ,خلق
303,Arbeit::N,хӏалтӏи,کار
304,Gast::N,гьобол,مهمان
305,Geschenk::N,сайигъат,هدیه
306,Spiel::N,хӏай,بازی
307,Spiel::N,расанди,بازی
308,Gesellschaft::N,жамагӏат,جمعیت
309,Hilfe::N,кумек,کمک
310,Freund::N,гьудул,دوست
311,Kamerad::N,гьалмагъ,رفیق
312,Angelegenheit::N,къваригӏел,امر
313,Angelegenheit::N,къваригӏел,قضیه
314,Anzahl::N,рикӏкӏен,عده
315,Anzahl::N,рикӏкӏен,شمار
316,Art::N,жинс,نوع
317,Stück::N,кесек,تکه
318,Stück::N,кесек,قطعه
319,Teil::N,пай,بخش
320,Teil::N,пай,قسمت
321,Hälfte::N,бащдаб,نیم
322,Kreis::N,гор,حلقه
323,Kreis::N,гор,دایره
324,Kreuz::N,хъанч,صلیب
325,Linie::N,мухъ,خط
326,Linie::N,мухъ,سطر
327,Strich::N,хӏучч,خط
328,Abstand::N,манзил,فاصله
329,Entfernung::N,манзил,مسافت
330,Gegend::N,рахъ,منطقه
331,Platz::N,бакӏ,گنجایش
332,Ort::N,бакӏ,جا
333,Ort::N,бакӏ,محل
334,Ort::N,бакӏ,مکان
335,Seite::N,рахъ,طرف
336,Mitte::N,бакьулъбакӏ,وسط
337,Mitte::N,бакьулъбакӏ,میان
338,Gegenstand::N,жо,چیز
339,Sache::N,жо,چیز
340,Rand::N,мицӏир,کنار
341,Rand::N,мицӏир,حاشیه
342,Kante::N,рагӏал,لبه
343,Kante::N,рагӏа-ракьан,لبه
344,Ecke::N,цили,گوشه
345,Spitze::N,тӏогь,سر
346,Spitze::N,тӏогь,نوک
347,Ende::N,кӏал,ته
348,Ende::N,кӏал,آخر
349,Loch::N,каратӏ,سوراخ
350,Muster::N,накъиш,نقش
351,Größe::N,кӏодо́лъи,قد
352,Größe::N,кӏодо́лъи,بزرگی
353,Länge::N,халалъи,طول
354,Höhe::N,борхалъи,بلندی
355,Gewicht::N,бакӏлъи,وزن
356,Haufen::N,гъуни,توده
357,Reihe::N,ирга́,ردیف
358,Boot::N,раса,قایق
359,Ruder::N,раххан,پارو
360,Schlitten::N,чанагъ,سورتمه
361,Ski::N,лыжаби,اسکی
362,Lagerfeuer::N,цӏа,آتش
363,Last::N,бакӏлъи,بار
364,Last::N,бакӏлъи,سنگینی
365,Gang::N,хьвади,راه رفتن
366,Gang::N,хьвада-чӏвади,راه رفتن
367,Schritt::N,гали,قدم
368,Norden::N,шимал,شمال
369,Süden::N,юг,جنوب
370,Süden::N,къибла,جنوب
371,Westen::N,гъарб,غرب
372,Westen::N,магъриб,غرب
373,Osten::N,шаркъ,شرق
374,Osten::N,машрикъ,شرق
375,Holz::N,цӏул,چوب
376,Brett::N,хъарщи,تخته
377,Platte::N,къоно,صفحه
378,Stange::N,гӏер,میله
379,Stock::N,тӏил,چوب
380,Stab::N,гӏер,عصا
381,Rohr::N,турба,لوله
382,Haus::N,ригь,منزل
383,Haus::N,рукъзал,منزل
384,Heim::N,рукъ,خانه
385,Heim::N,рукъ,کاشانه
386,Ofen::N,печь,بخاری
387,Fußboden::N,чӏабар,کف اتاق
388,Tisch::N,стол,میز
389,Stuhl::N,бакӏу,صندلی
390,Wiege::N,кини,گهواره
391,Bett::N,кровать,تختخواب
392,Regal::N,хъарщи,قفسه
393,Kiste::N,ящик,صندوق
394,Kiste::N,тӏалагъуд,صندوق
395,Fenster::N,гордо,پنجره
396,Tür::N,нуцӏа,در
397,Tür::N,нуцӏа,درب
398,Tor::N,каву,دروازه
399,Zaun::N,раци,حصار
400,Dach::N,тӏох,بام
401,Leiter::N,мали,نردبان
402,Besen::N,жул,جارو
403,Spaten::N,бел,بیل
404,Schaufel::N,раххан,بیل
405,Schaufel::N,раххан,پارو
406,Gabel::N,гӏучӏ,چنگال
407,Löffel::N,гъуд,قاشق
408,Messer::N,нус,کارد
409,Nagel::N,магӏ,میخ
410,Netz::N,гьин,تور
411,Netz::N,гьин,شبکه
412,Haken::N,гъанцӏа,قلاب
413,Griff::N,гӏоркь,دسته
414,Schloss::N,кӏулал,قفل
415,Bild::N,сурат,عکس
416,Bild::N,сурат,تصویر
417,Puppe::N,нани,عروسک
418,Beutel::N,таргьа,کیسه
419,Bündel::N,къай,بسته
420,Tasche::N,сумка,کیف
421,Tasche::N,къвачӏа,کیف
422,Eimer::N,ведро,سطل
423,Deckel::N,тӏалъел,در
424,Deckel::N,дадитӏалъел,در
425,Geschirr::N,цӏарагӏ,ظرف
426,Sack::N,хъап,گونی
427,Sack::N,къандалъо,گونی
428,Tasse::N,чашка,فنجان
429,Topf::N,хьаг,دیگ
430,Topf::N,хьаг,قابلمه
431,Kessel::N,хьаг,دیگ
432,Kessel::N,гереги,دیگ
433,Essen::N,тӏагӏам,خوراک
434,Nahrung::N,квен,غذا
435,Speise::N,квен,خوراک
436,Fleisch::N,гьан,گوشت
437,Getreide::N,бугӏа-ролъ,غله
438,Getreide::N,могьолабл_культураби,غله
439,Brei::N,карщ,فرنی
440,Brei::N,карщ,حریره
441,Brot::N,чед,نان
442,Scheibe::N,мочӏу,قاچ
443,Scheibe::N,мочӏу,لزگه
444,Fett::N,беэнлъи,چربی
445,Butter::N,нах,کره
446,Öl::N,нах,روغن
447,Salz::N,цӏам,نمک
448,Suppe::N,чурпа,آش
449,Suppe::N,чурпа,سوپ
450,Honig::N,гьоцӏо,عسل
451,Milch::N,рахь,شیر
452,Tee::N,чай,چای
453,Leder::N,тӏом,چرم
454,Wolle::N,квас,پشم
455,Stoff::N,ххам,پارچه
456,Nadel::N,рокӏкӏен,سوزن
457,Faden::N,кун,نخ
458,Knopf::N,маргъал,دکمه
459,Knoten::N,гарацӏ,گره
460,Farbe::N,релъен,رنگ
461,Kleidung::N,ретӏел,لباس
462,Kleidung::N,ретӏел,پوشاک
463,Hemd::N,гурде,پیراهن
464,Kragen::N,габур,یقه
465,Ärmel::N,къвал,آستین
466,Hose::N,тӏажу,شلوار
467,Gürtel::N,рачел,کمر‌بند
468,Mütze::N,тӏагъур,کلاه
469,Stiefel::N,этек,چکمه
470,Stiefel::N,чакма,چکمه
471,Ring::N,баргъич,حلقه
472,Ring::N,баргъич,انگشتر
473,Band::N,лента,نوار
474,Band::N,лента,روبان
475,Kamm::N,гьоркьо,شانه
476,Spiegel::N,матӏу,آینه
477,Riemen::N,рижу,تسمه
478,Decke::N,одея́ло,پتو
479,Kissen::N,къандалъо,بالش
480,Tuch::N,квархьи,شال
481,Handtuch::N,беркӏалрацӏцӏ,حوله
482,Kraft::N,гуч,نیرو
483,Kraft::N,къуват,نیرو
484,Stärke::N,хӏалкӏвей,زور
485,Gesundheit::N,сахлъи́,سلامتی
486,Gesundheit::N,сахлъи́,تندرستی
487,Krankheit::N,унти,بیماری
488,Krankheit::N,щокълъи,بیماری
489,Schmerz::N,унти,درد
490,Wunde::N,ругъун,زخم
491,Fieber::N,цӏа-кан,تب
492,Arznei::N,дару,دارو
493,Brücke::N,кьо,پل
494,Brunnen::N,гъуй,چاه
495,Weide::N,рицӏцӏ,چراگاه
496,Weide::N,лъичӏирма,چراگاه
497,Weide::N,гӏурдаллъи,چراگاه
498,Weide::N,ри́цӏигъветӏ,چراگاه
499,Weide::N,рицӏцӏигъветӏ,چراگاه
500,Pfad::N,сухъмахъ,راه
501,Weg::N,нух,راه
502,Weg::N,нух,طریق
503,Straße::N,нух,راه
504,Straße::N,нух,جاده
505,Dorf::N,росу,ده
506,Dorf::N,росу,روستا
507,Stadt::N,шагьар,شهر
508,Brief::N,кагъат,نامه
509,Brief::N,рисалат,نامه
510,Buch::N,тӏехь,کتاب
511,Buchstabe::N,хӏарп,حرف
512,Zeitung::N,газет,روزنامه
513,Leben::N,яшав,عمر
514,Leben::N,яшав,زندگی
515,Tod::N,хвел,مرگ
516,Grab::N,хоб,گور
517,Grab::N,хоб,مزار
518,Kirche::N,килиса,کلیسا
519,Sünde::N,хӏакъ,بزه
520,Sünde::N,хӏакъ,گناه
521,Sünde::N,мунагь,بزه
522,Sünde::N,мунагь,گناه
523,Gott::N,бичас,خدا
524,Gott::N,аллагь,خدا
525,Arbeiter::N,хӏалтӏухъан,کارگر
526,Chef::N,хӏаким,رئیس
527,Chef::N,начальник,رئیس
528,Meister::N,устар,استاد
529,Meister::N,мастер,استاد
530,Meister::N,махщалилав,استاد
531,Arzt::N,жайрахӏ,پزشک
532,Lehrer::N,мугӏалим,معلم
533,Lehrer::N,мугӏалим,آموزگار
534,Geld::N,гӏарац,پول
535,Laden::N,тукен,دکان
536,Laden::N,тукен,مغازه
537,Preis::N,багьа,بها
538,Preis::N,багьа,قیمت
539,Ware::N,къайи,جنس
540,Ware::N,къайи,کالا
541,Nutzen::N,мунпагӏат,مزیت
542,Nutzen::N,мунпагӏат,امتیاز
543,Reichtum::N,бечелъи,مال
544,Reichtum::N,бечелъи,ثروت
545,Welt::N,дуниял,دنیا
546,Land::N,улка,کشور
547,Land::N,улка,مملکت
548,Land::N,икълим,کشور
549,Land::N,икълим,مملکت
550,Staat::N,пачалихъ,دولت
551,König::N,пача,شاه
552,König::N,пача,پادشاه
553,König::N,малик,شاه
554,König::N,малик,پادشاه
555,König::N,къирал,شاه
556,König::N,къирал,پادشاه
557,König::N,падишагь,شاه
558,König::N,падишагь,پادشاه
559,Macht::N,кверщел,قدرت
560,Macht::N,кверщел,اختیار
561,Grenze::N,гӏорхъи,مرز
562,Krieg::N,рагъ,جنگ
563,Feind::N,тушман,دشمن
564,Gewalt::N,зулму,زور
565,Gewalt::N,зулму,خشونت
566,Kampf::N,къеркьей,نبرد
567,Kampf::N,къеркьей,مبارزه
568,Bogen[Waffe]::N,газаргъо,کمان
569,Pfeil::N,чӏор,تیر
570,Gewehr::N,туманкӏ,تفنگ
571,Fehler::N,гъалатӏ,غلط
572,Fehler::N,гъалатӏ,اشتباه
573,Lüge::N,гьереси,دروغ
574,Schaden::N,зиян,آسیب
575,Schaden::N,зиян,خسارت
576,Schaden::N,зарал,آسیب
577,Schaden::N,зарал,خسارت
578,Unglück::N,балагь,بلا
579,Schuld::N,гӏайиб,گناه
580,Schuld::N,гӏайиб,تقصیر
581,Alter::N,гӏумру,سن
582,Alter::N,гӏумру,عمر
583,Schluss::N,ахир,انتها
584,Zeit::N,заман,وقت
585,Zeit::N,заман,زمان
586,Tag::N,къо,روز
587,Morgen::N,радалмех,صبح
588,Mittag::N,къадемех,ظهر
589,Abend::N,релъедамех,شب
590,Abend::N,релъедамех,عصر
591,Nacht::N,сордо,شب
592,Woche::N,анкь,هفته
593,Monat::N,моцӏ,ماه
594,Jahr::N,сон,سال
595,Jahr::N,лъагӏел,سال
596,Frühling::N,их,بهار
597,Sommer::N,рии,تابستان
598,Herbst::N,хасалихълъи,پاییز
599,Winter::N,кьин,زمستان
600,Januar::N,январь,ژانویه
601,Februar::N,февра́ль,فوریه
602,März::N,март,مارس
603,April::N,апрель,آوریل
604,Mai::N,май,مه
605,Juni::N,июнь,ژوئن
606,Juli::N,июль,ژویه
607,August::N,август,اوت
608,September::N,сентябрь,سپتامبر
609,Oktober::N,октябрь,اکتبر
610,November::N,ноябрь,نوامبر
611,Dezember::N,декабрь,دسامبر
612,Montag::N,итни,دو‌شنبه
613,Dienstag::N,талат,سه‌شنبه
614,Mittwoch::N,арбагӏ,چهار‌شنبه
615,Donnerstag::N,хамиз,پنج شنبه
616,Freitag::N,рузман,جمعه
617,Samstag::N,щамат,شنبه
618,Sonntag::N,гьатӏан,یکشنبه
619,groß::A,кӏудияб,بزرگ
620,klein::A,гьитӏинаб,کوچک
621,lang::A,халатаб,بلند
622,kurz::A,къокъаб,کوتاه
623,breit::A,гӏебаб,پهن
624,schmal::A,къваридаб,تنگ
625,schmal::A,къваридаб,نازک
626,dicht::A,ризаб,چگال
627,dicht::A,ризаб,انبوه
628,dick[Gegenstand]::A,бицатаб,ضخیم
629,dünn::A,тӏеренаб,نازک
630,fein::A,тӏеренаб,ریز
631,fein::A,тӏеренаб,باریک
632,fest::A,къвакӏараб,محکم
633,flach::A,чӏепараб,صاف
634,flach::A,чӏепараб,مسطح
635,glatt::A,цӏвакараб,لیز
636,hart::A,кьварараб,سفت
637,weich::A,тамахаб,نرم
638,weich::A,тамахаб,ملایم
639,rund::A,гургинаб,گرد
640,spitz::A,бегӏераб,تیز
641,spitz::A,бегӏераб,نوک‌تیز
642,scharf::A,рекӏараб,تیز
643,scharf::A,рекӏараб,برنده
644,stumpf::A,тӏехӏараб,کند
645,stumpf::A,рекӏинчӏеб,کند
646,schwer::A,бакӏаб,سنگین
647,schön::A,берцинаб,زیبا
648,heiß::A,лагьараб,داغ
649,warm::A,хинаб,گرم
650,kalt::A,квачараб,سرد
651,kühl::A,квачараб,خنک
652,frisch::A,цӏияб,تازه
653,feucht::A,рагьараб,مرطوب
654,nass::A,би́ччараб,تر
655,nass::A,би́ччараб,خیش
656,trocken::A,бакъвараб,خشک
657,leer::A,чӏобогояб,خالی
658,offen::A,рагьараб,باز
659,geschlossen::A,рахараб-къараб,بسته
660,sauber::A,бацӏцӏадаб,پاک
661,sauber::A,бацӏцӏадаб,تمیز
662,schmutzig::A,гъизараб,کثیف
663,schmutzig::A,гъизараб,آلوده
664,roh::A,хамаб,خام
665,roh::A,гӏатӏгояб,خام
666,reif::A,барщараб,رسیده
667,lecker::A,тӏагӏамаб,لذیذ
668,lecker::A,тӏагӏамаб,خوشمزه
669,süß::A,гьуинаб,شیرین
670,bitter::A,кьогӏаб,تلخ
671,sauer::A,цӏекӏаб,ترش
672,hell::A,канаб,روشن
673,dunkel::A,бецӏаб,تاریک
674,schwarz::A,чӏегӏераб,سیاه
675,weiß::A,хъахӏаб,سفید
676,rot::A,багӏараб,سرخ
677,rot::A,багӏараб,قرمز
678,gelb::A,гӏобилаб,زرد
679,gelb::A,тӏогьилаб,زرد
680,blau::A,хъахӏилаб,آبی
681,grün::A,гӏурччинаб,سبز
682,grau::A,накӏкӏуяб,طوسی
683,grau::A,накӏкӏуяб,خاکستری
684,bunt::A,къвекӏаб,رنگارنگ
685,bunt::A,чара-гъараб,رنگارنگ
686,billig::A,учузаб,ارزان
687,teuer::A,хири́яб,گران
688,wertvoll::A,къиматаб,قیمتی
689,wertvoll::A,къиматаб,گرانبها
690,blind::A,беццаб,کور
691,blind::A,беццаб,نابینا
692,taub::A,гъугъаб,کر
693,taub::A,гъугъаб,ناشنوا
694,kräftig::A,гучаб,قوی
695,stark::A,къуватаб,قوی
696,stark::A,къуватаб,نیرومند
697,schwach::A,гӏажизаб,ضعیف
698,fett::A,кьарияб,چرب
699,schlank::A,чергесаб,باریک‌اندام
700,hübsch::A,гьайбатаб,قشنگ
701,hübsch::A,гьайбатаб,خوشگل
702,böse::A,ракӏквешаб,بد
703,dumm::A,гьагаб,احمق
704,dumm::A,гӏантаб,احمق
705,faul::A,кӏохӏалаб,لش
706,faul::A,кӏохӏалаб,تنبل
707,faul::A,кӏухӏа́лаб,لش
708,faul::A,кӏухӏа́лаб,تنبل
709,fleißig::A,хӏаракатаб,زرنگ
710,geizig::A,къарумаб,خسیس
711,klug::A,лумияб,عاقل
712,klug::A,лумияб,باهوش
713,geschickt::A,махщел бугев,ماهر
714,lieb::A,гӏазизаб,عزیز
715,lustig::A,кепаб,شاد
716,lustig::A,кепаб,خوشحال
717,sanft::A,хӏалимаб,لطیف
718,sanft::A,хӏере́наб,لطیف
719,hungrig::A,бакъараб,گرسنه
720,krank::A,щокъаб,مریض
721,krank::A,щокъаб,بیمار
722,krank::A,унтараб,مریض
723,krank::A,унтараб,بیمار
724,nackt::A,гӏицӏаб,لخت
725,nackt::A,гӏицӏаб,برهنه
726,nackt::A,чӏанкӏараб,لخت
727,nackt::A,чӏанкӏараб,برهنه
728,traurig::A,пашманаб,غمگین
729,lebendig::A,чӏагояб,زنده
730,gut::A,лъикӏаб,خوب
731,schlecht::A,къадараб,بد
732,richtig::A,битӏараб,درست
733,schlimm::A,нажасаб,وخيم
734,schlimm::A,къабихӏаб,وخيم
735,wahr::A,хӏакъаб,درست
736,wahr::A,хӏакъаб,حقیقی
737,wahr::A,битӏараб,درست
738,wahr::A,битӏараб,حقیقی
739,alt::A,басрияб,کهنه
740,neu::A,цӏияб,نو
741,ehemalig::A,цебе́госеб,قبلی
742,alt[Lebewesen]::A,хераб,پیر
743,jung::A,тӏинчӏаб,جوان
