,Concept_ID,ta,vep
77,Funke::N,தீப்பொறி,kibin
78,Feuer::N,தீ,lämoi
79,Licht::N,வெளிச்சம்,vauktuz
80,Schatten::N,நிழல்,pil'vez
81,Schatten::N,நிழல்,kuvahaine
82,Wetter::N,வானிலை,sä
83,Nebel::N,பனிமூட்டம்,sumeg
84,Wolke::N,மேகம்,pil'v
85,Regen::N,மழை,vihm
86,Schnee::N,உறைபனி,lumi
87,Eis::N,பனிக்கட்டி,jä
88,Frost::N,உறைபனி,hala
89,Frost::N,உறைபனி,pakaine
90,Kälte::N,குளிர்ந்த,vilu
91,Hitze::N,சூடு,räk
92,Raureif::N,உறைபனி வெண்திரை,hüde
93,Regenbogen::N,வானவில்,jumalanbembel'
94,Donner::N,இடி,juru
95,Donner::N,இடி,jumalanjuru
96,Strömung::N,நீரோட்டம்,joksmuz
97,Tropfen::N,துளி,tilkuine
98,Schaum::N,நுரை,vaht
99,Schmutz::N,அழுக்கு,redu
100,Schmutz::N,அழுக்கு,pačak
101,See::N,ஏரி,järv
102,Sumpf::N,சதுப்பு நிலம்,so
103,Moor::N,முட்புதற்காடு,so
104,Wiese::N,பசும் புல்தரை,nit
105,Wald::N,காடு,mec
106,Hügel::N,குன்று,kukaz
107,Anhöhe::N,பதுக்கை,kukaz
108,Berg::N,மலை,mägi
109,Gipfel::N,உச்சி மாநாடு,ladv
110,Höhle::N,குகை,mägionduz
111,Abhang::N,சரிவு,paute
112,Quelle::N,மூலம்,lähte
113,Bach::N,ஓடை,oja
114,Fluss::N,ஆறு,jogi
115,Ufer::N,நீர்க்கரை,rand
116,Küste::N,கடற்கரை,randišt
117,Festland::N,நிலம்,kuivma
118,Meer::N,கடல்,meri
119,Bucht::N,சிறுகுடா,laht
120,Insel::N,தீவு,sar'
121,Blume::N,பூ,änik
122,Gras::N,புல்தரை,hein
123,Wurzel::N,வேர்,jur'
124,Baum::N,மரம்,pu
125,Stamm::N,அடிமரம்,tüvi
126,Rinde::N,பட்டை,kor'
127,Rinde::N,மரப்பட்டை,kor'
128,Ast::N,கினை,oks
129,Zweig::N,குச்சி,oks
130,Zweig::N,குச்சி,barb
131,Blatt::N,இலை,lehtez
132,Birke::N,பிர்ச் மரம்,koiv
133,Kiefer[Baum]::N,தேவதாரு மரம்,pedai
134,Weide[Baum]::N,மர வகைகளுள் ஒன்று,raid
135,Tanne::N,சாதிக்கய்,kuz'
136,Horn::N,கொம்பு,sar'v
137,Feder::N,இறகு,höuneh
138,Fell::N,மென்முடி,nahk
139,Flügel::N,இறக்கை,suug
140,Klaue::N,நகம்,künz'
141,Kralle::N,நகம்,künz'
142,Schwanz::N,வால்,händ
143,Ei::N,முட்டை,muna
144,Nest::N,கூடு,peza
145,Bau::N,குகை,uru
146,Tier::N,விலங்கு,živat
147,Herde::N,கூட்டம்,kogo
148,Kuh::N,பசு,lehm
149,Bulle::N,காளை,härg
150,Pferd::N,குதிரை,hebo
151,Schaf::N,செம்மறிஆடு,lambaz
152,Schwein::N,பன்றி,siga
153,Hund::N,நாய்,koir
154,Katze::N,பூனை,kaži
155,Bär::N,கரடி,kondi
156,Eichhörnchen::N,அணில்,orav
157,Elch::N,கடம்பை,hirb'
158,Fuchs::N,நரி,reboi
159,Hase::N,முயல்,jäniš
160,Maus::N,எலி,hir'
161,Wolf::N,ஓநாய்,händikaz
162,Vogel::N,பறவை,lind
163,Schwarm::N,தொகுதி,parveh
164,Huhn::N,கோழிக்குஞசு,kana
165,Hahn::N,சேவல்,kukoi
166,Gans::N,பெண் வாத்து,hanh'
167,Adler::N,பருநது,orl
168,Ente::N,வாத்து,sorz
169,Eule::N,ஆந்தை,hir'pulo
170,Kranich::N,நாரை,kurg
171,Krähe::N,காகம்,variš
172,Kuckuck::N,குயில்,kägi
173,Schwan::N,அன்னம்,joucen
174,Fisch::N,மீன்,kala
175,Barsch::N,பேர்ச்,ahven
176,Hecht::N,கோலாச்சி மீன்,haug'
177,Schlange[Tier]::N,பாம்பு,kü
178,Schlange[Tier]::N,பாம்பு,mado
179,Wurm::N,புழு,mado
180,Spinne::N,சிலந்தி,hämähouk
181,Ameise::N,எறும்பு,murahaine
182,Laus::N,பேன்,täi
183,Mücke::N,கொசுவினப்பூச்சி,säs'k
184,Fliege::N,ஈ,kärbhaine
185,Schmetterling::N,வண்ணத்துப்பூச்சி,lipkaine
186,Beere::N,சதைப்பழம்,marj
187,Apfel::N,ஆப்பிள பழம்,jablok
188,Pilz::N,காளான்,sen'
189,Pilz::N,காளான்,babuk
190,Zwiebel::N,வெங்காயம்,lauk
191,Saat::N,விதை,semned
192,Korn::N,தானியம்,jüvä
193,Korn::N,தானியம்,vill'
194,Heu::N,வைக்கோல்,hein
195,Schale::N,தோல்,kor'
196,Grube::N,குழி,kop
197,Falle::N,பொறி,rida
198,Schlinge::N,கண்ணி,rihm
199,Spur::N,சுவடு,jäl'g
200,Asche::N,சாம்பல்,tuhk
201,Dreck::N,அழுக்கு,redu
202,Dreck::N,அழுக்கு,pačak
203,Eisen::N,இரும்பு,raud
204,Gold::N,தங்கம்,kuld
205,Silber::N,வெள்ளி,hobed
206,Kohle::N,நிலக்கரி,hil'
207,Glas::N,கண்ணாடி,stökol
208,Lehm::N,களிமண்,savi
209,Sand::N,மணல்,lete
210,Mensch::N,மனிதர்கள்,mez'
211,Mensch::N,மனிதர்கள்,ristit
212,Mann::N,மனிதன்,mez'
213,Frau::N,பெண்,naine
214,Kind::N,குழந்தை,laps'
215,Junge::N,பையன்,poig
216,Junge::N,பையன்,prihaine
217,Mädchen::N,சிறுமி,neičukaine
218,Familie::N,குடும்பம்,kanz
219,Familie::N,குடும்பம்,pereh
220,Großvater::N,தாத்தா,ded
221,Großmutter::N,பாட்டி,bab
222,Eltern::N,பெற்றோர்,vanhembad
223,Eltern::N,பெற்றோர்,kazvatajad
224,Vater::N,தந்தை,tat
225,Mutter::N,தாய்,mam
226,Sohn::N,மகன்,poig
227,Tochter::N,மகள்,tütär
228,Bruder::N,சகோதரன்,veik
229,Bruder::N,சகோதரன்,vell'
230,Schwester::N,அக்கா,čiža
231,Schwester::N,அக்கா,sizar
232,Onkel::N,தாய் மாமன்,däd'
233,Tante::N,அத்தை,tädi
234,Ehemann::N,கணவன்,mužik
235,Ehefrau::N,மனைவி,ak
236,Freude::N,கொண்டாட்டம்,ilo
237,Freude::N,கொண்டாட்டம்,ihastuz
238,Gelächter::N,சிரிப்பு,nagr
239,Glück::N,மகிழ்ச்சி,oza
240,Kummer::N,துயரம்,gor'a
241,Wunsch::N,விருப்பம்,taht
242,Lust::N,விருப்பம்,himo
243,Geist::N,ஆன்மா,heng
244,Gedanke::N,எண்ணம்,meletuz
245,Gedächtnis::N,ஞாபகம்,mušt
246,Verstand::N,மனம்,mel'
247,Sinn::N,அர்த்தம்,jüvä
248,Grund::N,காரணம்,sü
249,Wahrheit::N,உண்நை,tozi
250,Gespräch::N,பெசு,lodu
251,Gespräch::N,பெசு,pagin
252,Märchen::N,நம்பத்தகாத கதை,sarn
253,Erzählung::N,கதை,sanutez
254,Nachricht::N,செய்தி,tedotuz
255,Neuigkeit::N,செய்தி,uzištuz
256,Name::N,பெயர்,nimi
257,Rätsel::N,புதிர்,ozoitez
258,Rede::N,பேச்சு,pagin
259,Rede::N,பேச்சு,sanad
260,Sprache::N,மொழி,kel'
261,Stimme::N,குரல்,än'
262,Wort::N,வார்த்தை,sana
263,Zeichen::N,குறி,znam
264,Ruf::N,அழைப்பு,kida
265,Ruf::N,அழைப்பு,kucund
266,Lärm::N,சத்தம்,judu
267,Laut::N,ஒலி,kulund
268,Ton::N,குரல்,kulund
269,Lied::N,பாட்டு,pajo
270,Ruhe::N,அமைதி,lebu
271,Leute::N,மக்கள்,rahvaz
272,Volk::N,மக்கள்,rahvaz
273,Arbeit::N,வேலை,tö
274,Arbeit::N,வேலை,rad
275,Gast::N,விருந்தாளி,adiv
276,Geschenk::N,பரிசுப் பொருள்,lahj
277,Spiel::N,விளையாட்டு,vänd
278,Gesellschaft::N,சமுதாயம்,sebr
279,Hilfe::N,உதவி,abu
280,Freund::N,நண்பன்,sebranik
281,Kamerad::N,உடனிருப்பவன்,sebranik
282,Angelegenheit::N,செய்தி,azj
283,Anzahl::N,எண்ணிக்கை,lugu
284,Art::N,வகை,rod
285,Art::N,வகை,rodsugu
286,Stück::N,துண்டம்,pala
287,Stück::N,துண்டம்,supal
288,Teil::N,பகுதி,pala
289,Hälfte::N,பாதி,pol'
290,Kreis::N,வட்டம்,ümbruz
291,Kreis::N,வட்டம்,kehkruz
292,Kreuz::N,சிலுவை,rist
293,Linie::N,கோடு,pird
294,Strich::N,வாத நோய்,pird
295,Abstand::N,இடைவெளி,keskust
296,Entfernung::N,தூரம்,matk
297,Gegend::N,வட்டாரம்,taho
298,Platz::N,வெற்றிடம்,avaruz'
299,Ort::N,இடம்,koht
300,Seite::N,பக்கம்,pol'
301,Seite::N,பக்கம்,kül'g
302,Mitte::N,இடைப்பகுதி,kesk
303,Gegenstand::N,உருப்படி,kalu
304,Sache::N,பொருள்,azj
305,Rand::N,தொங்கு,röun
306,Kante::N,விளிம்பு,röun
307,Ecke::N,மூலை,saum
308,Spitze::N,முனை,agjaine
309,Ende::N,முடிவு,agj
310,Loch::N,துளை,reig
311,Winkel::N,கோணம்,čoga
312,Winkel::N,கோணம்,saum
313,Muster::N,பாங்கு,kirjam
314,Größe::N,அளவு,suruz'
315,Länge::N,நீளம்,piduz
316,Höhe::N,உயரம்,korktuz'
317,Gewicht::N,எடை,jügu
318,Gewicht::N,எடை,vedäduz
319,Menge::N,தொகை,äjüz'
320,Haufen::N,குவியல்,kogo
321,Reihe::N,வரிசை,rivi
322,Boot::N,படகு,veneh
323,Ruder::N,துடுப்பு,air
324,Schlitten::N,சகடையிலா வண்டி,regi
325,Schlitten::N,சகடையிலா வண்டி,regut
326,Ski::N,பனிச் சறுக்கல்,suks'
327,Lagerfeuer::N,மூட்டம்,nodj
328,Lagerfeuer::N,மூட்டம்,pažag
329,Last::N,பாரம்,jüguz
330,Gang::N,நடை,astund
331,Schritt::N,காலடி,hašk
332,Norden::N,வடக்கு,pohjoine
333,Süden::N,தெற்கு,suvi
334,Westen::N,மேற்கு திசை,päivlaskm
335,Osten::N,கிழக்கு,päivnouzm
336,Holz::N,மரக்கட்டை,pu
337,Brett::N,பலகை,laud
338,Platte::N,பலகம்,keitim
339,Stütze::N,அடைப்புகன்,tugi
340,Stange::N,கம்பம்,arz'
341,Stock::N,குச்சி,kalu
342,Stab::N,கம்பு,seibaz
343,Rohr::N,குழாய்,torv
344,Haus::N,வீடு,pert'
345,Heim::N,வீடு,kodi
346,Ofen::N,அடுப்பு,päč
347,Fußboden::N,தரை,lava
348,Tisch::N,மேசை,laud
349,Tisch::N,மேசை,stal'c
350,Stuhl::N,நாற்காலி,ištim
351,Wiege::N,தொட்டில்,kätte
352,Bett::N,படுக்கை,sija
353,Bett::N,படுக்கை,magaduzsija
354,Regal::N,அலமாரி,palič
355,Kiste::N,பெட்டி,mülütim
356,Fenster::N,சாளரம்,ikun
357,Tür::N,கதவு,uks'
358,Tor::N,வாசற்கதவு,verai
359,Zaun::N,வேலி,aid
360,Dach::N,கூரை,katuz
361,Leiter::N,ஏணி,pordhad
362,Besen::N,விளக்குமாறு,lud
363,Besen::N,விளக்குமாறு,vast
364,Spaten::N,மண்வெட்டி,labid
365,Schaufel::N,அடிதண்டா,labid
366,Gabel::N,முட்கரண்டி,hangoine
367,Löffel::N,கரண்டி,luzik
368,Messer::N,கத்தி,veič
369,Nagel::N,ஆணி,nagl
370,Netz::N,வலை,verk
371,Haken::N,கொக்கி,kouk
372,Griff::N,கைப்பிடி,kägä
373,Griff::N,கைப்பிடி,varz'
374,Schloss::N,பூட்டு,lukkol
375,Bild::N,படம்,kuva
376,Figur::N,எண்ணிக்கை,figur
377,Puppe::N,பொம்மை,tätüine
378,Beutel::N,பை,havad
379,Bündel::N,பொதி,toppaz
380,Bündel::N,பொதி,käč
381,Tasche::N,பை,sumk
382,Eimer::N,வாளி,vädr
383,Deckel::N,உறை,katuz
384,Geschirr::N,பாத்திரம்,astii
385,Sack::N,பை,havad
386,Tasse::N,கிண்ணம்,čašk
387,Topf::N,பானை,pada
388,Kessel::N,கெண்டி,katil
389,Essen::N,உணவருந்துதல்,sönd
390,Nahrung::N,உணவு,söm
391,Speise::N,உணவு வகை,sömine
392,Fleisch::N,இறைச்சி,liha
393,Getreide::N,மக்காச்சோளம்,vill'
394,Brei::N,கஞ்சி,pudr
395,Brot::N,ரொட்டி,leib
396,Scheibe::N,துண்டு,bibaleh
397,Scheibe::N,துண்டு,šlik
398,Fett::N,கொழுப்பு,razv
399,Butter::N,வெண்ணெய்,voi
400,Öl::N,எண்ணெய்,voi
401,Salz::N,உப்பு,sol
402,Suppe::N,ரசம்,lem'
403,Suppe::N,ரசம்,keitoz
404,Honig::N,தேன்,mezi
405,Milch::N,பால்,maid
406,Tee::N,தெனீர்,čai
407,Leder::N,பதம் செய்யப்பட்ட தோல்,nahk
408,Wolle::N,கம்பளி,vill
409,Stoff::N,துணி,kangaz
410,Nadel::N,ஊசி,negl
411,Faden::N,நூல்,nit'
412,Knopf::N,பொத்தான்,nübl'
413,Knoten::N,முடிச்சு,sol'm
414,Farbe::N,வண்ணக் குழம்பு,muju
415,Kleidung::N,ஆடைகள்,sobad
416,Hemd::N,சட்டை,paid
417,Kragen::N,கழுத்துப் பட்டை,kagluz
418,Ärmel::N,சட்டைக்கை,hijam
419,Hose::N,கால்சட்டை,štanad
420,Gürtel::N,பெல்ட்,vö
421,Mütze::N,தொப்பி,šapuk
422,Schuh::N,காலணி,keng'
423,Stiefel::N,காலணி,sapug
424,Ring::N,மோதிரம்,rengaz
425,Band::N,நாடா,lentaine
426,Kamm::N,கீப்பு,suga
427,Spiegel::N,ஆடி,zerkol
428,Spiegel::N,கண்ணாடி,zerkol
429,Riemen::N,வார்,vö
430,Schnur::N,கயிறு,nor
431,Leine::N,தோல்வார்,talutimnor
432,Decke::N,போர்வை,sijakatuz
433,Kissen::N,தலையணை,pöluz
434,Tuch::N,துணி,paik
435,Handtuch::N,தண்டு,käzipaik
436,Kraft::N,நிர்பந்தம்,vägi
437,Stärke::N,பலம்,vahvuz'
438,Gesundheit::N,ஆரோக்கியம்,tervhuz
439,Krankheit::N,நோய்,läžund
440,Schmerz::N,வலி,kibu
441,Wunde::N,காயம்,čapatez
442,Fieber::N,காய்ச்சல்,säru
443,Arznei::N,மருந்து,zel'l'
444,Brücke::N,பாலம்,sild
445,Brunnen::N,கேணி,kaiv
446,Weide::N,மேய்ச்சல் நிலம்,omaluine
447,Pfad::N,நடை வழி,tehut
448,Weg::N,வழி,te
449,Straße::N,சாலை,te
450,Dorf::N,கிராமம்,külä
451,Stadt::N,நகரம்,lidn
452,Brief::N,கடிதம்,kirjeine
453,Buch::N,புத்தகம்,kirj
454,Buchstabe::N,எழத்து,kirjam
455,Zeitung::N,செய்தித்தாள்,lehtez
456,Leben::N,வாழ்க்கை,elo
457,Tod::N,மரணம்,surm
458,Grab::N,சமாதி,kaum
459,Kirche::N,தேவாலயம்,jumalanpert'
460,Sünde::N,பாவம்,grähk
461,Gott::N,கடவுள்,jumal
462,Arbeiter::N,தொழிலாளி,radnik
463,Chef::N,மேலாளர்,pämez'
464,Meister::N,தலைவன்,mastar
465,Arzt::N,மருத்துவர்,lekar'
466,Lehrer::N,ஆசிரியர்,opendai
467,Geld::N,பணம்,rahad
468,Geschäft::N,வாணிபம்,biznes
469,Laden::N,கடை,lauk
470,Preis::N,விலை,arv
471,Ware::N,சாமன்கள்,tavar
472,Nutzen::N,இலாபம்,liža
473,Reichtum::N,சொத்து,kodielo
474,Reichtum::N,சொத்து,kal'huz'
475,Welt::N,உலகம்,mail'm
476,Land::N,நாடு,ma
477,Staat::N,நாடு,valdkund
478,König::N,அரசன்,kunigaz
479,Macht::N,அதிகாரம்,vald
480,Grenze::N,எல்லை,röun
481,Krieg::N,போர்,soda
482,Feind::N,எதிரி,vihanik
483,Feind::N,எதிரி,vastustai
484,Gewalt::N,வன்முறை,vägivald
485,Kampf::N,போராட்டம்,tora
486,Bogen[Waffe]::N,வில்,taug
487,Pfeil::N,அம்பு,nol
488,Gewehr::N,துப்பாக்கி,oružj
489,Fehler::N,தவறு,viga
490,Lüge::N,பொய்,kelastuz
491,Schaden::N,சேதாரம்,pahuz'
492,Unglück::N,இடையூறு,bed
493,Unglück::N,இடையூறு,gor'a
494,Schuld::N,குற்றம்,värhuz'
495,Alter::N,வயது,igä
496,Schluss::N,முடிவு,lop
497,Zeit::N,காலம்,aig
498,Tag::N,நாள்,päiv
499,Morgen::N,காலை நேரம்,homendez
500,Mittag::N,மதியம்,keskpäiv
501,Abend::N,மாலைப் பொழுது,eht
502,Nacht::N,இரவு,ö
503,Woche::N,வாரம்,nedal'
504,Monat::N,மாதம்,ku
505,Jahr::N,வருடம்,voz'
506,Frühling::N,வசந்தம்,keväz'
507,Sommer::N,கோடை,keza
508,Herbst::N,இலையுதிர் காலம்,sügüz'
509,Winter::N,குளிர்காலம்,tal'v
510,Januar::N,ஜனவரி,viluku
511,Februar::N,பிபரவரி மாதம்,uhoku
512,März::N,மார்ச் மாதம்,keväz'ku
513,April::N,ஏப்ரல் மாதம்,sulaku
514,Mai::N,மே மாதம்,semendku
515,Juni::N,ஜூன் மாதம்,kezaku
516,Juli::N,ஜூலை மாதம்,heinku
517,August::N,ஆகஸ்ட் மாதம்,eloku
518,September::N,செப்டம்பர் மாதம்,sügüz'ku
519,Oktober::N,அக்டோபர் மாதம்,reduku
520,November::N,நவம்பர் மாதம்,kül'mku
521,Dezember::N,டிசம்பர்,tal'vku
522,Montag::N,திங்கட் கிழமை,ezmärg
523,Dienstag::N,செவ்வாய்க்கிழமை,tožnarg
524,Mittwoch::N,புதன் கிழமை,koumanz'päiv
525,Donnerstag::N,வியாழக் கிழமை,nellänz'päiv
526,Freitag::N,வெள்ளிக்கிழமை,pätnič
527,Freitag::N,வெள்ளிக்கிழமை,videnz'päiv
528,Samstag::N,சனிக்கிழமை,sobat
529,Sonntag::N,ஞாயிறுக் கிழமை,pühäpäiv
530,groß::A,பெரிய,sur'
531,groß::A,பெரிய,järed
532,klein::A,சிறிய,pen'
533,klein::A,சிறிய,pičuine
534,lang::A,நீண்ட,pit'k
535,kurz::A,குட்டையான,lühüd
536,breit::A,அகலமான,leved
537,schmal::A,குறுகலான,kaid
538,dicht::A,அடர்த்தியான,tihed
539,dick[Gegenstand]::A,தடித்த,paks
540,dünn::A,சன்னமான,hoik
541,fein::A,மெல்லிய,hen
542,fest::A,உறுதியாள,luja
543,fest::A,உறுதியாள,ninev
544,flach::A,தட்டையான,lapak
545,glatt::A,வழுவழுப்பான,siled
546,hart::A,கடினமான,kova
547,weich::A,மென்மையான,pehmed
548,rund::A,உருண்டையான,kehker
549,spitz::A,திகந்தமாக,nügu
550,spitz::A,திகந்தமாக,terav
551,scharf::A,கூரான,terav
552,stumpf::A,உளம் திறந்த,tül'c
553,schwer::A,கனமான,jüged
554,schön::A,அழகான,čoma
555,heiß::A,சூடான,räk
556,warm::A,இதமான,läm'
557,kalt::A,குளிர்ச்சியான,vilu
558,kühl::A,குளிர்ச்சியான,raibak
559,kühl::A,குளிர்ச்சியான,viluhk
560,frisch::A,சுத்தமான,lahed
561,feucht::A,ஈரமான,neps
562,feucht::A,ஈரமான,toreh
563,nass::A,ஈரமான,märg
564,trocken::A,உலர்ந்த,kuiv
565,voll::A,நிரம்பிய,täuz'
566,leer::A,காலியான,joudai
567,offen::A,திறந்த,avoin
568,offen::A,திறந்த,avol'jaine
569,geschlossen::A,மூடப்பட்ட,saubaline
570,sauber::A,சுத்தமான,puhtaz
571,schmutzig::A,அழக்கான,redukaz
572,roh::A,கச்சா,rohk
573,roh::A,கச்சா,toreh
574,reif::A,பழுத்த,küps
575,lecker::A,சுவைமிக்க,magukaz
576,süß::A,இனிப்பான,maged
577,bitter::A,கசப்பான,karged
578,sauer::A,புளிப்பாக,muiged
579,hell::A,பளபளப்பான,kirkas
580,hell::A,பளபளப்பான,valgei
581,dunkel::A,கருமையான,pimed
582,schwarz::A,கருப்பு வண்ண,must
583,weiß::A,வெண்மையன,vauged
584,rot::A,சிவப்பு,rusked
585,gelb::A,மஞ்சள் வண்ணம்,pakuine
586,blau::A,நீல வண்ண,sinine
587,grün::A,பச்சை வண்ண,vihand
588,grau::A,சாம்பல் நிற,hahk
589,bunt::A,வண்ண மயமான,kirjav
590,billig::A,மலிவான,odav
591,teuer::A,விலை அதிகமான,kalliž
592,wertvoll::A,மதிப்புள்ள,arvokas
593,blind::A,பார்வையற்ற,soged
594,taub::A,செவிடான,kurdiž
595,kräftig::A,வலிமையான,vägev
596,stark::A,பலமான,vahv
597,stark::A,பலமான,vägekaz
598,schwach::A,பலவீனமான,väll'
599,fett::A,பருமனாக,razvakaz
600,schlank::A,ஒல்லியான,kapos
601,hübsch::A,அழகிய,čoma
602,böse::A,கேடு விளைவிக்கும்,äred
603,böse::A,கேடு விளைவிக்கும்,käred
604,dumm::A,முட்டாள்தனமான,el'getoi
605,faul::A,சோம்பலான,lašk
606,fleißig::A,ஊக்கந்தளராத,radonnavedii
607,geizig::A,கஞேசத்தனமான,ažlak
608,klug::A,சாதுரியமான,melev
609,klug::A,சாதுரியமான,melekaz
610,geschickt::A,திறமையள்ள,mahtokaz
611,lieb::A,அன்புக்குரிய,izo
612,lieb::A,அன்புக்குரிய,sula
613,lustig::A,களிப்புமிக்க,ilokaz
614,sanft::A,சாதுவான,laskav
615,hungrig::A,பசியுடன்,näl'ghine
616,krank::A,நோயுற்று,läžui
617,nackt::A,ஆடையற்ற,alastoi
618,traurig::A,சோகமான,opalahine
619,lebendig::A,பிழைப்பு,eläb
620,gut::A,நல்ல,hüvä
621,schlecht::A,கெட்ட,huba
622,richtig::A,சரியான,oiged
623,schlimm::A,அருவருப்பான,paha
624,wahr::A,உண்மையான,todesine
625,alt::A,பழைய,vanh
626,neu::A,புதிய,uz'
627,ehemalig::A,முன்நாள்,edeline
628,alt[Lebewesen]::A,வயதான,ravaz
629,jung::A,இளமையான,nor'
630,arm::A,ஏழ்மையான,gol'l'
631,reich::A,செல்வம் படைத்த,elokaz
632,bekannt::A,பழக்கப்பட்ட,tutab
633,berühmt::A,புகழ்பெற்ற,tetab
634,fremd::A,அயல் நாட்டு,veraz
635,verschieden::A,வித்தியாசமான,erazvuitte
636,nah::A,பக்கத்தில் உள்ள,läheline
637,fern::A,தொலை தூரத்தில்,edahaine
638,linker::A,மீந்திருக்கும்,hura
639,rechter::A,வலதுபக்கம்,oiged
640,anderer::A,மற்ற,toine
641,erster::A,முதனமையான,ezmäine
642,zweiter::A,இரண்டாவது,toine
643,dritter::A,மூன்றாவது,koumanz'
644,letzter::A,கடைசி,jäl'gmäine
645,allein::ADV,தனியாக,üksnäze
646,auf einmal::ADV,தடீரென்று,ühten aigan
647,zusammen::ADV,சேர்ந்து,ühtes
648,lange::ADV,அதிக நோம்,hätken
649,plötzlich::ADV,தடீரென்று,äkkid
650,sofort::ADV,உடனடியாக,kerdalaz
651,später::ADV,பிறகு,möhemba
652,jetzt::ADV,இப்பொழது,nügüd'
653,heute::ADV,இன்று,tämbei
654,morgen::ADV,நாளைக்கு,homen
655,bald::ADV,சீக்கிரம்,pigai
656,dann::ADV,அப்பொழுது,sid'
657,gestern::ADV,நேற்று,eglai
658,einst::ADV,ஒரே முறை,ende
659,einst::ADV,ஒரே முறை,kerdan
660,damals::ADV,அப்பொழுது,siloi
661,danach::ADV,பிற்பாடு,sid'
662,vorher::ADV,முன்பாக,ende
663,zuerst::ADV,முதலில்,ezmäi
664,einmal::ADV,ஒரே முறை,kerdan
665,manchmal::ADV,சில நேரங்களில்,erašti
666,oft::ADV,அடிக்கடி,paksus
667,immer::ADV,எப்பொழுதும்,kaiken
668,niemals::ADV,ஒருபோதும் இல்லை,ei nikonz
669,hier::ADV,இங்கே,täs
670,hier::ADV,இங்கே,tägä
671,hierhin::ADV,இவ்விடத்திற்கு,tänna
672,von hier::ADV,இனி,täspäi
673,von hier::ADV,இனி,sid'päi
674,dort::ADV,அங்கே,sigä
675,dorthin::ADV,அவ்விடத்திற்கு,sinna
676,dorthin::ADV,அவ்விடத்திற்கு,nakkale
677,geradeaus::ADV,முன்னாலிருக்கும்,kohtha
678,vorwärts::ADV,முன்புறமாக,edehe
679,rückwärts::ADV,பின்னோக்கி,sel'gin
680,zurück::ADV,பின்பக்கம்,tagaze
681,unten::ADV,கீழாக,alahan
682,hinab::ADV,கீழ் நோக்கி,alaz
683,hinab::ADV,கீழ் நோக்கி,alahaks
684,oben::ADV,மேலே,ülähän
685,hinauf::ADV,மேலே,ülez
