,Concept_ID,fi,zh
838,wachsen::V,kasvaa,生长
839,glänzen::V,kiiltää,发光
840,funkeln::V,kipinöidä,闪烁
841,lärmen::V,meluta,吵闹
842,läuten::V,soida,响
843,klingeln::V,soida,按铃
844,klirren::V,kalista,
845,brausen::V,kohista,疾驶
846,rauschen::V,kohista,
847,klingen::V,soida,听起来
848,bellen::V,haukkua,吠
849,heulen::V,ulvoa,嗥
850,blasen::V,puhaltaa,吹
851,pfeifen::V,viheltää,吹口哨
852,schreien::V,kirkua,叫喊
853,stöhnen::V,voihkia,呻吟
854,zittern::V,vapista,颤抖
855,leben::V,elää,生存
856,geboren werden::V,syntyä,出生
857,atmen::V,hengittää,呼吸
858,trinken::V,juoda,喝
859,essen::V,syödä,吃
860,schlucken::V,niellä,咽
861,müde werden::V,uupua,疲倦
862,einschlafen::V,uinahtaa,入睡
863,schlafen::V,maata,睡觉
864,schlafen::V,nukkua,睡觉
865,aufwachen::V,herätä,睡醒
866,aufstehen::V,nousta,起床
867,aufstehen::V,nousta ylös,起床
868,sich erholen::V,levätä,休养
869,krank werden::V,sairastua,生病
870,krank sein::V,potea,生病
871,krank sein::V,sairastaa,生病
872,schmerzen::V,särkeä,疼痛
873,schmerzen::V,kivistää,疼痛
874,husten::V,yskiä,咳
875,genesen::V,toipua,痊愈
876,sterben::V,kuolla,死
877,umkommen::V,saada surmansa,丧命
878,umkommen::V,kuolla,丧命
879,sich bewegen::V,liikkua,移动
880,sich rühren::V,liikahtaa,动弹
881,sich erheben::V,nousta,站起
882,sich setzen::V,istuutua,坐
883,hinfallen::V,kaatua,跌倒
884,laufen::V,kävellä,步行
885,schreiten::V,astua,迈步
886,schreiten::V,astella,迈步
887,spazierengehen::V,kävellä,散步
888,eilen::V,kiirehtiä,急忙
889,sich beeilen::V,kiirehtiä,赶快
890,sich beeilen::V,olla kiireissään,赶快
891,sausen::V,rynnätä,疾驰
892,sausen::V,viilettää,疾驰
893,rennen::V,juosta,奔跑
894,springen::V,hypätä,跳
895,klettern::V,kiivetä,攀缘
896,schaukeln::V,kiikkua,荡秋千
897,kriechen::V,ryömiä,爬行
898,schwimmen::V,uida,游泳
899,tauchen::V,sukeltaa,潜水
900,rudern::V,soutaa,划船
901,fahren::V,ajaa,行驶
902,fahren::V,kulkea,行驶
903,fliegen::V,lentää,飞
904,gehen::V,käydä,走
905,weggehen::V,lähteä,离去
906,weggehen::V,poistua,离去
907,abfahren::V,lähteä,出发
908,anhalten::V,pysähtyä,停住
909,anhalten::V,seisahtua,停住
910,hineingehen::V,mennä sisään,进去
911,eintreten::V,astua sisään,进入
912,kommen::V,tulla,来
913,ankommen::V,saapua,到达
914,zurückkommen::V,palata,回来
915,bleiben::V,jäädä,停留
916,bleiben::V,viipyä,停留
917,warten::V,odottaa,等
918,erwarten::V,odottaa,等候
919,suchen::V,etsiä,找
920,finden::V,löytää,找到
921,versuchen::V,yrittää,尝试
922,vorbereiten::V,valmistaa,预备
923,lieben::V,pitää,爱
924,lieben::V,rakastaa,爱
925,mögen::V,pitää,喜欢
926,mögen::V,tykätä,喜欢
927,lachen::V,nauraa,笑
928,rühren::V,liikuttaa,
929,weinen::V,itkeä,哭
930,schimpfen::V,haukkua,骂
931,sich ärgern::V,suuttua,生气
932,sich fürchten::V,pelätä,害怕
933,fürchten::V,pelätä,害怕
934,fliehen::V,paeta,逃走
935,flüchten::V,paeta,逃跑
936,sehen::V,nähdä,看
937,anschauen::V,katsoa,注视
938,ansehen::V,katsoa,注视
939,hören::V,kuulla,听
940,zuhören::V,kuunnella,倾听
941,probieren::V,maistaa,尝
942,riechen::V,haistaa,闻
943,fühlen::V,tuntea,感到
944,scheinen::V,tuntua,照耀
945,zu sehen sein::V,näkyä,可以看到
946,vernehmen::V,kuulla,审讯
947,frieren::V,palella,觉得冷
948,tun::V,tehdä,作
949,können::V,osata,能
950,wollen::V,tahtoa,要
951,anfangen::V,ruveta,开始
952,anfangen::V,aloittaa,开始
953,beenden::V,lopettaa,结束
954,aufhören::V,loppua,停止
955,gelingen::V,onnistua,成功
956,geraten::V,sujua,陷于
957,geraten::V,joutua,陷于
958,öffnen::V,avata,打开
959,öffnen::V,aukaista,打开
960,schließen::V,sulkea,关
961,stellen::V,panna,放
962,stellen::V,asettaa,放
963,setzen::V,panna,放
964,setzen::V,istuttaa,放
965,legen::V,panna,摆
966,legen::V,asettaa,摆
967,berühren::V,koskea,触
968,berühren::V,koskettaa,触
969,verbinden::V,liittää,联结
970,verbinden::V,yhdistää,联结
971,bedecken::V,kattaa,覆盖
972,bedecken::V,peittää,覆盖
973,aufhängen::V,ripustaa,挂
974,anzünden::V,sytyttää,点
975,aufheben::V,ylös nostaa,拾起
976,aufheben::V,nostaa,拾起
977,zurücklassen::V,jättää,遗留
978,verlieren::V,kadottaa,丧失
979,fallen lassen::V,pudottaa,让掉下
980,machen::V,tehdä,做
981,herstellen::V,tuottaa,生产
982,herstellen::V,valmistaa,生产
983,bauen::V,rakentaa,建造
984,reparieren::V,korjata,修理
985,verbessern::V,parantaa,改进
986,ändern::V,muuttaa,改变
987,graben::V,kaivaa,挖
988,beugen::V,taivuttaa,弯下
989,biegen::V,taivuttaa,弯
990,drehen::V,kääntää,转动
991,wenden::V,kääntää,转动
992,umdrehen::V,kääntää,转动
993,heben::V,nostaa,举起
994,heben::V,kohottaa,举起
995,hochheben::V,nostaa,抬高
996,ergreifen::V,tarttua,抓住
997,halten::V,pitää,拿着
998,drücken::V,painaa,压
999,drücken::V,puristaa,压
1000,schieben::V,työntää,推
1001,kratzen::V,raapia,搔
1002,lecken::V,nuolla,舔
1003,beißen::V,purra,咬
1004,abreißen::V,repiä,撕下
1005,abschneiden::V,leikata poikki,切断
1006,abschneiden::V,leikata,切断
1007,binden::V,sitoa,捆
1008,stecken::V,pistää,插
1009,brechen::V,murtaa,断裂
1010,klopfen::V,koputtaa,敲
1011,klopfen::V,kolkuttaa,敲
1012,hauen::V,lyödä,揍
1013,kleben::V,liimata,粘
1014,reiben::V,hieroa,摩擦
1015,reiben::V,hangata,摩擦
1016,streichen::V,sivellä,涂
1017,schleifen::V,hioa,拖曳
1018,schneiden::V,leikata,切
1019,rütteln::V,ravistaa,颠簸
1020,schütteln::V,pudistaa,摇动
1021,schwenken::V,heiluttaa,摇动
1022,schütten::V,kaataa,倒
1023,füllen::V,täyttää,填满
1024,einwickeln::V,kääriä,包
1025,tragen::V,kantaa,提
1026,schleppen::V,raahata,扛
1027,ziehen::V,vetää,拉
1028,aufbewahren::V,säilyttää,保存
1029,werfen::V,viskata,扔
1030,fangen::V,napata,捕捉
1031,fangen::V,ottaa kiinni,捕捉
1032,packen::V,tarttua,抓住
1033,verstecken::V,kätkeä,藏
1034,verstecken::V,piilottaa,藏
1035,teilen::V,jakaa,分
1036,schicken::V,lähettää,派遣
1037,bringen::V,viedä,带来
1038,hinzufügen::V,lisätä,添加
1039,bekommen::V,saada,得到
1040,erhalten::V,saada,接到
1041,nehmen::V,ottaa,拿
1042,wählen::V,valita,挑选
1043,auswählen::V,valikoida,选择
1044,bewahren::V,säilyttää,保持
1045,behindern::V,estää,防碍
1046,verderben::V,pilata,败坏
1047,verderben::V,turmella,败坏
1048,beschädigen::V,vioittaa,损坏
1049,beschädigen::V,vahingoittaa,损坏
1050,zerbrechen::V,rikkoa,破碎
1051,zerreißen::V,repiä rikki,撕碎
1052,zerreißen::V,repiä palasiksi,撕碎
1053,zerstören::V,hävittää,毁坏
1054,verbrennen::V,polttaa,燃烧
1055,geben::V,antaa,给
1056,reichen::V,ojentaa,递给
1057,schenken::V,lahjoittaa,赠送
1058,versprechen::V,luvata,许诺
1059,wünschen::V,toivottaa,祝
1060,loben::V,ylistää,表扬
1061,küssen::V,suudella,亲
1062,wiegen::V,tuudittaa,轻摇
1063,wiegen::V,keinuttaa,轻摇
1064,zudecken::V,peittää,盖上
1065,wecken::V,herättää,唤起
1066,zeigen::V,näyttää,指
1067,zeigen::V,osoittaa,指
1068,führen::V,johdattaa,带领
1069,lehren::V,opettaa,教
1070,unterrichten::V,opettaa,讲课
1071,aufziehen::V,kasvattaa,抚养
1072,leiten::V,johtaa,领导
1073,antreiben::V,hoputtaa,催促
1074,lassen::V,antaa,让
1075,einladen::V,kutsua,邀请
1076,vereinigen::V,yhdistää,统一
1077,besuchen::V,vierailla,参观
1078,treffen::V,tavata,会面
1079,sich versammeln::V,kokoontua,聚集
1080,spielen::V,pelata,玩
1081,spielen::V,leikkiä,玩
1082,singen::V,laulaa,唱歌
1083,tanzen::V,tanssia,跳舞
1084,sich trennen::V,erota,分别
1085,verlassen::V,jättää,离开
1086,retten::V,pelastaa,救
1087,bewachen::V,vartioida,守卫
1088,schützen::V,suojella,保护
1089,verteidigen::V,puolustaa,保卫
1090,sich schlagen::V,tapella,打架
1091,schießen::V,ampua,射击
1092,siegen::V,voittaa,获胜
1093,ärgern::V,ärsyttää,激怒
1094,schlagen::V,lyödä,打
1095,treten::V,potkaista,踢
1096,stechen::V,pistää,刺
1097,stoßen::V,sysätä,撞
1098,stoßen::V,työntää,撞
1099,stehlen::V,varastaa,盗窃
1100,stören::V,häiritä,干扰
1101,belästigen::V,häiritä,打搅
1102,verbergen::V,kätkeä,隐藏
1103,täuschen::V,harhauttaa,欺骗
1104,betrügen::V,pettää,欺骗
1105,betrügen::V,petkuttaa,欺骗
1106,töten::V,tappaa,杀
1107,wohnen::V,asua,居住
1108,arbeiten::V,tehdä työtä,工作
1109,arbeiten::V,työskennellä,工作
1110,sammeln::V,koota,收集
1111,sammeln::V,kerätä,收集
1112,pflücken::V,poimia,采
1113,jagen::V,metsästää,打猎
1114,fischen::V,kalastaa,捕鱼
1115,fassen::V,pyydystää,捉住
1116,fassen::V,saalistaa,捉住
1117,hüten::V,paimentaa,守护
1118,treiben::V,ajaa,漂
1119,anbinden::V,kytkeä,拴
1120,füttern::V,ruokkia,喂
1121,melken::V,lypsää,挤奶
1122,hacken::V,hakata,剁细
1123,gießen::V,kastella,浇
1124,reifen::V,kypsyä,成熟
1125,zubereiten::V,valmistaa,
1126,kochen::V,keittää,煮
1127,backen::V,leipoa,烤
1128,braten::V,paistaa,煎
1129,umrühren::V,hämmentää,搅拌
1130,stricken::V,kutoa,织
1131,stricken::V,neuloa,织
1132,nähen::V,ommella,缝
1133,färben::V,värjätä,染色
1134,färben::V,värittää,染色
1135,reinigen::V,puhdistaa,清洁
1136,waschen::V,pestä,洗
1137,abwischen::V,pyyhkiä,擦掉
1138,spülen::V,huuhtoa,清洗
1139,fegen::V,pyyhkäistä,扫
1140,kehren::V,lakaista,打扫
1141,baden::V,kylpeä,给...洗澡
1142,sich waschen::V,peseytyä,洗澡
1143,ausziehen::V,riisua,脱
1144,anziehen::V,pukea ylleen,穿
1145,sich anziehen::V,pukeutua,穿衣
1146,kämmen::V,kammata,梳
1147,schmücken::V,koristaa,装饰
1148,schmücken::V,kaunistaa,装饰
1149,sagen::V,sanoa,说
1150,sprechen::V,puhua,说
1151,reden::V,keskustella,讲
1152,sich unterhalten::V,jutella,聊天
1153,fragen::V,kysyä,问
1154,bitten::V,pyytää,请
1155,erzählen::V,kertoa,叙述
1156,mitteilen::V,ilmoittaa,通知
1157,nennen::V,kutsua,叫做
1158,nennen::V,nimittää,叫做
1159,rufen::V,kutsua,叫
1160,prahlen::V,kerskailla,吹牛
1161,übersetzen::V,kääntää,翻译
1162,denken::V,miettiä,想
1163,denken::V,ajatella,想
1164,glauben::V,uskoa,以为
1165,bemerken::V,huomata,发觉
1166,erkennen::V,tunnistaa,识别
1167,begreifen::V,ymmärtää,理解
1168,verstehen::V,ymmärtää,明白
1169,lernen::V,oppia,学
1170,wissen::V,tietää,知道
1171,sich erinnern an::V,muistaa,回忆
1172,vergessen::V,unohtaa,忘记
1173,messen::V,mitata,测量
1174,zählen::V,laskea,数
1175,rechnen::V,laskea,计算
1176,lesen::V,lukea,读
1177,malen::V,maalata,画
1178,zeichnen::V,piirtää,绘制
1179,zeichnen::V,piirustaa,绘制
1180,schreiben::V,kirjoittaa,写
1181,besitzen::V,omistaa,占有
1182,kaufen::V,ostaa,买
1183,verkaufen::V,myydä,卖
1184,bezahlen::V,maksaa,付钱
1185,zahlen::V,maksaa,支付
1186,beherrschen::V,hallita,统治
1187,ertragen::V,kestää,忍耐
