,Concept_ID,hu,ro
106,Hitze::N,hő,căldură
107,Hitze::N,hőség,arșiță
108,Hitze::N,hőség,căldură
109,Raureif::N,zúzmara,chiciură
110,Regenbogen::N,szivárvány,curcubeu
111,Donner::N,dörgés,tunet
112,Donner::N,mennydörgés,tunet
113,Strömung::N,áramlat,curent
114,Tropfen::N,csepp,picătură
115,Schaum::N,hab,spumă
116,Schaum::N,tajték,spumă
117,Schmutz::N,piszok,murdărie
118,See::N,tó,lac
119,Sumpf::N,mocsár,mlaștină
120,Moor::N,láp,bărăgan
121,Wiese::N,rét,fânaț
122,Wiese::N,rét,livadă
123,Wiese::N,mező,fânaț
124,Wiese::N,mező,livadă
125,Wald::N,erdő,codru
126,Wald::N,erdő,pădure
127,Hügel::N,domb,deal
128,Hügel::N,domb,movilă
129,Anhöhe::N,magaslat,deal
130,Anhöhe::N,magaslat,ridicătură
131,Berg::N,hegy,munte
132,Gipfel::N,csúcs,pisc
133,Höhle::N,barlang,peșteră
134,Abhang::N,lejtő,pantă
135,Abhang::N,lejtő,versant
136,Quelle::N,forrás,izvor
137,Bach::N,patak,gârlă
138,Fluss::N,folyó,râu
139,Fluss::N,folyó,fluviu
140,Ufer::N,part,mal
141,Ufer::N,part,țărm
142,Küste::N,tengerpart,coastă
143,Festland::N,szárazföld,uscat
144,Meer::N,tenger,mare
145,Bucht::N,öböl,golf
146,Insel::N,sziget,insulă
147,Blume::N,virág,floare
148,Gras::N,fű,iarbă
149,Wurzel::N,gyökér,rădăcină
150,Baum::N,fa,copac
151,Baum::N,fa,arbore
152,Stamm::N,tő,tulpină
153,Stamm::N,törzs,tulpină
154,Rinde::N,kéreg,scoarță
155,Ast::N,ág,cracă
156,Ast::N,ág,creangă
157,Zweig::N,gally,ramură
158,Zweig::N,gally,creangă
159,Blatt::N,levél,frunză
160,Birke::N,nyír,mesteacăn
161,Kiefer[Baum]::N,fenyő,pin
162,Weide[Baum]::N,fűz,salcie
163,Weide[Baum]::N,fűz,răchită
164,Tanne::N,fenyő,brad
165,Horn::N,szarv,corn
166,Feder::N,toll,pană
167,Fell::N,szőr,piele
168,Fell::N,bunda,piele
169,Flügel::N,szárny,aripă
170,Klaue::N,köröm,gheară
171,Kralle::N,karom,labă
172,Kralle::N,karom,gheară
173,Schwanz::N,farok,coadă
174,Ei::N,tojás,ou
175,Nest::N,fészek,cuib
176,Bau::N,odú,bârlog
177,Bau::N,odú,vizuină
178,Tier::N,állat,animal
179,Herde::N,nyáj,turmă
180,Herde::N,nyáj,cireadă
181,Herde::N,csorda,turmă
182,Herde::N,csorda,cireadă
183,Kuh::N,tehén,vacă
184,Bulle::N,bika,taur
185,Pferd::N,ló,cal
186,Schaf::N,juh,oaie
187,Schaf::N,birka,oaie
188,Schwein::N,sertés,porc
189,Hund::N,eb,câine
190,Hund::N,kutya,câine
191,Katze::N,macska,pisică
192,Bär::N,medve,urs
193,Eichhörnchen::N,mókus,veveriță
194,Elch::N,jávorszarvas,elan
195,Fuchs::N,róka,vulpe
196,Hase::N,nyúl,iepure
197,Maus::N,egér,șoarece
198,Wolf::N,farkas,lup
199,Vogel::N,madár,pasăre
200,Schwarm::N,raj,cârd
201,Huhn::N,tyúk,găină
202,Hahn::N,kakas,cocoș
203,Gans::N,lúd,gâscă
204,Gans::N,liba,gâscă
205,Adler::N,sas,vultur
206,Ente::N,kacsa,rață
207,Eule::N,bagoly,bufniță
208,Kranich::N,daru,cocor
209,Krähe::N,varjú,cioară
210,Kuckuck::N,kakukk,cuc
211,Schwan::N,hattyú,lebădă
212,Fisch::N,hal,pește
213,Barsch::N,sügér,biban
214,Hecht::N,csuka,știucă
215,Schlange[Tier]::N,kígyó,șarpe
216,Wurm::N,kukac,vierme
217,Spinne::N,pók,păianjen
218,Ameise::N,hangya,furnică
219,Laus::N,tetű,păduche
220,Mücke::N,szúnyog,țânțar
221,Fliege::N,légy,muscă
222,Schmetterling::N,lepke,fluture
223,Schmetterling::N,pillangó,fluture
224,Beere::N,bogyó,boabă
225,Apfel::N,alma,măr
226,Pilz::N,gomba,burete
227,Pilz::N,gomba,ciupercă
228,Zwiebel::N,hagyma,ceapă
229,Saat::N,vetőmag,semănătură
230,Korn::N,mag,grâu
231,Korn::N,szem,grâu
232,Heu::N,széna,fân
233,Schale::N,héj,coajă
234,Grube::N,verem,groapă
235,Falle::N,csapda,cursă
236,Falle::N,csapda,capcană
237,Schlinge::N,tőr,laț
238,Spur::N,nyom,dâră
239,Asche::N,hamu,cenușă
240,Dreck::N,sár,noroi
241,Dreck::N,sár,murdărie
242,Dreck::N,piszok,noroi
243,Dreck::N,piszok,murdărie
244,Eisen::N,vas,fier
245,Gold::N,arany,aur
246,Silber::N,ezüst,argint
247,Kohle::N,szén,cărbune
248,Glas::N,üveg,sticlă
249,Lehm::N,agyag,lut
250,Lehm::N,agyag,humă
251,Lehm::N,vályog,lut
252,Lehm::N,vályog,humă
253,Sand::N,homok,nisip
254,Mensch::N,ember,om
255,Mensch::N,ember,persoană
256,Mann::N,úr,om
257,Mann::N,úr,bărbat
258,Mann::N,férfi,om
259,Mann::N,férfi,bărbat
260,Frau::N,nő,femeie
261,Frau::N,asszony,femeie
262,Kind::N,gyerek,copil
263,Kind::N,gyermek,copil
264,Junge::N,fiú,băiat
265,Junge::N,fiú,flăcău
266,Mädchen::N,lány,fată
267,Familie::N,család,familie
268,Großvater::N,nagyapa,bunic
269,Großvater::N,nagyapa,tată mare
270,Großmutter::N,nagyanya,bunică
271,Großmutter::N,nagyanya,mamă mare
272,Eltern::N,szülők,părinți
273,Vater::N,apa,tată
274,Vater::N,apa,părinte
275,Vater::N,atya,tată
276,Vater::N,atya,părinte
277,Mutter::N,anya,mamă
278,Sohn::N,fiú,fiu
279,Sohn::N,fiú,fecior
280,Tochter::N,lány,fiică
281,Bruder::N,fivér,frate
282,Bruder::N,testvér,frate
283,Schwester::N,nővér,soră
284,Schwester::N,lánytestvér,soră
285,Onkel::N,nagybácsi,unchi
286,Tante::N,nagynéni,mătușă
287,Ehemann::N,férj,soț
288,Ehemann::N,férj,bărbat
289,Ehefrau::N,feleség,soție
290,Freude::N,öröm,bucurie
291,Gelächter::N,nevetés,râset
292,Gelächter::N,hahotázás,râset
293,Glück::N,boldogság,fericire
294,Kummer::N,bánat,mâhnire
295,Wunsch::N,óhaj,dorință
296,Wunsch::N,óhaj,deziderat
297,Lust::N,kedv,poftă
298,Lust::N,kedv,înclinare
299,Geist::N,elme,duh
300,Geist::N,elme,minte
301,Geist::N,elme,suflet
302,Geist::N,szellem,duh
303,Geist::N,szellem,minte
304,Geist::N,szellem,suflet
305,Gedanke::N,gondolat,gând
306,Gedanke::N,gondolat,cuget
307,Gedächtnis::N,emlékezet,memorie
308,Verstand::N,ész,minte
309,Verstand::N,ész,intelect
310,Verstand::N,értelem,minte
311,Verstand::N,értelem,intelect
312,Sinn::N,értelem,sens
313,Sinn::N,értelem,înțeles
314,Grund::N,ok,cauză
315,Grund::N,ok,pricină
316,Grund::N,alap,cauză
317,Grund::N,alap,pricină
318,Wahrheit::N,igaz,adevăr
319,Wahrheit::N,igazság,adevăr
320,Gespräch::N,beszélgetés,convorbire
321,Gespräch::N,beszélgetés,conversație
322,Märchen::N,mese,basm
323,Märchen::N,mese,poveste
324,Erzählung::N,elbeszélés,poveste
325,Nachricht::N,hír,veste
326,Nachricht::N,híradás,veste
327,Neuigkeit::N,újság,noutate
328,Neuigkeit::N,újság,actualitate
329,Name::N,név,nume
330,Rätsel::N,rejtvény,ghicitoare
331,Rede::N,beszéd,discurs
332,Rede::N,szónoklat,discurs
333,Sprache::N,nyelv,limbă
334,Sprache::N,nyelv,limbaj
335,Stimme::N,hang,glas
336,Wort::N,szó,cuvânt
337,Zeichen::N,jel,semn
338,Zeichen::N,jel,semnal
339,Ruf::N,kiáltás,chemare
340,Lärm::N,zaj,zgomot
341,Lärm::N,zaj,tărăboi
342,Laut::N,hang,sunet
343,Ton::N,hang,ton
344,Lied::N,dal,cântec
345,Lied::N,ének,cântec
346,Ruhe::N,csend,odihnă
347,Ruhe::N,csend,liniște
348,Ruhe::N,nyugalom,odihnă
349,Ruhe::N,nyugalom,liniște
350,Leute::N,emberek,lume
351,Leute::N,emberek,oameni
352,Volk::N,nép,popor
353,Volk::N,nép,națiune
354,Arbeit::N,dolog,lucru
355,Gast::N,vendég,musafir
356,Geschenk::N,ajándék,dar
357,Geschenk::N,ajándék,cadou
358,Spiel::N,játék,joc
359,Gesellschaft::N,társaság,societate
360,Hilfe::N,segítség,ajutor
361,Freund::N,barát,amic
362,Freund::N,barát,prieten
363,Kamerad::N,társ,tovarăș
364,Angelegenheit::N,ügy,afacere
365,Anzahl::N,szám,număr
366,Anzahl::N,szám,cantitate
367,Art::N,faj,fel
368,Art::N,faj,specie
369,Art::N,fajta,fel
370,Art::N,fajta,specie
371,Stück::N,darab,bucată
372,Teil::N,rész,parte
373,Teil::N,rész,porție
374,Hälfte::N,fél,jumătate
375,Kreis::N,kör,cerc
376,Kreuz::N,kereszt,cruce
377,Linie::N,vonal,linie
378,Strich::N,vonás,linie
379,Strich::N,vonás,trăsătură
380,Abstand::N,köz,distanță
381,Abstand::N,köz,depărtare
382,Entfernung::N,távolság,distanță
383,Entfernung::N,távolság,depărtare
384,Gegend::N,táj,regiune
385,Gegend::N,vidék,regiune
386,Platz::N,hely,loc
387,Ort::N,hely,loc
388,Seite::N,fél,latură
389,Seite::N,oldal,latură
390,Mitte::N,közép,centru
391,Gegenstand::N,tárgy,obiect
392,Sache::N,dolog,lucru
393,Sache::N,dolog,chestie
394,Rand::N,szél,bordură
395,Rand::N,perem,bordură
396,Rand::N,szegély,bordură
397,Kante::N,él,muchie
398,Kante::N,él,bordură
399,Ecke::N,sarok,colț
400,Ecke::N,szöglet,colț
401,Spitze::N,csúcs,vârf
402,Spitze::N,csúcs,creștet
403,Ende::N,vég,capăt
404,Loch::N,lyuk,gaură
405,Winkel::N,szög,colț
406,Muster::N,minta,desen
407,Größe::N,nagyság,mărime
408,Länge::N,hossz,lungime
409,Länge::N,hosszúság,lungime
410,Höhe::N,magasság,înălțime
411,Gewicht::N,súly,greutate
412,Menge::N,sokaság,cantitate
413,Menge::N,mennyiség,cantitate
414,Haufen::N,halom,grămadă
415,Reihe::N,sor,șir
416,Reihe::N,sor,rând
417,Boot::N,csónak,barcă
418,Boot::N,csónak,luntre
419,Ruder::N,evező,vâslă
420,Ruder::N,evező,lopată
421,Schlitten::N,szánkó,sanie
422,Ski::N,sí,schi
423,Lagerfeuer::N,tábortűz,foc de tabără
424,Last::N,teher,povară
425,Last::N,teher,sarcină
426,Gang::N,járás,mers
427,Gang::N,járás,umblet
428,Schritt::N,lépés,pas
429,Norden::N,észak,nord
430,Norden::N,észak,miazănoapte
431,Süden::N,dél,sud
432,Süden::N,dél,miazăzi
433,Westen::N,nyugat,apus
434,Osten::N,kelet,est
435,Osten::N,kelet,răsărit
436,Holz::N,fa,lemn
437,Brett::N,deszka,scândură
438,Platte::N,lap,placă
439,Platte::N,lemez,placă
440,Stütze::N,támasz,proptea
441,Stütze::N,támaszték,proptea
442,Stange::N,rúd,bară
443,Stange::N,rúd,prăjină
444,Stange::N,pózna,bară
445,Stange::N,pózna,prăjină
446,Stock::N,pálca,băț
447,Stock::N,pálca,baston
448,Stab::N,bot,baston
449,Stab::N,bot,prăjină
450,Rohr::N,cső,tub
451,Rohr::N,cső,țeavă
452,Haus::N,ház,casă
453,Heim::N,otthon,casă
454,Heim::N,otthon,cămin
455,Ofen::N,kályha,sobă
456,Fußboden::N,padló,podea
457,Fußboden::N,padló,dușumea
458,Tisch::N,asztal,masă
459,Stuhl::N,szék,scaun
460,Wiege::N,bölcső,leagăn
461,Bett::N,ágy,pat
462,Regal::N,polc,rafturi
463,Regal::N,állvány,rafturi
464,Kiste::N,láda,ladă
465,Kiste::N,láda,cutie
466,Fenster::N,ablak,fereastră
467,Tür::N,ajtó,ușă
468,Tor::N,kapu,poartă
469,Zaun::N,kerítés,gard
470,Dach::N,tető,acoperiș
471,Leiter::N,létra,scară
472,Besen::N,seprű,mătură
473,Spaten::N,ásó,cazma
474,Spaten::N,ásó,hârleț
475,Schaufel::N,lapát,lopată
476,Gabel::N,villa,furculiță
477,Löffel::N,kanál,lingură
478,Messer::N,kés,cuțit
479,Nagel::N,szeg,cui
480,Netz::N,háló,plasă
481,Haken::N,kampó,cârlig
482,Griff::N,nyél,mâner
483,Griff::N,fogantyú,mâner
484,Schloss::N,zár,lacăt
485,Bild::N,kép,tablou
486,Bild::N,kép,imagine
487,Figur::N,alak,chip
488,Figur::N,alak,figură
489,Puppe::N,bábu,păpușă
490,Beutel::N,zacskó,pungă
491,Beutel::N,zacskó,săculeț
492,Bündel::N,köteg,mănunchi
493,Tasche::N,táska,geantă
494,Eimer::N,vödör,găleată
495,Deckel::N,fedő,capac
496,Deckel::N,fedél,capac
497,Geschirr::N,edény,vase
498,Geschirr::N,edény,tacâmuri
499,Sack::N,zsák,sac
500,Tasse::N,csésze,ceașcă
501,Topf::N,fazék,oală
502,Kessel::N,üst,cazan
503,Kessel::N,üst,căldare
504,Kessel::N,bogrács,cazan
505,Kessel::N,bogrács,căldare
506,Essen::N,evés,mâncare
507,Essen::N,étkezés,mâncare
508,Nahrung::N,ennivaló,hrană
509,Nahrung::N,ennivaló,aliment
510,Speise::N,étel,bucate
511,Speise::N,étel,fel de bucate
512,Fleisch::N,hús,carne
513,Getreide::N,gabona,cereale
514,Brei::N,pép,pireu
515,Brei::N,kása,pireu
516,Brot::N,kenyér,pâine
517,Scheibe::N,szelet,felie
518,Scheibe::N,szelet,bucată
519,Fett::N,háj,untură
520,Fett::N,háj,grăsime
521,Fett::N,zsír,untură
522,Fett::N,zsír,grăsime
523,Butter::N,vaj,unt
524,Öl::N,olaj,ulei
525,Salz::N,só,sare
526,Suppe::N,leves,supă
527,Suppe::N,leves,ciorbă
528,Honig::N,méz,miere
529,Milch::N,tej,lapte
530,Tee::N,tea,ceai
531,Leder::N,bőr,piele
532,Wolle::N,gyapjú,lână
533,Stoff::N,szövet,stofă
534,Nadel::N,tű,ac
535,Faden::N,fonál,ață
536,Knopf::N,gomb,buton
537,Knoten::N,csomó,nod
538,Farbe::N,szín,vopsea
539,Farbe::N,festék,vopsea
540,Kleidung::N,ruha,haine
541,Kleidung::N,ruha,îmbrăcăminte
542,Kleidung::N,ruházat,haine
543,Kleidung::N,ruházat,îmbrăcăminte
544,Hemd::N,ing,cămașă
545,Kragen::N,gallér,guler
546,Ärmel::N,ujj,mânecă
547,Hose::N,gatya,pantaloni
548,Hose::N,nadrág,pantaloni
549,Gürtel::N,öv,cordon
550,Mütze::N,sapka,șapcă
551,Schuh::N,cipő,gheată
552,Stiefel::N,csizma,cizmă
553,Ring::N,gyűrű,inel
554,Ring::N,gyűrű,verigă
555,Band::N,szalag,panglică
556,Band::N,szalag,șiret
557,Kamm::N,fésű,pieptene
558,Spiegel::N,tükör,oglindă
559,Riemen::N,szíj,curea
560,Schnur::N,zsinór,funie
561,Schnur::N,zsinór,sfoară
562,Leine::N,póráz,lesă
563,Leine::N,póráz,curea
564,Decke::N,takaró,pătură
565,Kissen::N,párna,pernă
566,Tuch::N,kendő,batic
567,Handtuch::N,törülköző,prosop
568,Handtuch::N,törülköző,ștergar
569,Kraft::N,erő,forță
570,Kraft::N,erő,putere
571,Stärke::N,erő,tărie
572,Stärke::N,erő,vigoare
573,Stärke::N,erősség,tărie
574,Stärke::N,erősség,vigoare
575,Gesundheit::N,egészség,sănătate
576,Krankheit::N,kór,boală
577,Krankheit::N,kór,maladie
578,Krankheit::N,betegség,boală
579,Krankheit::N,betegség,maladie
580,Schmerz::N,fájdalom,durere
581,Wunde::N,seb,rană
582,Fieber::N,láz,febră
583,Arznei::N,orvosság,leac
584,Arznei::N,orvosság,medicament
585,Arznei::N,gyógyszer,leac
586,Arznei::N,gyógyszer,medicament
587,Brücke::N,híd,pod
588,Brücke::N,híd,punte
589,Brunnen::N,kút,puț
590,Weide::N,legelő,izlaz
591,Weide::N,legelő,pășune
592,Pfad::N,ösvény,cărare
593,Weg::N,út,drum
594,Straße::N,út,cale
595,Straße::N,út,stradă
596,Dorf::N,falu,sat
597,Stadt::N,város,oraș
598,Brief::N,levél,scrisoare
599,Buch::N,könyv,carte
600,Buchstabe::N,betű,literă
601,Buchstabe::N,betű,caracter
602,Zeitung::N,újság,ziar
603,Zeitung::N,újság,gazetă
604,Zeitung::N,hírlap,ziar
605,Zeitung::N,hírlap,gazetă
606,Leben::N,élet,viață
607,Tod::N,halál,moarte
608,Grab::N,sír,groapă
609,Grab::N,sír,mormânt
610,Kirche::N,templom,biserică
611,Sünde::N,bűn,păcat
612,Sünde::N,vétek,păcat
613,Gott::N,isten,zeu
614,Arbeiter::N,munkás,muncitor
615,Chef::N,főnök,șef
616,Meister::N,mester,meșter
617,Meister::N,mester,maestru
618,Arzt::N,orvos,medic
619,Arzt::N,orvos,doctor
620,Lehrer::N,tanár,profesor
621,Lehrer::N,tanár,învățător
622,Lehrer::N,tanító,profesor
623,Lehrer::N,tanító,învățător
624,Geld::N,pénz,bani
625,Geld::N,pénz,parale
626,Geschäft::N,üzlet,treabă
627,Geschäft::N,üzlet,afacere
628,Laden::N,bolt,magazin
629,Laden::N,bolt,prăvălie
630,Preis::N,ár,preț
631,Ware::N,áru,marfă
632,Nutzen::N,haszon,folos
633,Nutzen::N,haszon,profit
634,Reichtum::N,gazdagság,avuție
635,Reichtum::N,gazdagság,bogăție
636,Welt::N,világ,lume
637,Land::N,ország,țară
638,Staat::N,állam,stat
639,König::N,király,rege
640,Macht::N,hatalom,putere
641,Macht::N,hatalom,putință
642,Grenze::N,határ,hotar
643,Grenze::N,határ,graniță
644,Grenze::N,határ,frontieră
645,Krieg::N,háború,război
646,Feind::N,ellenség,dușman
647,Gewalt::N,erőszak,violență
648,Kampf::N,harc,luptă
649,Bogen[Waffe]::N,íj,arc
650,Pfeil::N,nyíl,săgeată
651,Gewehr::N,puska,armă
652,Gewehr::N,puska,pușcă
653,Gewehr::N,fegyver,armă
654,Gewehr::N,fegyver,pușcă
655,Fehler::N,hiba,eroare
656,Fehler::N,hiba,greșeală
657,Lüge::N,hazugság,minciună
658,Schaden::N,kár,daună
659,Schaden::N,kár,pagubă
660,Unglück::N,csapás,nenorocire
661,Unglück::N,balszerencse,nenorocire
662,Schuld::N,bűn,vină
663,Alter::N,kor,etate
664,Alter::N,kor,vârstă
665,Schluss::N,vég,sfârșit
666,Schluss::N,befejezés,sfârșit
667,Zeit::N,idő,timp
668,Zeit::N,idő,vreme
669,Tag::N,nap,zi
670,Morgen::N,reggel,dimineață
671,Mittag::N,dél,prânz
672,Mittag::N,dél,amiază
673,Abend::N,este,seară
674,Nacht::N,éj,noapte
675,Nacht::N,éjszaka,noapte
676,Woche::N,hét,săptămână
677,Monat::N,hó,lună
678,Monat::N,hónap,lună
679,Jahr::N,év,an
680,Frühling::N,tavasz,primăvară
681,Sommer::N,nyár,vară
682,Herbst::N,ősz,toamnă
683,Winter::N,tél,iarnă
684,Januar::N,január,ianuarie
685,Februar::N,február,februarie
686,März::N,március,martie
687,April::N,április,aprilie
688,Mai::N,május,mai
689,Juni::N,június,iunie
690,Juli::N,július,iulie
691,August::N,augusztus,august
692,September::N,szeptember,septembrie
693,Oktober::N,október,octombrie
694,November::N,november,noiembrie
695,Dezember::N,december,decembrie
696,Montag::N,hétfő,luni
697,Dienstag::N,kedd,marți
698,Mittwoch::N,szerda,miercuri
699,Donnerstag::N,csütörtök,joi
700,Freitag::N,péntek,vineri
701,Samstag::N,szombat,sâmbătă
702,Sonntag::N,vasárnap,duminică
703,groß::A,nagy,mare
704,klein::A,pici,mic
705,klein::A,kicsi,mic
706,lang::A,hosszú,lung
707,kurz::A,rövid,scurt
708,breit::A,széles,lat
709,breit::A,széles,larg
710,schmal::A,keskeny,strâmt
711,dicht::A,sűrű,des
712,dick[Gegenstand]::A,vastag,gros
713,dünn::A,vékony,subțire
714,fein::A,vékony,fin
715,fein::A,vékony,subțire
716,fest::A,szilárd,tare
717,fest::A,szilárd,solid
718,flach::A,sík,șes
719,flach::A,sík,plan
720,flach::A,lapos,șes
721,flach::A,lapos,plan
722,glatt::A,sima,lins
723,hart::A,kemény,dur
724,weich::A,puha,moale
725,rund::A,kerek,rotund
726,rund::A,kerek,circular
727,spitz::A,hegyes,ascuțit
728,scharf::A,éles,tăios
729,scharf::A,éles,ascuțit
730,stumpf::A,tompa,tocit
731,stumpf::A,életlen,tocit
732,schwer::A,nehéz,greu
733,schwer::A,súlyos,greu
734,schön::A,szép,frumos
735,heiß::A,forró,cald
736,heiß::A,forró,fierbinte
737,warm::A,meleg,cald
738,warm::A,meleg,fierbinte
739,kalt::A,hideg,rece
740,kühl::A,hűs,rece
741,kühl::A,hűs,răcoros
742,kühl::A,hűvös,rece
743,kühl::A,hűvös,răcoros
744,frisch::A,üde,răcoros
745,frisch::A,üde,proaspăt
746,frisch::A,friss,răcoros
747,frisch::A,friss,proaspăt
748,feucht::A,nedves,umed
749,feucht::A,nedves,jilav
750,nass::A,vizes,ud
751,trocken::A,száraz,sec
752,trocken::A,száraz,uscat
753,voll::A,telt,plin
754,leer::A,üres,gol
755,offen::A,nyílt,deschis
756,offen::A,nyitott,deschis
757,geschlossen::A,zárt,închis
758,geschlossen::A,csukott,închis
759,sauber::A,tiszta,curat
760,schmutzig::A,piszkos,murdar
761,schmutzig::A,szennyes,murdar
762,roh::A,nyers,crud
763,reif::A,érett,copt
764,lecker::A,finom,gustos
765,süß::A,édes,dulce
766,bitter::A,keserű,amar
767,sauer::A,savanyú,acru
768,hell::A,világos,clar
769,hell::A,világos,luminos
770,dunkel::A,sötét,obscur
771,dunkel::A,sötét,întunecos
772,schwarz::A,fekete,negru
773,weiß::A,fehér,alb
774,rot::A,vörös,roșu
775,gelb::A,sárga,galben
776,blau::A,kék,albastru
777,grün::A,zöld,verde
778,grau::A,ősz,gri
779,grau::A,ősz,cenușiu
780,grau::A,szürke,gri
781,grau::A,szürke,cenușiu
782,bunt::A,tarka,colorat
783,bunt::A,színes,colorat
784,billig::A,olcsó,ieftin
785,teuer::A,drága,scump
786,wertvoll::A,értékes,prețios
787,blind::A,vak,orb
788,taub::A,süket,surd
789,kräftig::A,erős,tare
790,kräftig::A,erős,forte
791,kräftig::A,erős,robust
792,stark::A,erős,viguros
793,stark::A,erős,puternic
794,schwach::A,gyenge,slab
795,schwach::A,gyenge,debil
796,schwach::A,erőtlen,slab
797,schwach::A,erőtlen,debil
798,fett::A,hájas,gras
799,schlank::A,karcsú,zvelt
800,hübsch::A,csinos,drăguț
801,böse::A,rossz,rău
802,böse::A,rossz,răutăcios
803,böse::A,gonosz,rău
804,böse::A,gonosz,răutăcios
805,dumm::A,buta,nerod
806,dumm::A,buta,tâmpit
807,dumm::A,ostoba,nerod
808,dumm::A,ostoba,tâmpit
809,faul::A,lusta,leneș
810,fleißig::A,szorgalmas,harnic
811,fleißig::A,szorgalmas,sârguincios
812,geizig::A,fukar,calic
813,geizig::A,fukar,zgârcit
814,geizig::A,fösvény,calic
815,geizig::A,fösvény,zgârcit
816,klug::A,okos,isteț
817,klug::A,okos,deștept
818,klug::A,eszes,isteț
819,klug::A,eszes,deștept
820,geschickt::A,ügyes,dibaci
821,lieb::A,drága,drag
822,lieb::A,drága,iubit
823,lieb::A,kedves,drag
824,lieb::A,kedves,iubit
825,lustig::A,víg,vesel
826,lustig::A,vidám,vesel
827,sanft::A,enyhe,blând
828,sanft::A,enyhe,blajin
829,hungrig::A,éhes,flămând
830,krank::A,beteg,bolnav
831,nackt::A,csupasz,gol
832,nackt::A,meztelen,gol
833,traurig::A,bús,trist
834,traurig::A,bús,mâhnit
835,traurig::A,szomorú,trist
836,traurig::A,szomorú,mâhnit
837,lebendig::A,élő,viu
838,gut::A,jó,bun
839,schlecht::A,rossz,rău
840,schlecht::A,rossz,prost
841,richtig::A,helyes,drept
842,richtig::A,helyes,corect
843,schlimm::A,rossz,rău
844,wahr::A,igaz,adevărat
845,alt::A,ó,uzat
846,alt::A,ó,vechi
847,alt::A,régi,uzat
848,alt::A,régi,vechi
849,neu::A,új,nou
850,ehemalig::A,volt,fost
851,ehemalig::A,volt,anterior
