,Concept_ID,tr,be
110,Wald::N,koru,лес
111,Wald::N,orman,лес
112,Hügel::N,tepe,узгорак
113,Anhöhe::N,tümsek,узвышша
114,Anhöhe::N,yükseklik,узвышша
115,Berg::N,dağ,гара
116,Gipfel::N,zirve,вяршыня
117,Höhle::N,in,пячора
118,Höhle::N,mağara,пячора
119,Abhang::N,bayır,схіл
120,Quelle::N,pınar,крыніца
121,Quelle::N,kaynak,крыніца
122,Bach::N,çay,ручай
123,Bach::N,dere,ручай
124,Fluss::N,nehir,рака
125,Ufer::N,kıyı,бераг
126,Ufer::N,sahil,бераг
127,Küste::N,kıyı,узбярэжжа
128,Küste::N,sahil,узбярэжжа
129,Festland::N,kara,суша
130,Meer::N,deniz,мора
131,Bucht::N,koy,бухта
132,Bucht::N,körfez,бухта
133,Insel::N,ada,востраў
134,Blume::N,çiçek,кветка
135,Gras::N,ot,трава
136,Gras::N,çim,трава
137,Wurzel::N,kök,корань
138,Baum::N,ağaç,дрэва
139,Stamm::N,gövde,ствол
140,Rinde::N,kabuk,кара
141,Ast::N,dal,сук
142,Ast::N,budak,сук
143,Zweig::N,dal,галіна
144,Blatt::N,yaprak,ліст
145,Birke::N,huş,бяроза
146,Kiefer[Baum]::N,çam,хвоя
147,Kiefer[Baum]::N,çam,сасна
148,Weide[Baum]::N,söğüt,вярба
149,Tanne::N,çam,яліна
150,Tanne::N,köknar,яліна
151,Horn::N,boynuz,рог
152,Feder::N,tüy,пяро
153,Fell::N,post,шкура
154,Flügel::N,kanat,крыло
155,Klaue::N,pençe,кіпцюр
156,Kralle::N,tırnak,лапа
157,Schwanz::N,kuyruk,хвост
158,Ei::N,yumurta,яйка
159,Nest::N,yuva,гняздо
160,Bau::N,in,нара
161,Tier::N,hayvan,жывёла
162,Herde::N,sürü,статак
163,Kuh::N,inek,карова
164,Bulle::N,boğa,бык
165,Pferd::N,at,конь
166,Pferd::N,beygir,конь
167,Schaf::N,koyun,авечка
168,Schwein::N,domuz,свіння
169,Hund::N,it,сабака
170,Hund::N,köpek,сабака
171,Katze::N,kedi,кошка
172,Bär::N,ayı,мядзведзь
173,Eichhörnchen::N,sincap,вавёрка
174,Elch::N,büyük kuzey geyiği,лось
175,Fuchs::N,tilki,ліса
176,Hase::N,tavşan,заяц
177,Maus::N,fare,мыш
178,Maus::N,sıçan,мыш
179,Wolf::N,kurt,воўк
180,Vogel::N,kuş,птах
181,Vogel::N,kuş,птушка
182,Schwarm::N,sürü,чарада
183,Huhn::N,tavuk,курыца
184,Hahn::N,horoz,певень
185,Gans::N,kaz,гусь
186,Adler::N,kartal,арол
187,Adler::N,karakuş,арол
188,Ente::N,ördek,качка
189,Eule::N,baykuş,сава
190,Kranich::N,turna,жораў
191,Kranich::N,turna,журавель
192,Krähe::N,karga,варона
193,Kuckuck::N,guguk,зязюля
194,Schwan::N,kuğu,лебедзь
195,Fisch::N,balık,рыба
196,Barsch::N,hani,акунь
197,Barsch::N,levrek,акунь
198,Hecht::N,turnabalığı,шчупак
199,Schlange[Tier]::N,yılan,змяя
200,Wurm::N,kurt,чарвяк
201,Wurm::N,solucan,чарвяк
202,Spinne::N,örümcek,павук
203,Ameise::N,karınca,мурашка
204,Laus::N,bit,вош
205,Mücke::N,sivrisinek,камар
206,Fliege::N,sinek,муха
207,Schmetterling::N,kelebek,матыль
208,Beere::N,tane,ягада
209,Apfel::N,elma,яблык
210,Pilz::N,mantar,грыб
211,Zwiebel::N,soğan,цыбуля
212,Saat::N,ekin,семя
213,Korn::N,tane,зерне
214,Heu::N,kuru ot,сена
215,Schale::N,kabuk,шалупінне
216,Grube::N,çukur,яма
217,Falle::N,tuzak,пастка
218,Schlinge::N,ilmik,сіло
219,Spur::N,iz,след
220,Asche::N,kül,попел
221,Dreck::N,pislik,бруд
222,Eisen::N,demir,жалеза
223,Gold::N,altın,золата
224,Silber::N,gümüş,сребра
225,Kohle::N,kömür,вугаль
226,Glas::N,cam,шкло
227,Lehm::N,balçık,гліна
228,Sand::N,kum,пясок
229,Mensch::N,insan,чалавек
230,Mann::N,adam,мужчына
231,Mann::N,erkek,мужчына
232,Frau::N,bayan,жанчына
233,Kind::N,çocuk,дзіця
234,Junge::N,erkek çocuk,хлопчык
235,Mädchen::N,kız,дзяўчынка
236,Familie::N,aile,сямʼя
237,Großvater::N,dede,дзядуля
238,Großvater::N,büyükbaba,дзядуля
239,Großmutter::N,nine,бабуля
240,Großmutter::N,büyükanne,бабуля
241,Eltern::N,ebeveyn,бацькі
242,Eltern::N,ana baba,бацькі
243,Vater::N,ata,бацька
244,Vater::N,baba,бацька
245,Mutter::N,ana,маці
246,Mutter::N,anne,маці
247,Sohn::N,oğul,сын
248,Tochter::N,kız,дачка
249,Tochter::N,kız evlât,дачка
250,Bruder::N,abi,брат
251,Bruder::N,erkek kardeş,брат
252,Schwester::N,abla,сястра
253,Schwester::N,kız kardeş,сястра
254,Onkel::N,dayı,дзядзька
255,Tante::N,hala,цётка
256,Tante::N,teyze,цётка
257,Ehemann::N,koca,муж
258,Ehefrau::N,karı,жонка
259,Freude::N,neşe,радасць
260,Freude::N,sevinç,радасць
261,Gelächter::N,gülme,смех
262,Gelächter::N,kahkaha,смех
263,Glück::N,mutluluk,шчасце
264,Kummer::N,dert,гора
265,Kummer::N,keder,гора
266,Wunsch::N,arzu,жаданне
267,Wunsch::N,istek,жаданне
268,Lust::N,arzu,цяга
269,Lust::N,heves,цяга
270,Geist::N,tin,дух
271,Gedanke::N,fikir,думка
272,Gedanke::N,düşünce,думка
273,Gedächtnis::N,bellek,памяць
274,Verstand::N,zekâ,розум
275,Sinn::N,anlam,сэнс
276,Grund::N,sebep,зачэпка
277,Wahrheit::N,doğruluk,праўда
278,Wahrheit::N,gerçeklik,праўда
279,Gespräch::N,görüşme,размова
280,Märchen::N,masal,казка
281,Erzählung::N,öykü,расказ
282,Erzählung::N,öykü,апавяданне
283,Erzählung::N,hikâye,расказ
284,Erzählung::N,hikâye,апавяданне
285,Nachricht::N,haber,вестка
286,Nachricht::N,haber,паведамленне
287,Neuigkeit::N,haber,навіна
288,Name::N,ad,імя
289,Name::N,isim,імя
290,Rätsel::N,bilmece,загадка
291,Rede::N,söylev,прамова
292,Rede::N,konuşma,прамова
293,Sprache::N,dil,мова
294,Sprache::N,lisan,мова
295,Stimme::N,ses,голас
296,Wort::N,kelime,слова
297,Zeichen::N,işaret,знак
298,Ruf::N,çağırma,кліч
299,Lärm::N,şamata,шум
300,Lärm::N,gürültü,шум
301,Laut::N,ses,гук
302,Ton::N,ses,гучанне
303,Lied::N,türkü,песня
304,Ruhe::N,sakinlik,спакой
305,Leute::N,halk,людзі
306,Leute::N,insanlar,людзі
307,Volk::N,ulus,народ
308,Volk::N,millet,народ
309,Arbeit::N,iş,праца
310,Arbeit::N,iş,работа
311,Arbeit::N,çalışma,праца
312,Arbeit::N,çalışma,работа
313,Gast::N,konuk,госць
314,Gast::N,misafir,госць
315,Geschenk::N,hediye,падарунак
316,Geschenk::N,armağan,падарунак
317,Spiel::N,oyun,гульня
318,Gesellschaft::N,çevre,таварыства
319,Gesellschaft::N,arkadaşlık,таварыства
320,Hilfe::N,yardım,дапамога
321,Freund::N,dost,друг
322,Freund::N,dost,сябар
323,Freund::N,arkadaş,друг
324,Freund::N,arkadaş,сябар
325,Kamerad::N,arkadaş,прыяцель
326,Angelegenheit::N,iş,справа
327,Angelegenheit::N,husus,справа
328,Anzahl::N,sayı,колькасць
329,Art::N,çeşit,від
330,Stück::N,tane,кусок
331,Stück::N,tane,кавалак
332,Stück::N,parça,кусок
333,Stück::N,parça,кавалак
334,Teil::N,kısım,частка
335,Hälfte::N,yarı,палова
336,Hälfte::N,yarı,палавіна
337,Kreis::N,daire,круг
338,Kreuz::N,haç,крыж
339,Linie::N,hat,лінія
340,Linie::N,çizgi,лінія
341,Strich::N,çizgi,рыса
342,Abstand::N,aralık,прамежак
343,Entfernung::N,mesafe,адлегласць
344,Entfernung::N,uzaklık,адлегласць
345,Gegend::N,yöre,мясцовасць
346,Platz::N,yer,месца
347,Ort::N,yer,месца
348,Seite::N,yan,бок
349,Seite::N,taraf,бок
350,Mitte::N,orta,сярэдзіна
351,Mitte::N,merkez,сярэдзіна
352,Gegenstand::N,şey,прадмет
353,Sache::N,iş,рэч
354,Sache::N,şey,рэч
355,Rand::N,kenar,край
356,Kante::N,kenar,руб
357,Kante::N,kenar,кант
358,Ecke::N,köşe,вугал
359,Spitze::N,uç,кончык
360,Spitze::N,baş,кончык
361,Ende::N,uç,канец
362,Loch::N,oyuk,дзірка
363,Loch::N,delik,дзірка
364,Winkel::N,köşe,вугал
365,Muster::N,örnek,узор
366,Größe::N,büyüklük,памер
367,Länge::N,uzunluk,даўжыня
368,Höhe::N,yükseklik,вышыня
369,Gewicht::N,ağırlık,вага
370,Menge::N,miktar,колькасць
371,Haufen::N,küme,куча
372,Haufen::N,yığın,куча
373,Reihe::N,sıra,рад
374,Boot::N,kayık,лодка
375,Boot::N,sandal,лодка
376,Ruder::N,kürek,вясло
377,Schlitten::N,kızak,сані
378,Ski::N,kayak,лыжа
379,Lagerfeuer::N,kamp ateşi,вогнішча
380,Last::N,yük,цяжар
381,Gang::N,gidiş,ход
382,Gang::N,yürüyüş,ход
383,Schritt::N,adım,шаг
384,Schritt::N,adım,крок
385,Norden::N,kuzey,поўнач
386,Süden::N,güney,поўдзень
387,Westen::N,batı,захад
388,Osten::N,doğu,усход
389,Holz::N,ağaç,дрэва
390,Holz::N,ağaç,драўніна
391,Holz::N,tahta,дрэва
392,Holz::N,tahta,драўніна
393,Brett::N,tahta,дошка
394,Platte::N,levha,пліта
395,Stütze::N,dayak,падпорка
396,Stütze::N,destek,падпорка
397,Stange::N,çubuk,жэрдка
398,Stock::N,sopa,палка
399,Stock::N,değnek,палка
400,Stab::N,sırık,шост
401,Stab::N,baston,шост
402,Rohr::N,boru,труба
403,Haus::N,ev,дом
404,Heim::N,ev,дом
405,Heim::N,ev,хата
406,Heim::N,yurt,дом
407,Heim::N,yurt,хата
408,Ofen::N,soba,печ
409,Fußboden::N,taban,падлога
410,Fußboden::N,döşeme,падлога
411,Tisch::N,masa,стол
412,Stuhl::N,iskemle,стул
413,Stuhl::N,iskemle,крэсла
414,Stuhl::N,sandalye,стул
415,Stuhl::N,sandalye,крэсла
416,Wiege::N,beşik,калыска
417,Bett::N,yatak,ложак
418,Bett::N,yatak,пасцель
419,Regal::N,raf,паліца
420,Kiste::N,sandık,скрынка
421,Fenster::N,pencere,акно
422,Tür::N,kapı,дзверы
423,Tor::N,kapı,вароты
424,Zaun::N,çit,агароджа
425,Dach::N,dam,дах
426,Dach::N,çatı,дах
427,Leiter::N,merdiven,лесвіца
428,Besen::N,süpürge,мятла
429,Spaten::N,bel,лапата
430,Spaten::N,bel,жалязняк
431,Schaufel::N,kürek,шуфлік
432,Schaufel::N,kürek,лапатка
433,Gabel::N,çatal,відэлец
434,Löffel::N,kaşık,лыжка
435,Messer::N,bıçak,нож
436,Nagel::N,çivi,цвік
437,Netz::N,ağ,сетка
438,Haken::N,çengel,крук
439,Griff::N,kulp,ручка
440,Griff::N,tutamak,ручка
441,Schloss::N,kilit,замок
442,Bild::N,imaj,карціна
443,Bild::N,resim,карціна
444,Figur::N,şekil,фігура
445,Figur::N,heykel,фігура
446,Puppe::N,kukla,лялька
447,Beutel::N,kese,мяшок
448,Beutel::N,torba,мяшок
449,Bündel::N,deste,вязка
450,Tasche::N,çanta,торба
451,Eimer::N,kova,вядро
452,Deckel::N,kapak,накрыўка
453,Geschirr::N,kap kacak,пасуда
454,Sack::N,torba,мех
455,Tasse::N,fincan,кубак
456,Topf::N,tencere,каструля
457,Kessel::N,kazan,кацёл
458,Essen::N,yemek,ежа
459,Nahrung::N,gıda,харч
460,Nahrung::N,besin,харч
461,Speise::N,yemek,страва
462,Fleisch::N,et,мяса
463,Getreide::N,tahıl,збожжа
464,Getreide::N,hububat,збожжа
465,Brei::N,ezme,каша
466,Brot::N,ekmek,хлеб
467,Scheibe::N,dilim,луста
468,Scheibe::N,dilim,скібка
469,Fett::N,yağ,тлушч
470,Butter::N,tereyağı,масла
471,Öl::N,yağ,алей
472,Öl::N,akar yağ,алей
473,Salz::N,tuz,соль
474,Suppe::N,çorba,суп
475,Honig::N,bal,мёд
476,Milch::N,süt,малако
477,Tee::N,çay,чай
478,Tee::N,çay,гарбата
479,Leder::N,deri,скура
480,Leder::N,meşin,скура
481,Wolle::N,yün,воўна
482,Stoff::N,kumaş,тканіна
483,Nadel::N,iğne,іголка
484,Faden::N,tire,нітка
485,Faden::N,iplik,нітка
486,Knopf::N,düğme,гузік
487,Knoten::N,düğüm,вузел
488,Farbe::N,boya,фарба
489,Kleidung::N,giyim,адзенне
490,Hemd::N,gömlek,кашуля
491,Kragen::N,yaka,каўнер
492,Ärmel::N,yen,рукаў
493,Ärmel::N,elbise kolu,рукаў
494,Hose::N,pantolon,штаны
495,Gürtel::N,kuşak,пояс
496,Mütze::N,bere,шапка
497,Mütze::N,kasket,шапка
498,Schuh::N,kundura,чаравік
499,Schuh::N,ayakkabı,чаравік
500,Stiefel::N,çizme,бот
501,Ring::N,yüzük,кольца
502,Band::N,bağ,стужка
503,Band::N,şerit,стужка
504,Kamm::N,tarak,расчоска
505,Spiegel::N,ayna,люстра
506,Riemen::N,kayış,рэмень
507,Schnur::N,ip,вяроўка
508,Schnur::N,sicim,вяроўка
509,Leine::N,kayış,павадок
510,Decke::N,örtü,коўдра
511,Decke::N,yorgan,коўдра
512,Kissen::N,yastık,падушка
513,Tuch::N,bez,хустка
514,Handtuch::N,havlu,ручнік
515,Kraft::N,güç,сіла
516,Kraft::N,kuvvet,сіла
517,Stärke::N,kuvvet,моц
518,Gesundheit::N,sağlık,здароўе
519,Krankheit::N,hastalık,хвароба
520,Schmerz::N,ağrı,боль
521,Schmerz::N,sancı,боль
522,Wunde::N,yara,рана
523,Fieber::N,ateş,гарачка
524,Fieber::N,ateş,ліхаманка
525,Arznei::N,ilâç,лекі
526,Brücke::N,köprü,мост
527,Brunnen::N,kuyu,калодзеж
528,Brunnen::N,çeşme,калодзеж
529,Weide::N,otlak,паша
530,Pfad::N,patika,сцежка
531,Pfad::N,keçiyolu,сцежка
532,Weg::N,yol,шлях
533,Weg::N,yol,дарога
534,Straße::N,yol,вуліца
535,Straße::N,cadde,вуліца
536,Dorf::N,köy,вёска
537,Stadt::N,kent,горад
538,Stadt::N,şehir,горад
539,Brief::N,mektup,ліст
540,Brief::N,mektup,пісьмо
541,Buch::N,kitap,кніга
542,Buchstabe::N,harf,літара
543,Zeitung::N,gazete,газета
544,Leben::N,hayat,жыццё
545,Tod::N,ölüm,смерць
546,Grab::N,kabir,магіла
547,Kirche::N,kilise,касцёл
548,Kirche::N,kilise,царква
549,Sünde::N,günah,грэх
550,Gott::N,tanrı,бог
551,Arbeiter::N,işçi,рабочы
552,Chef::N,şef,начальнік
553,Chef::N,müdür,начальнік
554,Meister::N,usta,майстар
555,Arzt::N,hekim,урач
556,Arzt::N,doktor,урач
557,Lehrer::N,hoca,настаўнік
558,Lehrer::N,öğretmen,настаўнік
559,Geld::N,para,грошы
560,Geschäft::N,ticaret,заняцце
561,Laden::N,dükkân,крама
562,Laden::N,dükkân,магазін
563,Preis::N,fiyat,цана
564,Ware::N,mal,тавар
565,Nutzen::N,fayda,выгада
566,Reichtum::N,servet,багацце
567,Reichtum::N,zenginlik,багацце
568,Welt::N,dünya,свет
569,Land::N,ülke,краіна
570,Staat::N,devlet,дзяржава
571,König::N,kral,кароль
572,Macht::N,kudret,улада
573,Macht::N,iktidar,улада
574,Grenze::N,had,граніца
575,Grenze::N,sınır,граніца
576,Krieg::N,savaş,вайна
577,Feind::N,düşman,вораг
578,Gewalt::N,zor,насілле
579,Gewalt::N,cebir,насілле
580,Kampf::N,savaş,барацьба
581,Bogen[Waffe]::N,yay,лук
582,Pfeil::N,ok,страла
583,Gewehr::N,tüfek,ружжо
584,Fehler::N,hata,памылка
585,Fehler::N,yanlış,памылка
586,Lüge::N,yalan,хлусня
587,Schaden::N,zarar,шкода
588,Unglück::N,felâket,ліха
589,Unglück::N,felâket,бядота
590,Unglück::N,talihsizlik,ліха
591,Unglück::N,talihsizlik,бядота
592,Schuld::N,suç,віна
593,Schuld::N,kabahat,віна
594,Alter::N,yaş,узрост
595,Schluss::N,son,канец
596,Zeit::N,zaman,час
597,Tag::N,gün,дзень
598,Morgen::N,sabah,ранак
599,Morgen::N,sabah,раніца
600,Mittag::N,öğle,паўдня
601,Mittag::N,öğle,поўдзень
602,Abend::N,akşam,вечар
603,Nacht::N,gece,ноч
604,Woche::N,hafta,тыдзень
605,Monat::N,ay,месяц
606,Jahr::N,yıl,год
607,Jahr::N,sene,год
608,Frühling::N,ilkbahar,вясна
609,Sommer::N,yaz,лета
610,Herbst::N,güz,восень
611,Herbst::N,sonbahar,восень
612,Winter::N,kış,зіма
613,Januar::N,ocak,студзень
614,Februar::N,şubat,люты
615,März::N,mart,сакавік
616,April::N,nisan,красавік
617,Mai::N,mayıs,май
618,Mai::N,mayıs,травень
619,Juni::N,haziran,чэрвень
620,Juli::N,temmuz,ліпень
621,August::N,ağustos,жнівень
622,September::N,eylül,верасень
623,Oktober::N,ekim,кастрычнік
624,November::N,kasım,лістапад
625,Dezember::N,aralık,снежань
626,Montag::N,pazartesi,панядзелак
627,Dienstag::N,salı,аўторак
628,Mittwoch::N,çarşamba,серада
629,Donnerstag::N,perşembe,чацвер
630,Freitag::N,cuma,пятніца
631,Samstag::N,cumartesi,субота
632,Sonntag::N,pazar,нядзеля
633,groß::A,büyük,вялікі
634,klein::A,ufak,маленькі
635,klein::A,küçük,маленькі
636,lang::A,uzun,доўгі
637,kurz::A,kısa,кароткі
638,breit::A,enli,шырокі
639,breit::A,geniş,шырокі
640,schmal::A,dar,вузкі
641,dicht::A,sık,густы
642,dicht::A,yoğun,густы
643,dick[Gegenstand]::A,kalın,тоўсты
644,dick[Gegenstand]::A,iri,тоўсты
645,dünn::A,ince,тонкі
646,fein::A,ince,тонкі
647,fein::A,narin,тонкі
648,fest::A,sabit,моцны
649,fest::A,sağlam,моцны
650,flach::A,düz,плоскі
651,flach::A,yassı,плоскі
652,glatt::A,düz,гладкі
653,hart::A,katı,цвёрды
654,weich::A,yumuşak,мяккі
655,rund::A,yuvarlak,круглы
656,spitz::A,sivri,спічасты
657,spitz::A,sivri,востраканцовы
658,scharf::A,keskin,востры
659,stumpf::A,kör,тупы
660,schwer::A,ağır,цяжкі
661,schön::A,güzel,прыгожы
662,heiß::A,kızgın,гарачы
663,warm::A,sıcak,цёплы
664,kalt::A,soğuk,холадны
665,kühl::A,serin,халаднаваты
666,frisch::A,taze,свежы
667,feucht::A,nemli,вільготны
668,feucht::A,rutubetli,вільготны
669,nass::A,yaş,мокры
670,nass::A,ıslak,мокры
671,trocken::A,kuru,сухі
672,voll::A,dolu,поўны
673,voll::A,dolmuş,поўны
674,leer::A,boş,пусты
675,offen::A,açık,адкрыты
676,offen::A,açık,адчынены
677,geschlossen::A,kapalı,закрыты
678,geschlossen::A,kapalı,зачынены
679,sauber::A,pak,чысты
680,sauber::A,temiz,чысты
681,schmutzig::A,pis,брудны
682,schmutzig::A,kirli,брудны
683,roh::A,çiğ,сыры
684,reif::A,olgun,спелы
685,lecker::A,lezzetli,смачны
686,süß::A,tatlı,салодкі
687,süß::A,şekerli,салодкі
688,bitter::A,acı,горкі
689,sauer::A,ekşi,кіслы
690,hell::A,aydınlık,светлы
691,dunkel::A,karanlık,цёмны
692,schwarz::A,kara,чорны
693,schwarz::A,siyah,чорны
694,weiß::A,ak,белы
695,weiß::A,beyaz,белы
696,rot::A,kırmızı,чырвоны
697,gelb::A,sarı,жоўты
698,blau::A,mavi,сіні
699,grün::A,yeşil,зялёны
700,grau::A,boz,шэры
701,bunt::A,renkli,пяресты
702,billig::A,ucuz,танны
703,teuer::A,pahalı,дарагі
704,wertvoll::A,değerli,цэнны
705,wertvoll::A,değerli,каштоўны
706,blind::A,kör,сляпы
707,taub::A,sağır,глухі
708,kräftig::A,dinç,магутны
709,kräftig::A,kuvvetli,магутны
710,stark::A,güçlü,сільны
711,stark::A,kuvvetli,сільны
712,schwach::A,zayıf,слабы
713,schwach::A,güçsüz,слабы
714,fett::A,şişman,тлусты
715,schlank::A,narin,стройны
716,hübsch::A,güzel,чароўны
717,hübsch::A,sevimli,чароўны
718,böse::A,kötü,злы
719,dumm::A,aptal,дурны
720,faul::A,tembel,лянівы
721,fleißig::A,çalışkan,руплівы
722,geizig::A,cimri,прагны
723,klug::A,zekî,разумны
724,klug::A,akıllı,разумны
725,geschickt::A,becerikli,умелы
726,lieb::A,sevimli,мілы
727,lustig::A,neşeli,вясёлы
728,sanft::A,nazik,ласкавы
729,hungrig::A,aç,галодны
730,krank::A,hasta,хворы
731,krank::A,rahatsız,хворы
732,nackt::A,çıplak,голы
733,traurig::A,kederli,сумны
734,traurig::A,üzüntülü,сумны
735,lebendig::A,canlı,жывы
736,gut::A,iyi,добры
737,schlecht::A,kötü,кепскі
738,richtig::A,doğru,правільны
739,schlimm::A,kötü,агідны
740,wahr::A,doğru,сапраўдны
741,wahr::A,gerçek,сапраўдны
742,alt::A,eski,стары
743,neu::A,yeni,новы
744,ehemalig::A,önceki,былы
745,alt[Lebewesen]::A,yaşlı,стары
746,jung::A,genç,малады
747,arm::A,fakir,бедны
748,reich::A,zengin,багаты
749,bekannt::A,bilinen,знаёмы
750,berühmt::A,ünlü,славуты
751,berühmt::A,meşhur,славуты
752,fremd::A,yabancı,чужы
753,verschieden::A,ayrı,розны
754,verschieden::A,farklı,розны
755,nah::A,yakın,блізкі
756,nah::A,bitişik,блізкі
757,fern::A,uzak,далёкі
758,linker::A,sol,левы
759,rechter::A,sağ,правы
760,anderer::A,diğer,іншы
761,anderer::A,diğer,другі
762,erster::A,ilk,першы
763,erster::A,birinci,першы
764,zweiter::A,ikinci,другі
765,dritter::A,üçüncü,трэці
766,letzter::A,son,апошні
767,letzter::A,sonuncu,апошні
768,allein::ADV,yalnız,сам
769,allein::ADV,yalnız,адзін
770,allein::ADV,tek başına,сам
771,allein::ADV,tek başına,адзін
772,auf einmal::ADV,birden,адразу
773,zusammen::ADV,beraber,разам
774,zusammen::ADV,birlikte,разам
775,lange::ADV,çok,доўга
776,lange::ADV,uzun,доўга
777,plötzlich::ADV,ansızın,раптам
778,plötzlich::ADV,birdenbire,раптам
779,sofort::ADV,hemen,зараз
780,sofort::ADV,derhal,зараз
781,später::ADV,daha sonra,пазней
782,jetzt::ADV,şimdi,цяпер
783,heute::ADV,bugün,сёння
784,morgen::ADV,yarın,заўтра
785,bald::ADV,yakında,хутка
786,bald::ADV,yakında,неўзабаве
787,dann::ADV,sonra,потым
788,gestern::ADV,dün,учора
789,einst::ADV,eskiden,аднойчы
790,damals::ADV,o zamanlar,тады
791,danach::ADV,sonradan,затым
792,danach::ADV,ondan sonra,затым
793,vorher::ADV,önce,раней
794,vorher::ADV,önceden,раней
795,zuerst::ADV,ilk önce,спярша
796,zuerst::ADV,ilk önce,спачатку
797,einmal::ADV,bir defa,адзін раз
798,manchmal::ADV,bazan,часам
799,oft::ADV,sık sık,часта
800,oft::ADV,çok defa,часта
801,immer::ADV,daima,заўсёды
802,immer::ADV,her zaman,заўсёды
803,niemals::ADV,asla değil,ніколі
804,niemals::ADV,hiçbir zaman,ніколі
805,hier::ADV,burada,тут
806,hierhin::ADV,buraya,сюды
807,von hier::ADV,buradan,адсюль
808,von hier::ADV,buradan,адгэтуль
809,dort::ADV,orada,там
810,dort::ADV,şurada,там
811,dorthin::ADV,oraya,туды
812,dorthin::ADV,şuraya,туды
813,geradeaus::ADV,doğru,прама
814,vorwärts::ADV,ileri,наперад
815,rückwärts::ADV,geri,назад
816,zurück::ADV,geriye,назад
817,unten::ADV,aşağıda,унізе
818,hinab::ADV,aşağıya,уніз
819,oben::ADV,yukarıda,угары
820,oben::ADV,yukarıda,наверсе
