,Concept_ID,el,xal
66,Traum::N,όνειρο,зүүдн
67,Himmel::N,ουρανός,теңгр
68,Sonne::N,ήλιος,нарн
69,Mond::N,σελήνη,сар
70,Mond::N,φεγγάρι,сар
71,Stern::N,άστρο,одн
72,Stern::N,αστέρι,одн
73,Luft::N,αέρας,аһар
74,Wind::N,αέρας,салькн
75,Wind::N,άνεμος,салькн
76,Welle::N,κύμα,дольган
77,Wasser::N,νερό,усн
78,Stein::N,πέτρα,чолун
79,Boden::N,χώμα,Һазр
80,Erde::N,γη,Һазр
81,Staub::N,σκόνη,тоосн
82,Rauch::N,καπνός,утан
83,Funke::N,σπίθα,очн
84,Funke::N,σπινθήρας,очн
85,Feuer::N,φωτιά,һал
86,Licht::N,φως,герл
87,Schatten::N,σκιά,сүүдр
88,Schatten::N,ίσκιος,сүүдр
89,Wetter::N,καιρός,теңгр
90,Nebel::N,ομίχλη,будн
91,Wolke::N,σύννεφο,үүлн
92,Regen::N,βροχή,хур
93,Schnee::N,χιόνι,цасн
94,Eis::N,πάγος,мөсн
95,Frost::N,παγωνία,киитн
96,Kälte::N,κρύο,киитн
97,Kälte::N,ψύχος,киитн
98,Hitze::N,ζέστη,халун
99,Raureif::N,πάχνη,цаң
100,Raureif::N,πάχνη,кирү
101,Regenbogen::N,ουράνιο τόξο,солңһ
102,Donner::N,βροντή,оһтрһун дун
103,Strömung::N,ρεύμα,урсхл
104,Tropfen::N,στάλα,дусал
105,Schaum::N,αφρός,көөсн
106,Schmutz::N,βρωμιά,кир
107,See::N,λίμνη,нур
108,Sumpf::N,βάλτος,унул
109,Moor::N,έλος,улм
110,Wiese::N,λιβάδι,хадлһн
111,Wald::N,δάσος,ө-модн
112,Hügel::N,λόφος,толһа
113,Anhöhe::N,ύψωμα,хамр
114,Berg::N,όρος,уул
115,Berg::N,βουνό,уул
116,Gipfel::N,κορυφή,ора
117,Höhle::N,σπηλιά,хадин көндә
118,Abhang::N,πλαγιά,ташу
119,Quelle::N,πηγή,булг
120,Quelle::N,βρύση,булг
121,Bach::N,ρυάκι,һооҗур
122,Fluss::N,ποτάμι,һол
123,Fluss::N,ποταμός,һол
124,Ufer::N,όχθη,көвә
125,Küste::N,ακτή,көвә
126,Küste::N,ακτή,теңгсин көвә
127,Küste::N,ακρογιαλιά,көвә
128,Küste::N,ακρογιαλιά,теңгсин көвә
129,Festland::N,στεριά,хүүрә һазр
130,Meer::N,θάλασσα,теңгс
131,Bucht::N,κόλπος,цекә
132,Bucht::N,κόλπος,теңгсин цекә
133,Insel::N,νησί,арл
134,Insel::N,νήσος,арл
135,Blume::N,άνθος,цецг
136,Blume::N,λουλούδι,цецг
137,Gras::N,χόρτο,ноһан
138,Gras::N,χορτάρι,ноһан
139,Wurzel::N,ρίζα,уңг
140,Baum::N,δέντρο,модн
141,Stamm::N,κορμός,шилв
142,Stamm::N,κορμός,һол модн
143,Rinde::N,φλούδα,көрсн
144,Ast::N,κλαδί,ац
145,Zweig::N,κλαδί,ац
146,Zweig::N,κλάδος,ац
147,Blatt::N,φύλλο,хамтхасн
148,Birke::N,σημύδα,хусм модн
149,Kiefer[Baum]::N,πεύκο,шар харһа
150,Weide[Baum]::N,ιτιά,удн
151,Tanne::N,έλατο,җөөлн цаһан модн
152,Horn::N,κέρας,өвр
153,Horn::N,κέρατο,өвр
154,Feder::N,φτερό,өрвлг
155,Fell::N,δέρμα,арсн
156,Fell::N,τομάρι,арсн
157,Flügel::N,πτερύγιο,җивр
158,Klaue::N,κουλό,хумсн
159,Kralle::N,νύχι,тавг
160,Schwanz::N,ουρά,сүл
161,Ei::N,αβγό,өндгн
162,Nest::N,φωλιά,үр
163,Bau::N,φωλιά,нүкн
164,Tier::N,ζώο,мал
165,Herde::N,κοπάδι,сүрг мал
166,Kuh::N,αγελάδα,үкр
167,Bulle::N,ταύρος,бух
168,Pferd::N,άλογο,мөрн
169,Schaf::N,πρόβατο,хөн
170,Schwein::N,γουρούνι,һаха
171,Hund::N,σκυλί,ноха
172,Hund::N,σκύλος,ноха
173,Katze::N,γάτα,мис
174,Bär::N,άρκτος,аю
175,Bär::N,αρκούδα,аю
176,Eichhörnchen::N,βερβερίτσα,кермн
177,Elch::N,άλκη,хандһа
178,Fuchs::N,αλεπού,арат
179,Hase::N,λαγός,туула
180,Maus::N,ποντικός,хулһн
181,Wolf::N,λύκος,чон
182,Vogel::N,πουλί,шовун
183,Schwarm::N,σμήνος,зел
184,Huhn::N,κότα,така
185,Huhn::N,όρνιθα,така
186,Hahn::N,πετεινός,эр така
187,Gans::N,χήνα,һалун
188,Adler::N,αετός,һәрд
189,Ente::N,πάπια,нуһсн
190,Eule::N,κουκουβάγια,һурвлһ
191,Kranich::N,γερανός,тоһрун
192,Krähe::N,καρακάξα,шаазһа
193,Kuckuck::N,κούκος,эргин хуцдг
194,Schwan::N,κύκνος,хун
195,Fisch::N,ψάρι,заһсн
196,Barsch::N,πέρκα,шүрг
197,Hecht::N,λούτσος,цурх
198,Schlange[Tier]::N,φίδι,моһа
199,Wurm::N,σκουλήκι,өтн
200,Spinne::N,αράχνη,аралҗн
201,Ameise::N,μυρμήγκι,шорһлҗн
202,Laus::N,ψείρα,бөөсн
203,Mücke::N,κουνούπι,бөкүн
204,Fliege::N,μύγα,батхн
205,Schmetterling::N,πεταλούδα,эрвәкә
206,Beere::N,ρόγα,бөөлҗрһн
207,Apfel::N,μήλο,альмн
208,Pilz::N,μανιτάρι,теңгрин ки
209,Zwiebel::N,κρεμμύδι,мәңгрснә толһа
210,Saat::N,σπόρος,буудян экн
211,Korn::N,σπυρί,экн
212,Heu::N,σανός,өвсн
213,Schale::N,τσόφλι,хальсн
214,Grube::N,λάκκος,нүкн
215,Falle::N,παγίδα,урх
216,Falle::N,παγίδα,хавх
217,Schlinge::N,θηλειά,бүтү
218,Spur::N,ίχνος,мөр
219,Asche::N,στάχτη,үмсн
220,Dreck::N,βρωμιά,бальчг
221,Eisen::N,σίδερο,төмр
222,Gold::N,μάλαμα,алтн
223,Gold::N,χρυσάφι,алтн
224,Silber::N,ασήμι,мөңгн
225,Silber::N,ασήμι,цаһан мөңгн
226,Silber::N,άργυρος,мөңгн
227,Silber::N,άργυρος,цаһан мөңгн
228,Kohle::N,κάρβουνο,нүүрсн
229,Glas::N,γυαλί,шил
230,Lehm::N,πηλός,шавр
231,Sand::N,άμμος,элсн
232,Mensch::N,άνθρωπος,күн
233,Mensch::N,άνθρωπος,күмн
234,Mann::N,άνδρας,эр
235,Frau::N,γυναίκα,күүкд күн
236,Kind::N,παιδί,үрн
237,Junge::N,αγόρι,көвүн
238,Mädchen::N,κοπέλα,бичкн күүкн
239,Mädchen::N,κορίτσι,бичкн күүкн
240,Familie::N,οικογένεια,бүл
241,Großvater::N,παππούς,өвк эцк
242,Großvater::N,παππούς,наһц эцк
243,Großmutter::N,γιαγιά,эмг эк
244,Großmutter::N,γιαγιά,наһц эк
245,Eltern::N,γονείς,эк эцк хойр
246,Vater::N,πατέρας,эцк
247,Mutter::N,μητέρα,эк
248,Sohn::N,γιος,көвүн
249,Tochter::N,κόρη,күүкн
250,Bruder::N,αδελφός,дү көвүн
251,Schwester::N,αδελφή,эгч
252,Schwester::N,αδελφή,дү күүкн
253,Onkel::N,θείος,авһ
254,Onkel::N,θείος,наһцх
255,Tante::N,θεία,наһц эгч
256,Ehemann::N,σύζυγος,залу
257,Ehefrau::N,σύζυγος,гергн
258,Freude::N,χαρά,байр
259,Gelächter::N,γέλια,инәдн
260,Glück::N,ευτυχία,җирһл
261,Glück::N,ευτυχία,сәәхн җирһл
262,Kummer::N,έγνοια,зовлң
263,Wunsch::N,επιθυμία,дурн
264,Lust::N,όρεξη,җилвтлһн
265,Geist::N,πνέυμα,зөрг
266,Gedanke::N,σκέψη,ухан
267,Gedächtnis::N,μνήμη,чееҗин тодлвр
268,Verstand::N,νους,ухан
269,Sinn::N,νόημα,учр-утх
270,Grund::N,λόγος,учр
271,Grund::N,λόγος,шалтан
272,Wahrheit::N,αλήθεια,үнн
273,Gespräch::N,συνομιλία,күүндвүр
274,Märchen::N,παραμύθι,тууль
275,Erzählung::N,διήγημα,келвр
276,Nachricht::N,είδηση,медүллһн
277,Neuigkeit::N,νέο,зәңг
278,Name::N,όνομα,нерн
279,Rätsel::N,αίνιγμα,тәәлвртә тууль
280,Rede::N,λόγος,келлһн
281,Rede::N,ομιλία,келлһн
282,Sprache::N,γλώσσα,келн
283,Stimme::N,φωνή,дун
284,Wort::N,λέξη,үг
285,Zeichen::N,σημείο,темдг
286,Ruf::N,κραυγή,дуудлһн
287,Lärm::N,θόρυβος,шууган
288,Laut::N,ήχος,ә
289,Ton::N,ήχος,дун
290,Ton::N,τόνος,дун
291,Lied::N,τραγούδι,дун
292,Ruhe::N,ησυχία,амулң
293,Leute::N,κόσμος,әмтн
294,Leute::N,άνθρωποι,әмтн
295,Volk::N,λαός,улс
296,Arbeit::N,εργασία,көдлмш
297,Gast::N,επισκέπτης,гиич
298,Geschenk::N,δώρο,белг
299,Spiel::N,παιχνίδι,наадн
300,Gesellschaft::N,κοινωνία,олн
301,Hilfe::N,βοήθεια,нөкд
302,Freund::N,φίλος,иньг
303,Kamerad::N,σύντροφος,үр
304,Angelegenheit::N,υπόθεση,керг
305,Anzahl::N,αριθμός,то
306,Art::N,είδος,зүүл
307,Stück::N,κομμάτι,хусг
308,Teil::N,μέρος,хүв
309,Hälfte::N,μισό,өрәл
310,Kreis::N,κύκλος,төгрг
311,Kreuz::N,σταυρός,кирс
312,Linie::N,γραμμή,зурасн
313,Strich::N,γραμμή,татасн
314,Abstand::N,απόσταση,зә
315,Entfernung::N,απόσταση,һазр
316,Gegend::N,περιοχή,һазр
317,Gegend::N,τοποθεσία,һазр
318,Platz::N,χώρος,зә
319,Ort::N,τόπος,бәәрн
320,Seite::N,πλευρά,тал
321,Seite::N,πλευρά,хаҗу
322,Seite::N,πλευρά,хәврһ
323,Mitte::N,μέση,дунд
324,Gegenstand::N,αντικείμενο,юмн
325,Sache::N,πράγμα,юмн
326,Rand::N,άκρη,зах
327,Rand::N,χείλος,зах
328,Kante::N,άκρη,ирмәг
329,Ecke::N,γωνιά,өнцг
330,Spitze::N,μύτη,үзүр
331,Ende::N,άκρη,үзүр
332,Loch::N,τρύπα,хаһрха
333,Winkel::N,γωνία,булң
334,Muster::N,σχέδιο,намч
335,Größe::N,μέγεθος,кемҗән
336,Länge::N,μήκος,ут
337,Höhe::N,ύψος,өндр
338,Gewicht::N,βάρος,күнд
339,Gewicht::N,βάρος,чиңнүр
340,Menge::N,ποσότητα,ик
341,Haufen::N,σωρός,ова
342,Reihe::N,αράδα,зерг
343,Reihe::N,αράδα,зерглән
344,Boot::N,βάρκα,оңһц
345,Ruder::N,κουπί,хәәв
346,Schlitten::N,έλκηθρο,цан
347,Ski::N,σκι,лыҗ
348,Lagerfeuer::N,φωτιά,костёр
349,Last::N,φορτίο,күнд
350,Gang::N,δρόμος,йовлһн
351,Schritt::N,βήμα,ишкм
352,Norden::N,βορράς,ар үзг
353,Süden::N,νότος,өмн
354,Süden::N,νότος,өмн үзг
355,Westen::N,δύση,барун
356,Westen::N,δύση,барун үзг
357,Osten::N,ανατολή,зүн
358,Osten::N,ανατολή,зүн үзг
359,Holz::N,ξύλο,модн
360,Brett::N,σανίδι,харһа
361,Platte::N,πλάκα,хавтха чолун
362,Stütze::N,στήριγμα,тулг
363,Stange::N,ραβδί,уньн
364,Stange::N,κοντός,уньн
365,Stock::N,ξύλο,модн
366,Stock::N,μπαστούνι,модн
367,Stab::N,ραβδί,шуург
368,Rohr::N,σωλήνας,турва
369,Haus::N,σπίτι,гер
370,Heim::N,σπίτι,гер-бул
371,Ofen::N,σόμπα,беш
372,Ofen::N,θερμάστρα,беш
373,Fußboden::N,πάτωμα,девскр
374,Tisch::N,τραπέζι,ширә
375,Stuhl::N,καρέκλα,стул
376,Wiege::N,κούνια,өлгә
377,Wiege::N,κούνια,дүүҗң
378,Bett::N,κρεβάτι,орн
379,Bett::N,κρεβάτι,орндг
380,Regal::N,ράφι,таг
381,Regal::N,ράφι,тәвц
382,Kiste::N,κιβώτιο,яршг
383,Fenster::N,παράθυρο,терз
384,Tür::N,πόρτα,үүдн
385,Tor::N,πύλη,үүдн
386,Tor::N,πύλη,өргн үүдн
387,Tor::N,πύλη,хашан үүдн
388,Zaun::N,φράχτης,хаша
389,Dach::N,στέγη,деевр
390,Leiter::N,σκάλα,шат
391,Leiter::N,σκάλα,давшур
392,Leiter::N,κλίμακα,шат
393,Leiter::N,κλίμακα,давшур
394,Besen::N,σκούπα,сәвүр
395,Spaten::N,φτυάρι,күрз
396,Schaufel::N,φτυάρι,совг
397,Gabel::N,πιρούνι,серә
398,Löffel::N,κουτάλι,ухр
399,Messer::N,μαχαίρι,утх
400,Nagel::N,καρφί,хадасн
401,Netz::N,δίχτυ,гөлм
402,Haken::N,γάντζος,дегә
403,Haken::N,αγκίστρι,дегә
404,Griff::N,λαβή,иш
405,Griff::N,λαβή,бәрүл
406,Schloss::N,κλειδαριά,оньс
407,Bild::N,εικόνα,зург
408,Figur::N,ανάστημα,фигур
409,Puppe::N,κούκλα,наадһа
410,Beutel::N,πουγγί,мишг
411,Bündel::N,δεμάτι,багла
412,Bündel::N,δεμάτι,боодһа
413,Tasche::N,τσάντα,сумк
414,Eimer::N,κουβάς,суулһ
415,Deckel::N,καπάκι,бүркәсн
416,Geschirr::N,σκεύη,сав
417,Geschirr::N,σκεύη,сав-сарх
418,Sack::N,σάκος,мишг
419,Tasse::N,φλιτζάνι,ааһ
420,Topf::N,χύτρα,кастрюль
421,Kessel::N,καζάνι,хәәсн
422,Essen::N,φαγητό,зоогллһн
423,Nahrung::N,τροφή,теҗәл
424,Speise::N,φαγητό,хот
425,Fleisch::N,κρέας,махн
426,Getreide::N,σιτάρι,хот болҗ эдлгддг цецгүдтә урһмл
427,Brei::N,χυλός,хаш
428,Brot::N,ψωμί,өдмг
429,Brot::N,άρτος,өдмг
430,Scheibe::N,φέτα,зүсм
431,Fett::N,πάχος,өөкн
432,Butter::N,βούτυρο,тосн
433,Öl::N,λάδι,тосн
434,Salz::N,αλάτι,давсн
435,Suppe::N,σούπα,шөлн
436,Honig::N,μέλι,бал
437,Milch::N,γάλα,үсн
438,Tee::N,τσάι,цә
439,Leder::N,πετσί,арсн
440,Wolle::N,μαλλί,утцн
441,Wolle::N,μαλλί,эд
442,Stoff::N,ύφασμα,эд
443,Nadel::N,βελόνα,зүн
444,Faden::N,κλωστή,утцн
445,Knopf::N,κουμπί,товч
446,Knoten::N,κόμπος,зәңгдә
447,Farbe::N,μπογιά,будг
448,Kleidung::N,ρούχα,хувцн
449,Kleidung::N,ρούχα,хувц-хунр
450,Kleidung::N,ενδυμασία,хувцн
451,Kleidung::N,ενδυμασία,хувц-хунр
452,Hemd::N,πουκάμισο,киилг
453,Kragen::N,κολάρο,зах
454,Ärmel::N,μανίκι,ханцн
455,Hose::N,πανταλόνι,шалвур
456,Gürtel::N,ζώνη,бүс
457,Mütze::N,σκούφος,махла
458,Schuh::N,παπούτσι,башмгуд
459,Stiefel::N,μπότα,һосн
460,Ring::N,δαχτυλίδι,билцг
461,Band::N,κορδέλα,лент
462,Kamm::N,χτένα,сам
463,Spiegel::N,καθρέφτης,толь
464,Riemen::N,λουρί,бүс
465,Schnur::N,κορδόνι,деесн
466,Leine::N,σχοινί,бурнтг
467,Leine::N,σχοινί,нохан көтлвр
468,Decke::N,κουβέρτα,көнҗл
469,Kissen::N,μαξιλάρι,дер
470,Tuch::N,πανί,альчур
471,Tuch::N,μαντήλι,альчур
472,Handtuch::N,πετσέτα,полотенц
473,Handtuch::N,πετσέτα,һар-нүүрин альчур
474,Kraft::N,δύναμη,күчн
475,Stärke::N,ισχύς,чидл
476,Stärke::N,δύναμη,чидл
477,Gesundheit::N,υγεία,эрүл-менд
478,Krankheit::N,αρρώστια,өвчн
479,Schmerz::N,πόνος,өвдлһн
480,Wunde::N,πληγή,шав
481,Fieber::N,πυρετός,безг
482,Arznei::N,φάρμακο,эм
483,Brücke::N,γέφυρα,тагт
484,Brunnen::N,πηγάδι,худг
485,Weide::N,βοσκή,малын идг
486,Pfad::N,μονοπάτι,цувг
487,Weg::N,δρόμος,хаалһ
488,Straße::N,οδός,зам
489,Straße::N,δρόμος,зам
490,Dorf::N,χωριό,хотн
491,Stadt::N,πόλη,балһсн
492,Brief::N,γράμμα,бичг
493,Brief::N,επιστολή,бичг
494,Buch::N,βιβλίο,дегтр
495,Buchstabe::N,γράμμα,үзг
496,Zeitung::N,εφημερίδα,газет
497,Leben::N,ζωή,җирһл
498,Leben::N,βίος,җирһл
499,Tod::N,θάνατος,үкл
500,Tod::N,θάνατος,өңгрлһн
501,Grab::N,τάφος,оршалһна нүкн
502,Kirche::N,εκκλησία,чонҗ
503,Sünde::N,αμαρτία,нүл
504,Sünde::N,αμαρτία,килнц
505,Gott::N,θεός,бурхн
506,Arbeiter::N,εργάτης,көдлмшч
507,Chef::N,προϊστάμενος,толһач
508,Meister::N,μάστορας,урн
509,Meister::N,αρχιτεχνίτης,урн
510,Arzt::N,γιατρός,эмч
511,Lehrer::N,δάσκαλος,багш
512,Geld::N,λεφτά,мөңгн
513,Geld::N,χρήματα,мөңгн
514,Geschäft::N,συναλλαγή,көдлмш
515,Laden::N,μαγαζί,лавк
516,Laden::N,κατάστημα,лавк
517,Preis::N,τιμή,үн
518,Ware::N,εμπόρευμα,эд-тавр
519,Nutzen::N,όφελος,олз
520,Reichtum::N,πλούτος,зөөр
521,Welt::N,κόσμος,орчлң
522,Welt::N,κόσμος,делкә
523,Land::N,χώρα,орн-нутг
524,Staat::N,κράτος,государств
525,Staat::N,πολιτεία,государств
526,König::N,βασιλιάς,хан
527,Macht::N,εξουσία,йосн
528,Grenze::N,σύνορα,меҗә
529,Krieg::N,πόλεμος,дән
530,Feind::N,εχθρός,дәәсн
531,Gewalt::N,βία,күч һарһлһн
532,Kampf::N,αγώνας,ноолдан
533,Kampf::N,αγώνας,бәрлдлһн
534,Bogen[Waffe]::N,τόξο,саадг
535,Pfeil::N,σαΐτα,сумн
536,Gewehr::N,τουφέκι,бу
537,Fehler::N,λάθος,алдг
538,Fehler::N,σφάλμα,алдг
539,Lüge::N,ψέμα,худл
540,Lüge::N,ψεύδος,худл
541,Schaden::N,ζημία,хорлт
542,Unglück::N,δυστυχία,гүрм
543,Schuld::N,ενοχή,гем
544,Schuld::N,ενοχή,буру
545,Schuld::N,φταίξιμο,гем
546,Schuld::N,φταίξιμο,буру
547,Alter::N,ηλικία,насн
548,Schluss::N,τέλος,чилгч
549,Zeit::N,χρόνος,цаг
550,Tag::N,μέρα,өдр
551,Tag::N,ημέρα,өдр
552,Morgen::N,πρωί,өрүн
553,Mittag::N,μεσημέρι,үд
554,Abend::N,βράδυ,асхн
555,Nacht::N,νύχτα,сө
556,Woche::N,εβδομάδα,долан хонг
557,Monat::N,μήνας,сар
558,Jahr::N,έτος,җил
559,Jahr::N,χρόνος,җил
560,Frühling::N,άνοιξη,хавр
561,Sommer::N,καλοκαίρι,зун
562,Herbst::N,φθινόπωρο,намр
563,Winter::N,χειμώνας,үвл
564,Januar::N,Ιανουάριος,январь
565,Februar::N,Φεβρουάριος,февраль
566,März::N,Μάρτιος,март
567,März::N,Μάρτιος,моһа сар
568,April::N,Απρίλιος,апрель
569,Mai::N,Μάιος,май
570,Juni::N,Ιούνιος,июнь
571,Juni::N,Ιούνιος,мөчн сар
572,Juli::N,Ιούλιος,июль
573,August::N,Αύγουστος,август
574,September::N,Σεπτέμβριος,һаха сар
575,Oktober::N,Οκτώβριος,октябрь
576,November::N,Νοέμβριος,ноябрь
577,November::N,Νοέμβριος,үкр сар
578,Dezember::N,Δεκέμβριος,бар сар
579,Montag::N,Δευτέρα,понедельник
580,Dienstag::N,Τρίτη,вторник
581,Mittwoch::N,Τετάρτη,среда
582,Mittwoch::N,Τετάρτη,үлмҗ өдр
583,Donnerstag::N,Πέμπτη,четверг
584,Donnerstag::N,Πέμπτη,пүрвә өдр
585,Freitag::N,Παρασκευή,пятниц
586,Samstag::N,Σάββατο,суббот
587,Sonntag::N,Κυριακή,нарн өдр
588,Sonntag::N,Κυριακή,воскресень
589,groß::A,μεγάλος,ик
590,klein::A,μικρός,бичкн
591,lang::A,μακρύς,ут
592,kurz::A,κοντός,оһтр
593,breit::A,φαρδύς,өргн
594,schmal::A,στενός,уутьхн
595,dicht::A,πυκνός,нигт
596,dick[Gegenstand]::A,παχύς,зузан
597,dick[Gegenstand]::A,χοντρός,зузан
598,dünn::A,ψιλός,нимгн
599,dünn::A,λεπτός,нимгн
600,fein::A,ψιλός,нәрхн
601,fest::A,στερεός,бат
602,flach::A,επίπεδος,хавтха
603,glatt::A,λείος,тегш
604,glatt::A,λείος,тиньгр
605,glatt::A,ομαλός,тегш
606,glatt::A,ομαλός,тиньгр
607,hart::A,σκληρός,хату
608,weich::A,μαλακός,җөөлн
609,weich::A,μαλακός,җөөлкн
610,rund::A,στρογγυλός,төгрг
611,spitz::A,μυτερός,шовһр
612,scharf::A,κοφτερός,хурц
613,stumpf::A,αμβλύς,мука
614,schwer::A,βαρύς,күнд
615,schön::A,ωραίος,сәәхн
616,schön::A,όμορφος,сәәхн
617,heiß::A,ζεστός,халун
618,warm::A,θερμός,дулан
619,kalt::A,κρύος,киитн
620,kalt::A,ψυχρός,киитн
621,kühl::A,δροσερός,серүн
622,frisch::A,νωπός,серүн
623,frisch::A,φρέσκος,серүн
624,feucht::A,υγρός,чиигтә
625,nass::A,βρεγμένος,чиигтә
626,trocken::A,ξηρός,хагсу
627,trocken::A,στεγνός,хагсу
628,voll::A,γεμάτος,дүүрң
629,leer::A,άδειος,сул
630,leer::A,άδειος,хоосн
631,offen::A,ανοιχτός,секәтә
632,geschlossen::A,κλειστός,хаалһата
633,sauber::A,καθαρός,цевр
634,schmutzig::A,βρώμικος,киртә
635,schmutzig::A,λερωμένος,киртә
636,roh::A,ωμός,түүкә
637,reif::A,ώριμος,болсн
638,lecker::A,νόστιμος,әмтәхн
639,süß::A,γλυκός,әмтәхн
640,bitter::A,πικρός,һашун
641,bitter::A,πικρός,һашута
642,sauer::A,ξινός,ишклң
643,hell::A,φωτεινός,герлтә
644,dunkel::A,σκοτεινός,харңһу
645,schwarz::A,μαύρος,хар
646,schwarz::A,μελανός,хар
647,weiß::A,άσπρος,цаһан
648,rot::A,κόκκινος,улан
649,gelb::A,κίτρινος,шар
650,blau::A,μπλε,көк
651,blau::A,γαλανός,көк
652,grün::A,πράσινος,көк
653,grau::A,γκρίζος,бор
654,bunt::A,ποικιλόχρωπος,алг
655,bunt::A,ποικιλόχρωπος,эрәтә
656,billig::A,φτηνός,кимд
657,teuer::A,ακριβός,үнтә
658,wertvoll::A,πολύτιμος,үнтә
659,wertvoll::A,πολύτιμος,эрднь
660,blind::A,τυφλός,сохр
661,taub::A,κουφός,дүлә
662,kräftig::A,δυνατός,күчтә
663,stark::A,γερός,чаңһ
664,schwach::A,αδύνατος,күчн тату
665,fett::A,παχύς,тарһн
666,schlank::A,λεπτός,эццн
667,schlank::A,λυγερός,эццн
668,hübsch::A,όμορφος,көркхн
669,hübsch::A,χαριτωμένος,көркхн
670,böse::A,κακός,уурта
671,dumm::A,κουτός,тенг
672,dumm::A,ανόητος,тенг
673,faul::A,τεμπέλης,залху
674,fleißig::A,εργατικός,кинән
675,fleißig::A,εργατικός,кинмһә
676,geizig::A,τσιγγούνης,ховдг
677,klug::A,έξυπνος,ухата
678,geschickt::A,επιδέξιος,чадмг
679,lieb::A,φίλος,эңкр
680,lieb::A,αγαπητός,эңкр
681,lustig::A,εύθυμος,сергмҗтә
682,lustig::A,εύθυμος,җирһлтә
683,lustig::A,χαρούμενος,сергмҗтә
684,lustig::A,χαρούμενος,җирһлтә
685,sanft::A,ήπιος,номһн
686,hungrig::A,πεινασμένος,өлн
687,hungrig::A,πεινασμένος,харһнсн
688,krank::A,άρρωστος,өвчтә
689,krank::A,άρρωστος,шалтгта
690,nackt::A,γυμνός,нүцкн
691,traurig::A,λυπημένος,һундлта
692,lebendig::A,ζωντανός,әмд
693,gut::A,καλός,сән
694,schlecht::A,κακός,му
695,richtig::A,σωστός,зөвтә
696,schlimm::A,άσχημος,җигшүртә
697,wahr::A,αληθής,үнн
698,wahr::A,αληθής,мөн
699,wahr::A,αληθινός,үнн
700,wahr::A,αληθινός,мөн
701,alt::A,παλιός,хуучн
702,neu::A,νέος,шин
703,neu::A,καινούργιος,шин
704,ehemalig::A,παλιός,хуучн
705,alt[Lebewesen]::A,γέρος,көгшн
706,jung::A,νέος,баһ
707,arm::A,φτωχός,угатя
708,reich::A,πλούσιος,байн
709,bekannt::A,γνωστός,таньл
710,bekannt::A,γνωστός,таньдг
711,berühmt::A,περίφημος,туурсн
712,berühmt::A,ξακουσμένος,туурсн
713,fremd::A,ξένος,күүнә
714,verschieden::A,διαφορετικός,әдл биш
715,verschieden::A,διαφορετικός,йилһәтә
716,nah::A,κοντινός,өөрхн
717,fern::A,μακριά,хол
