,Concept_ID,it,sq
195,Huhn::N,gallina,pulë
196,Hahn::N,gallo,gjel
197,Hahn::N,gallo,këndes
198,Gans::N,oca,patë
199,Adler::N,àquila,shqiponjë
200,Ente::N,ànatra,rosë
201,Eule::N,gufo,buf
202,Eule::N,civetta,buf
203,Kranich::N,gru,lejlek
204,Kranich::N,gru,kurrillë
205,Krähe::N,cornacchia,sorrë
206,Kuckuck::N,cuccù,qyqe
207,Kuckuck::N,cùculo,qyqe
208,Schwan::N,cigno,mjellmë
209,Fisch::N,pesce,peshk
210,Barsch::N,pèrsico,purtekë
211,Hecht::N,luccio,mlysh
212,Schlange[Tier]::N,serpente,gjarpër
213,Wurm::N,baco,krimb
214,Wurm::N,verme,krimb
215,Spinne::N,ragno,marimangë
216,Ameise::N,formica,thnegël
217,Ameise::N,formica,milingonë
218,Laus::N,pidocchio,morr
219,Mücke::N,zanzara,kunup
220,Mücke::N,zanzara,mushkonjë
221,Fliege::N,mosca,mizë
222,Schmetterling::N,farfalla,flutur
223,Beere::N,bacca,frutë
224,Beere::N,bacca,manaferrë
225,Apfel::N,mela,mollë
226,Pilz::N,fungo,kërpudhë
227,Zwiebel::N,cipolla,qepë
228,Saat::N,semente,farë
229,Korn::N,grano,grurë
230,Korn::N,grano,kokërr
231,Heu::N,fieno,sanë
232,Schale::N,buccia,lëkurë
233,Grube::N,cava,gropë
234,Grube::N,fossa,gropë
235,Falle::N,tràppola,kurth
236,Falle::N,tràppola,grackë
237,Schlinge::N,laccio,nyjë
238,Spur::N,traccia,gjurmë
239,Asche::N,cenere,hi
240,Dreck::N,fango,baltë
241,Eisen::N,ferro,hekur
242,Gold::N,oro,ar
243,Gold::N,oro,flori
244,Silber::N,argento,argjend
245,Kohle::N,carbone,qymyr
246,Glas::N,vetro,qelq
247,Lehm::N,argilla,argjilë
248,Sand::N,arena,rërë
249,Sand::N,sabbia,rërë
250,Mensch::N,uomo,njeri
251,Mensch::N,èssere umano,njeri
252,Mann::N,uomo,burrë
253,Mann::N,uomo,mashkull
254,Frau::N,donna,grua
255,Frau::N,donna,femër
256,Kind::N,bambino,kalama
257,Junge::N,ragazzo,djalë
258,Mädchen::N,ragazza,gocë
259,Mädchen::N,ragazza,vajzë
260,Familie::N,famiglia,familje
261,Großvater::N,nonno,gjysh
262,Großmutter::N,nonna,gjyshe
263,Eltern::N,genitori,prindër
264,Vater::N,padre,atë
265,Mutter::N,madre,nënë
266,Sohn::N,figlio,bir
267,Tochter::N,figlia,bijë
268,Bruder::N,fratello,vëlla
269,Schwester::N,sorella,motër
270,Onkel::N,zio,dajë
271,Onkel::N,zio,xhaxha
272,Tante::N,zia,teze
273,Tante::N,zia,hallë
274,Ehemann::N,marito,burrë
275,Ehemann::N,marito,bashkëshort
276,Ehefrau::N,moglie,grua
277,Ehefrau::N,moglie,bashkëshorte
278,Freude::N,gioia,gaz
279,Freude::N,gioia,gëzim
280,Freude::N,piacere,gaz
281,Freude::N,piacere,gëzim
282,Gelächter::N,risata,qeshje
283,Glück::N,felicità,lumturi
284,Kummer::N,afflizione,brengë
285,Kummer::N,afflizione,pikëllim
286,Wunsch::N,desiderio,dëshirë
287,Lust::N,voglia,epsh
288,Lust::N,voglia,dashuri
289,Geist::N,mente,frymë
290,Geist::N,mente,shpirt
291,Geist::N,spìrito,frymë
292,Geist::N,spìrito,shpirt
293,Gedanke::N,idea,ide
294,Gedanke::N,idea,mendim
295,Gedanke::N,pensiero,ide
296,Gedanke::N,pensiero,mendim
297,Gedächtnis::N,memoria,kujtesë
298,Verstand::N,intelletto,mend
299,Sinn::N,senso,kuptim
300,Sinn::N,significato,kuptim
301,Grund::N,causa,arsye
302,Grund::N,motivo,arsye
303,Grund::N,ragione,arsye
304,Wahrheit::N,verità,vërtetë
305,Gespräch::N,discorso,bisedim
306,Gespräch::N,conversazione,bisedim
307,Märchen::N,fiaba,përrallë
308,Märchen::N,fàvola,përrallë
309,Erzählung::N,racconto,tregim
310,Erzählung::N,narrazione,tregim
311,Nachricht::N,messaggio,lajm
312,Neuigkeit::N,notizia,risi
313,Name::N,nome,emër
314,Rätsel::N,indovinello,gjëzë
315,Rätsel::N,indovinello,gjëegjëzë
316,Rede::N,discorso,fjalim
317,Sprache::N,lingua,gjuhë
318,Sprache::N,linguaggio,gjuhë
319,Stimme::N,voce,zë
320,Wort::N,parola,fjalë
321,Zeichen::N,segno,shenjë
322,Zeichen::N,segnale,shenjë
323,Ruf::N,chiamata,thirrmë
324,Lärm::N,chiasso,zhurmë
325,Lärm::N,strèpito,zhurmë
326,Laut::N,suono,tingull
327,Ton::N,tono,ton
328,Lied::N,canto,këngë
329,Lied::N,canzone,këngë
330,Ruhe::N,calma,qetësi
331,Ruhe::N,tranquillità,qetësi
332,Leute::N,gente,botë
333,Leute::N,gente,njerëz
334,Volk::N,pòpolo,popull
335,Arbeit::N,lavoro,punë
336,Gast::N,òspite,mik
337,Gast::N,òspite,mysafir
338,Gast::N,invitato,mik
339,Gast::N,invitato,mysafir
340,Geschenk::N,regalo,dhuratë
341,Geschenk::N,regalo,peshqesh
342,Spiel::N,gioco,lojë
343,Gesellschaft::N,compagnìa,shoqëri
344,Hilfe::N,aiuto,ndihmë
345,Hilfe::N,soccorso,ndihmë
346,Freund::N,amico,mik
347,Kamerad::N,camerata,shok
348,Angelegenheit::N,affare,punë
349,Angelegenheit::N,faccenda,punë
350,Anzahl::N,nùmero,sasi
351,Anzahl::N,quantità,sasi
352,Art::N,tipo,lloj
353,Art::N,specie,lloj
354,Stück::N,pezzo,copë
355,Teil::N,parte,pjesë
356,Hälfte::N,metà,gjysmë
357,Kreis::N,cìrcolo,qark
358,Kreis::N,cìrcolo,rreth
359,Kreuz::N,croce,kryq
360,Linie::N,lìnea,vijë
361,Strich::N,tratto,vizë
362,Abstand::N,distanza,distancë
363,Entfernung::N,distanza,largim
364,Entfernung::N,lontananza,largim
365,Gegend::N,regione,vise
366,Gegend::N,regione,krahinë
367,Platz::N,posto,shesh
368,Platz::N,spazio,shesh
369,Ort::N,luogo,vend
370,Ort::N,località,vend
371,Seite::N,lato,anë
372,Seite::N,parte,anë
373,Mitte::N,mezzo,mes
374,Mitte::N,centro,mes
375,Gegenstand::N,oggetto,send
376,Sache::N,cosa,gjë
377,Sache::N,cosa,send
378,Rand::N,orlo,qoshe
379,Rand::N,bordo,qoshe
380,Kante::N,spìgolo,teh
381,Ecke::N,canto,qoshe
382,Spitze::N,punta,majë
383,Ende::N,capo,skaj
384,Ende::N,capo,bisht
385,Ende::N,estremità,skaj
386,Ende::N,estremità,bisht
387,Loch::N,buco,vrimë
388,Winkel::N,àngolo,kënd
389,Muster::N,disegno,mostër
390,Größe::N,taglia,madhësi
391,Größe::N,grandezza,madhësi
392,Länge::N,lunghezza,gjatësi
393,Höhe::N,altezza,lartësi
394,Gewicht::N,peso,peshë
395,Menge::N,quantità,sasi
396,Haufen::N,cùmulo,grumbull
397,Haufen::N,mucchio,grumbull
398,Reihe::N,fila,radhë
399,Reihe::N,fila,rresht
400,Boot::N,barca,barkë
401,Boot::N,barca,lundër
402,Boot::N,battello,barkë
403,Boot::N,battello,lundër
404,Ruder::N,remo,rrem
405,Schlitten::N,slitta,sajë
406,Ski::N,sci,ski
407,Lagerfeuer::N,falò,flakadan
408,Lagerfeuer::N,falò,zjarr i madh
409,Lagerfeuer::N,fuoco di bivacco,flakadan
410,Lagerfeuer::N,fuoco di bivacco,zjarr i madh
411,Last::N,càrico,barrë
412,Gang::N,andata,ecje
413,Schritt::N,passo,hap
414,Norden::N,nord,veri
415,Norden::N,settentrione,veri
416,Süden::N,sud,jug
417,Süden::N,meridione,jug
418,Westen::N,òvest,perëndim
419,Westen::N,occidente,perëndim
420,Osten::N,est,lindje
421,Osten::N,oriente,lindje
422,Holz::N,legno,dru
423,Brett::N,asse,dërrasë
424,Brett::N,tàvola,dërrasë
425,Platte::N,lastra,pllakë
426,Platte::N,piastra,pllakë
427,Stütze::N,supporto,shtyllë
428,Stütze::N,supporto,mbështetesë
429,Stange::N,sbarra,shufër
430,Stange::N,pèrtica,shufër
431,Stock::N,verga,dajak
432,Stock::N,bastone,dajak
433,Stock::N,bacchetta,dajak
434,Stab::N,asta,shkop
435,Rohr::N,tubo,tub
436,Haus::N,casa,shtëpi
437,Heim::N,casa,konak
438,Heim::N,casa,shtëpi
439,Ofen::N,stufa,sobë
440,Ofen::N,stufa,stufë
441,Fußboden::N,pavimento,dysheme
442,Tisch::N,tàvolo,tryezë
443,Stuhl::N,sedia,karrige
444,Wiege::N,culla,djep
445,Bett::N,letto,shtrat
446,Regal::N,scaffale,raft
447,Kiste::N,cassa,kuti
448,Fenster::N,finestra,dritare
449,Tür::N,porta,derë
450,Tor::N,portone,portë
451,Zaun::N,recinto,gardh
452,Dach::N,tetto,çati
453,Leiter::N,scala,shkallë
454,Leiter::N,scala a pioli,shkallë
455,Besen::N,scopa,fshesë
456,Spaten::N,vanga,lopatë
457,Schaufel::N,pala,qyrek
458,Gabel::N,forchetta,pirun
459,Löffel::N,cucchiaio,lugë
460,Messer::N,coltello,thikë
461,Nagel::N,chiodo,gozhdë
462,Netz::N,rete,rrjetë
463,Haken::N,uncino,grep
464,Haken::N,uncino,grremç
465,Griff::N,mànico,dorak
466,Griff::N,mànico,dorezë
467,Griff::N,maniglia,dorak
468,Griff::N,maniglia,dorezë
469,Schloss::N,serratura,bravë
470,Bild::N,quadro,tablo
471,Bild::N,quadro,pikturë
472,Bild::N,immàgine,tablo
473,Bild::N,immàgine,pikturë
474,Figur::N,figura,figurë
475,Puppe::N,bàmbola,kukull
476,Beutel::N,borsa,qese
477,Beutel::N,borsa,trastë
478,Beutel::N,sacchetto,qese
479,Beutel::N,sacchetto,trastë
480,Bündel::N,fascio,deng
481,Bündel::N,fagotto,deng
482,Tasche::N,borsa,çantë
483,Eimer::N,secchio,kovë
484,Deckel::N,coperchio,kapak
485,Deckel::N,coperchio,mbulesë
486,Geschirr::N,stoviglie,enë
487,Sack::N,sacco,thes
488,Sack::N,sacco,torbë
489,Tasse::N,tazza,filxhan
490,Topf::N,pèntola,kusi
491,Topf::N,pèntola,tenxhere
492,Kessel::N,paiolo,kazan
493,Kessel::N,calderone,kazan
494,Essen::N,pasto,ngrënie
495,Essen::N,mangiare,ngrënie
496,Nahrung::N,cibo,ushqim
497,Nahrung::N,alimento,ushqim
498,Speise::N,piatto,gatesë
499,Fleisch::N,carne,mish
500,Getreide::N,cereali,drithë
501,Brei::N,purè,qull
502,Brei::N,pappa,qull
503,Brot::N,pane,bukë
504,Scheibe::N,fetta,fetë
505,Scheibe::N,trancia,fetë
506,Fett::N,grasso,lyrë
507,Fett::N,grasso,yndyrë
508,Butter::N,burro,gjalpë
509,Öl::N,olio,vaj
510,Salz::N,sale,kripë
511,Suppe::N,zuppa,supë
512,Suppe::N,zuppa,çorbë
513,Suppe::N,minestra,supë
514,Suppe::N,minestra,çorbë
515,Honig::N,miele,mjaltë
516,Milch::N,latte,qumësht
517,Tee::N,tè,çaj
518,Leder::N,pelle,lëkurë
519,Wolle::N,lana,lesh
520,Stoff::N,panno,pëlhurë
521,Stoff::N,tessuto,pëlhurë
522,Nadel::N,ago,gjilpërë
523,Faden::N,filo,pe
524,Faden::N,filo,fije
525,Knopf::N,bottone,kopsë
526,Knoten::N,nodo,komb
527,Farbe::N,pittura,bojë
528,Kleidung::N,vestiti,veshje
529,Kleidung::N,vestiario,veshje
530,Hemd::N,camicia,këmishë
531,Kragen::N,bàvero,jakë
532,Kragen::N,colletto,jakë
533,Ärmel::N,mànica,mëngë
534,Hose::N,calzoni,brekë
535,Gürtel::N,cintura,rrip
536,Mütze::N,berretto,kësulë
537,Schuh::N,scarpa,këpucë
538,Stiefel::N,stivale,çizme
539,Ring::N,anello,unazë
540,Band::N,nastro,shirit
541,Band::N,fettuccia,shirit
542,Kamm::N,pèttine,krehër
543,Spiegel::N,specchio,pasqyrë
544,Riemen::N,cinghia,rrip
545,Schnur::N,corda,litar
546,Schnur::N,corda,cikomë
547,Leine::N,guinzaglio,rrip
548,Decke::N,coperta,batanije
549,Kissen::N,cuscino,jastëk
550,Kissen::N,guanciale,jastëk
551,Tuch::N,fazzoletto,shami
552,Handtuch::N,asciugamano,peshqir
553,Kraft::N,forza,forcë
554,Stärke::N,forza,koll
555,Stärke::N,vigore,koll
556,Stärke::N,fortezza,koll
557,Gesundheit::N,salute,shëndet
558,Krankheit::N,malattìa,sëmundje
559,Schmerz::N,dolore,dhimbje
560,Wunde::N,piaga,plagë
561,Wunde::N,ferita,plagë
562,Fieber::N,febbre,ethe
563,Arznei::N,fàrmaco,ilaç
564,Arznei::N,medicina,ilaç
565,Brücke::N,ponte,urë
566,Brunnen::N,pozzo,pus
567,Weide::N,pàscolo,kullotë
568,Pfad::N,sentiero,ravë
569,Pfad::N,sentiero,shteg
570,Weg::N,via,udhë
571,Weg::N,via,shteg
572,Weg::N,cammino,udhë
573,Weg::N,cammino,shteg
574,Straße::N,strada,rrugë
575,Dorf::N,paese,fshat
576,Dorf::N,paese,katund
577,Dorf::N,villaggio,fshat
578,Dorf::N,villaggio,katund
579,Stadt::N,città,qytet
580,Brief::N,lèttera,letër
581,Buch::N,libro,libër
582,Buchstabe::N,lèttera,shkronjë
583,Zeitung::N,giornale,gazetë
584,Leben::N,vita,jetë
585,Tod::N,morte,mortje
586,Grab::N,tomba,varr
587,Grab::N,sepolcro,varr
588,Kirche::N,chiesa,kishë
589,Sünde::N,peccato,mëkat
590,Sünde::N,peccato,gjynah
591,Gott::N,dio,hy
592,Gott::N,dio,zot
593,Arbeiter::N,operaio,punëtor
594,Arbeiter::N,lavoratore,punëtor
595,Chef::N,capo,shef
596,Chef::N,capo,drejtues
597,Chef::N,padrone,shef
598,Chef::N,padrone,drejtues
599,Meister::N,mastro,mjeshtër
600,Meister::N,maestro,mjeshtër
601,Arzt::N,mèdico,mjek
602,Arzt::N,mèdico,doktor
603,Arzt::N,dottore,mjek
604,Arzt::N,dottore,doktor
605,Lehrer::N,professore,mësues
606,Lehrer::N,professore,arsimtar
607,Geld::N,soldi,para
608,Geld::N,soldi,holla
609,Geld::N,denaro,para
610,Geld::N,denaro,holla
611,Geschäft::N,affare,ujdi
612,Geschäft::N,affare,biznes
613,Geschäft::N,negozio,ujdi
614,Geschäft::N,negozio,biznes
615,Laden::N,negozio,dyqan
616,Preis::N,prezzo,çmim
617,Ware::N,merce,mall
618,Nutzen::N,ùtile,dobi
619,Nutzen::N,ùtile,leverdi
620,Nutzen::N,profitto,dobi
621,Nutzen::N,profitto,leverdi
622,Reichtum::N,ricchezza,kamje
623,Reichtum::N,ricchezza,pasuri
624,Welt::N,mondo,botë
625,Land::N,paese,vend
626,Staat::N,Stato,shtet
627,König::N,re,mbret
628,Macht::N,potere,fuqi
629,Macht::N,potere,pushtet
630,Grenze::N,confine,kufi
631,Grenze::N,frontiera,kufi
632,Krieg::N,guerra,luftë
633,Feind::N,nemico,armik
634,Gewalt::N,violenza,dhunë
635,Kampf::N,lotta,luftim
636,Bogen[Waffe]::N,arco,hark
637,Pfeil::N,freccia,shigjetë
638,Gewehr::N,fucile,pushkë
639,Fehler::N,errore,gafë
640,Fehler::N,errore,gabim
641,Fehler::N,sbaglio,gafë
642,Fehler::N,sbaglio,gabim
643,Lüge::N,bugìa,gënjeshtër
644,Lüge::N,menzogna,gënjeshtër
645,Schaden::N,danno,dëm
646,Schaden::N,danno,zarar
647,Unglück::N,sfortuna,fatkeqësi
648,Schuld::N,colpa,faj
649,Alter::N,età,moshë
650,Schluss::N,fine,fund
651,Zeit::N,tempo,kohë
652,Tag::N,giorno,ditë
653,Tag::N,giornata,ditë
654,Morgen::N,mattina,mëngjes
655,Mittag::N,mezzogiorno,mesditë
656,Abend::N,sera,mbrëmje
657,Abend::N,serata,mbrëmje
658,Nacht::N,notte,natë
659,Woche::N,settimana,javë
660,Monat::N,mese,muaj
661,Jahr::N,anno,vit
662,Frühling::N,primavera,pranverë
663,Sommer::N,estate,verë
664,Herbst::N,autunno,vjeshtë
665,Winter::N,inverno,dimër
666,Januar::N,gennaio,janar
667,Februar::N,febbraio,shkurt
668,März::N,marzo,mars
669,April::N,aprile,prill
670,Mai::N,maggio,maj
671,Juni::N,giugno,qershor
672,Juli::N,luglio,korrik
673,August::N,agosto,gusht
674,September::N,settembre,shtator
675,Oktober::N,ottobre,tetor
676,November::N,novembre,nëntor
677,Dezember::N,dicembre,dhjetor
678,Montag::N,lunedì,hënë
679,Dienstag::N,martedì,martë
680,Mittwoch::N,mercoledì,mërkurë
681,Donnerstag::N,giovedì,enjte
682,Freitag::N,venerdì,premte
683,Samstag::N,sàbato,shtunë
684,Sonntag::N,domenica,diel
685,groß::A,grande,madh
686,klein::A,pìccolo,vogël
687,lang::A,lungo,gjatë
688,kurz::A,corto,shkurtër
689,breit::A,largo,gjerë
690,schmal::A,stretto,ngushtë
691,dicht::A,denso,dendur
692,dick[Gegenstand]::A,spesso,trashë
693,dünn::A,sottile,hollë
694,fein::A,fine,imët
695,fein::A,delicato,imët
696,fest::A,sodo,fortë
697,fest::A,fisso,fortë
698,flach::A,piano,sheshtë
699,flach::A,piatto,sheshtë
700,glatt::A,liscio,rrafshët
701,hart::A,duro,fortë
702,weich::A,molle,butë
703,rund::A,rotondo,rrumbullakët
704,spitz::A,aguzzo,majëmprehtë
705,spitz::A,appuntito,majëmprehtë
706,scharf::A,affilato,mprehtë
707,scharf::A,tagliente,mprehtë
708,stumpf::A,smussato,topitur
709,schwer::A,pesante,rëndë
710,schön::A,bello,bukur
711,heiß::A,caldo,nxehtë
712,heiß::A,bollente,nxehtë
713,warm::A,caldo,ngrohtë
714,kalt::A,freddo,ftohtë
715,kühl::A,fresco,freskët
716,frisch::A,fresco,pastër
717,feucht::A,ùmido,lagësht
718,nass::A,bagnato,lagur
719,trocken::A,secco,thatë
720,voll::A,pieno,plotë
721,leer::A,vuoto,bosh
722,leer::A,vuoto,zbrazët
723,offen::A,aperto,hapur
724,geschlossen::A,chiuso,mbyllur
725,sauber::A,netto,dëlirë
726,sauber::A,pulito,dëlirë
727,schmutzig::A,sporco,ndyrë
728,schmutzig::A,sùdicio,ndyrë
729,roh::A,crudo,gjallë
730,reif::A,maturo,arrirë
731,lecker::A,ghiotto,shijshëm
732,lecker::A,squisito,shijshëm
733,süß::A,dolce,ëmbël
734,bitter::A,amaro,hidhur
735,sauer::A,aspro,thartë
736,sauer::A,acerbo,thartë
737,hell::A,chiaro,me dritë
738,dunkel::A,buio,errët
739,dunkel::A,oscuro,errët
740,schwarz::A,nero,i zi
741,weiß::A,bianco,bardhë
742,rot::A,rosso,kuq
743,gelb::A,giallo,verdhë
744,blau::A,blu,blu
745,blau::A,blu,kaltër
746,blau::A,azzurro,blu
747,blau::A,azzurro,kaltër
748,grün::A,verde,blertë
749,grün::A,verde,gjelbër
750,grau::A,grigio,hirtë
751,grau::A,grigio,bojë hiri
752,bunt::A,variopinto,shumëngjyrëshëm
753,billig::A,a buon prezzo,lirë
754,billig::A,a buon mercato,lirë
755,teuer::A,caro,shtrenjtë
756,wertvoll::A,prezioso,çmuar
757,wertvoll::A,prezioso,vlershëm
758,blind::A,cieco,qorr
759,blind::A,cieco,verbër
760,taub::A,sordo,shurdhër
761,kräftig::A,forte,fuqishëm
762,kräftig::A,robusto,fuqishëm
763,stark::A,forte,fortë
764,stark::A,vigoroso,fortë
765,schwach::A,dèbole,dobët
766,fett::A,grasso,dhjamur
767,schlank::A,snello,hollë
768,schlank::A,slanciato,hollë
769,hübsch::A,bello,bukur
770,hübsch::A,bello,hijshëm
771,hübsch::A,carino,bukur
772,hübsch::A,carino,hijshëm
773,böse::A,cattivo,keq
774,dumm::A,stùpido,teveqel
775,faul::A,pigro,dembel
776,fleißig::A,diligente,zellshëm
777,geizig::A,avaro,kurnac
778,geizig::A,avaro,dorështrënguar
779,klug::A,intelligente,mençur
780,geschickt::A,àbile,aftë
781,lieb::A,caro,dashur
782,lustig::A,gaio,gëzuar
783,lustig::A,allegro,gëzuar
784,sanft::A,dolce,butë
785,hungrig::A,affamato,uritur
786,krank::A,malato,sëmurë
787,krank::A,infermo,sëmurë
788,nackt::A,nudo,lakuriq
789,nackt::A,nudo,zhveshur
790,traurig::A,triste,trishtuar
791,lebendig::A,vivo,gjallë
792,gut::A,buono,mirë
793,schlecht::A,cattivo,keq
794,richtig::A,giusto,drejtë
795,schlimm::A,grave,keq
796,wahr::A,vero,vërtetë
797,alt::A,vecchio,vjetër
798,neu::A,nuovo,i ri
799,ehemalig::A,vecchio,dikurshëm
800,ehemalig::A,d'una_volta,dikurshëm
801,alt[Lebewesen]::A,anziano,plak
802,jung::A,giovane,i ri
803,arm::A,pòvero,varfër
804,arm::A,pòvero,vobektë
805,reich::A,ricco,pasur
806,bekannt::A,noto,njohur
807,bekannt::A,conosciuto,njohur
808,berühmt::A,famoso,famshëm
809,berühmt::A,cèlebre,famshëm
810,fremd::A,estràneo,huaj
811,fremd::A,straniero,huaj
812,verschieden::A,diverso,ndryshëm
813,verschieden::A,differente,ndryshëm
814,nah::A,vicino,afërt
