,Concept_ID,cy,nl
73,Staub::N,llwch,stof
74,Rauch::N,mwg,rook
75,Funke::N,gwreichioni,vonk
76,Feuer::N,tân,vuur
77,Licht::N,golau,licht
78,Schatten::N,cysgod,schaduw
79,Wetter::N,tywydd,weer
80,Nebel::N,niwl,mist
81,Nebel::N,niwl,nevel
82,Wolke::N,cwmwl,wolk
83,Regen::N,glaw,regen
84,Schnee::N,ôd,sneeuw
85,Schnee::N,eira,sneeuw
86,Eis::N,iâ,ijs
87,Frost::N,rhew,vorst
88,Kälte::N,oerni,kou
89,Kälte::N,oerni,koude
90,Kälte::N,annwyd,kou
91,Kälte::N,annwyd,koude
92,Hitze::N,gwres,hitte
93,Raureif::N,barrug,rijp
94,Regenbogen::N,enfys,regenboog
95,Donner::N,tyrfau,donder
96,Strömung::N,cerrynt,stroming
97,Tropfen::N,dafn,druppel
98,Tropfen::N,diferyn,druppel
99,Schaum::N,ewyn,schuim
100,Schmutz::N,baw,vuil
101,Schmutz::N,budreddi,vuil
102,See::N,llyn,meer
103,Sumpf::N,cors,moeras
104,Moor::N,rhos,veen
105,Wiese::N,dôl,wei
106,Wiese::N,dôl,weide
107,Wald::N,coedwig,bos
108,Hügel::N,bryn,heuvel
109,Anhöhe::N,bryn,hoogte
110,Berg::N,mynydd,berg
111,Gipfel::N,copa,top
112,Höhle::N,ogof,hol
113,Abhang::N,llethr,helling
114,Quelle::N,tarddiad,bron
115,Quelle::N,ffynhonnell,bron
116,Bach::N,nant,beek
117,Bach::N,afonig,beek
118,Bach::N,cornant,beek
119,Fluss::N,afon,stroom
120,Ufer::N,glan,wal
121,Ufer::N,glan,oever
122,Küste::N,traeth,kust
123,Küste::N,arfordir,kust
124,Festland::N,tir,vasteland
125,Meer::N,môr,zee
126,Bucht::N,bae,baai
127,Bucht::N,bae,inham
128,Insel::N,ynys,eiland
129,Blume::N,blodyn,bloem
130,Gras::N,glaswellt,gras
131,Wurzel::N,gwreiddyn,wortel
132,Baum::N,coeden,boom
133,Stamm::N,colfen,stam
134,Stamm::N,boncyff,stam
135,Rinde::N,rhisgl,schors
136,Ast::N,cangen,tak
137,Zweig::N,cainc,twijg
138,Zweig::N,cangen,twijg
139,Blatt::N,deilen,blad
140,Birke::N,bedwen,berk
141,Kiefer[Baum]::N,pinwydden,den
142,Weide[Baum]::N,helygen,wilg
143,Tanne::N,ffynidwydden,spar
144,Horn::N,corn,hoorn
145,Feder::N,plufyn,veer
146,Feder::N,plufyn,pluim
147,Fell::N,ffwr,vel
148,Flügel::N,adain,vleugel
149,Klaue::N,crafanc,klauw
150,Kralle::N,ewin,klauw
151,Schwanz::N,cwt,staart
152,Schwanz::N,cynffon,staart
153,Ei::N,wy,ei
154,Nest::N,nyth,nest
155,Bau::N,ffau,hol
156,Tier::N,anifail,dier
157,Herde::N,praidd,kudde
158,Herde::N,diadell,kudde
159,Kuh::N,buwch,koe
160,Bulle::N,tarw,stier
161,Pferd::N,ceffyl,paard
162,Schaf::N,dafad,schaap
163,Schwein::N,mochyn,varken
164,Hund::N,ci,hond
165,Katze::N,cath,kat
166,Bär::N,arth,beer
167,Eichhörnchen::N,gwiwer,eekhoorntje
168,Elch::N,elc,eland
169,Fuchs::N,cadno,vos
170,Hase::N,ysgyfarnog,haas
171,Maus::N,llygoden,muis
172,Wolf::N,blaidd,wolf
173,Vogel::N,aderyn,vogel
174,Schwarm::N,haid,zwerm
175,Huhn::N,cyw,kip
176,Huhn::N,cyw,hoen
177,Hahn::N,ceiliog,haan
178,Gans::N,gŵydd,gans
179,Adler::N,eryr,arend
180,Ente::N,hwyad,eend
181,Eule::N,tylluan,uil
182,Kranich::N,garan,kraanvogel
183,Kranich::N,crychydd,kraanvogel
184,Krähe::N,brân,kraai
185,Kuckuck::N,cog,koekoek
186,Kuckuck::N,cwcw,koekoek
187,Schwan::N,alarch,zwaan
188,Fisch::N,pysgod,vis
189,Barsch::N,draenog,baars
190,Hecht::N,penhwyad,snoek
191,Schlange[Tier]::N,neidr,slang
192,Wurm::N,abwydyn,worm
193,Wurm::N,pryf genwair,worm
194,Spinne::N,cor,spin
195,Spinne::N,pryf copyn,spin
196,Ameise::N,morgrugyn,mier
197,Laus::N,lleuen,luis
198,Mücke::N,gwybedyn,mug
199,Fliege::N,cleren,vlieg
200,Schmetterling::N,glöyn byw,vlinder
201,Schmetterling::N,iâr fach yr haf,vlinder
202,Beere::N,aeronen,bes
203,Apfel::N,afal,appel
204,Pilz::N,madarch,paddestoel
205,Zwiebel::N,nionyn,ui
206,Zwiebel::N,winwnsyn,ui
207,Saat::N,had,zaad
208,Korn::N,grawn,graan
209,Korn::N,grawn,korrel
210,Heu::N,gwair,hooi
211,Schale::N,croen,schil
212,Schale::N,plisgyn,schil
213,Grube::N,pwll,kuil
214,Grube::N,pydew,kuil
215,Falle::N,magl,val
216,Schlinge::N,cwlwm rhedeg,strop
217,Spur::N,ôl,spoor
218,Asche::N,lludw,as
219,Dreck::N,baw,drek
220,Dreck::N,budreddi,drek
221,Eisen::N,haearn,ijzer
222,Gold::N,aur,goud
223,Silber::N,arian,zilver
224,Kohle::N,glo,kool
225,Glas::N,gwydr,glas
226,Lehm::N,clai,klei
227,Sand::N,tywod,zand
228,Mensch::N,dyn,mens
229,Mann::N,dyn,man
230,Frau::N,merch,vrouw
231,Frau::N,gwraig,vrouw
232,Kind::N,plentyn,kind
233,Junge::N,hogyn,jongen
234,Junge::N,bachgen,jongen
235,Mädchen::N,merch,meisje
236,Mädchen::N,geneth,meisje
237,Familie::N,teulu,gezin
238,Familie::N,teulu,familie
239,Familie::N,tylwyth,gezin
240,Familie::N,tylwyth,familie
241,Großvater::N,taid,grootvader
242,Großvater::N,tad-cu,grootvader
243,Großmutter::N,nain,grootmoeder
244,Großmutter::N,mam-gu,grootmoeder
245,Eltern::N,rhieni,ouders
246,Vater::N,tad,vader
247,Mutter::N,mam,moeder
248,Sohn::N,mab,zoon
249,Tochter::N,merch,dochter
250,Bruder::N,brawd,broer
251,Bruder::N,brawd,broeder
252,Schwester::N,chwaer,zus
253,Schwester::N,chwaer,zuster
254,Onkel::N,ewythr,oom
255,Tante::N,modryb,tante
256,Ehemann::N,gŵr,echtgenoot
257,Ehefrau::N,gwraig,echtgenote
258,Freude::N,gorfoledd,vreugde
259,Gelächter::N,chwerthin,gelach
260,Glück::N,hapusrwydd,geluk
261,Kummer::N,galar,verdriet
262,Wunsch::N,dymuniad,wens
263,Wunsch::N,dymuniad,verlangen
264,Lust::N,chwant,zin
265,Lust::N,chwant,lust
266,Geist::N,ysbryd,geest
267,Gedanke::N,meddwl,gedachte
268,Gedächtnis::N,cof,geheugen
269,Verstand::N,meddwl,verstand
270,Sinn::N,ystyr,betekenis
271,Grund::N,achos,reden
272,Grund::N,rheswm,reden
273,Wahrheit::N,gwir,waarheid
274,Wahrheit::N,gwirionedd,waarheid
275,Gespräch::N,sgwrs,gesprek
276,Märchen::N,chwedl werin,sprookje
277,Erzählung::N,stori,verhaal
278,Nachricht::N,neges,tijding
279,Neuigkeit::N,newydd,nieuws
280,Neuigkeit::N,newydd,nieuwtje
281,Name::N,enw,naam
282,Rätsel::N,pos,raadsel
283,Rede::N,araith,rede
284,Sprache::N,iaith,taal
285,Stimme::N,llais,stem
286,Wort::N,gair,woord
287,Zeichen::N,arwydd,teken
288,Ruf::N,galwad,roep
289,Lärm::N,trwst,lawaai
290,Laut::N,sain,klank
291,Laut::N,sain,geluid
292,Ton::N,tôn,toon
293,Ton::N,tôn,klank
294,Lied::N,cân,lied
295,Ruhe::N,tawelwch,rust
296,Ruhe::N,tawelwch,stilte
297,Leute::N,pobl,lui
298,Leute::N,pobl,mensen
299,Volk::N,pobl,volk
300,Arbeit::N,gwaith,werk
301,Arbeit::N,gwaith,arbeid
302,Gast::N,gwestai,gast
303,Geschenk::N,rhodd,cadeau
304,Geschenk::N,rhodd,geschenk
305,Geschenk::N,anrheg,cadeau
306,Geschenk::N,anrheg,geschenk
307,Spiel::N,chwarae,spel
308,Gesellschaft::N,cwmni,gezelschap
309,Hilfe::N,cymorth,hulp
310,Freund::N,cyfaill,vriend
311,Kamerad::N,cydymaith,maat
312,Kamerad::N,cydymaith,metgezel
313,Angelegenheit::N,pwnc,zaak
314,Angelegenheit::N,pwnc,aangelegenheid
315,Anzahl::N,cyfrif,tal
316,Anzahl::N,cyfrif,aantal
317,Art::N,bath,slag
318,Art::N,bath,soort
319,Stück::N,darn,stuk
320,Teil::N,rhan,deel
321,Hälfte::N,hanner,helft
322,Kreis::N,cylch,kring
323,Kreis::N,cylch,cirkel
324,Kreuz::N,croes,kruis
325,Linie::N,llinell,lijn
326,Strich::N,strôc,haal
327,Strich::N,strôc,streep
328,Strich::N,trawiad,haal
329,Strich::N,trawiad,streep
330,Abstand::N,bwlch,afstand
331,Abstand::N,pellter,afstand
332,Entfernung::N,pellter,afstand
333,Gegend::N,cylch,streek
334,Platz::N,lle,ruimte
335,Ort::N,lle,oord
336,Ort::N,lle,plaats
337,Seite::N,ochr,zij
338,Seite::N,ochr,kant
339,Seite::N,ochr,zijde
340,Mitte::N,canol,midden
341,Gegenstand::N,eitem,voorwerp
342,Sache::N,peth,zaak
343,Rand::N,cwr,rand
344,Rand::N,cwr,boord
345,Rand::N,ymyl,rand
346,Rand::N,ymyl,boord
347,Kante::N,min,kant
348,Kante::N,ymyl,kant
349,Ecke::N,cornel,hoek
350,Spitze::N,blaen,punt
351,Spitze::N,blaen,spits
352,Ende::N,pen,einde
353,Ende::N,pen,uiteinde
354,Loch::N,twll,gat
355,Winkel::N,congl,hoek
356,Muster::N,patrwm,dessin
357,Muster::N,patrwm,patroon
358,Größe::N,maint,grootte
359,Größe::N,maintioli,grootte
360,Länge::N,hyd,lengte
361,Höhe::N,uchder,hoogte
362,Gewicht::N,pwysau,gewicht
363,Menge::N,swm,hoeveelheid
364,Menge::N,maint,hoeveelheid
365,Haufen::N,pentwr,hoop
366,Reihe::N,rhes,rij
367,Reihe::N,rhes,reeks
368,Boot::N,cwch,boot
369,Ruder::N,rhwyf,roeiriem
370,Schlitten::N,sled,slee
371,Schlitten::N,sled,slede
372,Schlitten::N,car llusg,slee
373,Schlitten::N,car llusg,slede
374,Ski::N,sgi,ski
375,Lagerfeuer::N,coelcerth,kampvuur
376,Last::N,llwyth,last
377,Last::N,llwyth,vracht
378,Gang::N,tro,wandeling
379,Schritt::N,cam,stap
380,Schritt::N,cam,schrede
381,Norden::N,gogledd,noorden
382,Süden::N,de,zuiden
383,Westen::N,gorllewin,westen
384,Osten::N,dwyrain,oosten
385,Holz::N,pren,hout
386,Brett::N,bwrdd,plank
387,Brett::N,astell,plank
388,Platte::N,llech,plaat
389,Stütze::N,ateg,stut
390,Stütze::N,ateg,steun
391,Stütze::N,cynhalydd,stut
392,Stütze::N,cynhalydd,steun
393,Stange::N,polyn,stang
394,Stock::N,ffon,stok
395,Stock::N,brigyn,stok
396,Stab::N,ffon,staf
397,Rohr::N,pibell,pijp
398,Haus::N,tŷ,huis
399,Heim::N,cartref,tehuis
400,Ofen::N,stof,kachel
401,Fußboden::N,llawr,vloer
402,Tisch::N,bwrdd,tafel
403,Stuhl::N,cadair,stoel
404,Wiege::N,crud,wieg
405,Bett::N,gwely,bed
406,Regal::N,silff,rek
407,Kiste::N,bocs,kist
408,Kiste::N,blwch,kist
409,Fenster::N,ffenestr,raam
410,Fenster::N,ffenestr,venster
411,Tür::N,drws,deur
412,Tor::N,porth,poort
413,Zaun::N,ffens,omheining
414,Dach::N,to,dak
415,Leiter::N,ysgol,ladder
416,Besen::N,ysgub,bezem
417,Spaten::N,rhaw,schop
418,Schaufel::N,rhaw,schep
419,Gabel::N,fforc,vork
420,Löffel::N,llwy,lepel
421,Messer::N,cyllell,mes
422,Nagel::N,hoel,spijker
423,Netz::N,gwe,net
424,Netz::N,rhwyd,net
425,Haken::N,bach,haak
426,Griff::N,carn,handvat
427,Schloss::N,clo,slot
428,Bild::N,llun,beeld
429,Bild::N,pictiwr,beeld
430,Figur::N,ffigur,figuur
431,Puppe::N,dol,pop
432,Beutel::N,cwd,zak
433,Beutel::N,cwd,buidel
434,Bündel::N,bwndel,pak
435,Bündel::N,bwndel,bundel
436,Bündel::N,coflaid,pak
437,Bündel::N,coflaid,bundel
438,Tasche::N,cod,tas
439,Eimer::N,bwced,emmer
440,Eimer::N,cunnog,emmer
441,Deckel::N,caead,deksel
442,Geschirr::N,llestri,vaatwerk
443,Sack::N,sach,zak
444,Tasse::N,cwpan,kop
445,Topf::N,pot,pan
446,Topf::N,crochan,pan
447,Kessel::N,tegell,ketel
448,Essen::N,pryd o fwyd,eten
449,Nahrung::N,bwyd,voedsel
450,Speise::N,saig,spijs
451,Fleisch::N,cig,vlees
452,Getreide::N,ŷd,graan
453,Getreide::N,llafur,graan
454,Brei::N,uwd,pap
455,Brei::N,uwd,brij
456,Brot::N,bara,brood
457,Scheibe::N,tafell,plak
458,Scheibe::N,tafell,snede
459,Fett::N,saim,vet
460,Fett::N,braster,vet
461,Butter::N,ymenyn,boter
462,Öl::N,olew,olie
463,Salz::N,halen,zout
464,Suppe::N,cawl,soep
465,Honig::N,mêl,honing
466,Milch::N,llaeth,melk
467,Milch::N,llefrith,melk
468,Tee::N,te,thee
469,Leder::N,lledr,leer
470,Leder::N,lledr,leder
471,Wolle::N,gwlân,wol
472,Stoff::N,lliain,stof
473,Stoff::N,brethyn,stof
474,Nadel::N,nodwydd,naald
475,Faden::N,edau,draad
476,Faden::N,edefyn,draad
477,Knopf::N,botwm,knoop
478,Knoten::N,cwlwm,knoop
479,Farbe::N,paent,verf
480,Kleidung::N,dillad,kledij
481,Kleidung::N,dillad,kleding
482,Kleidung::N,gwisgoedd,kledij
483,Kleidung::N,gwisgoedd,kleding
484,Hemd::N,crys,hemd
485,Kragen::N,coler,kraag
486,Ärmel::N,llawes,mouw
487,Hose::N,trowsus,broek
488,Hose::N,trowsus,pantalon
489,Gürtel::N,gwregys,riem
490,Gürtel::N,gwregys,gordel
491,Mütze::N,cap,muts
492,Schuh::N,esgid,schoen
493,Stiefel::N,botasen,laars
494,Ring::N,modrwy,ring
495,Band::N,rhuban,lint
496,Kamm::N,crib,kam
497,Spiegel::N,drych,spiegel
498,Riemen::N,strap,riem
499,Schnur::N,llinyn,koord
500,Leine::N,tennyn,lijn
501,Decke::N,blanced,deken
502,Decke::N,gwrthban,deken
503,Kissen::N,clustog,kussen
504,Kissen::N,gobennydd,kussen
505,Tuch::N,sgarff,doek
506,Handtuch::N,tywel,handdoek
507,Handtuch::N,lliain sychu,handdoek
508,Kraft::N,grym,kracht
509,Stärke::N,nerth,sterkte
510,Stärke::N,cryfder,sterkte
511,Gesundheit::N,iechyd,gezondheid
512,Krankheit::N,afiechyd,ziekte
513,Krankheit::N,anhwylder,ziekte
514,Schmerz::N,poen,pijn
515,Schmerz::N,gwayw,pijn
516,Wunde::N,clwyf,wond
517,Fieber::N,twymyn,koorts
518,Arznei::N,meddyginiaeth,medicament
519,Arznei::N,meddyginiaeth,geneesmiddel
520,Brücke::N,pont,brug
521,Brunnen::N,ffynnon,put
522,Brunnen::N,ffynnon,bron
523,Weide::N,porfa,wei
524,Weide::N,porfa,weide
525,Pfad::N,llwybr,pad
526,Weg::N,ffordd,weg
527,Straße::N,heol,baan
528,Straße::N,heol,straat
529,Straße::N,ffordd,baan
530,Straße::N,ffordd,straat
531,Dorf::N,pentref,dorp
532,Stadt::N,tref,stad
533,Brief::N,llythyr,brief
534,Buch::N,llyfr,boek
535,Buchstabe::N,llythyren,letter
536,Zeitung::N,papur newydd,krant
537,Zeitung::N,papur newydd,dagblad
538,Leben::N,bywyd,leven
539,Tod::N,marwolaeth,dood
540,Grab::N,bedd,graf
541,Kirche::N,eglwys,kerk
542,Sünde::N,pechod,zonde
543,Gott::N,duw,god
544,Arbeiter::N,gweithiwr,arbeider
545,Chef::N,pennaeth,chef
546,Meister::N,meistr,meester
547,Arzt::N,meddyg,arts
548,Arzt::N,meddyg,dokter
549,Lehrer::N,athro,leraar
550,Lehrer::N,athro,onderwijzer
551,Geld::N,pres,geld
552,Geld::N,arian,geld
553,Geschäft::N,busnes,zaak
554,Laden::N,siop,winkel
555,Preis::N,pris,prijs
556,Ware::N,nwydd,waar
557,Nutzen::N,elw,nut
558,Nutzen::N,elw,voordeel
559,Nutzen::N,budd,nut
560,Nutzen::N,budd,voordeel
561,Reichtum::N,cyfoeth,rijkdom
562,Welt::N,byd,wereld
563,Land::N,gwlad,land
564,Staat::N,gwladwriaeth,staat
565,König::N,brenin,koning
566,Macht::N,grym,macht
567,Macht::N,awdurdod,macht
568,Grenze::N,ffin,grens
569,Grenze::N,goror,grens
570,Krieg::N,rhyfel,oorlog
571,Feind::N,gelyn,vijand
572,Gewalt::N,ffyrnigrwydd,geweld
573,Kampf::N,brwydr,strijd
574,Kampf::N,brwydr,gevecht
575,Bogen[Waffe]::N,bwa,boog
576,Pfeil::N,saeth,pijl
577,Gewehr::N,dryll,geweer
578,Fehler::N,gwall,fout
579,Fehler::N,camgymeriad,fout
580,Lüge::N,celwydd,leugen
581,Lüge::N,anwiredd,leugen
582,Schaden::N,niwed,schade
583,Schaden::N,difrod,schade
584,Unglück::N,anffawd,tegenspoed
585,Schuld::N,bai,schuld
586,Alter::N,oed,leeftijd
587,Schluss::N,diwedd,slot
588,Zeit::N,amser,tijd
589,Tag::N,dydd,dag
590,Tag::N,diwrnod,dag
591,Morgen::N,bore,morgen
592,Morgen::N,bore,ochtend
593,Mittag::N,nawn,middag
594,Abend::N,noswaith,avond
595,Nacht::N,nos,nacht
596,Woche::N,wythnos,week
597,Monat::N,mis,maand
598,Jahr::N,blwyddyn,jaar
599,Frühling::N,gwanwyn,lente
600,Frühling::N,gwanwyn,voorjaar
601,Sommer::N,haf,zomer
602,Herbst::N,hydref,herfst
603,Winter::N,gaeaf,winter
604,Januar::N,Ionawr,januari
605,Februar::N,Chwefror,februari
606,März::N,Mawrth,maart
607,April::N,Ebrill,april
608,Mai::N,Mai,mei
609,Juni::N,Mehefin,juni
610,Juli::N,Gorffennaf,juli
611,August::N,Awst,augustus
612,September::N,Medi,september
613,Oktober::N,Hydref,oktober
614,November::N,Tachwedd,november
615,Dezember::N,Rhagfyr,december
616,Montag::N,dydd Llun,maandag
617,Dienstag::N,dydd Mawrth,dinsdag
618,Mittwoch::N,dydd Mercher,woensdag
619,Donnerstag::N,dydd Iau,donderdag
620,Freitag::N,dydd Gwener,vrijdag
621,Samstag::N,dydd Sadwrn,zaterdag
622,Sonntag::N,dydd Sul,zondag
623,groß::A,mawr,groot
624,klein::A,bach,klein
625,lang::A,hir,lang
626,kurz::A,byr,kort
627,kurz::A,cwta,kort
628,breit::A,llydan,breed
629,schmal::A,cul,smal
630,dicht::A,dwys,dicht
631,dick[Gegenstand]::A,trwchus,dik
632,dünn::A,tenau,dun
633,fein::A,main,fijn
634,fest::A,cadarn,vast
635,flach::A,gwastad,plat
636,glatt::A,llyfn,glad
637,hart::A,caled,hard
638,weich::A,meddal,week
639,rund::A,crwn,rond
640,spitz::A,pigfain,spits
641,spitz::A,pigfain,puntig
642,scharf::A,miniog,scherp
643,stumpf::A,pŵl,stomp
644,schwer::A,trwm,zwaar
645,schön::A,teg,mooi
646,schön::A,teg,fraai
647,schön::A,hardd,mooi
648,schön::A,hardd,fraai
649,schön::A,prydferth,mooi
650,schön::A,prydferth,fraai
651,heiß::A,poeth,heet
652,warm::A,twym,warm
653,warm::A,cynnes,warm
654,kalt::A,oer,koud
655,kühl::A,oeraidd,koel
656,frisch::A,iach,fris
657,feucht::A,llaith,vochtig
658,nass::A,gwlyb,nat
659,trocken::A,sych,droog
660,voll::A,llawn,vol
661,leer::A,gwag,leeg
662,offen::A,agored,open
663,geschlossen::A,caead,gesloten
664,geschlossen::A,caeëdig,gesloten
665,sauber::A,glân,net
666,sauber::A,glân,schoon
667,schmutzig::A,budr,vuil
668,schmutzig::A,brwnt,vuil
669,roh::A,amrwd,rauw
670,reif::A,aeddfed,rijp
671,lecker::A,blasus,lekker
672,lecker::A,danteithiol,lekker
673,süß::A,melys,zoet
674,bitter::A,chwerw,bitter
675,sauer::A,sur,zuur
676,hell::A,disglair,licht
677,hell::A,disglair,helder
678,dunkel::A,tywyll,donker
679,schwarz::A,du,zwart
680,weiß::A,gwyn,wit
681,rot::A,coch,rood
682,gelb::A,melyn,geel
683,blau::A,glas,blauw
684,grün::A,gwyrdd,groen
685,grau::A,llwyd,grijs
686,bunt::A,lliwgar,bont
687,billig::A,rhad,goedkoop
688,teuer::A,drud,duur
689,wertvoll::A,gwerthfawr,kostbaar
690,wertvoll::A,gwerthfawr,waardevol
691,blind::A,dall,blind
692,taub::A,byddar,doof
693,kräftig::A,nerthol,krachtig
694,kräftig::A,grymus,krachtig
695,stark::A,cryf,sterk
696,stark::A,cadarn,sterk
697,schwach::A,gwan,zwak
698,fett::A,tew,vet
699,schlank::A,main,slank
700,hübsch::A,tlws,leuk
701,böse::A,drwg,kwaad
702,dumm::A,twp,dom
703,faul::A,diog,lui
704,fleißig::A,dyfal,vlijtig
705,geizig::A,crintach,gierig
706,geizig::A,cybyddlyd,gierig
707,klug::A,deallus,slim
708,klug::A,deallus,schrander
709,klug::A,deallus,verstandig
710,geschickt::A,medrus,handig
711,geschickt::A,medrus,vaardig
712,geschickt::A,deheuig,handig
713,geschickt::A,deheuig,vaardig
714,lieb::A,hoff,lief
715,lieb::A,annwyl,lief
716,lustig::A,llon,vrolijk
717,sanft::A,mwyn,zacht
718,hungrig::A,newynog,hongerig
719,krank::A,sâl,ziek
720,krank::A,gwael,ziek
721,nackt::A,noeth,naakt
722,traurig::A,trist,treurig
723,traurig::A,trist,bedroefd
724,lebendig::A,yn fyw,levend
725,gut::A,da,goed
726,schlecht::A,drwg,slecht
727,schlecht::A,gwael,slecht
728,richtig::A,cywir,juist
729,schlimm::A,enbyd,erg
730,schlimm::A,enbyd,kwaad
731,wahr::A,gwir,waar
732,alt::A,hen,oud
733,neu::A,newydd,nieuw
734,ehemalig::A,blaenorol,voormalig
735,alt[Lebewesen]::A,oedrannus,oud
736,jung::A,ifanc,jong
737,arm::A,tlawd,arm
738,reich::A,cyfoethog,rijk
739,bekannt::A,cynefin,bekend
740,bekannt::A,cyfarwydd,bekend
741,berühmt::A,enwog,beroemd
742,fremd::A,estron,vreemd
743,verschieden::A,gwahanol,verscheiden
744,verschieden::A,gwahanol,verschillend
745,nah::A,agos,nabij
746,nah::A,agos,nabijgelegen
747,fern::A,pell,ver
748,linker::A,aswy,linker
749,linker::A,chwith,linker
750,rechter::A,de,rechter
751,rechter::A,deau,rechter
752,anderer::A,arall,andere
753,erster::A,cyntaf,eerste
754,zweiter::A,ail,tweede
755,dritter::A,trydydd,derde
756,letzter::A,olaf,laatste
757,allein::ADV,unig,alleen
758,allein::ADV,ar ei ben ei hun,alleen
759,auf einmal::ADV,ar yr un pryd,ineens
760,auf einmal::ADV,ar yr un pryd,tegelijk
761,zusammen::ADV,ynghyd,samen
762,zusammen::ADV,ynghyd,bijeen
763,zusammen::ADV,gyda'i gilydd,samen
764,zusammen::ADV,gyda'i gilydd,bijeen
765,lange::ADV,amser hir,lang
766,plötzlich::ADV,yn sydyn,eensklaps
767,plötzlich::ADV,yn sydyn,plotsklaps
768,sofort::ADV,ar unwaith,terstond
769,sofort::ADV,ar unwaith,aanstonds
770,sofort::ADV,ar unwaith,onmiddelijk
771,später::ADV,yn ddiweddarach,later
772,jetzt::ADV,yn awr,nu
773,jetzt::ADV,yn awr,nou
774,jetzt::ADV,yn awr,thans
775,heute::ADV,heddiw,heden
776,heute::ADV,heddiw,vandaag
777,morgen::ADV,yfory,morgen
778,bald::ADV,yn fuan,gauw
779,bald::ADV,yn fuan,weldra
780,bald::ADV,gyda hyn,gauw
781,bald::ADV,gyda hyn,weldra
782,dann::ADV,yna,dan
783,dann::ADV,yna,toen
784,dann::ADV,y pryd hwnnw,dan
785,dann::ADV,y pryd hwnnw,toen
786,gestern::ADV,ddoe,gisteren
787,einst::ADV,gynt,eens
788,damals::ADV,ar y pryd,toen
789,damals::ADV,ar y pryd,destijds
790,damals::ADV,bryd hynny,toen
791,damals::ADV,bryd hynny,destijds
792,danach::ADV,wedyn,daarna
793,vorher::ADV,o'r blaen,vooraf
794,vorher::ADV,o'r blaen,van tevoren
795,zuerst::ADV,yn gyntaf,eerst
796,zuerst::ADV,yn gyntaf,het eerst
797,einmal::ADV,unwaith,eens
798,einmal::ADV,unwaith,eenmaal
799,manchmal::ADV,weithiau,soms
800,manchmal::ADV,ar brydiau,soms
801,oft::ADV,yn aml,vaak
802,oft::ADV,yn aml,dikwijls
803,oft::ADV,yn fynych,vaak
804,oft::ADV,yn fynych,dikwijls
805,immer::ADV,bob amser,altijd
806,niemals::ADV,ni ... byth,nooit
807,niemals::ADV,ni ... erioed,nooit
808,hier::ADV,yma,hier
809,hierhin::ADV,hyd yma,hierheen
810,von hier::ADV,oddi yma,van hier
811,von hier::ADV,oddi yma,hiervandaan
812,dort::ADV,acw,daar
813,dort::ADV,acw,ginds
814,dorthin::ADV,tuag yno,daarheen
815,geradeaus::ADV,syth ymlaen,rechtuit
816,geradeaus::ADV,syth ymlaen,rechtdoor
817,vorwärts::ADV,ymlaen,vooruit
