,Concept_ID,tt,os
1406,vergessen::V,оныту,айрох кæнын
1407,messen::V,үлчәү,барын
1408,zählen::V,санау,нымайын
1409,rechnen::V,исәпләү,хынцын
1410,lesen::V,уку,кӕсын
1411,lesen::V,уку,фӕрсын
1412,malen::V,рәсем ясау,ныв кӕнын
1413,malen::V,сурәт ясау,ныв кӕнын
1414,malen::V,сурәтләү,ныв кӕнын
1415,zeichnen::V,язу-сызу,ныв кӕнын
1416,zeichnen::V,сурәт ясау,ныв кӕнын
1417,schreiben::V,язу,фыссын
1418,besitzen::V,биләү,хицау уын
1419,kaufen::V,алу,балхӕнын
1420,verkaufen::V,сату,уӕй кӕнын
1421,bezahlen::V,түләү,бафидын
1422,zahlen::V,түләү,фидын
1423,beherrschen::V,ия булу,æлдариуæг кæнын
1424,ertragen::V,чыдау,бавзарын
