,Concept_ID,tt,os
129,Wurzel::N,тамыр,уидаг
130,Baum::N,агач,бӕлас
131,Stamm::N,кәүсә,хӕтӕл
132,Rinde::N,кабык,цъар
133,Ast::N,ботак,арх
134,Zweig::N,ботак,къалиу
135,Zweig::N,тармак,къалиу
136,Blatt::N,яфрак,сыф
137,Birke::N,каен,бæрз
138,Kiefer[Baum]::N,нарат,нӕзы
139,Weide[Baum]::N,тал,хӕрис
140,Tanne::N,чыршы,наз
141,Horn::N,мөгез,сыкъа
142,Feder::N,йон,сис
143,Fell::N,тире,царм
144,Flügel::N,канат,базыр
145,Klaue::N,тырнак,ных
146,Kralle::N,тырнак,дзӕмбы
147,Schwanz::N,койрык,къӕдзил
148,Ei::N,күкәй,айк
149,Ei::N,йомырка,айк
150,Nest::N,оя,ахстон
151,Bau::N,өн,хуынкъ
152,Tier::N,хайван,сырд
153,Tier::N,хайван,цӕрӕгой
154,Herde::N,көтү,дзуг
155,Herde::N,көтү,рӕгъау
156,Kuh::N,сыер,хъуг
157,Bulle::N,үгез,гал
158,Pferd::N,ат,бӕх
159,Schaf::N,сарык,фыс
160,Schwein::N,дуңгыз,хуы
161,Hund::N,эт,куыдз
162,Katze::N,песи,гӕды
163,Bär::N,аю,арс
164,Eichhörnchen::N,тиен,æхсæрæг
165,Elch::N,поши,цæгатаг саг
166,Fuchs::N,төлке,рувас
167,Hase::N,куян,тæрхъус
168,Maus::N,тычкан,мыст
169,Wolf::N,бүре,бирӕгъ
170,Vogel::N,кош,цъиу
171,Vogel::N,кош,маргъ
172,Schwarm::N,көтү,бал
173,Huhn::N,тавык,карк
174,Hahn::N,әтәч,уасӕг
175,Gans::N,каз,хъаз
176,Adler::N,каракош,цӕргӕс
177,Ente::N,үрдәк,ацц
178,Eule::N,ябалак, уыг
179,Eule::N,ябалак,сидахъ
180,Kranich::N,торна,зырнæг
181,Kranich::N,торна,хърихъупп
182,Krähe::N,карга,халон
183,Kuckuck::N,күке,гаккук
184,Kuckuck::N,кәккүк,гаккук
185,Schwan::N,аккош,доныхъаз
186,Fisch::N,балык,кӕсаг
187,Barsch::N,алабуга,окунь
188,Hecht::N,чуртан,хихор кӕсаг
189,Schlange[Tier]::N,елан,калм
190,Wurm::N,корт,зулкъ
191,Wurm::N,корт,къуыдыргалм
192,Spinne::N,үрмәкүч,хӕлуарӕг
193,Ameise::N,кырмыска,мæлдзыг
194,Laus::N,бет,сыст
195,Mücke::N,черки,къогъо
196,Mücke::N,озынборын,къогъо
197,Fliege::N,чебен,бындз
198,Schmetterling::N,күбәләк,гæлæбу
199,Beere::N,җиләк,гагадыргъ
200,Apfel::N,алма,фӕткъуы
201,Pilz::N,гөмбә,зокъо
202,Pilz::N,гөмбә,къозо
203,Zwiebel::N,суган,хъӕдындз
204,Zwiebel::N,суганбаш,хъӕдындз
205,Saat::N,орлык,тауинаг
206,Saat::N,орлык,мыггаг
207,Korn::N,иген,мыггаг
208,Korn::N,иген,тауинаг
209,Korn::N,орлык,мыггаг
210,Korn::N,орлык,тауинаг
211,Heu::N,печән,хос
212,Schale::N,кабык,цъар
213,Grube::N,баз,урм
214,Grube::N,баз,къахт
215,Grube::N,баз,дзыхъхъ
216,Grube::N,чокыр,урм
217,Grube::N,чокыр,къахт
218,Grube::N,чокыр,дзыхъхъ
219,Falle::N,тозак,цъысым
220,Falle::N,тозак,къӕппӕг
221,Falle::N,капкын,цъысым
222,Falle::N,капкын,къӕппӕг
223,Schlinge::N,элмәк,цасм
224,Spur::N,эз,фæд
225,Asche::N,көл,фӕнык
226,Asche::N,көл,ӕртхутӕг
227,Dreck::N,пычрак,цъыф
228,Eisen::N,тимер,ӕфсӕйнаг
229,Gold::N,алтын,сыгъзӕрин
230,Silber::N,көмеш,ӕвзист
231,Kohle::N,күмер,ӕвзалы
232,Glas::N,пыяла,авг
233,Lehm::N,балчык,ӕлыг
234,Sand::N,ком,змис
235,Mensch::N,адәм,лӕг
236,Mensch::N,адәм,адӕймаг
237,Mensch::N,адәм,удгоймаг
238,Mensch::N,инсан,лӕг
239,Mensch::N,инсан,адӕймаг
240,Mensch::N,инсан,удгоймаг
241,Mann::N,ир,лӕг
242,Mann::N,ир,нӕлгоймаг
243,Frau::N,хатын,сылгоймаг
244,Kind::N,бала,сывӕллон
245,Junge::N,малай,лӕппу
246,Mädchen::N,кыз,чызг
247,Familie::N,гаилә,бинонтæ
248,Großvater::N,бабай,фыдыфыд
249,Großvater::N,бабай,мадыфыд
250,Großmutter::N,әби,фыды мад
251,Großmutter::N,әби,мады мад
252,Eltern::N,ата-ана,ныййарджытæ
253,Vater::N,ата,фыд
254,Mutter::N,ана,мад
255,Sohn::N,ул,фырт
256,Tochter::N,кыз,чызг
257,Bruder::N,кардәш,ӕфсымӕр
258,Schwester::N,апа,хо
259,Schwester::N,сеңел,хо
260,Onkel::N,дәдә,фыдыфсымӕр
261,Onkel::N,дәдәй,фыдыфсымӕр
262,Tante::N,түти,мадыхо
263,Tante::N,тәтәй,мадыхо
264,Ehemann::N,ир,мой
265,Ehefrau::N,хатын,ус
266,Freude::N,сөенеч,цин
267,Freude::N,сөенеч,циндзинад
268,Gelächter::N,көлү,худын
269,Gelächter::N,көлү,худт
270,Gelächter::N,көлү,худæг
271,Gelächter::N,көлеш,худын
272,Gelächter::N,көлеш,худт
273,Gelächter::N,көлеш,худæг
274,Glück::N,бәхет,амонд
275,Kummer::N,хәсрәт,хъыг
276,Wunsch::N,теләк,бӕллиц
277,Lust::N,теләк,монц
278,Lust::N,теләү,монц
279,Geist::N,рух,уд
280,Gedanke::N,уй,хъуыды
281,Gedanke::N,фикер,хъуыды
282,Gedächtnis::N,хәтер,мысæн
283,Gedächtnis::N,хәтер,мысын
284,Gedächtnis::N,хәтер,зæрдылдарын
285,Verstand::N,акыл,зонд
286,Sinn::N,мәгънә,нысаниуæг
287,Grund::N,сәбәп,ӕфсон
288,Wahrheit::N,хак,æцæг
289,Gespräch::N,әңгәмә,ныхас
290,Märchen::N,әкият,аргъау
291,Erzählung::N,хикәя,радзырд
292,Nachricht::N,хәбәр,уац
293,Neuigkeit::N,яңалык,хабар
294,Name::N,исем,ном
295,Rätsel::N,табышмак,уыци-уыци
296,Rätsel::N,табышмак,базон-базон
297,Rede::N,нотык,раныхас
298,Sprache::N,тел,ӕвзаг
299,Stimme::N,тавыш,хъӕлӕс
300,Wort::N,сүз,дзырд
301,Zeichen::N,ишарә,нысан
302,Ruf::N,дәшү,сидт
303,Lärm::N,шау,уынæр
304,Laut::N,аваз,зӕл
305,Laut::N,аваз,мыр
306,Ton::N,шалтырату,мыр
307,Lied::N,җыр,зарӕг
308,Ruhe::N,тынлык,æнцой
309,Leute::N,халык,адӕм
310,Volk::N,халык,адӕм
311,Arbeit::N,эш,фӕллой
312,Arbeit::N,хезмәт,фӕллой
313,Gast::N,кунак,уазӕг
314,Geschenk::N,бүләк,хуын
315,Spiel::N,уен,хъазт
316,Gesellschaft::N,җәмгыять,дзыллæ
317,Gesellschaft::N,җәмгыять,æхсæнад
318,Hilfe::N,ярдәм,æххуыс
319,Hilfe::N,ярдәм,ахъаз
320,Hilfe::N,булышлык,æххуыс
321,Hilfe::N,булышлык,ахъаз
322,Freund::N,дус,лымӕн
323,Kamerad::N,иптәш,ӕмбал
324,Angelegenheit::N,эш,хъуыддаг
325,Anzahl::N,микъдар,бӕрц
326,Art::N,төр,хуыз
327,Art::N,төр,хуызад
328,Stück::N,кисәк,кæрдих
329,Stück::N,кисәк,комдзаг
330,Teil::N,өлеш,хай
331,Hälfte::N,ярым,æрдæг
332,Hälfte::N,ярым,æмбис
333,Kreis::N,түгәрәк,зиллакк
334,Kreuz::N,хач,дзуар
335,Kreuz::N,тәре,дзуар
336,Linie::N,сызык,хахх
337,Strich::N,сызык,хахх
338,Abstand::N,ара,æхсæнуат
339,Entfernung::N,ераклык,дæрддзæг
340,Entfernung::N,ераклык,дардцæг
341,Gegend::N,урын,ран
342,Platz::N,бушлык,бууат
343,Ort::N,урын,ран
344,Ort::N,урын,бынат
345,Seite::N,як,фахс
346,Mitte::N,урта,астӕу
347,Gegenstand::N,нәрсә,дзаума
348,Sache::N,нәрсә,дзаума
349,Rand::N,чит,кӕрон
350,Kante::N,кырый,фӕрск
351,Ecke::N,почмак,тигъ
352,Ecke::N,почмак,фисын
353,Spitze::N,оч,бырынкъ
354,Ende::N,азак,кӕрон
355,Loch::N,тишек,хуынкъ
356,Winkel::N,почмак,къуым
357,Muster::N,парча,нывæфтыд
358,Muster::N,парча,кæдзист
359,Größe::N,зурлык,ас
360,Länge::N,озынлык,дӕргъ
361,Höhe::N,биеклек,бæрзонд
362,Höhe::N,биеклек,бæрзæнд
363,Höhe::N,биеклек,бæрзонддзинад
364,Gewicht::N,авырлык,уӕз
365,Menge::N,микъдар,бӕрц
366,Haufen::N,өем,кӕри
367,Reihe::N,рәт,рӕнхъ
368,Boot::N,каек,чема
369,Boot::N,көймә,чема
370,Ruder::N,ишкәк,къохар
371,Schlitten::N,чана,дзоныгъ
372,Ski::N,чаңгы,къахдзоныгътæ
373,Ski::N,чаңгы,лыжæтæ
374,Lagerfeuer::N,костёр,арт
375,Last::N,йөк,уаргъ
376,Gang::N,йөреш,цыд
377,Schritt::N,адым,санчъех
378,Schritt::N,адым,къахдзӕф
379,Norden::N,төньяк,цæгат
380,Süden::N,көньяк,хуссар
381,Westen::N,көнбатыш,ныгуылæн
382,Osten::N,шәрык,скæсæн
383,Osten::N,көнчыгыш,скæсæн
384,Holz::N,агач,хъӕдӕрмӕг
385,Brett::N,такта,фæйнæг
386,Platte::N,плитә,къӕй
387,Stütze::N,таяу,быцæу
388,Stange::N,колга,хъил
389,Stock::N,таяк,лӕдзӕг
390,Stab::N,таяк,хъил
391,Rohr::N,торба,хӕтӕл
392,Haus::N,өй,хӕдзар
393,Haus::N,йорт,хӕдзар
394,Heim::N,гаилә,къона
395,Heim::N,нәсел,къона
396,Ofen::N,мич,пец
397,Fußboden::N,идән,астӕрд
398,Tisch::N,өстәл,стъол
399,Stuhl::N,утыргыч,бандон
400,Wiege::N,бишек,авдæн
401,Bett::N,ятак,сынтӕг
402,Bett::N,урын-җир,сынтӕг
403,Regal::N,киштә,тӕрхӕг
404,Regal::N,киштә,уӕлвӕйнӕг
405,Regal::N,шүрлек,тӕрхӕг
406,Regal::N,шүрлек,уӕлвӕйнӕг
407,Kiste::N,әрҗә,асыкк
408,Fenster::N,тәрәзә,рудзынг
409,Fenster::N,тәрәзә,фæрссаг
410,Tür::N,ишек,дуар
411,Tor::N,капка,кулдуар
412,Zaun::N,койма,æмбонд
413,Zaun::N,койма,быру
414,Zaun::N,койма,гæрæн
415,Dach::N,түбә,уӕлхӕдзар
416,Leiter::N,баскыч,асин
417,Besen::N,себерке,уисой
418,Spaten::N,көрәк,бел
419,Schaufel::N,көрәк,æвгæнæн
420,Schaufel::N,көрәк,кæфой
421,Gabel::N,чәннечке,вилкæ
422,Löffel::N,кашык,уидыг
423,Messer::N,пычак,кард
424,Nagel::N,кадак,зӕгӕл
425,Netz::N,челтәр,хыз
426,Haken::N,ыргак,хæдз
427,Haken::N,ыргак,хæбырæгъ
428,Griff::N,тотка,фистон
429,Schloss::N,йозак,гуыдыр
430,Bild::N,рәсем,ныв
431,Bild::N,картина,ныв
432,Figur::N,сын,кæрдгæныв
433,Figur::N,фигура,кæрдгæныв
434,Puppe::N,курчак,чындз
435,Beutel::N,луза,дзӕкъул
436,Bündel::N,бәйләм,баст
437,Tasche::N,букча,хызын
438,Tasche::N,букча,дзæкъул
439,Eimer::N,чиләк,къæрта
440,Eimer::N,чиләк,чъыбыла
441,Eimer::N,чиләк,ведра
442,Deckel::N,капкач,сæр
443,Deckel::N,капкач,æмбæрзæн
444,Geschirr::N,савыт-саба,мигæнæн
445,Geschirr::N,савыт-саба,мигæнæнтæ
446,Geschirr::N,кашык-аяк,мигæнæн
447,Geschirr::N,кашык-аяк,мигæнæнтæ
448,Sack::N,капчык,голлаг
449,Tasse::N,чынаяк,пиала
450,Tasse::N,чынаяк,къус
451,Topf::N,чүлмәк,аг
452,Topf::N,чүлмәк,чысыл аг
453,Kessel::N,казан,аг
454,Essen::N,ашау,хӕрд
455,Nahrung::N,азык,хойраг
456,Nahrung::N,тәгам,хойраг
457,Nahrung::N,ашамлык,хойраг
458,Speise::N,ризык,хӕринаг
459,Fleisch::N,ит,дзидза
460,Fleisch::N,ит,фыдызгъӕл
461,Getreide::N,ашлык,халсар
462,Brei::N,ботка,кас
463,Brot::N,ипи,дзул
464,Brot::N,икмәк,дзул
465,Scheibe::N,телем,къӕбӕр
466,Fett::N,май,сой
467,Butter::N,май,нӕлхӕ
468,Öl::N,май,зети
469,Salz::N,тоз,цӕхх
470,Suppe::N,шулпа,бас
471,Honig::N,бал,мыд
472,Milch::N,сөт,ӕхсыр
473,Tee::N,чәй,цай
474,Leder::N,күн,мæскуы
475,Wolle::N,йон,фӕсмын
476,Stoff::N,тукыма,хъуымац
477,Nadel::N,энә,судзин
478,Faden::N,җеп,ӕндах
479,Knopf::N,төймә,цӕппӕр
480,Knoten::N,төен,ӕлхынцъ
481,Farbe::N,буяу,ахорæн
482,Kleidung::N,кием,дарӕс
483,Hemd::N,күлмәк,хӕдон
484,Kragen::N,яка,æфцæггот
485,Ärmel::N,җиң,дыс
486,Hose::N,чалбар,хæлаф
487,Hose::N,чалбар,æддаг хæлаф
488,Hose::N,чалбар,салбар
489,Gürtel::N,билбау,рон
490,Mütze::N,бүрек,худ
491,Schuh::N,башмак,басмахъ
492,Stiefel::N,итек,цырыхъхъ
493,Ring::N,балдак,къухдарӕн
494,Band::N,тасма,лент
495,Kamm::N,тарак,сӕрвасӕн
496,Spiegel::N,көзге,айдæн
497,Spiegel::N,көзге,кæсæн
498,Riemen::N,каеш,гӕрз
499,Schnur::N,бау,бӕндӕн
500,Leine::N,тезген,
501,Decke::N,юрган,хъӕццул
502,Kissen::N,мендәр,баз
503,Tuch::N,яулык,кæлмæрзæн
504,Tuch::N,яулык,кæрдæн
505,Handtuch::N,сөлгә,хисæрфæн
506,Kraft::N,егәр,тых
507,Kraft::N,егәр,хъомыс
508,Kraft::N,дәрман,тых
509,Kraft::N,дәрман,хъомыс
510,Stärke::N,көч,тых
511,Stärke::N,көч,æхсар
512,Stärke::N,дәрман,тых
513,Stärke::N,дәрман,æхсар
514,Gesundheit::N,саулык,æнæниздзинад
515,Krankheit::N,чир,низ
516,Krankheit::N,чир,рын
517,Krankheit::N,хаста,низ
518,Krankheit::N,хаста,рын
519,Krankheit::N,сырхау,низ
520,Krankheit::N,сырхау,рын
521,Schmerz::N,авырту,рис
522,Wunde::N,яра,цӕф
523,Wunde::N,җәрәхәт,цӕф
524,Fieber::N,бизгәк,ризӕг
525,Fieber::N,бизгәк,тӕфсӕг
526,Arznei::N,дару,хос
527,Brücke::N,күпер,хид
528,Brunnen::N,кое,цъай
529,Weide::N,утлавык,хизæн
530,Weide::N,утлавык,хизæнуат
531,Weide::N,утлавык,сæрвæт
532,Pfad::N,сукмак,къахвæндаг
533,Pfad::N,сукмак,къахвæд
534,Weg::N,юл,фӕндаг
535,Straße::N,урам,фӕндаг
536,Dorf::N,авыл,хъӕу
537,Stadt::N,шәһәр,сахар
538,Brief::N,хат,фыстӕг
539,Buch::N,китап,чиныг
540,Buchstabe::N,хәреф,дамгъӕ
541,Zeitung::N,газет,газет
542,Zeitung::N,газета,газет
543,Leben::N,гомер,цард
544,Leben::N,гомер,цӕрӕнбон
545,Leben::N,тормыш,цард
546,Leben::N,тормыш,цӕрӕнбон
547,Leben::N,тереклек,цард
548,Leben::N,тереклек,цӕрӕнбон
549,Tod::N,үлем,мæлæт
550,Tod::N,үлем,адзал
551,Grab::N,гүр,ингӕн
552,Grab::N,кабер,ингӕн
553,Kirche::N,чиркәү,аргъуан
554,Sünde::N,язык,тæригъæд
555,Sünde::N,гөнаһ,тæригъæд
556,Gott::N,алла,хуыцау
557,Gott::N,ходай,хуыцау
558,Arbeiter::N,эшче,кусæг
559,Chef::N,башлык,ӕмцег
560,Meister::N,оста,мастер
561,Meister::N,оста,дæсны
562,Arzt::N,врач,хосгæнæг
563,Arzt::N,врач,дохтыр
564,Arzt::N,табиб,хосгæнæг
565,Arzt::N,табиб,дохтыр
566,Lehrer::N,укытучы,ахуыргæнæг
567,Lehrer::N,мөгаллим,ахуыргæнæг
568,Geld::N,акча,ӕхца
569,Geschäft::N,эш,бизнес
570,Geschäft::N,эш,хъуыддаг
571,Laden::N,кибет,дукани
572,Laden::N,магазин,дукани
573,Preis::N,бәя,аргъ
574,Preis::N,бәһа,аргъ
575,Ware::N,товар,базайраг
576,Nutzen::N,файда,пайда
577,Reichtum::N,байлык,хъæздыгдзинад
578,Reichtum::N,байлык,исбон
579,Reichtum::N,байлык,мулк
580,Welt::N,дөнья,дуне
581,Land::N,ил,бӕстӕ
582,Staat::N,дәүләт,паддзахад
583,König::N,патша,къарол
584,Macht::N,хакимият,хицаудзинад
585,Grenze::N,чик,арӕн
586,Krieg::N,сугыш,хӕст
587,Feind::N,дошман,знаг
588,Feind::N,дошман,фыдгул
589,Feind::N,дошман,фыдзæрдæ
590,Feind::N,дошман,сон
591,Gewalt::N,көчләү,тыхми
592,Gewalt::N,көчләү,тыхдзинад
593,Kampf::N,көрәш,хæст
594,Kampf::N,көрәш,хъæбысæйхæст
595,Kampf::N,көрәш,тох
596,Bogen[Waffe]::N,җәя,ӕрдын
597,Pfeil::N,ук,фат
598,Gewehr::N,мылтык,топп
599,Fehler::N,хата,рӕдыд
600,Lüge::N,ялган,мӕнг
601,Lüge::N,ялган,гӕдыдзинад
602,Schaden::N,зыян,зиан
603,Schaden::N,зарар,зиан
604,Unglück::N,бәла,бæллæх
605,Schuld::N,гаеп,азым
606,Alter::N,яшь,кар
607,Schluss::N,ахыр,кæрон
608,Zeit::N,заман,рӕстӕг
609,Tag::N,көн,бон
610,Morgen::N,иртә,райсом
611,Mittag::N,өйлә,æмбисбон
612,Abend::N,кич,изӕр
613,Nacht::N,төн,ӕхсӕв
614,Woche::N,атна,къуыри
615,Monat::N,ай,мӕй
616,Jahr::N,ел,аз
617,Jahr::N,ел,афӕдз
618,Frühling::N,яз,уалдзæг
619,Sommer::N,җәй,сӕрд
620,Herbst::N,көз,фæззæг
621,Winter::N,кыш,зымӕг
622,Januar::N,гыйнвар,январь
623,Februar::N,февраль,февраль
624,März::N,март,мартъи
625,April::N,апрель,апрель
626,Mai::N,май,май
627,Juni::N,июнь,июнь
628,Juli::N,июль,июль
629,August::N,август,август
630,September::N,сентябрь,сентябрь
631,Oktober::N,октябрь,октябрь
632,November::N,ноябрь,ноябрь
633,Dezember::N,декабрь,декабрь
634,Montag::N,дүшәмбе,къуырисæр
635,Dienstag::N,сишәмбе,дыццæг
636,Mittwoch::N,чәршәмбе,æртыццæг
637,Donnerstag::N,атнакич,цыппæрæм
638,Donnerstag::N,пәнҗешәмбе,цыппæрæм
639,Freitag::N,җомга,майрæмбон
640,Samstag::N,шимбә,сабат
641,Sonntag::N,якшәмбе,хуыцаубон
642,groß::A,зур,дынджыр
643,klein::A,кечкенә,гыццыл
644,lang::A,озын,даргъ
645,kurz::A,кыска,цыбыр
646,breit::A,киң,фӕтӕн
647,schmal::A,кысык,нарӕг
648,schmal::A,кысык,уынгӕг
649,dicht::A,куе,бæзджын
650,dicht::A,куе,тар
651,dick[Gegenstand]::A,калын,сӕвджын
652,dünn::A,нечкә,тæнæг
653,fein::A,нәзакәтле,лыстӕг
654,fest::A,нык,фидар
655,fest::A,нык,хъӕддых
656,flach::A,яссы,тъӕпӕн
657,flach::A,ялпак,тъӕпӕн
658,glatt::A,шома,лӕгъз
659,hart::A,каты,хъӕбӕр
660,weich::A,йомшак,фӕлмӕн
661,rund::A,түгәрәк,тымбыл
662,spitz::A,очлы,цыргъбырынкъ
663,spitz::A,очлы,цыргъфындз
664,scharf::A,үткен,цыргъ
665,stumpf::A,үтмәс,къуымых
666,schwer::A,салмак,уӕззау
667,schön::A,гүзәл,аив
668,schön::A,гүзәл,рӕсугъд
669,heiß::A,эссе,тӕвд
670,warm::A,җылы,хъарм
671,kalt::A,суык,уазал
672,kalt::A,салкын,уазал
673,kühl::A,салкынча,сатæг
674,kühl::A,салкынча,уазалгомау
675,frisch::A,салкынча,сатæг
676,feucht::A,юеш,уымӕл
677,nass::A,дымлы,хуылыдз
678,trocken::A,коры,хус
679,voll::A,тулы,дзаг
680,voll::A,тулы,йедзаг 
681,leer::A,буш,афтид
682,offen::A,ачык,гом
683,geschlossen::A,йомык,æхгæд
684,sauber::A,пакь,сыгъдæг
685,sauber::A,чиста,сыгъдæг
686,schmutzig::A,керле,чъиллон
687,schmutzig::A,пычрак,чъиллон
688,roh::A,чи,хом
689,reif::A,өлгергән,рӕгъӕд
690,lecker::A,тәмле,хӕрзад
691,süß::A,татлы,адджын
692,bitter::A,ачы,судзаг
693,sauer::A,әче,туаг
694,hell::A,якты,рухс
695,dunkel::A,кара,талынг
696,schwarz::A,кара,сау
697,weiß::A,ак,урс
698,rot::A,кызыл,сырх
699,gelb::A,сары,бур
700,blau::A,күк,цъӕх
701,grün::A,яшел,цъӕх
702,grün::A,яшел,кӕрдӕгхуыз
703,grau::A,соры,цъӕх
704,grau::A,соры,фӕныкхуыз
705,bunt::A,чуар,хъулон
706,bunt::A,чуар,гæрæм
707,billig::A,арзан,аслам
708,teuer::A,хаклы,зынаргъ
709,wertvoll::A,кыйммәтле,зынаргъ
710,blind::A,сукыр,куырм
711,blind::A,күзсез,куырм
712,taub::A,чукрак,къуырма
713,taub::A,саңгырау,къуырма
714,kräftig::A,егәрле,домбай
715,kräftig::A,егәрле,тыхджын
716,stark::A,нык,тыхджын
717,stark::A,базык,тыхджын
718,schwach::A,зәгыйфь,ӕнӕбон
719,fett::A,симез,нард
720,schlank::A,нәзек,гуырвидыц
721,schlank::A,нәзек,хæрзконд
722,schlank::A,нәзек,рæхснæг
723,schlank::A,нәзек,сагамад
724,hübsch::A,чибәр,аив
725,hübsch::A,чибәр,рӕсугъд
726,böse::A,усал,фыдзӕрдӕ
727,dumm::A,акылсыз,ӕдылы
728,faul::A,ялкау,зивӕг
729,faul::A,ялкау,зивӕггӕнаг
730,faul::A,иренчәк,зивӕг
731,faul::A,иренчәк,зивӕггӕнаг
732,fleißig::A,тырыш,æнæзивæг
733,fleißig::A,тырыш,æнувыд
734,fleißig::A,тырышучан,æнæзивæг
735,fleißig::A,тырышучан,æнувыд
736,geizig::A,саран,чъынды
737,geizig::A,саран,æлгъин
738,geizig::A,саран,мæрддзæст
739,klug::A,акыллы,зондджын
740,geschickt::A,маһир,хӕрзарӕхст
741,lieb::A,сөекле,уарзон
742,lustig::A,күңелле,хъӕлдзӕг
743,sanft::A,басынкы,мынчын
744,hungrig::A,ач,ӕххормаг
745,krank::A,чирле,нӕфӕразгӕ
746,krank::A,сырхау,нӕфӕразгӕ
747,nackt::A,шәрә,бӕгънӕг
